,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,YYG-ParamSearch,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,error-YYG-ParamSearch,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR,beat_baseline-YYG-ParamSearch
Alabama,2788,3421.3,3585.4,2309.8,2728.0,,2727.7,3416.5,633.3,797.4,-478.2,-60.0,,-60.3,628.5,False,True,True,,True,True
Alaska,67,30.9,165.0,22.7,,,39.4,33.1,-36.1,98.0,-44.3,,,-27.6,-33.9,False,False,,,True,True
Arizona,5824,9498.1,7685.5,4904.7,6925.0,,6068.6,6394.3,3674.1,1861.5,-919.3,1101.0,,244.6,570.3,True,True,True,,True,True
Arkansas,1684,819.9,1220.5,594.6,786.0,,579.2,854.6,-864.1,-463.5,-1089.4,-898.0,,-1104.8,-829.4,True,False,False,,False,True
California,16956,16252.1,20836.4,19537.9,15040.0,,13648.0,15232.6,-703.9,3880.4,2581.9,-1916.0,,-3308.0,-1723.4,False,False,False,,False,False
Colorado,2176,2099.1,2604.0,1998.1,1972.0,,2194.1,2629.9,-76.9,428.0,-177.9,-204.0,,18.1,453.9,False,False,False,,True,False
Connecticut,4542,5013.1,4487.1,4446.6,4528.0,,4645.5,4601.1,471.1,-54.9,-95.4,-14.0,,103.5,59.1,True,True,True,,True,True
Delaware,664,600.1,686.9,549.7,574.0,,628.3,640.6,-63.9,22.9,-114.3,-90.0,,-35.7,-23.4,True,False,False,,True,True
District of Columbia,641,706.6,628.2,668.7,637.0,,653.6,681.7,65.6,-12.8,27.7,-4.0,,12.6,40.7,True,True,True,,True,True
Florida,15917,14496.3,24229.4,16698.5,14918.0,,11209.1,15234.1,-1420.7,8312.4,781.5,-999.0,,-4707.9,-682.9,False,True,True,,False,True
Georgia,7607,5372.6,9713.0,4535.7,4248.0,,7035.7,5660.9,-2234.4,2106.0,-3071.3,-3359.0,,-571.3,-1946.1,True,False,False,,True,True
Hawaii,186,88.3,70.6,20.7,,,43.6,58.5,-97.7,-115.4,-165.3,,,-142.4,-127.5,False,False,,,False,False
Idaho,529,337.6,1519.2,422.2,317.0,,223.3,585.0,-191.4,990.2,-106.8,-212.0,,-305.7,56.0,False,True,False,,False,True
Illinois,9452,8773.7,8793.2,8248.5,8219.0,,8794.0,8436.8,-678.3,-658.8,-1203.5,-1233.0,,-658.0,-1015.2,True,False,False,,True,False
Indiana,3918,3619.1,3922.8,3482.0,3028.0,,3568.8,3790.6,-298.9,4.8,-436.0,-890.0,,-349.2,-127.4,True,False,False,,False,True
Iowa,1528,1320.1,1839.0,1155.7,923.0,,1030.8,1177.3,-207.9,311.0,-372.3,-605.0,,-497.2,-350.7,False,False,False,,False,False
Kansas,859,463.3,1223.2,397.4,437.0,,434.6,572.6,-395.7,364.2,-461.6,-422.0,,-424.4,-286.4,True,False,False,,False,True
Kentucky,1312,1248.6,1321.5,1155.6,820.0,,1220.2,1695.5,-63.4,9.5,-156.4,-492.0,,-91.8,383.5,True,False,False,,False,False
Louisiana,5727,5175.9,6411.4,4946.6,5152.0,,6602.2,5617.1,-551.1,684.4,-780.4,-575.0,,875.2,-109.9,False,False,False,,False,True
Maine,146,155.6,126.0,159.1,134.0,,131.0,170.3,9.6,-20.0,13.1,-12.0,,-15.0,24.3,False,False,False,,False,False
Maryland,4036,4122.7,3909.7,4155.5,3748.0,,4114.2,4369.9,86.7,-126.3,119.5,-288.0,,78.2,333.9,False,False,False,,True,False
Massachusetts,9723,9793.9,8618.0,9866.1,8759.0,,9106.3,9405.0,70.9,-1105.0,143.1,-964.0,,-616.7,-318.0,False,False,False,,False,False
Michigan,7340,7034.6,7303.2,7754.0,7190.0,,6945.5,7503.4,-305.4,-36.8,414.0,-150.0,,-394.5,163.4,True,False,True,,False,True
Minnesota,2270,2108.1,2337.7,1736.6,2327.0,,1964.7,2398.0,-161.9,67.7,-533.4,57.0,,-305.3,128.0,True,False,True,,False,True
Mississippi,3171,2717.9,2824.8,3123.3,2323.0,,2193.8,2461.5,-453.1,-346.2,-47.7,-848.0,,-977.2,-709.5,True,True,False,,False,False
Missouri,2581,1701.7,2247.8,1612.1,1337.0,,2578.6,1945.0,-879.3,-333.2,-968.9,-1244.0,,-2.4,-636.0,True,False,False,,True,True
Montana,239,139.9,435.3,467.0,113.0,,75.1,154.6,-99.1,196.3,228.0,-126.0,,-163.9,-84.4,False,False,False,,False,True
Nebraska,547,506.7,485.0,300.6,385.0,,404.4,461.4,-40.3,-62.0,-246.4,-162.0,,-142.6,-85.6,False,False,False,,False,False
Nevada,1707,1341.3,2827.0,2380.6,1340.0,,1081.1,1676.6,-365.7,1120.0,673.6,-367.0,,-625.9,-30.4,False,False,False,,False,True
New Hampshire,466,488.0,452.2,452.2,404.0,,500.4,447.6,22.0,-13.8,-13.8,-62.0,,34.4,-18.4,True,True,False,,False,True
New Jersey,16204,18033.1,16712.8,18378.6,16217.0,,16331.0,17014.7,1829.1,508.8,2174.6,13.0,,127.0,810.7,True,False,True,,True,True
New Mexico,929,905.3,964.2,1037.0,841.0,,851.3,1093.5,-23.7,35.2,108.0,-88.0,,-77.7,164.5,False,False,False,,False,False
New York,33347,34359.3,33095.5,35010.6,33393.0,,33486.7,33619.8,1033.3,-230.5,1684.6,67.0,,160.7,293.8,True,False,True,,True,True
North Carolina,3929,3323.4,3734.8,2251.3,2782.0,,3053.4,3135.3,-605.6,-194.2,-1677.7,-1147.0,,-875.6,-793.7,True,False,False,,False,False
North Dakota,399,156.3,271.8,376.2,109.0,,193.1,154.5,-242.7,-127.2,-22.8,-290.0,,-205.9,-244.5,True,True,False,,True,False
Ohio,5067,4665.4,5164.0,4372.2,3916.0,,4530.4,5582.5,-401.6,97.0,-694.8,-1151.0,,-536.6,515.5,True,False,False,,False,False
Oklahoma,1162,823.9,1549.3,909.9,1125.0,,649.9,882.5,-338.1,387.3,-252.1,-37.0,,-512.1,-279.5,False,True,True,,False,True
Oregon,619,594.3,679.2,532.2,407.0,,408.3,742.0,-24.7,60.2,-86.8,-212.0,,-210.7,123.0,False,False,False,,False,False
Pennsylvania,8442,8539.1,8419.0,8250.3,7590.0,,8057.8,8599.3,97.1,-23.0,-191.7,-852.0,,-384.2,157.3,True,False,False,,False,False
Rhode Island,1152,1170.0,1201.6,1035.4,1183.0,,1102.8,1108.5,19.0,50.6,-115.6,32.0,,-48.2,-42.5,False,False,False,,False,False
South Carolina,3637,3649.3,3840.0,4280.7,2180.0,,2467.0,3012.7,12.3,203.0,643.7,-1457.0,,-1170.0,-624.3,False,False,False,,False,False
South Dakota,315,233.7,160.5,222.2,232.0,,388.9,192.8,-81.3,-154.5,-92.8,-83.0,,73.9,-122.2,False,False,False,,True,False
Tennessee,2903,2154.4,3763.7,1833.8,1871.0,,1660.9,2238.3,-748.6,860.7,-1069.2,-1032.0,,-1242.1,-664.7,False,False,False,,False,True
Texas,17440,14246.3,18763.7,17799.8,18250.0,26520.0,10082.0,12881.5,-2526.7,1990.7,1026.8,1477.0,9747.0,-6691.0,-3891.5,True,True,True,False,False,False
Utah,540,603.0,852.7,1015.2,493.0,,524.3,701.8,63.0,312.7,475.2,-47.0,,-15.7,161.8,False,False,True,,True,False
Vermont,58,56.0,60.8,56.5,56.0,,59.0,75.7,-2.0,2.8,-1.5,-2.0,,1.0,17.7,False,True,False,,True,False
Virginia,3422,2811.3,3047.7,4132.0,2279.0,,2622.2,3159.9,-610.7,-374.3,710.0,-1143.0,,-799.8,-262.1,True,False,False,,False,True
Washington,2239,1562.7,2500.3,2705.4,1782.0,,1754.4,2099.3,-676.3,261.3,466.4,-457.0,,-484.6,-139.7,True,True,True,,True,True
West Virginia,401,151.4,507.3,116.9,122.0,,139.8,144.3,-249.6,106.3,-284.1,-279.0,,-261.2,-256.7,True,False,False,,False,False
Wisconsin,1574,1152.6,2041.7,975.4,1025.0,,1241.3,1443.3,-421.4,467.7,-598.6,-549.0,,-332.7,-130.7,False,False,False,,True,True
Wyoming,57,76.4,98.8,21.5,31.0,,41.9,50.8,19.4,41.8,-35.5,-26.0,,-15.1,-6.2,False,False,False,,True,True
US,219289,209049.7,237805.9,213416.2,194426.0,220849.0,190792.9,206614.9,-9550.3,19205.9,-5183.8,-24174.0,2249.0,-27807.1,-11985.1,False,True,False,True,False,False
