,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,YYG-ParamSearch,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,error-YYG-ParamSearch,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR,beat_baseline-YYG-ParamSearch
Kansas,859,686.7,879.2,548.1,633.0,,560.3,698.2,-172.3,20.2,-310.9,-226.0,,-298.7,-160.8,True,False,False,,False,True
Kentucky,1312,1198.0,1558.2,1047.1,999.0,,1168.6,1345.0,-114.0,246.2,-264.9,-313.0,,-143.4,33.0,False,False,False,,False,True
Louisiana,5727,6656.1,5863.4,5979.6,5780.0,,5417.8,5520.9,929.1,136.4,252.6,53.0,,-309.2,-206.1,True,True,True,,True,True
Maine,146,166.4,140.1,141.3,188.0,,155.2,183.2,20.4,-5.9,-4.7,42.0,,9.2,37.2,True,True,False,,True,False
Maryland,4036,4329.3,4632.7,3952.6,3808.0,,4244.8,4667.8,293.3,596.7,-83.4,-228.0,,208.8,631.8,False,True,True,,True,False
Massachusetts,9723,9821.4,9046.0,9513.0,8952.0,,9538.8,9839.4,98.4,-677.0,-210.0,-771.0,,-184.2,116.4,False,False,False,,False,False
Michigan,7340,7075.9,7216.5,6815.3,7116.0,,7060.8,7211.1,-264.1,-123.5,-524.7,-224.0,,-279.2,-128.9,True,False,True,,False,True
Minnesota,2270,2088.3,2528.9,1960.4,1811.0,,1999.0,2201.1,-181.7,258.9,-309.6,-459.0,,-271.0,-68.9,False,False,False,,False,True
Mississippi,3171,3983.0,3126.4,3116.5,2589.0,,3421.3,3374.2,812.0,-44.6,-54.5,-582.0,,250.3,203.2,True,True,True,,True,True
Missouri,2595,2003.4,3934.8,2100.2,1650.0,,2636.3,2339.0,-577.6,1353.8,-480.8,-931.0,,55.3,-242.0,False,True,False,,True,True
Montana,239,223.9,269.7,119.5,199.0,,127.2,232.5,-15.1,30.7,-119.5,-40.0,,-111.8,-6.5,False,False,False,,False,True
Nebraska,547,505.7,714.2,745.0,418.0,,447.4,524.3,-41.3,167.2,198.0,-129.0,,-99.6,-22.7,False,False,False,,False,True
Nevada,1707,1896.0,1966.7,2224.8,1738.0,,1426.1,1655.0,189.0,259.7,517.8,31.0,,-280.9,-52.0,False,False,True,,False,True
New Hampshire,466,503.9,449.9,469.0,437.0,,485.8,561.0,37.9,-16.1,3.0,-29.0,,19.8,95.0,True,True,True,,True,False
New Jersey,16204,16368.0,16042.9,16876.7,16215.0,,16251.5,16718.5,164.0,-161.1,672.7,11.0,,47.5,514.5,True,False,True,,True,False
New Mexico,929,1088.3,949.6,861.1,1102.0,,976.1,1093.8,159.3,20.6,-67.9,173.0,,47.1,164.8,True,True,False,,True,False
New York,33547,33578.6,33116.9,34268.8,33148.0,,33014.6,33312.9,18.6,-443.1,708.8,-412.0,,-545.4,-247.1,False,False,False,,False,False
North Carolina,3929,3785.3,3728.3,3460.5,3284.0,,3108.1,3524.3,-143.7,-200.7,-468.5,-645.0,,-820.9,-404.7,False,False,False,,False,False
North Dakota,399,170.1,293.4,172.0,135.0,,166.2,187.2,-228.9,-105.6,-227.0,-264.0,,-232.8,-211.8,True,True,False,,False,True
Ohio,4784,5939.3,4739.9,5305.0,4477.0,,5157.4,5266.1,833.3,-366.1,199.0,-629.0,,51.4,160.1,True,True,True,,True,True
Oklahoma,1162,1136.3,1568.9,1237.0,1207.0,,874.1,1123.8,-25.7,406.9,75.0,45.0,,-287.9,-38.2,False,False,False,,False,False
Oregon,619,727.7,671.3,573.0,503.0,,590.3,856.1,108.7,52.3,-46.0,-116.0,,-28.7,237.1,True,True,False,,True,False
Pennsylvania,8442,8265.3,8237.5,8176.1,7749.0,,7974.7,8254.8,-176.7,-204.5,-265.9,-693.0,,-467.3,-187.2,False,False,False,,False,False
Rhode Island,1174,1061.3,1131.8,1046.7,1118.0,,1068.3,1106.6,-90.7,-20.2,-105.3,-34.0,,-83.7,-45.4,True,False,True,,True,True
South Carolina,3637,4882.1,2999.4,3183.9,3106.0,,2870.1,4075.7,1245.1,-637.6,-453.1,-531.0,,-766.9,438.7,True,True,True,,True,True
South Dakota,315,265.3,217.4,191.3,227.0,,303.8,217.4,-49.7,-97.6,-123.7,-88.0,,-11.2,-97.6,False,False,False,,True,False
Tennessee,2903,2223.9,3345.2,2050.1,2156.0,,1722.0,2199.4,-679.1,442.2,-852.9,-747.0,,-1181.0,-703.6,True,False,False,,False,False
Texas,17723,26442.6,14692.6,21351.1,23761.0,14944.0,20542.6,17018.9,9773.6,-1976.4,4682.1,7092.0,-1725.0,3873.6,349.9,True,True,True,True,True,True
Utah,540,712.7,768.4,494.1,570.0,,592.6,744.7,172.7,228.4,-45.9,30.0,,52.6,204.7,False,True,True,,True,False
Vermont,58,67.9,59.9,56.5,58.0,,68.6,71.9,9.9,1.9,-1.5,0.0,,10.6,13.9,True,True,True,,False,False
Virginia,3422,3738.0,3536.5,2266.0,2484.0,,3610.8,3800.1,316.0,114.5,-1156.0,-938.0,,188.8,378.1,True,False,False,,True,False
Washington,2211,2627.4,2534.3,2031.9,2059.0,,2416.9,2621.2,448.4,355.3,-147.1,-120.0,,237.9,442.2,True,True,True,,True,True
West Virginia,401,269.0,257.4,124.2,160.0,,236.2,245.0,-132.0,-143.6,-276.8,-241.0,,-164.8,-156.0,False,False,False,,False,False
Wisconsin,1761,1556.0,1909.9,1806.8,1287.0,,1337.5,1663.9,-165.0,188.9,85.8,-434.0,,-383.5,-57.1,False,True,False,,False,True
Wyoming,57,36.9,76.7,33.4,38.0,,34.7,38.7,-20.1,19.7,-23.6,-19.0,,-22.3,-18.3,True,False,True,,False,True
US,219813,240902.9,220550.2,219092.8,210912.0,312639.0,217923.1,220004.1,21866.9,1514.2,56.8,-8124.0,93603.0,-1112.9,968.1,True,True,True,False,True,True
