,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,YYG-ParamSearch,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,error-YYG-ParamSearch,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR,beat_baseline-YYG-ParamSearch
Alabama,2788,3299.0,4195.1,3517.4,2720.0,,2933.4,2979.2,511.0,1407.1,729.4,-68.0,,145.4,191.2,False,False,True,,True,True
Alaska,67,67.4,151.3,21.9,,,71.9,92.5,0.4,84.3,-45.1,,,4.9,25.5,False,False,,,False,False
Arizona,5824,8759.3,5506.8,7695.3,7824.0,,5737.0,6871.3,2935.3,-317.2,1871.3,2000.0,,-87.0,1047.3,True,True,True,,True,True
Arkansas,1684,1148.0,1199.8,863.8,1085.0,,875.9,979.0,-536.0,-484.2,-820.2,-599.0,,-808.1,-705.0,True,False,False,,False,False
California,16956,19688.6,18124.5,15304.7,16811.0,,17327.3,17513.7,2732.6,1168.5,-1651.3,-145.0,,371.3,557.7,True,True,True,,True,True
Colorado,2176,2386.9,2538.2,2426.5,2126.0,,2199.4,2510.6,210.9,362.2,250.5,-50.0,,23.4,334.6,False,False,True,,True,False
Connecticut,4542,4638.3,4569.3,4787.3,4521.0,,4594.9,4625.6,96.3,27.3,245.3,-21.0,,52.9,83.6,True,False,True,,True,True
Delaware,686,650.1,678.4,684.5,632.0,,643.7,661.2,-20.9,7.4,13.5,-39.0,,-27.3,-9.8,True,True,False,,False,True
District of Columbia,641,616.6,668.9,638.8,608.0,,635.6,640.8,-22.4,29.9,-0.2,-31.0,,-3.4,1.8,False,True,False,,True,True
Florida,15917,20438.3,16974.5,15726.2,15852.0,,16362.5,15713.7,4521.3,1057.5,-190.8,-65.0,,445.5,-203.3,True,True,True,,True,True
Georgia,7607,7553.1,7183.6,9203.9,5565.0,,5919.5,6455.1,-53.9,-423.4,1596.9,-2042.0,,-1687.5,-1151.9,False,False,False,,False,False
Hawaii,186,26.0,112.4,34.3,,,35.0,55.8,-160.0,-73.6,-151.7,,,-151.0,-130.2,True,True,,,True,True
Idaho,529,750.7,806.5,354.5,387.0,,556.3,779.4,221.7,277.5,-174.5,-142.0,,27.3,250.4,False,True,True,,True,False
Illinois,9452,9060.3,9587.2,8205.4,8483.0,,8973.5,9447.6,-391.7,135.2,-1246.6,-969.0,,-478.5,-4.4,True,False,False,,False,True
Indiana,4025,3756.7,3920.1,3816.4,3258.0,,3535.9,4099.7,-335.3,-171.9,-275.6,-834.0,,-556.1,7.7,True,True,False,,False,True
Iowa,1528,1410.0,1409.3,1513.2,982.0,,1180.2,1369.8,-118.0,-118.7,-14.8,-546.0,,-347.8,-158.2,False,True,False,,False,False
