,total_deaths_2020-10-11,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
USC-SI_kJalpha,215081,219473.0,219813,4705.0,4732,-27.0,-0.6%
JCB-PRM,215081,219458.0,219813,4690.0,4732,-42.0,-0.9%
MOBS-GLEAM_COVID,215081,219562.4,219813,4794.4,4732,62.4,1.3%
MSRA-DeepST,215081,219422.2,219813,4654.2,4732,-77.8,-1.6%
DDS-NBDS,215081,219411.8,219813,4643.8,4732,-88.2,-1.9%
epiforecasts-ensemble1,215081,219594.0,219813,4826.0,4732,94.0,2.0%
CEID-Walk,215081,219370.5,219813,4602.5,4732,-129.5,-2.7%
LNQ-ens1,215081,219632.4,219813,4864.4,4732,132.4,2.8%
COVIDhub-baseline,215081,219356.0,219813,4588.0,4732,-144.0,-3.0%
QJHong-Encounter,215081,219349.1,219813,4581.1,4732,-150.9,-3.2%
GT-DeepCOVID,215081,219653.7,219813,4885.7,4732,153.7,3.2%
UCSD_NEU-DeepGLEAM,215081,219669.7,219813,4901.7,4732,169.7,3.6%
Karlen-pypm,215081,219679.0,219813,4911.0,4732,179.0,3.8%
UCLA-SuEIR,215081,219305.1,219813,4537.1,4732,-194.9,-4.1%
Geneva-DetGrowth,215081,219302.2,219813,4534.2,4732,-197.8,-4.2%
OliverWyman-Navigator,215081,219702.7,219813,4934.7,4732,202.7,4.3%
COVIDhub-ensemble,215081,219271.0,219813,4503.0,4732,-229.0,-4.8%
UMass-MechBayes,215081,219244.0,219813,4476.0,4732,-256.0,-5.4%
MIT_CritData-GBCF,215081,219225.0,219813,4457.0,4732,-275.0,-5.8%
UA-EpiCovDA,215081,219213.0,219813,4445.0,4732,-287.0,-6.1%
UMich-RidgeTfReg,215081,219817.1,219813,5049.1,4732,317.1,6.7%
IQVIA_ACOE-STAN,215081,219172.0,219813,4404.0,4732,-328.0,-6.9%
IowaStateLW-STEM,215081,219117.0,219813,4349.0,4732,-383.0,-8.1%
STH-3PU,215081,219113.0,219813,4345.0,4732,-387.0,-8.2%
Baseline,215081,219094.0,219813,4326.0,4732,-406.0,-8.6%
SteveMcConnell-CovidComplete,215081,219093.0,219813,4325.0,4732,-407.0,-8.6%
Columbia_UNC-SurvCon,215081,219907.0,219813,5139.0,4732,407.0,8.6%
JHUAPL-Bucky,215081,219070.5,219813,4302.5,4732,-429.5,-9.1%
JHU_IDD-CovidSP,215081,218841.3,219813,4073.3,4732,-658.7,-13.9%
UT-Mobility,215081,218829.5,219813,4061.5,4732,-670.5,-14.2%
RPI_UW-Mob_Collision,215081,218639.1,219813,3871.1,4732,-860.9,-18.2%
CovidAnalytics-DELPHI,215081,218623.0,219813,3855.0,4732,-877.0,-18.5%
NotreDame-mobility,215081,218569.6,219813,3801.6,4732,-930.4,-19.7%
WalmartLabsML-LogForecasting,215081,218497.4,219813,3729.4,4732,-1002.6,-21.2%
CU-select,215081,218476.0,219813,3708.0,4732,-1024.0,-21.6%
LANL-GrowthRate,215081,218461.2,219813,3693.2,4732,-1038.8,-22.0%
USACE-ERDC_SEIR,215081,220811.6,219813,6043.6,4732,1311.6,27.7%
PSI-DRAFT,215081,218187.5,219813,3419.5,4732,-1312.5,-27.7%
RobertWalraven-ESG,215081,217689.5,219813,2921.5,4732,-1810.5,-38.3%
UCM_MESALab-FoGSEIR,215081,222022.0,219813,7254.0,4732,2522.0,53.3%
Covid19Sim-Simulator,215081,215096.5,219813,328.5,4732,-4403.5,-93.1%
IBF-TimeSeries,215081,224143.0,219813,9375.0,4732,4643.0,98.1%
BPagano-RtDriven,215081,214783.7,219813,15.7,4732,-4716.3,-99.7%
TTU-squider,215081,227900.5,219813,13132.5,4732,8400.5,177.5%
CMU-TimeSeries,215081,,219813,,4732,,
Google_Harvard-CPF,215081,,219813,,4732,,
NotreDame-FRED,215081,,219813,,4732,,
