,count,mean,median,std,min,25%,75%,max
UMass-MechBayes,51,53.2,25.0,71.2,0.0,11.0,63.0,356.0
LNQ-ens1,51,54.8,33.9,61.7,0.0,14.8,77.5,323.4
JCB-PRM,51,57.3,29.7,78.1,0.0,13.6,75.8,469.3
COVIDhub-ensemble,51,58.3,41.0,68.5,0.0,11.0,73.5,355.0
Karlen-pypm,51,61.4,24.6,107.1,0.4,11.5,53.4,690.9
JHU_IDD-CovidSP,51,63.1,55.1,62.0,0.8,14.9,95.2,363.4
YYG-ParamSearch,51,63.5,37.0,72.5,0.3,11.6,94.9,290.9
MIT_CritData-GBCF,51,63.8,33.0,79.4,1.0,20.5,78.5,489.0
CMU-TimeSeries,49,65.3,38.0,65.8,0.0,13.0,96.5,240.0
UCLA-SuEIR,51,66.8,47.9,68.4,0.0,13.7,105.5,259.7
GT-DeepCOVID,45,72.0,46.1,100.6,0.9,13.3,97.2,635.7
USC-SI_kJalpha,51,72.1,40.0,83.8,0.0,12.0,86.0,348.0
Baseline,51,74.1,50.4,84.7,0.0,15.2,95.6,335.7
Covid19Sim-Simulator,51,77.6,39.7,92.2,0.4,12.8,107.5,345.9
IowaStateLW-STEM,49,78.7,40.0,96.1,0.0,12.5,125.0,386.0
COVIDhub-baseline,51,79.5,49.9,87.5,0.5,20.0,93.1,321.6
Google_Harvard-CPF,51,80.4,46.8,138.0,0.1,11.7,84.5,863.2
MITCovAlliance-SIR,51,83.1,45.1,106.9,0.2,17.7,100.3,564.4
CEID-Walk,51,83.8,51.7,93.7,0.0,17.7,115.7,395.6
DDS-NBDS,51,86.3,45.7,137.3,3.7,11.1,83.2,769.6
LANL-GrowthRate,51,86.4,44.8,111.8,0.7,17.9,107.6,500.4
OliverWyman-Navigator,51,88.1,35.2,131.3,0.0,15.3,97.5,574.4
SteveMcConnell-CovidComplete,51,89.0,46.0,133.3,2.0,17.5,102.0,794.0
PSI-DRAFT,51,93.4,47.0,110.0,0.0,13.0,125.8,533.0
CovidAnalytics-DELPHI,51,95.2,52.0,99.7,1.0,23.5,163.0,542.0
NotreDame-mobility,51,96.4,62.5,121.8,0.5,7.3,153.1,611.7
UA-EpiCovDA,51,99.1,43.0,154.9,0.0,18.5,97.5,829.0
UMich-RidgeTfReg,50,112.9,49.3,171.9,0.2,21.6,119.0,905.8
MOBS-GLEAM_COVID,50,119.8,63.1,199.0,0.8,13.7,105.5,1047.1
JHUAPL-Bucky,51,128.9,44.3,225.2,1.2,17.1,140.8,1400.1
CU-select,51,130.0,82.0,166.3,1.0,29.0,139.0,907.0
UCSD_NEU-DeepGLEAM,50,132.3,57.6,228.0,1.9,19.8,116.3,1061.1
UT-Mobility,51,138.3,78.0,188.9,0.0,24.0,157.0,1129.5
IHME-CurveFit,51,140.2,68.9,203.6,0.4,22.6,157.8,989.7
Columbia_UNC-SurvCon,51,141.6,43.0,431.7,0.0,15.0,96.5,3015.0
WalmartLabsML-LogForecasting,51,156.5,82.5,209.2,0.1,26.1,182.9,1160.0
RobertWalraven-ESG,51,162.8,80.2,240.1,0.0,38.6,193.7,1239.4
epiforecasts-ensemble1,47,165.2,74.0,232.9,1.9,23.5,194.5,1010.0
USACE-ERDC_SEIR,51,182.5,82.4,255.7,1.9,18.4,209.2,1122.3
TTU-squider,51,605.8,244.0,1436.9,1.7,53.7,406.7,7899.1
