,count,mean,median,std,min,25%,75%,max
YYG-ParamSearch,51,29.2,15.6,31.3,0.5,3.8,45.1,111.7
OliverWyman-Navigator,51,34.8,19.0,42.7,0.0,6.7,49.0,225.0
COVIDhub-ensemble,51,36.1,18.0,43.4,0.0,4.0,54.0,180.0
Karlen-pypm,51,36.3,20.7,41.3,0.1,6.7,56.9,156.3
UMass-MechBayes,51,37.0,16.0,55.5,0.0,4.0,46.5,262.0
CMU-TimeSeries,49,37.5,15.0,45.1,0.0,3.5,60.5,165.0
COVIDhub-baseline,51,37.7,17.4,46.3,0.0,7.5,49.1,223.1
Baseline,51,37.8,20.6,42.0,0.0,8.0,53.0,195.7
LNQ-ens1,51,38.7,17.2,54.4,0.0,7.6,49.3,277.7
CEID-Walk,51,38.9,18.2,45.8,0.0,8.1,59.1,224.7
SteveMcConnell-CovidComplete,51,41.3,19.0,50.1,0.0,6.0,63.5,225.0
UT-Mobility,51,41.5,17.0,57.3,1.0,10.5,40.0,272.0
USC-SI_kJalpha,51,41.7,16.0,53.4,0.0,7.5,57.5,249.0
JCB-PRM,51,43.3,25.0,47.6,0.0,8.9,55.3,197.2
MIT_CritData-GBCF,51,45.6,29.0,56.7,1.0,14.0,62.5,356.0
IQVIA_ACOE-STAN,49,47.0,20.0,55.5,0.0,10.0,77.0,291.0
UA-EpiCovDA,51,47.9,33.0,68.7,1.0,11.0,55.5,469.0
UCLA-SuEIR,51,48.3,32.2,55.5,0.1,10.6,63.0,272.4
GT-DeepCOVID,46,49.6,26.2,62.1,0.7,9.1,60.9,277.2
NotreDame-mobility,51,50.4,26.1,55.4,0.9,6.6,80.2,179.6
BPagano-RtDriven,51,50.4,31.8,63.6,0.1,4.8,61.3,302.4
CovidAnalytics-DELPHI,51,50.9,21.0,66.7,0.0,13.0,67.0,388.0
JHU_CSSE-DECOM,50,51.4,31.5,59.4,0.4,11.0,74.0,287.0
JHU_IDD-CovidSP,51,52.2,32.9,59.2,1.9,10.6,61.6,284.9
IowaStateLW-STEM,49,53.1,25.0,66.1,0.0,11.0,71.0,342.0
Covid19Sim-Simulator,51,54.2,33.0,61.9,0.2,8.0,73.3,248.0
UMich-RidgeTfReg,50,54.5,21.9,76.2,0.1,8.6,65.2,386.6
Columbia_UNC-SurvCon,51,57.0,26.0,96.3,0.0,8.5,65.0,623.0
DDS-NBDS,51,59.9,24.1,103.8,0.3,5.3,67.2,562.3
UCSD_NEU-DeepGLEAM,50,60.0,25.5,105.2,0.4,13.0,60.4,531.4
MOBS-GLEAM_COVID,50,60.1,27.1,105.3,0.3,10.1,51.1,543.8
CU-select,51,60.4,40.0,81.6,1.0,12.0,78.5,470.0
JHUAPL-Bucky,51,62.6,31.8,77.0,0.1,12.0,92.4,427.9
LANL-GrowthRate,51,63.9,24.5,106.1,0.2,11.8,62.3,587.6
RobertWalraven-ESG,51,65.5,38.3,77.0,0.0,12.6,82.2,333.9
PSI-DRAFT,51,67.2,36.0,79.1,0.0,14.5,83.0,376.0
Google_Harvard-CPF,51,73.7,43.3,96.8,0.8,8.5,86.1,488.8
WalmartLabsML-LogForecasting,51,119.7,49.8,190.8,0.1,11.0,128.1,1159.0
epiforecasts-ensemble1,47,129.6,55.0,197.7,1.0,19.5,177.0,1030.0
TTU-squider,51,263.6,153.3,427.6,1.7,53.6,327.9,2904.6
