,total_deaths_2020-09-27,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
QJHong-Encounter,204970,219710.4,219813,14954.4,14843,111.4,0.8%
Baseline,204970,219747.4,219813,14991.4,14843,148.4,1.0%
JHU_IDD-CovidSP,204970,219847.2,219813,15091.2,14843,248.2,1.7%
COVIDhub-ensemble,204970,219848.0,219813,15092.0,14843,249.0,1.7%
UMass-MechBayes,204970,219176.0,219813,14420.0,14843,-423.0,-2.8%
COVIDhub-baseline,204970,220122.3,219813,15366.3,14843,523.3,3.5%
RPI_UW-Mob_Collision,204970,220276.9,219813,15520.9,14843,677.9,4.6%
CEID-Walk,204970,220290.2,219813,15534.2,14843,691.2,4.7%
LNQ-ens1,204970,220305.1,219813,15549.1,14843,706.1,4.8%
YYG-ParamSearch,204970,218849.8,219813,14093.8,14843,-749.2,-5.0%
CU-select,204970,220561.0,219813,15805.0,14843,962.0,6.5%
Karlen-pypm,204970,218474.0,219813,13718.0,14843,-1125.0,-7.6%
MIT_CritData-GBCF,204970,218347.0,219813,13591.0,14843,-1252.0,-8.4%
JHUAPL-Bucky,204970,218277.8,219813,13521.8,14843,-1321.2,-8.9%
IHME-CurveFit,204970,221006.9,219813,16250.9,14843,1407.9,9.5%
UCLA-SuEIR,204970,218010.4,219813,13254.4,14843,-1588.6,-10.7%
JCB-PRM,204970,218000.3,219813,13244.3,14843,-1598.7,-10.8%
SteveMcConnell-CovidComplete,204970,221221.0,219813,16465.0,14843,1622.0,10.9%
UA-EpiCovDA,204970,221323.0,219813,16567.0,14843,1724.0,11.6%
PSI-DRAFT,204970,217594.5,219813,12838.5,14843,-2004.5,-13.5%
GT-DeepCOVID,204970,221638.6,219813,16882.6,14843,2039.6,13.7%
OliverWyman-Navigator,204970,221663.2,219813,16907.2,14843,2064.2,13.9%
USC-SI_kJalpha,204970,221750.0,219813,16994.0,14843,2151.0,14.5%
Covid19Sim-Simulator,204970,217381.3,219813,12625.3,14843,-2217.7,-14.9%
DDS-NBDS,204970,217077.6,219813,12321.6,14843,-2521.4,-17.0%
MOBS-GLEAM_COVID,204970,222564.8,219813,17808.8,14843,2965.8,20.0%
Columbia_UNC-SurvCon,204970,222574.0,219813,17818.0,14843,2975.0,20.0%
NotreDame-mobility,204970,216404.0,219813,11648.0,14843,-3195.0,-21.5%
UMich-RidgeTfReg,204970,222969.9,219813,18213.9,14843,3370.9,22.7%
CovidAnalytics-DELPHI,204970,215930.0,219813,11174.0,14843,-3669.0,-24.7%
UCM_MESALab-FoGSEIR,204970,215803.0,219813,11047.0,14843,-3796.0,-25.6%
WalmartLabsML-LogForecasting,204970,215580.3,219813,10824.3,14843,-4018.7,-27.1%
UCSD_NEU-DeepGLEAM,204970,223741.0,219813,18985.0,14843,4142.0,27.9%
UT-Mobility,204970,215235.0,219813,10479.0,14843,-4364.0,-29.4%
IowaStateLW-STEM,204970,214711.0,219813,9955.0,14843,-4888.0,-32.9%
LANL-GrowthRate,204970,214388.0,219813,9632.0,14843,-5211.0,-35.1%
USACE-ERDC_SEIR,204970,224820.9,219813,20064.9,14843,5221.9,35.2%
IBF-TimeSeries,204970,225230.0,219813,20474.0,14843,5631.0,37.9%
epiforecasts-ensemble1,204970,209510.0,219813,4754.0,14843,-10089.0,-68.0%
TTU-squider,204970,246939.6,219813,42183.6,14843,27340.6,184.2%
CMU-TimeSeries,204970,,219813,,14843,,
Google_Harvard-CPF,204970,,219813,,14843,,
MITCovAlliance-SIR,204970,,219813,,14843,,
NotreDame-FRED,204970,,219813,,14843,,
RobertWalraven-ESG,204970,,219813,,14843,,
