,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,2788,1951.6,2803.1,2237.5,1511.0,,-836.4,15.1,-550.5,-1277.0,,True,True,False,
Alaska,67,12.0,22.5,43.4,,,-55.0,-44.5,-23.6,,,True,True,,
Arizona,5824,4012.4,7636.0,6860.5,4821.0,,-1811.6,1812.0,1036.5,-1003.0,,False,True,True,
Arkansas,1684,1000.4,987.3,1201.1,2328.0,,-683.6,-696.7,-482.9,644.0,,False,True,True,
California,16956,12527.6,14979.3,14009.6,7990.0,,-4428.4,-1976.7,-2946.4,-8966.0,,True,True,False,
Colorado,2176,2473.0,2031.6,1988.0,1763.0,,297.0,-144.4,-188.0,-413.0,,True,True,False,
Connecticut,4542,5254.6,4666.2,4535.3,4432.0,,712.6,124.2,-6.7,-110.0,,True,True,True,
Delaware,664,654.1,533.6,507.7,476.0,,-9.9,-130.4,-156.3,-188.0,,False,False,False,
District of Columbia,641,836.4,633.9,692.5,648.0,,195.4,-7.1,51.5,7.0,,True,True,True,
Florida,15917,7038.1,10208.3,25236.6,7543.0,,-8878.9,-5708.7,9319.6,-8374.0,,True,False,True,
Georgia,7607,5879.6,4357.8,8063.0,3262.0,,-1727.4,-3249.2,456.0,-4345.0,,False,True,False,
Hawaii,186,17.0,21.4,91.7,,,-169.0,-164.6,-94.3,,,True,True,,
Idaho,529,122.7,252.5,127.9,207.0,,-406.3,-276.5,-401.1,-322.0,,True,True,True,
Illinois,9452,12361.6,7679.8,8924.6,8111.0,,2909.6,-1772.2,-527.4,-1341.0,,True,True,True,
Indiana,3918,4529.1,3201.6,3478.5,2714.0,,611.1,-716.4,-439.5,-1204.0,,False,True,False,
Iowa,1528,1259.1,1181.0,888.8,847.0,,-268.9,-347.0,-639.2,-681.0,,False,False,False,
Kansas,859,459.3,364.2,478.1,342.0,,-399.7,-494.8,-380.9,-517.0,,False,True,False,
Kentucky,1312,981.1,847.8,925.8,649.0,,-330.9,-464.2,-386.2,-663.0,,False,False,False,
Louisiana,5727,4639.0,4075.7,4193.2,5288.0,,-1088.0,-1651.3,-1533.8,-439.0,,False,False,True,
