,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Kentucky,1312,986.1,849.5,1055.6,912.0,,-325.9,-462.5,-256.4,-400.0,,False,True,False,
Louisiana,5727,4610.3,5467.7,4487.1,7278.0,,-1116.7,-259.3,-1239.9,1551.0,,True,False,False,
Maine,146,183.3,140.4,124.5,165.0,,37.3,-5.6,-21.5,19.0,,True,True,True,
Maryland,4036,4357.3,3620.6,3794.9,3728.0,,321.3,-415.4,-241.1,-308.0,,False,True,True,
Massachusetts,9723,10010.4,8384.8,12345.6,9037.0,,287.4,-1338.2,2622.6,-686.0,,False,False,False,
Michigan,7340,7124.3,6926.4,6990.6,7210.0,,-215.7,-413.6,-349.4,-130.0,,False,False,True,
Minnesota,2270,2221.1,2056.8,1919.3,2482.0,,-48.9,-213.2,-350.7,212.0,,False,False,False,
Mississippi,3171,2180.7,2780.6,2286.2,3031.0,,-990.3,-390.4,-884.8,-140.0,,True,True,True,
Missouri,2581,1600.7,2231.7,1688.1,1534.0,,-980.3,-349.3,-892.9,-1047.0,,True,True,False,
Montana,239,37.9,235.3,22.0,75.0,,-201.1,-3.7,-217.0,-164.0,,True,False,True,
Nebraska,547,536.6,446.7,547.9,486.0,,-10.4,-100.3,0.9,-61.0,,False,True,False,
Nevada,1707,1039.1,4373.9,1134.2,668.0,,-667.9,2666.9,-572.8,-1039.0,,False,True,False,
New Hampshire,466,589.0,457.0,649.4,387.0,,123.0,-9.0,183.4,-79.0,,True,False,True,
New Jersey,16204,18717.3,13674.8,16807.8,17626.0,,2513.3,-2529.2,603.8,1422.0,,False,True,True,
New Mexico,929,825.0,907.6,860.7,585.0,,-104.0,-21.4,-68.3,-344.0,,True,True,False,
New York,33347,36113.4,33066.3,32121.0,34320.0,,2804.4,-242.7,-1188.0,1011.0,,True,True,True,
North Carolina,3929,2477.9,3430.7,2206.0,2818.0,,-1451.1,-498.3,-1723.0,-1111.0,,True,False,True,
North Dakota,399,94.9,130.6,96.1,144.0,,-304.1,-268.4,-302.9,-255.0,,True,True,True,
Ohio,5067,4456.1,5228.3,5301.7,3524.0,,-610.9,161.3,234.7,-1543.0,,True,True,False,
Oklahoma,1162,591.1,1709.0,563.5,767.0,,-570.9,547.0,-598.5,-395.0,,True,False,True,
Oregon,619,408.1,741.4,411.8,546.0,,-210.9,122.4,-207.2,-73.0,,True,True,True,
Pennsylvania,8442,8937.0,8250.6,9487.0,8156.0,,495.0,-191.4,1045.0,-286.0,,True,False,True,
Rhode Island,1152,1450.3,1111.3,1253.6,1294.0,,318.3,-20.7,121.6,162.0,,True,True,True,
South Carolina,3637,2365.1,4305.8,3438.9,3502.0,,-1271.9,668.8,-198.1,-135.0,,True,True,True,
South Dakota,315,186.1,211.2,224.8,150.0,,-128.9,-103.8,-90.2,-165.0,,True,True,False,
Tennessee,2903,1551.3,2817.1,1722.6,2742.0,,-1351.7,-85.9,-1180.4,-161.0,,True,True,True,
Texas,17440,5985.7,19224.1,11045.6,11902.0,7666.0,-11082.3,2156.1,-6022.4,-5166.0,-9402.0,True,True,True,True
Utah,540,436.6,1103.2,358.5,646.0,,-103.4,563.2,-181.5,106.0,,False,False,False,
Vermont,58,56.0,60.0,59.0,56.0,,-2.0,2.0,1.0,-2.0,,False,True,False,
Virginia,3419,3650.7,2264.8,4366.9,2606.0,,231.7,-1154.2,947.9,-813.0,,False,False,False,
Washington,2239,2087.0,2390.2,2182.6,1440.0,,-152.0,151.2,-56.4,-799.0,,True,True,False,
West Virginia,401,108.9,241.0,116.8,109.0,,-292.1,-160.0,-284.2,-292.0,,True,True,True,
Wisconsin,1574,1078.3,1728.4,1329.4,1332.0,,-495.7,154.4,-244.6,-242.0,,True,True,True,
Wyoming,57,20.0,164.9,18.4,28.0,,-37.0,107.9,-38.6,-29.0,,False,False,True,
US,219286,183239.6,252774.2,196603.6,207186.0,153781.0,-35616.4,33918.2,-22252.4,-11670.0,-65075.0,True,True,True,False
