,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,2788,2187.6,2373.9,2047.4,1824.0,,-600.4,-414.1,-740.6,-964.0,,True,False,False,
Alaska,67,45.7,37.3,18.3,,,-21.3,-29.7,-48.7,,,False,False,,
Arizona,5824,5479.0,11695.2,4373.5,2844.0,,-345.0,5871.2,-1450.5,-2980.0,,False,False,False,
Arkansas,1684,882.4,1345.1,814.5,927.0,,-801.6,-338.9,-869.5,-757.0,,True,False,True,
California,16956,12544.4,17792.8,10246.9,7147.0,,-4411.6,836.8,-6709.1,-9809.0,,True,False,False,
Colorado,2176,2135.9,2014.9,2197.3,1845.0,,-40.1,-161.1,21.3,-331.0,,False,True,False,
Connecticut,4542,5204.0,4507.0,4620.7,4419.0,,662.0,-35.0,78.7,-123.0,,True,True,True,
Delaware,664,1648.7,554.4,578.1,630.0,,984.7,-109.6,-85.9,-34.0,,True,True,True,
District of Columbia,641,819.6,592.3,628.6,689.0,,178.6,-48.7,-12.4,48.0,,True,True,True,
Florida,15917,7510.1,47356.4,17006.0,7398.0,,-8406.9,31439.4,1089.0,-8519.0,,False,True,False,
Georgia,7607,4918.7,6429.0,5545.5,4575.0,,-2688.3,-1178.0,-2061.5,-3032.0,,True,True,False,
Hawaii,186,33.9,111.5,101.9,,,-152.1,-74.5,-84.1,,,True,True,,
Idaho,529,122.7,838.4,119.5,167.0,,-406.3,309.4,-409.5,-362.0,,True,False,True,
Illinois,9452,10709.6,7451.6,8754.9,8849.0,,1257.6,-2000.4,-697.1,-603.0,,False,True,True,
Indiana,3918,3871.7,3099.5,3015.9,2971.0,,-46.3,-818.5,-902.1,-947.0,,False,False,False,
Iowa,1528,1023.1,1237.1,833.7,933.0,,-504.9,-290.9,-694.3,-595.0,,True,False,False,
Kansas,859,459.3,524.6,452.7,295.0,,-399.7,-334.4,-406.3,-564.0,,True,False,False,
Kentucky,1312,1065.4,845.6,807.1,848.0,,-246.6,-466.4,-504.9,-464.0,,False,False,False,
Louisiana,5727,4689.6,4828.2,4319.5,3887.0,,-1037.4,-898.8,-1407.5,-1840.0,,True,False,False,
Maine,146,135.7,127.3,120.9,144.0,,-10.3,-18.7,-25.1,-2.0,,False,False,True,
Maryland,4036,4785.4,3600.4,3545.3,3487.0,,749.4,-435.6,-490.7,-549.0,,True,True,True,
Massachusetts,9723,11262.1,8320.0,10769.4,8316.0,,1540.1,-1402.0,1047.4,-1406.0,,True,True,True,
Michigan,7340,7219.4,6733.9,6446.5,7029.0,,-120.6,-606.1,-893.5,-311.0,,False,False,False,
Minnesota,2270,2221.1,1990.2,1840.7,1598.0,,-48.9,-279.8,-429.3,-672.0,,False,False,False,
Mississippi,3171,2640.6,2581.4,2062.3,2351.0,,-530.4,-589.6,-1108.7,-820.0,,False,False,False,
Missouri,2581,1622.4,2250.2,1720.6,1540.0,,-948.6,-320.8,-850.4,-1031.0,,True,True,False,
Montana,239,53.7,212.9,54.8,57.0,,-185.3,-26.1,-184.2,-182.0,,True,True,True,
Nebraska,547,631.7,386.9,527.6,401.0,,84.7,-160.1,-19.4,-146.0,,False,True,False,
Nevada,1707,706.1,8620.8,1042.8,566.0,,-1000.9,6913.8,-664.2,-1141.0,,False,True,False,
New Hampshire,466,811.0,470.1,867.6,388.0,,345.0,4.1,401.6,-78.0,,True,False,True,
New Jersey,16204,47260.1,13523.6,16061.8,16312.0,,31056.1,-2680.4,-142.2,108.0,,True,True,True,
New Mexico,929,856.7,845.3,829.5,858.0,,-72.3,-83.7,-99.5,-71.0,,False,False,True,
New York,33347,35710.1,32136.5,33364.0,32045.0,,3044.1,-529.5,698.0,-621.0,,True,True,True,
North Carolina,3929,3397.6,3737.2,2317.3,3472.0,,-531.4,-191.8,-1611.7,-457.0,,True,False,True,
North Dakota,399,110.7,109.4,90.2,140.0,,-288.3,-289.6,-308.8,-259.0,,False,False,True,
Ohio,5067,4503.7,4090.6,4243.3,3469.0,,-563.3,-976.4,-823.7,-1598.0,,False,False,False,
Oklahoma,1162,638.7,2653.4,507.5,682.0,,-523.3,1491.4,-654.5,-480.0,,False,False,True,
Oregon,619,392.3,1189.5,594.8,594.0,,-226.7,570.5,-24.2,-25.0,,False,True,True,
Pennsylvania,8442,9507.9,7844.7,8315.7,7935.0,,1065.9,-597.3,-126.3,-507.0,,True,True,True,
Rhode Island,1152,1450.3,1072.4,1373.9,1254.0,,298.3,-79.6,221.9,102.0,,True,True,True,
South Carolina,3637,1715.0,4848.4,1450.6,1225.0,,-1922.0,1211.4,-2186.4,-2412.0,,True,False,False,
South Dakota,315,249.6,222.4,244.5,138.0,,-65.4,-92.6,-70.5,-177.0,,False,False,False,
Tennessee,2903,1503.7,2827.9,1709.5,2542.0,,-1399.3,-75.1,-1193.5,-361.0,,True,True,True,
Texas,17440,5747.9,21965.5,11965.3,5904.0,7518.0,-11466.1,4751.5,-5248.7,-11310.0,-9696.0,True,True,True,True
Utah,540,309.7,1327.2,462.8,287.0,,-230.3,787.2,-77.2,-253.0,,False,True,False,
Vermont,58,56.0,69.9,82.6,57.0,,-2.0,11.9,24.6,-1.0,,False,False,True,
Virginia,3422,3650.7,2150.9,2288.2,2299.0,,228.7,-1271.1,-1133.8,-1123.0,,False,False,False,
Washington,2239,1944.3,2425.3,2314.0,1392.0,,-294.7,186.3,75.0,-847.0,,True,True,False,
West Virginia,401,156.4,165.7,143.0,100.0,,-244.6,-235.3,-258.0,-301.0,,True,False,False,
Wisconsin,1574,1300.3,1638.3,1317.2,1158.0,,-273.7,64.3,-256.8,-416.0,,True,True,False,
Wyoming,57,20.0,166.6,24.5,23.0,,-37.0,109.6,-32.5,-34.0,,False,True,True,
US,219289,218155.0,254335.4,185180.4,143408.0,149697.0,-216.0,35964.4,-33190.6,-74963.0,-68674.0,False,False,False,False
