,total_deaths_2020-08-23,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
IowaStateLW-STEM,176895,218781.0,219813,41979.0,42918,-939.0,-2.2%
STH-3PU,176895,218706.0,219813,41904.0,42918,-1014.0,-2.4%
USACE-ERDC_SEIR,176895,223267.0,219813,46465.0,42918,3547.0,8.3%
UCLA-SuEIR,176895,214043.8,219813,37241.8,42918,-5676.2,-13.2%
YYG-ParamSearch,176895,213229.7,219813,36427.7,42918,-6490.3,-15.1%
WalmartLabsML-LogForecasting,176895,210658.0,219813,33856.0,42918,-9062.0,-21.1%
Baseline,176895,229837.7,219813,53035.7,42918,10117.7,23.6%
Columbia_UNC-SurvCon,176895,208825.0,219813,32023.0,42918,-10895.0,-25.4%
USC-SI_kJalpha,176895,207156.0,219813,30354.0,42918,-12564.0,-29.3%
IHME-CurveFit,176895,235490.1,219813,58688.1,42918,15770.1,36.7%
Auquan-SEIR,176895,199967.0,219813,23165.0,42918,-19753.0,-46.0%
RobertWalraven-ESG,176895,197508.6,219813,20706.6,42918,-22211.4,-51.8%
Covid19Sim-Simulator,176895,194234.8,219813,17432.8,42918,-25485.2,-59.4%
