,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
13149,97,105.0,,,,,40.0,45.1,,,,523.4,8.0,,,,,-57.0,-51.9,,,,426.4,,,,,False,False,,,,False
13151,2672,2009.0,,,,,2382.0,1962.4,5867.8,3621.0,,7109.2,-663.0,,,,,-290.0,-709.6,3195.8,949.0,,4437.2,,,,,True,False,False,False,,False
13153,1681,1113.0,,,,,1127.0,1262.2,3199.5,1311.1,,5548.5,-568.0,,,,,-554.0,-418.8,1518.5,-369.9,,3867.5,,,,,True,True,False,True,,False
13155,119,175.0,,,,,30.0,51.5,,,,286.1,56.0,,,,,-89.0,-67.5,,,,167.1,,,,,False,False,,,,False
13157,885,553.0,,,,,762.0,236.3,2025.4,782.4,,1815.5,-332.0,,,,,-123.0,-648.7,1140.4,-102.6,,930.5,,,,,True,False,False,True,,False
13159,113,70.0,,,,,61.0,48.0,,,,535.1,-43.0,,,,,-52.0,-65.0,,,,422.1,,,,,False,False,,,,False
13161,468,329.0,,,,,71.0,22.1,806.9,,,248.9,-139.0,,,,,-397.0,-445.9,338.9,,,-219.1,,,,,False,False,False,,,False
13163,473,336.0,,,,,44.0,328.3,761.4,,,512.8,-137.0,,,,,-429.0,-144.7,288.4,,,39.8,,,,,False,False,False,,,True
13165,162,189.0,,,,,42.0,19.5,446.5,,,132.1,27.0,,,,,-120.0,-142.5,284.5,,,-29.9,,,,,False,False,False,,,False
13167,183,119.0,,,,,27.0,15.3,33.0,,,356.6,-64.0,,,,,-156.0,-167.7,-150.0,,,173.6,,,,,False,False,False,,,False
13169,277,280.0,,,,,66.0,52.7,724.0,,,644.1,3.0,,,,,-211.0,-224.3,447.0,,,367.1,,,,,False,False,False,,,False
13171,181,140.0,,,,,131.0,63.0,466.8,,,217.6,-41.0,,,,,-50.0,-118.0,285.8,,,36.6,,,,,False,False,False,,,True
13173,102,133.0,,,,,95.0,96.5,378.8,,,148.9,31.0,,,,,-7.0,-5.5,276.8,,,46.9,,,,,True,True,False,,,False
13175,992,483.0,,,,,189.0,781.4,760.3,,,2095.3,-509.0,,,,,-803.0,-210.6,-231.7,,,1103.3,,,,,False,True,True,,,False
13177,234,91.0,,,,,362.0,28.9,60.0,,,470.6,-143.0,,,,,128.0,-205.1,-174.0,,,236.6,,,,,True,False,False,,,False
13179,716,224.0,,,,,343.0,269.2,527.6,,,2595.9,-492.0,,,,,-373.0,-446.8,-188.4,,,1879.9,,,,,True,True,True,,,False
13181,134,126.0,,,,,18.0,29.5,,,,262.4,-8.0,,,,,-116.0,-104.5,,,,128.4,,,,,False,False,,,,False
13183,128,126.0,,,,,25.0,50.5,,,,770.0,-2.0,,,,,-103.0,-77.5,,,,642.0,,,,,False,False,,,,False
13185,2050,1393.0,,,,,1793.0,742.4,4182.4,3310.7,,957.5,-657.0,,,,,-257.0,-1307.6,2132.4,1260.7,,-1092.5,,,,,True,False,False,False,,False
13187,413,77.0,,,,,183.0,23.2,396.7,,,31.3,-336.0,,,,,-230.0,-389.8,-16.3,,,-381.7,,,,,True,False,True,,,False
13189,352,217.0,,,,,149.0,93.9,255.2,,,807.1,-135.0,,,,,-203.0,-258.1,-96.8,,,455.1,,,,,False,False,True,,,False
13191,169,224.0,,,,,31.0,60.3,,,,650.5,55.0,,,,,-138.0,-108.7,,,,481.5,,,,,False,False,,,,False
13193,76,42.0,,,,,39.0,1.3,30.8,,,198.1,-34.0,,,,,-37.0,-74.7,-45.2,,,122.1,,,,,False,False,False,,,False
13195,377,189.0,,,,,165.0,112.8,572.7,,,1323.5,-188.0,,,,,-212.0,-264.2,195.7,,,946.5,,,,,False,False,False,,,False
13197,79,63.0,,,,,37.0,51.1,,,,251.8,-16.0,,,,,-42.0,-27.9,,,,172.8,,,,,False,False,,,,False
13199,240,266.0,,,,,233.0,63.3,632.4,,,573.4,26.0,,,,,-7.0,-176.7,392.4,,,333.4,,,,,True,False,False,,,False
13201,144,28.0,,,,,98.0,6.8,,,,227.3,-116.0,,,,,-46.0,-137.2,,,,83.3,,,,,True,False,,,,True
13205,234,77.0,,,,,520.0,8.1,44.7,,,44.9,-157.0,,,,,286.0,-225.9,-189.3,,,-189.1,,,,,False,False,False,,,False
13207,341,266.0,,,,,230.0,299.5,360.9,,,1047.5,-75.0,,,,,-111.0,-41.5,19.9,,,706.5,,,,,False,True,True,,,False
13209,169,14.0,,,,,11.0,26.4,,,,7.5,-155.0,,,,,-158.0,-142.6,,,,-161.5,,,,,False,True,,,,False
13211,318,133.0,,,,,97.0,16.4,,,,887.2,-185.0,,,,,-221.0,-301.6,,,,569.2,,,,,False,False,,,,False
13213,436,371.0,,,,,538.0,293.2,1126.9,,,971.2,-65.0,,,,,102.0,-142.8,690.9,,,535.2,,,,,False,False,False,,,False
13215,3210,3913.0,,,,,3826.0,1938.7,6588.7,6378.0,,6457.9,703.0,,,,,616.0,-1271.3,3378.7,3168.0,,3247.9,,,,,True,False,False,False,,False
13217,1448,973.0,,,,,583.0,1106.1,2559.9,1673.3,,3207.6,-475.0,,,,,-865.0,-341.9,1111.9,225.3,,1759.6,,,,,False,True,False,True,,False
13219,334,217.0,,,,,275.0,207.4,617.3,,,1308.3,-117.0,,,,,-59.0,-126.6,283.3,,,974.3,,,,,True,False,False,,,False
13221,166,63.0,,,,,52.0,51.5,,,,513.6,-103.0,,,,,-114.0,-114.5,,,,347.6,,,,,False,False,,,,False
13223,1361,819.0,,,,,1260.0,1009.4,3797.3,1578.8,,3070.8,-542.0,,,,,-101.0,-351.6,2436.3,217.8,,1709.8,,,,,True,True,False,True,,False
13225,378,133.0,,,,,178.0,23.2,206.3,,,1123.9,-245.0,,,,,-200.0,-354.8,-171.7,,,745.9,,,,,True,False,True,,,False
13227,377,70.0,,,,,206.0,24.7,,,,44.8,-307.0,,,,,-171.0,-352.3,,,,-332.2,,,,,True,False,,,,False
13229,297,266.0,,,,,114.0,52.0,409.0,,,653.6,-31.0,,,,,-183.0,-245.0,112.0,,,356.6,,,,,False,False,False,,,False
13231,160,105.0,,,,,195.0,17.2,328.1,,,688.5,-55.0,,,,,35.0,-142.8,168.1,,,528.5,,,,,True,False,False,,,False
13233,831,196.0,,,,,499.0,40.7,633.5,,,1471.8,-635.0,,,,,-332.0,-790.3,-197.5,,,640.8,,,,,True,False,True,,,False
13235,111,28.0,,,,,175.0,8.9,,,,229.3,-83.0,,,,,64.0,-102.1,,,,118.3,,,,,True,False,,,,False
13237,390,238.0,,,,,113.0,177.7,640.6,,,306.0,-152.0,,,,,-277.0,-212.3,250.6,,,-84.0,,,,,False,False,False,,,True
13239,14,21.0,,,,,3.0,3.1,,,,96.5,7.0,,,,,-11.0,-10.9,,,,82.5,,,,,False,False,,,,False
13241,193,112.0,,,,,38.0,50.6,,,,652.4,-81.0,,,,,-155.0,-142.4,,,,459.4,,,,,False,False,,,,False
13243,104,28.0,,,,,116.0,0.3,13.8,,,114.1,-76.0,,,,,12.0,-103.7,-90.2,,,10.1,,,,,True,False,False,,,True
13245,4376,2744.0,,,,,2106.0,8487.0,2811.0,1663.3,,8811.5,-1632.0,,,,,-2270.0,4111.0,-1565.0,-2712.7,,4435.5,,,,,False,False,True,False,,False
13247,1041,784.0,,,,,909.0,1196.1,1570.1,1393.0,,3368.8,-257.0,,,,,-132.0,155.1,529.1,352.0,,2327.8,,,,,True,True,False,False,,False
13249,72,14.0,,,,,23.0,4.6,,,,5.0,-58.0,,,,,-49.0,-67.4,,,,-67.0,,,,,True,False,,,,False
13251,154,56.0,,,,,35.0,91.3,,,,15.7,-98.0,,,,,-119.0,-62.7,,,,-138.3,,,,,False,True,,,,False
13253,212,7.0,,,,,350.0,8.3,,,,0.1,-205.0,,,,,138.0,-203.7,,,,-211.9,,,,,True,True,,,,False
13255,630,553.0,,,,,585.0,533.5,866.4,332.7,,2668.5,-77.0,,,,,-45.0,-96.5,236.4,-297.3,,2038.5,,,,,True,False,False,False,,False
13257,488,462.0,,,,,484.0,333.3,511.9,,,418.2,-26.0,,,,,-4.0,-154.7,23.9,,,-69.8,,,,,True,False,True,,,False
13259,135,504.0,,,,,25.0,598.6,488.4,,,117.3,369.0,,,,,-110.0,463.6,353.4,,,-17.7,,,,,True,False,True,,,True
13261,262,147.0,,,,,402.0,72.0,155.2,,,512.9,-115.0,,,,,140.0,-190.0,-106.8,,,250.9,,,,,False,False,True,,,False
13263,72,91.0,,,,,17.0,77.7,,,,82.7,19.0,,,,,-55.0,5.7,,,,10.7,,,,,False,True,,,,True
13265,21,0.0,,,,,0.0,0.1,,,,0.0,-21.0,,,,,-21.0,-20.9,,,,-21.0,,,,,False,True,,,,False
13267,483,259.0,,,,,48.0,133.1,905.3,,,72.0,-224.0,,,,,-435.0,-349.9,422.3,,,-411.0,,,,,False,False,False,,,False
13269,87,28.0,,,,,19.0,7.0,,,,359.9,-59.0,,,,,-68.0,-80.0,,,,272.9,,,,,False,False,,,,False
13271,206,252.0,,,,,32.0,22.8,559.2,,,6.4,46.0,,,,,-174.0,-183.2,353.2,,,-199.6,,,,,False,False,False,,,False
13273,81,56.0,,,,,92.0,6.1,7.6,,,164.8,-25.0,,,,,11.0,-74.9,-73.4,,,83.8,,,,,True,False,False,,,False
13275,831,539.0,,,,,752.0,120.9,413.1,,,892.9,-292.0,,,,,-79.0,-710.1,-417.9,,,61.9,,,,,True,False,False,,,True
13277,644,903.0,,,,,977.0,434.0,2228.0,,,198.6,259.0,,,,,333.0,-210.0,1584.0,,,-445.4,,,,,False,True,False,,,False
13279,691,322.0,,,,,256.0,91.2,1368.1,,,124.4,-369.0,,,,,-435.0,-599.8,677.1,,,-566.6,,,,,False,False,False,,,False
13281,131,77.0,,,,,24.0,39.6,,,,546.4,-54.0,,,,,-107.0,-91.4,,,,415.4,,,,,False,False,,,,False
13283,145,28.0,,,,,11.0,21.9,,,,180.9,-117.0,,,,,-134.0,-123.1,,,,35.9,,,,,False,False,,,,True
13285,914,1974.0,,,,,1342.0,781.7,4790.4,1743.1,,838.8,1060.0,,,,,428.0,-132.3,3876.4,829.1,,-75.2,,,,,True,True,False,True,,True
13287,105,21.0,,,,,60.0,2.7,15.8,,,1.6,-84.0,,,,,-45.0,-102.3,-89.2,,,-103.4,,,,,True,False,False,,,False
13289,130,35.0,,,,,11.0,14.0,,,,357.0,-95.0,,,,,-119.0,-116.0,,,,227.0,,,,,False,False,,,,False
13291,319,77.0,,,,,55.0,56.1,,,,96.0,-242.0,,,,,-264.0,-262.9,,,,-223.0,,,,,False,False,,,,True
13293,281,203.0,,,,,312.0,105.6,239.5,,,295.8,-78.0,,,,,31.0,-175.4,-41.5,,,14.8,,,,,True,False,True,,,True
13295,560,210.0,,,,,706.0,68.0,1161.5,61.0,,1486.0,-350.0,,,,,146.0,-492.0,601.5,-499.0,,926.0,,,,,True,False,False,False,,False
13297,896,546.0,,,,,481.0,222.9,1298.0,574.5,,4001.7,-350.0,,,,,-415.0,-673.1,402.0,-321.5,,3105.7,,,,,False,False,False,True,,False
13299,784,798.0,,,,,288.0,611.9,1023.8,,,1059.5,14.0,,,,,-496.0,-172.1,239.8,,,275.5,,,,,False,False,False,,,False
13301,85,49.0,,,,,6.0,3.2,,,,101.4,-36.0,,,,,-79.0,-81.8,,,,16.4,,,,,False,False,,,,True
13303,451,294.0,,,,,49.0,283.4,291.9,,,871.1,-157.0,,,,,-402.0,-167.6,-159.1,,,420.1,,,,,False,False,False,,,False
13305,815,308.0,,,,,81.0,1143.6,,,,1385.6,-507.0,,,,,-734.0,328.6,,,,570.6,,,,,False,True,,,,False
13307,18,21.0,,,,,7.0,10.4,,,,17.4,3.0,,,,,-11.0,-7.6,,,,-0.6,,,,,False,False,,,,True
13309,79,77.0,,,,,7.0,42.2,,,,37.3,-2.0,,,,,-72.0,-36.8,,,,-41.7,,,,,False,False,,,,False
13311,290,77.0,,,,,140.0,6.1,353.7,,,296.7,-213.0,,,,,-150.0,-283.9,63.7,,,6.7,,,,,True,False,True,,,True
13313,2544,2093.0,,,,,3143.0,2753.4,5538.7,3181.0,,1019.5,-451.0,,,,,599.0,209.4,2994.7,637.0,,-1524.5,,,,,False,True,False,False,,False
13315,80,35.0,,,,,18.0,9.8,35.7,,,156.0,-45.0,,,,,-62.0,-70.2,-44.3,,,76.0,,,,,False,False,True,,,False
13317,136,154.0,,,,,37.0,70.3,,,,380.3,18.0,,,,,-99.0,-65.7,,,,244.3,,,,,False,False,,,,False
13319,177,49.0,,,,,24.0,22.3,,,,298.7,-128.0,,,,,-153.0,-154.7,,,,121.7,,,,,False,False,,,,True
13321,159,168.0,,,,,180.0,39.4,380.0,,,87.7,9.0,,,,,21.0,-119.6,221.0,,,-71.3,,,,,False,False,False,,,False
15001,101,49.0,,,,,,8.9,,,,3038.4,-52.0,,,,,,-92.1,,,,2937.4,,,,,,False,,,,False
15003,5086,749.0,,,,,,903.3,1608.2,1049.4,,2430.4,-4337.0,,,,,,-4182.7,-3477.8,-4036.6,,-2655.6,,,,,,True,True,True,,True
15005,0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
15007,16,35.0,,,,,,1.4,,,,10.3,19.0,,,,,,-14.6,,,,-5.7,,,,,,True,,,,True
15009,153,42.0,,,,,,5.7,1.3,,,6780.7,-111.0,,,,,,-147.3,-151.7,,,6627.7,,,,,,False,False,,,False
16001,7931,5530.0,,,,,19299.0,16030.5,13101.1,33094.0,,6138.1,-2401.0,,,,,11368.0,8099.5,5170.1,25163.0,,-1792.9,,,,,False,False,False,False,,True
16003,13,7.0,,,,,20.0,33.8,,,,1.5,-6.0,,,,,7.0,20.8,,,,-11.5,,,,,False,False,,,,False
16005,446,119.0,,,,,792.0,17.6,1115.4,,,171.8,-327.0,,,,,346.0,-428.4,669.4,,,-274.2,,,,,False,False,False,,,True
16007,23,14.0,,,,,11.0,,,,,168.7,-9.0,,,,,-12.0,,,,,145.7,,,,,False,,,,,False
16009,72,14.0,,,,,91.0,10.5,,,,6.2,-58.0,,,,,19.0,-61.5,,,,-65.8,,,,,True,False,,,,False
16011,348,84.0,,,,,319.0,250.8,,,,87.7,-264.0,,,,,-29.0,-97.2,,,,-260.3,,,,,True,True,,,,True
16013,57,70.0,,,,,239.0,5.3,1.0,,,11.3,13.0,,,,,182.0,-51.7,-56.0,,,-45.7,,,,,False,False,False,,,False
16015,53,14.0,,,,,42.0,,,,,3.2,-39.0,,,,,-11.0,,,,,-49.8,,,,,True,,,,,False
16017,158,98.0,,,,,550.0,155.5,,,,141.4,-60.0,,,,,392.0,-2.5,,,,-16.6,,,,,False,True,,,,True
16019,1375,168.0,,,,,1056.0,17.8,967.2,,,201.8,-1207.0,,,,,-319.0,-1357.2,-407.8,,,-1173.2,,,,,True,False,True,,,True
16021,44,0.0,,,,,160.0,,,,,0.0,-44.0,,,,,116.0,,,,,-44.0,,,,,False,,,,,False
16023,4,0.0,,,,,0.0,,,,,,-4.0,,,,,-4.0,,,,,,,,,,False,,,,,
16025,1,0.0,,,,,5.0,0.2,,,,0.0,-1.0,,,,,4.0,-0.8,,,,-1.0,,,,,False,True,,,,False
16027,5482,3927.0,,,,,11197.0,25175.4,11311.4,4654.6,,6061.0,-1555.0,,,,,5715.0,19693.4,5829.4,-827.4,,579.0,,,,,False,False,False,True,,True
16029,24,7.0,,,,,21.0,21.0,,,,3.0,-17.0,,,,,-3.0,-3.0,,,,-21.0,,,,,True,True,,,,False
16031,309,371.0,,,,,188.0,39.5,972.8,,,157.0,62.0,,,,,-121.0,-269.5,663.8,,,-152.0,,,,,False,False,False,,,False
16033,15,0.0,,,,,0.0,,,,,,-15.0,,,,,-15.0,,,,,,,,,,False,,,,,
16035,18,7.0,,,,,0.0,,,,,75.6,-11.0,,,,,-18.0,,,,,57.6,,,,,False,,,,,False
16037,14,7.0,,,,,0.0,1.6,,,,1.4,-7.0,,,,,-14.0,-12.4,,,,-12.6,,,,,False,False,,,,False
16039,195,84.0,,,,,773.0,171.1,,,,64.4,-111.0,,,,,578.0,-23.9,,,,-130.6,,,,,False,True,,,,False
16041,27,28.0,,,,,102.0,85.0,,,,12.8,1.0,,,,,75.0,58.0,,,,-14.2,,,,,False,False,,,,False
16043,89,21.0,,,,,19.0,2.5,,,,21.5,-68.0,,,,,-70.0,-86.5,,,,-67.5,,,,,False,False,,,,True
16045,166,126.0,,,,,651.0,53.8,,,,540.2,-40.0,,,,,485.0,-112.2,,,,374.2,,,,,False,False,,,,False
16047,130,28.0,,,,,583.0,51.0,,,,13.8,-102.0,,,,,453.0,-79.0,,,,-116.2,,,,,False,True,,,,False
16049,34,14.0,,,,,0.0,1.2,,,,14.6,-20.0,,,,,-34.0,-32.8,,,,-19.4,,,,,False,False,,,,True
16051,280,7.0,,,,,45.0,14.8,,,,4.9,-273.0,,,,,-235.0,-265.2,,,,-275.1,,,,,True,True,,,,False
16053,313,105.0,,,,,511.0,5.7,191.0,,,42.1,-208.0,,,,,198.0,-307.3,-122.0,,,-270.9,,,,,True,False,True,,,False
16055,1661,1498.0,,,,,1963.0,5742.1,5185.2,,,4857.6,-163.0,,,,,302.0,4081.1,3524.2,,,3196.6,,,,,False,False,False,,,False
16057,151,98.0,,,,,462.0,47.5,,,,464.2,-53.0,,,,,311.0,-103.5,,,,313.2,,,,,False,False,,,,False
16059,61,0.0,,,,,0.0,0.9,,,,0.0,-61.0,,,,,-61.0,-60.1,,,,-61.0,,,,,False,True,,,,False
16061,1,0.0,,,,,7.0,,,,,,-1.0,,,,,6.0,,,,,,,,,,False,,,,,
16063,29,0.0,,,,,48.0,14.2,,,,0.0,-29.0,,,,,19.0,-14.8,,,,-29.0,,,,,True,True,,,,False
16065,172,35.0,,,,,285.0,14.9,,,,21.2,-137.0,,,,,113.0,-157.1,,,,-150.8,,,,,True,False,,,,False
16067,324,343.0,,,,,194.0,34.3,908.0,,,169.6,19.0,,,,,-130.0,-289.7,584.0,,,-154.4,,,,,False,False,False,,,False
16069,129,35.0,,,,,650.0,104.3,,,,13.3,-94.0,,,,,521.0,-24.7,,,,-115.7,,,,,False,True,,,,False
16071,14,28.0,,,,,7.0,,,,,151.5,14.0,,,,,-7.0,,,,,137.5,,,,,True,,,,,False
16073,240,112.0,,,,,310.0,202.9,,,,69.1,-128.0,,,,,70.0,-37.1,,,,-170.9,,,,,True,True,,,,False
16075,419,343.0,,,,,1269.0,552.0,788.7,,,377.6,-76.0,,,,,850.0,133.0,369.7,,,-41.4,,,,,False,False,False,,,True
16077,73,7.0,,,,,14.0,60.2,,,,2.0,-66.0,,,,,-59.0,-12.8,,,,-71.0,,,,,True,True,,,,False
16079,181,14.0,,,,,88.0,,,,,628.8,-167.0,,,,,-93.0,,,,,447.8,,,,,True,,,,,False
16081,96,42.0,,,,,122.0,22.9,,,,134.3,-54.0,,,,,26.0,-73.1,,,,38.3,,,,,True,False,,,,True
16083,927,777.0,,,,,1392.0,442.4,978.2,354.9,,558.2,-150.0,,,,,465.0,-484.6,51.2,-572.1,,-368.8,,,,,False,False,True,False,,False
16085,61,42.0,,,,,33.0,50.7,,,,68.6,-19.0,,,,,-28.0,-10.3,,,,7.6,,,,,False,True,,,,True
16087,140,112.0,,,,,437.0,95.9,317.0,,,35.6,-28.0,,,,,297.0,-44.1,177.0,,,-104.4,,,,,False,False,False,,,False
17001,600,252.0,,,,,383.0,518.5,777.9,,,1039.6,-348.0,,,,,-217.0,-81.5,177.9,,,439.6,,,,,True,True,True,,,False
17003,18,0.0,,,,,17.0,3.7,,,,0.0,-18.0,,,,,-1.0,-14.3,,,,-18.0,,,,,True,True,,,,True
17005,86,21.0,,,,,11.0,0.9,,,,796.6,-65.0,,,,,-75.0,-85.1,,,,710.6,,,,,False,False,,,,False
17007,214,252.0,,,,,245.0,34.1,506.6,132.1,,705.1,38.0,,,,,31.0,-179.9,292.6,-81.9,,491.1,,,,,True,False,False,False,,False
17009,7,0.0,,,,,2.0,0.5,,,,0.0,-7.0,,,,,-5.0,-6.5,,,,-7.0,,,,,True,True,,,,False
17011,284,42.0,,,,,70.0,3.1,,,,55.9,-242.0,,,,,-214.0,-280.9,,,,-228.1,,,,,True,False,,,,True
17013,20,0.0,,,,,0.0,0.0,,,,0.0,-20.0,,,,,-20.0,-20.0,,,,-20.0,,,,,False,True,,,,False
17015,92,7.0,,,,,43.0,3.3,,,,20.6,-85.0,,,,,-49.0,-88.7,,,,-71.4,,,,,True,False,,,,True
17017,148,63.0,,,,,30.0,13.5,332.4,,,15.3,-85.0,,,,,-118.0,-134.5,184.4,,,-132.7,,,,,False,False,False,,,False
17019,990,714.0,,,,,918.0,493.1,1455.2,114.8,,4625.2,-276.0,,,,,-72.0,-496.9,465.2,-875.2,,3635.2,,,,,True,False,False,False,,False
17021,138,14.0,,,,,34.0,7.1,,,,288.0,-124.0,,,,,-104.0,-130.9,,,,150.0,,,,,True,False,,,,False
17023,98,7.0,,,,,21.0,1.2,,,,35.1,-91.0,,,,,-77.0,-96.8,,,,-62.9,,,,,True,False,,,,True
17025,55,0.0,,,,,7.0,0.0,,,,0.0,-55.0,,,,,-48.0,-55.0,,,,-55.0,,,,,True,True,,,,False
17027,334,70.0,,,,,110.0,8.6,374.1,,,36.1,-264.0,,,,,-224.0,-325.4,40.1,,,-297.9,,,,,True,False,True,,,False
17029,589,98.0,,,,,283.0,6.9,308.5,,,180.4,-491.0,,,,,-306.0,-582.1,-280.5,,,-408.6,,,,,True,False,True,,,True
17031,28327,19831.0,,,,,23038.0,10016.0,16349.6,9763.3,,25091.0,-8496.0,,,,,-5289.0,-18311.0,-11977.4,-18563.7,,-3236.0,,,,,True,False,False,False,,True
17033,33,0.0,,,,,31.0,2.2,,,,0.0,-33.0,,,,,-2.0,-30.8,,,,-33.0,,,,,True,True,,,,True
17035,90,35.0,,,,,8.0,1.4,,,,517.8,-55.0,,,,,-82.0,-88.6,,,,427.8,,,,,False,False,,,,False
17037,466,245.0,,,,,507.0,32.9,774.7,111.7,,730.2,-221.0,,,,,41.0,-433.1,308.7,-354.3,,264.2,,,,,True,False,False,False,,False
17039,31,49.0,,,,,4.0,0.8,,,,755.8,18.0,,,,,-27.0,-30.2,,,,724.8,,,,,False,False,,,,False
17041,132,49.0,,,,,29.0,21.9,,,,13.7,-83.0,,,,,-103.0,-110.1,,,,-118.3,,,,,False,False,,,,False
17043,4419,2436.0,,,,,3590.0,1161.8,2571.7,1280.3,,7205.5,-1983.0,,,,,-829.0,-3257.2,-1847.3,-3138.7,,2786.5,,,,,True,False,True,False,,False
17045,59,7.0,,,,,21.0,1.2,,,,0.1,-52.0,,,,,-38.0,-57.8,,,,-58.9,,,,,True,False,,,,False
17047,30,0.0,,,,,0.0,0.0,,,,0.0,-30.0,,,,,-30.0,-30.0,,,,-30.0,,,,,False,True,,,,False
17049,352,42.0,,,,,52.0,3.0,,,,1676.4,-310.0,,,,,-300.0,-349.0,,,,1324.4,,,,,True,False,,,,False
17051,86,0.0,,,,,26.0,1.8,,,,0.0,-86.0,,,,,-60.0,-84.2,,,,-86.0,,,,,True,True,,,,False
17053,44,49.0,,,,,15.0,6.2,,,,225.5,5.0,,,,,-29.0,-37.8,,,,181.5,,,,,False,False,,,,False
17055,258,105.0,,,,,158.0,6.6,,,,1840.7,-153.0,,,,,-100.0,-251.4,,,,1582.7,,,,,True,False,,,,False
17057,56,0.0,,,,,36.0,1.1,,,,0.0,-56.0,,,,,-20.0,-54.9,,,,-56.0,,,,,True,True,,,,True
17059,58,0.0,,,,,7.0,0.0,,,,0.0,-58.0,,,,,-51.0,-58.0,,,,-58.0,,,,,True,True,,,,False
17061,85,0.0,,,,,16.0,1.1,,,,0.0,-85.0,,,,,-69.0,-83.9,,,,-85.0,,,,,True,True,,,,True
17063,256,77.0,,,,,75.0,13.2,700.0,,,100.6,-179.0,,,,,-181.0,-242.8,444.0,,,-155.4,,,,,False,False,False,,,True
17065,37,7.0,,,,,14.0,0.4,,,,0.7,-30.0,,,,,-23.0,-36.6,,,,-36.3,,,,,True,False,,,,False
17067,94,7.0,,,,,27.0,0.9,,,,847.1,-87.0,,,,,-67.0,-93.1,,,,753.1,,,,,True,False,,,,False
17069,18,0.0,,,,,0.0,0.0,,,,0.0,-18.0,,,,,-18.0,-18.0,,,,-18.0,,,,,False,True,,,,False
17071,20,0.0,,,,,7.0,0.2,,,,0.0,-20.0,,,,,-13.0,-19.8,,,,-20.0,,,,,True,True,,,,False
17073,272,112.0,,,,,187.0,20.1,,,,1133.8,-160.0,,,,,-85.0,-251.9,,,,861.8,,,,,True,False,,,,False
17075,130,35.0,,,,,77.0,4.5,189.2,,,20.6,-95.0,,,,,-53.0,-125.5,59.2,,,-109.4,,,,,True,False,True,,,False
17077,492,49.0,,,,,581.0,4.6,156.3,30.6,,94.6,-443.0,,,,,89.0,-487.4,-335.7,-461.4,,-397.4,,,,,True,False,True,False,,True
17079,44,7.0,,,,,11.0,4.1,,,,432.6,-37.0,,,,,-33.0,-39.9,,,,388.6,,,,,True,False,,,,False
17081,280,0.0,,,,,180.0,0.2,13.2,,,0.0,-280.0,,,,,-100.0,-279.8,-266.8,,,-280.0,,,,,True,True,True,,,True
17083,178,0.0,,,,,36.0,11.0,,,,0.0,-178.0,,,,,-142.0,-167.0,,,,-178.0,,,,,True,True,,,,True
17085,115,35.0,,,,,81.0,7.8,,,,51.9,-80.0,,,,,-34.0,-107.2,,,,-63.1,,,,,True,False,,,,True
17087,72,0.0,,,,,34.0,3.1,,,,0.0,-72.0,,,,,-38.0,-68.9,,,,-72.0,,,,,True,True,,,,True
17089,2883,1505.0,,,,,3022.0,450.3,2164.6,752.3,,694.4,-1378.0,,,,,139.0,-2432.7,-718.4,-2130.7,,-2188.6,,,,,True,False,True,False,,False
17091,713,266.0,,,,,391.0,94.5,1061.2,247.4,,113.1,-447.0,,,,,-322.0,-618.5,348.2,-465.6,,-599.9,,,,,True,False,True,False,,False
17093,582,301.0,,,,,327.0,105.9,815.9,178.9,,1140.7,-281.0,,,,,-255.0,-476.1,233.9,-403.1,,558.7,,,,,True,False,True,False,,False
17095,278,91.0,,,,,219.0,32.0,281.5,,,314.2,-187.0,,,,,-59.0,-246.0,3.5,,,36.2,,,,,True,False,True,,,True
17097,3889,2177.0,,,,,4836.0,1117.1,2915.4,1857.4,,2690.8,-1712.0,,,,,947.0,-2771.9,-973.6,-2031.6,,-1198.2,,,,,True,False,True,False,,True
17099,860,140.0,,,,,363.0,11.9,741.7,216.9,,157.9,-720.0,,,,,-497.0,-848.1,-118.3,-643.1,,-702.1,,,,,True,False,True,True,,True
17101,75,0.0,,,,,15.0,0.7,,,,0.0,-75.0,,,,,-60.0,-74.3,,,,-75.0,,,,,True,True,,,,True
