,mean_rank
LNQ-ens1,6.0
COVIDhub-ensemble,6.2
OliverWyman-Navigator,6.6
COVIDhub-baseline,6.9
CEID-Walk,7.1
UCLA-SuEIR,7.1
USC-SI_kJalpha,7.2
RobertWalraven-ESG,7.6
IowaStateLW-STEM,8.0
CU-select,8.1
LANL-GrowthRate,8.1
JHU_IDD-CovidSP,8.4
MITCovAlliance-SIR,8.4
Yu_Group-CLEP,9.3
