,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,IHME-CurveFit,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IHME-CurveFit,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IHME-CurveFit,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
27165,92,20.0,,18.3,,15.0,0.0,,,,,17.8,,7.2,12.8,42.0,8.0,,29.5,17.6,,,,11.0,,-72.0,,-73.7,,-77.0,-92.0,,,,,-74.2,,-84.8,-79.2,-50.0,-84.0,,-62.5,-74.4,,,,-81.0,,,False,,False,False,,,,,False,,False,False,True,False,,True,False,,,,False,
27167,9,14.0,,14.1,,8.0,0.0,,,,,7.6,,1.7,4.1,13.0,12.0,,23.6,13.2,,,,21.0,,5.0,,5.1,,-1.0,-9.0,,,,,-1.4,,-7.3,-4.9,4.0,3.0,,14.6,4.2,,,,12.0,,,False,,True,False,,,,,True,,False,True,True,True,,False,True,,,,False,
27169,37,32.0,45.3,29.6,,32.0,24.0,,,,,133.7,,13.2,30.5,40.0,2.0,,38.4,67.6,,,,19.0,,-5.0,8.3,-7.4,,-5.0,-13.0,,,,,96.7,,-23.8,-6.5,3.0,-35.0,,1.4,30.6,,,,-18.0,,False,False,,False,False,,,,,False,,False,False,True,False,,True,False,,,,False,
27171,191,166.0,217.9,164.6,,160.0,139.0,,,,,270.5,,98.6,165.2,165.0,52.0,,178.9,142.8,158.0,,,159.0,,-25.0,26.9,-26.4,,-31.0,-52.0,,,,,79.5,,-92.4,-25.8,-26.0,-139.0,,-12.1,-48.2,-33.0,,,-32.0,,False,False,,False,False,,,,,False,,False,False,False,False,,True,False,False,,,False,
27173,8,6.0,,5.3,,5.0,0.0,,,,,18.2,,3.4,2.5,13.0,2.0,,6.4,9.3,,,,6.0,,-2.0,,-2.7,,-3.0,-8.0,,,,,10.2,,-4.6,-5.5,5.0,-6.0,,-1.6,1.3,,,,-2.0,,,False,,False,False,,,,,False,,False,False,False,False,,True,True,,,,False,
28001,89,78.0,,96.5,,70.0,52.0,,,,,121.8,,45.5,87.1,102.0,81.0,,78.3,66.2,,,,64.0,,-11.0,,7.5,,-19.0,-37.0,,,,,32.8,,-43.5,-1.9,13.0,-8.0,,-10.7,-22.8,,,,-25.0,,,True,,False,False,,,,,False,,False,True,False,True,,True,False,,,,False,
28003,87,140.0,,136.5,,135.0,88.0,,,,,233.4,,144.8,135.4,117.0,0.0,,71.0,137.2,,,,103.0,,53.0,,49.5,,48.0,1.0,,,,,146.4,,57.8,48.4,30.0,-87.0,,-16.0,50.2,,,,16.0,,,True,,True,True,,,,,False,,False,True,True,False,,True,True,,,,True,
28005,29,52.0,,50.9,,52.0,60.0,,,,,52.2,,18.2,41.5,45.0,24.0,,53.9,53.2,,,,46.0,,23.0,,21.9,,23.0,31.0,,,,,23.2,,-10.8,12.5,16.0,-5.0,,24.9,24.2,,,,17.0,,,True,,False,False,,,,,False,,True,True,True,True,,False,False,,,,True,
28007,49,52.0,,50.9,,48.0,89.0,,,,,49.4,,17.0,46.9,77.0,66.0,,25.2,49.6,,,,42.0,,3.0,,1.9,,-1.0,40.0,,,,,0.4,,-32.0,-2.1,28.0,17.0,,-23.8,0.6,,,,-7.0,,,True,,True,False,,,,,True,,False,True,False,False,,False,True,,,,False,
28009,42,38.0,,36.0,,36.0,41.0,,,,,33.9,,14.4,35.5,33.0,61.0,,58.1,35.1,,,,35.0,,-4.0,,-6.0,,-6.0,-1.0,,,,,-8.1,,-27.6,-6.5,-9.0,19.0,,16.1,-6.9,,,,-7.0,,,False,,False,True,,,,,False,,False,False,False,False,,False,False,,,,False,
28011,225,350.0,,339.2,,340.0,463.0,,,,,218.0,,370.4,277.8,285.0,2.0,,125.5,392.2,,,,126.0,,125.0,,114.2,,115.0,238.0,,,,,-7.0,,145.4,52.8,60.0,-223.0,,-99.5,167.2,,,,-99.0,,,True,,True,False,,,,,True,,False,True,True,False,,True,False,,,,True,
28013,30,88.0,,51.4,,56.0,50.0,,,,,77.5,,49.4,65.6,82.0,48.0,,23.4,307.0,,,,40.0,,58.0,,21.4,,26.0,20.0,,,,,47.5,,19.4,35.6,52.0,18.0,,-6.6,277.0,,,,10.0,,,True,,True,True,,,,,True,,True,True,True,True,,True,False,,,,True,
28015,22,32.0,,37.6,,27.0,17.0,,,,,39.6,,12.7,20.7,39.0,40.0,,36.5,28.9,,,,30.0,,10.0,,15.6,,5.0,-5.0,,,,,17.6,,-9.3,-1.3,17.0,18.0,,14.5,6.9,,,,8.0,,,False,,True,True,,,,,False,,True,True,False,False,,False,True,,,,True,
28017,88,64.0,,66.3,,60.0,76.0,,,,,58.5,,23.9,57.2,72.0,37.0,,77.5,50.1,,,,49.0,,-24.0,,-21.7,,-28.0,-12.0,,,,,-29.5,,-64.1,-30.8,-16.0,-51.0,,-10.5,-37.9,,,,-39.0,,,True,,False,True,,,,,False,,False,False,True,False,,True,False,,,,False,
28019,16,16.0,,19.1,,13.0,24.0,,,,,12.9,,4.0,16.9,20.0,2.0,,4.3,9.2,,,,14.0,,0.0,,3.1,,-3.0,8.0,,,,,-3.1,,-12.0,0.9,4.0,-14.0,,-11.7,-6.8,,,,-2.0,,,False,,False,False,,,,,False,,False,False,False,False,,False,False,,,,False,
28021,17,10.0,,9.5,,14.0,19.0,,,,,25.2,,5.0,20.4,,46.0,,33.7,8.8,,,,4.0,,-7.0,,-7.5,,-3.0,2.0,,,,,8.2,,-12.0,3.4,,29.0,,16.7,-8.2,,,,-13.0,,,False,,True,True,,,,,False,,False,True,,False,,False,False,,,,False,
28023,85,58.0,,60.1,,56.0,70.0,,,,,49.0,,15.0,34.9,57.0,36.0,,54.4,61.7,,,,47.0,,-27.0,,-24.9,,-29.0,-15.0,,,,,-36.0,,-70.0,-50.1,-28.0,-49.0,,-30.6,-23.3,,,,-38.0,,,True,,False,True,,,,,False,,False,False,False,False,,False,True,,,,False,
28025,51,60.0,,60.0,,55.0,82.0,,,,,49.5,,22.3,45.6,67.0,39.0,,57.4,52.9,,,,37.0,,9.0,,9.0,,4.0,31.0,,,,,-1.5,,-28.7,-5.4,16.0,-12.0,,6.4,1.9,,,,-14.0,,,True,,True,False,,,,,True,,False,True,False,False,,True,True,,,,False,
28027,156,190.0,,218.8,,154.0,86.0,,,,,121.8,,126.5,181.8,173.0,129.0,,86.9,211.1,,,,76.0,,34.0,,62.8,,-2.0,-70.0,,,,,-34.2,,-29.5,25.8,17.0,-27.0,,-69.1,55.1,,,,-80.0,,,False,,True,False,,,,,False,,True,True,True,True,,False,False,,,,False,
28029,63,94.0,,100.8,,86.0,87.0,,,,,88.2,,33.4,74.8,135.0,115.0,,142.2,87.1,,,,57.0,,31.0,,37.8,,23.0,24.0,,,,,25.2,,-29.6,11.8,72.0,52.0,,79.2,24.1,,,,-6.0,,,False,,True,True,,,,,True,,True,True,False,False,,False,True,,,,True,
28031,81,72.0,,80.5,,58.0,57.0,,,,,63.6,,8.6,45.3,87.0,58.0,,75.6,57.5,,,,37.0,,-9.0,,-0.5,,-23.0,-24.0,,,,,-17.4,,-72.4,-35.7,6.0,-23.0,,-5.4,-23.5,,,,-44.0,,,True,,False,False,,,,,False,,False,False,True,False,,True,False,,,,False,
28033,606,834.0,1585.1,884.6,,758.0,693.0,,,,,762.6,,542.3,578.3,699.0,664.0,,1057.8,657.2,816.0,,,785.0,,228.0,979.1,278.6,,152.0,87.0,,,,,156.6,,-63.7,-27.7,93.0,58.0,,451.8,51.2,210.0,,,179.0,,False,False,,True,True,,,,,True,,True,True,True,True,,False,True,True,,,True,
28035,224,326.0,242.4,328.3,,311.0,243.0,,,,,313.9,,310.1,314.8,345.0,224.0,,480.7,322.4,,,,265.0,,102.0,18.4,104.3,,87.0,19.0,,,,,89.9,,86.1,90.8,121.0,0.0,,256.7,98.4,,,,41.0,,True,False,,True,True,,,,,True,,True,True,False,True,,False,True,,,,True,
28037,40,26.0,,25.4,,23.0,31.0,,,,,22.9,,10.1,33.9,29.0,37.0,,15.7,22.5,,,,23.0,,-14.0,,-14.6,,-17.0,-9.0,,,,,-17.1,,-29.9,-6.1,-11.0,-3.0,,-24.4,-17.5,,,,-17.0,,,False,,False,True,,,,,False,,False,True,True,True,,False,False,,,,False,
28039,108,40.0,,19.2,,64.0,114.0,,,,,99.6,,50.5,123.7,93.0,154.0,,146.0,57.3,,,,84.0,,-68.0,,-88.8,,-44.0,6.0,,,,,-8.4,,-57.5,15.7,-15.0,46.0,,38.0,-50.7,,,,-24.0,,,False,,True,True,,,,,True,,True,True,True,True,,True,True,,,,True,
28041,42,30.0,,30.2,,39.0,54.0,,,,,66.1,,25.7,52.4,48.0,27.0,,16.6,56.8,,,,22.0,,-12.0,,-11.8,,-3.0,12.0,,,,,24.1,,-16.3,10.4,6.0,-15.0,,-25.4,14.8,,,,-20.0,,,True,,True,False,,,,,False,,False,True,True,False,,False,False,,,,False,
28043,56,76.0,,76.2,,66.0,57.0,,,,,79.7,,31.3,65.7,121.0,59.0,,119.0,58.2,,,,28.0,,20.0,,20.2,,10.0,1.0,,,,,23.7,,-24.7,9.7,65.0,3.0,,63.0,2.2,,,,-28.0,,,False,,True,True,,,,,False,,False,True,False,True,,False,True,,,,False,
28045,62,128.0,,129.4,,106.0,101.0,,,,,137.1,,84.6,105.3,94.0,117.0,,103.8,170.3,,,,99.0,,66.0,,67.4,,44.0,39.0,,,,,75.1,,22.6,43.3,32.0,55.0,,41.8,108.3,,,,37.0,,,False,,True,True,,,,,False,,True,True,True,True,,True,False,,,,True,
28047,514,862.0,1185.0,863.9,,752.0,1071.0,,,,,1008.5,,731.8,688.3,633.0,642.0,,454.3,747.4,595.0,,,741.0,,348.0,671.0,349.9,,238.0,557.0,,,,,494.5,,217.8,174.3,119.0,128.0,,-59.7,233.4,81.0,,,227.0,,False,False,,True,False,,,,,False,,True,True,True,True,,True,True,True,,,True,
28049,623,846.0,2092.2,811.2,922.1,733.0,431.0,,,,,1112.7,,610.5,618.0,911.0,440.0,,617.0,730.2,447.0,,,553.0,,223.0,1469.2,188.2,299.1,110.0,-192.0,,,,,489.7,,-12.5,-5.0,288.0,-183.0,,-6.0,107.2,-176.0,,,-70.0,,False,True,False,True,True,,,,,False,,True,True,False,True,,True,True,True,,,True,
28051,113,110.0,,105.6,,90.0,89.0,,,,,66.9,,56.6,90.4,137.0,89.0,,74.1,109.1,,,,0.0,,-3.0,,-7.4,,-23.0,-24.0,,,,,-46.1,,-56.4,-22.6,24.0,-24.0,,-38.9,-3.9,,,,-113.0,,,False,,False,False,,,,,False,,False,False,False,False,,False,False,,,,False,
28053,35,52.0,,48.8,,39.0,39.0,,,,,36.6,,17.0,38.6,54.0,15.0,,28.2,49.9,,,,23.0,,17.0,,13.8,,4.0,4.0,,,,,1.6,,-18.0,3.6,19.0,-20.0,,-6.8,14.9,,,,-12.0,,,True,,True,True,,,,,True,,False,True,False,False,,True,True,,,,True,
28055,67,10.0,,10.1,,5.0,0.0,,,,,4.8,,,1.4,,2.0,,6.6,,,,,8.0,,-57.0,,-56.9,,-62.0,-67.0,,,,,-62.2,,,-65.6,,-65.0,,-60.4,,,,,-59.0,,,True,,False,False,,,,,False,,,False,,False,,False,,,,,False,
28057,119,104.0,,102.5,,100.0,99.0,,,,,107.1,,63.3,87.4,90.0,93.0,,125.6,217.8,,,,87.0,,-15.0,,-16.5,,-19.0,-20.0,,,,,-11.9,,-55.7,-31.6,-29.0,-26.0,,6.6,98.8,,,,-32.0,,,False,,False,False,,,,,True,,False,False,False,False,,True,False,,,,False,
28059,451,790.0,906.3,871.3,,695.0,738.0,,,,,900.0,,458.3,451.1,518.0,83.0,,506.6,1323.0,443.0,,,532.0,,339.0,455.3,420.3,,244.0,287.0,,,,,449.0,,7.3,0.1,67.0,-368.0,,55.6,872.0,-8.0,,,81.0,,False,False,,True,True,,,,,False,,True,True,True,False,,True,False,True,,,True,
28061,71,28.0,,23.1,,26.0,64.0,,,,,26.4,,3.7,30.2,50.0,35.0,,18.7,46.9,,,,24.0,,-43.0,,-47.9,,-45.0,-7.0,,,,,-44.6,,-67.3,-40.8,-21.0,-36.0,,-52.3,-24.1,,,,-47.0,,,False,,False,True,,,,,False,,False,True,True,True,,False,True,,,,False,
28063,16,8.0,,0.0,,9.0,17.0,,,,,23.8,,2.1,14.2,22.0,15.0,,9.7,8.3,,,,10.0,,-8.0,,-16.0,,-7.0,1.0,,,,,7.8,,-13.9,-1.8,6.0,-1.0,,-6.3,-7.7,,,,-6.0,,,False,,True,True,,,,,True,,False,True,True,True,,True,True,,,,True,
28065,38,70.0,,66.1,,63.0,80.0,,,,,51.7,,18.1,41.0,54.0,32.0,,58.6,93.2,,,,53.0,,32.0,,28.1,,25.0,42.0,,,,,13.7,,-19.9,3.0,16.0,-6.0,,20.6,55.2,,,,15.0,,,True,,True,False,,,,,True,,True,True,True,True,,True,False,,,,True,
28067,174,290.0,384.7,279.4,,279.0,211.0,,,,,194.3,,138.5,230.8,317.0,226.0,,306.5,295.8,,,,214.0,,116.0,210.7,105.4,,105.0,37.0,,,,,20.3,,-35.5,56.8,143.0,52.0,,132.5,121.8,,,,40.0,,False,True,,True,True,,,,,True,,True,True,False,True,,False,False,,,,True,
28069,26,18.0,,19.8,,16.0,14.0,,,,,20.8,,2.8,20.0,34.0,11.0,,16.6,14.3,,,,13.0,,-8.0,,-6.2,,-10.0,-12.0,,,,,-5.2,,-23.2,-6.0,8.0,-15.0,,-9.4,-11.7,,,,-13.0,,,True,,False,False,,,,,True,,False,True,False,False,,False,False,,,,False,
28071,188,206.0,332.4,209.9,,201.0,169.0,,,,,226.2,,192.1,170.7,190.0,156.0,,319.9,196.0,,,,169.0,,18.0,144.4,21.9,,13.0,-19.0,,,,,38.2,,4.1,-17.3,2.0,-32.0,,131.9,8.0,,,,-19.0,,False,False,,True,False,,,,,False,,True,True,True,False,,False,True,,,,False,
28073,156,194.0,467.1,198.5,,183.0,135.0,,,,,293.0,,126.3,166.7,220.0,145.0,,112.0,183.1,,,,149.0,,38.0,311.1,42.5,,27.0,-21.0,,,,,137.0,,-29.7,10.7,64.0,-11.0,,-44.0,27.1,,,,-7.0,,False,False,,True,True,,,,,False,,True,True,False,True,,False,True,,,,True,
28075,209,172.0,85.8,153.4,,146.0,119.0,,,,,225.3,,60.4,139.4,225.0,216.0,,138.9,149.6,,,,133.0,,-37.0,-123.2,-55.6,,-63.0,-90.0,,,,,16.3,,-148.6,-69.6,16.0,7.0,,-70.1,-59.4,,,,-76.0,,False,False,,False,False,,,,,True,,False,False,True,True,,False,False,,,,False,
28077,55,24.0,,24.1,,23.0,52.0,,,,,31.2,,18.9,46.6,,11.0,,21.1,25.0,,,,21.0,,-31.0,,-30.9,,-32.0,-3.0,,,,,-23.8,,-36.1,-8.4,,-44.0,,-33.9,-30.0,,,,-34.0,,,True,,False,True,,,,,True,,False,True,,False,,False,True,,,,False,
28079,50,48.0,,50.4,,47.0,47.0,,,,,49.0,,15.4,43.0,103.0,40.0,,64.2,61.7,,,,40.0,,-2.0,,0.4,,-3.0,-3.0,,,,,-1.0,,-34.6,-7.0,53.0,-10.0,,14.2,11.7,,,,-10.0,,,True,,False,False,,,,,True,,False,False,False,False,,False,False,,,,False,
28081,530,468.0,438.8,460.1,,417.0,453.0,,,,,377.4,,370.3,417.2,373.0,325.0,,284.9,368.8,,,,408.0,,-62.0,-91.2,-69.9,,-113.0,-77.0,,,,,-152.6,,-159.7,-112.8,-157.0,-205.0,,-245.1,-161.2,,,,-122.0,,False,False,,False,False,,,,,False,,False,False,False,False,,False,False,,,,False,
28083,261,196.0,,192.3,,175.0,218.0,,,,,130.6,,76.6,156.4,186.0,134.0,,217.1,134.7,,,,114.0,,-65.0,,-68.7,,-86.0,-43.0,,,,,-130.4,,-184.4,-104.6,-75.0,-127.0,,-43.9,-126.3,,,,-147.0,,,False,,False,True,,,,,False,,False,False,False,False,,True,False,,,,False,
28085,108,148.0,,145.1,,127.0,143.0,,,,,131.4,,91.2,119.4,154.0,90.0,,73.7,137.2,,,,110.0,,40.0,,37.1,,19.0,35.0,,,,,23.4,,-16.8,11.4,46.0,-18.0,,-34.3,29.2,,,,2.0,,,True,,True,True,,,,,True,,True,True,False,True,,True,True,,,,True,
28087,134,232.0,358.3,234.4,,230.0,179.0,,,,,200.2,,99.0,181.0,197.0,81.0,,244.0,239.4,,,,178.0,,98.0,224.3,100.4,,96.0,45.0,,,,,66.2,,-35.0,47.0,63.0,-53.0,,110.0,105.4,,,,44.0,,False,False,,True,True,,,,,True,,True,True,True,True,,False,False,,,,True,
28089,360,284.0,562.7,337.2,,211.0,149.0,,,,,357.2,,162.2,201.3,371.0,223.0,,155.1,207.8,,,,186.0,,-76.0,202.7,-22.8,,-149.0,-211.0,,,,,-2.8,,-197.8,-158.7,11.0,-137.0,,-204.9,-152.2,,,,-174.0,,False,True,,False,False,,,,,True,,False,False,True,False,,False,False,,,,False,
28091,93,126.0,,118.6,,124.0,118.0,,,,,160.7,,105.3,155.6,143.0,93.0,,66.1,144.2,,,,82.0,,33.0,,25.6,,31.0,25.0,,,,,67.7,,12.3,62.6,50.0,0.0,,-26.9,51.2,,,,-11.0,,,True,,True,True,,,,,False,,True,False,False,True,,True,False,,,,True,
28093,188,264.0,,264.3,,263.0,302.0,,,,,205.0,,244.9,214.6,204.0,235.0,,3989.5,251.7,,,,218.0,,76.0,,76.3,,75.0,114.0,,,,,17.0,,56.9,26.6,16.0,47.0,,3801.5,63.7,,,,30.0,,,False,,True,False,,,,,True,,True,True,True,True,,False,True,,,,True,
28095,187,182.0,,181.7,,181.0,238.0,,,,,172.7,,180.8,184.4,173.0,132.0,,287.3,179.7,,,,155.0,,-5.0,,-5.3,,-6.0,51.0,,,,,-14.3,,-6.2,-2.6,-14.0,-55.0,,100.3,-7.3,,,,-32.0,,,False,,False,False,,,,,False,,False,True,False,False,,False,False,,,,False,
28097,69,60.0,,66.5,,61.0,64.0,,,,,56.9,,45.7,62.1,63.0,64.0,,71.7,45.6,,,,49.0,,-9.0,,-2.5,,-8.0,-5.0,,,,,-12.1,,-23.3,-6.9,-6.0,-5.0,,2.7,-23.4,,,,-20.0,,,True,,True,True,,,,,False,,False,True,True,True,,True,False,,,,False,
28099,85,190.0,,205.4,,158.0,164.0,,,,,64.0,,42.3,114.1,219.0,125.0,,157.8,168.6,,,,71.0,,105.0,,120.4,,73.0,79.0,,,,,-21.0,,-42.7,29.1,134.0,40.0,,72.8,83.6,,,,-14.0,,,False,,True,True,,,,,True,,True,True,False,True,,True,True,,,,True,
28101,78,56.0,,56.4,,41.0,93.0,,,,,60.6,,13.9,42.6,83.0,48.0,,18.5,40.0,,,,34.0,,-22.0,,-21.6,,-37.0,15.0,,,,,-17.4,,-64.1,-35.4,5.0,-30.0,,-59.5,-38.0,,,,-44.0,,,True,,False,True,,,,,True,,False,False,True,False,,False,False,,,,False,
28103,51,78.0,,77.4,,72.0,116.0,,,,,46.9,,33.9,70.0,85.0,63.0,,64.2,75.4,,,,21.0,,27.0,,26.4,,21.0,65.0,,,,,-4.1,,-17.1,19.0,34.0,12.0,,13.2,24.4,,,,-30.0,,,True,,True,False,,,,,True,,True,True,False,True,,True,True,,,,False,
28105,154,148.0,,117.3,,121.0,72.0,,,,,178.7,,75.5,131.8,181.0,118.0,,42.6,147.1,,,,70.0,,-6.0,,-36.7,,-33.0,-82.0,,,,,24.7,,-78.5,-22.2,27.0,-36.0,,-111.4,-6.9,,,,-84.0,,,False,,False,False,,,,,False,,False,False,False,False,,False,False,,,,False,
28107,175,316.0,,306.1,,252.0,287.0,,,,,221.1,,179.4,243.5,257.0,277.0,,219.0,259.8,,,,158.0,,141.0,,131.1,,77.0,112.0,,,,,46.1,,4.4,68.5,82.0,102.0,,44.0,84.8,,,,-17.0,,,True,,True,True,,,,,True,,True,True,True,True,,True,True,,,,True,
28109,132,120.0,52.7,122.8,,110.0,110.0,,,,,142.8,,90.8,119.3,120.0,128.0,,123.9,101.3,,,,110.0,,-12.0,-79.3,-9.2,,-22.0,-22.0,,,,,10.8,,-41.2,-12.7,-12.0,-4.0,,-8.1,-30.7,,,,-22.0,,False,True,,False,False,,,,,True,,False,False,False,True,,True,False,,,,False,
28111,50,38.0,,33.9,,37.0,55.0,,,,,41.4,,12.9,49.8,37.0,5.0,,29.2,48.1,,,,25.0,,-12.0,,-16.1,,-13.0,5.0,,,,,-8.6,,-37.1,-0.2,-13.0,-45.0,,-20.8,-1.9,,,,-25.0,,,False,,False,True,,,,,True,,False,True,False,False,,False,True,,,,False,
28113,141,218.0,,212.9,,201.0,167.0,,,,,223.8,,200.4,202.1,197.0,104.0,,165.9,232.0,,,,142.0,,77.0,,71.9,,60.0,26.0,,,,,82.8,,59.4,61.1,56.0,-37.0,,24.9,91.0,,,,1.0,,,True,,True,True,,,,,False,,True,True,True,True,,True,False,,,,True,
28115,146,210.0,,199.1,,175.0,170.0,,,,,187.8,,110.4,155.2,173.0,135.0,,228.6,178.7,,,,143.0,,64.0,,53.1,,29.0,24.0,,,,,41.8,,-35.6,9.2,27.0,-11.0,,82.6,32.7,,,,-3.0,,,True,,True,True,,,,,True,,True,True,True,True,,False,True,,,,True,
28117,146,172.0,,166.7,,169.0,188.0,,,,,127.7,,105.7,120.0,119.0,149.0,,192.2,238.4,,,,144.0,,26.0,,20.7,,23.0,42.0,,,,,-18.3,,-40.3,-26.0,-27.0,3.0,,46.2,92.4,,,,-2.0,,,True,,True,False,,,,,True,,False,True,False,True,,False,False,,,,True,
28119,36,84.0,,75.5,,74.0,92.0,,,,,48.9,,68.0,86.5,73.0,94.0,,73.2,52.8,,,,28.0,,48.0,,39.5,,38.0,56.0,,,,,12.9,,32.0,50.5,37.0,58.0,,37.2,16.8,,,,-8.0,,,True,,True,False,,,,,True,,True,False,True,False,,True,True,,,,True,
28121,359,330.0,912.8,278.3,,297.0,163.0,,,,,594.7,,239.9,238.8,367.0,99.0,,564.6,316.7,237.0,,,230.0,,-29.0,553.8,-80.7,,-62.0,-196.0,,,,,235.7,,-119.1,-120.2,8.0,-260.0,,205.6,-42.3,-122.0,,,-129.0,,False,False,,False,False,,,,,False,,False,False,True,False,,False,False,False,,,False,
28123,74,94.0,,92.7,,77.0,77.0,,,,,63.8,,59.1,74.8,151.0,77.0,,76.9,98.2,,,,60.0,,20.0,,18.7,,3.0,3.0,,,,,-10.2,,-14.9,0.8,77.0,3.0,,2.9,24.2,,,,-14.0,,,True,,True,True,,,,,True,,True,True,False,True,,True,False,,,,True,
28125,36,34.0,,25.2,,29.0,82.0,,,,,30.6,,11.5,32.5,39.0,104.0,,22.2,105.8,,,,10.0,,-2.0,,-10.8,,-7.0,46.0,,,,,-5.4,,-24.5,-3.5,3.0,68.0,,-13.8,69.8,,,,-26.0,,,False,,False,False,,,,,False,,False,False,False,False,,False,False,,,,False,
28127,98,176.0,,180.9,,160.0,151.0,,,,,193.0,,107.6,104.3,166.0,126.0,,179.1,150.7,,,,103.0,,78.0,,82.9,,62.0,53.0,,,,,95.0,,9.6,6.3,68.0,28.0,,81.1,52.7,,,,5.0,,,False,,True,True,,,,,False,,True,True,True,True,,False,True,,,,True,
28129,47,60.0,,66.4,,51.0,59.0,,,,,55.9,,15.8,44.1,66.0,38.0,,36.8,64.1,,,,40.0,,13.0,,19.4,,4.0,12.0,,,,,8.9,,-31.2,-2.9,19.0,-9.0,,-10.2,17.1,,,,-7.0,,,False,,True,True,,,,,True,,False,True,False,True,,True,False,,,,True,
28131,86,96.0,,99.4,,85.0,103.0,,,,,72.4,,83.4,71.2,73.0,120.0,,31.6,95.7,,,,104.0,,10.0,,13.4,,-1.0,17.0,,,,,-13.6,,-2.6,-14.8,-13.0,34.0,,-54.4,9.7,,,,18.0,,,False,,True,False,,,,,False,,True,False,False,False,,False,True,,,,False,
28133,158,242.0,,245.9,,229.0,190.0,,,,,185.2,,237.3,222.5,236.0,199.0,,243.6,169.1,,,,67.0,,84.0,,87.9,,71.0,32.0,,,,,27.2,,79.3,64.5,78.0,41.0,,85.6,11.1,,,,-91.0,,,False,,True,True,,,,,True,,True,True,True,True,,False,True,,,,False,
28135,70,168.0,,169.1,,163.0,171.0,,,,,119.4,,7.8,177.2,92.0,323.0,,3585.4,118.9,,,,72.0,,98.0,,99.1,,93.0,101.0,,,,,49.4,,-62.2,107.2,22.0,253.0,,3515.4,48.9,,,,2.0,,,False,,True,False,,,,,True,,True,False,True,False,,False,True,,,,True,
28137,106,164.0,,156.7,,149.0,149.0,,,,,146.1,,133.1,147.1,155.0,101.0,,148.6,151.2,,,,129.0,,58.0,,50.7,,43.0,43.0,,,,,40.1,,27.1,41.1,49.0,-5.0,,42.6,45.2,,,,23.0,,,True,,True,True,,,,,True,,True,True,True,True,,True,True,,,,True,
28139,129,132.0,,134.0,,133.0,154.0,,,,,89.1,,69.7,110.7,93.0,136.0,,143.8,168.2,,,,120.0,,3.0,,5.0,,4.0,25.0,,,,,-39.9,,-59.3,-18.3,-36.0,7.0,,14.8,39.2,,,,-9.0,,,False,,False,False,,,,,False,,False,False,False,False,,False,False,,,,False,
28141,95,206.0,,206.2,,178.0,193.0,,,,,134.9,,171.1,152.1,,83.0,,121.5,184.2,,,,144.0,,111.0,,111.2,,83.0,98.0,,,,,39.9,,76.1,57.1,,-12.0,,26.5,89.2,,,,49.0,,,False,,True,True,,,,,True,,True,True,,True,,True,True,,,,True,
28143,88,162.0,,165.3,,144.0,213.0,,,,,55.6,,76.5,116.1,98.0,109.0,,152.8,138.3,,,,72.0,,74.0,,77.3,,56.0,125.0,,,,,-32.4,,-11.5,28.1,10.0,21.0,,64.8,50.3,,,,-16.0,,,False,,True,False,,,,,True,,True,True,True,True,,True,True,,,,True,
