,predicted_cases,actual_cases,error,perc_error
Columbia_UNC-SurvCon,2024987.0,1948650,76337.0,3.9%
JHU_IDD-CovidSP,2048700.6,1948650,100050.6,5.1%
USACE-ERDC_SEIR,2066057.2,1948650,117407.2,6.0%
CovidAnalytics-DELPHI,1807416.0,1948650,-141234.0,-7.2%
LANL-GrowthRate,1637118.9,1948650,-311531.1,-16.0%
COVIDhub-baseline,2327440.0,1948650,378790.0,19.4%
IowaStateLW-STEM,2632570.0,1948650,683920.0,35.1%
UCLA-SuEIR,2647742.5,1948650,699092.5,35.9%
USC-SI_kJalpha,2949702.9,1948650,1001052.9,51.4%
Covid19Sim-Simulator,3011672.8,1948650,1063022.8,54.6%
IHME-CurveFit,3766715.5,1948650,1818065.5,93.3%
Karlen-pypm,,1948650,,
