,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IHME-CurveFit,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
47177,489,460.0,,1412.0,,,,,415.0,501.7,359.6,198.7,,,83.4,-29.0,,923.0,,,,,-74.0,12.7,-129.4,-290.3,,,-405.6,,False,,,,,False,True,False,False,,,False
47179,1176,590.0,367.9,1528.0,,,,,1124.0,802.8,589.0,649.1,,,1046.6,-586.0,-808.1,352.0,,,,,-52.0,-373.2,-587.0,-526.9,,,-129.4,False,True,,,,,True,True,False,True,,,True
47181,111,140.0,,0.0,,,,,115.0,9.3,27.6,64.7,,,18.3,29.0,,-111.0,,,,,4.0,-101.7,-83.4,-46.3,,,-92.7,,False,,,,,True,False,False,False,,,False
47183,604,145.0,,274.0,,,,,206.0,221.9,95.8,,,,6.1,-459.0,,-330.0,,,,,-398.0,-382.1,-508.2,,,,-597.9,,True,,,,,True,True,False,,,,False
47185,290,190.0,,472.0,,,,,139.0,165.8,218.0,148.0,,,213.0,-100.0,,182.0,,,,,-151.0,-124.2,-72.0,-142.0,,,-77.0,,False,,,,,False,False,True,False,,,True
47187,1647,3705.0,2317.9,6916.0,,,,,1589.0,1313.0,5022.8,2481.9,3885.9,,4939.7,2058.0,670.9,5269.0,,,,,-58.0,-334.0,3375.8,834.9,2238.9,,3292.7,True,False,,,,,True,True,False,True,False,,False
47189,1074,2025.0,1511.6,5921.0,,,,,941.0,931.5,3236.8,978.3,3001.2,,4122.4,951.0,437.6,4847.0,,,,,-133.0,-142.5,2162.8,-95.7,1927.2,,3048.4,True,False,,,,,True,True,False,True,False,,False
48001,437,1105.0,2417.5,2817.0,,,,,1719.0,735.9,387.4,884.7,,,54.5,668.0,1980.5,2380.0,,,,,1282.0,298.9,-49.6,447.7,,,-382.5,False,False,,,,,False,True,True,True,,,True
48003,169,160.0,,0.0,,,,,256.0,92.5,68.1,119.7,,,114.0,-9.0,,-169.0,,,,,87.0,-76.5,-100.9,-49.3,,,-55.0,,False,,,,,False,False,False,False,,,False
48005,953,1285.0,991.0,3186.0,,,,,1667.0,1066.8,659.2,820.0,1478.1,,308.6,332.0,38.0,2233.0,,,,,714.0,113.8,-293.8,-133.0,525.1,,-644.4,True,False,,,,,False,True,True,True,False,,False
48007,112,175.0,,174.0,,,,,289.0,196.8,125.8,,,,349.8,63.0,,62.0,,,,,177.0,84.8,13.8,,,,237.8,,True,,,,,False,False,True,,,,False
48009,27,10.0,,0.0,,,,,24.0,37.4,4.2,,,,0.6,-17.0,,-27.0,,,,,-3.0,10.4,-22.8,,,,-26.4,,False,,,,,True,True,False,,,,False
48011,9,0.0,,0.0,,,,,0.0,3.6,0.1,,,,0.0,-9.0,,-9.0,,,,,-9.0,-5.4,-8.9,,,,-9.0,,False,,,,,False,True,True,,,,False
48013,193,740.0,437.4,2298.0,,,,,1574.0,301.4,816.8,270.6,,,2048.0,547.0,244.4,2105.0,,,,,1381.0,108.4,623.8,77.6,,,1855.0,True,False,,,,,False,True,False,True,,,False
48015,216,135.0,,258.0,,,,,374.0,252.3,54.4,183.4,,,116.0,-81.0,,42.0,,,,,158.0,36.3,-161.6,-32.6,,,-100.0,,True,,,,,False,True,False,True,,,False
48017,76,40.0,,0.0,,,,,41.0,74.2,2.0,0.0,,,33.1,-36.0,,-76.0,,,,,-35.0,-1.8,-74.0,-76.0,,,-42.9,,False,,,,,True,True,False,False,,,False
48019,59,15.0,,0.0,,,,,182.0,83.5,39.8,,,,0.9,-44.0,,-59.0,,,,,123.0,24.5,-19.2,,,,-58.1,,False,,,,,False,True,True,,,,False
48021,570,1125.0,862.8,2089.0,,,,,1233.0,1020.2,662.9,661.7,1585.7,,143.2,555.0,292.8,1519.0,,,,,663.0,450.2,92.9,91.7,1015.7,,-426.8,True,False,,,,,False,True,True,True,False,,True
48023,12,0.0,,0.0,,,,,13.0,8.3,,,,,0.0,-12.0,,-12.0,,,,,1.0,-3.7,,,,,-12.0,,False,,,,,True,True,,,,,False
48025,1239,415.0,,2550.0,,,,,1903.0,378.4,702.8,66.6,,,1074.2,-824.0,,1311.0,,,,,664.0,-860.6,-536.2,-1172.4,,,-164.8,,False,,,,,True,False,True,False,,,True
48027,1894,2785.0,4364.3,3307.0,,,,,4232.0,3570.3,3212.7,2821.1,2593.8,,1771.8,891.0,2470.3,1413.0,,,,,2338.0,1676.3,1318.7,927.1,699.8,,-122.2,False,False,,,,,False,False,False,False,True,,True
48029,16181,50155.0,47209.0,141975.0,,,,,76593.0,17087.3,165123.4,19093.1,31655.4,,59133.1,33974.0,31028.0,125794.0,,,,,60412.0,906.3,148942.4,2912.1,15474.4,,42952.1,True,False,,,,,False,True,False,True,True,,False
48031,60,95.0,,0.0,,,,,77.0,62.2,55.8,,,,24.6,35.0,,-60.0,,,,,17.0,2.2,-4.2,,,,-35.4,,False,,,,,True,True,True,,,,False
48033,0,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,True,,,,,True,True,,,,,
48035,140,75.0,,0.0,,,,,55.0,68.3,29.2,,,,22.3,-65.0,,-140.0,,,,,-85.0,-71.7,-110.8,,,,-117.7,,False,,,,,False,False,False,,,,False
48037,279,500.0,464.4,2707.0,,,,,1744.0,884.3,234.5,192.5,373.4,,3066.9,221.0,185.4,2428.0,,,,,1465.0,605.3,-44.5,-86.5,94.4,,2787.9,True,False,,,,,False,False,True,True,True,,False
48039,4060,5935.0,4599.9,11511.0,,,,,5861.0,3101.8,8933.0,2579.3,3854.5,,8479.9,1875.0,539.9,7451.0,,,,,1801.0,-958.2,4873.0,-1480.7,-205.5,,4419.9,True,False,,,,,True,True,False,True,True,,False
48041,998,2060.0,4574.0,1358.0,,,,,3827.0,1661.4,1904.2,2109.0,1230.4,,1060.4,1062.0,3576.0,360.0,,,,,2829.0,663.4,906.2,1111.0,232.4,,62.4,False,True,,,,,False,True,True,False,True,,True
48043,29,55.0,,0.0,,,,,337.0,75.6,9.5,0.0,,,9.1,26.0,,-29.0,,,,,308.0,46.6,-19.5,-29.0,,,-19.9,,False,,,,,False,False,True,False,,,True
48045,3,0.0,,0.0,,,,,0.0,12.2,2.8,,,,0.0,-3.0,,-3.0,,,,,-3.0,9.2,-0.2,,,,-3.0,,False,,,,,False,False,True,,,,True
48047,135,90.0,,0.0,,,,,243.0,102.4,52.1,,,,24.5,-45.0,,-135.0,,,,,108.0,-32.6,-82.9,,,,-110.5,,False,,,,,False,True,False,,,,False
48049,256,510.0,,1686.0,,,,,566.0,213.5,51.4,300.2,,,88.1,254.0,,1430.0,,,,,310.0,-42.5,-204.6,44.2,,,-167.9,,False,,,,,False,True,True,True,,,True
48051,94,170.0,,632.0,,,,,234.0,187.1,111.8,93.0,,,31.0,76.0,,538.0,,,,,140.0,93.1,17.8,-1.0,,,-63.0,,False,,,,,False,False,True,True,,,True
48053,291,450.0,,996.0,,,,,407.0,532.9,176.6,336.8,,,82.6,159.0,,705.0,,,,,116.0,241.9,-114.4,45.8,,,-208.4,,False,,,,,True,False,True,True,,,False
48055,388,875.0,,1124.0,,,,,1085.0,577.3,849.3,295.4,,,89.2,487.0,,736.0,,,,,697.0,189.3,461.3,-92.6,,,-298.8,,False,,,,,False,True,True,True,,,True
48057,367,295.0,,1065.0,,,,,784.0,189.1,447.6,100.6,,,750.2,-72.0,,698.0,,,,,417.0,-177.9,80.6,-266.4,,,383.2,,False,,,,,False,False,False,False,,,False
48059,25,25.0,,0.0,,,,,40.0,66.7,15.4,,,,36.1,0.0,,-25.0,,,,,15.0,41.7,-9.6,,,,11.1,,False,,,,,False,False,False,,,,False
48061,13455,10345.0,10491.7,36751.0,,,,,21071.0,5342.1,23946.6,3989.0,6496.4,,11632.5,-3110.0,-2963.3,23296.0,,,,,7616.0,-8112.9,10491.6,-9466.0,-6958.6,,-1822.5,True,False,,,,,False,False,False,False,False,,True
48063,116,160.0,,208.0,,,,,121.0,132.0,27.3,31.5,,,230.9,44.0,,92.0,,,,,5.0,16.0,-88.7,-84.5,,,114.9,,False,,,,,True,True,False,False,,,False
48065,7,0.0,,0.0,,,,,10.0,3.8,1.5,,,,0.0,-7.0,,-7.0,,,,,3.0,-3.2,-5.5,,,,-7.0,,False,,,,,True,True,True,,,,True
48067,139,160.0,,227.0,,,,,222.0,190.9,27.9,,,,831.5,21.0,,88.0,,,,,83.0,51.9,-111.1,,,,692.5,,False,,,,,False,False,False,,,,False
48069,74,110.0,,0.0,,,,,54.0,78.2,70.8,44.2,,,96.1,36.0,,-74.0,,,,,-20.0,4.2,-3.2,-29.8,,,22.1,,False,,,,,True,True,True,True,,,True
48071,382,715.0,,926.0,,,,,710.0,340.0,289.6,299.6,,,800.3,333.0,,544.0,,,,,328.0,-42.0,-92.4,-82.4,,,418.3,,False,,,,,True,True,True,True,,,False
48073,845,660.0,586.2,1335.0,,,,,1009.0,429.5,565.1,446.0,,,674.9,-185.0,-258.8,490.0,,,,,164.0,-415.5,-279.9,-399.0,,,-170.1,False,False,,,,,True,False,False,False,,,True
48075,44,10.0,,0.0,,,,,77.0,12.5,3.4,,,,351.4,-34.0,,-44.0,,,,,33.0,-31.5,-40.6,,,,307.4,,False,,,,,True,True,False,,,,False
48077,40,15.0,,0.0,,,,,33.0,35.8,3.3,,,,0.0,-25.0,,-40.0,,,,,-7.0,-4.2,-36.7,,,,-40.0,,False,,,,,True,True,False,,,,False
48079,26,15.0,,0.0,,,,,5.0,25.0,0.8,,,,36.1,-11.0,,-26.0,,,,,-21.0,-1.0,-25.2,,,,10.1,,False,,,,,False,True,False,,,,True
48081,36,15.0,,0.0,,,,,5.0,22.3,2.9,,,,159.8,-21.0,,-36.0,,,,,-31.0,-13.7,-33.1,,,,123.8,,False,,,,,False,True,False,,,,False
48083,39,10.0,,0.0,,,,,25.0,22.5,0.6,,,,7.0,-29.0,,-39.0,,,,,-14.0,-16.5,-38.4,,,,-32.0,,False,,,,,True,True,False,,,,False
48085,5474,4230.0,6200.0,1842.0,,,,,8112.0,5312.1,3977.2,6383.3,2877.9,,1328.6,-1244.0,726.0,-3632.0,,,,,2638.0,-161.9,-1496.8,909.3,-2596.1,,-4145.4,True,False,,,,,False,True,False,True,False,,False
48087,10,0.0,,0.0,,,,,13.0,4.4,0.4,,,,0.0,-10.0,,-10.0,,,,,3.0,-5.6,-9.6,,,,-10.0,,False,,,,,True,True,True,,,,False
48089,210,140.0,,429.0,,,,,322.0,209.7,34.5,164.6,,,61.7,-70.0,,219.0,,,,,112.0,-0.3,-175.5,-45.4,,,-148.3,,False,,,,,False,True,False,True,,,False
48091,970,1740.0,2864.2,6960.0,,,,,2127.0,1354.8,4586.0,1414.7,1407.0,,4429.9,770.0,1894.2,5990.0,,,,,1157.0,384.8,3616.0,444.7,437.0,,3459.9,False,False,,,,,False,True,False,True,True,,False
48093,122,380.0,,0.0,,,,,81.0,35.9,140.4,71.4,,,452.6,258.0,,-122.0,,,,,-41.0,-86.1,18.4,-50.6,,,330.6,,True,,,,,True,True,True,True,,,False
48095,19,20.0,,0.0,,,,,68.0,23.3,9.0,,,,9.6,1.0,,-19.0,,,,,49.0,4.3,-10.0,,,,-9.4,,False,,,,,False,False,False,,,,False
48097,168,165.0,,104.0,,,,,282.0,341.9,159.1,169.5,,,108.5,-3.0,,-64.0,,,,,114.0,173.9,-8.9,1.5,,,-59.5,,False,,,,,False,False,False,True,,,False
48099,342,140.0,92.5,422.0,,,,,527.0,459.6,36.8,118.0,,,7.9,-202.0,-249.5,80.0,,,,,185.0,117.6,-305.2,-224.0,,,-334.1,False,True,,,,,True,True,False,False,,,False
48101,12,10.0,,0.0,,,,,5.0,4.1,0.6,,,,61.6,-2.0,,-12.0,,,,,-7.0,-7.9,-11.4,,,,49.6,,False,,,,,False,False,False,,,,False
48103,13,5.0,,0.0,,,,,60.0,11.3,41.2,,,,0.7,-8.0,,-13.0,,,,,47.0,-1.7,28.2,,,,-12.3,,False,,,,,False,True,False,,,,False
48105,69,305.0,,0.0,,,,,90.0,76.6,,,,,59.3,236.0,,-69.0,,,,,21.0,7.6,,,,,-9.7,,True,,,,,True,True,,,,,True
48107,39,5.0,,0.0,,,,,82.0,28.9,23.4,,,,5.3,-34.0,,-39.0,,,,,43.0,-10.1,-15.6,,,,-33.7,,False,,,,,False,True,True,,,,True
48109,9,35.0,,0.0,,,,,1.0,48.6,,,,,92.3,26.0,,-9.0,,,,,-8.0,39.6,,,,,83.3,,True,,,,,True,False,,,,,False
48111,56,150.0,,0.0,,,,,17.0,78.4,87.5,28.2,,,194.6,94.0,,-56.0,,,,,-39.0,22.4,31.5,-27.8,,,138.6,,True,,,,,True,True,True,True,,,False
48113,27264,37980.0,50133.0,47212.0,,,,,47471.0,30399.0,38594.4,20851.9,53173.7,,20206.4,10716.0,22869.0,19948.0,,,,,20207.0,3135.0,11330.4,-6412.1,25909.7,,-7057.6,False,False,,,,,False,True,False,True,False,,True
48115,81,115.0,,0.0,,,,,202.0,52.7,11.1,68.2,,,119.8,34.0,,-81.0,,,,,121.0,-28.3,-69.9,-12.8,,,38.8,,False,,,,,False,True,False,True,,,False
48117,331,150.0,,180.0,,,,,166.0,164.4,80.5,30.7,,,65.4,-181.0,,-151.0,,,,,-165.0,-166.6,-250.5,-300.3,,,-265.6,,True,,,,,True,True,False,False,,,False
48119,9,10.0,,0.0,,,,,10.0,10.1,3.3,,,,6.3,1.0,,-9.0,,,,,1.0,1.1,-5.7,,,,-2.7,,False,,,,,False,False,False,,,,False
48121,4330,4775.0,5386.2,9732.0,,,,,6794.0,2150.3,6685.5,5190.9,5621.3,,9066.7,445.0,1056.2,5402.0,,,,,2464.0,-2179.7,2355.5,860.9,1291.3,,4736.7,False,False,,,,,False,False,False,False,False,,False
48123,477,735.0,,2967.0,,,,,449.0,227.7,1221.7,63.3,,,657.0,258.0,,2490.0,,,,,-28.0,-249.3,744.7,-413.7,,,180.0,,False,,,,,True,True,False,False,,,True
48125,6,10.0,,0.0,,,,,13.0,11.9,0.5,,,,9.9,4.0,,-6.0,,,,,7.0,5.9,-5.5,,,,3.9,,False,,,,,False,False,False,,,,True
48127,116,120.0,,0.0,,,,,278.0,110.1,32.9,,,,381.1,4.0,,-116.0,,,,,162.0,-5.9,-83.1,,,,265.1,,False,,,,,False,False,False,,,,False
48129,17,15.0,,0.0,,,,,5.0,3.4,6.9,,,,70.3,-2.0,,-17.0,,,,,-12.0,-13.6,-10.1,,,,53.3,,False,,,,,False,False,False,,,,False
48131,121,110.0,,0.0,,,,,293.0,75.3,82.9,,,,28.7,-11.0,,-121.0,,,,,172.0,-45.7,-38.1,,,,-92.3,,False,,,,,False,False,False,,,,False
48133,75,45.0,,0.0,,,,,79.0,38.3,7.3,,,,860.9,-30.0,,-75.0,,,,,4.0,-36.7,-67.7,,,,785.9,,False,,,,,True,False,False,,,,False
48135,2432,1700.0,3195.7,1815.0,,,,,4313.0,2087.7,658.4,1286.0,2163.4,,1750.6,-732.0,763.7,-617.0,,,,,1881.0,-344.3,-1773.6,-1146.0,-268.6,,-681.4,False,True,,,,,False,True,False,False,True,,True
48137,23,45.0,,0.0,,,,,27.0,52.8,,,,,3.1,22.0,,-23.0,,,,,4.0,29.8,,,,,-19.9,,False,,,,,True,False,,,,,True
48139,1526,2310.0,955.5,1057.0,,,,,1828.0,964.3,512.8,1745.2,4977.6,,404.6,784.0,-570.5,-469.0,,,,,302.0,-561.7,-1013.2,219.2,3451.6,,-1121.4,True,True,,,,,True,True,False,True,False,,False
48141,8184,10165.0,10147.7,6702.0,,,,,12495.0,7723.8,7682.8,7222.5,13210.2,,4796.1,1981.0,1963.7,-1482.0,,,,,4311.0,-460.2,-501.2,-961.5,5026.2,,-3387.9,True,True,,,,,False,True,True,True,False,,False
48143,283,335.0,,478.0,,,,,357.0,296.0,146.9,367.8,,,688.8,52.0,,195.0,,,,,74.0,13.0,-136.1,84.8,,,405.8,,False,,,,,False,True,False,False,,,False
48145,85,50.0,,0.0,,,,,131.0,130.9,53.3,,,,10.2,-35.0,,-85.0,,,,,46.0,45.9,-31.7,,,,-74.8,,False,,,,,False,False,True,,,,False
48147,257,140.0,,272.0,,,,,223.0,282.5,69.6,185.8,,,64.3,-117.0,,15.0,,,,,-34.0,25.5,-187.4,-71.2,,,-192.7,,True,,,,,True,True,False,True,,,False
48149,236,275.0,,499.0,,,,,276.0,250.9,253.7,121.8,,,42.2,39.0,,263.0,,,,,40.0,14.9,17.7,-114.2,,,-193.8,,False,,,,,False,True,True,False,,,False
48151,26,45.0,,0.0,,,,,15.0,34.6,4.8,,,,157.5,19.0,,-26.0,,,,,-11.0,8.6,-21.2,,,,131.5,,False,,,,,True,True,False,,,,False
48153,38,45.0,,0.0,,,,,55.0,71.6,32.3,,,,6.4,7.0,,-38.0,,,,,17.0,33.6,-5.7,,,,-31.6,,False,,,,,False,False,True,,,,False
48155,3,0.0,,0.0,,,,,0.0,8.9,,,,,0.0,-3.0,,-3.0,,,,,-3.0,5.9,,,,,-3.0,,False,,,,,False,False,,,,,False
48157,8345,5360.0,4702.9,30670.0,,,,,8221.0,4172.6,8283.2,3525.0,9422.5,,24974.6,-2985.0,-3642.1,22325.0,,,,,-124.0,-4172.4,-61.8,-4820.0,1077.5,,16629.6,False,False,,,,,True,False,True,False,True,,False
48159,35,55.0,,0.0,,,,,66.0,96.4,65.9,,,,13.6,20.0,,-35.0,,,,,31.0,61.4,30.9,,,,-21.4,,False,,,,,False,False,False,,,,False
48161,116,100.0,,0.0,,,,,170.0,161.6,92.6,,,,11.9,-16.0,,-116.0,,,,,54.0,45.6,-23.4,,,,-104.1,,False,,,,,False,False,False,,,,False
48163,264,55.0,,0.0,,,,,850.0,185.0,99.2,64.2,,,80.7,-209.0,,-264.0,,,,,586.0,-79.0,-164.8,-199.8,,,-183.3,,False,,,,,False,True,True,True,,,True
48165,171,70.0,,0.0,,,,,256.0,102.8,41.6,,,,164.2,-101.0,,-171.0,,,,,85.0,-68.2,-129.4,,,,-6.8,,False,,,,,True,True,False,,,,True
48167,3439,6405.0,8663.3,7445.0,,,,,6059.0,2638.5,6914.7,4181.2,3658.7,,4821.3,2966.0,5224.3,4006.0,,,,,2620.0,-800.5,3475.7,742.2,219.7,,1382.3,False,False,,,,,True,True,False,True,True,,True
48169,42,195.0,,0.0,,,,,93.0,37.8,43.0,,,,89.3,153.0,,-42.0,,,,,51.0,-4.2,1.0,,,,47.3,,True,,,,,True,True,True,,,,True
48171,74,275.0,,0.0,,,,,185.0,262.2,1103.1,141.4,,,1145.5,201.0,,-74.0,,,,,111.0,188.2,1029.1,67.4,,,1071.5,,True,,,,,True,True,False,True,,,False
48173,0,0.0,,0.0,,,,,5.0,6.2,1.3,,,,0.0,0.0,,0.0,,,,,5.0,6.2,1.3,,,,0.0,,True,,,,,False,False,False,,,,True
48175,90,5.0,,0.0,,,,,89.0,16.5,16.5,,,,0.0,-85.0,,-90.0,,,,,-1.0,-73.5,-73.5,,,,-90.0,,False,,,,,True,True,True,,,,False
48177,352,545.0,,0.0,,,,,528.0,231.7,192.9,145.6,,,498.3,193.0,,-352.0,,,,,176.0,-120.3,-159.1,-206.4,,,146.3,,False,,,,,True,True,True,False,,,True
48179,100,30.0,,0.0,,,,,157.0,101.7,2.3,24.4,,,16.9,-70.0,,-100.0,,,,,57.0,1.7,-97.7,-75.6,,,-83.1,,False,,,,,True,True,False,False,,,False
48181,509,565.0,396.3,1315.0,,,,,1209.0,1290.8,412.3,523.7,,,1261.8,56.0,-112.7,806.0,,,,,700.0,781.8,-96.7,14.7,,,752.8,False,False,,,,,False,False,False,True,,,False
48183,761,1230.0,1431.7,2351.0,,,,,2368.0,1031.5,579.7,1116.0,1298.8,,1857.4,469.0,670.7,1590.0,,,,,1607.0,270.5,-181.3,355.0,537.8,,1096.4,False,False,,,,,False,True,True,True,False,,False
48185,262,300.0,,258.0,,,,,532.0,270.4,121.2,209.7,,,42.3,38.0,,-4.0,,,,,270.0,8.4,-140.8,-52.3,,,-219.7,,True,,,,,False,True,False,False,,,False
48187,577,1335.0,1774.2,7034.0,,,,,2718.0,1169.1,1529.4,1159.4,,,5418.1,758.0,1197.2,6457.0,,,,,2141.0,592.1,952.4,582.4,,,4841.1,False,False,,,,,False,True,False,True,,,False
48189,652,615.0,,340.0,,,,,539.0,446.0,1201.0,45.0,,,144.6,-37.0,,-312.0,,,,,-113.0,-206.0,549.0,-607.0,,,-507.4,,False,,,,,False,False,False,False,,,False
48191,14,0.0,,0.0,,,,,14.0,10.4,0.1,,,,0.0,-14.0,,-14.0,,,,,0.0,-3.6,-13.9,,,,-14.0,,False,,,,,True,True,True,,,,False
48193,59,45.0,,0.0,,,,,28.0,55.6,31.0,,,,3.7,-14.0,,-59.0,,,,,-31.0,-3.4,-28.0,,,,-55.3,,False,,,,,False,True,False,,,,False
48195,57,40.0,,0.0,,,,,10.0,32.4,10.0,,,,144.8,-17.0,,-57.0,,,,,-47.0,-24.6,-47.0,,,,87.8,,False,,,,,False,False,False,,,,False
48197,16,5.0,,0.0,,,,,19.0,15.8,0.5,,,,9.4,-11.0,,-16.0,,,,,3.0,-0.2,-15.5,,,,-6.6,,False,,,,,True,True,False,,,,True
48199,693,600.0,236.4,1233.0,,,,,694.0,265.0,292.6,514.8,,,57.9,-93.0,-456.6,540.0,,,,,1.0,-428.0,-400.4,-178.2,,,-635.1,False,False,,,,,True,False,False,False,,,False
48201,42963,54215.0,59549.8,42690.0,,,,,58994.0,53664.0,41307.7,25656.3,58586.2,,52390.7,11252.0,16586.8,-273.0,,,,,16031.0,10701.0,-1655.3,-17306.7,15623.2,,9427.7,False,True,,,,,False,True,True,False,False,,True
48203,272,515.0,178.3,1515.0,,,,,896.0,607.1,95.9,284.3,555.2,,487.2,243.0,-93.7,1243.0,,,,,624.0,335.1,-176.1,12.3,283.2,,215.2,True,False,,,,,False,False,True,True,False,,True
48205,32,60.0,,0.0,,,,,21.0,48.4,41.5,,,,124.2,28.0,,-32.0,,,,,-11.0,16.4,9.5,,,,92.2,,False,,,,,True,True,True,,,,False
48207,29,90.0,,0.0,,,,,43.0,43.9,3.3,,,,0.0,61.0,,-29.0,,,,,14.0,14.9,-25.7,,,,-29.0,,True,,,,,True,True,True,,,,True
48209,1385,1655.0,4247.0,843.0,,,,,4214.0,1632.5,1359.6,1242.3,1110.6,,366.0,270.0,2862.0,-542.0,,,,,2829.0,247.5,-25.4,-142.7,-274.4,,-1019.0,False,False,,,,,False,True,True,True,False,,False
48211,24,15.0,,0.0,,,,,15.0,24.7,14.6,,,,9.6,-9.0,,-24.0,,,,,-9.0,0.7,-9.4,,,,-14.4,,False,,,,,False,True,False,,,,False
48213,375,620.0,398.4,1701.0,,,,,880.0,832.2,250.2,602.5,,,401.8,245.0,23.4,1326.0,,,,,505.0,457.2,-124.8,227.5,,,26.8,True,False,,,,,False,False,True,True,,,True
48215,13050,18045.0,24506.8,38914.0,,,,,39047.0,13013.2,24335.5,8353.5,17737.4,,19920.8,4995.0,11456.8,25864.0,,,,,25997.0,-36.8,11285.5,-4696.5,4687.4,,6870.8,False,False,,,,,False,True,False,True,True,,False
48217,149,255.0,,664.0,,,,,247.0,330.7,346.7,203.6,,,26.2,106.0,,515.0,,,,,98.0,181.7,197.7,54.6,,,-122.8,,False,,,,,True,False,False,True,,,False
48219,114,100.0,,370.0,,,,,161.0,113.1,47.8,61.2,,,114.3,-14.0,,256.0,,,,,47.0,-0.9,-66.2,-52.8,,,0.3,,False,,,,,False,True,False,False,,,True
48221,458,305.0,171.0,392.0,,,,,270.0,330.6,67.2,414.9,,,116.1,-153.0,-287.0,-66.0,,,,,-188.0,-127.4,-390.8,-43.1,,,-341.9,False,True,,,,,False,True,False,True,,,False
48223,113,225.0,,514.0,,,,,416.0,273.0,303.3,192.8,,,1164.9,112.0,,401.0,,,,,303.0,160.0,190.3,79.8,,,1051.9,,False,,,,,False,False,False,True,,,False
48225,129,135.0,,109.0,,,,,260.0,192.0,36.7,25.8,,,300.1,6.0,,-20.0,,,,,131.0,63.0,-92.3,-103.2,,,171.1,,False,,,,,False,False,False,False,,,False
48227,158,115.0,,0.0,,,,,1027.0,297.9,110.1,,,,330.0,-43.0,,-158.0,,,,,869.0,139.9,-47.9,,,,172.0,,False,,,,,False,False,False,,,,False
48229,18,5.0,,0.0,,,,,5.0,10.5,9.1,,,,2.3,-13.0,,-18.0,,,,,-13.0,-7.5,-8.9,,,,-15.7,,False,,,,,False,True,True,,,,False
48231,529,630.0,968.8,532.0,,,,,1137.0,740.2,211.1,723.4,,,469.6,101.0,439.8,3.0,,,,,608.0,211.2,-317.9,194.4,,,-59.4,False,True,,,,,False,False,False,False,,,True
48233,48,90.0,,88.0,,,,,61.0,136.4,38.0,,,,603.9,42.0,,40.0,,,,,13.0,88.4,-10.0,,,,555.9,,True,,,,,True,False,True,,,,False
48235,6,5.0,,0.0,,,,,6.0,21.9,0.4,,,,2.4,-1.0,,-6.0,,,,,0.0,15.9,-5.6,,,,-3.6,,False,,,,,True,False,False,,,,False
48237,106,10.0,,0.0,,,,,33.0,13.6,3.0,,,,2.6,-96.0,,-106.0,,,,,-73.0,-92.4,-103.0,,,,-103.4,,False,,,,,True,True,False,,,,False
48239,330,425.0,,3.0,,,,,278.0,161.9,,83.3,,,478.5,95.0,,-327.0,,,,,-52.0,-168.1,,-246.7,,,148.5,,False,,,,,True,False,,False,,,False
48241,301,110.0,,124.0,,,,,501.0,188.7,33.0,,,,81.9,-191.0,,-177.0,,,,,200.0,-112.3,-268.0,,,,-219.1,,True,,,,,False,True,False,,,,False
48243,2,5.0,,0.0,,,,,0.0,15.0,,,,,1.1,3.0,,-2.0,,,,,-2.0,13.0,,,,,-0.9,,True,,,,,True,False,,,,,True
48245,2234,3615.0,6198.6,3888.0,,,,,4458.0,3300.6,3690.9,2083.0,11988.8,,1874.7,1381.0,3964.6,1654.0,,,,,2224.0,1066.6,1456.9,-151.0,9754.8,,-359.3,False,False,,,,,False,True,False,True,False,,True
48247,31,50.0,,0.0,,,,,141.0,40.6,30.5,,,,2.7,19.0,,-31.0,,,,,110.0,9.6,-0.5,,,,-28.3,,False,,,,,False,True,True,,,,False
48249,517,690.0,,3155.0,,,,,1665.0,529.4,566.0,230.9,,,689.1,173.0,,2638.0,,,,,1148.0,12.4,49.0,-286.1,,,172.1,,False,,,,,False,True,True,False,,,True
48251,1420,925.0,1901.9,752.0,,,,,1397.0,1099.2,117.5,1345.0,,,264.6,-495.0,481.9,-668.0,,,,,-23.0,-320.8,-1302.5,-75.0,,,-1155.4,True,False,,,,,True,True,False,True,,,False
