,mean_rank
LNQ-ens1,4.9
COVIDhub-ensemble,5.0
COVIDhub-baseline,5.4
UCLA-SuEIR,5.9
IowaStateLW-STEM,5.9
RobertWalraven-ESG,6.0
OliverWyman-Navigator,6.1
USC-SI_kJalpha,6.1
JHU_IDD-CovidSP,6.5
LANL-GrowthRate,6.9
CU-select,7.2
