,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3141,86111.1,162.5,1447652.0,0.0,17.9,1426.3,61413498.5
OliverWyman-Navigator,2550,94345.9,256.0,1294284.1,0.0,27.2,2304.0,39488656.0
COVIDhub-ensemble,3141,105291.9,196.0,1860477.2,0.0,16.0,1681.0,67732900.0
LANL-GrowthRate,2951,116213.6,430.8,1945620.0,0.0,37.1,3040.5,85257853.7
CEID-Walk,3141,121984.2,222.3,2148223.8,0.0,19.7,2071.8,66231894.3
UCLA-SuEIR,2716,123510.9,237.0,2320622.2,0.0,22.7,2562.4,99534855.9
JHU_IDD-CovidSP,3139,128290.7,540.9,2004839.1,0.0,36.0,5493.3,67486060.7
COVIDhub-baseline,3141,128294.8,196.0,2202200.1,0.0,25.0,1936.0,63329764.0
CU-select,3103,174881.2,361.0,2656372.4,0.0,36.0,2916.0,84897796.0
USC-SI_kJalpha,2774,181176.0,289.0,5113806.3,0.0,25.0,2209.0,266701561.0
PandemicCentral-USCounty,3080,270767.6,576.0,7188033.5,0.0,49.0,4489.0,382202500.0
RobertWalraven-ESG,3141,825551.9,364.4,20408696.0,0.0,26.4,3630.1,1064103544.4
