,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
19031,7,6.0,,5.9,,6.0,7.0,,,,,,8.0,11.5,,0.7,3.8,13.2,6.0,,5.3,,5.7,,,,7.0,,10.5,-1.0,,-1.1,,-1.0,0.0,,,,,,1.0,4.5,,-6.3,-3.2,6.2,-1.0,,-1.7,,-1.3,,,,0.0,,3.5,,False,,False,True,,,,,,False,False,,False,False,False,False,,False,,False,,,,True,,False
19033,53,69.0,,62.2,,35.0,29.0,,,,,,35.0,77.3,,43.9,50.7,31.1,54.0,,34.8,,66.8,,,,80.0,,97.4,16.0,,9.2,,-18.0,-24.0,,,,,,-18.0,24.3,,-9.1,-2.3,-21.9,1.0,,-18.2,,13.8,,,,27.0,,44.4,,True,,False,False,,,,,,False,False,,True,True,False,True,,False,,True,,,,False,,False
19035,14,4.0,,5.5,,4.0,1.0,,,,,,6.0,7.1,,1.5,3.8,7.1,7.0,,3.2,,3.8,,,,8.0,,11.9,-10.0,,-8.5,,-10.0,-13.0,,,,,,-8.0,-6.9,,-12.5,-10.2,-6.9,-7.0,,-10.8,,-10.2,,,,-6.0,,-2.1,,True,,False,False,,,,,,True,True,,False,False,True,True,,False,,False,,,,True,,True
19037,20,12.0,,13.4,,6.0,7.0,,,,,,5.0,11.9,,4.1,9.0,,14.0,,2.3,,11.5,,,,13.0,,17.0,-8.0,,-6.6,,-14.0,-13.0,,,,,,-15.0,-8.1,,-15.9,-11.0,,-6.0,,-17.7,,-8.5,,,,-7.0,,-3.0,,True,,False,False,,,,,,False,False,,False,False,,True,,False,,False,,,,True,,True
19039,6,12.0,,10.8,,8.0,14.0,,,,,,7.0,12.2,,3.3,9.9,0.0,13.0,,8.2,,10.6,,,,10.0,,24.6,6.0,,4.8,,2.0,8.0,,,,,,1.0,6.2,,-2.7,3.9,-6.0,7.0,,2.2,,4.6,,,,4.0,,18.6,,True,,True,False,,,,,,True,False,,True,True,True,False,,True,,True,,,,True,,False
19041,18,26.0,,25.3,,19.0,19.0,,,,,,10.0,14.0,,9.4,20.3,11.0,21.0,,22.9,,22.5,,,,33.0,,34.2,8.0,,7.3,,1.0,1.0,,,,,,-8.0,-4.0,,-8.6,2.3,-7.0,3.0,,4.9,,4.5,,,,15.0,,16.2,,True,,True,True,,,,,,False,True,,False,True,True,True,,True,,True,,,,False,,False
19043,34,14.0,,13.3,,10.0,10.0,,,,,,9.0,21.8,,8.4,11.7,9.8,14.0,,11.7,,13.8,,,,13.0,,21.5,-20.0,,-20.7,,-24.0,-24.0,,,,,,-25.0,-12.2,,-25.6,-22.3,-24.2,-20.0,,-22.3,,-20.2,,,,-21.0,,-12.5,,False,,False,False,,,,,,False,True,,False,False,False,False,,False,,False,,,,False,,True
19045,174,94.0,,93.2,,94.0,94.0,,,,,,23.0,111.6,,132.0,120.4,60.3,94.0,,158.0,,109.4,,,,91.0,,92.9,-80.0,,-80.8,,-80.0,-80.0,,,,,,-151.0,-62.4,,-42.0,-53.6,-113.7,-80.0,,-16.0,,-64.6,,,,-83.0,,-81.1,,False,,False,False,,,,,,False,True,,True,True,False,False,,True,,True,,,,False,,False
19047,30,26.0,,26.1,,14.0,14.0,,,,,,15.0,9.9,,11.6,19.9,1.3,32.0,,9.8,,23.6,,,,18.0,,60.3,-4.0,,-3.9,,-16.0,-16.0,,,,,,-15.0,-20.1,,-18.4,-10.1,-28.7,2.0,,-20.2,,-6.4,,,,-12.0,,30.3,,True,,False,False,,,,,,False,False,,False,False,False,True,,False,,False,,,,False,,False
19049,114,108.0,111.1,108.1,,86.0,105.0,,,,,,63.0,71.4,,73.6,84.3,80.6,115.0,,87.7,,98.3,,,,110.0,,195.7,-6.0,-2.9,-5.9,,-28.0,-9.0,,,,,,-51.0,-42.6,,-40.4,-29.7,-33.4,1.0,,-26.3,,-15.7,,,,-4.0,,81.7,True,True,,False,False,,,,,,False,False,,False,False,False,True,,False,,False,,,,True,,False
19051,14,7.0,,6.2,,5.0,4.0,,,,,,4.0,6.5,,4.7,7.3,,,,9.1,,6.0,,,,8.0,,5.5,-7.0,,-7.8,,-9.0,-10.0,,,,,,-10.0,-7.5,,-9.3,-6.7,,,,-4.9,,-8.0,,,,-6.0,,-8.5,,False,,False,False,,,,,,False,False,,False,True,,,,True,,False,,,,True,,False
19053,3,6.0,,6.1,,2.0,,,,,,,3.0,5.1,,0.6,1.5,,,,1.1,,6.1,,,,6.0,,10.8,3.0,,3.1,,-1.0,,,,,,,0.0,2.1,,-2.4,-1.5,,,,-1.9,,3.1,,,,3.0,,7.8,,False,,True,,,,,,,True,True,,True,True,,,,True,,False,,,,False,,False
19055,31,20.0,,19.9,,18.0,25.0,,,,,,9.0,25.8,,16.4,22.3,23.3,21.0,,17.2,,18.2,,,,27.0,,22.0,-11.0,,-11.1,,-13.0,-6.0,,,,,,-22.0,-5.2,,-14.6,-8.7,-7.7,-10.0,,-13.8,,-12.8,,,,-4.0,,-9.0,,False,,False,True,,,,,,False,True,,False,True,True,True,,False,,False,,,,True,,True
19057,173,73.0,,70.5,,62.0,118.0,,,,,,35.0,69.1,,61.6,56.4,44.9,63.0,,120.1,,63.6,,,,99.0,,58.0,-100.0,,-102.5,,-111.0,-55.0,,,,,,-138.0,-103.9,,-111.4,-116.6,-128.1,-110.0,,-52.9,,-109.4,,,,-74.0,,-115.0,,False,,False,True,,,,,,False,False,,False,False,False,False,,True,,False,,,,True,,False
19059,12,9.0,,8.1,,8.0,5.0,,,,,,15.0,13.0,,2.4,7.6,13.5,13.0,,13.4,,8.9,,,,9.0,,22.4,-3.0,,-3.9,,-4.0,-7.0,,,,,,3.0,1.0,,-9.6,-4.4,1.5,1.0,,1.4,,-3.1,,,,-3.0,,10.4,,False,,False,False,,,,,,False,True,,False,False,True,True,,True,,False,,,,False,,False
19061,104,130.0,340.9,130.7,,109.0,121.0,,,,,,66.0,177.2,,86.6,96.1,83.8,117.0,,36.2,,122.8,,,,122.0,,181.2,26.0,236.9,26.7,,5.0,17.0,,,,,,-38.0,73.2,,-17.4,-7.9,-20.2,13.0,,-67.8,,18.8,,,,18.0,,77.2,False,False,,True,True,,,,,,False,False,,True,True,True,True,,False,,True,,,,True,,False
19063,14,7.0,,10.2,,7.0,14.0,,,,,,7.0,14.1,,2.7,6.1,0.0,8.0,,4.5,,8.6,,,,5.0,,18.3,-7.0,,-3.8,,-7.0,0.0,,,,,,-7.0,0.1,,-11.3,-7.9,-14.0,-6.0,,-9.5,,-5.4,,,,-9.0,,4.3,,True,,False,True,,,,,,False,True,,False,False,False,True,,False,,True,,,,False,,True
19065,23,17.0,,16.2,,12.0,10.0,,,,,,12.0,15.5,,11.3,13.8,9.8,18.0,,4.1,,14.8,,,,19.0,,26.1,-6.0,,-6.8,,-11.0,-13.0,,,,,,-11.0,-7.5,,-11.7,-9.2,-13.2,-5.0,,-18.9,,-8.2,,,,-4.0,,3.1,,False,,False,False,,,,,,False,False,,False,False,False,True,,False,,False,,,,True,,True
19067,19,24.0,,25.0,,19.0,36.0,,,,,,8.0,27.3,,11.6,18.8,19.6,19.0,,15.7,,20.1,,,,25.0,,34.3,5.0,,6.0,,0.0,17.0,,,,,,-11.0,8.3,,-7.4,-0.2,0.6,0.0,,-3.3,,1.1,,,,6.0,,15.3,,False,,True,False,,,,,,False,False,,False,True,True,True,,True,,True,,,,False,,False
19069,13,26.0,,25.6,,16.0,35.0,,,,,,5.0,28.5,,13.8,16.1,0.0,24.0,,10.8,,24.6,,,,19.0,,40.0,13.0,,12.6,,3.0,22.0,,,,,,-8.0,15.5,,0.8,3.1,-13.0,11.0,,-2.2,,11.6,,,,6.0,,27.0,,True,,True,False,,,,,,True,False,,True,True,True,True,,True,,True,,,,True,,False
19071,9,3.0,,3.6,,3.0,5.0,,,,,,3.0,6.9,,2.2,3.2,,6.0,,1.0,,,,,,4.0,,9.0,-6.0,,-5.4,,-6.0,-4.0,,,,,,-6.0,-2.1,,-6.8,-5.8,,-3.0,,-8.0,,,,,,-5.0,,-0.0,,True,,False,True,,,,,,False,True,,False,True,,True,,False,,,,,,True,,True
19073,4,1.0,,0.8,,1.0,0.0,,,,,,2.0,4.3,,1.1,0.5,,,,3.4,,1.3,,,,2.0,,5.4,-3.0,,-3.2,,-3.0,-4.0,,,,,,-2.0,0.3,,-2.9,-3.5,,,,-0.6,,-2.7,,,,-2.0,,1.4,,False,,False,False,,,,,,True,True,,True,False,,,,True,,True,,,,True,,True
19075,21,10.0,,9.8,,6.0,7.0,,,,,,4.0,14.8,,5.0,8.9,,12.0,,4.5,,9.2,,,,11.0,,17.1,-11.0,,-11.2,,-15.0,-14.0,,,,,,-17.0,-6.2,,-16.0,-12.1,,-9.0,,-16.5,,-11.8,,,,-10.0,,-3.9,,False,,False,False,,,,,,False,True,,False,False,,True,,False,,False,,,,True,,True
19077,11,15.0,,13.8,,9.0,7.0,,,,,,4.0,13.6,,5.4,9.4,11.0,13.0,,10.8,,14.0,,,,15.0,,20.4,4.0,,2.8,,-2.0,-4.0,,,,,,-7.0,2.6,,-5.6,-1.6,0.0,2.0,,-0.2,,3.0,,,,4.0,,9.4,,True,,True,False,,,,,,False,True,,False,True,True,True,,True,,True,,,,False,,False
19079,13,12.0,,11.3,,8.0,7.0,,,,,,8.0,12.9,,8.0,15.1,10.5,16.0,,0.4,,10.8,,,,10.0,,27.6,-1.0,,-1.7,,-5.0,-6.0,,,,,,-5.0,-0.1,,-5.0,2.1,-2.5,3.0,,-12.6,,-2.2,,,,-3.0,,14.6,,False,,False,False,,,,,,False,True,,False,False,False,False,,False,,False,,,,False,,False
19081,9,4.0,,0.8,,4.0,4.0,,,,,,4.0,9.5,,1.9,4.4,9.4,,,3.2,,7.2,,,,3.0,,12.3,-5.0,,-8.2,,-5.0,-5.0,,,,,,-5.0,0.5,,-7.1,-4.6,0.4,,,-5.8,,-1.8,,,,-6.0,,3.3,,False,,False,False,,,,,,False,True,,False,True,True,,,False,,True,,,,False,,True
19083,18,15.0,,16.8,,12.0,15.0,,,,,,8.0,26.4,,4.8,9.8,22.0,13.0,,9.7,,12.2,,,,12.0,,22.0,-3.0,,-1.2,,-6.0,-3.0,,,,,,-10.0,8.4,,-13.2,-8.2,4.0,-5.0,,-8.3,,-5.8,,,,-6.0,,4.0,,True,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,False,,False
19085,19,10.0,,10.0,,8.0,12.0,,,,,,7.0,15.9,,3.3,7.4,14.1,7.0,,8.3,,11.4,,,,11.0,,19.8,-9.0,,-9.0,,-11.0,-7.0,,,,,,-12.0,-3.1,,-15.7,-11.6,-4.9,-12.0,,-10.7,,-7.6,,,,-8.0,,0.8,,True,,False,True,,,,,,False,True,,False,False,True,False,,False,,True,,,,True,,True
19087,54,28.0,,26.5,,27.0,36.0,,,,,,14.0,19.1,,40.9,44.3,9.2,,,56.4,,25.1,,,,33.0,,24.4,-26.0,,-27.5,,-27.0,-18.0,,,,,,-40.0,-34.9,,-13.1,-9.7,-44.8,,,2.4,,-28.9,,,,-21.0,,-29.6,,False,,False,True,,,,,,False,False,,True,True,False,,,True,,False,,,,True,,False
19089,27,7.0,,6.0,,6.0,0.0,,,,,,3.0,5.9,,10.8,15.8,,,,8.1,,6.3,,,,8.0,,20.6,-20.0,,-21.0,,-21.0,-27.0,,,,,,-24.0,-21.1,,-16.2,-11.2,,,,-18.9,,-20.7,,,,-19.0,,-6.4,,False,,False,False,,,,,,False,False,,True,True,,,,True,,False,,,,True,,True
19091,4,25.0,,26.3,,15.0,29.0,,,,,,4.0,15.2,,8.7,14.5,13.5,15.0,,9.6,,22.8,,,,26.0,,31.5,21.0,,22.3,,11.0,25.0,,,,,,0.0,11.2,,4.7,10.5,9.5,11.0,,5.6,,18.8,,,,22.0,,27.5,,False,,True,False,,,,,,True,True,,True,True,True,True,,True,,True,,,,False,,False
19093,4,4.0,,3.9,,2.0,0.0,,,,,,3.0,2.3,,1.7,1.9,,1.0,,1.2,,3.6,,,,5.0,,10.3,0.0,,-0.1,,-2.0,-4.0,,,,,,-1.0,-1.7,,-2.3,-2.1,,-3.0,,-2.8,,-0.4,,,,1.0,,6.3,,False,,False,False,,,,,,False,False,,False,False,,False,,False,,False,,,,False,,False
19095,9,2.0,,2.4,,3.0,7.0,,,,,,9.0,9.5,,3.1,1.6,,,,1.0,,3.5,,,,2.0,,6.5,-7.0,,-6.6,,-6.0,-2.0,,,,,,0.0,0.5,,-5.9,-7.4,,,,-8.0,,-5.5,,,,-7.0,,-2.5,,True,,True,True,,,,,,True,True,,True,False,,,,False,,True,,,,False,,True
19097,11,18.0,,18.0,,10.0,9.0,,,,,,7.0,33.0,,5.1,9.6,20.3,12.0,,9.1,,18.3,,,,16.0,,27.2,7.0,,7.0,,-1.0,-2.0,,,,,,-4.0,22.0,,-5.9,-1.4,9.3,1.0,,-1.9,,7.3,,,,5.0,,16.2,,True,,True,True,,,,,,True,False,,True,True,False,True,,True,,False,,,,True,,False
19099,25,19.0,,20.2,,19.0,33.0,,,,,,23.0,39.1,,11.1,18.7,15.2,24.0,,12.2,,20.7,,,,23.0,,36.9,-6.0,,-4.8,,-6.0,8.0,,,,,,-2.0,14.1,,-13.9,-6.3,-9.8,-1.0,,-12.8,,-4.3,,,,-2.0,,11.9,,True,,False,False,,,,,,True,False,,False,False,False,True,,False,,True,,,,True,,False
19101,12,8.0,,8.0,,6.0,7.0,,,,,,11.0,11.6,,3.1,4.4,,6.0,,5.4,,7.1,,,,9.0,,6.9,-4.0,,-4.0,,-6.0,-5.0,,,,,,-1.0,-0.4,,-8.9,-7.6,,-6.0,,-6.6,,-4.9,,,,-3.0,,-5.1,,False,,False,False,,,,,,True,True,,False,False,,False,,False,,False,,,,True,,False
19103,272,115.0,206.0,114.5,,95.0,90.0,,,,,,86.0,170.4,,69.6,94.6,120.6,105.0,,108.5,,125.8,82.0,,,104.0,,131.2,-157.0,-66.0,-157.5,,-177.0,-182.0,,,,,,-186.0,-101.6,,-202.4,-177.4,-151.4,-167.0,,-163.5,,-146.2,-190.0,,,-168.0,,-140.8,True,False,,False,False,,,,,,False,True,,False,False,True,False,,False,,True,False,,,False,,True
19105,15,6.0,,5.8,,6.0,5.0,,,,,,11.0,22.1,,4.7,8.5,10.3,9.0,,4.5,,6.0,,,,5.0,,10.7,-9.0,,-9.2,,-9.0,-10.0,,,,,,-4.0,7.1,,-10.3,-6.5,-4.7,-6.0,,-10.5,,-9.0,,,,-10.0,,-4.3,,False,,False,False,,,,,,True,True,,False,True,True,True,,False,,True,,,,False,,True
19107,5,8.0,,8.1,,5.0,0.0,,,,,,5.0,6.9,,1.9,4.6,,,,13.9,,7.5,,,,8.0,,9.1,3.0,,3.1,,0.0,-5.0,,,,,,0.0,1.9,,-3.1,-0.4,,,,8.9,,2.5,,,,3.0,,4.1,,False,,True,False,,,,,,True,True,,False,True,,,,False,,True,,,,False,,False
19109,8,14.0,,12.3,,12.0,7.0,,,,,,5.0,18.8,,8.2,13.2,12.1,15.0,,35.0,,13.1,,,,19.0,,27.4,6.0,,4.3,,4.0,-1.0,,,,,,-3.0,10.8,,0.2,5.2,4.1,7.0,,27.0,,5.1,,,,11.0,,19.4,,True,,True,True,,,,,,True,False,,True,True,True,False,,False,,True,,,,False,,False
19111,96,36.0,,36.3,,35.0,56.0,,,,,,17.0,40.2,,35.0,31.3,26.5,,,36.5,,37.6,,,,43.0,,38.5,-60.0,,-59.7,,-61.0,-40.0,,,,,,-79.0,-55.8,,-61.0,-64.7,-69.5,,,-59.5,,-58.4,,,,-53.0,,-57.5,,True,,False,True,,,,,,False,True,,False,False,False,,,True,,True,,,,True,,True
19113,198,183.0,157.1,180.8,,152.0,143.0,,,,,,140.0,360.5,,137.5,150.7,262.7,164.0,,145.3,,161.4,152.0,,,175.0,,194.2,-15.0,-40.9,-17.2,,-46.0,-55.0,,,,,,-58.0,162.5,,-60.5,-47.3,64.7,-34.0,,-52.7,,-36.6,-46.0,,,-23.0,,-3.8,False,False,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,False,,,False,,True
19115,4,0.0,,0.0,,0.0,0.0,,,,,,8.0,2.5,,3.8,1.7,0.4,,,0.4,,0.5,,,,0.0,,10.7,-4.0,,-4.0,,-4.0,-4.0,,,,,,4.0,-1.5,,-0.2,-2.3,-3.6,,,-3.6,,-3.5,,,,-4.0,,6.7,,False,,False,False,,,,,,False,True,,True,True,True,,,True,,True,,,,False,,False
19117,4,12.0,,11.9,,7.0,22.0,,,,,,6.0,10.1,,2.3,6.8,,6.0,,6.4,,11.5,,,,12.0,,9.7,8.0,,7.9,,3.0,18.0,,,,,,2.0,6.1,,-1.7,2.8,,2.0,,2.4,,7.5,,,,8.0,,5.7,,True,,True,False,,,,,,True,True,,True,True,,True,,True,,True,,,,False,,True
19119,9,14.0,,14.7,,11.0,9.0,,,,,,6.0,20.2,,6.8,10.1,12.9,13.0,,15.4,,13.4,,,,15.0,,29.4,5.0,,5.7,,2.0,0.0,,,,,,-3.0,11.2,,-2.2,1.1,3.9,4.0,,6.4,,4.4,,,,6.0,,20.4,,False,,True,True,,,,,,True,False,,True,True,True,True,,False,,True,,,,False,,False
19121,13,15.0,,14.8,,14.0,20.0,,,,,,6.0,26.1,,4.5,12.0,22.4,13.0,,12.6,,14.3,,,,15.0,,19.2,2.0,,1.8,,1.0,7.0,,,,,,-7.0,13.1,,-8.5,-1.0,9.4,0.0,,-0.4,,1.3,,,,2.0,,6.2,,True,,True,False,,,,,,False,False,,False,True,False,True,,True,,True,,,,False,,False
19123,13,6.0,,5.9,,4.0,0.0,,,,,,13.0,12.2,,1.7,4.4,3.0,7.0,,5.4,,6.2,,,,6.0,,4.7,-7.0,,-7.1,,-9.0,-13.0,,,,,,0.0,-0.8,,-11.3,-8.6,-10.0,-6.0,,-7.6,,-6.8,,,,-7.0,,-8.3,,False,,False,False,,,,,,True,True,,False,False,False,True,,False,,True,,,,False,,False
19125,92,29.0,,27.7,,27.0,26.0,,,,,,20.0,43.6,,36.7,35.0,26.0,33.0,,16.7,,27.1,,,,31.0,,40.6,-63.0,,-64.3,,-65.0,-66.0,,,,,,-72.0,-48.4,,-55.3,-57.0,-66.0,-59.0,,-75.3,,-64.9,,,,-61.0,,-51.4,,False,,False,False,,,,,,False,True,,True,True,False,True,,False,,False,,,,True,,True
19127,71,56.0,,52.1,,45.0,37.0,,,,,,43.0,56.2,,50.1,63.9,6.8,79.0,,45.5,,50.8,,,,45.0,,89.2,-15.0,,-18.9,,-26.0,-34.0,,,,,,-28.0,-14.8,,-20.9,-7.1,-64.2,8.0,,-25.5,,-20.2,,,,-26.0,,18.2,,False,,False,False,,,,,,False,True,,False,True,False,True,,False,,False,,,,False,,False
19129,18,8.0,,8.3,,7.0,7.0,,,,,,9.0,15.3,,4.4,7.0,,7.0,,3.8,,10.4,,,,8.0,,15.1,-10.0,,-9.7,,-11.0,-11.0,,,,,,-9.0,-2.7,,-13.6,-11.0,,-11.0,,-14.2,,-7.6,,,,-10.0,,-2.9,,True,,False,False,,,,,,True,True,,False,False,,False,,False,,True,,,,False,,True
19131,9,5.0,,4.8,,3.0,0.0,,,,,,3.0,6.2,,3.1,0.9,,6.0,,6.8,,5.8,,,,5.0,,15.4,-4.0,,-4.2,,-6.0,-9.0,,,,,,-6.0,-2.8,,-5.9,-8.1,,-3.0,,-2.2,,-3.2,,,,-4.0,,6.4,,False,,False,False,,,,,,False,True,,False,False,,True,,True,,True,,,,False,,False
19133,9,2.0,,2.4,,2.0,0.0,,,,,,4.0,4.1,,3.4,0.6,,4.0,,2.2,,2.4,,,,2.0,,11.9,-7.0,,-6.6,,-7.0,-9.0,,,,,,-5.0,-4.9,,-5.6,-8.4,,-5.0,,-6.8,,-6.6,,,,-7.0,,2.9,,True,,False,False,,,,,,True,True,,True,False,,True,,True,,True,,,,False,,True
19135,14,5.0,,5.4,,4.0,0.0,,,,,,4.0,5.3,,3.3,3.5,,7.0,,6.9,,4.4,,,,5.0,,4.7,-9.0,,-8.6,,-10.0,-14.0,,,,,,-10.0,-8.7,,-10.7,-10.5,,-7.0,,-7.1,,-9.6,,,,-9.0,,-9.3,,True,,False,False,,,,,,False,True,,False,False,,True,,True,,False,,,,False,,False
19137,5,5.0,,3.6,,4.0,7.0,,,,,,4.0,12.3,,1.7,3.3,,6.0,,4.7,,4.1,,,,9.0,,10.7,0.0,,-1.4,,-1.0,2.0,,,,,,-1.0,7.3,,-3.3,-1.7,,1.0,,-0.3,,-0.9,,,,4.0,,5.7,,False,,False,False,,,,,,False,False,,False,False,,False,,False,,False,,,,False,,False
19139,36,41.0,,40.8,,31.0,31.0,,,,,,31.0,50.1,,29.2,33.6,17.0,50.0,,32.5,,40.4,,,,35.0,,89.7,5.0,,4.8,,-5.0,-5.0,,,,,,-5.0,14.1,,-6.8,-2.4,-19.0,14.0,,-3.5,,4.4,,,,-1.0,,53.7,,True,,False,False,,,,,,False,False,,False,True,False,False,,True,,True,,,,True,,False
19141,15,10.0,,10.7,,9.0,11.0,,,,,,8.0,15.4,,3.9,9.5,14.4,8.0,,5.7,,10.5,,,,7.0,,22.3,-5.0,,-4.3,,-6.0,-4.0,,,,,,-7.0,0.4,,-11.1,-5.5,-0.6,-7.0,,-9.3,,-4.5,,,,-8.0,,7.3,,True,,False,True,,,,,,False,True,,False,False,True,False,,False,,True,,,,False,,False
19143,2,6.0,,5.9,,3.0,0.0,,,,,,4.0,6.9,,2.9,3.0,,6.0,,2.2,,4.9,,,,10.0,,20.4,4.0,,3.9,,1.0,-2.0,,,,,,2.0,4.9,,0.9,1.0,,4.0,,0.2,,2.9,,,,8.0,,18.4,,True,,True,True,,,,,,True,False,,True,True,,False,,True,,True,,,,False,,False
19145,5,7.0,,6.9,,6.0,9.0,,,,,,8.0,16.6,,1.4,4.2,13.7,6.0,,1.9,,6.2,,,,8.0,,21.7,2.0,,1.9,,1.0,4.0,,,,,,3.0,11.6,,-3.6,-0.8,8.7,1.0,,-3.1,,1.2,,,,3.0,,16.7,,True,,True,False,,,,,,False,False,,False,True,False,True,,False,,True,,,,False,,False
19147,9,15.0,,15.2,,11.0,7.0,,,,,,3.0,12.2,,10.7,13.4,12.2,15.0,,0.0,,13.4,,,,16.0,,28.6,6.0,,6.2,,2.0,-2.0,,,,,,-6.0,3.2,,1.7,4.4,3.2,6.0,,-9.0,,4.4,,,,7.0,,19.6,,False,,True,True,,,,,,False,True,,True,True,True,False,,False,,True,,,,False,,False
19149,106,46.0,,44.5,,30.0,33.0,,,,,,17.0,23.9,,30.0,36.2,17.7,46.0,,21.9,,42.4,,,,48.0,,79.8,-60.0,,-61.5,,-76.0,-73.0,,,,,,-89.0,-82.1,,-76.0,-69.8,-88.3,-60.0,,-84.2,,-63.6,,,,-58.0,,-26.2,,False,,False,False,,,,,,False,False,,False,False,False,False,,False,,False,,,,True,,True
19151,2,7.0,,6.6,,2.0,0.0,,,,,,2.0,4.0,,1.2,2.9,1.3,6.0,,3.8,,6.7,,,,8.0,,20.3,5.0,,4.6,,0.0,-2.0,,,,,,0.0,2.0,,-0.8,0.9,-0.7,4.0,,1.8,,4.7,,,,6.0,,18.3,,True,,True,True,,,,,,True,True,,True,True,True,True,,True,,True,,,,False,,False
19153,732,698.0,422.1,703.8,575.6,556.0,729.0,,,,,,490.0,433.0,,540.5,571.4,288.6,689.0,,462.7,,702.9,580.0,,,694.0,,1013.8,-34.0,-309.9,-28.2,-156.4,-176.0,-3.0,,,,,,-242.0,-299.0,,-191.5,-160.6,-443.4,-43.0,,-269.3,,-29.1,-152.0,,,-38.0,,281.8,False,True,False,False,True,,,,,,False,False,,False,False,False,False,,False,,True,False,,,False,,False
19155,94,102.0,125.9,91.7,,81.0,72.0,,,,,,63.0,102.6,,77.2,84.5,76.0,104.0,,84.7,,91.2,,,,93.0,,208.7,8.0,31.9,-2.3,,-13.0,-22.0,,,,,,-31.0,8.6,,-16.8,-9.5,-18.0,10.0,,-9.3,,-2.8,,,,-1.0,,114.7,False,True,,False,False,,,,,,False,False,,False,False,False,False,,False,,True,,,,True,,False
19157,14,5.0,,5.6,,7.0,7.0,,,,,,10.0,11.0,,1.6,6.5,12.8,7.0,,4.8,,11.1,,,,4.0,,3.6,-9.0,,-8.4,,-7.0,-7.0,,,,,,-4.0,-3.0,,-12.4,-7.5,-1.2,-7.0,,-9.2,,-2.9,,,,-10.0,,-10.4,,True,,True,True,,,,,,True,True,,False,True,True,True,,False,,True,,,,False,,False
19159,5,3.0,,3.3,,1.0,0.0,,,,,,1.0,1.6,,0.5,0.3,,0.0,,0.9,,3.0,,,,4.0,,6.8,-2.0,,-1.7,,-4.0,-5.0,,,,,,-4.0,-3.4,,-4.5,-4.7,,-5.0,,-4.1,,-2.0,,,,-1.0,,1.8,,True,,False,False,,,,,,False,False,,False,False,,False,,False,,True,,,,True,,True
19161,11,4.0,,3.7,,4.0,0.0,,,,,,4.0,5.9,,5.0,4.3,,8.0,,2.4,,3.9,,,,5.0,,11.9,-7.0,,-7.3,,-7.0,-11.0,,,,,,-7.0,-5.1,,-6.0,-6.7,,-3.0,,-8.6,,-7.1,,,,-6.0,,0.9,,False,,False,False,,,,,,False,True,,True,True,,True,,False,,False,,,,True,,True
