,count,mean,median,std,min,25%,75%,max
OliverWyman-Navigator,2705,588404.2,1296.0,9367559.9,0.0,135.1,14641.0,362978704.0
LNQ-ens1,3141,758362.6,1015.7,18335820.3,0.0,80.3,10099.3,800169755.1
USC-SI_kJalpha,2769,777493.3,1764.0,17996375.1,0.0,169.0,14884.0,900540081.0
JHU_IDD-CovidSP,3139,889536.7,2430.8,13421452.5,0.0,179.3,30389.8,606323482.7
COVIDhub-ensemble,3141,1038084.8,961.0,35228832.9,0.0,100.0,8836.0,1874110681.0
COVIDhub-baseline,3141,1332007.0,1024.0,28242050.9,0.0,100.0,10609.0,1152738304.0
LANL-GrowthRate,2950,1849278.1,2162.6,47646390.8,0.0,201.4,19660.6,2298787009.9
UCLA-SuEIR,2895,2013719.9,1377.2,55099058.8,0.0,113.0,15064.1,2397223653.8
IowaStateLW-STEM,3103,2630821.7,1444.0,59103051.4,0.0,100.0,15876.0,2356811209.0
CU-select,3072,3940529.7,2809.0,104053745.6,0.0,213.6,36864.0,4855023684.0
