,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
13089,7716,8730.0,5521.7,12329.0,,,,8318.0,7580.1,3481.6,4223.2,,9376.9,1014.0,-2194.3,4613.0,,,,602.0,-135.9,-4234.4,-3492.8,,1660.9,False,False,,,,True,True,False,False,,False
13091,172,150.0,,377.0,,,,105.0,116.5,125.6,,,221.5,-22.0,,205.0,,,,-67.0,-55.5,-46.4,,,49.5,,False,,,,False,False,False,,,False
13093,56,48.0,,76.0,,,,127.0,2.8,6.7,,,10.4,-8.0,,20.0,,,,71.0,-53.2,-49.3,,,-45.6,,False,,,,False,False,False,,,False
13095,742,1062.0,30.4,5146.0,,,,4542.0,216.7,6.2,622.6,,1060.7,320.0,-711.6,4404.0,,,,3800.0,-525.3,-735.8,-119.4,,318.7,False,False,,,,False,False,False,True,,True
13097,1627,1854.0,898.0,3687.0,,,,3162.0,1942.3,879.3,1417.2,,2358.5,227.0,-729.0,2060.0,,,,1535.0,315.3,-747.7,-209.8,,731.5,False,False,,,,False,False,False,True,,False
13099,105,186.0,,321.0,,,,311.0,24.6,7.2,,,96.2,81.0,,216.0,,,,206.0,-80.4,-97.8,,,-8.8,,False,,,,False,True,False,,,True
13101,44,42.0,,0.0,,,,63.0,6.4,3.2,,,1.3,-2.0,,-44.0,,,,19.0,-37.6,-40.8,,,-42.7,,False,,,,False,False,False,,,False
13103,663,486.0,318.5,2129.0,,,,513.0,852.1,474.9,,,927.5,-177.0,-344.5,1466.0,,,,-150.0,189.1,-188.1,,,264.5,False,False,,,,True,False,False,,,False
13105,248,354.0,,1922.0,,,,147.0,298.1,120.0,,,446.2,106.0,,1674.0,,,,-101.0,50.1,-128.0,,,198.2,,False,,,,True,True,False,,,False
13107,447,420.0,,1137.0,,,,78.0,252.1,156.4,,,186.7,-27.0,,690.0,,,,-369.0,-194.9,-290.6,,,-260.3,,False,,,,False,False,False,,,False
13109,284,108.0,,333.0,,,,27.0,23.1,,,,358.8,-176.0,,49.0,,,,-257.0,-260.9,,,,74.8,,True,,,,False,False,,,,True
13111,287,96.0,,148.0,,,,125.0,30.0,124.4,,,649.6,-191.0,,-139.0,,,,-162.0,-257.0,-162.6,,,362.6,,True,,,,True,False,True,,,False
13113,895,606.0,152.0,1292.0,,,,1447.0,285.0,721.1,606.6,,239.3,-289.0,-743.0,397.0,,,,552.0,-610.0,-173.9,-288.4,,-655.7,False,False,,,,False,False,True,True,,False
13115,1282,780.0,731.2,1863.0,,,,2027.0,233.7,599.0,1276.3,,1344.4,-502.0,-550.8,581.0,,,,745.0,-1048.3,-683.0,-5.7,,62.4,False,False,,,,False,False,False,True,,True
13117,1674,1134.0,733.1,1515.0,,,,1682.0,1004.3,2014.6,1893.5,,1418.9,-540.0,-940.9,-159.0,,,,8.0,-669.7,340.6,219.5,,-255.1,False,True,,,,True,False,True,True,,True
13119,247,198.0,,499.0,,,,389.0,79.2,186.5,,,283.8,-49.0,,252.0,,,,142.0,-167.8,-60.5,,,36.8,,False,,,,False,False,False,,,True
13121,13268,11526.0,5954.2,21752.0,,,,10550.0,16900.3,5839.0,31516.5,,9760.0,-1742.0,-7313.8,8484.0,,,,-2718.0,3632.3,-7429.0,18248.5,,-3508.0,False,False,,,,False,False,False,False,,False
13123,474,264.0,,782.0,,,,232.0,249.3,48.6,,,1126.9,-210.0,,308.0,,,,-242.0,-224.7,-425.4,,,652.9,,False,,,,False,False,False,,,False
13125,23,24.0,,0.0,,,,9.0,3.9,,,,2.1,1.0,,-23.0,,,,-14.0,-19.1,,,,-20.9,,False,,,,False,False,,,,False
13127,1327,2466.0,3525.3,1496.0,,,,3113.0,2326.6,855.0,1702.3,,1140.0,1139.0,2198.3,169.0,,,,1786.0,999.6,-472.0,375.3,,-187.0,False,True,,,,False,True,True,True,,True
13129,913,498.0,435.8,1289.0,,,,951.0,253.3,390.8,1171.5,,1058.6,-415.0,-477.2,376.0,,,,38.0,-659.7,-522.2,258.5,,145.6,False,True,,,,True,False,False,True,,True
13131,365,180.0,,236.0,,,,510.0,37.2,148.6,,,41.6,-185.0,,-129.0,,,,145.0,-327.8,-216.4,,,-323.4,,True,,,,True,False,False,,,False
13133,279,96.0,,150.0,,,,93.0,10.5,44.0,,,359.5,-183.0,,-129.0,,,,-186.0,-268.5,-235.0,,,80.5,,True,,,,False,False,False,,,True
13135,11917,9552.0,16834.0,20790.0,,,,6977.0,7220.4,6581.5,6731.1,,8098.0,-2365.0,4917.0,8873.0,,,,-4940.0,-4696.6,-5335.5,-5185.9,,-3819.0,False,False,,,,False,False,False,False,,False
13137,507,270.0,,434.0,,,,790.0,50.6,134.4,,,403.8,-237.0,,-73.0,,,,283.0,-456.4,-372.6,,,-103.2,,True,,,,False,False,False,,,True
13139,3207,2274.0,310.7,6161.0,,,,3764.0,2389.7,387.3,2011.6,,3616.7,-933.0,-2896.3,2954.0,,,,557.0,-817.3,-2819.7,-1195.4,,409.7,False,False,,,,True,True,False,False,,True
13141,119,42.0,,0.0,,,,30.0,3.9,1.7,,,43.9,-77.0,,-119.0,,,,-89.0,-115.1,-117.3,,,-75.1,,False,,,,False,False,False,,,True
13143,179,132.0,,286.0,,,,278.0,57.9,150.6,,,636.7,-47.0,,107.0,,,,99.0,-121.1,-28.4,,,457.7,,False,,,,False,False,True,,,False
13145,289,312.0,,301.0,,,,356.0,74.3,199.6,,,205.8,23.0,,12.0,,,,67.0,-214.7,-89.4,,,-83.2,,True,,,,False,False,False,,,False
13147,268,174.0,,715.0,,,,181.0,113.3,199.3,,,306.7,-94.0,,447.0,,,,-87.0,-154.7,-68.7,,,38.7,,False,,,,True,False,True,,,True
13149,80,102.0,,131.0,,,,54.0,38.0,,,,21.7,22.0,,51.0,,,,-26.0,-42.0,,,,-58.3,,False,,,,False,False,,,,False
13151,2338,2004.0,838.9,4417.0,,,,2072.0,1640.7,1457.2,2061.7,,3140.5,-334.0,-1499.1,2079.0,,,,-266.0,-697.3,-880.8,-276.3,,802.5,False,False,,,,True,False,False,True,,False
13153,1449,1392.0,751.9,3165.0,,,,1524.0,1175.3,945.5,1433.4,,1248.9,-57.0,-697.1,1716.0,,,,75.0,-273.7,-503.5,-15.6,,-200.1,False,False,,,,False,False,False,True,,False
13155,93,156.0,,324.0,,,,57.0,126.2,74.1,,,183.1,63.0,,231.0,,,,-36.0,33.2,-18.9,,,90.1,,False,,,,True,True,True,,,False
13157,799,516.0,363.2,1186.0,,,,634.0,156.7,502.9,829.1,,401.0,-283.0,-435.8,387.0,,,,-165.0,-642.3,-296.1,30.1,,-398.0,False,False,,,,True,False,False,True,,False
13159,101,66.0,,121.0,,,,73.0,35.3,,,,247.0,-35.0,,20.0,,,,-28.0,-65.7,,,,146.0,,True,,,,True,False,,,,False
13161,440,168.0,,0.0,,,,68.0,31.2,144.9,,,212.1,-272.0,,-440.0,,,,-372.0,-408.8,-295.1,,,-227.9,,False,,,,False,False,False,,,True
13163,415,348.0,,1388.0,,,,58.0,276.6,127.1,,,247.9,-67.0,,973.0,,,,-357.0,-138.4,-287.9,,,-167.1,,False,,,,False,False,False,,,False
13165,145,102.0,,28.0,,,,40.0,9.8,71.5,,,58.1,-43.0,,-117.0,,,,-105.0,-135.2,-73.5,,,-86.9,,False,,,,False,False,False,,,False
13167,160,138.0,,78.0,,,,42.0,16.4,21.1,,,107.8,-22.0,,-82.0,,,,-118.0,-143.6,-138.9,,,-52.2,,False,,,,False,False,False,,,False
13169,245,192.0,,519.0,,,,98.0,19.4,247.1,,,107.2,-53.0,,274.0,,,,-147.0,-225.6,2.1,,,-137.8,,False,,,,False,False,True,,,False
13171,164,102.0,,201.0,,,,182.0,29.8,94.8,,,112.4,-62.0,,37.0,,,,18.0,-134.2,-69.2,,,-51.6,,True,,,,True,False,False,,,True
13173,83,114.0,,74.0,,,,172.0,29.4,74.3,,,101.6,31.0,,-9.0,,,,89.0,-53.6,-8.7,,,18.6,,True,,,,False,False,True,,,True
13175,850,852.0,,4315.0,,,,294.0,1347.1,411.4,,,1126.2,2.0,,3465.0,,,,-556.0,497.1,-438.6,,,276.2,,False,,,,False,False,False,,,False
13177,214,120.0,,78.0,,,,559.0,25.7,20.9,,,24.2,-94.0,,-136.0,,,,345.0,-188.3,-193.1,,,-189.8,,False,,,,False,False,False,,,False
13179,624,552.0,178.8,5127.0,,,,569.0,1205.1,279.6,,,2067.2,-72.0,-445.2,4503.0,,,,-55.0,581.1,-344.4,,,1443.2,False,False,,,,True,False,False,,,False
13181,123,66.0,,141.0,,,,28.0,24.2,,,,63.8,-57.0,,18.0,,,,-95.0,-98.8,,,,-59.2,,True,,,,False,False,,,,False
13183,114,84.0,,0.0,,,,38.0,34.7,,,,387.6,-30.0,,-114.0,,,,-76.0,-79.3,,,,273.6,,False,,,,False,False,,,,False
13185,1548,3012.0,5038.2,3734.0,,,,2991.0,436.7,1084.8,3418.6,,458.8,1464.0,3490.2,2186.0,,,,1443.0,-1111.3,-463.2,1870.6,,-1089.2,False,False,,,,True,True,True,False,,True
13187,393,120.0,,266.0,,,,248.0,128.9,97.0,,,1001.0,-273.0,,-127.0,,,,-145.0,-264.1,-296.0,,,608.0,,True,,,,True,True,False,,,False
13189,322,180.0,,701.0,,,,157.0,51.5,103.5,,,196.9,-142.0,,379.0,,,,-165.0,-270.5,-218.5,,,-125.1,,False,,,,False,False,False,,,True
13191,152,102.0,,281.0,,,,155.0,44.7,,,,34.9,-50.0,,129.0,,,,3.0,-107.3,,,,-117.1,,False,,,,True,False,,,,False
13193,57,114.0,,88.0,,,,81.0,17.1,7.8,,,369.5,57.0,,31.0,,,,24.0,-39.9,-49.2,,,312.5,,True,,,,True,True,True,,,False
13195,329,288.0,,764.0,,,,197.0,144.3,233.7,,,573.3,-41.0,,435.0,,,,-132.0,-184.7,-95.3,,,244.3,,False,,,,False,False,False,,,False
13197,66,72.0,,133.0,,,,47.0,24.6,,,,269.8,6.0,,67.0,,,,-19.0,-41.4,,,,203.8,,False,,,,False,False,,,,False
13199,205,210.0,,348.0,,,,179.0,38.2,117.6,,,158.0,5.0,,143.0,,,,-26.0,-166.8,-87.4,,,-47.0,,False,,,,False,False,False,,,False
13201,135,54.0,,2.0,,,,126.0,6.2,,,,149.0,-81.0,,-133.0,,,,-9.0,-128.8,,,,14.0,,False,,,,True,False,,,,True
13205,201,198.0,,256.0,,,,394.0,35.9,11.1,,,241.9,-3.0,,55.0,,,,193.0,-165.1,-189.9,,,40.9,,False,,,,False,False,False,,,False
13207,304,222.0,,386.0,,,,187.0,56.1,139.5,,,30.1,-82.0,,82.0,,,,-117.0,-247.9,-164.5,,,-273.9,,False,,,,False,False,False,,,False
13209,150,114.0,,0.0,,,,13.0,27.7,,,,144.9,-36.0,,-150.0,,,,-137.0,-122.3,,,,-5.1,,False,,,,False,False,,,,True
13211,304,78.0,,201.0,,,,123.0,14.8,,,,163.7,-226.0,,-103.0,,,,-181.0,-289.2,,,,-140.3,,True,,,,True,False,,,,True
13213,389,276.0,,399.0,,,,684.0,79.4,257.4,,,53.7,-113.0,,10.0,,,,295.0,-309.6,-131.6,,,-335.3,,True,,,,False,False,False,,,False
13215,2567,3858.0,4740.8,5942.0,,,,8026.0,2125.0,1734.8,5488.6,,3584.3,1291.0,2173.8,3375.0,,,,5459.0,-442.0,-832.2,2921.6,,1017.3,False,False,,,,False,True,True,False,,True
13217,1272,1056.0,748.2,1724.0,,,,829.0,1563.7,715.4,689.1,,1627.0,-216.0,-523.8,452.0,,,,-443.0,291.7,-556.6,-582.9,,355.0,False,False,,,,False,False,False,False,,False
13219,284,300.0,,1521.0,,,,314.0,310.0,296.6,,,452.3,16.0,,1237.0,,,,30.0,26.0,12.6,,,168.3,,False,,,,False,False,True,,,False
13221,157,48.0,,107.0,,,,66.0,5.2,53.6,,,15.8,-109.0,,-50.0,,,,-91.0,-151.8,-103.4,,,-141.2,,True,,,,True,False,True,,,False
13223,1194,1002.0,284.7,1829.0,,,,1673.0,1256.4,989.9,1662.5,,2327.2,-192.0,-909.3,635.0,,,,479.0,62.4,-204.1,468.5,,1133.2,False,False,,,,False,True,False,False,,False
13225,350,168.0,,518.0,,,,214.0,46.8,78.9,,,373.9,-182.0,,168.0,,,,-136.0,-303.2,-271.1,,,23.9,,True,,,,True,False,False,,,True
13227,362,90.0,,116.0,,,,250.0,28.4,89.5,,,629.7,-272.0,,-246.0,,,,-112.0,-333.6,-272.5,,,267.7,,True,,,,True,False,False,,,True
13229,243,324.0,,913.0,,,,166.0,81.4,102.0,,,227.8,81.0,,670.0,,,,-77.0,-161.6,-141.0,,,-15.2,,False,,,,True,False,False,,,True
13231,149,66.0,,118.0,,,,104.0,11.8,80.4,,,43.2,-83.0,,-31.0,,,,-45.0,-137.2,-68.6,,,-105.8,,True,,,,True,False,True,,,False
13233,742,528.0,,3087.0,,,,844.0,182.2,218.2,,,1045.8,-214.0,,2345.0,,,,102.0,-559.8,-523.8,,,303.8,,False,,,,True,False,False,,,False
13235,104,42.0,,15.0,,,,64.0,7.6,,,,12.4,-62.0,,-89.0,,,,-40.0,-96.4,,,,-91.6,,False,,,,True,False,,,,False
13237,344,252.0,,607.0,,,,141.0,58.8,178.3,,,23.2,-92.0,,263.0,,,,-203.0,-285.2,-165.7,,,-320.8,,False,,,,False,False,False,,,False
13239,10,24.0,,0.0,,,,7.0,2.7,,,,59.4,14.0,,-10.0,,,,-3.0,-7.3,,,,49.4,,True,,,,True,True,,,,False
13241,179,84.0,,267.0,,,,74.0,46.8,,,,474.0,-95.0,,88.0,,,,-105.0,-132.2,,,,295.0,,True,,,,False,False,,,,False
13243,92,66.0,,66.0,,,,190.0,1.9,3.4,,,71.7,-26.0,,-26.0,,,,98.0,-90.1,-88.6,,,-20.3,,False,,,,False,False,False,,,True
13245,4027,2094.0,942.9,2220.0,,,,2478.0,3342.2,1150.2,791.7,,1532.4,-1933.0,-3084.1,-1807.0,,,,-1549.0,-684.8,-2876.8,-3235.3,,-2494.6,False,True,,,,True,True,False,False,,False
13247,904,822.0,385.1,1950.0,,,,1001.0,1263.1,459.4,781.8,,1225.0,-82.0,-518.9,1046.0,,,,97.0,359.1,-444.6,-122.2,,321.0,False,False,,,,False,False,False,False,,False
13249,68,18.0,,0.0,,,,19.0,3.6,,,,215.7,-50.0,,-68.0,,,,-49.0,-64.4,,,,147.7,,False,,,,True,False,,,,False
13251,143,66.0,,0.0,,,,33.0,25.2,61.9,,,129.0,-77.0,,-143.0,,,,-110.0,-117.8,-81.1,,,-14.0,,False,,,,False,False,False,,,True
13253,208,24.0,,27.0,,,,416.0,6.8,,,,1.7,-184.0,,-181.0,,,,208.0,-201.2,,,,-206.3,,True,,,,False,False,,,,False
13255,534,576.0,157.1,1266.0,,,,801.0,516.0,259.5,1003.5,,816.4,42.0,-376.9,732.0,,,,267.0,-18.0,-274.5,469.5,,282.4,False,False,,,,False,True,False,False,,False
13257,446,252.0,,479.0,,,,669.0,538.2,131.1,,,372.9,-194.0,,33.0,,,,223.0,92.2,-314.9,,,-73.1,,True,,,,False,True,False,,,True
13259,106,174.0,,0.0,,,,75.0,16.2,78.7,,,8.1,68.0,,-106.0,,,,-31.0,-89.8,-27.3,,,-97.9,,False,,,,True,False,True,,,False
13261,226,216.0,,399.0,,,,547.0,122.9,30.3,,,383.7,-10.0,,173.0,,,,321.0,-103.1,-195.7,,,157.7,,False,,,,False,False,False,,,False
13263,60,72.0,,0.0,,,,32.0,51.2,,,,17.1,12.0,,-60.0,,,,-28.0,-8.8,,,,-42.9,,False,,,,False,True,,,,False
13265,21,0.0,,0.0,,,,0.0,0.1,,,,0.0,-21.0,,-21.0,,,,-21.0,-20.9,,,,-21.0,,False,,,,False,True,,,,False
13267,448,210.0,,328.0,,,,76.0,188.6,180.8,,,539.7,-238.0,,-120.0,,,,-372.0,-259.4,-267.2,,,91.7,,True,,,,False,False,False,,,True
13269,79,24.0,,0.0,,,,19.0,4.8,,,,0.0,-55.0,,-79.0,,,,-60.0,-74.2,,,,-79.0,,False,,,,False,False,,,,False
13271,156,300.0,,1236.0,,,,80.0,421.4,98.4,,,510.9,144.0,,1080.0,,,,-76.0,265.4,-57.6,,,354.9,,False,,,,True,False,True,,,False
13273,68,78.0,,70.0,,,,140.0,19.0,2.0,,,94.9,10.0,,2.0,,,,72.0,-49.0,-66.0,,,26.9,,True,,,,False,False,False,,,False
13275,737,564.0,,1658.0,,,,1681.0,132.7,107.0,,,759.7,-173.0,,921.0,,,,944.0,-604.3,-630.0,,,22.7,,False,,,,False,False,False,,,True
13277,490,924.0,,718.0,,,,1357.0,503.6,395.1,,,275.6,434.0,,228.0,,,,867.0,13.6,-94.9,,,-214.4,,True,,,,False,True,True,,,True
13279,641,300.0,,229.0,,,,266.0,117.7,245.8,,,313.9,-341.0,,-412.0,,,,-375.0,-523.3,-395.2,,,-327.1,,False,,,,False,False,False,,,True
13281,115,96.0,,237.0,,,,67.0,37.4,,,,43.4,-19.0,,122.0,,,,-48.0,-77.6,,,,-71.6,,False,,,,False,False,,,,False
13283,126,114.0,,0.0,,,,16.0,22.1,,,,169.2,-12.0,,-126.0,,,,-110.0,-103.9,,,,43.2,,False,,,,False,False,,,,False
13285,752,972.0,1852.0,452.0,,,,2185.0,257.6,347.6,1685.1,,276.9,220.0,1100.0,-300.0,,,,1433.0,-494.4,-404.4,933.1,,-475.1,False,False,,,,False,False,False,False,,False
13287,94,66.0,,18.0,,,,73.0,5.7,2.4,,,76.1,-28.0,,-76.0,,,,-21.0,-88.3,-91.6,,,-17.9,,False,,,,True,False,False,,,True
13289,117,78.0,,0.0,,,,20.0,13.8,,,,9.7,-39.0,,-117.0,,,,-97.0,-103.2,,,,-107.3,,False,,,,False,False,,,,False
13291,298,126.0,,293.0,,,,114.0,134.5,,,,381.2,-172.0,,-5.0,,,,-184.0,-163.5,,,,83.2,,True,,,,False,True,,,,True
13293,271,60.0,,128.0,,,,433.0,14.2,65.2,,,10.8,-211.0,,-143.0,,,,162.0,-256.8,-205.8,,,-260.2,,True,,,,True,False,True,,,False
13295,531,174.0,623.2,220.0,,,,1036.0,53.9,182.6,133.5,,602.8,-357.0,92.2,-311.0,,,,505.0,-477.1,-348.4,-397.5,,71.8,True,True,,,,False,False,True,False,,True
13297,817,474.0,349.8,1507.0,,,,620.0,136.4,443.4,903.2,,416.0,-343.0,-467.2,690.0,,,,-197.0,-680.6,-373.6,86.2,,-401.0,False,False,,,,True,False,False,True,,False
13299,670,684.0,,1438.0,,,,653.0,615.9,266.2,,,541.0,14.0,,768.0,,,,-17.0,-54.1,-403.8,,,-129.0,,False,,,,False,False,False,,,False
13301,81,24.0,,0.0,,,,10.0,2.8,,,,1.3,-57.0,,-81.0,,,,-71.0,-78.2,,,,-79.7,,False,,,,False,False,,,,False
13303,401,300.0,,716.0,,,,75.0,361.0,118.8,,,361.8,-101.0,,315.0,,,,-326.0,-40.0,-282.2,,,-39.2,,False,,,,False,True,False,,,True
13305,756,354.0,,1286.0,,,,166.0,682.0,207.0,,,493.1,-402.0,,530.0,,,,-590.0,-74.0,-549.0,,,-262.9,,False,,,,False,True,False,,,True
13307,10,42.0,,0.0,,,,13.0,8.9,,,,71.9,32.0,,-10.0,,,,3.0,-1.1,,,,61.9,,True,,,,True,True,,,,False
13309,76,18.0,,0.0,,,,13.0,24.9,,,,1.1,-58.0,,-76.0,,,,-63.0,-51.1,,,,-74.9,,False,,,,False,True,,,,False
13311,271,114.0,,220.0,,,,188.0,21.5,94.3,,,873.9,-157.0,,-51.0,,,,-83.0,-249.5,-176.7,,,602.9,,True,,,,True,False,False,,,False
13313,2054,2940.0,2430.7,4817.0,,,,3659.0,3344.8,1278.2,3826.3,,1574.4,886.0,376.7,2763.0,,,,1605.0,1290.8,-775.8,1772.3,,-479.6,True,False,,,,False,False,True,False,,True
13315,77,18.0,,17.0,,,,37.0,1.0,8.6,,,11.3,-59.0,,-60.0,,,,-40.0,-76.0,-68.4,,,-65.7,,False,,,,True,False,False,,,False
13317,112,144.0,,494.0,,,,66.0,183.0,,,,51.3,32.0,,382.0,,,,-46.0,71.0,,,,-60.7,,False,,,,False,False,,,,False
13319,146,186.0,,149.0,,,,30.0,44.8,15.0,,,153.8,40.0,,3.0,,,,-116.0,-101.2,-131.0,,,7.8,,True,,,,False,False,False,,,True
13321,129,180.0,,208.0,,,,300.0,59.6,69.4,,,103.9,51.0,,79.0,,,,171.0,-69.4,-59.6,,,-25.1,,False,,,,False,False,False,,,True
15001,94,42.0,0.0,0.0,,,,,13.2,5.0,,,90.2,-52.0,-94.0,-94.0,,,,,-80.8,-89.0,,,-3.8,False,False,,,,,False,False,,,True
15003,4901,1110.0,84.5,4143.0,,,,,1274.6,997.5,1582.9,,4731.6,-3791.0,-4816.5,-758.0,,,,,-3626.4,-3903.5,-3318.1,,-169.4,False,True,,,,,True,False,True,,True
15005,0,0.0,,0.0,,,,,,,,,,0.0,,0.0,,,,,,,,,,,True,,,,,,,,,
15007,13,18.0,2.6,24.0,,,,,0.5,,,,3.9,5.0,-10.3,11.0,,,,,-12.5,,,,-9.1,False,False,,,,,False,,,,False
15009,148,30.0,4.7,30.0,,,,,4.9,0.5,,,621.0,-118.0,-143.3,-118.0,,,,,-143.1,-147.5,,,473.0,False,False,,,,,False,False,,,False
16001,6587,8064.0,8087.9,9404.0,,,,19483.0,15906.3,3567.1,10139.3,,6558.7,1477.0,1500.9,2817.0,,,,12896.0,9319.3,-3019.9,3552.3,,-28.3,False,False,,,,False,False,False,False,,True
16003,12,6.0,,0.0,,,,12.0,42.8,,,,0.7,-6.0,,-12.0,,,,0.0,30.8,,,,-11.3,,False,,,,True,False,,,,False
16005,418,168.0,416.3,295.0,,,,374.0,25.0,329.5,,,703.1,-250.0,-1.7,-123.0,,,,-44.0,-393.0,-88.5,,,285.1,True,True,,,,True,False,True,,,False
16007,23,0.0,,0.0,,,,41.0,,,,,0.0,-23.0,,-23.0,,,,18.0,,,,,-23.0,,False,,,,True,,,,,True
16009,66,36.0,,0.0,,,,89.0,20.7,,,,388.3,-30.0,,-66.0,,,,23.0,-45.3,,,,322.3,,False,,,,True,False,,,,False
16011,318,180.0,,0.0,,,,138.0,467.9,,,,1342.8,-138.0,,-318.0,,,,-180.0,149.9,,,,1024.8,,False,,,,False,False,,,,False
16013,47,60.0,,30.0,,,,114.0,10.8,0.2,,,51.6,13.0,,-17.0,,,,67.0,-36.2,-46.8,,,4.6,,False,,,,False,False,False,,,True
16015,49,24.0,,0.0,,,,22.0,,,,,66.9,-25.0,,-49.0,,,,-27.0,,,,,17.9,,False,,,,False,,,,,True
16017,137,126.0,,0.0,,,,59.0,335.2,,,,822.0,-11.0,,-137.0,,,,-78.0,198.2,,,,685.0,,False,,,,False,False,,,,False
16019,1316,354.0,399.1,1031.0,,,,817.0,81.4,557.4,,,2448.7,-962.0,-916.9,-285.0,,,,-499.0,-1234.6,-758.6,,,1132.7,True,True,,,,True,False,True,,,False
16021,40,24.0,,0.0,,,,24.0,,,,,597.5,-16.0,,-40.0,,,,-16.0,,,,,557.5,,False,,,,False,,,,,False
16023,4,0.0,,0.0,,,,0.0,,,,,,-4.0,,-4.0,,,,-4.0,,,,,,,False,,,,False,,,,,
16025,1,0.0,,0.0,,,,6.0,0.2,,,,0.0,-1.0,,-1.0,,,,5.0,-0.8,,,,-1.0,,False,,,,False,True,,,,False
16027,4725,4542.0,3731.3,15622.0,,,,12480.0,16371.7,2611.9,2928.9,,4459.5,-183.0,-993.7,10897.0,,,,7755.0,11646.7,-2113.1,-1796.1,,-265.5,False,False,,,,False,False,False,False,,False
16029,19,30.0,,0.0,,,,67.0,44.9,,,,229.1,11.0,,-19.0,,,,48.0,25.9,,,,210.1,,False,,,,False,False,,,,False
16031,248,366.0,,116.0,,,,191.0,63.4,181.2,,,242.6,118.0,,-132.0,,,,-57.0,-184.6,-66.8,,,-5.4,,False,,,,True,False,True,,,True
16033,15,0.0,,0.0,,,,0.0,,,,,,-15.0,,-15.0,,,,-15.0,,,,,,,False,,,,False,,,,,
16035,15,18.0,,0.0,,,,11.0,,,,,58.5,3.0,,-15.0,,,,-4.0,,,,,43.5,,False,,,,False,,,,,False
16037,13,6.0,,0.0,,,,0.0,3.7,,,,5.5,-7.0,,-13.0,,,,-13.0,-9.3,,,,-7.5,,False,,,,False,False,,,,False
16039,168,162.0,,0.0,,,,277.0,299.5,,,,395.4,-6.0,,-168.0,,,,109.0,131.5,,,,227.4,,False,,,,False,False,,,,False
16041,22,30.0,,0.0,,,,141.0,119.9,,,,34.8,8.0,,-22.0,,,,119.0,97.9,,,,12.8,,False,,,,False,False,,,,False
16043,86,18.0,,0.0,,,,33.0,5.3,,,,96.9,-68.0,,-86.0,,,,-53.0,-80.7,,,,10.9,,False,,,,True,False,,,,True
16045,148,108.0,,0.0,,,,780.0,141.9,,,,577.7,-40.0,,-148.0,,,,632.0,-6.1,,,,429.7,,False,,,,False,True,,,,False
16047,112,108.0,,27.0,,,,274.0,89.8,,,,603.8,-4.0,,-85.0,,,,162.0,-22.2,,,,491.8,,False,,,,False,False,,,,False
16049,28,36.0,,0.0,,,,8.0,5.4,,,,77.0,8.0,,-28.0,,,,-20.0,-22.6,,,,49.0,,False,,,,False,False,,,,False
16051,275,30.0,,0.0,,,,36.0,39.2,,,,608.8,-245.0,,-275.0,,,,-239.0,-235.8,,,,333.8,,False,,,,True,True,,,,False
16053,264,294.0,,546.0,,,,364.0,88.1,57.1,,,641.8,30.0,,282.0,,,,100.0,-175.9,-206.9,,,377.8,,False,,,,False,False,False,,,False
16055,1384,1662.0,1383.3,6405.0,,,,1339.0,5810.9,1427.8,,,3865.6,278.0,-0.7,5021.0,,,,-45.0,4426.9,43.8,,,2481.6,True,False,,,,True,False,True,,,False
16057,140,66.0,,7.0,,,,307.0,95.3,,,,74.0,-74.0,,-133.0,,,,167.0,-44.7,,,,-66.0,,False,,,,False,True,,,,True
16059,60,6.0,,0.0,,,,0.0,2.0,,,,372.8,-54.0,,-60.0,,,,-60.0,-58.0,,,,312.8,,False,,,,False,False,,,,False
16061,0,6.0,,0.0,,,,22.0,,,,,0.4,6.0,,0.0,,,,22.0,,,,,0.4,,True,,,,False,,,,,True
16063,22,42.0,,0.0,,,,33.0,22.7,,,,221.3,20.0,,-22.0,,,,11.0,0.7,,,,199.3,,False,,,,True,True,,,,False
16065,144,168.0,,475.0,,,,1296.0,43.3,,,,1873.9,24.0,,331.0,,,,1152.0,-100.7,,,,1729.9,,False,,,,False,False,,,,False
16067,262,372.0,,753.0,,,,203.0,90.9,142.1,,,271.9,110.0,,491.0,,,,-59.0,-171.1,-119.9,,,9.9,,False,,,,True,False,False,,,True
