,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,IHME-CurveFit,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
35023,8,28.0,,26.0,0.0,,,,,,33.0,29.0,,35.1,20.0,,,,43.9,,,,17.0,,20.0,,18.0,-8.0,,,,,,25.0,21.0,,27.1,12.0,,,,35.9,,,,9.0,,,True,True,,,,,,False,False,,False,True,,,,False,,,,True,
35025,511,652.0,419.8,447.0,947.0,,,,,,430.0,825.3,,395.1,604.1,332.5,,,1058.7,,,,729.0,,141.0,-91.2,-64.0,436.0,,,,,,-81.0,314.3,,-115.9,93.1,-178.5,,,547.7,,,,218.0,,True,True,False,,,,,,True,False,,True,True,False,,,False,,,,False,
35027,94,136.0,,62.0,78.0,,,,,,24.0,153.9,,46.1,128.5,,,,105.0,,,,228.0,,42.0,,-32.0,-16.0,,,,,,-70.0,59.9,,-47.9,34.5,,,,11.0,,,,134.0,,,True,True,,,,,,False,False,,False,True,,,,True,,,,False,
35028,9,8.0,,3.0,17.0,,,,,,74.0,11.0,,2.7,2.7,,,,,,,,4.0,,-1.0,,-6.0,8.0,,,,,,65.0,2.0,,-6.3,-6.3,,,,,,,,-5.0,,,False,False,,,,,,False,False,,False,False,,,,,,,,False,
35029,80,164.0,,87.0,170.0,,,,,,59.0,278.0,,42.0,155.0,82.8,,,206.9,,,,187.0,,84.0,,7.0,90.0,,,,,,-21.0,198.0,,-38.0,75.0,2.8,,,126.9,,,,107.0,,,True,False,,,,,,True,False,,True,True,True,,,False,,,,False,
35031,252,612.0,566.1,439.0,502.0,,,,,,367.0,290.5,,368.1,657.5,42.6,,,604.2,,,,0.0,,360.0,314.1,187.0,250.0,,,,,,115.0,38.5,,116.1,405.5,-209.4,,,352.2,,,,-252.0,,True,True,True,,,,,,True,True,,True,False,True,,,True,,,,True,
35033,0,12.0,,4.0,0.0,,,,,,4.0,40.5,,,1.9,,,,6.8,,,,18.0,,12.0,,4.0,0.0,,,,,,4.0,40.5,,,1.9,,,,6.8,,,,18.0,,,True,True,,,,,,True,False,,,True,,,,True,,,,False,
35035,71,168.0,722.2,193.0,330.0,,,,,,121.0,512.3,,191.8,195.4,78.5,,,218.2,,,,202.0,,97.0,651.2,122.0,259.0,,,,,,50.0,441.3,,120.8,124.4,7.5,,,147.2,,,,131.0,,False,False,False,,,,,,True,False,,False,False,True,,,False,,,,False,
35037,31,32.0,,7.0,0.0,,,,,,12.0,41.8,,6.9,29.7,,,,,,,,26.0,,1.0,,-24.0,-31.0,,,,,,-19.0,10.8,,-24.1,-1.3,,,,,,,,-5.0,,,False,False,,,,,,False,False,,False,False,,,,,,,,False,
35039,74,304.0,,106.0,482.0,,,,,,106.0,362.2,,53.2,173.0,87.1,,,334.0,,,,194.0,,230.0,,32.0,408.0,,,,,,32.0,288.2,,-20.8,99.0,13.1,,,260.0,,,,120.0,,,True,False,,,,,,True,False,,True,True,True,,,False,,,,True,
35041,85,88.0,,53.0,58.0,,,,,,68.0,79.2,,21.8,80.4,37.2,,,67.4,,,,137.0,,3.0,,-32.0,-27.0,,,,,,-17.0,-5.8,,-63.2,-4.6,-47.8,,,-17.6,,,,52.0,,,False,False,,,,,,False,False,,False,False,False,,,False,,,,False,
35043,187,356.0,189.3,305.0,446.0,,,,,,425.0,767.7,,299.0,424.1,266.5,,,287.2,446.0,,,360.0,,169.0,2.3,118.0,259.0,,,,,,238.0,580.7,,112.0,237.1,79.5,,,100.2,259.0,,,173.0,,True,True,False,,,,,,False,False,,True,False,True,,,True,False,,,False,
35045,221,324.0,771.3,301.0,324.0,,,,,,363.0,483.0,,140.6,378.7,186.1,,,290.5,,,,139.0,,103.0,550.3,80.0,103.0,,,,,,142.0,262.0,,-80.4,157.7,-34.9,,,69.5,,,,-82.0,,False,True,False,,,,,,False,False,,True,False,True,,,True,,,,True,
35047,25,24.0,,19.0,,,,,,,133.0,99.8,,12.6,31.1,,,,19.1,,,,35.0,,-1.0,,-6.0,,,,,,,108.0,74.8,,-12.4,6.1,,,,-5.9,,,,10.0,,,False,,,,,,,False,False,,False,False,,,,False,,,,False,
35049,271,300.0,273.3,354.0,329.0,,,,,,522.0,845.2,,251.1,372.9,367.6,,,698.5,352.0,,,285.0,,29.0,2.3,83.0,58.0,,,,,,251.0,574.2,,-19.9,101.9,96.6,,,427.5,81.0,,,14.0,,True,False,False,,,,,,False,False,,True,False,False,,,False,False,,,True,
35051,11,24.0,,11.0,,,,,,,8.0,28.9,,10.9,16.6,,,,24.9,,,,30.0,,13.0,,0.0,,,,,,,-3.0,17.9,,-0.1,5.6,,,,13.9,,,,19.0,,,True,,,,,,,True,False,,True,True,,,,False,,,,False,
35053,9,16.0,,15.0,0.0,,,,,,44.0,44.9,,18.3,20.4,,,,13.5,,,,167.0,,7.0,,6.0,-9.0,,,,,,35.0,35.9,,9.3,11.4,,,,4.5,,,,158.0,,,True,False,,,,,,False,False,,False,False,,,,True,,,,False,
35055,33,56.0,,63.0,91.0,,,,,,72.0,107.5,,24.6,57.7,,,,71.3,,,,33.0,,23.0,,30.0,58.0,,,,,,39.0,74.5,,-8.4,24.7,,,,38.3,,,,0.0,,,False,False,,,,,,False,False,,True,False,,,,False,,,,True,
35057,11,8.0,,4.0,0.0,,,,,,56.0,39.5,,9.6,5.6,,,,3.4,,,,6.0,,-3.0,,-7.0,-11.0,,,,,,45.0,28.5,,-1.4,-5.4,,,,-7.6,,,,-5.0,,,False,False,,,,,,False,False,,True,False,,,,False,,,,False,
35059,10,28.0,,2.0,0.0,,,,,,2.0,18.7,,6.3,21.5,,,,,,,,35.0,,18.0,,-8.0,-10.0,,,,,,-8.0,8.7,,-3.7,11.5,,,,,,,,25.0,,,True,True,,,,,,True,True,,True,True,,,,,,,,False,
35061,184,220.0,270.5,254.0,303.0,,,,,,260.0,557.9,,239.3,282.6,247.6,,,121.7,,,,159.0,,36.0,86.5,70.0,119.0,,,,,,76.0,373.9,,55.3,98.6,63.6,,,-62.3,,,,-25.0,,False,False,False,,,,,,False,False,,False,False,False,,,False,,,,True,
36001,255,492.0,306.5,307.0,618.0,,,,,,182.0,1096.0,,202.6,589.6,138.8,,,810.6,1097.0,,,620.0,,237.0,51.5,52.0,363.0,,,,,,-73.0,841.0,,-52.4,334.6,-116.2,,,555.6,842.0,,,365.0,,True,True,False,,,,,,True,False,,True,False,True,,,False,False,,,False,
36003,10,12.0,,9.0,19.0,,,,,,45.0,70.0,,5.2,12.1,,,,6.7,,,,8.0,,2.0,,-1.0,9.0,,,,,,35.0,60.0,,-4.8,2.1,,,,-3.3,,,,-2.0,,,True,False,,,,,,False,False,,False,False,,,,False,,,,False,
36005,1787,0.0,,639.0,,,,,,,,6879.6,,,0.7,,,,,,,,,,-1787.0,,-1148.0,,,,,,,,5092.6,,,-1786.3,,,,,,,,,,,True,,,,,,,,False,,,True,,,,,,,,,
36007,261,356.0,232.7,251.0,453.0,,,,,,103.0,1208.0,,109.6,391.5,240.1,,,455.0,570.0,,,411.0,,95.0,-28.3,-10.0,192.0,,,,,,-158.0,947.0,,-151.4,130.5,-20.9,,,194.0,309.0,,,150.0,,True,True,False,,,,,,False,False,,False,False,True,,,False,False,,,False,
36009,28,20.0,23.7,21.0,25.0,,,,,,79.0,127.7,,3.8,33.1,49.7,,,17.2,,,,15.0,,-8.0,-4.3,-7.0,-3.0,,,,,,51.0,99.7,,-24.2,5.1,21.7,,,-10.8,,,,-13.0,,True,True,True,,,,,,False,False,,False,True,False,,,False,,,,False,
36011,27,40.0,20.4,27.0,40.0,,,,,,22.0,210.2,,6.0,39.1,32.3,,,36.3,,,,48.0,,13.0,-6.6,0.0,13.0,,,,,,-5.0,183.2,,-21.0,12.1,5.3,,,9.3,,,,21.0,,True,True,False,,,,,,True,False,,False,True,True,,,True,,,,False,
36013,71,88.0,193.0,100.0,88.0,,,,,,257.0,419.8,,9.8,95.9,155.2,,,53.6,133.0,,,58.0,,17.0,122.0,29.0,17.0,,,,,,186.0,348.8,,-61.2,24.9,84.2,,,-17.4,62.0,,,-13.0,,False,False,False,,,,,,False,False,,False,False,False,,,False,False,,,True,
36015,34,28.0,1.8,6.0,0.0,,,,,,75.0,179.8,,4.2,21.1,7.8,,,19.5,,,,44.0,,-6.0,-32.2,-28.0,-34.0,,,,,,41.0,145.8,,-29.8,-12.9,-26.2,,,-14.5,,,,10.0,,False,False,False,,,,,,False,False,,False,False,False,,,False,,,,False,
36017,20,84.0,,47.0,164.0,,,,,,5.0,279.3,,47.7,85.3,42.7,,,64.3,,,,84.0,,64.0,,27.0,144.0,,,,,,-15.0,259.3,,27.7,65.3,22.7,,,44.3,,,,64.0,,,True,False,,,,,,True,False,,True,False,True,,,True,,,,False,
36019,22,32.0,16.4,12.0,0.0,,,,,,85.0,205.8,,5.0,30.5,6.7,,,24.2,,,,45.0,,10.0,-5.6,-10.0,-22.0,,,,,,63.0,183.8,,-17.0,8.5,-15.3,,,2.2,,,,23.0,,True,False,False,,,,,,False,False,,False,True,False,,,True,,,,False,
36021,61,36.0,18.5,19.0,20.0,,,,,,3.0,99.7,,3.3,35.8,24.6,,,46.7,,,,20.0,,-25.0,-42.5,-42.0,-41.0,,,,,,-58.0,38.7,,-57.7,-25.2,-36.4,,,-14.3,,,,-41.0,,False,False,False,,,,,,False,False,,False,False,False,,,True,,,,False,
36023,14,64.0,,36.0,192.0,,,,,,11.0,157.6,,6.0,60.4,,,,99.5,,,,105.0,,50.0,,22.0,178.0,,,,,,-3.0,143.6,,-8.0,46.4,,,,85.5,,,,91.0,,,True,False,,,,,,True,False,,True,True,,,,False,,,,False,
36025,11,20.0,,1.0,0.0,,,,,,0.0,60.0,,2.9,11.1,,,,11.0,,,,109.0,,9.0,,-10.0,-11.0,,,,,,-11.0,49.0,,-8.1,0.1,,,,0.0,,,,98.0,,,False,False,,,,,,False,False,,True,True,,,,True,,,,False,
36027,341,156.0,81.4,114.0,125.0,,,,,,196.0,749.0,,72.7,280.7,110.3,,,25.4,198.0,,,177.0,,-185.0,-259.6,-227.0,-216.0,,,,,,-145.0,408.0,,-268.3,-60.3,-230.7,,,-315.6,-143.0,,,-164.0,,False,False,False,,,,,,True,False,,False,True,False,,,False,True,,,True,
36029,1131,1064.0,755.2,829.0,894.0,,,,,,1400.0,3102.7,,422.7,1127.5,483.2,,,1379.7,765.0,,,918.0,,-67.0,-375.8,-302.0,-237.0,,,,,,269.0,1971.7,,-708.3,-3.5,-647.8,,,248.7,-366.0,,,-213.0,,False,False,False,,,,,,False,False,,False,True,False,,,False,False,,,False,
36031,44,12.0,,3.0,0.0,,,,,,3.0,78.4,,2.3,4.0,,,,11.0,,,,4.0,,-32.0,,-41.0,-44.0,,,,,,-41.0,34.4,,-41.7,-40.0,,,,-33.0,,,,-40.0,,,False,False,,,,,,False,False,,False,False,,,,False,,,,False,
36033,14,8.0,0.1,3.0,13.0,,,,,,3.0,93.0,,3.6,14.2,,,,5.1,,,,20.0,,-6.0,-13.9,-11.0,-1.0,,,,,,-11.0,79.0,,-10.4,0.2,,,,-8.9,,,,6.0,,False,False,True,,,,,,False,False,,False,True,,,,False,,,,False,
36035,38,16.0,48.6,7.0,0.0,,,,,,2.0,64.5,,0.6,12.5,13.3,,,16.1,,,,5.0,,-22.0,10.6,-31.0,-38.0,,,,,,-36.0,26.5,,-37.4,-25.5,-24.7,,,-21.9,,,,-33.0,,True,False,False,,,,,,False,False,,False,False,False,,,True,,,,False,
36037,29,20.0,21.6,17.0,4.0,,,,,,86.0,142.9,,6.4,42.6,27.1,,,16.6,,,,26.0,,-9.0,-7.4,-12.0,-25.0,,,,,,57.0,113.9,,-22.6,13.6,-1.9,,,-12.4,,,,-3.0,,True,False,False,,,,,,False,False,,False,False,True,,,False,,,,True,
36039,26,32.0,,10.0,22.0,,,,,,0.0,82.8,,6.2,43.7,7.7,,,24.7,,,,61.0,,6.0,,-16.0,-4.0,,,,,,-26.0,56.8,,-19.8,17.7,-18.3,,,-1.3,,,,35.0,,,False,True,,,,,,False,False,,False,False,False,,,True,,,,False,
36041,5,4.0,,0.0,0.0,,,,,,0.0,4.0,,0.1,1.0,,,,2.5,,,,64.0,,-1.0,,-5.0,-5.0,,,,,,-5.0,-1.0,,-4.9,-4.0,,,,-2.5,,,,59.0,,,False,False,,,,,,False,True,,False,False,,,,False,,,,False,
36043,65,80.0,26.4,45.0,80.0,,,,,,0.0,241.6,,30.4,111.3,118.6,,,50.8,,,,104.0,,15.0,-38.5,-20.0,15.0,,,,,,-65.0,176.6,,-34.6,46.3,53.6,,,-14.2,,,,39.0,,False,False,False,,,,,,False,False,,False,False,False,,,True,,,,False,
36045,18,88.0,0.0,40.0,204.0,,,,,,0.0,368.3,,34.7,71.8,50.8,,,60.6,,,,248.0,,70.0,-18.0,22.0,186.0,,,,,,-18.0,350.3,,16.7,53.8,32.8,,,42.6,,,,230.0,,True,True,False,,,,,,True,False,,True,True,True,,,True,,,,False,
36047,2375,0.0,,786.0,,,,,,,,11066.0,,,0.7,,,,,,,,,,-2375.0,,-1589.0,,,,,,,,8691.0,,,-2374.3,,,,,,,,,,,True,,,,,,,,False,,,True,,,,,,,,,
36049,13,8.0,,0.0,0.0,,,,,,0.0,38.1,,1.7,3.4,,,,7.1,,,,5.0,,-5.0,,-13.0,-13.0,,,,,,-13.0,25.1,,-11.3,-9.6,,,,-5.9,,,,-8.0,,,False,False,,,,,,False,False,,False,False,,,,False,,,,False,
36051,17,20.0,10.1,17.0,41.0,,,,,,56.0,144.9,,1.0,27.2,37.4,,,5.1,,,,13.0,,3.0,-6.9,0.0,24.0,,,,,,39.0,127.9,,-16.0,10.2,20.4,,,-11.9,,,,-4.0,,False,True,False,,,,,,False,False,,False,False,False,,,False,,,,False,
36053,42,32.0,41.1,27.0,28.0,,,,,,6.0,184.6,,2.6,36.4,28.2,,,36.2,,,,26.0,,-10.0,-0.9,-15.0,-14.0,,,,,,-36.0,142.6,,-39.4,-5.6,-13.8,,,-5.8,,,,-16.0,,True,False,False,,,,,,False,False,,False,True,False,,,True,,,,False,
36055,728,744.0,1034.6,568.0,612.0,,,,,,554.0,2780.1,,295.6,920.9,602.8,,,573.5,452.0,,,592.0,,16.0,306.6,-160.0,-116.0,,,,,,-174.0,2052.1,,-432.4,192.9,-125.2,,,-154.5,-276.0,,,-136.0,,False,False,False,,,,,,False,False,,False,False,False,,,False,False,,,False,
36057,46,16.0,,11.0,26.0,,,,,,0.0,145.1,,2.2,29.5,42.2,,,1.4,,,,11.0,,-30.0,,-35.0,-20.0,,,,,,-46.0,99.1,,-43.8,-16.5,-3.8,,,-44.6,,,,-35.0,,,False,True,,,,,,False,False,,False,True,True,,,False,,,,False,
36059,1290,1284.0,1075.6,1217.0,1189.0,,,,,,1165.0,4193.2,,766.2,1645.9,3231.6,,,1418.3,1264.0,,,1244.0,,-6.0,-214.4,-73.0,-101.0,,,,,,-125.0,2903.2,,-523.8,355.9,1941.6,,,128.3,-26.0,,,-46.0,,False,False,False,,,,,,False,False,,False,False,False,,,False,False,,,False,
36061,1547,9644.0,,6109.0,9322.0,,,,,,4655.0,8410.8,,,10545.3,3805.5,,,7472.0,6109.0,,,9159.0,,8097.0,,4562.0,7775.0,,,,,,3108.0,6863.8,,,8998.3,2258.5,,,5925.0,4562.0,,,7612.0,,,True,True,,,,,,True,True,,,False,True,,,True,True,,,True,
36063,146,180.0,276.2,115.0,114.0,,,,,,257.0,561.4,,56.8,196.6,99.6,,,140.8,101.0,,,118.0,,34.0,130.2,-31.0,-32.0,,,,,,111.0,415.4,,-89.2,50.6,-46.4,,,-5.2,-45.0,,,-28.0,,False,True,True,,,,,,False,False,,False,False,False,,,True,False,,,True,
36065,242,252.0,962.3,134.0,266.0,,,,,,33.0,446.5,,93.2,240.9,210.5,,,131.0,122.0,,,197.0,,10.0,720.3,-108.0,24.0,,,,,,-209.0,204.5,,-148.8,-1.1,-31.5,,,-111.0,-120.0,,,-45.0,,False,False,False,,,,,,False,False,,False,True,False,,,False,False,,,False,
36067,378,464.0,885.1,275.0,268.0,,,,,,264.0,1070.7,,155.2,503.7,419.5,,,368.3,254.0,,,325.0,,86.0,507.1,-103.0,-110.0,,,,,,-114.0,692.7,,-222.8,125.7,41.5,,,-9.7,-124.0,,,-53.0,,False,False,False,,,,,,False,False,,False,False,True,,,True,False,,,True,
36069,40,56.0,66.4,51.0,34.0,,,,,,87.0,287.3,,19.5,89.1,143.6,,,10.5,,,,53.0,,16.0,26.4,11.0,-6.0,,,,,,47.0,247.3,,-20.5,49.1,103.6,,,-29.5,,,,13.0,,False,True,True,,,,,,False,False,,False,False,False,,,False,,,,True,
36071,334,292.0,154.7,249.0,349.0,,,,,,397.0,915.7,,98.1,279.0,71.0,,,440.3,262.0,,,271.0,,-42.0,-179.3,-85.0,15.0,,,,,,63.0,581.7,,-235.9,-55.0,-263.0,,,106.3,-72.0,,,-63.0,,False,False,True,,,,,,False,False,,False,False,False,,,False,False,,,False,
36073,15,4.0,,4.0,0.0,,,,,,51.0,48.3,,1.0,9.2,7.7,,,2.6,,,,3.0,,-11.0,,-11.0,-15.0,,,,,,36.0,33.3,,-14.0,-5.8,-7.3,,,-12.4,,,,-12.0,,,False,False,,,,,,False,False,,False,True,True,,,False,,,,False,
36075,45,28.0,109.9,24.0,22.0,,,,,,6.0,289.9,,12.6,57.8,61.8,,,10.8,,,,20.0,,-17.0,64.9,-21.0,-23.0,,,,,,-39.0,244.9,,-32.4,12.8,16.8,,,-34.2,,,,-25.0,,False,False,False,,,,,,False,False,,False,True,True,,,False,,,,False,
36077,21,36.0,1.7,6.0,44.0,,,,,,0.0,121.6,,2.8,20.9,10.1,,,25.1,,,,47.0,,15.0,-19.3,-15.0,23.0,,,,,,-21.0,100.6,,-18.2,-0.1,-10.9,,,4.1,,,,26.0,,False,False,False,,,,,,False,False,,False,True,True,,,True,,,,False,
36079,70,52.0,33.7,31.0,35.0,,,,,,7.0,210.1,,15.5,61.6,99.6,,,14.3,,,,33.0,,-18.0,-36.3,-39.0,-35.0,,,,,,-63.0,140.1,,-54.5,-8.4,29.6,,,-55.7,,,,-37.0,,False,False,False,,,,,,False,False,,False,True,False,,,False,,,,False,
36081,2091,0.0,,841.0,,,,,,,,8528.9,,,0.7,,,,,,,,,,-2091.0,,-1250.0,,,,,,,,6437.9,,,-2090.3,,,,,,,,,,,True,,,,,,,,False,,,True,,,,,,,,,
36083,132,124.0,77.9,83.0,83.0,,,,,,57.0,415.4,,72.0,161.7,134.2,,,95.6,111.0,,,100.0,,-8.0,-54.1,-49.0,-49.0,,,,,,-75.0,283.4,,-60.0,29.7,2.2,,,-36.4,-21.0,,,-32.0,,False,False,False,,,,,,False,False,,False,False,True,,,False,False,,,False,
36085,509,0.0,,187.0,,,,,,,,2156.1,,,0.7,,,,,,,,,,-509.0,,-322.0,,,,,,,,1647.1,,,-508.3,,,,,,,,,,,True,,,,,,,,False,,,True,,,,,,,,,
36087,281,212.0,22.7,178.0,189.0,,,,,,323.0,690.8,,49.7,237.0,264.3,,,308.6,116.0,,,144.0,,-69.0,-258.3,-103.0,-92.0,,,,,,42.0,409.8,,-231.3,-44.0,-16.7,,,27.6,-165.0,,,-137.0,,False,False,False,,,,,,True,False,,False,True,True,,,True,False,,,False,
36089,8,60.0,7.9,15.0,99.0,,,,,,1.0,254.4,,9.3,62.7,10.8,,,39.6,,,,104.0,,52.0,-0.1,7.0,91.0,,,,,,-7.0,246.4,,1.3,54.7,2.8,,,31.6,,,,96.0,,True,True,False,,,,,,True,False,,True,False,True,,,True,,,,False,
36091,134,176.0,34.0,141.0,227.0,,,,,,66.0,793.9,,76.4,240.0,150.0,,,316.7,216.0,,,214.0,,42.0,-100.0,7.0,93.0,,,,,,-68.0,659.9,,-57.6,106.0,16.0,,,182.7,82.0,,,80.0,,False,True,False,,,,,,False,False,,False,False,True,,,False,False,,,False,
36093,197,260.0,41.6,207.0,503.0,,,,,,37.0,831.3,,218.1,400.5,188.7,,,202.7,475.0,,,422.0,,63.0,-155.4,10.0,306.0,,,,,,-160.0,634.3,,21.1,203.5,-8.3,,,5.7,278.0,,,225.0,,False,True,False,,,,,,False,False,,True,False,True,,,True,False,,,False,
36095,2,20.0,,4.0,6.0,,,,,,0.0,100.6,,3.3,13.1,,,,15.4,,,,56.0,,18.0,,2.0,4.0,,,,,,-2.0,98.6,,1.3,11.1,,,,13.4,,,,54.0,,,True,True,,,,,,True,False,,True,True,,,,True,,,,False,
36097,4,16.0,,4.0,31.0,,,,,,8.0,44.5,,0.3,2.3,,,,9.2,,,,26.0,,12.0,,0.0,27.0,,,,,,4.0,40.5,,-3.7,-1.7,,,,5.2,,,,22.0,,,True,False,,,,,,True,False,,True,True,,,,True,,,,False,
36099,12,20.0,,13.0,23.0,,,,,,18.0,98.8,,3.7,12.1,,,,21.2,,,,23.0,,8.0,,1.0,11.0,,,,,,6.0,86.8,,-8.3,0.1,,,,9.2,,,,11.0,,,True,False,,,,,,True,False,,False,True,,,,False,,,,False,
36101,21,32.0,2.8,23.0,27.0,,,,,,78.0,272.5,,4.8,33.9,21.0,,,37.7,,,,31.0,,11.0,-18.1,2.0,6.0,,,,,,57.0,251.5,,-16.2,12.9,0.0,,,16.7,,,,10.0,,False,True,True,,,,,,False,False,,False,False,True,,,False,,,,True,
36103,1634,1528.0,295.7,1250.0,1214.0,,,,,,1332.0,6258.8,,941.6,2015.6,1745.1,,,1324.8,1377.0,,,1393.0,,-106.0,-1338.3,-384.0,-420.0,,,,,,-302.0,4624.8,,-692.4,381.6,111.1,,,-309.2,-257.0,,,-241.0,,False,False,False,,,,,,False,False,,False,False,False,,,False,False,,,False,
36105,19,12.0,64.2,6.0,0.0,,,,,,23.0,68.3,,0.4,14.1,9.6,,,4.1,,,,11.0,,-7.0,45.2,-13.0,-19.0,,,,,,4.0,49.3,,-18.6,-4.9,-9.4,,,-14.9,,,,-8.0,,False,False,False,,,,,,True,False,,False,True,False,,,False,,,,False,
36107,26,36.0,,29.0,67.0,,,,,,29.0,170.0,,3.6,43.6,46.0,,,24.5,,,,32.0,,10.0,,3.0,41.0,,,,,,3.0,144.0,,-22.4,17.6,20.0,,,-1.5,,,,6.0,,,True,False,,,,,,True,False,,False,False,False,,,True,,,,True,
36109,21,96.0,5.6,36.0,295.0,,,,,,46.0,152.4,,8.1,69.5,25.3,,,181.0,,,,148.0,,75.0,-15.4,15.0,274.0,,,,,,25.0,131.4,,-12.9,48.5,4.3,,,160.0,,,,127.0,,True,True,False,,,,,,True,False,,True,True,True,,,False,,,,False,
36111,210,64.0,55.1,44.0,26.0,,,,,,67.0,323.7,,29.3,132.5,34.4,,,6.5,74.0,,,62.0,,-146.0,-154.9,-166.0,-184.0,,,,,,-143.0,113.7,,-180.7,-77.5,-175.6,,,-203.5,-136.0,,,-148.0,,False,False,False,,,,,,True,True,,False,True,False,,,False,True,,,False,
36113,22,28.0,25.2,15.0,0.0,,,,,,18.0,176.4,,5.6,38.0,14.1,,,22.9,,,,21.0,,6.0,3.2,-7.0,-22.0,,,,,,-4.0,154.4,,-16.4,16.0,-7.9,,,0.9,,,,-1.0,,True,False,False,,,,,,True,False,,False,False,False,,,True,,,,True,
36115,14,8.0,20.5,5.0,0.0,,,,,,28.0,54.3,,1.3,9.5,3.2,,,7.5,,,,11.0,,-6.0,6.5,-9.0,-14.0,,,,,,14.0,40.3,,-12.7,-4.5,-10.8,,,-6.5,,,,-3.0,,False,False,False,,,,,,False,False,,False,True,False,,,False,,,,True,
36117,35,60.0,75.1,41.0,42.0,,,,,,24.0,237.0,,15.2,69.9,120.0,,,35.8,,,,37.0,,25.0,40.1,6.0,7.0,,,,,,-11.0,202.0,,-19.8,34.9,85.0,,,0.8,,,,2.0,,False,True,True,,,,,,True,False,,True,False,False,,,True,,,,True,
36119,913,940.0,185.6,721.0,1100.0,,,,,,1169.0,2269.5,,550.0,1269.3,648.1,,,1384.7,708.0,,,840.0,,27.0,-727.4,-192.0,187.0,,,,,,256.0,1356.5,,-363.0,356.3,-264.9,,,471.7,-205.0,,,-73.0,,False,False,False,,,,,,False,False,,False,False,False,,,False,False,,,False,
36121,11,24.0,,16.0,24.0,,,,,,48.0,126.4,,2.1,15.5,12.1,,,39.3,,,,25.0,,13.0,,5.0,13.0,,,,,,37.0,115.4,,-8.9,4.5,1.1,,,28.3,,,,14.0,,,True,False,,,,,,False,False,,True,True,True,,,False,,,,False,
36123,8,0.0,,0.0,0.0,,,,,,17.0,53.5,,2.5,4.1,,,,0.0,,,,1.0,,-8.0,,-8.0,-8.0,,,,,,9.0,45.5,,-5.5,-3.9,,,,-8.0,,,,-7.0,,,False,False,,,,,,False,False,,True,True,,,,False,,,,True,
37001,950,1088.0,1473.0,1070.0,1379.0,,,,,,845.0,1166.2,,462.1,1072.2,696.3,,,1409.1,1131.0,,,715.0,,138.0,523.0,120.0,429.0,,,,,,-105.0,216.2,,-487.9,122.2,-253.7,,,459.1,181.0,,,-235.0,,False,True,False,,,,,,True,False,,False,True,False,,,False,False,,,False,
37003,127,160.0,,176.0,142.0,,,,,,174.0,371.2,,128.7,179.6,196.5,,,190.7,,,,146.0,,33.0,,49.0,15.0,,,,,,47.0,244.2,,1.7,52.6,69.5,,,63.7,,,,19.0,,,False,True,,,,,,False,False,,True,False,False,,,False,,,,True,
37005,132,40.0,,26.0,63.0,,,,,,16.0,41.4,,11.6,37.2,,,,47.9,,,,37.0,,-92.0,,-106.0,-69.0,,,,,,-116.0,-90.6,,-120.4,-94.8,,,,-84.1,,,,-95.0,,,False,True,,,,,,False,True,,False,False,,,,True,,,,False,
37007,127,104.0,,110.0,107.0,,,,,,131.0,205.1,,13.5,100.4,97.1,,,153.4,,,,90.0,,-23.0,,-17.0,-20.0,,,,,,4.0,78.1,,-113.5,-26.6,-29.9,,,26.4,,,,-37.0,,,True,True,,,,,,True,False,,False,False,False,,,False,,,,False,
