,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3141,114.1,19.8,603.9,0.0,6.3,62.6,18546.2
COVIDhub-ensemble,3141,118.6,21.0,726.9,0.0,6.0,63.0,24833.0
USC-SI_kJalpha,2772,136.2,29.0,684.3,0.0,9.0,88.0,21134.0
COVIDhub-baseline,3141,143.2,23.0,882.4,0.0,7.0,74.0,28052.0
LANL-GrowthRate,2951,155.1,33.9,823.4,0.0,10.2,89.6,20687.8
UCLA-SuEIR,2599,159.1,25.5,783.8,0.0,7.8,89.2,26141.8
RobertWalraven-ESG,3138,159.4,26.5,1009.4,0.0,7.5,84.5,44520.6
OliverWyman-Navigator,2609,162.6,27.0,739.2,0.0,8.8,91.0,20648.0
IowaStateLW-STEM,3103,168.8,27.0,981.4,0.0,7.0,92.0,31931.0
JHU_IDD-CovidSP,3139,177.1,36.1,586.6,0.0,9.7,124.4,15565.2
CU-select,3093,213.5,34.0,1483.6,0.0,10.0,117.0,60824.0
