,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
05061,285,84.0,,,,,161.0,,83.0,18.2,0.7,,,42.0,-201.0,,,,,-124.0,,-202.0,-266.8,-284.3,,,-243.0,,,,,True,,False,False,False,,,False
05063,774,602.0,,,,,1046.0,,610.3,208.1,1.3,431.3,,523.0,-172.0,,,,,272.0,,-163.7,-565.9,-772.7,-342.7,,-251.0,,,,,False,,True,False,False,False,,False
05065,638,553.0,,,,,241.0,,657.0,251.5,43.0,,,250.0,-85.0,,,,,-397.0,,19.0,-386.5,-595.0,,,-388.0,,,,,False,,True,False,False,,,False
05067,1278,567.0,,,,,500.0,,744.9,1069.4,258.3,,,127.0,-711.0,,,,,-778.0,,-533.1,-208.6,-1019.7,,,-1151.0,,,,,False,,True,True,False,,,False
05069,1433,1519.0,,,,,867.0,,1209.9,891.5,0.8,1082.2,,250.0,86.0,,,,,-566.0,,-223.1,-541.5,-1432.2,-350.8,,-1183.0,,,,,False,,False,False,False,False,,False
05071,357,231.0,,,,,807.0,,156.6,34.5,1.9,,,202.0,-126.0,,,,,450.0,,-200.4,-322.5,-355.1,,,-155.0,,,,,False,,False,False,False,,,False
05073,128,98.0,,,,,56.0,,101.6,16.5,0.0,,,46.0,-30.0,,,,,-72.0,,-26.4,-111.5,-128.0,,,-82.0,,,,,False,,True,False,False,,,False
05075,578,686.0,,,,,362.0,,639.1,249.0,169.4,,,176.0,108.0,,,,,-216.0,,61.1,-329.0,-408.6,,,-402.0,,,,,False,,True,False,False,,,False
05077,85,84.0,,,,,147.0,,38.2,7.9,0.3,52.1,,134.0,-1.0,,,,,62.0,,-46.8,-77.1,-84.7,-32.9,,49.0,,,,,False,,False,False,False,False,,False
05079,316,385.0,,,,,165.0,,275.0,84.2,0.5,119.7,,1767.0,69.0,,,,,-151.0,,-41.0,-231.8,-315.5,-196.3,,1451.0,,,,,False,,True,False,False,False,,False
05081,247,154.0,,,,,137.0,,116.1,79.4,0.0,,,176.0,-93.0,,,,,-110.0,,-130.9,-167.6,-247.0,,,-71.0,,,,,False,,False,False,False,,,True
05083,456,364.0,,,,,570.0,,357.7,286.2,0.2,,,655.0,-92.0,,,,,114.0,,-98.3,-169.8,-455.8,,,199.0,,,,,False,,False,False,False,,,False
05085,1272,679.0,,,,,900.0,,626.9,304.2,20.2,300.5,,332.0,-593.0,,,,,-372.0,,-645.1,-967.8,-1251.8,-971.5,,-940.0,,,,,True,,False,False,False,False,,False
05087,224,126.0,,,,,372.0,,125.7,15.1,0.7,,,27.0,-98.0,,,,,148.0,,-98.3,-208.9,-223.3,,,-197.0,,,,,False,,False,False,False,,,False
05089,318,56.0,,,,,182.0,,59.4,14.6,59.6,,,16.0,-262.0,,,,,-136.0,,-258.6,-303.4,-258.4,,,-302.0,,,,,True,,True,False,True,,,False
05091,1110,910.0,,,,,406.0,,1023.5,446.4,325.7,,,9.0,-200.0,,,,,-704.0,,-86.5,-663.6,-784.3,,,-1101.0,,,,,False,,True,False,False,,,False
05093,1311,609.0,,,,,921.0,,422.4,473.1,1.9,350.2,,484.0,-702.0,,,,,-390.0,,-888.6,-837.9,-1309.1,-960.8,,-827.0,,,,,True,,False,False,False,False,,False
05095,128,245.0,,,,,158.0,,268.4,199.5,26.0,,,127.0,117.0,,,,,30.0,,140.4,71.5,-102.0,,,-1.0,,,,,True,,False,True,True,,,True
05097,121,42.0,,,,,132.0,,33.3,1.6,0.0,,,32.0,-79.0,,,,,11.0,,-87.7,-119.4,-121.0,,,-89.0,,,,,True,,False,False,False,,,False
05099,207,112.0,,,,,91.0,,90.7,19.7,0.1,,,85.0,-95.0,,,,,-116.0,,-116.3,-187.3,-206.9,,,-122.0,,,,,False,,False,False,False,,,False
05101,169,140.0,,,,,173.0,,94.3,24.4,0.0,,,26.0,-29.0,,,,,4.0,,-74.7,-144.6,-169.0,,,-143.0,,,,,True,,False,False,False,,,False
05103,437,126.0,,,,,224.0,,97.2,29.8,0.0,,,73.0,-311.0,,,,,-213.0,,-339.8,-407.2,-437.0,,,-364.0,,,,,True,,False,False,False,,,False
05105,136,147.0,,,,,124.0,,240.1,39.6,54.9,,,278.0,11.0,,,,,-12.0,,104.1,-96.4,-81.1,,,142.0,,,,,False,,False,False,False,,,False
05107,325,455.0,,,,,331.0,,368.1,293.4,121.0,,,0.0,130.0,,,,,6.0,,43.1,-31.6,-204.0,,,-325.0,,,,,True,,True,True,False,,,False
05109,121,70.0,,,,,132.0,,61.1,7.3,0.0,,,45.0,-51.0,,,,,11.0,,-59.9,-113.7,-121.0,,,-76.0,,,,,True,,False,False,False,,,False
05111,863,574.0,,,,,514.0,,538.6,144.8,251.6,,,282.0,-289.0,,,,,-349.0,,-324.4,-718.2,-611.4,,,-581.0,,,,,False,,False,False,False,,,False
05113,474,175.0,,,,,349.0,,213.8,42.1,0.1,,,234.0,-299.0,,,,,-125.0,,-260.2,-431.9,-473.9,,,-240.0,,,,,True,,True,False,False,,,True
05115,1312,980.0,,,,,1336.0,,777.4,350.3,2.8,371.2,,539.0,-332.0,,,,,24.0,,-534.6,-961.7,-1309.2,-940.8,,-773.0,,,,,True,,False,False,False,False,,False
05117,180,126.0,,,,,142.0,,117.0,44.8,0.0,,,66.0,-54.0,,,,,-38.0,,-63.0,-135.2,-180.0,,,-114.0,,,,,True,,False,False,False,,,False
05119,6193,4277.0,,,,,3860.0,,3148.7,3219.2,2822.8,1778.1,,2517.0,-1916.0,,,,,-2333.0,,-3044.3,-2973.8,-3370.2,-4414.9,,-3676.0,,,,,False,,False,False,False,False,,False
05121,446,364.0,,,,,415.0,,399.3,140.5,92.9,,,105.0,-82.0,,,,,-31.0,,-46.7,-305.5,-353.1,,,-341.0,,,,,True,,True,False,False,,,False
05123,437,336.0,,,,,586.0,,116.1,62.4,1.6,314.1,,0.0,-101.0,,,,,149.0,,-320.9,-374.6,-435.4,-122.9,,-437.0,,,,,False,,False,False,False,False,,False
05125,2348,1057.0,,,,,1378.0,,938.6,448.7,744.1,416.7,,1382.0,-1291.0,,,,,-970.0,,-1409.4,-1899.3,-1603.9,-1931.3,,-966.0,,,,,True,,False,False,False,False,,True
05127,246,112.0,,,,,220.0,,149.7,33.2,21.2,,,78.0,-134.0,,,,,-26.0,,-96.3,-212.8,-224.8,,,-168.0,,,,,True,,True,False,False,,,False
05129,129,70.0,,,,,192.0,,68.9,5.8,0.0,,,158.0,-59.0,,,,,63.0,,-60.1,-123.2,-129.0,,,29.0,,,,,False,,False,False,False,,,True
05131,2727,2296.0,,,,,2690.0,,1696.3,1189.9,1114.7,1017.0,,1896.0,-431.0,,,,,-37.0,,-1030.7,-1537.1,-1612.3,-1710.0,,-831.0,,,,,True,,False,False,False,False,,False
05133,478,91.0,,,,,228.0,,52.8,10.5,3.5,54.2,,0.0,-387.0,,,,,-250.0,,-425.2,-467.5,-474.5,-423.8,,-478.0,,,,,True,,False,False,False,False,,False
05135,418,168.0,,,,,257.0,,172.3,39.9,9.7,,,125.0,-250.0,,,,,-161.0,,-245.7,-378.1,-408.3,,,-293.0,,,,,True,,True,False,False,,,False
05137,97,49.0,,,,,255.0,,48.0,2.6,0.0,,,8.0,-48.0,,,,,158.0,,-49.0,-94.4,-97.0,,,-89.0,,,,,False,,False,False,False,,,False
05139,527,455.0,,,,,347.0,,413.6,180.2,280.6,,,614.0,-72.0,,,,,-180.0,,-113.4,-346.8,-246.4,,,87.0,,,,,False,,False,False,False,,,False
05141,190,42.0,,,,,358.0,,32.9,9.6,29.9,,,14.0,-148.0,,,,,168.0,,-157.1,-180.4,-160.1,,,-176.0,,,,,False,,False,False,False,,,False
05143,4994,3332.0,,,,,3492.0,,2368.1,795.3,136.2,2985.0,,1537.0,-1662.0,,,,,-1502.0,,-2625.9,-4198.7,-4857.8,-2009.0,,-3457.0,,,,,True,,False,False,False,False,,False
05145,1908,945.0,,,,,1691.0,,1052.6,793.3,512.1,,,789.0,-963.0,,,,,-217.0,,-855.4,-1114.7,-1395.9,,,-1119.0,,,,,True,,True,False,False,,,False
05147,129,77.0,,,,,58.0,,90.7,17.4,,,,79.0,-52.0,,,,,-71.0,,-38.3,-111.6,,,,-50.0,,,,,False,,True,False,,,,True
05149,354,182.0,,,,,387.0,,127.2,17.3,0.7,105.1,,4.0,-172.0,,,,,33.0,,-226.8,-336.7,-353.3,-248.9,,-350.0,,,,,True,,False,False,False,False,,False
06001,7044,3157.0,,,,,2932.0,,1960.9,1609.2,178.3,2365.7,,1831.0,-3887.0,,,,,-4112.0,,-5083.1,-5434.8,-6865.7,-4678.3,,-5213.0,,,,,False,,False,False,False,False,,False
06003,47,7.0,,,,,0.0,,30.6,0.0,,,,30.0,-40.0,,,,,-47.0,,-16.4,-47.0,,,,-17.0,,,,,False,,True,False,,,,True
06005,260,49.0,,,,,52.0,,49.7,6.0,62.6,,,215.0,-211.0,,,,,-208.0,,-210.3,-254.0,-197.4,,,-45.0,,,,,True,,True,False,True,,,True
06007,938,539.0,,,,,562.0,,333.0,106.3,637.1,395.2,,449.0,-399.0,,,,,-376.0,,-605.0,-831.7,-300.9,-542.8,,-489.0,,,,,True,,False,False,True,False,,False
06009,148,42.0,,,,,58.0,,46.1,0.5,104.0,,,19.0,-106.0,,,,,-90.0,,-101.9,-147.5,-44.0,,,-129.0,,,,,True,,True,False,True,,,False
06011,151,35.0,,,,,54.0,,21.5,6.2,0.2,,,4.0,-116.0,,,,,-97.0,,-129.5,-144.8,-150.8,,,-147.0,,,,,True,,False,False,False,,,False
06013,6025,3339.0,,,,,2201.0,,2459.6,1903.6,1022.5,1801.8,,2109.0,-2686.0,,,,,-3824.0,,-3565.4,-4121.4,-5002.5,-4223.2,,-3916.0,,,,,False,,False,False,False,False,,False
06015,144,161.0,,,,,137.0,,182.7,19.9,43.9,,,445.0,17.0,,,,,-7.0,,38.7,-124.1,-100.1,,,301.0,,,,,True,,False,False,False,,,False
06017,1076,413.0,,,,,259.0,,393.4,60.3,452.4,166.6,,378.0,-663.0,,,,,-817.0,,-682.6,-1015.7,-623.6,-909.4,,-698.0,,,,,False,,False,False,True,False,,False
06019,8786,2471.0,,,,,2804.0,,1597.3,1111.4,32.0,2537.8,,653.0,-6315.0,,,,,-5982.0,,-7188.7,-7674.6,-8754.0,-6248.2,,-8133.0,,,,,True,,False,False,False,True,,False
06021,266,161.0,,,,,91.0,,140.6,22.7,0.0,,,82.0,-105.0,,,,,-175.0,,-125.4,-243.3,-266.0,,,-184.0,,,,,False,,False,False,False,,,False
06023,321,77.0,,,,,76.0,,73.6,4.0,291.1,,,38.0,-244.0,,,,,-245.0,,-247.4,-317.0,-29.9,,,-283.0,,,,,False,,False,False,True,,,False
06025,3815,686.0,,,,,307.0,,572.0,114.3,1.5,342.0,,0.0,-3129.0,,,,,-3508.0,,-3243.0,-3700.7,-3813.5,-3473.0,,-3815.0,,,,,False,,False,False,False,False,,False
06027,92,77.0,,,,,12.0,,112.1,3.5,26.7,,,297.0,-15.0,,,,,-80.0,,20.1,-88.5,-65.3,,,205.0,,,,,False,,False,False,False,,,False
06029,7801,3416.0,,,,,3070.0,,2362.2,1818.1,44.3,6407.7,,3928.0,-4385.0,,,,,-4731.0,,-5438.8,-5982.9,-7756.7,-1393.3,,-3873.0,,,,,False,,False,False,False,True,,True
06031,2694,1939.0,,,,,785.0,,995.0,286.0,2.6,1556.1,,593.0,-755.0,,,,,-1909.0,,-1699.0,-2408.0,-2691.4,-1137.9,,-2101.0,,,,,False,,False,False,False,False,,False
06033,282,329.0,,,,,177.0,,174.4,173.7,420.9,,,110.0,47.0,,,,,-105.0,,-107.6,-108.3,138.9,,,-172.0,,,,,False,,False,False,False,,,False
06035,1023,63.0,,,,,57.0,,64.0,6.4,0.0,,,110.0,-960.0,,,,,-966.0,,-959.0,-1016.6,-1023.0,,,-913.0,,,,,False,,True,False,False,,,True
06037,109726,52689.0,,,,,20424.0,,37367.2,44462.8,1646.1,26903.5,,60731.0,-57037.0,,,,,-89302.0,,-72358.8,-65263.2,-108079.9,-82822.5,,-48995.0,,,,,False,,False,False,False,False,,True
06039,1302,742.0,,,,,490.0,,565.6,34.4,1.7,482.9,,406.0,-560.0,,,,,-812.0,,-736.4,-1267.6,-1300.3,-819.1,,-896.0,,,,,False,,False,False,False,False,,False
06041,833,749.0,,,,,462.0,,526.3,426.5,163.3,337.1,,853.0,-84.0,,,,,-371.0,,-306.7,-406.5,-669.7,-495.9,,20.0,,,,,False,,False,False,False,False,,True
06043,54,7.0,,,,,25.0,,10.7,5.0,,,,2.0,-47.0,,,,,-29.0,,-43.3,-49.0,,,,-52.0,,,,,True,,True,False,,,,False
06045,450,329.0,,,,,132.0,,331.9,137.3,733.7,,,213.0,-121.0,,,,,-318.0,,-118.1,-312.7,283.7,,,-237.0,,,,,False,,True,False,False,,,False
06047,2401,812.0,,,,,969.0,,597.8,143.0,0.7,984.1,,411.0,-1589.0,,,,,-1432.0,,-1803.2,-2258.0,-2400.3,-1416.9,,-1990.0,,,,,True,,False,False,False,True,,False
06049,104,7.0,,,,,8.0,,19.3,0.8,,,,5.0,-97.0,,,,,-96.0,,-84.7,-103.2,,,,-99.0,,,,,True,,True,False,,,,False
06051,375,21.0,,,,,10.0,,20.2,0.6,0.0,,,26.0,-354.0,,,,,-365.0,,-354.8,-374.4,-375.0,,,-349.0,,,,,False,,False,False,False,,,True
06053,4166,2576.0,,,,,1301.0,,1986.4,744.6,13.8,1457.8,,2285.0,-1590.0,,,,,-2865.0,,-2179.6,-3421.4,-4152.2,-2708.2,,-1881.0,,,,,False,,False,False,False,False,,False
06055,1193,406.0,,,,,382.0,,239.8,57.7,424.5,205.3,,85.0,-787.0,,,,,-811.0,,-953.2,-1135.3,-768.5,-987.7,,-1108.0,,,,,False,,False,False,True,False,,False
06057,622,133.0,,,,,102.0,,94.7,45.5,377.8,,,57.0,-489.0,,,,,-520.0,,-527.3,-576.5,-244.2,,,-565.0,,,,,False,,False,False,True,,,False
06059,21230,8218.0,,,,,3909.0,,5937.4,6194.2,307.3,4662.3,,8116.0,-13012.0,,,,,-17321.0,,-15292.6,-15035.8,-20922.7,-16567.7,,-13114.0,,,,,False,,False,False,False,False,,False
06061,2604,854.0,,,,,626.0,,702.0,273.6,937.1,633.6,,1507.0,-1750.0,,,,,-1978.0,,-1902.0,-2330.4,-1666.9,-1970.4,,-1097.0,,,,,False,,False,False,True,False,,True
06063,153,7.0,,,,,13.0,,16.6,2.5,,,,184.0,-146.0,,,,,-140.0,,-136.4,-150.5,,,,31.0,,,,,True,,True,False,,,,True
06065,23950,13230.0,,,,,6260.0,,10674.5,5491.1,1538.3,7888.8,,13160.0,-10720.0,,,,,-17690.0,,-13275.5,-18458.9,-22411.7,-16061.2,,-10790.0,,,,,False,,False,False,False,False,,False
06067,12930,5558.0,,,,,2780.0,,3779.5,3214.9,3334.9,5502.9,,4462.0,-7372.0,,,,,-10150.0,,-9150.5,-9715.1,-9595.1,-7427.1,,-8468.0,,,,,False,,False,False,False,False,,False
06069,484,133.0,,,,,209.0,,105.2,20.5,0.6,156.0,,60.0,-351.0,,,,,-275.0,,-378.8,-463.5,-483.4,-328.0,,-424.0,,,,,True,,False,False,False,True,,False
06071,34330,12761.0,,,,,6352.0,,9369.1,8115.9,948.3,7675.6,,9544.0,-21569.0,,,,,-27978.0,,-24960.9,-26214.1,-33381.7,-26654.4,,-24786.0,,,,,False,,False,False,False,False,,False
06073,29875,13601.0,,,,,3694.0,,10931.1,9260.7,2478.1,6381.0,,15382.0,-16274.0,,,,,-26181.0,,-18943.9,-20614.3,-27396.9,-23494.0,,-14493.0,,,,,False,,False,False,False,False,,True
06075,3757,1442.0,,,,,1189.0,,1297.1,470.9,0.0,923.4,,838.0,-2315.0,,,,,-2568.0,,-2459.9,-3286.1,-3757.0,-2833.6,,-2919.0,,,,,False,,False,False,False,False,,False
06077,4913,2401.0,,,,,1821.0,,1797.1,476.1,34.1,1568.0,,1640.0,-2512.0,,,,,-3092.0,,-3115.9,-4436.9,-4878.9,-3345.0,,-3273.0,,,,,False,,False,False,False,False,,False
06079,2287,1099.0,,,,,1343.0,,941.7,526.1,833.3,795.8,,1487.0,-1188.0,,,,,-944.0,,-1345.3,-1760.9,-1453.7,-1491.2,,-800.0,,,,,True,,False,False,False,False,,True
06081,3638,2121.0,,,,,1276.0,,1734.6,967.8,123.7,1609.5,,2289.0,-1517.0,,,,,-2362.0,,-1903.4,-2670.2,-3514.3,-2028.5,,-1349.0,,,,,False,,False,False,False,False,,True
06083,1934,1113.0,,,,,1061.0,,854.8,538.3,697.7,1738.0,,598.0,-821.0,,,,,-873.0,,-1079.2,-1395.7,-1236.3,-196.0,,-1336.0,,,,,False,,False,False,False,True,,False
06085,11313,4795.0,,,,,3156.0,,3734.2,4833.4,547.1,3219.7,,6159.0,-6518.0,,,,,-8157.0,,-7578.8,-6479.6,-10765.9,-8093.3,,-5154.0,,,,,False,,False,True,False,False,,True
06087,1797,574.0,,,,,403.0,,566.1,347.8,940.4,378.0,,357.0,-1223.0,,,,,-1394.0,,-1230.9,-1449.2,-856.6,-1419.0,,-1440.0,,,,,False,,False,False,True,False,,False
06089,3365,2149.0,,,,,618.0,,4702.1,4027.0,1460.3,972.6,,1125.0,-1216.0,,,,,-2747.0,,1337.1,662.0,-1904.7,-2392.4,,-2240.0,,,,,False,,False,True,False,False,,False
06091,13,0.0,,,,,0.0,,6.3,0.1,,,,0.0,-13.0,,,,,-13.0,,-6.7,-12.9,,,,-13.0,,,,,False,,True,True,,,,False
06093,445,84.0,,,,,128.0,,54.9,20.0,98.8,,,212.0,-361.0,,,,,-317.0,,-390.1,-425.0,-346.2,,,-233.0,,,,,True,,False,False,True,,,True
06095,3294,1610.0,,,,,988.0,,1413.8,787.0,803.9,1346.8,,1735.0,-1684.0,,,,,-2306.0,,-1880.2,-2507.0,-2490.1,-1947.2,,-1559.0,,,,,False,,False,False,False,False,,True
06097,3697,4200.0,,,,,1203.0,,3521.9,2813.3,2446.5,3238.8,,11536.0,503.0,,,,,-2494.0,,-175.1,-883.7,-1250.5,-458.2,,7839.0,,,,,False,,True,False,False,True,,False
06099,4583,2093.0,,,,,1682.0,,1560.2,1034.1,7.7,1075.8,,4350.0,-2490.0,,,,,-2901.0,,-3022.8,-3548.9,-4575.3,-3507.2,,-233.0,,,,,False,,False,False,False,False,,True
06101,1369,189.0,,,,,215.0,,186.9,23.5,181.2,134.4,,284.0,-1180.0,,,,,-1154.0,,-1182.1,-1345.5,-1187.8,-1234.6,,-1085.0,,,,,True,,False,False,False,False,,True
06103,967,441.0,,,,,233.0,,513.5,345.9,213.5,,,643.0,-526.0,,,,,-734.0,,-453.5,-621.1,-753.5,,,-324.0,,,,,False,,True,False,False,,,True
06105,140,63.0,,,,,94.0,,268.5,0.3,,,,260.0,-77.0,,,,,-46.0,,128.5,-139.7,,,,120.0,,,,,True,,False,False,,,,False
06107,3855,2765.0,,,,,1696.0,,2005.2,731.8,16.1,1966.4,,1942.0,-1090.0,,,,,-2159.0,,-1849.8,-3123.2,-3838.9,-1888.6,,-1913.0,,,,,False,,False,False,False,False,,False
06109,744,49.0,,,,,91.0,,44.5,8.8,96.6,,,351.0,-695.0,,,,,-653.0,,-699.5,-735.2,-647.4,,,-393.0,,,,,True,,False,False,True,,,True
06111,5910,2443.0,,,,,1323.0,,1908.1,1808.4,118.2,1276.3,,2133.0,-3467.0,,,,,-4587.0,,-4001.9,-4101.6,-5791.8,-4633.7,,-3777.0,,,,,False,,False,False,False,False,,False
06113,1795,525.0,,,,,486.0,,397.3,277.5,620.3,492.0,,925.0,-1270.0,,,,,-1309.0,,-1397.7,-1517.5,-1174.7,-1303.0,,-870.0,,,,,False,,False,False,True,False,,True
06115,754,273.0,,,,,130.0,,229.5,75.4,158.3,276.4,,220.0,-481.0,,,,,-624.0,,-524.5,-678.6,-595.7,-477.6,,-534.0,,,,,False,,False,False,False,True,,False
08001,18196,6041.0,,,,,2040.0,,3505.0,2482.7,3459.4,2461.9,,5920.0,-12155.0,,,,,-16156.0,,-14691.0,-15713.3,-14736.6,-15734.1,,-12276.0,,,,,False,,False,False,False,False,,False
08003,333,77.0,,,,,85.0,,52.4,22.3,0.0,,,487.0,-256.0,,,,,-248.0,,-280.6,-310.7,-333.0,,,154.0,,,,,True,,False,False,False,,,True
08005,16174,4074.0,,,,,2354.0,,2222.5,2571.5,4850.6,1996.8,,4741.0,-12100.0,,,,,-13820.0,,-13951.5,-13602.5,-11323.4,-14177.2,,-11433.0,,,,,False,,False,False,True,False,,True
08007,167,21.0,,,,,36.0,,24.4,2.0,,,,7.0,-146.0,,,,,-131.0,,-142.6,-165.0,,,,-160.0,,,,,True,,True,False,,,,False
08009,84,7.0,,,,,38.0,,6.0,0.4,,,,32.0,-77.0,,,,,-46.0,,-78.0,-83.6,,,,-52.0,,,,,True,,False,False,,,,True
08011,165,0.0,,,,,21.0,,0.2,0.4,,,,0.0,-165.0,,,,,-144.0,,-164.8,-164.6,,,,-165.0,,,,,True,,True,True,,,,False
08013,6029,1365.0,,,,,995.0,,907.4,1025.4,2836.4,1417.0,,347.0,-4664.0,,,,,-5034.0,,-5121.6,-5003.6,-3192.6,-4612.0,,-5682.0,,,,,False,,False,False,True,True,,False
08014,1251,329.0,,,,,188.0,,229.3,166.4,,,,312.0,-922.0,,,,,-1063.0,,-1021.7,-1084.6,,,,-939.0,,,,,False,,False,False,,,,False
08015,271,140.0,,,,,64.0,,68.5,16.2,77.3,,,137.0,-131.0,,,,,-207.0,,-202.5,-254.8,-193.7,,,-134.0,,,,,False,,False,False,False,,,False
08017,44,0.0,,,,,16.0,,0.5,0.3,,,,0.0,-44.0,,,,,-28.0,,-43.5,-43.7,,,,-44.0,,,,,True,,True,True,,,,False
08019,128,77.0,,,,,19.0,,103.5,2.2,,,,365.0,-51.0,,,,,-109.0,,-24.5,-125.8,,,,237.0,,,,,False,,True,False,,,,False
08021,126,21.0,,,,,18.0,,12.7,5.3,,,,9.0,-105.0,,,,,-108.0,,-113.3,-120.7,,,,-117.0,,,,,False,,False,False,,,,False
08023,51,14.0,,,,,15.0,,4.5,2.2,,,,97.0,-37.0,,,,,-36.0,,-46.5,-48.8,,,,46.0,,,,,True,,False,False,,,,False
08025,1148,0.0,,,,,24.0,,5.6,5.4,,,,0.0,-1148.0,,,,,-1124.0,,-1142.4,-1142.6,,,,-1148.0,,,,,True,,True,True,,,,False
08027,49,0.0,,,,,11.0,,1.9,0.4,,,,4.0,-49.0,,,,,-38.0,,-47.1,-48.6,,,,-45.0,,,,,True,,True,True,,,,True
08029,400,7.0,,,,,72.0,,9.8,0.0,172.2,,,1.0,-393.0,,,,,-328.0,,-390.2,-400.0,-227.8,,,-399.0,,,,,True,,True,False,True,,,False
08031,21261,6538.0,,,,,2930.0,,3522.2,6176.4,5896.0,3071.2,,6431.0,-14723.0,,,,,-18331.0,,-17738.8,-15084.6,-15365.0,-18189.8,,-14830.0,,,,,False,,False,False,False,False,,False
08033,16,0.0,,,,,14.0,,0.5,,,,,0.0,-16.0,,,,,-2.0,,-15.5,,,,,-16.0,,,,,True,,True,,,,,False
08035,7422,1547.0,,,,,766.0,,1155.3,1437.4,2541.7,670.3,,1751.0,-5875.0,,,,,-6656.0,,-6266.7,-5984.6,-4880.3,-6751.7,,-5671.0,,,,,False,,False,False,True,False,,True
08037,1029,252.0,,,,,147.0,,157.8,73.7,181.0,150.3,,410.0,-777.0,,,,,-882.0,,-871.2,-955.3,-848.0,-878.7,,-619.0,,,,,False,,False,False,False,False,,True
08039,410,42.0,,,,,50.0,,46.1,1.2,198.1,,,31.0,-368.0,,,,,-360.0,,-363.9,-408.8,-211.9,,,-379.0,,,,,True,,True,False,True,,,False
08041,18394,3458.0,,,,,2998.0,,2663.6,3454.3,3250.8,1606.2,,8258.0,-14936.0,,,,,-15396.0,,-15730.4,-14939.7,-15143.2,-16787.8,,-10136.0,,,,,False,,False,False,False,False,,True
08043,2502,140.0,,,,,127.0,,71.4,35.3,85.9,,,336.0,-2362.0,,,,,-2375.0,,-2430.6,-2466.7,-2416.1,,,-2166.0,,,,,False,,False,False,False,,,True
08045,1152,287.0,,,,,136.0,,144.4,121.4,154.8,,,247.0,-865.0,,,,,-1016.0,,-1007.6,-1030.6,-997.2,,,-905.0,,,,,False,,False,False,False,,,False
08047,67,7.0,,,,,17.0,,7.6,0.9,,,,0.0,-60.0,,,,,-50.0,,-59.4,-66.1,,,,-67.0,,,,,True,,True,False,,,,False
08049,275,217.0,,,,,44.0,,312.4,20.6,130.7,,,618.0,-58.0,,,,,-231.0,,37.4,-254.4,-144.3,,,343.0,,,,,False,,True,False,False,,,False
08051,170,7.0,,,,,50.0,,17.5,0.0,125.6,,,320.0,-163.0,,,,,-120.0,,-152.5,-170.0,-44.4,,,150.0,,,,,True,,True,False,True,,,True
08053,8,0.0,,,,,10.0,,0.3,0.0,,,,0.0,-8.0,,,,,2.0,,-7.7,-8.0,,,,-8.0,,,,,True,,True,True,,,,False
08055,125,7.0,,,,,28.0,,8.8,1.0,,,,3.0,-118.0,,,,,-97.0,,-116.2,-124.0,,,,-122.0,,,,,True,,True,False,,,,False
08057,12,0.0,,,,,19.0,,4.2,,,,,0.0,-12.0,,,,,7.0,,-7.8,,,,,-12.0,,,,,True,,True,,,,,False
08059,13614,3346.0,,,,,1802.0,,2164.6,1961.7,3436.0,1685.4,,4020.0,-10268.0,,,,,-11812.0,,-11449.4,-11652.3,-10178.0,-11928.6,,-9594.0,,,,,False,,False,False,True,False,,True
08061,22,0.0,,,,,13.0,,0.7,,,,,0.0,-22.0,,,,,-9.0,,-21.3,,,,,-22.0,,,,,True,,True,,,,,False
08063,204,119.0,,,,,40.0,,1.9,6.4,,,,2.0,-85.0,,,,,-164.0,,-202.1,-197.6,,,,-202.0,,,,,False,,False,False,,,,False
08065,168,35.0,,,,,24.0,,27.2,8.2,0.0,,,37.0,-133.0,,,,,-144.0,,-140.8,-159.8,-168.0,,,-131.0,,,,,False,,False,False,False,,,True
08067,1011,161.0,,,,,97.0,,114.4,147.1,130.7,,,687.0,-850.0,,,,,-914.0,,-896.6,-863.9,-880.3,,,-324.0,,,,,False,,False,False,False,,,True
08069,6867,2436.0,,,,,1290.0,,1704.9,1895.4,2079.3,1296.9,,3305.0,-4431.0,,,,,-5577.0,,-5162.1,-4971.6,-4787.7,-5570.1,,-3562.0,,,,,False,,False,False,False,False,,True
08071,202,21.0,,,,,49.0,,21.0,1.7,,,,25.0,-181.0,,,,,-153.0,,-181.0,-200.3,,,,-177.0,,,,,True,,False,False,,,,True
