,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
45009,79,72.0,,4.0,,,,,98.0,,45.4,14.5,5.5,0.0,,31.0,-7.0,,-75.0,,,,,19.0,,-33.6,-64.5,-73.5,-79.0,,-48.0,,False,,,,,False,,False,False,False,False,,False
45011,133,372.0,,253.0,,,,,108.0,,292.5,76.1,146.5,0.0,,181.0,239.0,,120.0,,,,,-25.0,,159.5,-56.9,13.5,-133.0,,48.0,,True,,,,,True,,True,True,True,True,,True
45013,1136,588.0,,685.0,,,,,576.0,,496.3,311.1,312.2,5.1,287.0,416.0,-548.0,,-451.0,,,,,-560.0,,-639.7,-824.9,-823.8,-1130.9,-849.0,-720.0,,True,,,,,False,,False,False,False,False,False,False
45015,1293,966.0,,3245.0,,,,,913.0,,664.0,329.7,635.5,13.9,484.3,656.0,-327.0,,1952.0,,,,,-380.0,,-629.0,-963.3,-657.5,-1279.1,-808.7,-637.0,,False,,,,,False,,False,False,False,False,False,False
45017,56,84.0,,1.0,,,,,80.0,,74.8,13.5,5.1,0.2,,25.0,28.0,,-55.0,,,,,24.0,,18.8,-42.5,-50.9,-55.8,,-31.0,,False,,,,,True,,True,False,False,False,,False
45019,3287,2064.0,,5102.0,,,,,1292.0,,1235.6,579.9,1735.3,46.2,865.6,1879.0,-1223.0,,1815.0,,,,,-1995.0,,-2051.4,-2707.1,-1551.7,-3240.8,-2421.4,-1408.0,,False,,,,,False,,False,False,False,False,False,False
45021,731,360.0,,262.0,,,,,559.0,,343.7,156.2,106.6,0.3,170.8,176.0,-371.0,,-469.0,,,,,-172.0,,-387.3,-574.8,-624.4,-730.7,-560.2,-555.0,,False,,,,,True,,False,False,False,False,False,False
45023,382,252.0,,169.0,,,,,268.0,,316.2,45.9,55.2,0.1,120.6,421.0,-130.0,,-213.0,,,,,-114.0,,-65.8,-336.1,-326.8,-381.9,-261.4,39.0,,False,,,,,True,,True,False,False,False,False,True
45025,335,486.0,,384.0,,,,,420.0,,599.5,128.1,99.6,171.9,482.7,520.0,151.0,,49.0,,,,,85.0,,264.5,-206.9,-235.4,-163.1,147.7,185.0,,True,,,,,True,,False,False,False,False,True,False
45027,241,120.0,,85.0,,,,,185.0,,149.9,29.3,27.8,0.0,123.9,142.0,-121.0,,-156.0,,,,,-56.0,,-91.1,-211.7,-213.2,-241.0,-117.1,-99.0,,False,,,,,True,,True,False,False,False,True,True
45029,291,336.0,,673.0,,,,,223.0,,460.5,61.5,127.0,0.2,118.6,285.0,45.0,,382.0,,,,,-68.0,,169.5,-229.5,-164.0,-290.8,-172.4,-6.0,,False,,,,,False,,False,False,False,False,False,True
45031,652,612.0,,522.0,,,,,553.0,,674.6,202.6,348.4,0.4,405.8,285.0,-40.0,,-130.0,,,,,-99.0,,22.6,-449.4,-303.6,-651.6,-246.2,-367.0,,False,,,,,False,,True,False,False,False,False,False
45033,282,420.0,,385.0,,,,,273.0,,593.4,225.0,129.9,174.3,246.0,463.0,138.0,,103.0,,,,,-9.0,,311.4,-57.0,-152.1,-107.7,-36.0,181.0,,True,,,,,True,,False,True,False,True,True,False
45035,1217,1062.0,,1958.0,,,,,657.0,,834.0,221.4,662.3,17.0,471.6,936.0,-155.0,,741.0,,,,,-560.0,,-383.0,-995.6,-554.7,-1200.0,-745.4,-281.0,,False,,,,,False,,False,False,False,False,False,False
45037,295,180.0,,90.0,,,,,183.0,,239.1,54.1,79.6,0.1,,248.0,-115.0,,-205.0,,,,,-112.0,,-55.9,-240.9,-215.4,-294.9,,-47.0,,False,,,,,True,,True,False,False,False,,True
45039,207,126.0,,42.0,,,,,165.0,,200.4,57.1,16.8,0.1,,66.0,-81.0,,-165.0,,,,,-42.0,,-6.6,-149.9,-190.2,-206.9,,-141.0,,False,,,,,True,,True,False,False,False,,False
45041,1337,1056.0,,1181.0,,,,,1006.0,,683.0,252.1,643.6,3.4,1007.2,501.0,-281.0,,-156.0,,,,,-331.0,,-654.0,-1084.9,-693.4,-1333.6,-329.8,-836.0,,True,,,,,False,,False,False,False,False,False,False
45043,597,1014.0,,2089.0,,,,,287.0,,682.6,42.3,607.2,216.5,419.0,676.0,417.0,,1492.0,,,,,-310.0,,85.6,-554.7,10.2,-380.5,-178.0,79.0,,False,,,,,True,,True,False,True,True,True,True
45045,7320,4704.0,,5563.0,,,,,3098.0,,3409.5,1360.3,3795.7,79.0,2148.7,6918.0,-2616.0,,-1757.0,,,,,-4222.0,,-3910.5,-5959.7,-3524.3,-7241.0,-5171.3,-402.0,,True,,,,,False,,False,False,False,False,False,True
45047,595,414.0,,460.0,,,,,457.0,,444.7,115.7,54.5,0.8,197.3,226.0,-181.0,,-135.0,,,,,-138.0,,-150.3,-479.3,-540.5,-594.2,-397.7,-369.0,,True,,,,,True,,True,False,False,False,False,False
45049,118,132.0,,33.0,,,,,132.0,,218.3,51.9,40.2,0.0,,46.0,14.0,,-85.0,,,,,14.0,,100.3,-66.1,-77.8,-118.0,,-72.0,,False,,,,,False,,False,False,False,False,,False
45051,2946,3660.0,,3382.0,,,,,1466.0,,3621.7,577.2,2292.2,33.8,1230.7,1160.0,714.0,,436.0,,,,,-1480.0,,675.7,-2368.8,-653.8,-2912.2,-1715.3,-1786.0,,True,,,,,False,,True,False,True,False,False,False
45053,189,114.0,,42.0,,,,,125.0,,194.6,32.0,29.7,0.0,,113.0,-75.0,,-147.0,,,,,-64.0,,5.6,-157.0,-159.3,-189.0,,-76.0,,False,,,,,True,,True,False,False,False,,False
45055,610,846.0,,882.0,,,,,470.0,,640.1,111.1,454.0,423.3,416.5,483.0,236.0,,272.0,,,,,-140.0,,30.1,-498.9,-156.0,-186.7,-193.5,-127.0,,False,,,,,True,,True,False,True,True,True,True
45057,1052,636.0,,988.0,,,,,737.0,,588.7,141.9,258.9,3.0,384.2,525.0,-416.0,,-64.0,,,,,-315.0,,-463.3,-910.1,-793.1,-1049.0,-667.8,-527.0,,True,,,,,True,,False,False,False,False,False,False
45059,652,438.0,,414.0,,,,,432.0,,347.1,78.4,204.4,4.5,248.9,456.0,-214.0,,-238.0,,,,,-220.0,,-304.9,-573.6,-447.6,-647.5,-403.1,-196.0,,False,,,,,False,,False,False,False,False,False,True
45061,129,138.0,,58.0,,,,,117.0,,176.7,23.8,38.2,0.1,,134.0,9.0,,-71.0,,,,,-12.0,,47.7,-105.2,-90.8,-128.9,,5.0,,False,,,,,False,,False,False,False,False,,True
45063,2880,2196.0,,2898.0,,,,,1530.0,,1699.6,757.6,1567.6,34.5,920.7,1372.0,-684.0,,18.0,,,,,-1350.0,,-1180.4,-2122.4,-1312.4,-2845.5,-1959.3,-1508.0,,True,,,,,False,,False,False,False,False,False,False
45065,79,48.0,,37.0,,,,,30.0,,28.5,18.5,6.5,0.0,,14.0,-31.0,,-42.0,,,,,-49.0,,-50.5,-60.5,-72.5,-79.0,,-65.0,,False,,,,,False,,False,False,False,False,,False
45067,263,372.0,,540.0,,,,,179.0,,562.4,116.5,169.2,128.1,,245.0,109.0,,277.0,,,,,-84.0,,299.4,-146.5,-93.8,-134.9,,-18.0,,False,,,,,True,,False,False,True,False,,True
45069,355,306.0,,146.0,,,,,187.0,,336.1,138.5,59.7,0.0,281.9,147.0,-49.0,,-209.0,,,,,-168.0,,-18.9,-216.5,-295.3,-355.0,-73.1,-208.0,,False,,,,,False,,True,False,False,False,False,False
45071,559,378.0,,497.0,,,,,289.0,,463.6,93.1,121.8,1.0,122.8,87.0,-181.0,,-62.0,,,,,-270.0,,-95.4,-465.9,-437.2,-558.0,-436.2,-472.0,,True,,,,,False,,True,False,False,False,False,False
45073,1040,1014.0,,344.0,,,,,554.0,,1490.7,189.8,757.1,0.2,454.9,699.0,-26.0,,-696.0,,,,,-486.0,,450.7,-850.2,-282.9,-1039.8,-585.1,-341.0,,False,,,,,False,,False,False,False,False,False,False
45075,530,342.0,,152.0,,,,,534.0,,252.1,88.6,230.5,0.0,215.1,466.0,-188.0,,-378.0,,,,,4.0,,-277.9,-441.4,-299.5,-530.0,-314.9,-64.0,,False,,,,,True,,False,False,False,False,False,True
45077,2520,1770.0,,1304.0,,,,,919.0,,1770.6,388.0,1569.3,0.2,1646.4,1057.0,-750.0,,-1216.0,,,,,-1601.0,,-749.4,-2132.0,-950.7,-2519.8,-873.6,-1463.0,,False,,,,,False,,True,False,False,False,False,False
45079,3686,2760.0,,4789.0,,,,,2183.0,,1609.1,1251.0,2509.2,16.6,1726.1,1673.0,-926.0,,1103.0,,,,,-1503.0,,-2076.9,-2435.0,-1176.8,-3669.4,-1959.9,-2013.0,,False,,,,,False,,False,False,False,False,False,False
45081,91,54.0,,24.0,,,,,137.0,,169.1,33.0,4.2,0.2,,115.0,-37.0,,-67.0,,,,,46.0,,78.1,-58.0,-86.8,-90.8,,24.0,,False,,,,,False,,False,False,False,False,,True
45083,4187,3420.0,,7178.0,,,,,2265.0,,2247.0,1118.0,2014.6,1292.7,1729.2,2459.0,-767.0,,2991.0,,,,,-1922.0,,-1940.0,-3069.0,-2172.4,-2894.3,-2457.8,-1728.0,,False,,,,,False,,False,False,False,False,False,False
45085,771,468.0,,377.0,,,,,751.0,,374.7,143.2,241.3,2.3,256.6,1304.0,-303.0,,-394.0,,,,,-20.0,,-396.3,-627.8,-529.7,-768.7,-514.4,533.0,,False,,,,,True,,False,False,False,False,False,False
45087,359,240.0,,293.0,,,,,214.0,,363.3,59.1,100.8,0.5,,79.0,-119.0,,-66.0,,,,,-145.0,,4.3,-299.9,-258.2,-358.5,,-280.0,,True,,,,,False,,True,False,False,False,,False
45089,256,156.0,,49.0,,,,,158.0,,94.0,46.0,85.1,0.0,158.2,88.0,-100.0,,-207.0,,,,,-98.0,,-162.0,-210.0,-170.9,-256.0,-97.8,-168.0,,False,,,,,True,,False,False,False,False,True,False
45091,3414,1734.0,,1701.0,,,,,1619.0,,1547.9,589.4,1675.6,60.5,873.0,1256.0,-1680.0,,-1713.0,,,,,-1795.0,,-1866.1,-2824.6,-1738.4,-3353.5,-2541.0,-2158.0,,False,,,,,False,,False,False,False,False,False,False
46003,200,180.0,,0.0,,,,,36.0,,1073.5,0.0,18.9,0.0,,10.0,-20.0,,-200.0,,,,,-164.0,,873.5,-200.0,-181.1,-200.0,,-190.0,,False,,,,,False,,False,False,False,False,,False
46005,1208,666.0,,0.0,,,,,642.0,,747.5,30.0,188.8,334.6,,73.0,-542.0,,-1208.0,,,,,-566.0,,-460.5,-1178.0,-1019.2,-873.4,,-1135.0,,False,,,,,False,,True,False,False,False,,False
46007,191,120.0,,,,,,,64.0,,688.3,6.2,,0.0,,60.0,-71.0,,,,,,,-127.0,,497.3,-184.8,,-191.0,,-131.0,,,,,,,False,,False,False,,False,,False
46009,1062,876.0,,920.0,,,,,214.0,,1702.6,8.2,620.2,28.4,,95.0,-186.0,,-142.0,,,,,-848.0,,640.6,-1053.8,-441.8,-1033.6,,-967.0,,True,,,,,False,,False,False,False,False,,False
46011,1249,1236.0,,2395.0,,,,,1766.0,,1716.3,227.2,1163.6,405.4,,707.0,-13.0,,1146.0,,,,,517.0,,467.3,-1021.8,-85.4,-843.6,,-542.0,,False,,,,,False,,False,False,False,False,,False
46013,1856,1188.0,,1501.0,,,,,1625.0,,1943.4,301.0,455.1,636.1,575.5,1274.0,-668.0,,-355.0,,,,,-231.0,,87.4,-1555.0,-1400.9,-1219.9,-1280.5,-582.0,,True,,,,,True,,True,False,False,False,False,True
46015,364,150.0,,25.0,,,,,53.0,,337.4,6.1,,33.6,,20.0,-214.0,,-339.0,,,,,-311.0,,-26.6,-357.9,,-330.4,,-344.0,,False,,,,,False,,True,False,,False,,False
46017,184,114.0,,0.0,,,,,30.0,,162.0,0.4,59.9,20.2,,0.0,-70.0,,-184.0,,,,,-154.0,,-22.0,-183.6,-124.1,-163.8,,-184.0,,False,,,,,False,,True,False,False,False,,False
46019,494,318.0,,41.0,,,,,174.0,,771.6,92.8,,92.4,,45.0,-176.0,,-453.0,,,,,-320.0,,277.6,-401.2,,-401.6,,-449.0,,False,,,,,False,,False,False,,False,,False
46021,39,78.0,,0.0,,,,,32.0,,202.0,6.8,,,,14.0,39.0,,-39.0,,,,,-7.0,,163.0,-32.2,,,,-25.0,,False,,,,,True,,False,True,,,,True
46023,543,312.0,,6.0,,,,,125.0,,632.5,16.2,258.8,9.1,,115.0,-231.0,,-537.0,,,,,-418.0,,89.5,-526.8,-284.2,-533.9,,-428.0,,False,,,,,False,,True,False,False,False,,False
46025,185,78.0,,0.0,,,,,111.0,,115.8,1.8,59.5,,,103.0,-107.0,,-185.0,,,,,-74.0,,-69.2,-183.2,-125.5,,,-82.0,,False,,,,,True,,True,False,False,,,True
46027,656,354.0,,192.0,,,,,387.0,,405.9,44.8,177.9,0.0,,128.0,-302.0,,-464.0,,,,,-269.0,,-250.1,-611.2,-478.1,-656.0,,-528.0,,False,,,,,True,,True,False,False,False,,False
46029,1408,696.0,,577.0,,,,,1808.0,,988.6,160.0,351.4,506.8,940.7,267.0,-712.0,,-831.0,,,,,400.0,,-419.4,-1248.0,-1056.6,-901.2,-467.3,-1141.0,,False,,,,,True,,True,False,False,False,True,False
46031,245,108.0,,0.0,,,,,88.0,,202.9,4.5,42.3,0.0,,58.0,-137.0,,-245.0,,,,,-157.0,,-42.1,-240.5,-202.7,-245.0,,-187.0,,False,,,,,False,,True,False,False,False,,False
46033,275,276.0,,117.0,,,,,81.0,,247.3,22.1,,168.5,,209.0,1.0,,-158.0,,,,,-194.0,,-27.7,-252.9,,-106.5,,-66.0,,False,,,,,False,,False,False,,False,,False
46035,1686,954.0,,912.0,,,,,674.0,,3778.6,64.4,328.9,274.4,,310.0,-732.0,,-774.0,,,,,-1012.0,,2092.6,-1621.7,-1357.1,-1411.6,,-1376.0,,False,,,,,False,,False,False,False,False,,False
46037,244,66.0,,29.0,,,,,114.0,,94.9,2.1,17.1,0.0,,14.0,-178.0,,-215.0,,,,,-130.0,,-149.1,-241.9,-226.9,-244.0,,-230.0,,False,,,,,True,,True,False,False,False,,False
46039,158,144.0,,42.0,,,,,96.0,,516.4,14.2,37.8,0.0,,82.0,-14.0,,-116.0,,,,,-62.0,,358.4,-143.8,-120.2,-158.0,,-76.0,,False,,,,,False,,False,False,False,False,,False
46041,566,318.0,,,,,,,59.0,,459.8,18.3,271.8,0.0,,0.0,-248.0,,,,,,,-507.0,,-106.2,-547.7,-294.2,-566.0,,-566.0,,,,,,,False,,True,False,False,False,,False
46043,147,126.0,,40.0,,,,,41.0,,367.7,2.9,18.5,70.6,,26.0,-21.0,,-107.0,,,,,-106.0,,220.7,-144.1,-128.5,-76.4,,-121.0,,False,,,,,False,,False,False,False,False,,False
46045,122,108.0,,0.0,,,,,81.0,,64.2,4.2,16.0,0.0,,54.0,-14.0,,-122.0,,,,,-41.0,,-57.8,-117.8,-106.0,-122.0,,-68.0,,False,,,,,False,,False,False,False,False,,False
46047,201,168.0,,0.0,,,,,84.0,,541.0,7.1,63.0,0.0,,124.0,-33.0,,-201.0,,,,,-117.0,,340.0,-193.9,-138.0,-201.0,,-77.0,,False,,,,,False,,False,False,False,False,,False
46049,130,168.0,,0.0,,,,,85.0,,751.5,0.0,65.2,0.0,,0.0,38.0,,-130.0,,,,,-45.0,,621.5,-130.0,-64.8,-130.0,,-130.0,,False,,,,,False,,False,False,False,False,,False
46051,359,228.0,,154.0,,,,,355.0,,453.5,4.8,68.9,92.5,,98.0,-131.0,,-205.0,,,,,-4.0,,94.5,-354.2,-290.1,-266.5,,-261.0,,False,,,,,True,,True,False,False,False,,False
46053,262,102.0,,0.0,,,,,62.0,,101.9,9.7,15.8,0.0,,40.0,-160.0,,-262.0,,,,,-200.0,,-160.1,-252.3,-246.2,-262.0,,-222.0,,False,,,,,False,,False,False,False,False,,False
46055,78,126.0,,10.0,,,,,69.0,,462.6,16.9,,,,40.0,48.0,,-68.0,,,,,-9.0,,384.6,-61.1,,,,-38.0,,False,,,,,True,,False,False,,,,True
46057,323,180.0,,115.0,,,,,170.0,,288.1,8.5,66.4,43.6,,125.0,-143.0,,-208.0,,,,,-153.0,,-34.9,-314.5,-256.6,-279.4,,-198.0,,False,,,,,False,,True,False,False,False,,False
46059,194,78.0,,0.0,,,,,66.0,,335.1,1.1,20.5,,,0.0,-116.0,,-194.0,,,,,-128.0,,141.1,-192.9,-173.5,,,-194.0,,False,,,,,False,,False,False,False,,,False
46061,197,66.0,,39.0,,,,,48.0,,73.4,3.1,,,,19.0,-131.0,,-158.0,,,,,-149.0,,-123.6,-193.9,,,,-178.0,,False,,,,,False,,True,False,,,,False
46063,56,72.0,,0.0,,,,,60.0,,471.9,7.9,,,,54.0,16.0,,-56.0,,,,,4.0,,415.9,-48.1,,,,-2.0,,False,,,,,True,,False,False,,,,True
46065,928,528.0,,302.0,,,,,352.0,,1018.9,66.7,364.7,0.2,,0.0,-400.0,,-626.0,,,,,-576.0,,90.9,-861.3,-563.3,-927.8,,-928.0,,False,,,,,False,,True,False,False,False,,False
46067,382,168.0,,132.0,,,,,200.0,,535.7,14.0,54.0,3.6,,99.0,-214.0,,-250.0,,,,,-182.0,,153.7,-368.0,-328.0,-378.4,,-283.0,,False,,,,,True,,True,False,False,False,,False
46069,92,24.0,,0.0,,,,,58.0,,138.0,0.6,12.2,,,25.0,-68.0,,-92.0,,,,,-34.0,,46.0,-91.4,-79.8,,,-67.0,,False,,,,,True,,True,False,False,,,True
46071,127,120.0,,5.0,,,,,19.0,,704.9,1.6,23.9,,,96.0,-7.0,,-122.0,,,,,-108.0,,577.9,-125.4,-103.1,,,-31.0,,False,,,,,False,,False,False,False,,,False
46073,85,30.0,,0.0,,,,,82.0,,72.2,0.4,0.5,0.0,,0.0,-55.0,,-85.0,,,,,-3.0,,-12.8,-84.6,-84.5,-85.0,,-85.0,,False,,,,,True,,True,False,False,False,,False
46075,36,36.0,,,,,,,12.0,,34.7,3.3,,,,6.0,0.0,,,,,,,-24.0,,-1.3,-32.7,,,,-30.0,,,,,,,False,,False,False,,,,False
46077,305,216.0,,101.0,,,,,124.0,,1048.7,9.5,93.2,28.1,,110.0,-89.0,,-204.0,,,,,-181.0,,743.7,-295.5,-211.8,-276.9,,-195.0,,False,,,,,False,,False,False,False,False,,False
46079,564,240.0,,309.0,,,,,575.0,,528.8,34.0,85.6,109.2,,229.0,-324.0,,-255.0,,,,,11.0,,-35.2,-530.0,-478.4,-454.8,,-335.0,,True,,,,,True,,True,False,False,False,,False
46081,1337,546.0,,787.0,,,,,505.0,,1285.8,58.7,314.3,384.5,,355.0,-791.0,,-550.0,,,,,-832.0,,-51.2,-1278.3,-1022.7,-952.5,,-982.0,,True,,,,,False,,True,False,False,False,,False
46083,3212,2118.0,,2805.0,,,,,1616.0,,3704.4,517.8,1941.7,913.4,1162.8,4137.0,-1094.0,,-407.0,,,,,-1596.0,,492.4,-2694.2,-1270.3,-2298.6,-2049.2,925.0,,True,,,,,False,,True,False,False,False,False,True
46085,244,48.0,,2.0,,,,,26.0,,80.5,3.6,14.6,0.0,,0.0,-196.0,,-242.0,,,,,-218.0,,-163.5,-240.4,-229.4,-244.0,,-244.0,,False,,,,,False,,True,False,False,False,,False
46087,412,186.0,,165.0,,,,,112.0,,403.2,9.3,71.9,105.6,,40.0,-226.0,,-247.0,,,,,-300.0,,-8.8,-402.7,-340.1,-306.4,,-372.0,,False,,,,,False,,True,False,False,False,,False
46089,95,42.0,,,,,,,83.0,,80.7,1.4,10.8,,,44.0,-53.0,,,,,,,-12.0,,-14.3,-93.6,-84.2,,,-51.0,,,,,,,True,,True,False,False,,,True
46091,121,24.0,,0.0,,,,,157.0,,47.2,3.6,14.1,,,12.0,-97.0,,-121.0,,,,,36.0,,-73.8,-117.4,-106.9,,,-109.0,,False,,,,,True,,True,False,False,,,False
46093,935,534.0,,570.0,,,,,516.0,,894.5,110.1,316.4,0.0,,322.0,-401.0,,-365.0,,,,,-419.0,,-40.5,-824.9,-618.6,-935.0,,-613.0,,True,,,,,False,,True,False,False,False,,False
46095,127,36.0,,0.0,,,,,39.0,,55.2,2.1,,,,22.0,-91.0,,-127.0,,,,,-88.0,,-71.8,-124.9,,,,-105.0,,False,,,,,True,,True,False,,,,False
46097,85,264.0,,53.0,,,,,77.0,,1073.8,0.8,243.2,0.0,,28.0,179.0,,-32.0,,,,,-8.0,,988.8,-84.2,158.2,-85.0,,-57.0,,True,,,,,True,,False,True,True,True,,True
46099,11355,6270.0,,8560.0,,,,,9007.0,,6921.7,1408.0,5545.3,3789.6,11408.6,2053.0,-5085.0,,-2795.0,,,,,-2348.0,,-4433.3,-9947.0,-5809.7,-7565.4,53.6,-9302.0,,True,,,,,True,,True,False,False,False,True,False
46101,248,132.0,,131.0,,,,,92.0,,613.7,7.4,20.0,40.1,,73.0,-116.0,,-117.0,,,,,-156.0,,365.7,-240.6,-228.0,-207.9,,-175.0,,False,,,,,False,,False,False,False,False,,False
46102,1075,786.0,,1241.0,,,,,120.0,,1343.6,,1108.6,,,255.0,-289.0,,166.0,,,,,-955.0,,268.6,,33.6,,,-820.0,,True,,,,,False,,True,,True,,,False
46103,4961,2646.0,,2323.0,,,,,1714.0,,5541.0,692.3,1239.3,1287.0,1227.3,1546.0,-2315.0,,-2638.0,,,,,-3247.0,,580.0,-4268.7,-3721.7,-3674.0,-3733.7,-3415.0,,False,,,,,False,,True,False,False,False,False,False
46105,131,78.0,,1.0,,,,,92.0,,90.6,9.2,,,,0.0,-53.0,,-130.0,,,,,-39.0,,-40.4,-121.8,,,,-131.0,,False,,,,,True,,True,False,,,,False
46107,182,78.0,,0.0,,,,,48.0,,395.6,18.4,,,,0.0,-104.0,,-182.0,,,,,-134.0,,213.6,-163.6,,,,-182.0,,False,,,,,False,,False,False,,,,False
46109,428,108.0,,150.0,,,,,329.0,,118.1,15.3,22.8,0.0,,48.0,-320.0,,-278.0,,,,,-99.0,,-309.9,-412.7,-405.2,-428.0,,-380.0,,True,,,,,True,,True,False,False,False,,False
46111,202,72.0,,12.0,,,,,25.0,,541.0,0.2,20.8,,,32.0,-130.0,,-190.0,,,,,-177.0,,339.0,-201.8,-181.2,,,-170.0,,False,,,,,False,,False,False,False,,,False
46115,335,198.0,,0.0,,,,,218.0,,385.8,11.9,125.9,94.7,,104.0,-137.0,,-335.0,,,,,-117.0,,50.8,-323.1,-209.1,-240.3,,-231.0,,False,,,,,True,,True,False,False,False,,False
46117,159,84.0,,,,,,,48.0,,149.2,1.0,24.0,,,77.0,-75.0,,,,,,,-111.0,,-9.8,-158.0,-135.0,,,-82.0,,,,,,,False,,True,False,False,,,False
46119,60,54.0,,,,,,,18.0,,202.5,2.0,7.2,,,22.0,-6.0,,,,,,,-42.0,,142.5,-58.0,-52.8,,,-38.0,,,,,,,False,,False,False,False,,,False
46121,638,528.0,,759.0,,,,,98.0,,2391.7,10.6,259.7,0.1,,199.0,-110.0,,121.0,,,,,-540.0,,1753.7,-627.4,-378.3,-637.9,,-439.0,,False,,,,,False,,False,False,False,False,,False
46123,278,150.0,,21.0,,,,,114.0,,183.0,2.2,53.7,0.0,,0.0,-128.0,,-257.0,,,,,-164.0,,-95.0,-275.8,-224.3,-278.0,,-278.0,,False,,,,,False,,True,False,False,False,,False
46125,416,510.0,,598.0,,,,,158.0,,2499.2,23.5,276.5,202.3,,106.0,94.0,,182.0,,,,,-258.0,,2083.2,-392.5,-139.5,-213.7,,-310.0,,False,,,,,False,,False,False,False,False,,False
46127,594,624.0,,708.0,,,,,375.0,,1500.2,60.3,156.5,244.4,,215.0,30.0,,114.0,,,,,-219.0,,906.2,-533.7,-437.5,-349.6,,-379.0,,False,,,,,False,,False,False,False,False,,False
46129,239,348.0,,273.0,,,,,138.0,,584.9,6.3,238.8,50.4,,60.0,109.0,,34.0,,,,,-101.0,,345.9,-232.7,-0.2,-188.6,,-179.0,,True,,,,,True,,False,False,True,False,,False
46135,1148,456.0,,402.0,,,,,778.0,,784.2,104.9,198.4,235.7,,654.0,-692.0,,-746.0,,,,,-370.0,,-363.8,-1043.1,-949.6,-912.3,,-494.0,,False,,,,,True,,True,False,False,False,,True
46137,95,48.0,,,,,,,55.0,,32.6,3.9,15.5,,,36.0,-47.0,,,,,,,-40.0,,-62.4,-91.1,-79.5,,,-59.0,,,,,,,True,,False,False,False,,,False
47001,1420,930.0,,1496.0,,,,,830.0,,1128.6,507.6,490.2,481.3,408.8,0.0,-490.0,,76.0,,,,,-590.0,,-291.4,-912.4,-929.8,-938.7,-1011.2,-1420.0,,True,,,,,False,,True,False,False,False,False,False
47003,1194,576.0,,1090.0,,,,,575.0,,730.3,437.6,139.9,268.0,302.9,501.0,-618.0,,-104.0,,,,,-619.0,,-463.7,-756.4,-1054.1,-926.0,-891.1,-693.0,,True,,,,,False,,True,False,False,False,False,False
47005,435,138.0,,43.0,,,,,211.0,,199.7,18.6,22.1,0.0,,0.0,-297.0,,-392.0,,,,,-224.0,,-235.3,-416.4,-412.9,-435.0,,-435.0,,False,,,,,True,,True,False,False,False,,False
47007,264,120.0,,,,,,,166.0,,87.6,62.2,29.1,0.1,,0.0,-144.0,,,,,,,-98.0,,-176.4,-201.8,-234.9,-263.9,,-264.0,,,,,,,True,,False,False,False,False,,False
47009,2450,1242.0,,1605.0,,,,,1124.0,,1362.8,476.0,1034.9,6.3,576.4,113.0,-1208.0,,-845.0,,,,,-1326.0,,-1087.2,-1974.0,-1415.1,-2443.7,-1873.6,-2337.0,,True,,,,,False,,True,False,False,False,False,False
47011,1856,852.0,,980.0,,,,,1074.0,,842.4,640.7,209.0,3.6,884.2,366.0,-1004.0,,-876.0,,,,,-782.0,,-1013.6,-1215.3,-1647.0,-1852.4,-971.8,-1490.0,,True,,,,,True,,False,False,False,False,True,False
47013,718,1020.0,,2110.0,,,,,532.0,,4905.1,86.2,940.9,290.3,,0.0,302.0,,1392.0,,,,,-186.0,,4187.1,-631.8,222.9,-427.7,,-718.0,,False,,,,,True,,False,False,True,False,,False
47015,391,162.0,,162.0,,,,,168.0,,390.9,49.0,28.2,136.5,,32.0,-229.0,,-229.0,,,,,-223.0,,-0.1,-342.0,-362.8,-254.5,,-359.0,,False,,,,,True,,True,False,False,False,,False
47017,689,276.0,,333.0,,,,,315.0,,454.1,84.8,76.8,2.0,273.1,97.0,-413.0,,-356.0,,,,,-374.0,,-234.9,-604.2,-612.2,-687.0,-415.9,-592.0,,True,,,,,True,,True,False,False,False,False,False
