,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
08043,1187,858.0,,789.9,,838.0,1271.0,,,,366.4,,,627.0,,1108.5,,388.4,1201.0,,953.5,799.8,,900.0,708.0,,,,,809.9,879.2,,,,,537.9,-329.0,,-397.1,,-349.0,84.0,,,,-820.6,,,-560.0,,-78.5,,-798.6,14.0,,-233.5,-387.2,,-287.0,-479.0,,,,,-377.1,-307.8,,,,,-649.1,,False,,False,True,,,,False,,,False,,True,,False,True,,True,False,,True,False,,,,,False,True,,,,,False
08045,610,330.0,,329.4,,337.0,471.0,,,,220.8,,,322.0,,290.9,,289.4,373.0,,543.0,473.8,,539.0,30.0,,,,,257.1,632.5,,,,,512.9,-280.0,,-280.6,,-273.0,-139.0,,,,-389.2,,,-288.0,,-319.1,,-320.6,-237.0,,-67.0,-136.2,,-71.0,-580.0,,,,,-352.9,22.5,,,,,-97.1,,False,,True,True,,,,False,,,False,,False,,False,True,,True,True,,True,False,,,,,False,True,,,,,True
08047,23,38.0,,38.7,,39.0,61.0,,,,20.4,,,26.0,,56.0,,13.5,,,61.0,35.1,,45.0,7.0,,,,,,60.1,,,,,51.6,15.0,,15.7,,16.0,38.0,,,,-2.6,,,3.0,,33.0,,-9.5,,,38.0,12.1,,22.0,-16.0,,,,,,37.1,,,,,28.6,,False,,False,False,,,,True,,,True,,False,,True,,,False,True,,False,False,,,,,,False,,,,,False
08049,182,68.0,,67.3,,78.0,30.0,,,,33.5,,,95.0,,159.2,,31.4,,,89.0,92.6,,98.0,83.0,,,,,,83.9,,,,,79.4,-114.0,,-114.7,,-104.0,-152.0,,,,-148.5,,,-87.0,,-22.8,,-150.6,,,-93.0,-89.4,,-84.0,-99.0,,,,,,-98.1,,,,,-102.6,,False,,True,False,,,,False,,,True,,True,,False,,,True,True,,True,True,,,,,,True,,,,,True
08051,62,120.0,,121.5,,119.0,43.0,,,,36.4,,,82.0,,765.1,,20.3,,,204.0,80.7,,,98.0,,,,,,246.7,,,,,260.1,58.0,,59.5,,57.0,-19.0,,,,-25.6,,,20.0,,703.1,,-41.7,,,142.0,18.7,,,36.0,,,,,,184.7,,,,,198.1,,False,,True,True,,,,True,,,True,,False,,True,,,False,True,,,True,,,,,,False,,,,,False
08053,6,2.0,,1.9,,2.0,0.0,,,,0.6,,,8.0,,4.6,,1.1,,,,0.2,,0.0,21.0,,,,,,19.1,,,,,2.1,-4.0,,-4.1,,-4.0,-6.0,,,,-5.4,,,2.0,,-1.4,,-4.9,,,,-5.8,,-6.0,15.0,,,,,,13.1,,,,,-3.9,,False,,False,False,,,,False,,,True,,True,,False,,,,False,,False,False,,,,,,False,,,,,True
08055,66,70.0,,64.6,,65.0,42.0,,,,30.0,,,51.0,,217.5,,25.3,,,191.0,56.3,,77.0,6.0,,,,,,71.2,,,,,86.3,4.0,,-1.4,,-1.0,-24.0,,,,-36.0,,,-15.0,,151.5,,-40.7,,,125.0,-9.7,,11.0,-60.0,,,,,,5.2,,,,,20.3,,True,,True,False,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,,False,,,,,False
08057,9,6.0,,5.8,,4.0,0.0,,,,3.5,,,12.0,,26.0,,0.5,,,0.0,1.9,,4.0,2.0,,,,,,23.9,,,,,4.1,-3.0,,-3.2,,-5.0,-9.0,,,,-5.5,,,3.0,,17.0,,-8.5,,,-9.0,-7.1,,-5.0,-7.0,,,,,,14.9,,,,,-4.9,,False,,False,False,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,,False,,,,,False
08059,5947,5782.0,,5877.4,8901.2,6254.0,6509.0,,,,6072.8,,,4781.0,,5955.7,,5439.3,7224.0,,10765.5,7650.3,,7323.0,,,,,,5011.0,6686.7,8977.0,,,,8306.9,-165.0,,-69.6,2954.2,307.0,562.0,,,,125.8,,,-1166.0,,8.7,,-507.7,1277.0,,4818.5,1703.3,,1376.0,,,,,,-936.0,739.7,3030.0,,,,2359.9,,True,False,False,False,,,,True,,,False,,True,,False,False,,False,False,,False,,,,,,False,False,False,,,,False
08061,9,16.0,,16.2,,16.0,,,,,7.8,,,15.0,,128.2,,21.9,,,5.0,7.9,,12.0,17.0,,,,,,50.4,,,,,31.2,7.0,,7.2,,7.0,,,,,-1.2,,,6.0,,119.2,,12.9,,,-4.0,-1.1,,3.0,8.0,,,,,,41.4,,,,,22.2,,False,,False,,,,,True,,,True,,False,,False,,,True,True,,True,False,,,,,,False,,,,,False
08063,67,86.0,,91.1,,77.0,0.0,,,,43.4,,,92.0,,76.9,,16.4,,,51.0,65.2,,127.0,8.0,,,,,,199.6,,,,,148.5,19.0,,24.1,,10.0,-67.0,,,,-23.6,,,25.0,,9.9,,-50.6,,,-16.0,-1.8,,60.0,-59.0,,,,,,132.6,,,,,81.5,,False,,True,False,,,,False,,,False,,True,,False,,,True,True,,False,False,,,,,,False,,,,,False
08065,88,44.0,,44.9,,45.0,23.0,,,,30.9,,,55.0,,24.8,,13.5,,,54.0,78.2,,88.0,75.0,,,,,,111.3,,,,,85.0,-44.0,,-43.1,,-43.0,-65.0,,,,-57.1,,,-33.0,,-63.2,,-74.5,,,-34.0,-9.8,,0.0,-13.0,,,,,,23.3,,,,,-3.0,,True,,True,False,,,,False,,,True,,False,,False,,,True,True,,True,True,,,,,,True,,,,,True
08067,698,300.0,,299.2,,351.0,556.0,,,,133.9,,,145.0,,1507.0,,188.1,278.5,,691.0,374.6,,415.0,79.0,,,,,,305.8,,,,,451.2,-398.0,,-398.8,,-347.0,-142.0,,,,-564.1,,,-553.0,,809.0,,-509.9,-419.5,,-7.0,-323.4,,-283.0,-619.0,,,,,,-392.2,,,,,-246.8,,False,,True,True,,,,False,,,False,,False,,False,False,,True,True,,True,False,,,,,,True,,,,,True
08069,3239,2826.0,,2838.2,,3449.0,3812.0,,,,3652.6,,,2493.0,,4041.9,,2673.3,3140.5,,5049.0,3962.6,,3804.0,1545.0,,,,,2498.4,3578.0,4759.0,,,,3893.1,-413.0,,-400.8,,210.0,573.0,,,,413.6,,,-746.0,,802.9,,-565.7,-98.5,,1810.0,723.6,,565.0,-1694.0,,,,,-740.6,339.0,1520.0,,,,654.1,,True,,True,False,,,,False,,,False,,False,,False,True,,False,False,,False,False,,,,,False,True,False,,,,False
08071,116,36.0,,43.5,,36.0,0.0,,,,24.3,,,128.0,,5.9,,27.8,,,34.0,44.3,,48.0,18.0,,,,,,74.7,,,,,31.3,-80.0,,-72.5,,-80.0,-116.0,,,,-91.7,,,12.0,,-110.1,,-88.2,,,-82.0,-71.7,,-68.0,-98.0,,,,,,-41.3,,,,,-84.7,,True,,False,False,,,,False,,,True,,False,,False,,,False,True,,True,False,,,,,,True,,,,,False
08073,54,114.0,,104.3,,59.0,47.0,,,,50.4,,,66.0,,208.4,,18.4,,,12.0,50.8,,,7.0,,,,,,142.1,,,,,92.6,60.0,,50.3,,5.0,-7.0,,,,-3.6,,,12.0,,154.4,,-35.6,,,-42.0,-3.2,,,-47.0,,,,,,88.1,,,,,38.6,,True,,True,True,,,,True,,,True,,False,,True,,,True,True,,,True,,,,,,False,,,,,True
08075,506,406.0,,414.1,,407.0,407.0,,,,200.2,,,472.0,,219.4,,138.1,,,480.0,395.2,,515.0,146.0,,,,,273.7,471.9,,,,,1182.7,-100.0,,-91.9,,-99.0,-99.0,,,,-305.8,,,-34.0,,-286.6,,-367.9,,,-26.0,-110.8,,9.0,-360.0,,,,,-232.3,-34.1,,,,,676.7,,True,,True,True,,,,False,,,True,,False,,False,,,True,False,,True,False,,,,,False,True,,,,,False
08077,2236,2460.0,,2557.5,,2745.0,3353.0,,,,960.8,,,742.0,,4391.7,,1414.0,3914.0,,4937.0,2700.7,,2951.0,337.0,,,,,2151.3,3016.8,2782.0,,,,4160.9,224.0,,321.5,,509.0,1117.0,,,,-1275.2,,,-1494.0,,2155.7,,-822.0,1678.0,,2701.0,464.7,,715.0,-1899.0,,,,,-84.7,780.8,546.0,,,,1924.9,,False,,False,False,,,,False,,,False,,False,,False,False,,False,False,,False,False,,,,,True,False,False,,,,False
08079,14,0.0,,0.0,,0.0,0.0,,,,1.0,,,8.0,,157.3,,0.0,,,0.0,0.4,,0.0,1.0,,,,,,6.3,,,,,2.1,-14.0,,-14.0,,-14.0,-14.0,,,,-13.0,,,-6.0,,143.3,,-14.0,,,-14.0,-13.6,,-14.0,-13.0,,,,,,-7.7,,,,,-11.9,,True,,False,False,,,,True,,,True,,False,,True,,,False,True,,False,True,,,,,,True,,,,,True
08081,155,56.0,,56.7,,57.0,14.0,,,,34.1,,,56.0,,85.8,,19.6,,,114.0,67.0,,81.0,42.0,,,,,,179.5,,,,,71.6,-99.0,,-98.3,,-98.0,-141.0,,,,-120.9,,,-99.0,,-69.2,,-135.4,,,-41.0,-88.0,,-74.0,-113.0,,,,,,24.5,,,,,-83.4,,True,,True,False,,,,False,,,False,,True,,False,,,True,True,,True,False,,,,,,True,,,,,True
08083,309,192.0,,193.5,,193.0,264.0,,,,98.4,,,86.0,,136.0,,103.8,,,259.0,194.2,,272.0,48.0,,,,,,215.6,,,,,267.8,-117.0,,-115.5,,-116.0,-45.0,,,,-210.6,,,-223.0,,-173.0,,-205.2,,,-50.0,-114.8,,-37.0,-261.0,,,,,,-93.4,,,,,-41.2,,True,,True,True,,,,False,,,False,,False,,False,,,True,True,,True,False,,,,,,True,,,,,True
08085,413,166.0,,162.0,,179.0,227.0,,,,67.9,,,152.0,,382.9,,177.8,162.0,,237.0,199.5,,225.0,25.0,,,,,,262.6,,,,,194.7,-247.0,,-251.0,,-234.0,-186.0,,,,-345.1,,,-261.0,,-30.1,,-235.2,-251.0,,-176.0,-213.5,,-188.0,-388.0,,,,,,-150.4,,,,,-218.3,,False,,True,True,,,,False,,,False,,True,,True,False,,True,True,,True,False,,,,,,True,,,,,True
08087,408,354.0,,345.9,,356.0,413.0,,,,163.5,,,411.0,,344.1,,142.6,,,891.5,430.4,,457.0,21.0,,,,,290.7,466.4,,,,,282.4,-54.0,,-62.1,,-52.0,5.0,,,,-244.5,,,3.0,,-63.9,,-265.4,,,483.5,22.4,,49.0,-387.0,,,,,-117.3,58.4,,,,,-125.6,,False,,True,True,,,,False,,,True,,False,,False,,,False,True,,True,False,,,,,False,False,,,,,False
08089,306,140.0,,141.7,,142.0,204.0,,,,87.1,,,203.0,,75.3,,51.5,,,200.0,174.2,,182.0,138.0,,,,,,189.9,,,,,126.0,-166.0,,-164.3,,-164.0,-102.0,,,,-218.9,,,-103.0,,-230.7,,-254.5,,,-106.0,-131.8,,-124.0,-168.0,,,,,,-116.1,,,,,-180.0,,True,,True,True,,,,False,,,True,,False,,False,,,True,True,,True,False,,,,,,True,,,,,False
08091,26,78.0,,78.2,,79.0,70.0,,,,42.1,,,10.0,,127.8,,6.8,,,265.0,92.6,,105.0,10.0,,,,,,96.0,,,,,161.2,52.0,,52.2,,53.0,44.0,,,,16.1,,,-16.0,,101.8,,-19.2,,,239.0,66.6,,79.0,-16.0,,,,,,70.0,,,,,135.2,,False,,False,True,,,,True,,,True,,False,,True,,,False,False,,False,True,,,,,,False,,,,,False
08093,69,76.0,,76.8,,75.0,43.0,,,,33.9,,,72.0,,94.8,,32.0,,,47.0,77.6,,93.0,48.0,,,,,,82.7,,,,,91.1,7.0,,7.8,,6.0,-26.0,,,,-35.1,,,3.0,,25.8,,-37.0,,,-22.0,8.6,,24.0,-21.0,,,,,,13.7,,,,,22.1,,False,,True,False,,,,False,,,True,,False,,False,,,False,False,,False,False,,,,,,False,,,,,False
08095,59,66.0,,67.0,,49.0,0.0,,,,29.2,,,47.0,,14.8,,4.6,,,82.0,48.1,,82.0,2.0,,,,,,86.9,,,,,73.4,7.0,,8.0,,-10.0,-59.0,,,,-29.8,,,-12.0,,-44.2,,-54.4,,,23.0,-10.9,,23.0,-57.0,,,,,,27.9,,,,,14.4,,False,,False,False,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,,False,,,,,False
08097,107,94.0,,93.8,,88.0,81.0,,,,58.5,,,85.0,,94.2,,14.9,,,85.0,104.7,,121.0,51.0,,,,,,159.5,,,,,66.8,-13.0,,-13.2,,-19.0,-26.0,,,,-48.5,,,-22.0,,-12.8,,-92.1,,,-22.0,-2.3,,14.0,-56.0,,,,,,52.5,,,,,-40.2,,False,,False,False,,,,False,,,False,,True,,False,,,False,True,,False,False,,,,,,False,,,,,False
08099,252,180.0,,171.9,,165.0,133.0,,,,64.3,,,118.0,,356.2,,51.9,,,177.0,151.7,,149.0,14.0,,,,,,210.4,,,,,214.3,-72.0,,-80.1,,-87.0,-119.0,,,,-187.7,,,-134.0,,104.2,,-200.1,,,-75.0,-100.3,,-103.0,-238.0,,,,,,-41.6,,,,,-37.7,,False,,False,False,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,,True,,,,,True
08101,3492,3008.0,,3170.6,,4136.0,4465.0,,,,3215.5,,,2282.0,,4359.3,,1678.7,4172.0,,6660.5,4412.8,,3991.0,1233.0,,,,,2472.5,2498.1,4482.0,,,,5003.9,-484.0,,-321.4,,644.0,973.0,,,,-276.5,,,-1210.0,,867.3,,-1813.3,680.0,,3168.5,920.8,,499.0,-2259.0,,,,,-1019.5,-993.9,990.0,,,,1511.9,,True,,False,False,,,,True,,,False,,False,,False,False,,False,False,,False,False,,,,,False,False,False,,,,False
08103,83,50.0,,45.7,,40.0,16.0,,,,23.7,,,21.0,,650.1,,21.2,,,55.0,37.4,,52.0,19.0,,,,,,75.4,,,,,237.3,-33.0,,-37.3,,-43.0,-67.0,,,,-59.3,,,-62.0,,567.1,,-61.8,,,-28.0,-45.6,,-31.0,-64.0,,,,,,-7.6,,,,,154.3,,False,,False,False,,,,False,,,False,,False,,False,,,True,False,,True,False,,,,,,True,,,,,False
08105,59,48.0,,51.4,,44.0,29.0,,,,25.4,,,42.0,,15.8,,11.5,,,44.0,57.7,,77.0,,,,,,,80.4,,,,,83.4,-11.0,,-7.6,,-15.0,-30.0,,,,-33.6,,,-17.0,,-43.2,,-47.5,,,-15.0,-1.3,,18.0,,,,,,,21.4,,,,,24.4,,True,,False,False,,,,False,,,False,,False,,False,,,False,True,,False,,,,,,,False,,,,,False
08107,265,202.0,,205.3,,225.0,236.0,,,,94.3,,,146.0,,646.5,,49.6,,,412.0,232.5,,258.0,108.0,,,,,,346.3,,,,,414.5,-63.0,,-59.7,,-40.0,-29.0,,,,-170.7,,,-119.0,,381.5,,-215.4,,,147.0,-32.5,,-7.0,-157.0,,,,,,81.3,,,,,149.5,,True,,True,True,,,,False,,,False,,False,,False,,,False,True,,True,False,,,,,,False,,,,,False
08109,20,56.0,,54.5,,45.0,1.0,,,,21.6,,,30.0,,128.4,,14.5,,,37.0,44.2,,62.0,27.0,,,,,,42.2,,,,,92.9,36.0,,34.5,,25.0,-19.0,,,,1.6,,,10.0,,108.4,,-5.5,,,17.0,24.2,,42.0,7.0,,,,,,22.2,,,,,72.9,,True,,True,True,,,,True,,,True,,False,,True,,,True,True,,False,True,,,,,,True,,,,,False
08111,6,6.0,,6.3,,4.0,0.0,,,,7.0,,,7.0,,1.1,,1.4,,,4.0,2.0,,6.0,2.0,,,,,,25.5,,,,,3.6,0.0,,0.3,,-2.0,-6.0,,,,1.0,,,1.0,,-4.9,,-4.7,,,-2.0,-4.0,,0.0,-4.0,,,,,,19.5,,,,,-2.4,,False,,False,False,,,,False,,,False,,False,,False,,,False,False,,True,False,,,,,,False,,,,,False
08113,43,78.0,,75.2,,75.0,13.0,,,,49.3,,,16.0,,45.2,,7.7,,,91.0,75.8,,101.0,65.0,,,,,,112.1,,,,,151.4,35.0,,32.2,,32.0,-30.0,,,,6.3,,,-27.0,,2.2,,-35.3,,,48.0,32.8,,58.0,22.0,,,,,,69.1,,,,,108.4,,True,,True,True,,,,True,,,True,,True,,False,,,False,True,,False,True,,,,,,False,,,,,False
08115,36,28.0,,29.2,,27.0,0.0,,,,12.3,,,29.0,,27.5,,9.3,,,42.0,23.7,,35.0,20.0,,,,,,38.8,,,,,25.2,-8.0,,-6.8,,-9.0,-36.0,,,,-23.7,,,-7.0,,-8.5,,-26.7,,,6.0,-12.3,,-1.0,-16.0,,,,,,2.8,,,,,-10.8,,True,,False,False,,,,False,,,True,,False,,False,,,True,False,,True,False,,,,,,True,,,,,False
08117,353,358.0,,374.1,,354.0,430.0,,,,166.2,,,217.0,,284.1,,147.1,486.0,,347.0,344.4,,417.0,279.0,,,,,,575.8,,,,,753.4,5.0,,21.1,,1.0,77.0,,,,-186.8,,,-136.0,,-68.9,,-205.9,133.0,,-6.0,-8.6,,64.0,-74.0,,,,,,222.8,,,,,400.4,,False,,True,False,,,,False,,,False,,False,,False,False,,False,False,,False,False,,,,,,False,,,,,False
08119,231,160.0,,159.2,,160.0,219.0,,,,75.1,,,154.0,,111.9,,54.5,,,233.5,189.2,,206.0,118.0,,,,,,203.9,,,,,233.3,-71.0,,-71.8,,-71.0,-12.0,,,,-155.9,,,-77.0,,-119.1,,-176.5,,,2.5,-41.8,,-25.0,-113.0,,,,,,-27.1,,,,,2.3,,False,,False,True,,,,False,,,False,,False,,False,,,True,True,,True,False,,,,,,True,,,,,True
08121,66,48.0,,46.7,,47.0,0.0,,,,28.2,,,38.0,,24.4,,7.8,,,86.0,49.7,,65.0,4.0,,,,,,87.8,,,,,75.9,-18.0,,-19.3,,-19.0,-66.0,,,,-37.8,,,-28.0,,-41.6,,-58.2,,,20.0,-16.3,,-1.0,-62.0,,,,,,21.8,,,,,9.9,,False,,False,False,,,,False,,,False,,False,,False,,,False,True,,True,False,,,,,,False,,,,,True
08123,4109,3442.0,,3350.9,,3872.0,4192.0,,,,3781.6,,,3078.0,,3540.5,,3099.6,4165.5,,6430.5,5060.7,,4823.0,,,,,,2860.1,4201.3,7061.0,,,,5296.7,-667.0,,-758.1,,-237.0,83.0,,,,-327.4,,,-1031.0,,-568.5,,-1009.4,56.5,,2321.5,951.7,,714.0,,,,,,-1248.9,92.3,2952.0,,,,1187.7,,False,,True,True,,,,True,,,False,,True,,False,True,,False,False,,False,,,,,,False,True,False,,,,False
08125,60,34.0,,31.9,,32.0,,,,,23.0,,,147.0,,12.5,,11.2,,,26.0,32.4,,34.0,7.0,,,,,,126.8,,,,,44.7,-26.0,,-28.1,,-28.0,,,,,-37.0,,,87.0,,-47.5,,-48.8,,,-34.0,-27.6,,-26.0,-53.0,,,,,,66.8,,,,,-15.3,,False,,False,,,,,False,,,False,,False,,False,,,False,False,,False,False,,,,,,False,,,,,True
09001,7229,6814.0,,6912.1,11843.5,6799.0,9043.0,,,,5595.7,,,2984.0,,6254.8,,6655.2,6665.0,,9482.5,6953.0,,7204.0,2008.0,,,,,5890.3,8305.0,3410.0,,,,6953.9,-415.0,,-316.9,4614.5,-430.0,1814.0,,,,-1633.3,,,-4245.0,,-974.2,,-573.8,-564.0,,2253.5,-276.0,,-25.0,-5221.0,,,,,-1338.7,1076.0,-3819.0,,,,-275.1,,True,False,False,False,,,,False,,,False,,False,,False,False,,False,True,,True,False,,,,,False,False,False,,,,True
09003,5761,4628.0,,4643.2,8030.7,5104.0,5655.0,,,,3946.6,,,5865.0,,4971.5,,5288.2,4333.0,,5541.0,5141.6,,4217.0,1640.0,,,,,4447.9,6506.2,2106.0,,,,7990.0,-1133.0,,-1117.8,2269.7,-657.0,-106.0,,,,-1814.4,,,104.0,,-789.5,,-472.8,-1428.0,,-220.0,-619.4,,-1544.0,-4121.0,,,,,-1313.1,745.2,-3655.0,,,,2229.0,,True,False,True,True,,,,False,,,True,,True,,True,False,,True,True,,False,False,,,,,False,True,False,,,,False
09005,1221,902.0,,881.3,,886.0,1282.0,,,,273.5,,,472.0,,1330.9,,1082.6,827.5,,1961.5,856.6,,944.0,343.0,,,,,686.2,1137.1,749.0,,,,1157.9,-319.0,,-339.7,,-335.0,61.0,,,,-947.5,,,-749.0,,109.9,,-138.4,-393.5,,740.5,-364.4,,-277.0,-878.0,,,,,-534.8,-83.9,-472.0,,,,-63.1,,False,,False,True,,,,False,,,False,,True,,True,False,,False,False,,True,False,,,,,False,True,False,,,,True
09007,965,742.0,,727.2,,727.0,1209.0,,,,242.9,,,582.0,,1081.1,,1002.5,638.0,,790.0,731.5,,793.0,296.0,,,,,663.4,913.7,564.0,,,,1402.8,-223.0,,-237.8,,-238.0,244.0,,,,-722.1,,,-383.0,,116.1,,37.5,-327.0,,-175.0,-233.5,,-172.0,-669.0,,,,,-301.6,-51.3,-401.0,,,,437.8,,False,,False,False,,,,False,,,False,,True,,True,False,,True,False,,True,False,,,,,False,True,False,,,,False
09009,5910,5722.0,,5700.2,9954.0,5955.0,8567.0,,,,4669.3,,,3138.0,,6680.1,,7222.2,5670.5,,8942.0,6158.4,,5124.0,1687.0,,,,,5031.1,7519.0,5058.0,,,,7951.0,-188.0,,-209.8,4044.0,45.0,2657.0,,,,-1240.7,,,-2772.0,,770.1,,1312.2,-239.5,,3032.0,248.4,,-786.0,-4223.0,,,,,-878.9,1609.0,-852.0,,,,2041.0,,False,False,True,False,,,,False,,,False,,False,,False,False,,False,False,,False,False,,,,,False,False,False,,,,False
09011,1199,896.0,,886.3,,879.0,1044.0,,,,531.6,,,1625.0,,529.0,,1289.3,782.5,,872.0,941.1,,673.0,583.0,,,,,845.0,1459.3,445.0,,,,955.0,-303.0,,-312.7,,-320.0,-155.0,,,,-667.4,,,426.0,,-670.0,,90.3,-416.5,,-327.0,-257.9,,-526.0,-616.0,,,,,-354.0,260.3,-754.0,,,,-244.0,,False,,False,True,,,,False,,,False,,False,,True,False,,False,True,,False,False,,,,,False,True,False,,,,True
09013,768,538.0,,518.5,,531.0,903.0,,,,191.4,,,546.0,,660.0,,644.9,477.0,,436.0,538.2,,592.0,111.0,,,,,472.8,676.9,489.0,,,,623.7,-230.0,,-249.5,,-237.0,135.0,,,,-576.6,,,-222.0,,-108.0,,-123.1,-291.0,,-332.0,-229.8,,-176.0,-657.0,,,,,-295.2,-91.1,-279.0,,,,-144.3,,False,,False,True,,,,False,,,True,,True,,True,False,,False,True,,True,False,,,,,False,True,False,,,,True
09015,631,454.0,,450.3,,431.0,693.0,,,,160.3,,,552.0,,405.8,,425.2,399.5,,346.0,425.1,,470.0,163.0,,,,,451.1,642.1,,,,,379.5,-177.0,,-180.7,,-200.0,62.0,,,,-470.7,,,-79.0,,-225.2,,-205.8,-231.5,,-285.0,-205.9,,-161.0,-468.0,,,,,-179.9,11.1,,,,,-251.5,,False,,False,True,,,,False,,,True,,False,,False,False,,False,False,,True,False,,,,,False,True,,,,,False
10001,872,572.0,,569.5,,547.0,803.0,,,,385.2,,,520.0,,469.6,,470.1,500.5,,584.0,603.0,,689.0,355.0,,,,,456.8,970.4,624.0,,,,373.7,-300.0,,-302.5,,-325.0,-69.0,,,,-486.8,,,-352.0,,-402.4,,-401.9,-371.5,,-288.0,-269.0,,-183.0,-517.0,,,,,-415.2,98.4,-248.0,,,,-498.3,,False,,False,True,,,,False,,,False,,False,,False,False,,True,True,,True,False,,,,,False,True,True,,,,False
10003,4068,2754.0,,2832.9,3691.4,2832.0,4099.0,,,,2114.4,,,2190.0,,3663.6,,2080.0,2336.5,,4298.5,3804.0,,3864.0,1067.0,,,,,2250.7,4199.8,4018.0,,,,1837.7,-1314.0,,-1235.1,-376.6,-1236.0,31.0,,,,-1953.6,,,-1878.0,,-404.4,,-1988.0,-1731.5,,230.5,-264.0,,-204.0,-3001.0,,,,,-1817.3,131.8,-50.0,,,,-2230.3,,True,True,True,True,,,,False,,,False,,True,,False,False,,True,True,,True,False,,,,,False,True,True,,,,False
10005,1321,942.0,,955.8,,904.0,1050.0,,,,783.2,,,656.0,,592.6,,913.6,870.0,,1147.0,1279.0,,1327.0,504.0,,,,,752.3,875.0,850.0,,,,1046.1,-379.0,,-365.2,,-417.0,-271.0,,,,-537.8,,,-665.0,,-728.4,,-407.4,-451.0,,-174.0,-42.0,,6.0,-817.0,,,,,-568.7,-446.0,-471.0,,,,-274.9,,True,,False,True,,,,False,,,False,,False,,False,False,,True,True,,True,False,,,,,False,False,False,,,,True
12001,1118,1138.0,,1120.9,1820.8,1098.0,1249.0,,,,1289.7,,,592.0,,685.0,,776.2,1090.0,,1059.0,1271.2,,1029.0,726.0,,,,,807.5,1536.0,989.0,,,,1305.8,20.0,,2.9,702.8,-20.0,131.0,,,,171.7,,,-526.0,,-433.0,,-341.8,-28.0,,-59.0,153.2,,-89.0,-392.0,,,,,-310.5,418.0,-129.0,,,,187.8,,True,False,False,False,,,,False,,,False,,False,,False,False,,False,False,,False,False,,,,,False,False,False,,,,False
