,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,USC-SI_kJalpha_RF,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-USC-SI_kJalpha_RF,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-USC-SI_kJalpha_RF,beat_baseline-UVA-Ensemble
13023,53,0.0,,2.1,,12.0,16.0,,,,,23.2,,63.0,,30.4,,,,0.0,14.7,,11.0,,,,,,,1.0,,56.7,-53.0,,-50.9,,-41.0,-37.0,,,,,-29.8,,10.0,,-22.6,,,,-53.0,-38.3,,-42.0,,,,,,,-52.0,,3.7,,True,,True,True,,,,,True,,True,,True,,,,False,True,,True,,,,,,,True,,True
13025,90,45.0,,36.9,,58.0,79.0,,,,,31.9,,28.0,,59.5,,,,61.0,65.7,,45.0,,,,,,,9.0,,75.8,-45.0,,-53.1,,-32.0,-11.0,,,,,-58.1,,-62.0,,-30.5,,,,-29.0,-24.3,,-45.0,,,,,,,-81.0,,-14.2,,False,,True,True,,,,,False,,False,,True,,,,True,True,,False,,,,,,,False,,True
13027,65,3.0,,2.0,,3.0,0.0,,,,,16.9,,28.0,,15.1,,,,16.0,2.9,,,,,,,,,0.0,,19.7,-62.0,,-63.0,,-62.0,-65.0,,,,,-48.1,,-37.0,,-49.9,,,,-49.0,-62.1,,,,,,,,,-65.0,,-45.3,,False,,False,False,,,,,True,,True,,True,,,,True,False,,,,,,,,,False,,True
13029,140,63.0,,62.9,,63.0,54.0,,,,,73.0,,82.0,,63.9,,92.0,,72.0,87.6,,46.0,,,,41.0,,,21.0,,88.2,-77.0,,-77.1,,-77.0,-86.0,,,,,-67.0,,-58.0,,-76.1,,-48.0,,-68.0,-52.4,,-94.0,,,,-99.0,,,-119.0,,-51.8,,False,,False,False,,,,,True,,True,,True,,True,,True,True,,False,,,,False,,,False,,True
13031,216,153.0,,166.2,,151.0,160.0,,,,,176.2,,270.0,,119.0,,168.5,,71.0,131.8,,133.0,,,,124.0,,,106.0,,155.5,-63.0,,-49.8,,-65.0,-56.0,,,,,-39.8,,54.0,,-97.0,,-47.5,,-145.0,-84.2,,-83.0,,,,-92.0,,,-110.0,,-60.5,,True,,False,True,,,,,True,,True,,False,,True,,False,False,,False,,,,False,,,False,,True
13033,122,51.0,,48.8,,50.0,22.0,,,,,46.1,,104.0,,56.2,,,,32.0,56.5,,57.0,,,,,,,55.0,,50.2,-71.0,,-73.2,,-72.0,-100.0,,,,,-75.9,,-18.0,,-65.8,,,,-90.0,-65.5,,-65.0,,,,,,,-67.0,,-71.8,,False,,False,False,,,,,False,,True,,True,,,,False,True,,True,,,,,,,True,,False
13035,165,84.0,,69.3,,82.0,48.0,,,,,35.8,,108.0,,85.0,,,,82.0,73.2,,114.0,,,,,,,107.0,,58.4,-81.0,,-95.7,,-83.0,-117.0,,,,,-129.2,,-57.0,,-80.0,,,,-83.0,-91.8,,-51.0,,,,,,,-58.0,,-106.6,,False,,False,False,,,,,False,,True,,True,,,,False,False,,True,,,,,,,True,,False
13037,17,3.0,,7.0,,9.0,0.0,,,,,6.7,,28.0,,30.9,,,,9.0,23.0,,,,,,,,,3.0,,22.1,-14.0,,-10.0,,-8.0,-17.0,,,,,-10.3,,11.0,,13.9,,,,-8.0,6.0,,,,,,,,,-14.0,,5.1,,True,,True,False,,,,,True,,True,,True,,,,True,True,,,,,,,,,False,,True
13039,303,123.0,,123.7,,131.0,244.0,,,,,79.2,,73.0,,163.9,,150.5,,139.0,127.9,,244.0,,,,106.0,,,108.0,,88.2,-180.0,,-179.3,,-172.0,-59.0,,,,,-223.8,,-230.0,,-139.1,,-152.5,,-164.0,-175.1,,-59.0,,,,-197.0,,,-195.0,,-214.8,,True,,True,True,,,,,False,,False,,True,,True,,True,True,,True,,,,False,,,False,,False
13043,27,51.0,,48.1,,44.0,20.0,,,,,31.5,,41.0,,47.5,,,,12.0,40.9,,40.0,,,,,,,25.0,,47.6,24.0,,21.1,,17.0,-7.0,,,,,4.5,,14.0,,20.5,,,,-15.0,13.9,,13.0,,,,,,,-2.0,,20.6,,True,,True,True,,,,,True,,True,,True,,,,True,True,,True,,,,,,,True,,True
13045,1071,399.0,,416.7,,409.0,449.0,,,,,237.8,,586.0,,416.4,,745.5,,209.0,389.5,,428.0,,,,326.1,,,0.0,,422.8,-672.0,,-654.3,,-662.0,-622.0,,,,,-833.2,,-485.0,,-654.6,,-325.5,,-862.0,-681.5,,-643.0,,,,-744.9,,,-1071.0,,-648.2,,True,,True,True,,,,,False,,True,,True,,True,,False,False,,True,,,,False,,,False,,True
13047,464,339.0,,345.0,,353.0,526.0,,,,,145.5,,585.0,,349.8,,348.5,,479.0,433.6,,563.0,,,,262.4,,,326.0,,343.1,-125.0,,-119.0,,-111.0,62.0,,,,,-318.5,,121.0,,-114.2,,-115.5,,15.0,-30.4,,99.0,,,,-201.6,,,-138.0,,-120.9,,True,,True,True,,,,,False,,True,,True,,True,,True,True,,True,,,,False,,,False,,True
13049,57,24.0,,22.3,,18.0,0.0,,,,,28.0,,31.0,,15.1,,,,11.0,16.1,,15.0,,,,,,,41.0,,14.9,-33.0,,-34.7,,-39.0,-57.0,,,,,-29.0,,-26.0,,-41.9,,,,-46.0,-40.9,,-42.0,,,,,,,-16.0,,-42.1,,False,,False,False,,,,,True,,True,,False,,,,False,False,,False,,,,,,,True,,False
13051,1035,594.0,,597.4,,587.0,687.0,,,,,914.2,,836.0,,499.7,,696.5,,393.0,587.0,,689.0,,,,490.2,365.0,,509.0,,642.1,-441.0,,-437.6,,-448.0,-348.0,,,,,-120.8,,-199.0,,-535.3,,-338.5,,-642.0,-448.0,,-346.0,,,,-544.8,-670.0,,-526.0,,-392.9,,True,,False,True,,,,,True,,True,,False,,True,,False,False,,True,,,,False,False,,False,,True
13053,140,78.0,,105.9,,74.0,0.0,,,,,89.1,,63.0,,92.2,,,,72.0,116.6,,220.0,,,,33.2,,,151.0,,99.3,-62.0,,-34.1,,-66.0,-140.0,,,,,-50.9,,-77.0,,-47.8,,,,-68.0,-23.4,,80.0,,,,-106.8,,,11.0,,-40.7,,True,,False,False,,,,,True,,False,,True,,,,False,True,,False,,,,False,,,True,,True
13055,159,138.0,,136.3,,164.0,164.0,,,,,78.1,,198.0,,154.8,,,,192.0,179.1,,191.0,,,,,,,109.0,,124.9,-21.0,,-22.7,,5.0,5.0,,,,,-80.9,,39.0,,-4.2,,,,33.0,20.1,,32.0,,,,,,,-50.0,,-34.1,,False,,True,True,,,,,False,,False,,True,,,,False,True,,False,,,,,,,False,,False
13057,2163,1014.0,,999.1,,1007.0,1020.0,,,,,899.1,,962.0,,956.8,,1218.0,,976.0,1240.5,,1577.0,,,,777.9,1121.0,,1185.0,,997.8,-1149.0,,-1163.9,,-1156.0,-1143.0,,,,,-1263.9,,-1201.0,,-1206.2,,-945.0,,-1187.0,-922.5,,-586.0,,,,-1385.1,-1042.0,,-978.0,,-1165.2,,False,,False,True,,,,,False,,False,,False,,True,,False,True,,True,,,,False,True,,True,,False
13059,807,531.0,,526.7,,523.0,800.0,,,,,473.4,,516.0,,428.8,,587.0,,518.0,613.1,,824.0,,,,409.7,453.0,,668.0,,487.8,-276.0,,-280.3,,-284.0,-7.0,,,,,-333.6,,-291.0,,-378.2,,-220.0,,-289.0,-193.9,,17.0,,,,-397.3,-354.0,,-139.0,,-319.2,,False,,False,True,,,,,False,,False,,False,,True,,False,True,,True,,,,False,False,,True,,False
13061,18,0.0,,0.0,,0.0,0.0,,,,,3.0,,14.0,,0.6,,,,0.0,0.2,,0.0,,,,,,,0.0,,3.8,-18.0,,-18.0,,-18.0,-18.0,,,,,-15.0,,-4.0,,-17.4,,,,-18.0,-17.8,,-18.0,,,,,,,-18.0,,-14.2,,False,,False,False,,,,,True,,True,,True,,,,False,True,,False,,,,,,,False,,True
13063,1241,894.0,,893.8,,883.0,838.0,,,,,1152.5,,966.0,,887.1,,1005.0,,795.0,1062.9,,994.0,,,,483.1,743.0,,937.0,,934.8,-347.0,,-347.2,,-358.0,-403.0,,,,,-88.5,,-275.0,,-353.9,,-236.0,,-446.0,-178.1,,-247.0,,,,-757.9,-498.0,,-304.0,,-306.2,,False,,False,False,,,,,True,,True,,False,,True,,False,True,,True,,,,False,False,,True,,True
13065,26,30.0,,34.2,,30.0,21.0,,,,,24.6,,15.0,,31.1,,,,18.0,41.9,,34.0,,,,,,,0.0,,51.5,4.0,,8.2,,4.0,-5.0,,,,,-1.4,,-11.0,,5.1,,,,-8.0,15.9,,8.0,,,,,,,-26.0,,25.5,,False,,False,False,,,,,True,,False,,False,,,,False,False,,False,,,,,,,False,,False
13067,4495,2052.0,,2007.6,2641.5,2027.0,1817.0,,,,,3504.1,,2045.0,,2118.0,,2460.0,,1895.5,2430.7,,3554.0,,,,1278.4,1778.0,,2648.0,,2046.5,-2443.0,,-2487.4,-1853.5,-2468.0,-2678.0,,,,,-990.9,,-2450.0,,-2377.0,,-2035.0,,-2599.5,-2064.3,,-941.0,,,,-3216.6,-2717.0,,-1847.0,,-2448.5,,False,True,False,False,,,,,True,,False,,True,,True,,False,True,,True,,,,False,False,,True,,False
13069,322,189.0,,186.7,,185.0,174.0,,,,,145.8,,145.0,,132.9,,187.5,,273.0,198.3,,344.0,,,,112.7,,,232.0,,166.7,-133.0,,-135.3,,-137.0,-148.0,,,,,-176.2,,-177.0,,-189.1,,-134.5,,-49.0,-123.7,,22.0,,,,-209.3,,,-90.0,,-155.3,,False,,False,False,,,,,False,,False,,False,,False,,True,True,,True,,,,False,,,True,,False
13071,102,69.0,,90.7,,69.0,49.0,,,,,81.3,,186.0,,57.5,,126.0,,17.0,83.6,,50.0,,,,65.2,,,38.0,,158.9,-33.0,,-11.3,,-33.0,-53.0,,,,,-20.7,,84.0,,-44.5,,24.0,,-85.0,-18.4,,-52.0,,,,-36.8,,,-64.0,,56.9,,True,,False,False,,,,,True,,False,,False,,True,,False,True,,False,,,,False,,,False,,False
13073,1206,411.0,,408.2,,392.0,331.0,,,,,302.0,,558.0,,394.3,,697.5,,300.0,400.2,,472.0,,,,269.5,277.0,,424.0,,433.9,-795.0,,-797.8,,-814.0,-875.0,,,,,-904.0,,-648.0,,-811.7,,-508.5,,-906.0,-805.8,,-734.0,,,,-936.5,-929.0,,-782.0,,-772.1,,False,,False,False,,,,,False,,True,,False,,True,,False,False,,True,,,,False,False,,True,,True
13075,173,129.0,,122.4,,122.0,37.0,,,,,43.1,,44.0,,153.2,,,,166.0,111.9,,209.0,,,,,,,165.0,,678.0,-44.0,,-50.6,,-51.0,-136.0,,,,,-129.9,,-129.0,,-19.8,,,,-7.0,-61.1,,36.0,,,,,,,-8.0,,505.0,,False,,False,False,,,,,False,,False,,True,,,,True,False,,True,,,,,,,True,,False
13077,1153,219.0,,220.2,,209.0,174.0,,,,,179.7,,522.0,,198.3,,505.5,,157.0,277.8,,245.0,,,,150.4,123.0,,212.0,,229.6,-934.0,,-932.8,,-944.0,-979.0,,,,,-973.3,,-631.0,,-954.7,,-647.5,,-996.0,-875.2,,-908.0,,,,-1002.6,-1030.0,,-941.0,,-923.4,,True,,False,False,,,,,False,,True,,False,,True,,False,True,,True,,,,False,False,,False,,True
13079,27,18.0,,19.2,,16.0,0.0,,,,,18.1,,40.0,,4.9,,,,1.0,17.1,,12.0,,,,,,,31.0,,17.7,-9.0,,-7.8,,-11.0,-27.0,,,,,-8.9,,13.0,,-22.1,,,,-26.0,-9.9,,-15.0,,,,,,,4.0,,-9.3,,True,,False,False,,,,,True,,False,,False,,,,False,False,,False,,,,,,,True,,False
13081,77,63.0,,58.7,,62.0,52.0,,,,,32.0,,82.0,,84.1,,,,41.0,64.7,,113.0,,,,,,,89.0,,58.5,-14.0,,-18.3,,-15.0,-25.0,,,,,-45.0,,5.0,,7.1,,,,-36.0,-12.3,,36.0,,,,,,,12.0,,-18.5,,False,,False,False,,,,,False,,True,,True,,,,False,True,,False,,,,,,,True,,False
13083,97,105.0,,103.8,,112.0,100.0,,,,,41.4,,139.0,,138.3,,,,109.0,111.5,,180.0,,,,,,,138.0,,125.5,8.0,,6.8,,15.0,3.0,,,,,-55.6,,42.0,,41.3,,,,12.0,14.5,,83.0,,,,,,,41.0,,28.5,,True,,False,True,,,,,False,,False,,False,,,,False,False,,False,,,,,,,False,,False
13085,180,66.0,,66.8,,67.0,55.0,,,,,47.3,,105.0,,73.9,,,,57.0,68.6,,86.0,,,,,,,61.0,,62.3,-114.0,,-113.2,,-113.0,-125.0,,,,,-132.7,,-75.0,,-106.1,,,,-123.0,-111.4,,-94.0,,,,,,,-119.0,,-117.7,,True,,True,False,,,,,False,,True,,True,,,,False,True,,True,,,,,,,False,,False
13087,109,81.0,,80.4,,78.0,59.0,,,,,72.9,,127.0,,56.4,,,,61.0,89.1,,108.0,,,,73.4,,,59.0,,77.2,-28.0,,-28.6,,-31.0,-50.0,,,,,-36.1,,18.0,,-52.6,,,,-48.0,-19.9,,-1.0,,,,-35.6,,,-50.0,,-31.8,,False,,False,False,,,,,False,,True,,False,,,,False,True,,True,,,,False,,,False,,False
13089,3995,2574.0,,2573.8,3864.9,2599.0,2781.0,,,,,3637.3,,1906.0,,2696.9,,2426.5,,2959.5,3173.6,,4039.0,,,,1654.1,2611.0,,2853.0,,2652.3,-1421.0,,-1421.2,-130.1,-1396.0,-1214.0,,,,,-357.7,,-2089.0,,-1298.1,,-1568.5,,-1035.5,-821.4,,44.0,,,,-2340.9,-1384.0,,-1142.0,,-1342.7,,False,True,True,True,,,,,True,,False,,True,,False,,True,True,,True,,,,False,True,,True,,True
13091,94,63.0,,53.6,,78.0,224.0,,,,,43.9,,80.0,,124.5,,,,65.0,91.5,,51.0,,,,,,,45.0,,163.4,-31.0,,-40.4,,-16.0,130.0,,,,,-50.1,,-14.0,,30.5,,,,-29.0,-2.5,,-43.0,,,,,,,-49.0,,69.4,,False,,True,False,,,,,False,,True,,True,,,,True,True,,False,,,,,,,False,,False
13093,49,21.0,,22.3,,21.0,17.0,,,,,18.4,,42.0,,20.4,,,,18.0,33.3,,25.0,,,,,,,22.0,,28.5,-28.0,,-26.7,,-28.0,-32.0,,,,,-30.6,,-7.0,,-28.6,,,,-31.0,-15.7,,-24.0,,,,,,,-27.0,,-20.5,,True,,False,False,,,,,False,,True,,False,,,,False,True,,True,,,,,,,True,,True
13095,171,90.0,,83.1,,89.0,48.0,,,,,133.0,,379.0,,64.2,,151.5,,38.0,95.2,,110.0,,,,99.2,,,123.0,,125.7,-81.0,,-87.9,,-82.0,-123.0,,,,,-38.0,,208.0,,-106.8,,-19.5,,-133.0,-75.8,,-61.0,,,,-71.8,,,-48.0,,-45.3,,False,,False,False,,,,,True,,False,,False,,True,,False,True,,True,,,,True,,,True,,True
13097,887,474.0,,461.8,,504.0,530.0,,,,,296.0,,542.0,,486.8,,609.5,,496.5,533.8,,822.0,,,,307.1,555.0,,657.0,,414.2,-413.0,,-425.2,,-383.0,-357.0,,,,,-591.0,,-345.0,,-400.2,,-277.5,,-390.5,-353.2,,-65.0,,,,-579.9,-332.0,,-230.0,,-472.8,,False,,True,True,,,,,False,,True,,True,,True,,True,True,,True,,,,False,True,,True,,False
13099,79,33.0,,37.2,,33.0,21.0,,,,,24.9,,47.0,,31.2,,,,13.0,34.6,,34.0,,,,,,,18.0,,37.3,-46.0,,-41.8,,-46.0,-58.0,,,,,-54.1,,-32.0,,-47.8,,,,-66.0,-44.4,,-45.0,,,,,,,-61.0,,-41.7,,True,,False,False,,,,,False,,True,,False,,,,False,True,,True,,,,,,,False,,True
13101,21,0.0,,0.0,,0.0,0.0,,,,,5.8,,10.0,,1.2,,,,3.0,0.2,,3.0,,,,,,,0.0,,4.4,-21.0,,-21.0,,-21.0,-21.0,,,,,-15.2,,-11.0,,-19.8,,,,-18.0,-20.8,,-18.0,,,,,,,-21.0,,-16.6,,True,,False,False,,,,,True,,True,,True,,,,True,True,,True,,,,,,,False,,True
13103,253,141.0,,137.9,,141.0,51.0,,,,,119.2,,190.0,,149.9,,232.5,,99.0,177.3,,126.0,,,,92.6,,,103.0,,245.6,-112.0,,-115.1,,-112.0,-202.0,,,,,-133.8,,-63.0,,-103.1,,-20.5,,-154.0,-75.7,,-127.0,,,,-160.4,,,-150.0,,-7.4,,False,,False,False,,,,,False,,True,,True,,True,,False,True,,False,,,,False,,,False,,True
13105,258,129.0,,139.9,,118.0,80.0,,,,,67.5,,117.0,,110.8,,,,88.0,122.4,,172.0,,,,,,,365.0,,61.0,-129.0,,-118.1,,-140.0,-178.0,,,,,-190.5,,-141.0,,-147.2,,,,-170.0,-135.6,,-86.0,,,,,,,107.0,,-197.0,,True,,False,False,,,,,False,,False,,False,,,,False,False,,True,,,,,,,True,,False
13107,69,114.0,,122.9,,100.0,42.0,,,,,70.0,,95.0,,104.2,,,,82.0,111.1,,146.0,,,,71.3,,,125.0,,99.7,45.0,,53.9,,31.0,-27.0,,,,,1.0,,26.0,,35.2,,,,13.0,42.1,,77.0,,,,2.3,,,56.0,,30.7,,False,,True,True,,,,,True,,True,,True,,,,True,True,,False,,,,True,,,False,,True
13109,33,15.0,,20.2,,15.0,0.0,,,,,20.6,,36.0,,15.5,,,,1.0,17.3,,19.0,,,,,,,5.0,,43.5,-18.0,,-12.8,,-18.0,-33.0,,,,,-12.4,,3.0,,-17.5,,,,-32.0,-15.7,,-14.0,,,,,,,-28.0,,10.5,,True,,False,False,,,,,True,,True,,True,,,,False,True,,True,,,,,,,False,,True
13111,145,45.0,,43.3,,60.0,21.0,,,,,47.3,,142.0,,59.3,,,,71.0,80.7,,33.0,,,,,,,26.0,,45.5,-100.0,,-101.7,,-85.0,-124.0,,,,,-97.7,,-3.0,,-85.7,,,,-74.0,-64.3,,-112.0,,,,,,,-119.0,,-99.5,,False,,True,False,,,,,True,,True,,True,,,,True,True,,False,,,,,,,False,,True
13113,620,249.0,,253.0,,281.0,326.0,,,,,120.7,,312.0,,296.9,,314.5,,222.0,291.0,,286.0,,,,173.1,,,407.0,,220.9,-371.0,,-367.0,,-339.0,-294.0,,,,,-499.3,,-308.0,,-323.1,,-305.5,,-398.0,-329.0,,-334.0,,,,-446.9,,,-213.0,,-399.1,,True,,True,True,,,,,False,,True,,True,,True,,False,True,,True,,,,False,,,True,,False
13115,989,618.0,,613.2,,668.0,418.0,,,,,349.4,,740.0,,675.8,,970.0,,744.0,707.0,,660.0,,,,467.7,,,491.0,,704.0,-371.0,,-375.8,,-321.0,-571.0,,,,,-639.6,,-249.0,,-313.2,,-19.0,,-245.0,-282.0,,-329.0,,,,-521.3,,,-498.0,,-285.0,,False,,True,False,,,,,False,,True,,True,,True,,True,True,,True,,,,False,,,False,,True
13117,1324,555.0,,570.7,,568.0,454.0,,,,,360.1,,691.0,,590.5,,661.0,,558.0,667.8,,996.0,,,,419.5,514.0,,766.0,,537.6,-769.0,,-753.3,,-756.0,-870.0,,,,,-963.9,,-633.0,,-733.5,,-663.0,,-766.0,-656.2,,-328.0,,,,-904.5,-810.0,,-558.0,,-786.4,,True,,True,False,,,,,False,,True,,True,,True,,True,True,,True,,,,False,False,,True,,False
13119,201,147.0,,140.8,,147.0,161.0,,,,,75.9,,186.0,,144.4,,,,150.5,143.9,,163.0,,,,,,,120.0,,162.3,-54.0,,-60.2,,-54.0,-40.0,,,,,-125.1,,-15.0,,-56.6,,,,-50.5,-57.1,,-38.0,,,,,,,-81.0,,-38.7,,False,,False,True,,,,,False,,True,,False,,,,True,False,,True,,,,,,,False,,True
13121,5842,2691.0,,2667.0,3973.1,2664.0,2353.0,,,,,5169.0,,2437.0,,2725.3,,2796.5,,2719.5,3516.4,,3263.0,,,,1529.8,2208.0,,2710.0,,2742.5,-3151.0,,-3175.0,-1868.9,-3178.0,-3489.0,,,,,-673.0,,-3405.0,,-3116.7,,-3045.5,,-3122.5,-2325.6,,-2579.0,,,,-4312.2,-3634.0,,-3132.0,,-3099.5,,False,True,False,False,,,,,True,,False,,True,,True,,True,True,,True,,,,False,False,,True,,True
13123,149,78.0,,81.2,,84.0,164.0,,,,,47.8,,182.0,,127.6,,106.0,,39.0,79.8,,52.0,,,,51.2,,,64.0,,156.3,-71.0,,-67.8,,-65.0,15.0,,,,,-101.2,,33.0,,-21.4,,-43.0,,-110.0,-69.2,,-97.0,,,,-97.8,,,-85.0,,7.3,,True,,True,True,,,,,False,,True,,True,,True,,False,True,,False,,,,False,,,False,,True
13125,20,9.0,,8.8,,9.0,0.0,,,,,3.4,,19.0,,15.0,,,,8.0,3.1,,9.0,,,,,,,6.0,,14.3,-11.0,,-11.2,,-11.0,-20.0,,,,,-16.6,,-1.0,,-5.0,,,,-12.0,-16.9,,-11.0,,,,,,,-14.0,,-5.7,,False,,False,False,,,,,False,,True,,True,,,,False,False,,False,,,,,,,False,,True
13127,376,207.0,,203.0,,226.0,291.0,,,,,183.2,,196.0,,228.5,,274.0,,223.0,255.3,,297.0,,,,193.5,,,212.0,,207.3,-169.0,,-173.0,,-150.0,-85.0,,,,,-192.8,,-180.0,,-147.5,,-102.0,,-153.0,-120.7,,-79.0,,,,-182.5,,,-164.0,,-168.7,,False,,True,True,,,,,False,,False,,True,,True,,True,True,,True,,,,False,,,True,,True
13129,658,438.0,,419.3,,420.0,141.0,,,,,228.2,,396.0,,447.0,,724.0,,395.0,474.7,,538.0,,,,233.4,,,376.0,,411.9,-220.0,,-238.7,,-238.0,-517.0,,,,,-429.8,,-262.0,,-211.0,,66.0,,-263.0,-183.3,,-120.0,,,,-424.6,,,-282.0,,-246.1,,False,,False,False,,,,,False,,False,,True,,True,,False,True,,True,,,,False,,,False,,False
13131,74,39.0,,40.3,,52.0,22.0,,,,,35.0,,88.0,,69.0,,,,52.0,58.2,,57.0,,,,,,,30.0,,48.6,-35.0,,-33.7,,-22.0,-52.0,,,,,-39.0,,14.0,,-5.0,,,,-22.0,-15.8,,-17.0,,,,,,,-44.0,,-25.4,,True,,True,False,,,,,False,,True,,True,,,,True,True,,True,,,,,,,False,,True
13133,70,45.0,,52.5,,45.0,21.0,,,,,25.1,,58.0,,58.8,,,,22.0,39.1,,40.0,,,,,,,58.0,,44.9,-25.0,,-17.5,,-25.0,-49.0,,,,,-44.9,,-12.0,,-11.2,,,,-48.0,-30.9,,-30.0,,,,,,,-12.0,,-25.1,,True,,False,False,,,,,False,,True,,True,,,,False,False,,False,,,,,,,True,,False
13135,5286,2829.0,,2821.0,3817.3,2762.0,2238.0,,,,,4218.0,,2372.0,,2751.5,,3098.5,,2686.0,3249.9,,4564.0,,,,2150.0,2681.0,,3007.0,,2917.3,-2457.0,,-2465.0,-1468.7,-2524.0,-3048.0,,,,,-1068.0,,-2914.0,,-2534.5,,-2187.5,,-2600.0,-2036.1,,-722.0,,,,-3136.0,-2605.0,,-2279.0,,-2368.7,,False,True,False,False,,,,,True,,False,,False,,True,,False,True,,True,,,,False,False,,True,,True
13137,368,105.0,,106.5,,105.0,91.0,,,,,89.3,,270.0,,103.8,,127.5,,75.0,112.8,,98.0,,,,99.2,,,90.0,,104.4,-263.0,,-261.5,,-263.0,-277.0,,,,,-278.7,,-98.0,,-264.2,,-240.5,,-293.0,-255.2,,-270.0,,,,-268.8,,,-278.0,,-263.6,,True,,False,False,,,,,False,,True,,False,,True,,False,True,,False,,,,False,,,False,,False
13139,1312,939.0,,918.8,1115.2,940.0,1388.0,,,,,1120.1,,961.0,,869.1,,959.0,,702.0,1036.4,,1075.0,,,,939.8,608.0,,1118.0,,940.7,-373.0,,-393.2,-196.8,-372.0,76.0,,,,,-191.9,,-351.0,,-442.9,,-353.0,,-610.0,-275.6,,-237.0,,,,-372.2,-704.0,,-194.0,,-371.3,,False,True,True,True,,,,,True,,True,,False,,True,,False,True,,True,,,,True,False,,True,,True
13141,61,15.0,,14.3,,13.0,0.0,,,,,14.7,,28.0,,13.2,,,,14.0,8.5,,13.0,,,,,,,36.0,,12.9,-46.0,,-46.7,,-48.0,-61.0,,,,,-46.3,,-33.0,,-47.8,,,,-47.0,-52.5,,-48.0,,,,,,,-25.0,,-48.1,,False,,False,False,,,,,False,,True,,False,,,,False,False,,False,,,,,,,True,,False
13143,380,168.0,,161.7,,172.0,186.0,,,,,67.5,,185.0,,212.6,,262.5,,91.0,155.7,,266.0,,,,,,,190.0,,158.4,-212.0,,-218.3,,-208.0,-194.0,,,,,-312.5,,-195.0,,-167.4,,-117.5,,-289.0,-224.3,,-114.0,,,,,,,-190.0,,-221.6,,False,,True,True,,,,,False,,True,,True,,True,,False,False,,True,,,,,,,True,,False
13145,114,69.0,,70.7,,64.0,42.0,,,,,35.6,,131.0,,59.6,,78.0,,22.0,49.1,,101.0,,,,,,,142.0,,48.7,-45.0,,-43.3,,-50.0,-72.0,,,,,-78.4,,17.0,,-54.4,,-36.0,,-92.0,-64.9,,-13.0,,,,,,,28.0,,-65.3,,True,,False,False,,,,,False,,True,,False,,True,,False,False,,True,,,,,,,True,,False
13147,184,51.0,,46.8,,58.0,54.0,,,,,34.9,,154.0,,103.2,,,,49.0,64.5,,126.0,,,,,,,94.0,,56.2,-133.0,,-137.2,,-126.0,-130.0,,,,,-149.1,,-30.0,,-80.8,,,,-135.0,-119.5,,-58.0,,,,,,,-90.0,,-127.8,,False,,True,True,,,,,False,,True,,True,,,,False,True,,True,,,,,,,True,,True
