,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3140,341885.4,2106.7,6563233.3,0.0,233.6,16819.3,352461113.9
UChicagoCHATTOPADHYAY-UnIT,3093,349629.9,4217.2,3168294.4,0.0,537.3,32155.7,97326709.1
CU-select,3089,444515.4,5041.0,6492752.6,0.0,841.0,33489.0,250240761.0
OliverWyman-Navigator,2982,489377.1,3364.0,11693306.3,0.0,484.0,24336.0,640191204.0
CEID-Walk,3141,492279.8,2900.7,8764341.3,0.0,343.0,22837.3,432528020.0
COVIDhub-ensemble,3141,493655.3,2601.0,8766374.2,0.0,324.0,20736.0,426133449.0
COVIDhub-baseline,3141,496729.5,2916.0,9144130.3,0.0,324.0,22801.0,458388100.0
JHU_IDD-CovidSP,3139,718360.8,8305.3,14010340.5,0.0,1209.2,49558.2,711182046.2
Google_Harvard-CPF,3140,795327.5,9062.9,13632268.3,0.0,995.4,66375.2,613686046.0
IowaStateLW-STEM,3103,800854.6,3249.0,17033787.9,0.0,361.0,30976.0,885062500.0
LANL-GrowthRate,3100,1352928.1,5041.0,36358752.0,0.0,676.0,47524.0,2013631002.2
JHUAPL-Bucky,3141,1843855.1,8688.9,23306063.9,0.0,1074.4,83179.7,936660375.3
UVA-Ensemble,3131,1996816.9,4474.2,60216152.0,0.0,487.9,40619.7,3303634110.5
PandemicCentral-USCounty,2967,2398834.9,13924.0,42663718.1,0.0,1444.0,121801.0,2251028025.0
