,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,USC-SI_kJalpha_RF,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-USC-SI_kJalpha_RF,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-USC-SI_kJalpha_RF,beat_baseline-UVA-Ensemble
01115,964,1124.0,,1123.2,,1076.0,1133.0,,,,,1010.9,,514.0,,1038.7,213.0,1030.0,,1650.0,1233.7,,,,,694.2,,,229.0,,890.3,160.0,,159.2,,112.0,169.0,,,,,46.9,,-450.0,,74.7,-751.0,66.0,,686.0,269.7,,,,,-269.8,,,-735.0,,-73.7,,True,,True,False,,,,,True,,False,,True,False,True,,False,False,,,,,False,,,False,,True
01117,2518,1512.0,,1506.2,,1548.0,1531.0,,,,,1640.5,,909.0,,1611.2,583.8,1477.0,,2066.0,1878.9,,,,,865.5,2007.0,,1337.0,,1884.8,-1006.0,,-1011.8,,-970.0,-987.0,,,,,-877.5,,-1609.0,,-906.8,-1934.2,-1041.0,,-452.0,-639.1,,,,,-1652.5,-511.0,,-1181.0,,-633.2,,False,,True,True,,,,,True,,False,,True,False,False,,True,True,,,,,False,True,,False,,True
01119,93,60.0,,57.3,,48.0,14.0,,,,,67.1,,71.0,,30.7,27.5,,,37.0,51.1,,,,,,,,63.0,,60.3,-33.0,,-35.7,,-45.0,-79.0,,,,,-25.9,,-22.0,,-62.3,-65.5,,,-56.0,-41.9,,,,,,,,-30.0,,-32.7,,False,,False,False,,,,,True,,True,,False,False,,,False,False,,,,,,,,True,,True
01121,709,576.0,,623.3,,558.0,378.0,,,,,651.7,,537.0,,574.1,189.5,636.0,,705.0,522.8,,,,,453.7,,,381.0,,633.4,-133.0,,-85.7,,-151.0,-331.0,,,,,-57.3,,-172.0,,-134.9,-519.5,-73.0,,-4.0,-186.2,,,,,-255.3,,,-328.0,,-75.6,,True,,False,False,,,,,True,,False,,False,False,True,,True,False,,,,,False,,,False,,True
01123,367,324.0,,332.6,,276.0,95.0,,,,,318.7,,239.0,,219.4,73.8,259.0,,509.5,322.1,,,,,216.5,,,292.0,,342.5,-43.0,,-34.4,,-91.0,-272.0,,,,,-48.3,,-128.0,,-147.6,-293.2,-108.0,,142.5,-44.9,,,,,-150.5,,,-75.0,,-24.5,,True,,False,False,,,,,False,,False,,False,False,False,,False,False,,,,,False,,,False,,True
01125,2285,1752.0,,1671.9,1978.9,1672.0,1693.0,,,,,2044.3,,1539.0,,1609.0,710.1,1230.5,,2038.5,2050.6,,,,,1636.3,1411.0,,953.0,,2111.0,-533.0,,-613.1,-306.1,-613.0,-592.0,,,,,-240.7,,-746.0,,-676.0,-1574.9,-1054.5,,-246.5,-234.4,,,,,-648.7,-874.0,,-1332.0,,-174.0,,False,True,False,False,,,,,True,,False,,False,False,False,,True,True,,,,,False,False,,False,,True
01127,697,708.0,,729.4,,694.0,937.0,,,,,700.4,,559.0,,582.4,123.0,651.5,,725.5,745.9,,,,,436.5,,,453.0,,781.6,11.0,,32.4,,-3.0,240.0,,,,,3.4,,-138.0,,-114.6,-574.0,-45.5,,28.5,48.9,,,,,-260.5,,,-244.0,,84.6,,False,,True,False,,,,,True,,False,,False,False,False,,False,False,,,,,False,,,False,,False
01129,142,96.0,,140.4,,101.0,0.0,,,,,189.6,,211.0,,821.3,23.1,,,103.0,87.7,,,,,,,,58.0,,337.4,-46.0,,-1.6,,-41.0,-142.0,,,,,47.6,,69.0,,679.3,-118.9,,,-39.0,-54.3,,,,,,,,-84.0,,195.4,,True,,True,False,,,,,False,,False,,False,False,,,True,False,,,,,,,,False,,False
01131,60,24.0,,27.8,,27.0,0.0,,,,,54.5,,37.0,,34.9,6.9,,,23.0,40.8,,,,,,,,23.0,,30.1,-36.0,,-32.2,,-33.0,-60.0,,,,,-5.5,,-23.0,,-25.1,-53.1,,,-37.0,-19.2,,,,,,,,-37.0,,-29.9,,True,,True,False,,,,,True,,True,,True,False,,,False,True,,,,,,,,False,,True
01133,350,168.0,,168.2,,167.0,150.0,,,,,196.0,,222.0,,134.8,60.2,,,170.0,248.6,,,,,,,,158.0,,222.9,-182.0,,-181.8,,-183.0,-200.0,,,,,-154.0,,-128.0,,-215.2,-289.8,,,-180.0,-101.4,,,,,,,,-192.0,,-127.1,,True,,False,False,,,,,True,,True,,False,False,,,True,True,,,,,,,,False,,True
02013,19,0.0,,0.8,,0.0,0.0,,,,,9.5,,,,4.2,2.5,,,0.0,0.1,,,,,,,,0.0,,2.7,-19.0,,-18.2,,-19.0,-19.0,,,,,-9.5,,,,-14.8,-16.5,,,-19.0,-18.9,,,,,,,,-19.0,,-16.3,,True,,False,False,,,,,True,,,,True,True,,,False,True,,,,,,,,False,,True
02016,9,8.0,,8.6,,4.0,0.0,,,,,38.0,,,,3.8,0.4,,,5.0,2.6,,,,,,,,49.0,,7.1,-1.0,,-0.4,,-5.0,-9.0,,,,,29.0,,,,-5.2,-8.6,,,-4.0,-6.4,,,,,,,,40.0,,-1.9,,True,,False,False,,,,,False,,,,False,False,,,False,False,,,,,,,,False,,False
02020,8031,5240.0,,5101.2,,6256.0,7868.0,,,,,5405.2,,,,7680.3,1665.9,6073.5,,7705.5,6039.4,,,,,5125.3,10389.0,,159.0,,6472.5,-2791.0,,-2929.8,,-1775.0,-163.0,,,,,-2625.8,,,,-350.7,-6365.1,-1957.5,,-325.5,-1991.6,,,,,-2905.7,2358.0,,-7872.0,,-1558.5,,False,,True,True,,,,,True,,,,True,False,True,,True,True,,,,,False,True,,False,,True
02050,960,424.0,,442.1,,433.0,0.0,,,,,618.7,,,,1994.9,26.6,,,675.0,405.5,,,,,,,,180.0,,528.9,-536.0,,-517.9,,-527.0,-960.0,,,,,-341.3,,,,1034.9,-933.5,,,-285.0,-554.5,,,,,,,,-780.0,,-431.1,,True,,True,False,,,,,True,,,,False,False,,,True,False,,,,,,,,False,,True
02060,0,0.0,,0.0,,0.0,0.0,,,,,4.0,,,,0.5,0.0,,,,0.0,,,,,,,,,,2.0,0.0,,0.0,,0.0,0.0,,,,,4.0,,,,0.5,0.0,,,,0.0,,,,,,,,,,2.0,,True,,True,True,,,,,False,,,,False,True,,,,False,,,,,,,,,,False
02068,12,24.0,,23.1,,18.0,0.0,,,,,18.7,,,,113.0,6.6,,,14.0,6.8,,,,,,,,16.0,,23.2,12.0,,11.1,,6.0,-12.0,,,,,6.7,,,,101.0,-5.4,,,2.0,-5.2,,,,,,,,4.0,,11.2,,True,,True,False,,,,,True,,,,False,True,,,True,True,,,,,,,,True,,True
02070,40,60.0,,61.8,,47.0,0.0,,,,,49.2,,,,120.2,13.3,,,19.0,34.5,,,,,,,,55.0,,68.4,20.0,,21.8,,7.0,-40.0,,,,,9.2,,,,80.2,-26.7,,,-21.0,-5.5,,,,,,,,15.0,,28.4,,False,,True,False,,,,,True,,,,False,False,,,False,True,,,,,,,,True,,False
02090,1131,1216.0,,1225.3,,1228.0,1417.0,,,,,976.8,,,,1661.9,243.6,1526.0,,799.0,1046.7,,,,,1543.6,,,443.0,,1287.5,85.0,,94.3,,97.0,286.0,,,,,-154.2,,,,530.9,-887.4,395.0,,-332.0,-84.3,,,,,412.6,,,-688.0,,156.5,,False,,False,False,,,,,False,,,,False,False,False,,False,True,,,,,False,,,False,,False
02100,3,4.0,,3.8,,4.0,0.0,,,,,12.3,,,,7.7,0.2,,,4.0,0.2,,,,,,,,3.0,,3.1,1.0,,0.8,,1.0,-3.0,,,,,9.3,,,,4.7,-2.8,,,1.0,-2.8,,,,,,,,0.0,,0.1,,True,,False,False,,,,,False,,,,False,False,,,False,False,,,,,,,,True,,True
02105,0,0.0,,0.0,,0.0,0.0,,,,,1.5,,,,2.3,1.6,,,,0.0,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,1.5,,,,2.3,1.6,,,,0.0,,,,,,,,,,,,True,,True,True,,,,,False,,,,False,False,,,,False,,,,,,,,,,
02110,263,388.0,,390.7,,429.0,660.0,,,,,343.9,,,,550.9,81.2,328.5,,483.0,322.0,,,,,,,,437.0,,486.3,125.0,,127.7,,166.0,397.0,,,,,80.9,,,,287.9,-181.8,65.5,,220.0,59.0,,,,,,,,174.0,,223.3,,False,,False,False,,,,,True,,,,False,False,True,,False,True,,,,,,,,False,,False
02122,1442,1032.0,,1025.2,,1267.0,1414.0,,,,,797.9,,,,1699.9,73.6,,,1797.5,1056.8,,,,,,,,962.0,,1973.0,-410.0,,-416.8,,-175.0,-28.0,,,,,-644.1,,,,257.9,-1368.4,,,355.5,-385.2,,,,,,,,-480.0,,531.0,,False,,True,True,,,,,False,,,,True,False,,,True,True,,,,,,,,False,,False
02130,111,28.0,,32.5,,23.0,,,,,,61.8,,,,8.6,5.8,,,20.0,42.2,,,,,,,,138.0,,19.6,-83.0,,-78.5,,-88.0,,,,,,-49.2,,,,-102.4,-105.2,,,-91.0,-68.8,,,,,,,,27.0,,-91.4,,True,,False,,,,,,True,,,,False,False,,,False,True,,,,,,,,True,,False
02150,149,104.0,,91.6,,52.0,0.0,,,,,150.6,,,,26.7,13.6,,,28.0,75.9,,,,,,,,220.0,,108.6,-45.0,,-57.4,,-97.0,-149.0,,,,,1.6,,,,-122.3,-135.4,,,-121.0,-73.1,,,,,,,,71.0,,-40.4,,False,,False,False,,,,,True,,,,False,False,,,False,False,,,,,,,,False,,True
02158,175,296.0,,272.5,,274.0,103.0,,,,,288.8,,,,4387.2,,,,404.5,215.9,,,,,,,,98.0,,,121.0,,97.5,,99.0,-72.0,,,,,113.8,,,,4212.2,,,,229.5,40.9,,,,,,,,-77.0,,,,True,,True,True,,,,,True,,,,False,,,,False,True,,,,,,,,True,,
02164,31,40.0,,40.9,,26.0,,,,,,44.9,,,,23.8,0.8,,,15.0,,,,,,,,,0.0,,28.7,9.0,,9.9,,-5.0,,,,,,13.9,,,,-7.2,-30.2,,,-16.0,,,,,,,,,-31.0,,-2.3,,False,,True,,,,,,False,,,,True,False,,,False,,,,,,,,,False,,True
02170,1805,1772.0,,1722.6,,1774.0,0.0,,,,,1040.8,,,,7081.7,331.0,2645.5,,3556.0,1893.8,,,,,1005.7,,,1065.0,,2894.0,-33.0,,-82.4,,-31.0,-1805.0,,,,,-764.2,,,,5276.7,-1474.0,840.5,,1751.0,88.8,,,,,-799.3,,,-740.0,,1089.0,,False,,True,False,,,,,False,,,,False,False,False,,False,False,,,,,False,,,False,,False
02180,87,44.0,,45.7,,41.0,0.0,,,,,122.6,,,,109.4,9.6,,,27.0,53.1,,,,,,,,23.0,,41.8,-43.0,,-41.3,,-46.0,-87.0,,,,,35.6,,,,22.4,-77.4,,,-60.0,-33.9,,,,,,,,-64.0,,-45.2,,True,,False,False,,,,,True,,,,True,False,,,False,True,,,,,,,,False,,False
02185,177,132.0,,152.0,,130.0,0.0,,,,,195.7,,,,263.9,26.6,,,157.0,122.8,,,,,,,,85.0,,126.3,-45.0,,-25.0,,-47.0,-177.0,,,,,18.7,,,,86.9,-150.4,,,-20.0,-54.2,,,,,,,,-92.0,,-50.7,,True,,False,False,,,,,True,,,,False,False,,,True,False,,,,,,,,False,,False
02188,99,132.0,,120.2,,111.0,0.0,,,,,207.9,,,,136.7,14.3,,,56.0,108.0,,,,,,,,1.0,,119.1,33.0,,21.2,,12.0,-99.0,,,,,108.9,,,,37.7,-84.7,,,-43.0,9.0,,,,,,,,-98.0,,20.1,,True,,True,False,,,,,False,,,,False,False,,,False,True,,,,,,,,False,,True
02195,5,16.0,,16.2,,4.0,0.0,,,,,16.9,,,,6.0,0.2,,,4.0,1.3,,,,,,,,35.0,,,11.0,,11.2,,-1.0,-5.0,,,,,11.9,,,,1.0,-4.8,,,-1.0,-3.7,,,,,,,,30.0,,,,False,,True,True,,,,,False,,,,True,True,,,True,True,,,,,,,,False,,
02198,16,4.0,,3.4,,0.0,0.0,,,,,21.2,,,,4.0,3.0,,,0.0,0.3,,,,,,,,10.0,,,-12.0,,-12.6,,-16.0,-16.0,,,,,5.2,,,,-12.0,-13.0,,,-16.0,-15.7,,,,,,,,-6.0,,,,False,,False,False,,,,,True,,,,False,False,,,False,False,,,,,,,,True,,
02220,101,40.0,,34.4,,22.0,,,,,,63.1,,,,13.9,5.1,,,15.0,21.9,,,,,,,,89.0,,74.8,-61.0,,-66.6,,-79.0,,,,,,-37.9,,,,-87.1,-95.9,,,-86.0,-79.1,,,,,,,,-12.0,,-26.2,,False,,False,,,,,,True,,,,False,False,,,False,False,,,,,,,,True,,True
02230,2,8.0,,7.9,,8.0,0.0,,,,,4.4,,,,608.4,13.0,,,,1.4,,,,,,,,2.0,,,6.0,,5.9,,6.0,-2.0,,,,,2.4,,,,606.4,11.0,,,,-0.6,,,,,,,,0.0,,,,True,,False,True,,,,,True,,,,False,False,,,,True,,,,,,,,True,,
02240,194,88.0,,89.2,,88.0,0.0,,,,,81.7,,,,149.9,2.6,,,130.0,75.4,,,,,,,,117.0,,108.8,-106.0,,-104.8,,-106.0,-194.0,,,,,-112.3,,,,-44.1,-191.4,,,-64.0,-118.6,,,,,,,,-77.0,,-85.2,,True,,False,False,,,,,False,,,,True,False,,,True,False,,,,,,,,True,,True
02261,82,56.0,,53.4,,56.0,,,,,,101.8,,,,76.1,2.5,,,64.0,71.9,,,,,,,,97.0,,53.6,-26.0,,-28.6,,-26.0,,,,,,19.8,,,,-5.9,-79.5,,,-18.0,-10.1,,,,,,,,15.0,,-28.4,,False,,False,,,,,,True,,,,True,False,,,True,True,,,,,,,,True,,False
02275,1,0.0,,0.0,,0.0,0.0,,,,,10.9,,,,0.2,0.2,,,0.0,0.1,,,,,,,,0.0,,,-1.0,,-1.0,,-1.0,-1.0,,,,,9.9,,,,-0.8,-0.8,,,-1.0,-0.9,,,,,,,,-1.0,,,,False,,False,False,,,,,False,,,,True,True,,,False,True,,,,,,,,False,,
02282,12,8.0,,7.8,,5.0,0.0,,,,,11.5,,,,14.5,0.0,,,4.0,3.6,,,,,,,,0.0,,5.9,-4.0,,-4.2,,-7.0,-12.0,,,,,-0.5,,,,2.5,-12.0,,,-8.0,-8.4,,,,,,,,-12.0,,-6.1,,False,,False,False,,,,,True,,,,True,False,,,False,False,,,,,,,,False,,False
02290,51,52.0,,50.6,,37.0,0.0,,,,,55.0,,,,72.1,0.8,,,13.0,27.1,,,,,,,,49.0,,54.8,1.0,,-0.4,,-14.0,-51.0,,,,,4.0,,,,21.1,-50.2,,,-38.0,-23.9,,,,,,,,-2.0,,3.8,,True,,False,False,,,,,False,,,,False,False,,,False,False,,,,,,,,False,,False
04001,1344,596.0,,617.5,,480.0,459.0,,,,,504.6,,1058.0,,371.3,285.2,503.0,,412.0,443.4,,,,,309.3,,,102.0,,730.8,-748.0,,-726.5,,-864.0,-885.0,,,,,-839.4,,-286.0,,-972.7,-1058.8,-841.0,,-932.0,-900.6,,,,,-1034.7,,,-1242.0,,-613.2,,True,,False,False,,,,,False,,True,,False,False,False,,False,False,,,,,False,,,False,,True
04003,1393,396.0,,402.1,,392.0,876.0,,,,,429.1,,764.0,,285.4,407.7,315.5,,470.0,327.4,,,,,202.3,,,243.0,,543.9,-997.0,,-990.9,,-1001.0,-517.0,,,,,-963.9,,-629.0,,-1107.6,-985.3,-1077.5,,-923.0,-1065.6,,,,,-1190.7,,,-1150.0,,-849.1,,True,,False,True,,,,,True,,True,,False,True,False,,True,False,,,,,False,,,False,,True
04005,2071,1536.0,,1539.1,,1514.0,2028.0,,,,,1313.6,,1036.0,,968.6,801.3,1389.0,,1670.0,1534.2,,,,,821.3,1989.0,,935.0,,1941.1,-535.0,,-531.9,,-557.0,-43.0,,,,,-757.4,,-1035.0,,-1102.4,-1269.7,-682.0,,-401.0,-536.8,,,,,-1249.7,-82.0,,-1136.0,,-129.9,,True,,False,True,,,,,False,,False,,False,False,False,,True,False,,,,,False,True,,False,,True
04007,930,568.0,,462.4,,481.0,676.0,,,,,500.2,,417.0,,580.7,326.4,583.0,,476.0,427.1,,,,,274.1,,,461.0,,728.4,-362.0,,-467.6,,-449.0,-254.0,,,,,-429.8,,-513.0,,-349.3,-603.6,-347.0,,-454.0,-502.9,,,,,-655.9,,,-469.0,,-201.6,,False,,False,True,,,,,False,,False,,True,False,True,,False,False,,,,,False,,,False,,True
04009,912,544.0,,551.1,,577.0,652.0,,,,,474.2,,267.0,,628.3,125.2,529.0,,895.0,649.9,,,,,282.4,,,427.0,,710.7,-368.0,,-360.9,,-335.0,-260.0,,,,,-437.8,,-645.0,,-283.7,-786.8,-383.0,,-17.0,-262.1,,,,,-629.6,,,-485.0,,-201.3,,True,,True,True,,,,,False,,False,,True,False,False,,True,True,,,,,False,,,False,,True
04011,116,8.0,,11.4,,28.0,0.0,,,,,39.0,,80.0,,222.1,11.1,,,29.0,36.4,,,,,,,,5.0,,29.8,-108.0,,-104.6,,-88.0,-116.0,,,,,-77.0,,-36.0,,106.1,-104.9,,,-87.0,-79.6,,,,,,,,-111.0,,-86.2,,True,,True,False,,,,,True,,True,,True,True,,,True,True,,,,,,,,False,,True
04012,202,64.0,,73.6,,63.0,53.0,,,,,89.4,,48.0,,127.1,43.9,,,62.0,61.3,,,,,,,,32.0,,86.2,-138.0,,-128.4,,-139.0,-149.0,,,,,-112.6,,-154.0,,-74.9,-158.1,,,-140.0,-140.7,,,,,,,,-170.0,,-115.8,,True,,False,False,,,,,True,,False,,True,False,,,False,False,,,,,,,,False,,True
04013,44902,22336.0,,22915.8,23978.6,23447.0,38124.0,,,,,21828.8,,16446.0,,15251.7,8694.8,25120.0,,27447.0,31207.1,,,,,13052.0,44803.0,,23395.0,,29798.7,-22566.0,,-21986.2,-20923.4,-21455.0,-6778.0,,,,,-23073.2,,-28456.0,,-29650.3,-36207.2,-19782.0,,-17455.0,-13694.9,,,,,-31850.0,-99.0,,-21507.0,,-15103.3,,True,True,True,True,,,,,False,,False,,False,False,True,,True,True,,,,,False,True,,True,,True
04015,1716,696.0,,737.8,,730.0,641.0,,,,,855.6,,830.0,,439.2,586.1,504.5,,1203.5,746.4,,,,,470.6,2268.0,,695.0,,828.2,-1020.0,,-978.2,,-986.0,-1075.0,,,,,-860.4,,-886.0,,-1276.8,-1129.9,-1211.5,,-512.5,-969.6,,,,,-1245.4,552.0,,-1021.0,,-887.8,,True,,True,False,,,,,True,,True,,False,False,False,,True,True,,,,,False,True,,False,,True
04017,1541,920.0,,979.5,,916.0,165.0,,,,,818.8,,1333.0,,441.3,338.4,849.5,,1720.0,989.8,,,,,469.4,,,1285.0,,953.2,-621.0,,-561.5,,-625.0,-1376.0,,,,,-722.2,,-208.0,,-1099.7,-1202.6,-691.5,,179.0,-551.2,,,,,-1071.6,,,-256.0,,-587.8,,True,,False,False,,,,,False,,True,,False,False,False,,True,True,,,,,False,,,True,,True
04019,10700,4724.0,,4617.0,5122.6,4828.0,45604.0,,,,,4320.8,,2770.0,,2964.9,3932.2,3198.5,,5835.0,6921.8,,,,,2559.4,17842.0,,6969.0,,5102.3,-5976.0,,-6083.0,-5577.4,-5872.0,34904.0,,,,,-6379.2,,-7930.0,,-7735.1,-6767.8,-7501.5,,-4865.0,-3778.2,,,,,-8140.6,7142.0,,-3731.0,,-5597.7,,False,True,True,False,,,,,False,,False,,False,False,False,,True,True,,,,,False,False,,True,,True
04021,4195,1712.0,,1720.6,1959.0,1770.0,1784.0,,,,,2030.0,,984.0,,1225.0,1480.5,1692.5,,2057.5,2045.5,,,,,826.3,3653.0,,1524.0,,2704.5,-2483.0,,-2474.4,-2236.0,-2425.0,-2411.0,,,,,-2165.0,,-3211.0,,-2970.0,-2714.5,-2502.5,,-2137.5,-2149.5,,,,,-3368.7,-542.0,,-2671.0,,-1490.5,,True,True,True,True,,,,,True,,False,,False,False,False,,True,True,,,,,False,True,,False,,True
04023,833,288.0,,285.4,,267.0,0.0,,,,,267.2,,272.0,,142.8,119.0,207.0,,383.0,367.2,,,,,146.4,,,21.0,,398.8,-545.0,,-547.6,,-566.0,-833.0,,,,,-565.8,,-561.0,,-690.2,-714.0,-626.0,,-450.0,-465.8,,,,,-686.6,,,-812.0,,-434.2,,False,,False,False,,,,,False,,False,,False,False,False,,True,True,,,,,False,,,False,,True
04025,2159,592.0,,584.3,,628.0,1004.0,,,,,676.2,,797.0,,490.0,568.4,571.5,,847.0,615.7,,,,,499.1,906.0,,354.0,,699.0,-1567.0,,-1574.7,,-1531.0,-1155.0,,,,,-1482.8,,-1362.0,,-1669.0,-1590.6,-1587.5,,-1312.0,-1543.3,,,,,-1659.9,-1253.0,,-1805.0,,-1460.0,,False,,True,True,,,,,True,,True,,False,False,False,,True,True,,,,,False,True,,False,,True
04027,3816,1720.0,,1747.8,1852.4,1722.0,1261.0,,,,,1372.7,,657.0,,1202.0,691.5,1632.0,,2205.5,1817.4,,,,,1362.9,4080.0,,2131.0,,2202.8,-2096.0,,-2068.2,-1963.6,-2094.0,-2555.0,,,,,-2443.3,,-3159.0,,-2614.0,-3124.5,-2184.0,,-1610.5,-1998.6,,,,,-2453.1,264.0,,-1685.0,,-1613.2,,True,True,True,False,,,,,False,,False,,False,False,False,,True,True,,,,,False,True,,True,,True
05001,248,216.0,,165.8,,203.0,203.0,,,,,216.5,,160.0,,248.4,87.9,,,192.5,261.2,,,,,,,,17.0,,269.7,-32.0,,-82.2,,-45.0,-45.0,,,,,-31.5,,-88.0,,0.4,-160.1,,,-55.5,13.2,,,,,,,,-231.0,,21.7,,False,,False,False,,,,,True,,False,,True,False,,,False,True,,,,,,,,False,,True
05003,286,128.0,,126.5,,128.0,0.0,,,,,145.9,,128.0,,159.6,28.3,,,144.0,180.6,,,,,,,,181.0,,157.3,-158.0,,-159.5,,-158.0,-286.0,,,,,-140.1,,-158.0,,-126.4,-257.7,,,-142.0,-105.4,,,,,,,,-105.0,,-128.7,,False,,False,False,,,,,True,,False,,True,False,,,True,True,,,,,,,,True,,True
05005,632,424.0,,418.7,,474.0,483.0,,,,,451.8,,395.0,,635.5,131.5,562.0,,583.0,608.7,,,,,,,,442.0,,496.7,-208.0,,-213.3,,-158.0,-149.0,,,,,-180.2,,-237.0,,3.5,-500.5,-70.0,,-49.0,-23.3,,,,,,,,-190.0,,-135.3,,False,,True,True,,,,,True,,False,,True,False,True,,True,True,,,,,,,,True,,True
05007,3390,1904.0,,1986.3,,1986.0,1685.0,,,,,2008.8,,2552.0,,1931.6,626.7,2044.0,,2739.0,2773.1,,,,,1416.3,2259.0,,2220.0,,2290.5,-1486.0,,-1403.7,,-1404.0,-1705.0,,,,,-1381.2,,-838.0,,-1458.4,-2763.3,-1346.0,,-651.0,-616.9,,,,,-1973.7,-1131.0,,-1170.0,,-1099.5,,True,,True,False,,,,,True,,True,,True,False,True,,True,True,,,,,False,True,,True,,True
05009,660,272.0,,269.6,,296.0,270.0,,,,,348.9,,439.0,,321.2,93.1,337.5,,350.0,300.9,,,,,,,,293.0,,313.5,-388.0,,-390.4,,-364.0,-390.0,,,,,-311.1,,-221.0,,-338.8,-566.9,-322.5,,-310.0,-359.1,,,,,,,,-367.0,,-346.5,,False,,True,False,,,,,True,,True,,True,False,True,,True,True,,,,,,,,True,,True
05011,116,16.0,,17.8,,18.0,0.0,,,,,49.9,,72.0,,22.2,8.1,,,0.0,23.3,,,,,,,,4.0,,23.1,-100.0,,-98.2,,-98.0,-116.0,,,,,-66.1,,-44.0,,-93.8,-107.9,,,-116.0,-92.7,,,,,,,,-112.0,,-92.9,,True,,True,False,,,,,True,,True,,True,False,,,False,True,,,,,,,,False,,True
05013,91,36.0,,36.0,,35.0,0.0,,,,,44.3,,24.0,,59.2,11.0,,,43.0,40.1,,,,,,,,46.0,,36.6,-55.0,,-55.0,,-56.0,-91.0,,,,,-46.7,,-67.0,,-31.8,-80.0,,,-48.0,-50.9,,,,,,,,-45.0,,-54.4,,True,,False,False,,,,,True,,False,,True,False,,,True,True,,,,,,,,True,,True
05015,371,220.0,,225.4,,225.0,141.0,,,,,274.4,,227.0,,195.6,119.1,,,257.0,268.6,,,,,,,,142.0,,258.2,-151.0,,-145.6,,-146.0,-230.0,,,,,-96.6,,-144.0,,-175.4,-251.9,,,-114.0,-102.4,,,,,,,,-229.0,,-112.8,,True,,True,False,,,,,True,,True,,False,False,,,True,True,,,,,,,,False,,True
05017,128,24.0,,26.2,,25.0,0.0,,,,,61.3,,84.0,,42.9,11.9,,,23.0,37.5,,,,,12.0,,,10.0,,51.5,-104.0,,-101.8,,-103.0,-128.0,,,,,-66.7,,-44.0,,-85.1,-116.1,,,-105.0,-90.5,,,,,-116.0,,,-118.0,,-76.5,,True,,True,False,,,,,True,,True,,True,False,,,False,True,,,,,False,,,False,,True
05019,285,116.0,,114.6,,115.0,102.0,,,,,171.9,,162.0,,102.2,47.4,,,99.0,180.3,,,,,,,,128.0,,136.3,-169.0,,-170.4,,-170.0,-183.0,,,,,-113.1,,-123.0,,-182.8,-237.6,,,-186.0,-104.7,,,,,,,,-157.0,,-148.7,,False,,False,False,,,,,True,,True,,False,False,,,False,True,,,,,,,,True,,True
05021,349,156.0,,162.8,,160.0,145.0,,,,,180.4,,175.0,,248.6,60.3,,,146.0,164.5,,,,,,,,111.0,,178.3,-193.0,,-186.2,,-189.0,-204.0,,,,,-168.6,,-174.0,,-100.4,-288.7,,,-203.0,-184.5,,,,,,,,-238.0,,-170.7,,True,,True,False,,,,,True,,True,,True,False,,,False,True,,,,,,,,False,,True
