,count,mean,median,std,min,25%,75%,max
CU-select,51,45562.7,25842.0,46409.1,921.0,14284.5,65493.5,216329.0
BPagano-RtDriven,51,47916.6,24532.7,50043.1,215.4,9898.8,68098.0,223609.4
JHUAPL-Bucky,51,56319.4,37672.8,61998.4,302.5,10217.0,80390.2,255308.0
COVIDhub-baseline,51,57040.7,35321.0,56457.4,471.0,17836.5,83000.5,225940.0
JCB-PRM,51,57268.4,35693.3,57189.3,1170.6,18010.1,80554.1,250481.8
USC-SI_kJalpha,51,59496.4,36668.0,58932.6,1386.0,18853.0,88201.0,271761.0
Covid19Sim-Simulator,51,63568.2,38165.4,62801.6,226.1,19933.1,93661.6,265692.4
JHU_IDD-CovidSP,51,64506.9,42566.7,59850.8,1305.7,24417.3,86443.4,253033.6
IowaStateLW-STEM,49,68345.5,44047.0,66148.9,1617.6,19975.0,100723.0,281602.0
LANL-GrowthRate,51,75287.9,47692.3,71390.2,1774.7,25043.1,104793.1,276502.8
UCLA-SuEIR,51,78307.2,50911.2,71365.4,1834.2,31758.5,111661.5,306942.5
CovidAnalytics-DELPHI,51,84242.5,59872.0,81459.9,2068.0,31850.0,104678.0,348681.0
