,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,Yu_Group-CLEP,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,error-Yu_Group-CLEP,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble,beat_baseline-Yu_Group-CLEP
18121,96,99.0,,99.6,,99.0,89.0,,,,,90.2,,138.9,,,106.0,,48.6,,35.2,,91.0,103.4,,119.0,108.0,,,,,,98.2,,,,,117.0,57.9,3.0,,3.6,,3.0,-7.0,,,,,-5.8,,42.9,,,10.0,,-47.4,,-60.8,,-5.0,7.4,,23.0,12.0,,,,,,2.2,,,,,21.0,-38.1,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,True,,,,,False,False
18123,63,86.0,,82.3,,82.0,82.0,,,,,109.4,,111.0,,,106.0,,44.6,,66.7,,44.0,67.6,,79.0,101.0,,,,,,123.0,,,,,162.6,78.7,23.0,,19.3,,19.0,19.0,,,,,46.4,,48.0,,,43.0,,-18.4,,3.7,,-19.0,4.6,,16.0,38.0,,,,,,60.0,,,,,99.6,15.7,,True,,True,True,,,,,False,,False,,,False,,True,,True,,True,True,,True,False,,,,,,False,,,,,False,True
18125,48,45.0,,43.6,,42.0,29.0,,,,,52.6,,55.4,,,75.0,,30.3,,16.6,,42.0,49.1,,49.0,54.0,,,,,,51.3,,,,,28.2,14.2,-3.0,,-4.4,,-6.0,-19.0,,,,,4.6,,7.4,,,27.0,,-17.7,,-31.4,,-6.0,1.1,,1.0,6.0,,,,,,3.3,,,,,-19.8,-33.8,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,True,,True,False,,,,,,False,,,,,False,False
18127,1073,1414.0,,1434.2,,1414.0,1408.0,,,,,1280.5,,1479.3,,,1247.0,,1573.6,,1033.6,,1019.0,1136.1,,1756.0,1497.0,,,,,1605.3,1467.7,1445.0,,,,1602.4,1092.6,341.0,,361.2,,341.0,335.0,,,,,207.5,,406.3,,,174.0,,500.6,,-39.4,,-54.0,63.1,,683.0,424.0,,,,,532.3,394.7,372.0,,,,529.4,19.6,,False,,False,True,,,,,True,,False,,,True,,False,,True,,True,True,,False,False,,,,,False,False,False,,,,False,True
18129,117,126.0,,129.1,,118.0,94.0,,,,,135.6,,137.2,,,130.0,,119.7,,50.0,,110.0,114.5,,135.0,139.0,,,,,115.4,111.8,,,,,124.5,38.7,9.0,,12.1,,1.0,-23.0,,,,,18.6,,20.2,,,13.0,,2.7,,-67.0,,-7.0,-2.5,,18.0,22.0,,,,,-1.6,-5.2,,,,,7.5,-78.3,,False,,True,False,,,,,False,,False,,,False,,True,,False,,True,True,,False,False,,,,,True,True,,,,,True,False
18131,75,39.0,,31.8,,39.0,54.0,,,,,56.7,,61.6,,,85.0,,32.0,,21.3,,49.0,49.8,,57.0,55.0,,,,,,60.0,,,,,37.8,64.2,-36.0,,-43.2,,-36.0,-21.0,,,,,-18.3,,-13.4,,,10.0,,-43.0,,-53.7,,-26.0,-25.2,,-18.0,-20.0,,,,,,-15.0,,,,,-37.2,-10.8,,False,,False,True,,,,,True,,True,,,True,,False,,False,,True,True,,True,True,,,,,,True,,,,,False,True
18133,211,128.0,,130.1,,136.0,136.0,,,,,145.9,,154.8,,,215.0,,107.3,,76.3,,160.0,147.4,,155.0,142.0,,,,,,139.7,,,,,142.5,122.8,-83.0,,-80.9,,-75.0,-75.0,,,,,-65.1,,-56.2,,,4.0,,-103.7,,-134.7,,-51.0,-63.6,,-56.0,-69.0,,,,,,-71.3,,,,,-68.5,-88.2,,True,,True,True,,,,,True,,True,,,True,,False,,False,,True,True,,True,True,,,,,,True,,,,,True,False
18135,177,216.0,,217.0,,216.0,242.0,,,,,213.5,,251.4,,,177.0,,227.8,,98.6,,222.0,199.8,,275.0,243.0,,,,,,208.0,,,,,192.5,294.5,39.0,,40.0,,39.0,65.0,,,,,36.5,,74.4,,,0.0,,50.8,,-78.4,,45.0,22.8,,98.0,66.0,,,,,,31.0,,,,,15.5,117.5,,False,,False,False,,,,,True,,False,,,True,,False,,False,,False,True,,False,False,,,,,,True,,,,,True,False
18137,309,255.0,,252.5,,255.0,319.0,,,,,216.3,,263.3,,,164.0,,386.9,,80.4,,376.0,255.4,,320.0,271.0,,,,,,201.7,,,,,310.8,346.7,-54.0,,-56.5,,-54.0,10.0,,,,,-92.7,,-45.7,,,-145.0,,77.9,,-228.6,,67.0,-53.6,,11.0,-38.0,,,,,,-107.3,,,,,1.8,37.7,,False,,False,True,,,,,False,,True,,,False,,False,,False,,False,True,,True,True,,,,,,False,,,,,True,True
18139,84,64.0,,66.8,,64.0,81.0,,,,,78.8,,96.4,,,110.0,,38.4,,31.7,,51.0,67.4,,77.0,80.0,,,,,,95.1,,,,,60.5,72.1,-20.0,,-17.2,,-20.0,-3.0,,,,,-5.2,,12.4,,,26.0,,-45.6,,-52.3,,-33.0,-16.6,,-7.0,-4.0,,,,,,11.1,,,,,-23.5,-11.9,,True,,False,True,,,,,True,,True,,,False,,False,,False,,False,True,,True,True,,,,,,True,,,,,False,True
18141,1541,2010.0,,2024.1,2156.9,2010.0,2009.0,,,,,2234.5,,2164.9,,,2311.0,,2141.2,,1322.6,,1663.0,1843.4,,2567.0,2232.0,,,,,1798.2,1838.7,2413.0,,,,1830.5,2256.0,469.0,,483.1,615.9,469.0,468.0,,,,,693.5,,623.9,,,770.0,,600.2,,-218.4,,122.0,302.4,,1026.0,691.0,,,,,257.2,297.7,872.0,,,,289.5,715.0,,False,False,False,True,,,,,False,,False,,,False,,False,,True,,True,True,,False,False,,,,,True,True,False,,,,True,False
18143,212,211.0,,213.2,,184.0,184.0,,,,,160.3,,253.8,,,156.0,,182.6,,113.8,,226.0,180.9,,203.0,206.0,,,,,,266.6,,,,,210.3,102.1,-1.0,,1.2,,-28.0,-28.0,,,,,-51.7,,41.8,,,-56.0,,-29.4,,-98.2,,14.0,-31.1,,-9.0,-6.0,,,,,,54.6,,,,,-1.7,-109.9,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False,False
18145,286,230.0,,228.5,,229.0,206.0,,,,,311.4,,308.3,,,272.0,,162.9,,186.6,,313.5,255.9,,272.0,256.0,,,,,227.6,253.0,,,,,255.9,163.2,-56.0,,-57.5,,-57.0,-80.0,,,,,25.4,,22.3,,,-14.0,,-123.1,,-99.4,,27.5,-30.1,,-14.0,-30.0,,,,,-58.4,-33.0,,,,,-30.1,-122.8,,False,,False,False,,,,,True,,True,,,True,,False,,False,,True,True,,True,True,,,,,False,True,,,,,True,False
18147,117,124.0,,123.8,,124.0,145.0,,,,,120.6,,179.2,,,80.0,,105.5,,60.9,,145.0,122.5,,163.0,145.0,,,,,,114.5,,,,,133.3,99.3,7.0,,6.8,,7.0,28.0,,,,,3.6,,62.2,,,-37.0,,-11.5,,-56.1,,28.0,5.5,,46.0,28.0,,,,,,-2.5,,,,,16.3,-17.7,,True,,False,False,,,,,True,,False,,,False,,False,,False,,False,True,,False,False,,,,,,True,,,,,False,False
18149,95,128.0,,127.5,,126.0,126.0,,,,,127.6,,149.4,,,181.0,,113.7,,75.0,,119.0,106.3,,146.0,147.0,,,,,,121.7,,,,,141.4,72.0,33.0,,32.5,,31.0,31.0,,,,,32.6,,54.4,,,86.0,,18.7,,-20.0,,24.0,11.3,,51.0,52.0,,,,,,26.7,,,,,46.4,-23.0,,True,,True,True,,,,,True,,False,,,False,,True,,True,,True,True,,False,False,,,,,,True,,,,,False,True
18151,195,250.0,,253.0,,262.0,298.0,,,,,246.3,,295.7,,,275.0,,355.4,,146.3,,343.0,271.0,,330.0,288.0,,,,,247.3,272.0,,,,,197.2,256.4,55.0,,58.0,,67.0,103.0,,,,,51.3,,100.7,,,80.0,,160.4,,-48.7,,148.0,76.0,,135.0,93.0,,,,,52.3,77.0,,,,,2.2,61.4,,False,,False,False,,,,,True,,False,,,False,,False,,True,,False,False,,False,False,,,,,True,False,,,,,True,False
18153,232,157.0,,158.8,,194.0,242.0,,,,,147.3,,167.2,,,153.0,,222.2,,68.9,,264.0,193.6,,180.0,167.0,,,,,,143.3,,,,,235.3,134.4,-75.0,,-73.2,,-38.0,10.0,,,,,-84.7,,-64.8,,,-79.0,,-9.8,,-163.1,,32.0,-38.4,,-52.0,-65.0,,,,,,-88.7,,,,,3.3,-97.6,,True,,True,True,,,,,False,,True,,,False,,True,,False,,True,True,,True,True,,,,,,False,,,,,True,False
18155,28,41.0,,40.5,,50.0,64.0,,,,,42.1,,49.2,,,51.0,,50.4,,15.4,,67.0,39.9,,59.0,50.0,,,,,,49.0,,,,,55.5,43.6,13.0,,12.5,,22.0,36.0,,,,,14.1,,21.2,,,23.0,,22.4,,-12.6,,39.0,11.9,,31.0,22.0,,,,,,21.0,,,,,27.5,15.6,,True,,False,False,,,,,False,,False,,,False,,False,,True,,False,True,,False,False,,,,,,False,,,,,False,False
18157,1209,1447.0,,1441.5,,1465.0,1527.0,,,,,1349.1,,1606.5,,,1322.0,,1465.0,,1031.0,,1712.0,1481.3,,1741.0,1513.0,,,,,1406.7,1424.2,1694.0,,,,1621.9,991.5,238.0,,232.5,,256.0,318.0,,,,,140.1,,397.5,,,113.0,,256.0,,-178.0,,503.0,272.3,,532.0,304.0,,,,,197.7,215.2,485.0,,,,412.9,-217.5,,True,,False,False,,,,,True,,False,,,True,,False,,True,,False,False,,False,False,,,,,True,True,False,,,,False,True
18159,92,91.0,,90.9,,91.0,128.0,,,,,82.1,,106.4,,,101.0,,86.6,,37.0,,126.0,83.8,,92.0,95.0,,,,,,124.1,,,,,127.9,72.7,-1.0,,-1.1,,-1.0,36.0,,,,,-9.9,,14.4,,,9.0,,-5.4,,-55.0,,34.0,-8.2,,0.0,3.0,,,,,,32.1,,,,,35.9,-19.3,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,True,False,,,,,,False,,,,,False,False
18161,31,35.0,,34.4,,34.0,48.0,,,,,44.7,,43.0,,,34.0,,38.3,,11.4,,34.0,39.2,,52.0,41.0,,,,,,51.4,,,,,23.8,38.1,4.0,,3.4,,3.0,17.0,,,,,13.7,,12.0,,,3.0,,7.3,,-19.6,,3.0,8.2,,21.0,10.0,,,,,,20.4,,,,,-7.2,7.1,,True,,True,False,,,,,False,,False,,,True,,False,,False,,True,False,,False,False,,,,,,False,,,,,False,False
18163,1075,1023.0,,1018.2,,982.0,1105.0,,,,,1078.0,,1098.0,,,982.0,,971.4,,685.8,,871.0,940.6,,1169.0,1108.0,,,,,927.6,1221.4,994.0,,,,1030.3,822.4,-52.0,,-56.8,,-93.0,30.0,,,,,3.0,,23.0,,,-93.0,,-103.6,,-389.2,,-204.0,-134.4,,94.0,33.0,,,,,-147.4,146.4,-81.0,,,,-44.7,-252.6,,False,,False,True,,,,,True,,True,,,False,,False,,False,,False,False,,False,True,,,,,False,False,False,,,,True,False
18165,123,115.0,,111.9,,112.0,120.0,,,,,97.8,,155.1,,,117.0,,110.9,,34.3,,128.0,102.3,,137.0,122.0,,,,,,146.0,,,,,106.5,105.7,-8.0,,-11.1,,-11.0,-3.0,,,,,-25.2,,32.1,,,-6.0,,-12.1,,-88.7,,5.0,-20.7,,14.0,-1.0,,,,,,23.0,,,,,-16.5,-17.3,,False,,False,True,,,,,False,,False,,,True,,False,,False,,True,False,,False,True,,,,,,False,,,,,False,False
18167,835,926.0,,951.3,,939.0,988.0,,,,,908.3,,991.3,,,782.0,,1149.8,,591.9,,1358.0,807.6,,1239.0,1011.0,,,,,876.2,1010.1,,,,,1789.0,1459.8,91.0,,116.3,,104.0,153.0,,,,,73.3,,156.3,,,-53.0,,314.8,,-243.1,,523.0,-27.4,,404.0,176.0,,,,,41.2,175.1,,,,,954.0,624.8,,False,,False,False,,,,,True,,False,,,True,,False,,False,,False,True,,False,False,,,,,True,False,,,,,False,False
18169,338,365.0,,364.5,,365.0,384.0,,,,,306.8,,378.2,,,216.0,,348.9,,194.5,,460.0,388.0,,413.0,379.0,,,,,349.4,343.8,,,,,514.9,301.1,27.0,,26.5,,27.0,46.0,,,,,-31.2,,40.2,,,-122.0,,10.9,,-143.5,,122.0,50.0,,75.0,41.0,,,,,11.4,5.8,,,,,176.9,-36.9,,True,,False,False,,,,,False,,False,,,False,,True,,False,,False,False,,False,False,,,,,True,True,,,,,False,False
18171,34,50.0,,51.0,,47.0,46.0,,,,,41.5,,58.2,,,51.0,,44.4,,9.2,,63.0,46.8,,53.0,51.0,,,,,,67.9,,,,,44.6,14.4,16.0,,17.0,,13.0,12.0,,,,,7.5,,24.2,,,17.0,,10.4,,-24.8,,29.0,12.8,,19.0,17.0,,,,,,33.9,,,,,10.6,-19.6,,False,,True,True,,,,,True,,False,,,False,,True,,False,,False,True,,False,False,,,,,,False,,,,,True,False
18173,357,339.0,,337.8,,311.0,314.0,,,,,365.5,,388.4,,,337.0,,307.7,,178.7,,338.5,307.0,,396.0,371.0,,,,,293.0,474.8,,,,,295.3,179.0,-18.0,,-19.2,,-46.0,-43.0,,,,,8.5,,31.4,,,-20.0,,-49.3,,-178.3,,-18.5,-50.0,,39.0,14.0,,,,,-64.0,117.8,,,,,-61.7,-178.0,,False,,False,False,,,,,True,,False,,,False,,False,,False,,False,False,,False,True,,,,,False,False,,,,,False,False
18175,151,123.0,,118.5,,130.0,131.0,,,,,106.9,,155.6,,,145.0,,130.0,,59.2,,166.0,132.6,,145.0,134.0,,,,,,133.6,,,,,80.0,80.8,-28.0,,-32.5,,-21.0,-20.0,,,,,-44.1,,4.6,,,-6.0,,-21.0,,-91.8,,15.0,-18.4,,-6.0,-17.0,,,,,,-17.4,,,,,-71.0,-70.2,,False,,True,True,,,,,False,,True,,,True,,True,,False,,True,True,,True,True,,,,,,True,,,,,False,False
18177,472,494.0,,504.3,,485.0,553.0,,,,,504.2,,595.5,,,460.0,,412.7,,303.4,,595.0,473.9,,550.0,528.0,,,,,586.6,576.2,,,,,476.6,427.8,22.0,,32.3,,13.0,81.0,,,,,32.2,,123.5,,,-12.0,,-59.3,,-168.6,,123.0,1.9,,78.0,56.0,,,,,114.6,104.2,,,,,4.6,-44.2,,False,,True,False,,,,,False,,False,,,True,,False,,False,,False,True,,False,False,,,,,False,False,,,,,True,False
18179,194,229.0,,231.6,,229.0,288.0,,,,,209.0,,252.1,,,218.0,,387.1,,105.6,,172.0,194.2,,291.0,248.0,,,,,,232.6,,,,,320.4,236.7,35.0,,37.6,,35.0,94.0,,,,,15.0,,58.1,,,24.0,,193.1,,-88.4,,-22.0,0.2,,97.0,54.0,,,,,,38.6,,,,,126.4,42.7,,False,,False,False,,,,,True,,False,,,True,,False,,False,,True,True,,False,False,,,,,,False,,,,,False,False
18181,209,171.0,,170.8,,173.0,222.0,,,,,176.0,,195.2,,,173.0,,174.3,,118.4,,237.0,171.2,,207.0,191.0,,,,,,180.1,,,,,219.1,101.8,-38.0,,-38.2,,-36.0,13.0,,,,,-33.0,,-13.8,,,-36.0,,-34.7,,-90.6,,28.0,-37.8,,-2.0,-18.0,,,,,,-28.9,,,,,10.1,-107.2,,False,,True,True,,,,,True,,True,,,True,,True,,False,,True,True,,True,True,,,,,,True,,,,,True,False
18183,202,263.0,,259.6,,259.0,333.0,,,,,233.4,,313.4,,,217.0,,259.0,,171.5,,228.0,254.6,,342.0,283.0,,,,,,242.5,,,,,293.2,284.2,61.0,,57.6,,57.0,131.0,,,,,31.4,,111.4,,,15.0,,57.0,,-30.5,,26.0,52.6,,140.0,81.0,,,,,,40.5,,,,,91.2,82.2,,True,,True,False,,,,,True,,False,,,True,,True,,True,,True,True,,False,False,,,,,,True,,,,,False,False
19001,35,63.0,,64.4,,60.0,52.0,,,,,63.6,,75.7,,,61.0,,60.1,,11.7,,37.0,54.0,,74.0,73.0,,,,,,71.7,,,,,62.3,59.0,28.0,,29.4,,25.0,17.0,,,,,28.6,,40.7,,,26.0,,25.1,,-23.3,,2.0,19.0,,39.0,38.0,,,,,,36.7,,,,,27.3,24.0,,False,,True,True,,,,,False,,False,,,True,,True,,True,,True,True,,False,False,,,,,,False,,,,,True,True
19003,18,17.0,,13.1,,17.0,14.0,,,,,20.9,,20.6,,,57.0,,17.5,,4.3,,10.0,17.3,,32.0,24.0,,,,,,37.1,,,,,17.6,36.6,-1.0,,-4.9,,-1.0,-4.0,,,,,2.9,,2.6,,,39.0,,-0.5,,-13.7,,-8.0,-0.7,,14.0,6.0,,,,,,19.1,,,,,-0.4,18.6,,False,,False,False,,,,,False,,False,,,False,,True,,False,,False,True,,False,False,,,,,,False,,,,,True,False
19005,104,89.0,,91.1,,97.0,99.0,,,,,102.5,,100.5,,,143.0,,97.3,,21.6,,105.0,99.4,,121.0,105.0,,,,,,114.5,,,,,82.3,76.8,-15.0,,-12.9,,-7.0,-5.0,,,,,-1.5,,-3.5,,,39.0,,-6.7,,-82.4,,1.0,-4.6,,17.0,1.0,,,,,,10.5,,,,,-21.7,-27.2,,True,,True,True,,,,,True,,True,,,False,,True,,False,,True,True,,False,True,,,,,,True,,,,,False,False
19007,77,105.0,,96.8,,105.0,143.0,,,,,137.9,,141.8,,,103.0,,81.0,,51.8,,111.0,133.7,,176.0,135.0,,,,,,127.4,,,,,122.1,237.4,28.0,,19.8,,28.0,66.0,,,,,60.9,,64.8,,,26.0,,4.0,,-25.2,,34.0,56.7,,99.0,58.0,,,,,,50.4,,,,,45.1,160.4,,True,,False,False,,,,,False,,False,,,True,,True,,True,,False,False,,False,False,,,,,,False,,,,,False,False
19009,16,27.0,,27.4,,27.0,28.0,,,,,32.5,,27.2,,,46.0,,13.4,,6.6,,31.0,23.9,,24.0,31.0,,,,,,31.1,,,,,36.0,11.9,11.0,,11.4,,11.0,12.0,,,,,16.5,,11.2,,,30.0,,-2.6,,-9.4,,15.0,7.9,,8.0,15.0,,,,,,15.1,,,,,20.0,-4.1,,False,,False,False,,,,,False,,False,,,False,,True,,True,,False,True,,True,False,,,,,,False,,,,,False,True
19011,150,202.0,,196.7,,199.0,264.0,,,,,256.5,,277.4,,,230.0,,139.5,,99.0,,139.0,242.2,,292.0,265.0,,,,,190.3,156.8,,,,,270.5,311.2,52.0,,46.7,,49.0,114.0,,,,,106.5,,127.4,,,80.0,,-10.5,,-51.0,,-11.0,92.2,,142.0,115.0,,,,,40.3,6.8,,,,,120.5,161.2,,True,,True,False,,,,,False,,False,,,False,,True,,True,,True,False,,False,False,,,,,True,True,,,,,False,False
19013,704,1177.0,,1179.9,,1018.0,1521.0,,,,,1203.4,,1342.3,,,1362.0,,757.8,,800.2,,677.0,986.3,,1432.0,1329.0,,,,,1020.2,1176.2,1006.0,,,,1030.1,1638.4,473.0,,475.9,,314.0,817.0,,,,,499.4,,638.3,,,658.0,,53.8,,96.2,,-27.0,282.3,,728.0,625.0,,,,,316.2,472.2,302.0,,,,326.1,934.4,,False,,True,False,,,,,False,,False,,,False,,True,,True,,True,True,,False,False,,,,,True,True,True,,,,True,False
19015,111,188.0,,190.2,,190.0,189.0,,,,,185.6,,193.8,,,272.0,,194.7,,114.9,,216.0,178.9,,233.0,204.0,,,,,171.6,193.7,,,,,190.6,80.2,77.0,,79.2,,79.0,78.0,,,,,74.6,,82.8,,,161.0,,83.7,,3.9,,105.0,67.9,,122.0,93.0,,,,,60.6,82.7,,,,,79.6,-30.8,,False,,False,False,,,,,True,,False,,,False,,False,,True,,False,True,,False,False,,,,,True,False,,,,,False,True
19017,202,285.0,,284.2,,244.0,327.0,,,,,294.0,,311.1,,,242.0,,204.3,,134.9,,161.0,245.0,,406.0,327.0,,,,,244.0,270.8,,,,,431.4,443.4,83.0,,82.2,,42.0,125.0,,,,,92.0,,109.1,,,40.0,,2.3,,-67.1,,-41.0,43.0,,204.0,125.0,,,,,42.0,68.8,,,,,229.4,241.4,,True,,True,False,,,,,False,,False,,,True,,True,,True,,True,True,,False,False,,,,,True,True,,,,,False,False
19019,100,183.0,,187.1,,183.0,195.0,,,,,177.2,,195.4,,,200.0,,183.3,,75.9,,130.0,158.7,,225.0,211.0,,,,,,165.2,,,,,216.1,127.5,83.0,,87.1,,83.0,95.0,,,,,77.2,,95.4,,,100.0,,83.3,,-24.1,,30.0,58.7,,125.0,111.0,,,,,,65.2,,,,,116.1,27.5,,False,,False,False,,,,,True,,False,,,False,,False,,True,,True,True,,False,False,,,,,,True,,,,,False,True
19021,153,179.0,,182.1,,149.0,0.0,,,,,258.0,,199.9,,,244.0,,103.0,,71.6,,130.0,162.5,,238.0,199.0,,,,,136.0,223.4,,,,,187.4,158.3,26.0,,29.1,,-4.0,-153.0,,,,,105.0,,46.9,,,91.0,,-50.0,,-81.4,,-23.0,9.5,,85.0,46.0,,,,,-17.0,70.4,,,,,34.4,5.3,,False,,True,False,,,,,False,,False,,,False,,False,,False,,True,True,,False,False,,,,,True,False,,,,,False,True
19023,129,127.0,,131.3,,127.0,170.0,,,,,142.0,,143.6,,,129.0,,101.6,,68.8,,76.0,121.5,,183.0,155.0,,,,,,119.2,,,,,227.3,184.2,-2.0,,2.3,,-2.0,41.0,,,,,13.0,,14.6,,,0.0,,-27.4,,-60.2,,-53.0,-7.5,,54.0,26.0,,,,,,-9.8,,,,,98.3,55.2,,False,,False,False,,,,,False,,False,,,True,,False,,False,,False,False,,False,False,,,,,,False,,,,,False,False
19025,84,113.0,,131.0,,112.0,132.0,,,,,127.6,,132.5,,,112.0,,58.5,,69.5,,44.0,111.9,,180.0,129.0,,,,,,104.9,,,,,86.0,203.6,29.0,,47.0,,28.0,48.0,,,,,43.6,,48.5,,,28.0,,-25.5,,-14.5,,-40.0,27.9,,96.0,45.0,,,,,,20.9,,,,,2.0,119.6,,False,,True,False,,,,,False,,False,,,True,,True,,True,,False,True,,False,False,,,,,,True,,,,,True,False
19027,110,179.0,,190.4,,168.0,104.0,,,,,220.2,,213.1,,,253.0,,87.3,,96.6,,128.0,167.6,,189.0,201.0,,,,,,192.6,,,,,218.3,170.2,69.0,,80.4,,58.0,-6.0,,,,,110.2,,103.1,,,143.0,,-22.7,,-13.4,,18.0,57.6,,79.0,91.0,,,,,,82.6,,,,,108.3,60.2,,False,,True,True,,,,,False,,False,,,False,,True,,True,,True,True,,False,False,,,,,,False,,,,,False,True
19029,78,83.0,,84.7,,72.0,64.0,,,,,94.8,,116.2,,,128.0,,40.0,,37.3,,59.0,71.8,,87.0,94.0,,,,,,108.2,,,,,87.4,55.9,5.0,,6.7,,-6.0,-14.0,,,,,16.8,,38.2,,,50.0,,-38.0,,-40.7,,-19.0,-6.2,,9.0,16.0,,,,,,30.2,,,,,9.4,-22.1,,False,,False,False,,,,,False,,False,,,False,,False,,False,,False,False,,False,False,,,,,,False,,,,,False,False
19031,98,139.0,,143.1,,139.0,142.0,,,,,153.3,,188.5,,,130.0,,87.9,,48.3,,162.0,137.1,,180.0,169.0,,,,,,140.0,,,,,142.1,97.4,41.0,,45.1,,41.0,44.0,,,,,55.3,,90.5,,,32.0,,-10.1,,-49.7,,64.0,39.1,,82.0,71.0,,,,,,42.0,,,,,44.1,-0.6,,False,,False,False,,,,,False,,False,,,True,,True,,False,,False,True,,False,False,,,,,,False,,,,,False,True
19033,320,603.0,,605.0,,589.0,630.0,,,,,530.5,,662.8,,,623.0,,575.0,,287.5,,422.0,490.9,,747.0,633.0,,,,,477.6,632.8,,,,,815.3,653.0,283.0,,285.0,,269.0,310.0,,,,,210.5,,342.8,,,303.0,,255.0,,-32.5,,102.0,170.9,,427.0,313.0,,,,,157.6,312.8,,,,,495.3,333.0,,False,,True,False,,,,,True,,False,,,False,,True,,True,,True,True,,False,False,,,,,True,False,,,,,False,False
19035,105,113.0,,110.8,,107.0,104.0,,,,,112.6,,116.5,,,164.0,,76.6,,50.1,,107.0,107.1,,138.0,120.0,,,,,,124.2,,,,,118.5,53.4,8.0,,5.8,,2.0,-1.0,,,,,7.6,,11.5,,,59.0,,-28.4,,-54.9,,2.0,2.1,,33.0,15.0,,,,,,19.2,,,,,13.5,-51.6,,True,,True,True,,,,,True,,False,,,False,,False,,False,,True,True,,False,False,,,,,,False,,,,,False,False
19037,82,149.0,,146.7,,142.0,157.0,,,,,141.3,,165.1,,,134.0,,207.0,,56.8,,96.0,137.6,,195.0,161.0,,,,,,153.2,,,,,142.1,157.4,67.0,,64.7,,60.0,75.0,,,,,59.3,,83.1,,,52.0,,125.0,,-25.2,,14.0,55.6,,113.0,79.0,,,,,,71.2,,,,,60.1,75.4,,True,,True,False,,,,,True,,False,,,True,,False,,True,,True,True,,False,False,,,,,,False,,,,,True,False
