,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IowaStateLW-STEM,JCB-PRM,RobertWalraven-ESG,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IowaStateLW-STEM,error-JCB-PRM,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
48323,1111,0.0,,,471.0,,0.0,128.7,16.0,-1111.0,,,-640.0,,-1111.0,-982.3,-1095.0,,,True,,False,True,True
48325,244,224.0,,,116.0,,11.5,337.8,223.0,-20.0,,,-128.0,,-232.5,93.8,-21.0,,,False,,False,False,False
48327,84,24.0,,,21.0,,7.0,17.5,61.0,-60.0,,,-63.0,,-77.0,-66.5,-23.0,,,False,,False,False,True
48329,3333,1888.0,,,5740.0,,29.1,1114.4,1668.0,-1445.0,,,2407.0,,-3303.9,-2218.6,-1665.0,,,False,,False,False,False
48331,129,128.0,,,158.0,,28.9,92.3,246.0,-1.0,,,29.0,,-100.1,-36.7,117.0,,,False,,False,False,False
48333,84,16.0,,,32.0,,0.6,,1.0,-68.0,,,-52.0,,-83.4,,-83.0,,,True,,False,,False
48335,240,64.0,,,39.0,,7.6,33.6,228.0,-176.0,,,-201.0,,-232.4,-206.4,-12.0,,,False,,False,False,True
48337,435,80.0,,,156.0,,7.5,54.9,35.0,-355.0,,,-279.0,,-427.5,-380.1,-400.0,,,True,,False,False,False
48339,5682,3944.0,,,3173.0,,162.4,3108.5,4071.0,-1738.0,,,-2509.0,,-5519.6,-2573.5,-1611.0,,,False,,False,False,True
48341,453,88.0,,,490.0,,13.3,106.4,37.0,-365.0,,,37.0,,-439.7,-346.6,-416.0,,,True,,False,True,False
48343,85,48.0,,,53.0,,5.5,55.0,34.0,-37.0,,,-32.0,,-79.5,-30.0,-51.0,,,True,,False,True,False
48345,10,8.0,,,34.0,,2.1,,2.0,-2.0,,,24.0,,-7.9,,-8.0,,,False,,False,,False
48347,321,536.0,,,641.0,,33.4,462.4,371.0,215.0,,,320.0,,-287.6,141.4,50.0,,,False,,False,True,True
48349,504,272.0,,,461.0,,11.0,106.0,94.0,-232.0,,,-43.0,,-493.0,-398.0,-410.0,,,True,,False,False,False
48351,18,16.0,,,118.0,,3.6,15.5,2.0,-2.0,,,100.0,,-14.4,-2.5,-16.0,,,False,,False,False,False
48353,449,136.0,,,75.0,,10.4,49.8,262.0,-313.0,,,-374.0,,-438.6,-399.2,-187.0,,,False,,False,False,True
48355,3241,1904.0,,,1429.0,,34.4,2280.3,339.0,-1337.0,,,-1812.0,,-3206.6,-960.7,-2902.0,,,False,,False,True,False
48357,480,56.0,,,265.0,,9.2,35.6,56.0,-424.0,,,-215.0,,-470.8,-444.4,-424.0,,,True,,False,False,False
48359,23,16.0,,,23.0,,2.1,,5.0,-7.0,,,0.0,,-20.9,,-18.0,,,True,,False,,False
48361,529,72.0,,,396.0,,225.6,70.0,53.0,-457.0,,,-133.0,,-303.4,-459.0,-476.0,,,True,,True,False,False
48363,430,264.0,,,160.0,,5.4,214.2,70.0,-166.0,,,-270.0,,-424.6,-215.8,-360.0,,,False,,False,False,False
48365,143,120.0,,,248.0,,15.2,132.8,64.0,-23.0,,,105.0,,-127.8,-10.2,-79.0,,,False,,False,True,False
48367,1828,584.0,,,911.0,,8.4,381.6,143.0,-1244.0,,,-917.0,,-1819.6,-1446.4,-1685.0,,,True,,False,False,False
48369,266,80.0,,,61.0,,31.5,35.9,43.0,-186.0,,,-205.0,,-234.5,-230.1,-223.0,,,False,,False,False,False
48371,403,192.0,,,113.0,,247.3,106.3,221.0,-211.0,,,-290.0,,-155.7,-296.7,-182.0,,,False,,True,False,True
48373,124,144.0,,,365.0,,232.5,55.1,115.0,20.0,,,241.0,,108.5,-68.9,-9.0,,,False,,False,False,True
48375,6233,10776.0,,,4397.0,,2259.0,4105.2,23382.0,4543.0,,,-1836.0,,-3974.0,-2127.8,17149.0,,,True,,True,True,False
48377,362,0.0,,,8.0,,0.5,70.4,0.0,-362.0,,,-354.0,,-361.5,-291.6,-362.0,,,True,,True,True,False
48379,92,32.0,,,46.0,,2.1,15.3,37.0,-60.0,,,-46.0,,-89.9,-76.7,-55.0,,,True,,False,False,True
48381,7250,2880.0,,,3130.0,,2296.3,1515.5,3406.0,-4370.0,,,-4120.0,,-4953.7,-5734.5,-3844.0,,,True,,False,False,True
48383,141,16.0,,,26.0,,8.9,13.2,85.0,-125.0,,,-115.0,,-132.1,-127.8,-56.0,,,True,,False,False,True
48385,26,0.0,,,16.0,,0.0,,0.0,-26.0,,,-10.0,,-26.0,,-26.0,,,True,,True,,False
48387,58,40.0,,,109.0,,22.5,16.8,76.0,-18.0,,,51.0,,-35.5,-41.2,18.0,,,False,,False,False,False
48389,467,128.0,,,116.0,,7.7,49.6,623.0,-339.0,,,-351.0,,-459.3,-417.4,156.0,,,False,,False,False,True
48391,43,32.0,,,19.0,,2.5,37.9,25.0,-11.0,,,-24.0,,-40.5,-5.1,-18.0,,,False,,False,True,False
48393,18,24.0,,,33.0,,10.2,,38.0,6.0,,,15.0,,-7.8,,20.0,,,False,,False,,False
48395,183,136.0,,,100.0,,12.3,50.8,58.0,-47.0,,,-83.0,,-170.7,-132.2,-125.0,,,False,,False,False,False
48397,1268,408.0,,,457.0,,342.7,325.1,106.0,-860.0,,,-811.0,,-925.3,-942.9,-1162.0,,,True,,False,False,False
48399,86,72.0,,,43.0,,6.0,49.1,29.0,-14.0,,,-43.0,,-80.0,-36.9,-57.0,,,False,,False,False,False
48401,288,40.0,,,585.0,,50.7,83.1,25.0,-248.0,,,297.0,,-237.3,-204.9,-263.0,,,False,,True,True,False
48403,40,32.0,,,52.0,,5.0,33.1,103.0,-8.0,,,12.0,,-35.0,-6.9,63.0,,,False,,False,True,False
48405,54,48.0,,,79.0,,23.2,22.3,235.0,-6.0,,,25.0,,-30.8,-31.7,181.0,,,False,,False,False,False
48407,30,0.0,,,105.0,,2.1,12.0,0.0,-30.0,,,75.0,,-27.9,-18.0,-30.0,,,False,,True,True,False
48409,382,280.0,,,110.0,,10.9,79.6,188.0,-102.0,,,-272.0,,-371.1,-302.4,-194.0,,,False,,False,False,False
48411,239,24.0,,,38.0,,1.7,,5.0,-215.0,,,-201.0,,-237.3,,-234.0,,,True,,False,,False
48413,77,0.0,,,25.0,,0.1,5.2,0.0,-77.0,,,-52.0,,-76.9,-71.8,-77.0,,,True,,True,True,False
48415,815,904.0,,,199.0,,17.1,450.7,0.0,89.0,,,-616.0,,-797.9,-364.3,-815.0,,,False,,False,False,False
48417,24,24.0,,,30.0,,9.8,,32.0,0.0,,,6.0,,-14.2,,8.0,,,False,,False,,False
48419,115,40.0,,,233.0,,23.9,28.2,7.0,-75.0,,,118.0,,-91.1,-86.8,-108.0,,,False,,False,False,False
48421,25,24.0,,,48.0,,2.0,25.7,21.0,-1.0,,,23.0,,-23.0,0.7,-4.0,,,False,,False,True,False
48423,1996,880.0,,,1905.0,,18.1,461.5,176.0,-1116.0,,,-91.0,,-1977.9,-1534.5,-1820.0,,,True,,False,False,False
48425,114,40.0,,,60.0,,23.0,34.1,28.0,-74.0,,,-54.0,,-91.0,-79.9,-86.0,,,True,,False,False,False
48427,565,336.0,,,512.0,,0.0,122.4,100.0,-229.0,,,-53.0,,-565.0,-442.6,-465.0,,,True,,False,False,False
48429,190,32.0,,,73.0,,11.1,16.8,3.0,-158.0,,,-117.0,,-178.9,-173.2,-187.0,,,True,,False,False,False
48431,33,0.0,,,35.0,,0.0,,0.0,-33.0,,,2.0,,-33.0,,-33.0,,,True,,False,,False
48433,9,16.0,,,23.0,,5.7,,8.0,7.0,,,14.0,,-3.3,,-1.0,,,False,,True,,True
48435,136,24.0,,,21.0,,6.0,15.3,3.0,-112.0,,,-115.0,,-130.0,-120.7,-133.0,,,False,,False,False,False
48437,172,0.0,,,66.0,,2.3,1.5,11.0,-172.0,,,-106.0,,-169.7,-170.5,-161.0,,,True,,True,True,True
48439,44490,28656.0,,,22820.0,,24114.7,21769.9,25549.0,-15834.0,,,-21670.0,,-20375.3,-22720.1,-18941.0,,,False,,False,False,False
48441,1906,416.0,,,1192.0,,15.0,250.3,339.0,-1490.0,,,-714.0,,-1891.0,-1655.7,-1567.0,,,True,,False,False,False
48443,21,0.0,,,0.0,,0.0,,0.0,-21.0,,,-21.0,,-21.0,,-21.0,,,False,,False,,False
48445,641,216.0,,,105.0,,392.2,104.1,252.0,-425.0,,,-536.0,,-248.8,-536.9,-389.0,,,False,,True,False,True
48447,15,0.0,,,29.0,,1.2,,0.0,-15.0,,,14.0,,-13.8,,-15.0,,,True,,True,,False
48449,308,352.0,,,348.0,,3.6,297.4,326.0,44.0,,,40.0,,-304.4,-10.6,18.0,,,True,,False,True,True
48451,5194,1216.0,,,1170.0,,216.4,742.8,250.0,-3978.0,,,-4024.0,,-4977.6,-4451.2,-4944.0,,,False,,False,False,False
48453,8148,4960.0,,,6800.0,,1886.9,2817.3,2538.0,-3188.0,,,-1348.0,,-6261.1,-5330.7,-5610.0,,,True,,False,False,False
48455,30,16.0,,,75.0,,4.5,7.5,5.0,-14.0,,,45.0,,-25.6,-22.5,-25.0,,,False,,False,False,False
48457,77,112.0,,,236.0,,162.1,105.8,107.0,35.0,,,159.0,,85.1,28.8,30.0,,,False,,False,True,True
48459,204,120.0,,,299.0,,5.4,75.6,137.0,-84.0,,,95.0,,-198.6,-128.4,-67.0,,,False,,False,False,True
48461,73,0.0,,,20.0,,3.6,,0.0,-73.0,,,-53.0,,-69.4,,-73.0,,,True,,True,,False
48463,324,128.0,,,67.0,,41.5,59.8,78.0,-196.0,,,-257.0,,-282.5,-264.2,-246.0,,,False,,False,False,False
48465,700,512.0,,,553.0,,0.3,299.2,116.0,-188.0,,,-147.0,,-699.7,-400.8,-584.0,,,True,,False,False,False
48467,511,72.0,,,365.0,,4.6,57.5,9.0,-439.0,,,-146.0,,-506.4,-453.5,-502.0,,,True,,False,False,False
48469,843,432.0,,,411.0,,14.0,221.7,246.0,-411.0,,,-432.0,,-829.0,-621.3,-597.0,,,False,,False,False,False
48471,681,384.0,,,911.0,,172.9,183.5,72.0,-297.0,,,230.0,,-508.1,-497.5,-609.0,,,True,,False,False,False
48473,308,144.0,,,346.0,,4.4,111.9,55.0,-164.0,,,38.0,,-303.6,-196.1,-253.0,,,True,,False,False,False
48475,285,72.0,,,60.0,,24.8,33.8,134.0,-213.0,,,-225.0,,-260.2,-251.2,-151.0,,,False,,False,False,True
48477,313,64.0,,,313.0,,0.5,30.4,25.0,-249.0,,,0.0,,-312.5,-282.6,-288.0,,,True,,False,False,False
48479,5610,4208.0,,,2621.0,,44.8,5023.9,2528.0,-1402.0,,,-2989.0,,-5565.2,-586.1,-3082.0,,,False,,False,True,False
48481,301,128.0,,,136.0,,25.5,91.7,26.0,-173.0,,,-165.0,,-275.5,-209.3,-275.0,,,True,,False,False,False
48483,186,16.0,,,122.0,,3.1,5.6,7.0,-170.0,,,-64.0,,-182.9,-180.4,-179.0,,,True,,False,False,False
48485,4888,1512.0,,,1840.0,,1122.6,571.8,2704.0,-3376.0,,,-3048.0,,-3765.4,-4316.2,-2184.0,,,True,,False,False,True
48487,477,192.0,,,207.0,,23.8,71.6,18.0,-285.0,,,-270.0,,-453.2,-405.4,-459.0,,,True,,False,False,False
48489,173,0.0,,,76.0,,15.2,17.6,0.0,-173.0,,,-97.0,,-157.8,-155.4,-173.0,,,True,,True,True,False
48491,3566,1128.0,,,2209.0,,124.1,700.1,386.0,-2438.0,,,-1357.0,,-3441.9,-2865.9,-3180.0,,,True,,False,False,False
48493,236,168.0,,,84.0,,41.2,81.8,10.0,-68.0,,,-152.0,,-194.8,-154.2,-226.0,,,False,,False,False,False
48495,168,16.0,,,56.0,,4.5,15.5,20.0,-152.0,,,-112.0,,-163.5,-152.5,-148.0,,,True,,False,False,True
48497,955,192.0,,,350.0,,101.5,82.3,12.0,-763.0,,,-605.0,,-853.5,-872.7,-943.0,,,True,,False,False,False
48499,351,120.0,,,242.0,,10.2,77.7,40.0,-231.0,,,-109.0,,-340.8,-273.3,-311.0,,,True,,False,False,False
48501,357,208.0,,,46.0,,146.7,119.0,186.0,-149.0,,,-311.0,,-210.3,-238.0,-171.0,,,False,,False,False,False
48503,528,256.0,,,210.0,,9.8,80.8,108.0,-272.0,,,-318.0,,-518.2,-447.2,-420.0,,,False,,False,False,False
48505,159,16.0,,,70.0,,0.4,44.4,2.0,-143.0,,,-89.0,,-158.6,-114.6,-157.0,,,True,,False,True,False
48507,246,160.0,,,17.0,,8.9,133.3,24.0,-86.0,,,-229.0,,-237.1,-112.7,-222.0,,,False,,False,False,False
49001,0,0.0,,,0.0,,0.0,,,0.0,,,0.0,,0.0,,,,,True,,True,,
49003,0,0.0,,,538.0,,0.0,,,0.0,,,538.0,,0.0,,,,,False,,True,,
49005,0,0.0,,,1957.0,,0.0,0.0,,0.0,,,1957.0,,0.0,0.0,,,,False,,True,False,
49007,0,0.0,,,51.0,,0.0,,,0.0,,,51.0,,0.0,,,,,False,,True,,
49009,0,0.0,,,0.0,,0.0,,,0.0,,,0.0,,0.0,,,,,True,,True,,
49011,10533,4312.0,,,4296.0,,1318.1,1714.6,1801.0,-6221.0,,,-6237.0,,-9214.9,-8818.4,-8732.0,,,False,,False,False,False
49013,0,0.0,,,102.0,,0.0,,,0.0,,,102.0,,0.0,,,,,False,,True,,
49015,0,0.0,,,0.0,,0.0,,,0.0,,,0.0,,0.0,,,,,True,,True,,
49017,0,0.0,,,0.0,,0.0,,,0.0,,,0.0,,0.0,,,,,True,,True,,
49019,0,0.0,,,24.0,,0.0,,,0.0,,,24.0,,0.0,,,,,False,,True,,
49021,0,0.0,,,33.0,,0.0,0.0,,0.0,,,33.0,,0.0,0.0,,,,False,,True,False,
49023,0,0.0,,,13.0,,0.0,,,0.0,,,13.0,,0.0,,,,,False,,True,,
49025,0,0.0,,,0.0,,0.0,,,0.0,,,0.0,,0.0,,,,,True,,True,,
49027,0,0.0,,,8.0,,0.0,,,0.0,,,8.0,,0.0,,,,,False,,True,,
49029,0,0.0,,,14.0,,0.0,,,0.0,,,14.0,,0.0,,,,,False,,True,,
49031,0,0.0,,,0.0,,0.0,,,0.0,,,0.0,,0.0,,,,,True,,True,,
49033,0,0.0,,,11.0,,0.0,,,0.0,,,11.0,,0.0,,,,,False,,True,,
49035,46280,20720.0,,,19416.0,,10571.7,6138.6,9412.0,-25560.0,,,-26864.0,,-35708.3,-40141.4,-36868.0,,,False,,False,False,False
49037,335,40.0,,,41.0,,9.1,29.3,13.0,-295.0,,,-294.0,,-325.9,-305.7,-322.0,,,True,,False,False,False
49039,0,0.0,,,55.0,,0.0,,,0.0,,,55.0,,0.0,,,,,False,,True,,
49041,0,0.0,,,8.0,,0.0,,,0.0,,,8.0,,0.0,,,,,False,,True,,
49043,1161,440.0,,,158.0,,320.7,314.6,301.0,-721.0,,,-1003.0,,-840.2,-846.4,-860.0,,,False,,False,False,False
49045,1973,448.0,,,451.0,,422.4,332.8,340.0,-1525.0,,,-1522.0,,-1550.6,-1640.2,-1633.0,,,True,,False,False,False
49047,0,0.0,,,186.0,,0.0,,,0.0,,,186.0,,0.0,,,,,False,,True,,
49049,27643,19088.0,,,15428.0,,7085.7,6886.7,5389.0,-8555.0,,,-12215.0,,-20557.3,-20756.3,-22254.0,,,False,,False,False,False
49051,1303,608.0,,,191.0,,207.0,254.9,343.0,-695.0,,,-1112.0,,-1096.0,-1048.1,-960.0,,,False,,False,False,False
49053,0,0.0,,,72.0,,0.0,0.0,,0.0,,,72.0,,0.0,0.0,,,,False,,True,False,
49055,0,0.0,,,0.0,,0.0,,,0.0,,,0.0,,0.0,,,,,True,,True,,
49057,0,0.0,,,2727.0,,0.0,,,0.0,,,2727.0,,0.0,,,,,False,,True,,
50001,84,16.0,,,0.0,,3.5,8.5,331.0,-68.0,,,-84.0,,-80.5,-75.5,247.0,,,False,,False,False,False
50003,86,64.0,,,0.0,,9.6,49.2,589.0,-22.0,,,-86.0,,-76.4,-36.8,503.0,,,False,,False,False,False
50005,84,0.0,,,16.0,,0.0,3.0,0.0,-84.0,,,-68.0,,-84.0,-81.0,-84.0,,,True,,True,True,False
50007,621,88.0,,,2.0,,34.9,77.1,140.0,-533.0,,,-619.0,,-586.1,-543.9,-481.0,,,False,,False,False,True
50009,32,0.0,,,8.0,,0.0,,0.0,-32.0,,,-24.0,,-32.0,,-32.0,,,True,,False,,False
50011,89,24.0,,,0.0,,0.7,9.7,59.0,-65.0,,,-89.0,,-88.3,-79.3,-30.0,,,False,,False,False,True
50013,24,16.0,,,0.0,,3.3,,163.0,-8.0,,,-24.0,,-20.7,,139.0,,,False,,False,,False
50015,92,8.0,,,0.0,,0.7,17.5,2.0,-84.0,,,-92.0,,-91.3,-74.5,-90.0,,,False,,False,True,False
50017,180,8.0,,,8.0,,3.7,,2.0,-172.0,,,-172.0,,-176.3,,-178.0,,,False,,False,,False
50019,117,0.0,,,0.0,,0.1,1.3,0.0,-117.0,,,-117.0,,-116.9,-115.7,-117.0,,,False,,True,True,False
50021,106,8.0,,,0.0,,2.2,68.4,612.0,-98.0,,,-106.0,,-103.8,-37.6,506.0,,,False,,False,True,False
50023,550,8.0,,,6.0,,2.9,8.0,5.0,-542.0,,,-544.0,,-547.1,-542.0,-545.0,,,False,,False,False,False
50025,89,32.0,,,0.0,,0.0,20.6,1410.0,-57.0,,,-89.0,,-89.0,-68.4,1321.0,,,False,,False,False,False
50027,110,40.0,,,0.0,,14.2,28.6,70.0,-70.0,,,-110.0,,-95.8,-81.4,-40.0,,,False,,False,False,True
51001,157,72.0,,,138.0,,469.9,25.5,117.0,-85.0,,,-19.0,,312.9,-131.5,-40.0,,,True,,False,False,True
51003,546,784.0,,,184.0,,345.3,672.0,1091.0,238.0,,,-362.0,,-200.7,126.0,545.0,,,False,,True,True,False
51005,241,16.0,,,28.0,,1.1,15.7,97.0,-225.0,,,-213.0,,-239.9,-225.3,-144.0,,,True,,False,False,True
51007,86,8.0,,,31.0,,4.1,2.6,2.0,-78.0,,,-55.0,,-81.9,-83.4,-84.0,,,True,,False,False,False
51009,387,224.0,,,75.0,,40.4,131.6,75.0,-163.0,,,-312.0,,-346.6,-255.4,-312.0,,,False,,False,False,False
51011,178,40.0,,,38.0,,45.8,52.7,26.0,-138.0,,,-140.0,,-132.2,-125.3,-152.0,,,False,,True,True,False
51013,2177,728.0,,,334.0,,375.2,602.4,772.0,-1449.0,,,-1843.0,,-1801.8,-1574.6,-1405.0,,,False,,False,False,True
51015,645,192.0,,,163.0,,140.9,163.2,536.0,-453.0,,,-482.0,,-504.1,-481.8,-109.0,,,False,,False,False,True
51017,48,64.0,,,0.0,,5.9,,97.0,16.0,,,-48.0,,-42.1,,49.0,,,False,,False,,False
51019,974,600.0,,,233.0,,290.3,609.1,811.0,-374.0,,,-741.0,,-683.7,-364.9,-163.0,,,False,,False,True,True
51021,127,0.0,,,13.0,,0.2,,0.0,-127.0,,,-114.0,,-126.8,,-127.0,,,True,,True,,False
51023,455,80.0,,,66.0,,53.1,26.9,102.0,-375.0,,,-389.0,,-401.9,-428.1,-353.0,,,False,,False,False,True
51025,102,96.0,,,63.0,,19.9,70.9,82.0,-6.0,,,-39.0,,-82.2,-31.1,-20.0,,,False,,False,False,False
51027,244,264.0,,,107.0,,248.1,99.8,380.0,20.0,,,-137.0,,4.1,-144.2,136.0,,,False,,True,False,False
51029,194,112.0,,,52.0,,17.5,65.0,196.0,-82.0,,,-142.0,,-176.5,-129.0,2.0,,,False,,False,False,True
51031,685,224.0,,,206.0,,118.6,107.7,131.0,-461.0,,,-479.0,,-566.4,-577.3,-554.0,,,False,,False,False,False
51033,222,144.0,,,44.0,,69.8,228.0,56.0,-78.0,,,-178.0,,-152.2,6.0,-166.0,,,False,,False,True,False
51035,447,88.0,,,119.0,,53.6,71.2,74.0,-359.0,,,-328.0,,-393.4,-375.8,-373.0,,,True,,False,False,False
51036,58,0.0,,,15.0,,13.2,9.3,0.0,-58.0,,,-43.0,,-44.8,-48.7,-58.0,,,True,,True,True,False
51037,151,208.0,,,46.0,,48.8,85.3,263.0,57.0,,,-105.0,,-102.2,-65.7,112.0,,,False,,False,False,False
51041,3049,1496.0,,,805.0,,829.7,1302.0,1053.0,-1553.0,,,-2244.0,,-2219.3,-1747.0,-1996.0,,,False,,False,False,False
51043,104,32.0,,,8.0,,7.8,25.9,38.0,-72.0,,,-96.0,,-96.2,-78.1,-66.0,,,False,,False,False,True
51045,61,16.0,,,3.0,,7.2,,17.0,-45.0,,,-58.0,,-53.8,,-44.0,,,False,,False,,True
51047,990,208.0,,,93.0,,36.0,184.0,385.0,-782.0,,,-897.0,,-954.0,-806.0,-605.0,,,False,,False,False,True
51049,53,16.0,,,16.0,,2.0,12.8,33.0,-37.0,,,-37.0,,-51.0,-40.2,-20.0,,,False,,False,False,True
51051,159,8.0,,,62.0,,0.6,,3.0,-151.0,,,-97.0,,-158.4,,-156.0,,,True,,False,,False
51053,246,288.0,,,97.0,,184.3,283.8,376.0,42.0,,,-149.0,,-61.7,37.8,130.0,,,False,,False,True,False
51057,60,32.0,,,25.0,,21.8,93.5,14.0,-28.0,,,-35.0,,-38.2,33.5,-46.0,,,False,,False,False,False
51059,9274,3912.0,,,1909.0,,2934.9,2933.5,2607.0,-5362.0,,,-7365.0,,-6339.1,-6340.5,-6667.0,,,False,,False,False,False
51061,476,192.0,,,116.0,,140.3,96.2,177.0,-284.0,,,-360.0,,-335.7,-379.8,-299.0,,,False,,False,False,False
51063,132,72.0,,,56.0,,4.4,79.5,51.0,-60.0,,,-76.0,,-127.6,-52.5,-81.0,,,False,,False,True,False
51065,111,64.0,,,39.0,,11.4,321.2,5.0,-47.0,,,-72.0,,-99.6,210.2,-106.0,,,False,,False,False,False
51067,1197,0.0,,,185.0,,1.0,8.3,0.0,-1197.0,,,-1012.0,,-1196.0,-1188.7,-1197.0,,,True,,True,True,False
51069,1093,400.0,,,136.0,,416.6,208.3,599.0,-693.0,,,-957.0,,-676.4,-884.7,-494.0,,,False,,True,False,True
51071,191,40.0,,,44.0,,19.5,46.6,15.0,-151.0,,,-147.0,,-171.5,-144.4,-176.0,,,True,,False,True,False
51073,198,96.0,,,96.0,,77.2,34.6,222.0,-102.0,,,-102.0,,-120.8,-163.4,24.0,,,False,,False,False,True
51075,166,64.0,,,57.0,,51.4,131.3,44.0,-102.0,,,-109.0,,-114.6,-34.7,-122.0,,,False,,False,True,False
51077,202,80.0,,,86.0,,29.4,66.3,51.0,-122.0,,,-116.0,,-172.6,-135.7,-151.0,,,True,,False,False,False
51079,141,96.0,,,15.0,,52.6,74.4,134.0,-45.0,,,-126.0,,-88.4,-66.6,-7.0,,,False,,False,False,True
51081,132,168.0,,,88.0,,297.3,164.4,0.0,36.0,,,-44.0,,165.3,32.4,-132.0,,,False,,False,True,False
51083,434,192.0,,,277.0,,13.5,125.0,175.0,-242.0,,,-157.0,,-420.5,-309.0,-259.0,,,True,,False,False,False
51085,1047,472.0,,,212.0,,275.9,481.7,172.0,-575.0,,,-835.0,,-771.1,-565.3,-875.0,,,False,,False,True,False
51087,2716,920.0,,,883.0,,648.0,638.0,436.0,-1796.0,,,-1833.0,,-2068.0,-2078.0,-2280.0,,,False,,False,False,False
51089,785,384.0,,,275.0,,151.8,288.4,197.0,-401.0,,,-510.0,,-633.2,-496.6,-588.0,,,False,,False,False,False
51091,8,8.0,,,0.0,,0.6,,8.0,0.0,,,-8.0,,-7.4,,0.0,,,False,,False,,True
51093,261,280.0,,,118.0,,158.9,221.5,344.0,19.0,,,-143.0,,-102.1,-39.5,83.0,,,False,,False,False,False
51095,308,128.0,,,148.0,,17.0,71.2,110.0,-180.0,,,-160.0,,-291.0,-236.8,-198.0,,,True,,False,False,False
51097,28,40.0,,,13.0,,0.4,36.2,24.0,12.0,,,-15.0,,-27.6,8.2,-4.0,,,False,,False,True,True
51099,179,56.0,,,27.0,,15.1,59.0,176.0,-123.0,,,-152.0,,-163.9,-120.0,-3.0,,,False,,False,True,True
51101,122,16.0,,,31.0,,10.3,21.1,9.0,-106.0,,,-91.0,,-111.7,-100.9,-113.0,,,True,,False,True,False
51103,81,128.0,,,24.0,,5.5,118.1,98.0,47.0,,,-57.0,,-75.5,37.1,17.0,,,False,,False,True,True
51105,623,224.0,,,162.0,,150.6,157.4,363.0,-399.0,,,-461.0,,-472.4,-465.6,-260.0,,,False,,False,False,True
51107,3028,1296.0,,,676.0,,714.5,999.3,1012.0,-1732.0,,,-2352.0,,-2313.5,-2028.7,-2016.0,,,False,,False,False,False
51109,221,112.0,,,62.0,,92.8,94.3,186.0,-109.0,,,-159.0,,-128.2,-126.7,-35.0,,,False,,False,False,True
51111,51,16.0,,,44.0,,4.1,31.1,7.0,-35.0,,,-7.0,,-46.9,-19.9,-44.0,,,True,,False,True,False
51113,75,56.0,,,8.0,,19.4,41.6,49.0,-19.0,,,-67.0,,-55.6,-33.4,-26.0,,,False,,False,False,False
51115,77,104.0,,,19.0,,49.1,,174.0,27.0,,,-58.0,,-27.9,,97.0,,,False,,False,,False
51117,231,456.0,,,177.0,,418.3,290.6,237.0,225.0,,,-54.0,,187.3,59.6,6.0,,,True,,True,True,True
51119,43,64.0,,,18.0,,36.9,83.3,18.0,21.0,,,-25.0,,-6.1,40.3,-25.0,,,False,,True,False,False
51121,1792,1464.0,,,591.0,,531.7,2941.3,626.0,-328.0,,,-1201.0,,-1260.3,1149.3,-1166.0,,,False,,False,False,False
51125,73,80.0,,,18.0,,18.8,63.1,212.0,7.0,,,-55.0,,-54.2,-9.9,139.0,,,False,,False,False,False
51127,187,136.0,,,44.0,,83.3,74.6,230.0,-51.0,,,-143.0,,-103.7,-112.4,43.0,,,False,,False,False,True
51131,41,24.0,,,86.0,,0.2,13.5,193.0,-17.0,,,45.0,,-40.8,-27.5,152.0,,,False,,False,False,False
51133,92,176.0,,,24.0,,31.8,172.7,172.0,84.0,,,-68.0,,-60.2,80.7,80.0,,,True,,True,True,True
51135,237,48.0,,,89.0,,161.1,18.5,68.0,-189.0,,,-148.0,,-75.9,-218.5,-169.0,,,True,,True,False,True
51137,236,152.0,,,50.0,,20.1,96.8,210.0,-84.0,,,-186.0,,-215.8,-139.2,-26.0,,,False,,False,False,True
51139,176,112.0,,,41.0,,408.4,43.4,137.0,-64.0,,,-135.0,,232.4,-132.6,-39.0,,,False,,False,False,True
51141,180,40.0,,,66.0,,14.0,92.2,23.0,-140.0,,,-114.0,,-166.0,-87.8,-157.0,,,True,,False,True,False
51143,671,552.0,,,273.0,,560.8,357.2,588.0,-119.0,,,-398.0,,-110.2,-313.8,-83.0,,,False,,True,False,True
51145,225,104.0,,,44.0,,21.6,84.0,125.0,-121.0,,,-181.0,,-203.4,-141.0,-100.0,,,False,,False,False,True
51147,266,192.0,,,131.0,,137.9,91.9,144.0,-74.0,,,-135.0,,-128.1,-174.1,-122.0,,,False,,False,False,False
51149,556,520.0,,,127.0,,58.5,372.3,183.0,-36.0,,,-429.0,,-497.5,-183.7,-373.0,,,False,,False,False,False
51153,5438,2184.0,,,1068.0,,1269.1,1417.8,1456.0,-3254.0,,,-4370.0,,-4168.9,-4020.2,-3982.0,,,False,,False,False,False
51155,435,80.0,,,135.0,,1.3,99.8,60.0,-355.0,,,-300.0,,-433.7,-335.2,-375.0,,,True,,False,True,False
