,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
17191,414,260.0,,262.0,,,,,214.0,,426.1,60.7,,97.2,179.7,,,,160.0,-154.0,,-152.0,,,,,-200.0,,12.1,-353.3,,-316.8,-234.3,,,,-254.0,,True,,,,,False,,True,False,,False,False,,,,False
17193,345,165.0,,217.0,,,,,140.0,,256.2,105.4,,123.5,86.7,,,,188.0,-180.0,,-128.0,,,,,-205.0,,-88.8,-239.6,,-221.5,-258.3,,,,-157.0,,True,,,,,False,,True,False,,False,False,,,,True
17195,2326,1435.0,,2147.0,,,,,877.0,,1457.0,865.3,,649.2,386.3,,773.1,,2374.0,-891.0,,-179.0,,,,,-1449.0,,-869.0,-1460.7,,-1676.8,-1939.7,,-1552.9,,48.0,,True,,,,,False,,True,False,,False,False,,False,,True
17197,20112,8490.0,,10884.0,,,,,6362.0,,7124.9,13056.1,,4633.9,6410.4,,5017.5,,8866.0,-11622.0,,-9228.0,,,,,-13750.0,,-12987.1,-7055.9,,-15478.1,-13701.6,,-15094.5,,-11246.0,,True,,,,,False,,False,True,,False,False,,False,,True
17199,1700,945.0,,1564.0,,,,,713.0,,799.7,478.5,,433.0,405.3,,818.8,,1502.0,-755.0,,-136.0,,,,,-987.0,,-900.3,-1221.5,,-1267.0,-1294.7,,-881.2,,-198.0,,True,,,,,False,,False,False,,False,False,,False,,True
17201,8628,6395.0,,5581.0,,,,,4586.0,,7546.8,4311.1,,2464.7,2863.2,,5516.3,,3467.0,-2233.0,,-3047.0,,,,,-4042.0,,-1081.2,-4316.9,,-6163.3,-5764.8,,-3111.7,,-5161.0,,False,,,,,False,,True,False,,False,False,,False,,False
17203,1128,275.0,,463.0,,,,,386.0,,407.4,156.6,,261.4,205.9,,,,1.0,-853.0,,-665.0,,,,,-742.0,,-720.6,-971.4,,-866.6,-922.1,,,,-1127.0,,True,,,,,True,,True,False,,False,False,,,,False
18001,1228,305.0,,324.0,,,,,488.0,,766.3,134.3,,262.0,204.9,,,,290.0,-923.0,,-904.0,,,,,-740.0,,-461.7,-1093.7,,-966.0,-1023.1,,,,-938.0,,True,,,,,True,,True,False,,False,False,,,,False
18003,10581,3785.0,,3767.0,,,,,4141.0,,2714.9,3828.8,,3436.1,2781.6,,2416.5,,3757.0,-6796.0,,-6814.0,,,,,-6440.0,,-7866.1,-6752.2,,-7144.9,-7799.4,,-8164.5,,-6824.0,,False,,,,,True,,False,True,,False,False,,False,,False
18005,1956,450.0,,575.0,,,,,765.0,,394.0,436.1,,220.2,359.3,,286.7,,437.0,-1506.0,,-1381.0,,,,,-1191.0,,-1562.0,-1519.9,,-1735.8,-1596.7,,-1669.3,,-1519.0,,True,,,,,True,,False,False,,False,False,,False,,False
18007,265,20.0,,42.0,,,,,77.0,,157.3,30.4,,6.0,36.2,,,,87.0,-245.0,,-223.0,,,,,-188.0,,-107.7,-234.6,,-259.0,-228.8,,,,-178.0,,True,,,,,True,,True,True,,False,True,,,,True
18009,340,255.0,,317.0,,,,,155.0,,268.1,52.1,,114.9,99.9,,,,205.0,-85.0,,-23.0,,,,,-185.0,,-71.9,-287.9,,-225.1,-240.1,,,,-135.0,,True,,,,,False,,True,False,,False,False,,,,False
18011,1319,490.0,,708.0,,,,,666.0,,351.8,484.8,,351.4,667.7,,312.9,,716.0,-829.0,,-611.0,,,,,-653.0,,-967.2,-834.2,,-967.6,-651.3,,-1006.1,,-603.0,,True,,,,,True,,False,False,,False,True,,False,,True
18013,218,95.0,,121.0,,,,,120.0,,90.0,49.0,,22.4,74.1,,,,130.0,-123.0,,-97.0,,,,,-98.0,,-128.0,-169.0,,-195.6,-143.9,,,,-88.0,,True,,,,,True,,False,False,,False,False,,,,True
18015,397,135.0,,46.0,,,,,228.0,,183.2,94.9,,79.4,46.2,,,,277.0,-262.0,,-351.0,,,,,-169.0,,-213.8,-302.1,,-317.6,-350.8,,,,-120.0,,False,,,,,True,,True,False,,False,False,,,,True
18017,794,360.0,,0.0,,,,,546.0,,324.1,384.1,,240.5,95.9,,306.5,,21.0,-434.0,,-794.0,,,,,-248.0,,-469.9,-409.9,,-553.5,-698.1,,-487.5,,-773.0,,False,,,,,True,,False,True,,False,False,,False,,False
18019,2355,1080.0,,983.0,,,,,1208.0,,1124.8,1005.7,,577.9,929.5,,524.8,,1097.0,-1275.0,,-1372.0,,,,,-1147.0,,-1230.2,-1349.3,,-1777.1,-1425.5,,-1830.2,,-1258.0,,False,,,,,True,,True,False,,False,False,,False,,True
18021,853,195.0,,361.0,,,,,323.0,,423.7,161.5,,37.6,120.4,,,,266.0,-658.0,,-492.0,,,,,-530.0,,-429.3,-691.5,,-815.4,-732.6,,,,-587.0,,True,,,,,True,,True,False,,False,False,,,,True
18023,979,460.0,,763.0,,,,,364.0,,424.7,253.3,,199.8,352.7,,,,395.0,-519.0,,-216.0,,,,,-615.0,,-554.3,-725.7,,-779.2,-626.3,,,,-584.0,,True,,,,,False,,False,False,,False,False,,,,False
18025,154,100.0,,102.0,,,,,88.0,,188.5,22.0,,23.4,33.0,,,,208.0,-54.0,,-52.0,,,,,-66.0,,34.5,-132.0,,-130.6,-121.0,,,,54.0,,True,,,,,False,,True,False,,False,False,,,,False
18027,747,445.0,,580.0,,,,,433.0,,482.0,200.5,,154.5,271.5,,,,428.0,-302.0,,-167.0,,,,,-314.0,,-265.0,-546.5,,-592.5,-475.5,,,,-319.0,,True,,,,,False,,True,False,,False,False,,,,False
18029,1336,550.0,,654.0,,,,,426.0,,837.1,411.4,,359.3,313.4,,,,528.0,-786.0,,-682.0,,,,,-910.0,,-498.9,-924.6,,-976.7,-1022.6,,,,-808.0,,True,,,,,False,,True,False,,False,False,,,,False
18031,839,120.0,,43.0,,,,,296.0,,163.4,75.4,,38.4,101.7,,,,165.0,-719.0,,-796.0,,,,,-543.0,,-675.6,-763.6,,-800.6,-737.3,,,,-674.0,,False,,,,,True,,True,False,,False,False,,,,True
18033,1122,420.0,,499.0,,,,,480.0,,585.8,355.6,,151.9,228.2,,,,229.0,-702.0,,-623.0,,,,,-642.0,,-536.2,-766.4,,-970.1,-893.8,,,,-893.0,,True,,,,,True,,True,False,,False,False,,,,False
18035,2096,1575.0,,967.0,,,,,1412.0,,1476.8,1036.7,,890.3,16.9,,1142.8,,978.0,-521.0,,-1129.0,,,,,-684.0,,-619.2,-1059.3,,-1205.7,-2079.1,,-953.2,,-1118.0,,False,,,,,False,,False,False,,False,False,,False,,False
18037,1050,525.0,,419.0,,,,,428.0,,609.1,345.6,,221.6,366.3,,268.1,,248.0,-525.0,,-631.0,,,,,-622.0,,-440.9,-704.4,,-828.4,-683.7,,-781.9,,-802.0,,False,,,,,False,,True,False,,False,False,,False,,False
18039,8802,4355.0,,4732.0,,,,,2719.0,,3880.8,2425.8,,2982.0,2597.4,,2651.4,,2534.0,-4447.0,,-4070.0,,,,,-6083.0,,-4921.2,-6376.2,,-5820.0,-6204.6,,-6150.6,,-6268.0,,True,,,,,False,,False,False,,False,False,,False,,False
18041,822,925.0,,2222.0,,,,,332.0,,740.4,156.9,,530.7,236.8,,,,340.0,103.0,,1400.0,,,,,-490.0,,-81.6,-665.1,,-291.3,-585.2,,,,-482.0,,False,,,,,False,,True,False,,False,False,,,,False
18043,1486,715.0,,714.0,,,,,680.0,,741.2,524.7,,469.7,609.4,,672.0,,704.0,-771.0,,-772.0,,,,,-806.0,,-744.8,-961.3,,-1016.3,-876.6,,-814.0,,-782.0,,False,,,,,False,,True,False,,False,False,,False,,False
18045,511,245.0,,387.0,,,,,192.0,,718.6,86.6,,74.8,28.2,,,,181.0,-266.0,,-124.0,,,,,-319.0,,207.6,-424.4,,-436.2,-482.8,,,,-330.0,,True,,,,,False,,True,False,,False,False,,,,False
18047,362,105.0,,4.0,,,,,194.0,,326.3,64.3,,22.1,81.1,,,,275.0,-257.0,,-358.0,,,,,-168.0,,-35.7,-297.7,,-339.9,-280.9,,,,-87.0,,False,,,,,True,,True,False,,False,False,,,,True
18049,507,240.0,,411.0,,,,,266.0,,438.3,197.0,,97.4,113.2,,,,170.0,-267.0,,-96.0,,,,,-241.0,,-68.7,-310.0,,-409.6,-393.8,,,,-337.0,,True,,,,,True,,True,False,,False,False,,,,False
18051,1067,525.0,,473.0,,,,,328.0,,506.1,185.3,,515.5,289.9,,,,147.0,-542.0,,-594.0,,,,,-739.0,,-560.9,-881.7,,-551.5,-777.1,,,,-920.0,,False,,,,,False,,False,False,,False,False,,,,False
18053,1606,715.0,,1318.0,,,,,801.0,,658.2,650.1,,245.5,508.9,,558.4,,832.0,-891.0,,-288.0,,,,,-805.0,,-947.8,-955.9,,-1360.5,-1097.1,,-1047.6,,-774.0,,True,,,,,True,,False,False,,False,False,,False,,True
18055,527,295.0,,367.0,,,,,321.0,,319.2,241.6,,133.9,192.0,,,,424.0,-232.0,,-160.0,,,,,-206.0,,-207.8,-285.4,,-393.1,-335.0,,,,-103.0,,True,,,,,True,,True,False,,False,False,,,,True
18057,7537,2355.0,,2902.0,,,,,2141.0,,1494.4,3758.3,,2314.3,3610.3,,1479.5,,4592.0,-5182.0,,-4635.0,,,,,-5396.0,,-6042.6,-3778.7,,-5222.7,-3926.7,,-6057.5,,-2945.0,,True,,,,,False,,False,True,,False,True,,False,,True
18059,1570,555.0,,854.0,,,,,698.0,,489.0,623.2,,187.5,409.9,,378.5,,440.0,-1015.0,,-716.0,,,,,-872.0,,-1081.0,-946.8,,-1382.5,-1160.1,,-1191.5,,-1130.0,,True,,,,,True,,False,True,,False,False,,False,,False
18061,719,280.0,,185.0,,,,,344.0,,373.7,282.0,,207.0,191.2,,,,383.0,-439.0,,-534.0,,,,,-375.0,,-345.3,-437.0,,-512.0,-527.8,,,,-336.0,,False,,,,,True,,True,True,,False,False,,,,True
18063,3179,1220.0,,2321.0,,,,,1332.0,,861.5,1259.0,,812.9,1363.4,,863.9,,1928.0,-1959.0,,-858.0,,,,,-1847.0,,-2317.5,-1920.0,,-2366.1,-1815.6,,-2315.1,,-1251.0,,True,,,,,True,,False,True,,False,True,,False,,True
18065,1293,565.0,,601.0,,,,,673.0,,1035.8,358.9,,352.8,409.1,,330.0,,709.0,-728.0,,-692.0,,,,,-620.0,,-257.2,-934.1,,-940.2,-883.9,,-963.0,,-584.0,,True,,,,,True,,True,False,,False,False,,False,,True
18067,2033,610.0,,844.0,,,,,978.0,,445.0,458.2,,260.3,638.3,,433.7,,699.0,-1423.0,,-1189.0,,,,,-1055.0,,-1588.0,-1574.8,,-1772.7,-1394.7,,-1599.3,,-1334.0,,True,,,,,True,,False,False,,False,True,,False,,True
18069,942,310.0,,364.0,,,,,448.0,,329.7,212.5,,406.2,159.3,,,,185.0,-632.0,,-578.0,,,,,-494.0,,-612.3,-729.5,,-535.8,-782.7,,,,-757.0,,True,,,,,True,,True,False,,True,False,,,,False
18071,1142,600.0,,887.0,,,,,529.0,,767.7,434.1,,403.9,413.5,,288.9,,602.0,-542.0,,-255.0,,,,,-613.0,,-374.3,-707.9,,-738.1,-728.5,,-853.1,,-540.0,,True,,,,,False,,True,False,,False,False,,False,,True
18073,893,615.0,,1703.0,,,,,351.0,,1200.8,229.9,,358.8,269.1,,,,621.0,-278.0,,810.0,,,,,-542.0,,307.8,-663.1,,-534.2,-623.9,,,,-272.0,,False,,,,,False,,False,False,,False,False,,,,True
18075,708,265.0,,350.0,,,,,267.0,,451.6,165.2,,143.4,79.6,,,,337.0,-443.0,,-358.0,,,,,-441.0,,-256.4,-542.8,,-564.6,-628.4,,,,-371.0,,True,,,,,True,,True,False,,False,False,,,,True
18077,925,100.0,,93.0,,,,,312.0,,166.3,140.8,,29.3,150.5,,,,76.0,-825.0,,-832.0,,,,,-613.0,,-758.7,-784.2,,-895.7,-774.5,,,,-849.0,,False,,,,,True,,True,True,,False,True,,,,False
18079,559,85.0,,82.0,,,,,292.0,,137.9,143.8,,67.2,69.9,,,,117.0,-474.0,,-477.0,,,,,-267.0,,-421.1,-415.2,,-491.8,-489.1,,,,-442.0,,False,,,,,True,,True,True,,False,False,,,,True
18081,3659,1440.0,,1305.0,,,,,1519.0,,1002.2,1564.6,,1150.5,1238.2,,755.7,,1048.0,-2219.0,,-2354.0,,,,,-2140.0,,-2656.8,-2094.4,,-2508.5,-2420.8,,-2903.3,,-2611.0,,False,,,,,True,,False,True,,False,False,,False,,False
18083,1157,585.0,,769.0,,,,,463.0,,749.5,217.3,,623.6,254.7,,,,558.0,-572.0,,-388.0,,,,,-694.0,,-407.5,-939.7,,-533.4,-902.3,,,,-599.0,,True,,,,,False,,True,False,,True,False,,,,False
18085,2838,1335.0,,2182.0,,,,,982.0,,1563.4,777.3,,627.2,607.6,,725.4,,1669.0,-1503.0,,-656.0,,,,,-1856.0,,-1274.6,-2060.7,,-2210.8,-2230.4,,-2112.6,,-1169.0,,True,,,,,False,,True,False,,False,False,,False,,True
18087,672,315.0,,571.0,,,,,602.0,,283.2,267.2,,120.7,67.9,,,,237.0,-357.0,,-101.0,,,,,-70.0,,-388.8,-404.8,,-551.3,-604.1,,,,-435.0,,True,,,,,True,,False,False,,False,False,,,,False
18089,14462,6420.0,,6521.0,,,,,4990.0,,5710.0,6324.6,,5008.7,3140.3,,3266.8,,6852.0,-8042.0,,-7941.0,,,,,-9472.0,,-8752.0,-8137.4,,-9453.3,-11321.7,,-11195.2,,-7610.0,,True,,,,,False,,False,False,,False,False,,False,,True
18091,2545,1240.0,,1100.0,,,,,1506.0,,1734.6,1301.5,,583.3,900.3,,559.6,,934.0,-1305.0,,-1445.0,,,,,-1039.0,,-810.4,-1243.5,,-1961.7,-1644.7,,-1985.4,,-1611.0,,False,,,,,True,,True,True,,False,False,,False,,False
18093,920,1005.0,,2713.0,,,,,508.0,,1490.0,399.8,,742.3,363.7,,,,1431.0,85.0,,1793.0,,,,,-412.0,,570.0,-520.2,,-177.7,-556.3,,,,511.0,,False,,,,,False,,False,False,,False,False,,,,False
18095,2886,1175.0,,1290.0,,,,,1451.0,,1243.3,1273.0,,492.2,715.5,,580.1,,1523.0,-1711.0,,-1596.0,,,,,-1435.0,,-1642.7,-1613.0,,-2393.8,-2170.5,,-2305.9,,-1363.0,,True,,,,,True,,True,True,,False,False,,False,,True
18097,19102,7005.0,,7185.0,,,,,7020.0,,4145.1,12469.3,,4112.8,6946.8,,3914.1,,5690.0,-12097.0,,-11917.0,,,,,-12082.0,,-14956.9,-6632.7,,-14989.2,-12155.2,,-15187.9,,-13412.0,,True,,,,,True,,False,True,,False,False,,False,,False
18099,1722,725.0,,884.0,,,,,648.0,,677.7,358.8,,296.7,295.5,,275.0,,458.0,-997.0,,-838.0,,,,,-1074.0,,-1044.3,-1363.2,,-1425.3,-1426.5,,-1447.0,,-1264.0,,True,,,,,False,,False,False,,False,False,,False,,False
18101,178,50.0,,0.0,,,,,120.0,,81.3,29.6,,20.9,7.5,,,,82.0,-128.0,,-178.0,,,,,-58.0,,-96.7,-148.4,,-157.1,-170.5,,,,-96.0,,False,,,,,True,,True,False,,False,False,,,,True
18103,1096,420.0,,1841.0,,,,,515.0,,601.0,394.1,,287.1,179.0,,,,493.0,-676.0,,745.0,,,,,-581.0,,-495.0,-701.9,,-808.9,-917.0,,,,-603.0,,False,,,,,True,,True,False,,False,False,,,,True
18105,2252,815.0,,604.0,,,,,1111.0,,634.5,967.8,,618.9,0.0,,1117.1,,469.0,-1437.0,,-1648.0,,,,,-1141.0,,-1617.5,-1284.2,,-1633.1,-2252.0,,-1134.9,,-1783.0,,False,,,,,True,,False,True,,False,False,,True,,False
18107,917,245.0,,117.0,,,,,385.0,,280.0,172.9,,113.6,191.5,,,,509.0,-672.0,,-800.0,,,,,-532.0,,-637.0,-744.1,,-803.4,-725.5,,,,-408.0,,False,,,,,True,,True,False,,False,False,,,,True
18109,1290,365.0,,376.0,,,,,681.0,,461.8,605.6,,245.6,304.6,,,,314.0,-925.0,,-914.0,,,,,-609.0,,-828.2,-684.4,,-1044.4,-985.4,,,,-976.0,,True,,,,,True,,True,True,,False,False,,,,False
18111,349,135.0,,107.0,,,,,146.0,,581.6,53.2,,34.2,37.3,,,,378.0,-214.0,,-242.0,,,,,-203.0,,232.6,-295.8,,-314.8,-311.7,,,,29.0,,False,,,,,True,,False,False,,False,False,,,,True
18113,1479,510.0,,909.0,,,,,486.0,,626.0,361.5,,203.1,315.5,,218.5,,374.0,-969.0,,-570.0,,,,,-993.0,,-853.0,-1117.5,,-1275.9,-1163.5,,-1260.5,,-1105.0,,True,,,,,False,,True,False,,False,False,,False,,False
18115,110,85.0,,41.0,,,,,45.0,,469.0,16.7,,13.7,34.4,,,,65.0,-25.0,,-69.0,,,,,-65.0,,359.0,-93.3,,-96.3,-75.6,,,,-45.0,,False,,,,,False,,False,False,,False,False,,,,False
18117,293,230.0,,357.0,,,,,245.0,,286.3,129.2,,76.7,107.7,,,,156.0,-63.0,,64.0,,,,,-48.0,,-6.7,-163.8,,-216.3,-185.3,,,,-137.0,,False,,,,,True,,True,False,,False,False,,,,False
18119,442,65.0,,77.0,,,,,193.0,,212.2,49.8,,7.7,38.9,,,,90.0,-377.0,,-365.0,,,,,-249.0,,-229.8,-392.2,,-434.3,-403.1,,,,-352.0,,True,,,,,True,,True,False,,False,False,,,,True
18121,362,195.0,,372.0,,,,,195.0,,464.1,68.4,,52.8,74.3,,,,173.0,-167.0,,10.0,,,,,-167.0,,102.1,-293.6,,-309.2,-287.7,,,,-189.0,,True,,,,,False,,True,False,,False,False,,,,False
18123,528,290.0,,767.0,,,,,205.0,,357.7,115.5,,300.3,60.0,,,,539.0,-238.0,,239.0,,,,,-323.0,,-170.3,-412.5,,-227.7,-468.0,,,,11.0,,False,,,,,False,,True,False,,True,False,,,,True
18125,202,165.0,,288.0,,,,,137.0,,203.8,41.7,,31.0,0.1,,,,76.0,-37.0,,86.0,,,,,-65.0,,1.8,-160.3,,-171.0,-201.9,,,,-126.0,,False,,,,,False,,True,False,,False,False,,,,False
18127,5327,2340.0,,4145.0,,,,,1776.0,,2100.5,2042.9,,3078.6,1290.3,,1462.6,,3362.0,-2987.0,,-1182.0,,,,,-3551.0,,-3226.5,-3284.1,,-2248.4,-4036.7,,-3864.4,,-1965.0,,True,,,,,False,,False,False,,True,False,,False,,True
18129,514,520.0,,489.0,,,,,197.0,,521.4,131.6,,394.6,31.9,,,,0.0,6.0,,-25.0,,,,,-317.0,,7.4,-382.4,,-119.4,-482.1,,,,-514.0,,False,,,,,False,,False,False,,False,False,,,,False
18131,274,105.0,,126.0,,,,,155.0,,316.1,40.4,,53.5,52.1,,,,281.0,-169.0,,-148.0,,,,,-119.0,,42.1,-233.6,,-220.5,-221.9,,,,7.0,,True,,,,,True,,True,False,,False,False,,,,True
18133,578,350.0,,313.0,,,,,372.0,,299.6,190.6,,95.8,200.9,,,,313.0,-228.0,,-265.0,,,,,-206.0,,-278.4,-387.4,,-482.2,-377.1,,,,-265.0,,False,,,,,True,,False,False,,False,False,,,,False
18135,931,245.0,,437.0,,,,,277.0,,521.6,151.4,,109.2,86.3,,,,404.0,-686.0,,-494.0,,,,,-654.0,,-409.4,-779.6,,-821.8,-844.7,,,,-527.0,,True,,,,,True,,True,False,,False,False,,,,True
18137,1014,285.0,,427.0,,,,,299.0,,374.6,118.9,,205.2,164.6,,,,192.0,-729.0,,-587.0,,,,,-715.0,,-639.4,-895.1,,-808.8,-849.4,,,,-822.0,,True,,,,,True,,True,False,,False,False,,,,False
18139,352,165.0,,162.0,,,,,194.0,,431.0,58.9,,37.8,65.1,,,,231.0,-187.0,,-190.0,,,,,-158.0,,79.0,-293.1,,-314.2,-286.9,,,,-121.0,,False,,,,,True,,True,False,,False,False,,,,True
18141,8010,4195.0,,3900.0,,,,,3236.0,,4589.7,2563.1,,2914.2,2372.3,,2626.9,,4173.0,-3815.0,,-4110.0,,,,,-4774.0,,-3420.3,-5446.9,,-5095.8,-5637.7,,-5383.1,,-3837.0,,False,,,,,False,,True,False,,False,False,,False,,False
18143,646,170.0,,145.0,,,,,272.0,,194.3,168.1,,96.3,96.2,,,,104.0,-476.0,,-501.0,,,,,-374.0,,-451.7,-477.9,,-549.7,-549.8,,,,-542.0,,False,,,,,True,,True,False,,False,False,,,,False
18145,1077,535.0,,1640.0,,,,,510.0,,448.8,451.0,,252.6,235.6,,,,556.0,-542.0,,563.0,,,,,-567.0,,-628.2,-626.0,,-824.4,-841.4,,,,-521.0,,False,,,,,False,,False,False,,False,False,,,,True
18147,495,225.0,,168.0,,,,,124.0,,240.7,112.1,,92.7,102.8,,,,122.0,-270.0,,-327.0,,,,,-371.0,,-254.3,-382.9,,-402.3,-392.2,,,,-373.0,,False,,,,,False,,True,False,,False,False,,,,False
18149,529,300.0,,434.0,,,,,336.0,,481.7,175.8,,196.1,76.0,,,,239.0,-229.0,,-95.0,,,,,-193.0,,-47.3,-353.2,,-332.9,-453.0,,,,-290.0,,True,,,,,True,,True,False,,False,False,,,,False
18151,911,360.0,,462.0,,,,,407.0,,602.0,286.9,,193.5,182.5,,,,324.0,-551.0,,-449.0,,,,,-504.0,,-309.0,-624.1,,-717.5,-728.5,,,,-587.0,,True,,,,,True,,True,False,,False,False,,,,False
18153,592,240.0,,0.0,,,,,259.0,,347.0,123.0,,36.2,5.0,,,,304.0,-352.0,,-592.0,,,,,-333.0,,-245.0,-469.0,,-555.8,-587.0,,,,-288.0,,False,,,,,True,,True,False,,False,False,,,,True
18155,174,65.0,,63.0,,,,,94.0,,143.9,33.0,,9.3,,,,,220.0,-109.0,,-111.0,,,,,-80.0,,-30.1,-141.0,,-164.7,,,,,46.0,,False,,,,,True,,True,False,,False,,,,,True
18157,5238,2040.0,,2971.0,,,,,1648.0,,1616.1,1730.7,,2074.5,1561.1,,2486.0,,2690.0,-3198.0,,-2267.0,,,,,-3590.0,,-3621.9,-3507.3,,-3163.5,-3676.9,,-2752.0,,-2548.0,,True,,,,,False,,False,False,,True,False,,True,,True
18159,331,95.0,,16.0,,,,,162.0,,166.0,43.9,,17.9,0.0,,,,148.0,-236.0,,-315.0,,,,,-169.0,,-165.0,-287.1,,-313.1,-331.0,,,,-183.0,,False,,,,,True,,True,False,,False,False,,,,True
18161,170,75.0,,44.0,,,,,53.0,,301.8,17.2,,11.6,27.7,,,,136.0,-95.0,,-126.0,,,,,-117.0,,131.8,-152.8,,-158.4,-142.3,,,,-34.0,,False,,,,,False,,False,False,,False,False,,,,True
18163,4155,3240.0,,3319.0,,,,,1575.0,,2712.3,1970.3,,2835.9,2422.6,,1690.3,,2225.0,-915.0,,-836.0,,,,,-2580.0,,-1442.7,-2184.7,,-1319.1,-1732.4,,-2464.7,,-1930.0,,True,,,,,False,,False,False,,False,False,,False,,False
18165,417,320.0,,659.0,,,,,194.0,,854.8,55.4,,138.8,82.5,,,,225.0,-97.0,,242.0,,,,,-223.0,,437.8,-361.6,,-278.2,-334.5,,,,-192.0,,False,,,,,False,,False,False,,False,False,,,,False
18167,3660,1325.0,,1227.0,,,,,1130.0,,1453.6,855.9,,483.4,716.4,,861.0,,1182.0,-2335.0,,-2433.0,,,,,-2530.0,,-2206.4,-2804.1,,-3176.6,-2943.6,,-2799.0,,-2478.0,,False,,,,,False,,True,False,,False,False,,False,,False
18169,1320,330.0,,708.0,,,,,356.0,,769.2,202.4,,89.3,132.9,,,,326.0,-990.0,,-612.0,,,,,-964.0,,-550.8,-1117.6,,-1230.7,-1187.1,,,,-994.0,,True,,,,,True,,True,False,,False,False,,,,False
18171,169,85.0,,110.0,,,,,85.0,,362.9,15.0,,12.1,,,,,150.0,-84.0,,-59.0,,,,,-84.0,,193.9,-154.0,,-156.9,,,,,-19.0,,True,,,,,False,,False,False,,False,,,,,True
18173,1406,875.0,,521.0,,,,,557.0,,673.3,507.8,,687.8,544.9,,631.0,,594.0,-531.0,,-885.0,,,,,-849.0,,-732.7,-898.2,,-718.2,-861.1,,-775.0,,-812.0,,False,,,,,False,,False,False,,False,False,,False,,False
18175,442,210.0,,440.0,,,,,285.0,,411.5,148.1,,58.5,64.7,,,,381.0,-232.0,,-2.0,,,,,-157.0,,-30.5,-293.9,,-383.5,-377.3,,,,-61.0,,True,,,,,True,,True,False,,False,False,,,,True
18177,1970,1130.0,,1057.0,,,,,790.0,,1577.5,752.2,,1075.4,448.7,,621.0,,754.0,-840.0,,-913.0,,,,,-1180.0,,-392.5,-1217.8,,-894.6,-1521.3,,-1349.0,,-1216.0,,False,,,,,False,,True,False,,False,False,,False,,False
18179,881,220.0,,617.0,,,,,363.0,,727.9,176.5,,113.9,144.9,,,,136.0,-661.0,,-264.0,,,,,-518.0,,-153.1,-704.5,,-767.1,-736.1,,,,-745.0,,True,,,,,True,,True,False,,False,False,,,,False
18181,735,230.0,,439.0,,,,,308.0,,275.9,185.2,,81.7,71.0,,,,221.0,-505.0,,-296.0,,,,,-427.0,,-459.1,-549.8,,-653.3,-664.0,,,,-514.0,,True,,,,,True,,True,False,,False,False,,,,False
18183,974,250.0,,236.0,,,,,383.0,,551.9,201.9,,214.5,146.0,,,,357.0,-724.0,,-738.0,,,,,-591.0,,-422.1,-772.1,,-759.5,-828.0,,,,-617.0,,False,,,,,True,,True,False,,False,False,,,,True
19001,285,165.0,,168.0,,,,,68.0,,971.8,16.9,,37.6,56.9,,,,134.0,-120.0,,-117.0,,,,,-217.0,,686.8,-268.1,,-247.4,-228.1,,,,-151.0,,True,,,,,False,,False,False,,False,False,,,,False
19003,90,65.0,,33.0,,,,,32.0,,178.8,15.1,,9.4,,,,,39.0,-25.0,,-57.0,,,,,-58.0,,88.8,-74.9,,-80.6,,,,,-51.0,,False,,,,,False,,False,False,,False,,,,,False
19005,439,205.0,,175.0,,,,,201.0,,260.7,43.1,,45.9,164.3,,,,209.0,-234.0,,-264.0,,,,,-238.0,,-178.3,-395.9,,-393.1,-274.7,,,,-230.0,,False,,,,,False,,True,False,,False,False,,,,True
19007,564,135.0,,113.0,,,,,141.0,,144.0,38.7,,26.3,40.8,,,,118.0,-429.0,,-451.0,,,,,-423.0,,-420.0,-525.3,,-537.7,-523.2,,,,-446.0,,False,,,,,True,,True,False,,False,False,,,,False
