,predicted_cases,actual_cases,error,perc_error
Columbia_UNC-SurvCon,4241573.0,5985026,-1743453.0,-29.1%
JCB-PRM,3117996.1,5985026,-2867029.9,-47.9%
Covid19Sim-Simulator,2625063.8,5985026,-3359962.2,-56.1%
COVIDhub-baseline,2420304.0,5985026,-3564722.0,-59.6%
USC-SI_kJalpha,2109625.0,5985026,-3875401.0,-64.8%
IowaStateLW-STEM,1780819.0,5985026,-4204207.0,-70.2%
UCLA-SuEIR,1446640.2,5985026,-4538385.8,-75.8%
RobertWalraven-ESG,1067002.5,5985026,-4918023.5,-82.2%
