,count,mean,median,std,min,25%,75%,max
CU-select,51,7045.8,3317.0,9716.3,23.0,762.5,9027.5,42682.0
OliverWyman-Navigator,51,8040.1,4048.0,11642.4,66.0,1196.0,8804.0,63905.0
MSRA-DeepST,50,8057.1,4026.4,10724.4,75.8,1310.1,8949.3,60237.3
COVIDhub-ensemble,51,8294.7,5346.0,11261.7,32.0,1214.0,10283.0,62423.0
USACE-ERDC_SEIR,51,8361.5,5695.2,8076.2,174.0,3076.9,11073.3,35799.4
UChicagoCHATTOPADHYAY-UnIT,51,8472.1,5614.1,9424.5,172.6,1972.4,11383.0,36993.0
JHU_CSSE-DECOM,51,8485.1,4574.0,10999.1,6.0,1843.5,9020.0,48176.0
LNQ-ens1,51,8633.8,5026.1,10072.0,27.6,1672.8,11090.9,44856.2
IowaStateLW-STEM,49,8999.8,4872.0,11022.6,5.0,1579.5,11334.0,57628.0
CEID-Walk,51,9249.2,4140.1,12809.2,28.9,1799.0,11294.4,75746.0
COVIDhub-baseline,51,9336.4,5093.0,12650.8,93.0,1885.5,11309.0,74819.0
JCB-PRM,51,10131.6,5500.1,12984.1,11.0,1980.7,12896.2,75491.1
JHU_UNC_GAS-StatMechPool,51,11151.2,4882.0,14824.3,60.5,2518.0,12792.0,82555.0
IQVIA_ACOE-STAN,49,11169.6,5815.0,14268.5,325.1,1939.2,11193.5,73824.0
USC-SI_kJalpha,51,11897.8,8811.0,11476.8,1.0,3334.5,15638.0,47588.0
RobertWalraven-ESG,50,12451.7,6499.5,15358.6,96.2,2155.7,15941.9,76998.4
UCSB-ACTS,51,12667.1,7863.5,16468.8,218.3,2205.7,16641.7,85001.6
UVA-Ensemble,51,12746.4,4584.8,22153.3,56.3,1450.6,11727.7,131203.6
LANL-GrowthRate,51,13530.5,4843.5,22529.1,13.5,1173.2,12252.5,114197.5
Karlen-pypm,51,13952.3,8527.4,19774.0,13.8,2380.6,16109.7,110263.2
BPagano-RtDriven,51,14332.1,5692.6,21970.2,176.2,1661.7,20713.1,122001.8
JHU_IDD-CovidSP,51,14388.5,9337.0,15294.4,214.6,5551.7,18442.8,87391.1
Google_Harvard-CPF,51,14501.3,7578.3,20149.3,50.1,1743.7,15357.8,97839.9
UCLA-SuEIR,51,15238.6,8834.7,19386.1,361.0,3005.9,18722.7,104486.4
JHUAPL-Bucky,51,17674.0,7573.2,25683.1,88.1,3203.8,21906.6,147453.9
UMich-RidgeTfReg,50,19358.9,8324.2,24850.8,293.2,3403.3,21924.6,116151.4
TTU-squider,51,23252.3,12731.3,30711.1,5.5,4648.0,26181.3,171701.2
DDS-NBDS,51,23768.5,6195.1,54385.2,8.5,2274.9,16534.4,316219.2
CovidAnalytics-DELPHI,51,30211.0,19845.0,35466.2,618.0,5619.5,33695.0,166730.0
