,count,mean,median,std,min,25%,75%,max
OliverWyman-Navigator,51,347030182.2,59613841.0,994432884.9,1296.0,4979634.5,173865000.5,6779875600.0
CU-select,51,480609949.1,53187849.0,1550488105.1,504100.0,9072193.0,180631828.0,9740110864.0
LNQ-ens1,51,485903550.8,57776020.9,1487655347.5,409.5,1625327.7,327104992.6,10017329857.1
RobertWalraven-ESG,51,585468803.8,69750224.8,1772812782.5,7260.7,10553059.3,519758144.9,12383298491.3
Karlen-pypm,51,586384514.2,82335661.2,1674391110.1,30730.1,6755737.4,274855730.1,10386728374.1
LANL-GrowthRate,51,597066709.0,75925082.2,1687077369.5,25921.0,12626412.1,386560805.0,9421808356.0
Google_Harvard-CPF,51,643620219.2,165801033.1,1213415405.8,61222.9,29427880.9,826731323.4,7472900110.3
BPagano-RtDriven,51,756806786.6,136149224.9,2026896103.2,3777581.0,58073555.4,530778759.2,13853313540.0
DDS-NBDS,51,787898538.4,83958677.8,2303234979.3,62058.4,4500504.6,321946984.2,12658961710.2
JHU_CSSE-DECOM,51,902770314.9,100000000.0,2300074176.0,32400.0,22171621.0,796253312.0,15167154025.0
COVIDhub-ensemble,51,910326735.3,147865600.0,2258789813.4,49.0,18700133.0,734043774.5,14980291236.0
USC-SI_kJalpha_RF,51,946281300.5,64640905.7,2688208499.3,1004.6,3360474.6,323583401.0,12443765662.7
JHU_UNC_GAS-StatMechPool,51,984409742.1,155825289.0,2636157821.3,22952.2,44813698.6,700119420.5,17191536572.2
MSRA-DeepST,47,1060325135.3,124257372.7,2605506206.6,13960.0,5503255.0,536318310.6,14250302009.6
CEID-Walk,51,1163684494.0,272171003.7,2450227708.6,24965.9,38754063.4,1124501229.4,15357866629.5
COVIDhub-baseline,51,1171328344.7,273174784.0,2510717436.1,45369.0,40365620.5,1148313060.0,15929721369.0
JHUAPL-Bucky,51,1233647723.3,289667585.9,2993077342.8,1637.0,37062977.6,889101212.4,19858128430.3
JCB-PRM,51,1280369851.5,264913835.0,2774840682.7,15595.5,28023744.3,1164875642.9,17564403209.9
USC-SI_kJalpha,51,1287024143.6,381499024.0,2220077399.8,30976.0,106999936.0,1399849065.0,12936560121.0
Covid19Sim-Simulator,51,1324778933.1,398888559.8,2843429890.7,28809.9,64660202.2,1193715286.7,17797285550.1
UCSB-ACTS,51,1398197372.2,244693794.4,2920306839.2,337581.8,19183150.1,1276367202.4,17696092312.3
IowaStateLW-STEM,49,1481938270.9,321090561.0,3463105211.1,139129.0,25776073.0,1197419834.0,22732497529.0
UMich-RidgeTfReg,50,1952535920.5,302727949.3,5554493713.8,182754.8,42214801.4,1087712130.3,36613391023.5
UCLA-SuEIR,51,2414275471.5,490968337.7,4937807925.6,366419.6,109176642.7,1925168417.8,25837321879.6
TTU-squider,51,3583847390.8,661261893.6,8125210161.9,354971.7,35650308.5,2636396170.8,48250713733.5
CovidAnalytics-DELPHI,51,4345267458.2,1032465424.0,9196122127.0,1605289.0,93752576.0,3291902972.5,46322231076.0
