,mean_rank
COVIDhub-baseline,3.2
JHUAPL-Bucky,3.7
IowaStateLW-STEM,3.7
CU-select,4.2
USC-SI_kJalpha,4.3
JHU_IDD-CovidSP,4.8
LANL-GrowthRate,6.0
MITCovAlliance-SIR,6.1
