,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
36017,60,12.0,,0.0,,,,21.0,99.6,1.9,18.6,,,,,12.5,-48.0,,-60.0,,,,-39.0,39.6,-58.1,-41.4,,,,,-47.5,,False,,,,True,True,False,True,,,,,True
36019,26,0.0,,0.0,,,,1.0,88.8,0.0,7.6,,,,,0.0,-26.0,,-26.0,,,,-25.0,62.8,-26.0,-18.4,,,,,-26.0,,False,,,,True,False,True,True,,,,,True
36021,45,52.0,,66.0,,,,15.0,267.4,6.7,89.5,,33.2,,,117.1,7.0,,21.0,,,,-30.0,222.4,-38.3,44.5,,-11.8,,,72.1,,False,,,,False,False,False,False,,False,,,False
36023,41,24.0,,0.0,,,,15.0,69.7,0.1,,,,,,73.7,-17.0,,-41.0,,,,-26.0,28.7,-40.9,,,,,,32.7,,False,,,,False,False,False,,,,,,False
36025,12,0.0,,0.0,,,,4.0,56.3,0.2,,,,,,0.0,-12.0,,-12.0,,,,-8.0,44.3,-11.8,,,,,,-12.0,,False,,,,True,False,True,,,,,,False
36027,266,188.0,,158.0,,,,95.0,1043.8,41.5,195.8,,115.1,,,149.0,-78.0,,-108.0,,,,-171.0,777.8,-224.5,-70.2,,-150.9,,,-117.0,,False,,,,False,False,False,True,,False,,,False
36029,1086,1024.0,,2595.0,,,,1071.0,4115.1,363.5,1001.1,,569.2,,,2031.1,-62.0,,1509.0,,,,-15.0,3029.1,-722.5,-84.9,,-516.8,,,945.1,,False,,,,True,False,False,False,,False,,,False
36031,8,20.0,,2.0,,,,5.0,72.6,0.1,,,,,,1425.1,12.0,,-6.0,,,,-3.0,64.6,-7.9,,,,,,1417.1,,True,,,,True,False,True,,,,,,False
36033,17,16.0,,0.0,,,,0.0,63.5,0.1,,,,,,70.6,-1.0,,-17.0,,,,-17.0,46.5,-16.9,,,,,,53.6,,False,,,,False,False,False,,,,,,False
36035,21,48.0,,39.0,,,,23.0,190.6,2.1,53.4,,126.4,,,13.9,27.0,,18.0,,,,2.0,169.6,-18.9,32.4,,105.4,,,-7.1,,True,,,,True,False,True,False,,False,,,True
36037,33,8.0,,41.0,,,,25.0,149.9,0.1,75.3,,,,,0.8,-25.0,,8.0,,,,-8.0,116.9,-32.9,42.3,,,,,-32.2,,True,,,,True,False,False,False,,,,,False
36039,26,12.0,,0.0,,,,7.0,141.7,0.2,22.3,,,,,24.1,-14.0,,-26.0,,,,-19.0,115.7,-25.8,-3.7,,,,,-1.9,,False,,,,False,False,False,True,,,,,True
36041,1,0.0,,0.0,,,,0.0,11.5,0.0,,,,,,0.0,-1.0,,-1.0,,,,-1.0,10.5,-1.0,,,,,,-1.0,,False,,,,False,False,True,,,,,,False
36043,68,72.0,,200.0,,,,8.0,202.0,8.7,178.2,,,,,70.5,4.0,,132.0,,,,-60.0,134.0,-59.3,110.2,,,,,2.5,,False,,,,False,False,False,False,,,,,True
36045,37,32.0,,41.0,,,,10.0,148.1,0.3,,,,,,1172.8,-5.0,,4.0,,,,-27.0,111.1,-36.7,,,,,,1135.8,,True,,,,False,False,False,,,,,,False
36047,2563,0.0,,4914.0,,,,,11466.1,,,,,,,,-2563.0,,2351.0,,,,,8903.1,,,,,,,,,True,,,,,False,,,,,,,
36049,3,20.0,,0.0,,,,1.0,44.2,0.1,,,,,,1.6,17.0,,-3.0,,,,-2.0,41.2,-2.9,,,,,,-1.4,,True,,,,True,False,True,,,,,,True
36051,35,20.0,,0.0,,,,13.0,114.5,1.1,17.5,,,,,11.6,-15.0,,-35.0,,,,-22.0,79.5,-33.9,-17.5,,,,,-23.4,,False,,,,False,False,False,False,,,,,False
36053,36,48.0,,28.0,,,,81.0,180.7,5.7,51.7,,24.3,,,83.3,12.0,,-8.0,,,,45.0,144.7,-30.3,15.7,,-11.7,,,47.3,,True,,,,False,False,False,False,,True,,,False
36055,820,984.0,,3656.0,,,,834.0,2993.2,428.2,703.6,,1040.1,,,2887.0,164.0,,2836.0,,,,14.0,2173.2,-391.8,-116.4,,220.1,,,2067.0,,False,,,,True,False,False,True,,False,,,False
36057,36,12.0,,26.0,,,,11.0,105.8,0.1,61.8,,,,,0.9,-24.0,,-10.0,,,,-25.0,69.8,-35.9,25.8,,,,,-35.1,,True,,,,False,False,False,False,,,,,False
36059,1283,1052.0,,1477.0,,,,1106.0,3321.7,657.4,1629.0,,602.5,,,1386.0,-231.0,,194.0,,,,-177.0,2038.7,-625.6,346.0,,-680.5,,,103.0,,True,,,,True,False,False,False,,False,,,True
36061,1863,9184.0,,4915.0,,,,5435.0,5747.4,,2990.3,,6451.7,,,12823.5,7321.0,,3052.0,,,,3572.0,3884.4,,1127.3,,4588.7,,,10960.5,,True,,,,True,True,,True,,True,,,False
36063,167,216.0,,677.0,,,,272.0,752.4,88.4,165.1,,146.5,,,1343.7,49.0,,510.0,,,,105.0,585.4,-78.6,-1.9,,-20.5,,,1176.7,,False,,,,False,False,False,True,,True,,,False
36065,356,712.0,,1595.0,,,,244.0,1636.6,412.5,1156.3,,1630.0,,,414.9,356.0,,1239.0,,,,-112.0,1280.6,56.5,800.3,,1274.0,,,58.9,,False,,,,True,False,True,False,,False,,,True
36067,549,548.0,,895.0,,,,718.0,2133.4,190.3,588.8,,325.3,,,581.1,-1.0,,346.0,,,,169.0,1584.4,-358.7,39.8,,-223.7,,,32.1,,False,,,,False,False,False,False,,False,,,False
36069,71,96.0,,148.0,,,,66.0,395.5,39.1,155.6,,89.2,,,544.9,25.0,,77.0,,,,-5.0,324.5,-31.9,84.6,,18.2,,,473.9,,False,,,,True,False,False,False,,True,,,False
36071,322,224.0,,762.0,,,,264.0,1354.5,102.2,158.7,,133.6,,,336.1,-98.0,,440.0,,,,-58.0,1032.5,-219.8,-163.3,,-188.4,,,14.1,,False,,,,True,False,False,False,,False,,,True
36073,13,8.0,,0.0,,,,21.0,145.6,0.1,52.6,,,,,1.1,-5.0,,-13.0,,,,8.0,132.6,-12.9,39.6,,,,,-11.9,,False,,,,False,False,False,False,,,,,False
36075,38,48.0,,94.0,,,,64.0,372.5,25.0,408.7,,,,,22.2,10.0,,56.0,,,,26.0,334.5,-13.0,370.7,,,,,-15.8,,False,,,,False,False,False,False,,,,,False
36077,26,8.0,,0.0,,,,10.0,54.6,0.3,,,,,,263.1,-18.0,,-26.0,,,,-16.0,28.6,-25.7,,,,,,237.1,,False,,,,True,False,False,,,,,,False
36079,90,64.0,,55.0,,,,47.0,191.8,12.4,104.8,,141.5,,,29.6,-26.0,,-35.0,,,,-43.0,101.8,-77.6,14.8,,51.5,,,-60.4,,False,,,,False,False,False,True,,False,,,False
36081,2429,0.0,,5133.0,,,,,11245.3,,,,,,,,-2429.0,,2704.0,,,,,8816.3,,,,,,,,,False,,,,,False,,,,,,,
36083,171,52.0,,117.0,,,,52.0,346.9,19.4,72.4,,378.7,,,26.7,-119.0,,-54.0,,,,-119.0,175.9,-151.6,-98.6,,207.7,,,-144.3,,True,,,,False,False,False,True,,False,,,False
36085,602,0.0,,2112.0,,,,,1889.1,,,,,,,,-602.0,,1510.0,,,,,1287.1,,,,,,,,,False,,,,,False,,,,,,,
36087,251,252.0,,431.0,,,,405.0,834.4,101.1,256.5,,159.3,,,221.9,1.0,,180.0,,,,154.0,583.4,-149.9,5.5,,-91.7,,,-29.1,,False,,,,False,False,False,False,,False,,,False
36089,38,20.0,,0.0,,,,6.0,125.1,1.3,11.0,,,,,458.3,-18.0,,-38.0,,,,-32.0,87.1,-36.7,-27.0,,,,,420.3,,False,,,,False,False,False,False,,,,,False
36091,164,64.0,,93.0,,,,103.0,328.5,17.0,120.3,,42.3,,,220.8,-100.0,,-71.0,,,,-61.0,164.5,-147.0,-43.7,,-121.7,,,56.8,,True,,,,True,False,False,True,,False,,,True
36093,201,180.0,,532.0,,,,104.0,570.3,78.5,147.7,,216.1,,,436.6,-21.0,,331.0,,,,-97.0,369.3,-122.5,-53.3,,15.1,,,235.6,,False,,,,False,False,False,False,,True,,,False
36095,10,4.0,,0.0,,,,2.0,54.3,0.1,,,,,,0.1,-6.0,,-10.0,,,,-8.0,44.3,-9.9,,,,,,-9.9,,False,,,,False,False,False,,,,,,False
36097,9,4.0,,0.0,,,,0.0,22.8,0.0,,,,,,186.1,-5.0,,-9.0,,,,-9.0,13.8,-9.0,,,,,,177.1,,False,,,,False,False,False,,,,,,False
36099,15,4.0,,10.0,,,,11.0,65.6,0.2,,,,,,0.7,-11.0,,-5.0,,,,-4.0,50.6,-14.8,,,,,,-14.3,,True,,,,True,False,False,,,,,,False
36101,21,20.0,,3.0,,,,32.0,137.8,0.7,27.4,,18.7,,,23.5,-1.0,,-18.0,,,,11.0,116.8,-20.3,6.4,,-2.3,,,2.5,,False,,,,False,False,False,False,,False,,,False
36103,1715,1328.0,,1760.0,,,,1143.0,4539.3,690.6,1452.6,,723.7,,,1334.2,-387.0,,45.0,,,,-572.0,2824.3,-1024.4,-262.4,,-991.3,,,-380.8,,True,,,,False,False,False,True,,False,,,True
36105,27,20.0,,2.0,,,,54.0,159.2,1.8,39.0,,87.4,,,11.8,-7.0,,-25.0,,,,27.0,132.2,-25.2,12.0,,60.4,,,-15.2,,False,,,,False,False,False,False,,False,,,False
36107,43,12.0,,0.0,,,,17.0,95.3,0.4,28.9,,,,,83.6,-31.0,,-43.0,,,,-26.0,52.3,-42.6,-14.1,,,,,40.6,,False,,,,True,False,False,True,,,,,False
36109,52,12.0,,0.0,,,,92.0,114.4,0.2,13.8,,,,,4.6,-40.0,,-52.0,,,,40.0,62.4,-51.8,-38.2,,,,,-47.4,,False,,,,False,False,False,True,,,,,False
36111,201,208.0,,617.0,,,,50.0,728.0,80.8,53.2,,102.3,,,3299.9,7.0,,416.0,,,,-151.0,527.0,-120.2,-147.8,,-98.7,,,3098.9,,False,,,,False,False,False,False,,False,,,False
36113,32,20.0,,0.0,,,,31.0,83.2,2.7,12.2,,15.6,,,1956.2,-12.0,,-32.0,,,,-1.0,51.2,-29.3,-19.8,,-16.4,,,1924.2,,False,,,,True,False,False,False,,False,,,False
36115,9,4.0,,0.0,,,,19.0,122.3,0.0,9.4,,5.4,,,0.1,-5.0,,-9.0,,,,10.0,113.3,-9.0,0.4,,-3.6,,,-8.9,,False,,,,False,False,False,True,,True,,,False
36117,62,88.0,,241.0,,,,43.0,254.9,33.4,179.8,,,,,103.9,26.0,,179.0,,,,-19.0,192.9,-28.6,117.8,,,,,41.9,,False,,,,True,False,False,False,,,,,False
36119,954,1088.0,,3386.0,,,,703.0,2017.5,509.0,622.9,,532.4,,,1501.1,134.0,,2432.0,,,,-251.0,1063.5,-445.0,-331.1,,-421.6,,,547.1,,False,,,,False,False,False,False,,False,,,False
36121,16,4.0,,0.0,,,,7.0,48.1,0.3,,,,,,3.6,-12.0,,-16.0,,,,-9.0,32.1,-15.7,,,,,,-12.4,,False,,,,True,False,False,,,,,,False
36123,7,12.0,,0.0,,,,7.0,61.0,0.1,,,,,,13.5,5.0,,-7.0,,,,0.0,54.0,-6.9,,,,,,6.5,,False,,,,True,False,False,,,,,,False
37001,925,696.0,,737.0,,,,1387.0,1094.5,274.0,1946.7,,525.7,,,603.2,-229.0,,-188.0,,,,462.0,169.5,-651.0,1021.7,,-399.3,,,-321.8,,True,,,,False,True,False,False,,False,,,False
37003,155,96.0,,297.0,,,,71.0,228.2,164.5,341.7,,,,,286.6,-59.0,,142.0,,,,-84.0,73.2,9.5,186.7,,,,,131.6,,False,,,,False,False,True,False,,,,,False
37005,63,20.0,,0.0,,,,8.0,20.4,4.3,,,,,,439.6,-43.0,,-63.0,,,,-55.0,-42.6,-58.7,,,,,,376.6,,False,,,,False,True,False,,,,,,False
37007,150,108.0,,207.0,,,,18.0,127.8,38.6,214.7,,,,,226.8,-42.0,,57.0,,,,-132.0,-22.2,-111.4,64.7,,,,,76.8,,False,,,,False,True,False,False,,,,,False
37009,61,8.0,,22.0,,,,13.0,55.5,8.5,,,,,,0.8,-53.0,,-39.0,,,,-48.0,-5.5,-52.5,,,,,,-60.2,,True,,,,True,True,True,,,,,,False
37011,70,12.0,,0.0,,,,8.0,29.1,3.0,,,,,,20.0,-58.0,,-70.0,,,,-62.0,-40.9,-67.0,,,,,,-50.0,,False,,,,False,True,False,,,,,,True
37013,245,116.0,,366.0,,,,66.0,165.8,48.2,312.8,,,,,401.9,-129.0,,121.0,,,,-179.0,-79.2,-196.8,67.8,,,,,156.9,,True,,,,False,True,False,True,,,,,False
37015,102,32.0,,0.0,,,,11.0,51.9,2.3,22.0,,,,,40.6,-70.0,,-102.0,,,,-91.0,-50.1,-99.7,-80.0,,,,,-61.4,,False,,,,False,True,False,False,,,,,True
37017,189,196.0,,258.0,,,,103.0,310.0,32.9,498.3,,,,,67.9,7.0,,69.0,,,,-86.0,121.0,-156.1,309.3,,,,,-121.1,,False,,,,False,False,False,False,,,,,False
37019,526,676.0,,1379.0,,,,361.0,570.8,645.8,2081.2,,,,,1261.9,150.0,,853.0,,,,-165.0,44.8,119.8,1555.2,,,,,735.9,,False,,,,False,True,True,False,,,,,False
37021,1088,440.0,,628.0,,,,1087.0,894.3,217.6,914.0,,323.7,,,798.9,-648.0,,-460.0,,,,-1.0,-193.7,-870.4,-174.0,,-764.3,,,-289.1,,True,,,,True,True,False,True,,False,,,True
37023,479,396.0,,188.0,,,,639.0,662.9,123.3,827.4,,129.6,,,397.6,-83.0,,-291.0,,,,160.0,183.9,-355.7,348.4,,-349.4,,,-81.4,,False,,,,False,False,False,False,,False,,,True
37025,1110,1168.0,,2712.0,,,,3010.0,1395.1,475.2,2780.4,,1245.4,,,1179.8,58.0,,1602.0,,,,1900.0,285.1,-634.8,1670.4,,135.4,,,69.8,,False,,,,False,False,False,False,,False,,,False
37027,629,512.0,,953.0,,,,325.0,521.6,240.9,1115.2,,,,,645.5,-117.0,,324.0,,,,-304.0,-107.4,-388.1,486.2,,,,,16.5,,False,,,,False,True,False,False,,,,,True
37029,36,28.0,,26.0,,,,4.0,40.1,8.6,,,,,,10.3,-8.0,,-10.0,,,,-32.0,4.1,-27.4,,,,,,-25.7,,False,,,,False,True,False,,,,,,False
37031,191,96.0,,716.0,,,,48.0,133.2,23.9,485.4,,,,,43.0,-95.0,,525.0,,,,-143.0,-57.8,-167.1,294.4,,,,,-148.0,,False,,,,False,True,False,False,,,,,False
37033,38,40.0,,80.0,,,,7.0,125.6,13.1,151.0,,,,,44.8,2.0,,42.0,,,,-31.0,87.6,-24.9,113.0,,,,,6.8,,False,,,,False,False,False,False,,,,,False
37035,980,812.0,,2792.0,,,,2178.0,907.7,367.2,2308.4,,637.6,,,493.3,-168.0,,1812.0,,,,1198.0,-72.3,-612.8,1328.4,,-342.4,,,-486.7,,False,,,,False,True,False,False,,False,,,False
37037,250,240.0,,198.0,,,,432.0,427.6,49.0,606.2,,181.0,,,163.9,-10.0,,-52.0,,,,182.0,177.6,-201.0,356.2,,-69.0,,,-86.1,,False,,,,False,False,False,False,,False,,,False
37039,208,32.0,,47.0,,,,9.0,53.4,7.7,,,,,,448.2,-176.0,,-161.0,,,,-199.0,-154.6,-200.3,,,,,,240.2,,True,,,,False,True,False,,,,,,False
37041,110,20.0,,17.0,,,,16.0,31.5,2.2,,,,,,51.2,-90.0,,-93.0,,,,-94.0,-78.5,-107.8,,,,,,-58.8,,False,,,,False,True,False,,,,,,True
37043,54,0.0,,0.0,,,,2.0,22.6,1.1,,,,,,0.0,-54.0,,-54.0,,,,-52.0,-31.4,-52.9,,,,,,-54.0,,False,,,,True,True,True,,,,,,True
37045,659,388.0,,1091.0,,,,1164.0,841.5,445.1,1084.0,,,,,1067.1,-271.0,,432.0,,,,505.0,182.5,-213.9,425.0,,,,,408.1,,False,,,,False,True,True,False,,,,,False
37047,280,212.0,,360.0,,,,305.0,392.6,54.6,325.9,,121.7,,,263.3,-68.0,,80.0,,,,25.0,112.6,-225.4,45.9,,-158.3,,,-16.7,,False,,,,True,False,False,True,,False,,,True
37049,270,148.0,,407.0,,,,229.0,458.2,73.5,651.6,,301.7,,,97.9,-122.0,,137.0,,,,-41.0,188.2,-196.5,381.6,,31.7,,,-172.1,,False,,,,True,False,False,False,,True,,,False
37051,1519,864.0,,3675.0,,,,2606.0,1589.0,890.9,1576.6,,592.8,,,2758.5,-655.0,,2156.0,,,,1087.0,70.0,-628.1,57.6,,-926.2,,,1239.5,,False,,,,False,True,True,True,,False,,,False
37053,53,4.0,,19.0,,,,7.0,18.7,1.3,,,,,,0.2,-49.0,,-34.0,,,,-46.0,-34.3,-51.7,,,,,,-52.8,,True,,,,True,True,False,,,,,,False
37055,129,112.0,,348.0,,,,20.0,121.3,22.2,,,,,,148.4,-17.0,,219.0,,,,-109.0,-7.7,-106.8,,,,,,19.4,,False,,,,False,True,False,,,,,,False
37057,572,592.0,,875.0,,,,1228.0,785.4,393.1,1887.1,,271.0,,,855.0,20.0,,303.0,,,,656.0,213.4,-178.9,1315.1,,-301.0,,,283.0,,False,,,,False,False,False,False,,False,,,False
37059,152,96.0,,193.0,,,,122.0,182.7,0.1,393.0,,,,,13.3,-56.0,,41.0,,,,-30.0,30.7,-151.9,241.0,,,,,-138.7,,True,,,,True,True,False,False,,,,,False
37061,401,480.0,,593.0,,,,415.0,511.0,165.4,515.3,,288.2,,,357.7,79.0,,192.0,,,,14.0,110.0,-235.6,114.3,,-112.8,,,-43.3,,False,,,,True,False,False,False,,False,,,True
37063,1769,1840.0,,5986.0,,,,4807.0,1424.6,954.7,3469.6,,1513.7,,,2186.1,71.0,,4217.0,,,,3038.0,-344.4,-814.3,1700.6,,-255.3,,,417.1,,False,,,,False,False,False,False,,False,,,False
37065,242,128.0,,173.0,,,,66.0,248.3,42.3,248.1,,180.2,,,116.9,-114.0,,-69.0,,,,-176.0,6.3,-199.7,6.1,,-61.8,,,-125.1,,True,,,,False,True,False,True,,True,,,False
37067,1625,1448.0,,1696.0,,,,2960.0,2358.4,929.2,3224.6,,1282.1,,,1550.6,-177.0,,71.0,,,,1335.0,733.4,-695.8,1599.6,,-342.9,,,-74.4,,True,,,,False,False,False,False,,False,,,True
37069,387,204.0,,301.0,,,,69.0,287.5,66.9,717.0,,339.3,,,190.0,-183.0,,-86.0,,,,-318.0,-99.5,-320.1,330.0,,-47.7,,,-197.0,,True,,,,False,True,False,False,,True,,,False
37071,1701,1276.0,,3431.0,,,,2258.0,1034.4,1857.4,3583.5,,715.3,,,1820.4,-425.0,,1730.0,,,,557.0,-666.6,156.4,1882.5,,-985.7,,,119.4,,False,,,,False,False,True,False,,False,,,True
37073,19,4.0,,0.0,,,,3.0,24.1,1.9,,,,,,0.0,-15.0,,-19.0,,,,-16.0,5.1,-17.1,,,,,,-19.0,,False,,,,False,True,False,,,,,,False
37075,17,4.0,,0.0,,,,2.0,17.6,1.2,,,,,,4.5,-13.0,,-17.0,,,,-15.0,0.6,-15.8,,,,,,-12.5,,False,,,,False,True,False,,,,,,True
37077,320,188.0,,31.0,,,,162.0,470.2,29.1,428.1,,170.9,,,103.6,-132.0,,-289.0,,,,-158.0,150.2,-290.9,108.1,,-149.1,,,-216.4,,False,,,,False,False,False,True,,False,,,False
37079,128,40.0,,61.0,,,,15.0,115.8,4.9,232.0,,,,,18.6,-88.0,,-67.0,,,,-113.0,-12.2,-123.1,104.0,,,,,-109.4,,True,,,,False,True,False,False,,,,,False
37081,2106,1460.0,,2138.0,,,,2813.0,2702.6,821.4,4169.0,,768.0,,,1900.9,-646.0,,32.0,,,,707.0,596.6,-1284.6,2063.0,,-1338.0,,,-205.1,,True,,,,False,True,False,False,,False,,,True
37083,349,96.0,,192.0,,,,155.0,283.5,0.4,319.3,,,,,7.4,-253.0,,-157.0,,,,-194.0,-65.5,-348.6,-29.7,,,,,-341.6,,True,,,,True,True,False,True,,,,,False
37085,457,376.0,,466.0,,,,442.0,526.4,262.5,1151.2,,522.3,,,345.6,-81.0,,9.0,,,,-15.0,69.4,-194.5,694.2,,65.3,,,-111.4,,True,,,,True,True,False,False,,True,,,False
37087,252,48.0,,77.0,,,,69.0,143.6,15.1,,,,,,62.2,-204.0,,-175.0,,,,-183.0,-108.4,-236.9,,,,,,-189.8,,True,,,,True,True,False,,,,,,True
37089,681,516.0,,933.0,,,,501.0,616.4,444.4,961.3,,425.0,,,1013.5,-165.0,,252.0,,,,-180.0,-64.6,-236.6,280.3,,-256.0,,,332.5,,False,,,,False,True,False,False,,False,,,False
37091,125,36.0,,18.0,,,,22.0,108.6,8.1,48.9,,,,,169.4,-89.0,,-107.0,,,,-103.0,-16.4,-116.9,-76.1,,,,,44.4,,False,,,,False,True,False,True,,,,,True
37093,279,148.0,,243.0,,,,788.0,246.5,50.2,276.9,,,,,130.4,-131.0,,-36.0,,,,509.0,-32.5,-228.8,-2.1,,,,,-148.6,,True,,,,False,True,False,True,,,,,False
37095,21,16.0,,0.0,,,,4.0,42.7,3.0,,,,,,9.9,-5.0,,-21.0,,,,-17.0,21.7,-18.0,,,,,,-11.1,,False,,,,False,False,False,,,,,,False
37097,877,648.0,,2487.0,,,,1438.0,674.2,391.7,2430.8,,309.9,,,583.5,-229.0,,1610.0,,,,561.0,-202.8,-485.3,1553.8,,-567.1,,,-293.5,,False,,,,False,True,False,False,,False,,,False
37099,260,144.0,,536.0,,,,90.0,202.8,32.9,186.9,,,,,80.4,-116.0,,276.0,,,,-170.0,-57.2,-227.1,-73.1,,,,,-179.6,,False,,,,False,True,False,True,,,,,False
37101,1354,1356.0,,2488.0,,,,1976.0,1345.1,483.9,2901.4,,1469.3,,,898.9,2.0,,1134.0,,,,622.0,-8.9,-870.1,1547.4,,115.3,,,-455.1,,False,,,,False,False,False,False,,False,,,False
37103,32,16.0,,0.0,,,,3.0,22.3,3.5,,,,,,2.7,-16.0,,-32.0,,,,-29.0,-9.7,-28.5,,,,,,-29.3,,False,,,,False,True,False,,,,,,False
37105,341,352.0,,343.0,,,,538.0,421.2,64.3,633.3,,383.4,,,105.0,11.0,,2.0,,,,197.0,80.2,-276.7,292.3,,42.4,,,-236.0,,True,,,,False,False,False,False,,False,,,False
37107,154,88.0,,64.0,,,,229.0,282.8,10.9,269.8,,99.9,,,41.3,-66.0,,-90.0,,,,75.0,128.8,-143.1,115.8,,-54.1,,,-112.7,,False,,,,False,False,False,False,,True,,,False
37109,456,252.0,,510.0,,,,1013.0,501.7,85.8,874.7,,,,,450.2,-204.0,,54.0,,,,557.0,45.7,-370.2,418.7,,,,,-5.8,,True,,,,False,True,False,False,,,,,True
37111,329,176.0,,502.0,,,,385.0,246.3,75.2,485.2,,,,,311.5,-153.0,,173.0,,,,56.0,-82.7,-253.8,156.2,,,,,-17.5,,False,,,,True,True,False,False,,,,,True
37113,164,88.0,,215.0,,,,77.0,186.6,3.5,239.9,,,,,17.8,-76.0,,51.0,,,,-87.0,22.6,-160.5,75.9,,,,,-146.2,,True,,,,False,True,False,True,,,,,False
37115,28,12.0,,0.0,,,,4.0,35.9,2.9,,,,,,6.9,-16.0,,-28.0,,,,-24.0,7.9,-25.1,,,,,,-21.1,,False,,,,False,True,False,,,,,,False
37117,98,72.0,,119.0,,,,26.0,163.3,17.7,182.9,,,,,55.1,-26.0,,21.0,,,,-72.0,65.3,-80.3,84.9,,,,,-42.9,,True,,,,False,False,False,False,,,,,False
37119,8217,9156.0,,15290.0,,,,11455.0,5393.6,9191.2,16902.7,,4498.3,,,10602.4,939.0,,7073.0,,,,3238.0,-2823.4,974.2,8685.7,,-3718.7,,,2385.4,,False,,,,False,False,False,False,,False,,,False
37121,53,64.0,,0.0,,,,16.0,70.6,11.6,,,,,,388.3,11.0,,-53.0,,,,-37.0,17.6,-41.4,,,,,,335.3,,False,,,,False,False,False,,,,,,False
37123,246,156.0,,319.0,,,,129.0,253.4,47.9,366.8,,,,,139.9,-90.0,,73.0,,,,-117.0,7.4,-198.1,120.8,,,,,-106.1,,True,,,,False,True,False,False,,,,,False
37125,364,404.0,,654.0,,,,638.0,532.9,256.9,1007.8,,336.8,,,674.9,40.0,,290.0,,,,274.0,168.9,-107.1,643.8,,-27.2,,,310.9,,False,,,,False,False,False,False,,True,,,False
37127,533,444.0,,611.0,,,,225.0,511.1,135.0,1125.8,,,,,265.2,-89.0,,78.0,,,,-308.0,-21.9,-398.0,592.8,,,,,-267.8,,True,,,,False,True,False,False,,,,,False
37129,1260,1160.0,,3871.0,,,,3225.0,1061.5,322.5,3326.0,,,,,495.6,-100.0,,2611.0,,,,1965.0,-198.5,-937.5,2066.0,,,,,-764.4,,False,,,,False,False,False,False,,,,,False
37131,101,24.0,,39.0,,,,7.0,44.5,0.8,64.0,,,,,2.2,-77.0,,-62.0,,,,-94.0,-56.5,-100.2,-37.0,,,,,-98.8,,True,,,,False,True,False,True,,,,,False
37133,609,312.0,,842.0,,,,241.0,542.3,211.5,1296.4,,,,,610.1,-297.0,,233.0,,,,-368.0,-66.7,-397.5,687.4,,,,,1.1,,True,,,,False,True,False,False,,,,,True
37135,455,636.0,,1832.0,,,,2281.0,649.1,1078.3,1271.0,,878.8,,,1637.1,181.0,,1377.0,,,,1826.0,194.1,623.3,816.0,,423.8,,,1182.1,,False,,,,False,False,False,False,,False,,,False
37137,39,28.0,,16.0,,,,16.0,37.4,3.4,,,,,,124.1,-11.0,,-23.0,,,,-23.0,-1.6,-35.6,,,,,,85.1,,False,,,,False,True,False,,,,,,False
37139,148,80.0,,290.0,,,,46.0,193.5,13.4,312.9,,,,,55.2,-68.0,,142.0,,,,-102.0,45.5,-134.6,164.9,,,,,-92.8,,False,,,,False,True,False,False,,,,,False
37141,325,296.0,,791.0,,,,100.0,369.9,49.8,866.4,,,,,262.5,-29.0,,466.0,,,,-225.0,44.9,-275.2,541.4,,,,,-62.5,,False,,,,False,False,False,False,,,,,False
37143,33,4.0,,0.0,,,,9.0,28.6,3.6,,,,,,2.8,-29.0,,-33.0,,,,-24.0,-4.4,-29.4,,,,,,-30.2,,False,,,,True,True,False,,,,,,False
37145,75,44.0,,89.0,,,,14.0,142.2,5.2,177.3,,,,,40.1,-31.0,,14.0,,,,-61.0,67.2,-69.8,102.3,,,,,-34.9,,True,,,,False,False,False,False,,,,,False
37147,969,540.0,,1314.0,,,,741.0,1001.3,323.2,1349.7,,245.9,,,1040.1,-429.0,,345.0,,,,-228.0,32.3,-645.8,380.7,,-723.1,,,71.1,,True,,,,True,True,False,True,,False,,,True
