,actual_cases,COVIDhub-baseline,CDDEP-SEIR_MCMC,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,IHME-CurveFit,IowaStateLW-STEM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CDDEP-SEIR_MCMC,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-IHME-CurveFit,error-IowaStateLW-STEM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CDDEP-SEIR_MCMC,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01021,103,143.0,,110.0,175.0,,,,,,,112.0,125.9,,106.6,108.5,,149.0,,,167.2,,,,,,40.0,,7.0,72.0,,,,,,,9.0,22.9,,3.6,5.5,,46.0,,,64.2,,,,,,,True,False,,,,,,,True,True,,True,True,,False,,,False,,,,,
01023,15,21.0,,16.0,14.0,,,,,,,44.0,15.0,,9.3,19.7,,35.0,,,17.6,,,,,,6.0,,1.0,-1.0,,,,,,,29.0,-0.0,,-5.7,4.7,,20.0,,,2.6,,,,,,,True,True,,,,,,,False,True,,True,True,,False,,,True,,,,,
01025,48,55.0,,46.0,65.0,,,,,,,95.0,51.5,,25.0,43.3,,73.0,,,48.3,,,,,,7.0,,-2.0,17.0,,,,,,,47.0,3.5,,-23.0,-4.7,,25.0,,,0.3,,,,,,,True,False,,,,,,,False,True,,False,True,,False,,,True,,,,,
01027,52,40.0,,37.0,37.0,,,,,,,16.0,19.8,,44.0,54.2,,54.0,,,37.4,,,,,,-12.0,,-15.0,-15.0,,,,,,,-36.0,-32.2,,-8.0,2.2,,2.0,,,-14.6,,,,,,,False,False,,,,,,,False,False,,True,True,,True,,,False,,,,,
01029,17,23.0,,15.0,28.0,,,,,,,15.0,15.4,,7.6,14.5,,24.0,,,23.5,,,,,,6.0,,-2.0,11.0,,,,,,,-2.0,-1.6,,-9.4,-2.5,,7.0,,,6.5,,,,,,,True,False,,,,,,,True,True,,False,True,,False,,,False,,,,,
01031,77,99.0,51.6,91.0,136.0,,,,,,,160.0,93.5,,85.6,95.4,,129.0,,,90.9,,,,,,22.0,-25.4,14.0,59.0,,,,,,,83.0,16.5,,8.6,18.4,,52.0,,,13.9,,,,,,False,True,False,,,,,,,False,True,,True,True,,False,,,True,,,,,
01033,184,164.0,153.4,150.0,151.0,,,,,,,166.0,138.5,,94.9,127.9,,178.0,,,150.5,,,,,,-20.0,-30.6,-34.0,-33.0,,,,,,,-18.0,-45.5,,-89.1,-56.1,,-6.0,,,-33.5,,,,,,False,False,False,,,,,,,True,False,,False,False,,True,,,False,,,,,
01035,34,50.0,,44.0,48.0,,,,,,,48.0,43.3,,28.8,44.9,21.6,64.0,,,47.7,,,,,,16.0,,10.0,14.0,,,,,,,14.0,9.3,,-5.2,10.9,-12.4,30.0,,,13.7,,,,,,,True,True,,,,,,,True,True,,True,True,True,False,,,True,,,,,
01037,9,12.0,,10.0,1.0,,,,,,,8.0,10.5,,11.5,14.1,,17.0,,,11.5,,,,,,3.0,,1.0,-8.0,,,,,,,-1.0,1.5,,2.5,5.1,,8.0,,,2.5,,,,,,,True,False,,,,,,,True,True,,True,False,,False,,,True,,,,,
01039,59,105.0,,95.0,116.0,,,,,,,152.0,142.5,,63.0,90.6,70.8,123.0,,,101.3,,,,,,46.0,,36.0,57.0,,,,,,,93.0,83.5,,4.0,31.6,11.8,64.0,,,42.3,,,,,,,True,False,,,,,,,False,False,,True,True,True,False,,,True,,,,,
01041,56,72.0,,39.0,64.0,,,,,,,40.0,14.2,,18.5,39.1,18.2,80.0,,,59.3,,,,,,16.0,,-17.0,8.0,,,,,,,-16.0,-41.8,,-37.5,-16.9,-37.8,24.0,,,3.3,,,,,,,False,True,,,,,,,False,False,,False,False,False,False,,,True,,,,,
01043,158,158.0,188.6,145.0,140.0,,,,,,,220.0,232.0,,109.4,125.9,170.0,183.0,,,149.1,,,,,,0.0,30.6,-13.0,-18.0,,,,,,,62.0,74.0,,-48.6,-32.1,12.0,25.0,,,-8.9,,,,,,False,False,False,,,,,,,False,False,,False,False,False,False,,,False,,,,,
01045,91,169.0,,127.0,196.0,,,,,,,140.0,137.9,,126.6,122.3,89.3,203.0,,,184.8,,,,,,78.0,,36.0,105.0,,,,,,,49.0,46.9,,35.6,31.3,-1.7,112.0,,,93.8,,,,,,,True,False,,,,,,,True,True,,True,True,True,False,,,False,,,,,
01047,81,83.0,,72.0,88.0,,,,,,,143.0,97.8,,23.6,59.1,40.1,118.0,,,76.7,,,,,,2.0,,-9.0,7.0,,,,,,,62.0,16.8,,-57.4,-21.9,-40.9,37.0,,,-4.3,,,,,,,False,False,,,,,,,False,False,,False,False,False,False,,,False,,,,,
01049,181,198.0,249.8,175.0,146.0,,,,,,,250.0,251.9,,168.9,180.9,167.4,260.0,,,158.5,,,,,,17.0,68.8,-6.0,-35.0,,,,,,,69.0,70.9,,-12.1,-0.1,-13.6,79.0,,,-22.5,,,,,,False,True,False,,,,,,,False,False,,True,True,True,False,,,False,,,,,
01051,132,208.0,168.4,164.0,244.0,,,,,,,215.0,176.3,,152.5,159.4,135.2,266.0,,,188.2,,,,,,76.0,36.4,32.0,112.0,,,,,,,83.0,44.3,,20.5,27.4,3.2,134.0,,,56.2,,,,,,True,True,False,,,,,,,False,True,,True,True,True,False,,,True,,,,,
01053,142,216.0,,168.0,197.0,,,,,,,194.0,195.7,,123.7,150.7,80.6,255.0,,,199.5,,,,,,74.0,,26.0,55.0,,,,,,,52.0,53.7,,-18.3,8.7,-61.4,113.0,,,57.5,,,,,,,True,True,,,,,,,True,True,,True,True,True,False,,,True,,,,,
01055,269,351.0,301.9,302.0,342.0,,,,,,,306.0,390.4,,280.4,283.7,244.4,416.0,,,350.2,,,,,,82.0,32.9,33.0,73.0,,,,,,,37.0,121.4,,11.4,14.7,-24.6,147.0,,,81.2,,,,,,True,True,True,,,,,,,True,False,,True,True,True,False,,,True,,,,,
01057,33,17.0,,15.0,15.0,,,,,,,29.0,26.0,,13.6,19.8,25.0,26.0,,,9.5,,,,,,-16.0,,-18.0,-18.0,,,,,,,-4.0,-7.0,,-19.4,-13.2,-8.0,-7.0,,,-23.5,,,,,,,False,False,,,,,,,True,True,,False,True,True,True,,,False,,,,,
01059,90,64.0,,52.0,68.0,,,,,,,156.0,41.5,,30.3,54.9,20.8,118.0,,,52.5,,,,,,-26.0,,-38.0,-22.0,,,,,,,66.0,-48.5,,-59.7,-35.1,-69.2,28.0,,,-37.5,,,,,,,False,True,,,,,,,False,False,,False,False,False,False,,,False,,,,,
01061,33,49.0,,39.0,67.0,,,,,,,85.0,56.5,,29.9,39.4,31.0,57.0,,,49.9,,,,,,16.0,,6.0,34.0,,,,,,,52.0,23.5,,-3.1,6.4,-2.0,24.0,,,16.9,,,,,,,True,False,,,,,,,False,False,,True,True,True,False,,,False,,,,,
01063,8,14.0,,11.0,14.0,,,,,,,21.0,13.9,,3.7,13.0,0.5,26.0,,,10.8,,,,,,6.0,,3.0,6.0,,,,,,,13.0,5.9,,-4.3,5.0,-7.5,18.0,,,2.8,,,,,,,True,False,,,,,,,False,True,,True,True,False,False,,,True,,,,,
01065,29,26.0,,19.0,31.0,,,,,,,52.0,22.1,,17.6,34.7,3.6,50.0,,,18.9,,,,,,-3.0,,-10.0,2.0,,,,,,,23.0,-6.9,,-11.4,5.7,-25.4,21.0,,,-10.1,,,,,,,False,True,,,,,,,False,False,,False,False,False,False,,,False,,,,,
01067,32,25.0,,22.0,35.0,,,,,,,28.0,19.7,,17.0,29.0,16.5,34.0,,,21.7,,,,,,-7.0,,-10.0,3.0,,,,,,,-4.0,-12.3,,-15.0,-3.0,-15.5,2.0,,,-10.3,,,,,,,False,True,,,,,,,True,False,,False,True,False,True,,,False,,,,,
01069,216,286.0,161.9,208.0,339.0,,,,,,,306.0,220.5,,175.1,190.7,221.9,265.0,,,302.0,,,,,,70.0,-54.1,-8.0,123.0,,,,,,,90.0,4.5,,-40.9,-25.3,5.9,49.0,,,86.0,,,,,,True,True,False,,,,,,,False,True,,True,True,True,True,,,False,,,,,
01071,145,92.0,132.2,102.0,64.0,,,,,,,119.0,162.7,,67.4,84.8,100.2,114.0,,,143.4,,,,,,-53.0,-12.8,-43.0,-81.0,,,,,,,-26.0,17.7,,-77.6,-60.2,-44.8,-31.0,,,-1.6,,,,,,True,True,False,,,,,,,True,True,,False,False,True,True,,,True,,,,,
01073,1370,1695.0,2210.0,1619.0,1590.0,,,,,,,2097.0,1981.4,,1603.7,1472.0,1648.5,2049.0,,,1753.6,1476.0,,,,,325.0,840.0,249.0,220.0,,,,,,,727.0,611.4,,233.7,102.0,278.5,679.0,,,383.6,106.0,,,,,False,True,True,,,,,,,False,False,,True,True,True,False,,,False,True,,,,
01075,30,45.0,,27.0,58.0,,,,,,,34.0,31.6,,15.8,23.8,26.8,41.0,,,39.2,,,,,,15.0,,-3.0,28.0,,,,,,,4.0,1.6,,-14.2,-6.2,-3.2,11.0,,,9.2,,,,,,,True,False,,,,,,,True,True,,True,True,True,True,,,True,,,,,
01077,144,154.0,116.1,138.0,160.0,,,,,,,234.0,212.4,,103.0,131.6,160.5,183.0,,,145.6,,,,,,10.0,-27.9,-6.0,16.0,,,,,,,90.0,68.4,,-41.0,-12.4,16.5,39.0,,,1.6,,,,,,False,True,False,,,,,,,False,False,,False,False,False,False,,,True,,,,,
01079,58,57.0,,50.0,71.0,,,,,,,58.0,71.4,,33.7,50.0,46.4,86.0,,,55.3,,,,,,-1.0,,-8.0,13.0,,,,,,,0.0,13.4,,-24.3,-8.0,-11.6,28.0,,,-2.7,,,,,,,False,False,,,,,,,True,False,,False,False,False,False,,,False,,,,,
01081,235,260.0,400.6,224.0,222.0,,,,,,,377.0,349.7,,182.2,224.3,305.7,340.0,,,208.5,223.0,,,,,25.0,165.6,-11.0,-13.0,,,,,,,142.0,114.7,,-52.8,-10.7,70.7,105.0,,,-26.5,-12.0,,,,,False,True,True,,,,,,,False,False,,False,True,False,False,,,False,True,,,,
01083,154,187.0,210.3,178.0,174.0,,,,,,,219.0,222.6,,107.6,134.4,207.7,195.0,,,189.7,,,,,,33.0,56.3,24.0,20.0,,,,,,,65.0,68.6,,-46.4,-19.6,53.7,41.0,,,35.7,,,,,,False,True,True,,,,,,,False,False,,False,True,False,False,,,False,,,,,
01085,17,19.0,,10.0,7.0,,,,,,,31.0,11.9,,4.1,17.3,0.9,49.0,,,15.1,,,,,,2.0,,-7.0,-10.0,,,,,,,14.0,-5.1,,-12.9,0.3,-16.1,32.0,,,-1.9,,,,,,,False,False,,,,,,,False,False,,False,True,False,False,,,True,,,,,
01087,20,36.0,,28.0,37.0,,,,,,,31.0,38.0,,13.8,28.2,19.9,43.0,,,38.3,,,,,,16.0,,8.0,17.0,,,,,,,11.0,18.0,,-6.2,8.2,-0.1,23.0,,,18.3,,,,,,,True,False,,,,,,,True,False,,True,True,True,False,,,False,,,,,
01089,675,819.0,856.6,824.0,654.0,,,,,,,818.0,1141.9,,824.2,735.9,879.1,952.0,,,1207.5,941.0,,,,,144.0,181.6,149.0,-21.0,,,,,,,143.0,466.9,,149.2,60.9,204.1,277.0,,,532.5,266.0,,,,,False,False,True,,,,,,,True,False,,False,True,False,False,,,False,False,,,,
01091,33,60.0,,55.0,68.0,,,,,,,84.0,35.9,,37.2,54.7,35.4,80.0,,,60.3,,,,,,27.0,,22.0,35.0,,,,,,,51.0,2.9,,4.2,21.7,2.4,47.0,,,27.3,,,,,,,True,False,,,,,,,False,True,,True,True,True,False,,,False,,,,,
01093,65,54.0,,60.0,65.0,,,,,,,81.0,66.0,,38.7,59.8,59.8,72.0,,,55.9,,,,,,-11.0,,-5.0,0.0,,,,,,,16.0,1.0,,-26.3,-5.2,-5.2,7.0,,,-9.1,,,,,,,True,True,,,,,,,False,True,,False,True,True,True,,,True,,,,,
01095,257,337.0,372.5,306.0,345.0,,,,,,,404.0,353.4,,295.8,283.3,239.3,428.0,,,298.1,,,,,,80.0,115.5,49.0,88.0,,,,,,,147.0,96.4,,38.8,26.3,-17.7,171.0,,,41.1,,,,,,False,True,False,,,,,,,False,False,,True,True,True,False,,,True,,,,,
01097,1370,1197.0,721.1,1121.0,1175.0,,,,,,,1451.0,972.1,,1229.1,1061.0,753.0,1555.0,,,1339.9,1121.0,,,,,-173.0,-648.9,-249.0,-195.0,,,,,,,81.0,-397.9,,-140.9,-309.0,-617.0,185.0,,,-30.1,-249.0,,,,,False,False,False,,,,,,,True,False,,True,False,False,False,,,True,False,,,,
01099,37,38.0,,48.0,50.0,,,,,,,75.0,66.6,,38.0,56.0,32.5,65.0,,,28.2,,,,,,1.0,,11.0,13.0,,,,,,,38.0,29.6,,1.0,19.0,-4.5,28.0,,,-8.8,,,,,,,False,False,,,,,,,False,False,,False,False,False,False,,,False,,,,,
01101,489,619.0,701.3,586.0,693.0,,,,,,,853.0,355.2,,439.6,506.7,387.7,816.0,,,622.1,586.0,,,,,130.0,212.3,97.0,204.0,,,,,,,364.0,-133.8,,-49.4,17.7,-101.3,327.0,,,133.1,97.0,,,,,False,True,False,,,,,,,False,False,,True,True,True,False,,,False,True,,,,
01103,242,292.0,298.1,259.0,262.0,,,,,,,371.0,337.0,,204.7,227.7,239.4,337.0,,,265.1,,,,,,50.0,56.1,17.0,20.0,,,,,,,129.0,95.0,,-37.3,-14.3,-2.6,95.0,,,23.1,,,,,,False,True,True,,,,,,,False,False,,True,True,True,False,,,True,,,,,
01105,42,65.0,,43.0,74.0,,,,,,,23.0,49.2,,39.6,52.5,14.3,72.0,,,60.3,,,,,,23.0,,1.0,32.0,,,,,,,-19.0,7.2,,-2.4,10.5,-27.7,30.0,,,18.3,,,,,,,True,False,,,,,,,True,True,,True,True,False,False,,,True,,,,,
01107,29,31.0,,28.0,28.0,,,,,,,53.0,40.5,,14.8,26.6,29.1,44.0,,,28.9,,,,,,2.0,,-1.0,-1.0,,,,,,,24.0,11.5,,-14.2,-2.4,0.1,15.0,,,-0.1,,,,,,,True,True,,,,,,,False,False,,False,False,True,False,,,True,,,,,
01109,60,51.0,,43.0,64.0,,,,,,,113.0,54.3,,39.4,64.7,32.3,87.0,,,42.8,,,,,,-9.0,,-17.0,4.0,,,,,,,53.0,-5.7,,-20.6,4.7,-27.7,27.0,,,-17.2,,,,,,,False,True,,,,,,,False,True,,False,True,False,False,,,False,,,,,
01111,29,57.0,,38.0,81.0,,,,,,,44.0,47.7,,13.7,35.3,37.7,53.0,,,57.6,,,,,,28.0,,9.0,52.0,,,,,,,15.0,18.7,,-15.3,6.3,8.7,24.0,,,28.6,,,,,,,True,False,,,,,,,True,True,,True,True,True,True,,,False,,,,,
01113,154,146.0,149.1,131.0,155.0,,,,,,,133.0,161.2,,108.3,127.3,111.9,177.0,,,134.6,,,,,,-8.0,-4.9,-23.0,1.0,,,,,,,-21.0,7.2,,-45.7,-26.7,-42.1,23.0,,,-19.4,,,,,,True,False,True,,,,,,,False,True,,False,False,False,False,,,False,,,,,
01115,211,195.0,136.9,168.0,166.0,,,,,,,165.0,274.5,,153.3,171.0,216.1,219.0,,,246.1,,,,,,-16.0,-74.1,-43.0,-45.0,,,,,,,-46.0,63.5,,-57.7,-40.0,5.1,8.0,,,35.1,,,,,,False,False,False,,,,,,,False,False,,False,False,True,True,,,False,,,,,
01117,359,447.0,458.5,478.0,388.0,,,,,,,512.0,595.4,,397.9,384.4,472.8,531.0,,,479.5,395.0,,,,,88.0,99.5,119.0,29.0,,,,,,,153.0,236.4,,38.9,25.4,113.8,172.0,,,120.5,36.0,,,,,False,False,True,,,,,,,False,False,,True,True,False,False,,,False,True,,,,
01119,23,23.0,,9.0,9.0,,,,,,,41.0,8.5,,5.9,19.2,0.6,37.0,,,18.9,,,,,,0.0,,-14.0,-14.0,,,,,,,18.0,-14.5,,-17.1,-3.8,-22.4,14.0,,,-4.1,,,,,,,False,False,,,,,,,False,False,,False,False,False,False,,,False,,,,,
01121,160,135.0,198.2,150.0,144.0,,,,,,,165.0,277.5,,119.9,131.4,145.7,166.0,,,151.7,,,,,,-25.0,38.2,-10.0,-16.0,,,,,,,5.0,117.5,,-40.1,-28.6,-14.3,6.0,,,-8.3,,,,,,False,True,True,,,,,,,True,False,,False,False,True,True,,,True,,,,,
01123,47,64.0,,60.0,70.0,,,,,,,99.0,59.3,,41.8,60.8,30.9,100.0,,,59.6,,,,,,17.0,,13.0,23.0,,,,,,,52.0,12.3,,-5.2,13.8,-16.1,53.0,,,12.6,,,,,,,True,False,,,,,,,False,True,,True,True,True,False,,,True,,,,,
01125,345,438.0,697.5,350.0,414.0,,,,,,,665.0,386.6,,344.7,349.2,342.9,544.0,,,423.9,316.0,,,,,93.0,352.5,5.0,69.0,,,,,,,320.0,41.6,,-0.3,4.2,-2.1,199.0,,,78.9,-29.0,,,,,False,True,True,,,,,,,False,True,,True,True,True,False,,,True,True,,,,
01127,94,130.0,281.8,111.0,124.0,,,,,,,222.0,160.1,,85.9,110.8,98.9,192.0,,,111.8,,,,,,36.0,187.8,17.0,30.0,,,,,,,128.0,66.1,,-8.1,16.8,4.9,98.0,,,17.8,,,,,,False,True,True,,,,,,,False,False,,True,True,True,False,,,True,,,,,
01129,35,71.0,,57.0,110.0,,,,,,,66.0,37.8,,39.7,57.1,22.0,78.0,,,72.3,,,,,,36.0,,22.0,75.0,,,,,,,31.0,2.8,,4.7,22.1,-13.0,43.0,,,37.3,,,,,,,True,False,,,,,,,True,True,,True,True,True,False,,,False,,,,,
01131,20,39.0,,19.0,17.0,,,,,,,26.0,16.7,,18.6,35.3,15.1,57.0,,,35.0,,,,,,19.0,,-1.0,-3.0,,,,,,,6.0,-3.3,,-1.4,15.3,-4.9,37.0,,,15.0,,,,,,,True,True,,,,,,,True,True,,True,True,True,False,,,True,,,,,
01133,48,37.0,,34.0,34.0,,,,,,,61.0,67.1,,18.4,31.0,40.3,54.0,,,34.1,,,,,,-11.0,,-14.0,-14.0,,,,,,,13.0,19.1,,-29.6,-17.0,-7.7,6.0,,,-13.9,,,,,,,False,False,,,,,,,False,False,,False,False,True,True,,,False,,,,,
02013,0,1.0,,0.0,0.0,,,,,,,,1.2,,,0.0,,0.0,,,,,,,,,1.0,,0.0,0.0,,,,,,,,1.2,,,0.0,,0.0,,,,,,,,,,True,True,,,,,,,,False,,,True,,True,,,,,,,,
02016,4,1.0,,1.0,0.0,,,,,,,,3.1,,,1.2,,,,,0.8,,,,,,-3.0,,-3.0,-4.0,,,,,,,,-0.9,,,-2.8,,,,,-3.2,,,,,,,False,False,,,,,,,,True,,,True,,,,,False,,,,,
02020,589,310.0,254.1,345.0,366.0,,,,,,,,488.0,,552.8,515.9,277.9,463.0,,,335.0,522.0,,,,,-279.0,-334.9,-244.0,-223.0,,,,,,,,-101.0,,-36.2,-73.1,-311.1,-126.0,,,-254.0,-67.0,,,,,False,True,True,,,,,,,,True,,True,True,False,True,,,True,True,,,,
02050,2,2.0,,0.0,0.0,,,,,,,,2.0,,1.4,0.7,,3.0,,,,,,,,,0.0,,-2.0,-2.0,,,,,,,,-0.0,,-0.6,-1.3,,1.0,,,,,,,,,,False,False,,,,,,,,False,,False,False,,False,,,,,,,,
02060,0,1.0,,0.0,0.0,,,,,,,,0.0,,0.3,0.0,,0.0,,,0.8,,,,,,1.0,,0.0,0.0,,,,,,,,0.0,,0.3,0.0,,0.0,,,0.8,,,,,,,True,True,,,,,,,,True,,True,True,,True,,,True,,,,,
02068,0,1.0,,0.0,0.0,,,,,,,,0.8,,,0.0,,0.0,,,,,,,,,1.0,,0.0,0.0,,,,,,,,0.8,,,0.0,,0.0,,,,,,,,,,True,True,,,,,,,,True,,,True,,True,,,,,,,,
02070,0,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,0.0,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,True,True,,,,,,,,True,,False,False,,True,,,True,,,,,
02090,45,58.0,61.1,59.0,,,,,,,,,80.0,,53.3,63.3,61.7,75.0,,,66.4,,,,,,13.0,16.1,14.0,,,,,,,,,35.0,,8.3,18.3,16.7,30.0,,,21.4,,,,,,False,False,,,,,,,,,False,,True,False,False,False,,,False,,,,,
02100,0,1.0,,0.0,0.0,,,,,,,,2.2,,,0.0,,0.0,,,0.8,,,,,,1.0,,0.0,0.0,,,,,,,,2.2,,,0.0,,0.0,,,0.8,,,,,,,True,True,,,,,,,,False,,,True,,True,,,True,,,,,
02105,0,0.0,,0.0,0.0,,,,,,,,1.3,,,0.0,,0.0,,,,,,,,,0.0,,0.0,0.0,,,,,,,,1.3,,,0.0,,0.0,,,,,,,,,,True,True,,,,,,,,False,,,False,,True,,,,,,,,
02110,14,15.0,,10.0,10.0,,,,,,,,26.7,,13.0,9.6,,16.0,,,13.6,,,,,,1.0,,-4.0,-4.0,,,,,,,,12.7,,-1.0,-4.4,,2.0,,,-0.4,,,,,,,False,False,,,,,,,,False,,False,False,,False,,,True,,,,,
