,predicted_cases,actual_cases,error,perc_error
Covid19Sim-Simulator,1815041.4,1775939,39102.4,2.2%
IowaStateLW-STEM,1700192.0,1775939,-75747.0,-4.3%
USC-SI_kJalpha,2032155.9,1775939,256216.9,14.4%
UCLA-SuEIR,1448186.9,1775939,-327752.1,-18.5%
Columbia_UNC-SurvCon,2140141.0,1775939,364202.0,20.5%
JHU_IDD-CovidSP,1346444.9,1775939,-429494.1,-24.2%
COVIDhub-baseline,1316708.0,1775939,-459231.0,-25.9%
CovidAnalytics-DELPHI,1238902.0,1775939,-537037.0,-30.2%
USACE-ERDC_SEIR,1229480.3,1775939,-546458.7,-30.8%
UMich-RidgeTfReg,1176563.1,1775939,-599375.9,-33.7%
LANL-GrowthRate,1031227.7,1775939,-744711.3,-41.9%
RobertWalraven-ESG,108281.8,1775939,-1667657.2,-93.9%
CovidActNow-SEIR_CAN,,1775939,,
