,count,mean,median,std,min,25%,75%,max
LNQ-ens1,50,4105.4,1320.6,8059.0,16.9,350.2,3449.4,45336.6
COVIDhub-baseline,51,4357.4,1880.0,5911.5,3.0,780.0,5595.0,32140.0
UCLA-SuEIR,51,5249.9,1682.8,11265.7,1.2,700.9,4297.6,61038.9
USACE-ERDC_SEIR,51,7318.2,4865.8,7819.0,45.8,1511.9,11567.9,40860.6
USC-SI_kJalpha,51,8349.9,3131.7,18642.2,23.4,1174.5,8406.2,123677.4
CovidAnalytics-DELPHI,51,9152.2,7480.0,10031.0,50.0,1815.0,12501.5,51482.0
IowaStateLW-STEM,49,9861.2,3373.0,21006.9,27.0,882.0,6310.5,128325.0
LANL-GrowthRate,51,10246.5,4019.3,21701.0,7.5,1131.5,8696.7,126085.2
Covid19Sim-Simulator,51,10651.2,3289.0,27628.9,2.4,956.0,5236.4,165064.1
JHU_IDD-CovidSP,51,10729.8,3208.5,24007.6,44.3,802.8,10714.6,147462.1
OliverWyman-Navigator,51,13858.8,2586.0,34234.6,25.0,642.5,7757.5,151617.0
RobertWalraven-ESG,51,14024.3,3877.3,29994.3,30.0,1360.3,9393.5,152806.9
