,mean_rank
LNQ-ens1,4.1
COVIDhub-baseline,4.2
COVIDhub-ensemble,4.3
IowaStateLW-STEM,4.7
JHU_IDD-CovidSP,4.8
OliverWyman-Navigator,5.1
LANL-GrowthRate,5.6
CU-select,6.0
USC-SI_kJalpha,6.3
