,predicted_cases,actual_cases,error,perc_error
UMich-RidgeTfReg,1382145.1,1370743,11402.1,0.8%
UCLA-SuEIR,1397986.1,1370743,27243.1,2.0%
Columbia_UNC-SurvCon,1328045.0,1370743,-42698.0,-3.1%
LNQ-ens1,1454824.5,1370743,84081.5,6.1%
IowaStateLW-STEM,1481967.0,1370743,111224.0,8.1%
RobertWalraven-ESG,1228302.1,1370743,-142440.9,-10.4%
Covid19Sim-Simulator,1526517.9,1370743,155774.9,11.4%
COVIDhub-baseline,1214052.0,1370743,-156691.0,-11.4%
QJHong-Encounter,1602629.7,1370743,231886.7,16.9%
USC-SI_kJalpha,1609149.2,1370743,238406.2,17.4%
USACE-ERDC_SEIR,1088550.8,1370743,-282192.2,-20.6%
CovidAnalytics-DELPHI,990740.0,1370743,-380003.0,-27.7%
JHU_IDD-CovidSP,984822.1,1370743,-385920.9,-28.2%
LANL-GrowthRate,955073.4,1370743,-415669.6,-30.3%
OliverWyman-Navigator,2040356.0,1370743,669613.0,48.9%
