,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
30077,361,14.0,,,,,28.0,,,,0.0,,,146.0,-347.0,,,,,-333.0,,,,-361.0,,,-215.0,,,,,True,,,,False,,,True
30079,43,7.0,,,,,7.0,,,,0.2,,,0.0,-36.0,,,,,-36.0,,,,-42.8,,,-43.0,,,,,False,,,,False,,,False
30081,634,98.0,,,,,324.0,,76.2,122.6,25.5,66.2,,233.0,-536.0,,,,,-310.0,,-557.8,-511.4,-608.5,-567.8,,-401.0,,,,,True,,False,True,False,False,,True
30083,394,35.0,,,,,748.0,,43.1,,11.8,23.7,,53.0,-359.0,,,,,354.0,,-350.9,,-382.2,-370.3,,-341.0,,,,,True,,True,,False,False,,True
30085,810,1323.0,,,,,572.0,,1009.6,1.5,299.9,,,131.0,513.0,,,,,-238.0,,199.6,-808.5,-510.1,,,-679.0,,,,,True,,True,False,True,,,False
30087,287,518.0,,,,,119.0,,120.2,0.0,42.5,,,0.0,231.0,,,,,-168.0,,-166.8,-287.0,-244.5,,,-287.0,,,,,True,,True,False,False,,,False
30089,113,14.0,,,,,0.0,,,,0.1,,,69.0,-99.0,,,,,-113.0,,,,-112.9,,,-44.0,,,,,False,,,,False,,,True
30091,187,28.0,,,,,126.0,,,,2.4,,,50.0,-159.0,,,,,-61.0,,,,-184.6,,,-137.0,,,,,True,,,,False,,,True
30093,870,322.0,,,,,147.0,,55.9,330.7,11.7,92.0,,236.0,-548.0,,,,,-723.0,,-814.1,-539.3,-858.3,-778.0,,-634.0,,,,,False,,False,True,False,False,,False
30095,263,126.0,,,,,71.0,,29.2,,14.1,,,205.0,-137.0,,,,,-192.0,,-233.8,,-248.8,,,-58.0,,,,,False,,False,,False,,,True
30097,134,42.0,,,,,9.0,,,,0.8,,,63.0,-92.0,,,,,-125.0,,,,-133.2,,,-71.0,,,,,False,,,,False,,,True
30099,111,7.0,,,,,0.0,,,,1.4,,,2.0,-104.0,,,,,-111.0,,,,-109.6,,,-109.0,,,,,False,,,,False,,,False
30101,491,42.0,,,,,3.0,,11.8,,8.2,36.0,,53.0,-449.0,,,,,-488.0,,-479.2,,-482.8,-455.0,,-438.0,,,,,False,,False,,False,False,,True
30103,25,0.0,,,,,14.0,,,,0.0,,,0.0,-25.0,,,,,-11.0,,,,-25.0,,,-25.0,,,,,True,,,,False,,,False
30105,405,175.0,,,,,688.0,,,,9.5,,,176.0,-230.0,,,,,283.0,,,,-395.5,,,-229.0,,,,,False,,,,False,,,True
30107,65,56.0,,,,,16.0,,1.1,,35.5,,,45.0,-9.0,,,,,-49.0,,-63.9,,-29.5,,,-20.0,,,,,False,,False,,False,,,False
30109,49,0.0,,,,,0.0,,,,0.0,,,19.0,-49.0,,,,,-49.0,,,,-49.0,,,-30.0,,,,,False,,,,False,,,True
30111,5697,2268.0,,,,,4258.0,,3760.9,1494.8,1963.5,701.3,,1135.0,-3429.0,,,,,-1439.0,,-1936.1,-4202.2,-3733.5,-4995.7,,-4562.0,,,,,True,,True,False,False,False,,False
31001,680,259.0,,,,,158.0,,75.3,378.1,171.8,168.0,,218.0,-421.0,,,,,-522.0,,-604.7,-301.9,-508.2,-512.0,,-462.0,,,,,False,,False,True,False,False,,False
31003,182,105.0,,,,,56.0,,6.3,,11.3,76.0,,75.0,-77.0,,,,,-126.0,,-175.7,,-170.7,-106.0,,-107.0,,,,,False,,False,,False,False,,False
31005,13,0.0,,,,,14.0,,,,0.0,,,0.0,-13.0,,,,,1.0,,,,-13.0,,,-13.0,,,,,True,,,,False,,,False
31007,5,0.0,,,,,21.0,,,,0.0,,,0.0,-5.0,,,,,16.0,,,,-5.0,,,-5.0,,,,,False,,,,False,,,False
31009,10,7.0,,,,,14.0,,,,0.0,,,0.0,-3.0,,,,,4.0,,,,-10.0,,,-10.0,,,,,False,,,,False,,,False
31011,161,105.0,,,,,26.0,,11.2,,89.6,,,59.0,-56.0,,,,,-135.0,,-149.8,,-71.4,,,-102.0,,,,,False,,False,,False,,,False
31013,316,175.0,,,,,85.0,,16.4,,25.4,,,242.0,-141.0,,,,,-231.0,,-299.6,,-290.6,,,-74.0,,,,,False,,False,,False,,,True
31015,71,35.0,,,,,29.0,,3.9,,19.2,,,46.0,-36.0,,,,,-42.0,,-67.1,,-51.8,,,-25.0,,,,,False,,False,,False,,,True
31017,92,119.0,,,,,25.0,,,,0.0,,,52.0,27.0,,,,,-67.0,,,,-92.0,,,-40.0,,,,,False,,,,False,,,False
31019,1751,651.0,,,,,259.0,,183.8,879.9,635.6,525.6,,512.0,-1100.0,,,,,-1492.0,,-1567.2,-871.1,-1115.4,-1225.4,,-1239.0,,,,,False,,False,True,False,False,,False
31021,218,7.0,,,,,52.0,,16.2,,7.8,28.7,,3.0,-211.0,,,,,-166.0,,-201.8,,-210.2,-189.3,,-215.0,,,,,True,,True,,True,True,,False
31023,292,49.0,,,,,44.0,,8.8,66.3,110.0,61.1,,52.0,-243.0,,,,,-248.0,,-283.2,-225.7,-182.0,-230.9,,-240.0,,,,,False,,False,True,True,True,,True
31025,499,175.0,,,,,88.0,,26.1,196.1,22.3,230.0,,206.0,-324.0,,,,,-411.0,,-472.9,-302.9,-476.7,-269.0,,-293.0,,,,,False,,False,True,False,True,,True
31027,157,70.0,,,,,84.0,,20.2,,3.1,73.2,,7.0,-87.0,,,,,-73.0,,-136.8,,-153.9,-83.8,,-150.0,,,,,True,,False,,False,True,,False
31029,205,21.0,,,,,33.0,,1.5,,16.0,,,52.0,-184.0,,,,,-172.0,,-203.5,,-189.0,,,-153.0,,,,,True,,False,,False,,,True
31031,87,35.0,,,,,145.0,,5.2,,1.0,,,27.0,-52.0,,,,,58.0,,-81.8,,-86.0,,,-60.0,,,,,False,,False,,False,,,False
31033,297,0.0,,,,,55.0,,4.6,,3.3,8.5,,6.0,-297.0,,,,,-242.0,,-292.4,,-293.7,-288.5,,-291.0,,,,,True,,True,,True,True,,True
31035,205,42.0,,,,,30.0,,7.9,,0.2,31.6,,86.0,-163.0,,,,,-175.0,,-197.1,,-204.8,-173.4,,-119.0,,,,,False,,False,,False,False,,True
31037,358,161.0,,,,,261.0,,24.2,11.8,64.8,53.8,,0.0,-197.0,,,,,-97.0,,-333.8,-346.2,-293.2,-304.2,,-358.0,,,,,True,,False,False,False,False,,False
31039,311,168.0,,,,,108.0,,45.7,89.1,58.3,90.8,,134.0,-143.0,,,,,-203.0,,-265.3,-221.9,-252.7,-220.2,,-177.0,,,,,False,,False,False,False,False,,False
31041,251,28.0,,,,,63.0,,5.9,,2.8,25.3,,39.0,-223.0,,,,,-188.0,,-245.1,,-248.2,-225.7,,-212.0,,,,,True,,False,,False,False,,True
31043,634,476.0,,,,,192.0,,74.0,45.9,316.4,165.6,,906.0,-158.0,,,,,-442.0,,-560.0,-588.1,-317.6,-468.4,,272.0,,,,,False,,False,False,False,False,,False
31045,255,63.0,,,,,109.0,,7.6,0.0,0.8,,,7.0,-192.0,,,,,-146.0,,-247.4,-255.0,-254.2,,,-248.0,,,,,True,,False,False,False,,,False
31047,595,84.0,,,,,163.0,,22.7,17.7,51.8,94.7,,22.0,-511.0,,,,,-432.0,,-572.3,-577.3,-543.2,-500.3,,-573.0,,,,,True,,False,False,False,True,,False
31049,24,0.0,,,,,21.0,,,,0.0,,,0.0,-24.0,,,,,-3.0,,,,-24.0,,,-24.0,,,,,True,,,,False,,,False
31051,179,35.0,,,,,50.0,,27.6,,15.2,9.9,,18.0,-144.0,,,,,-129.0,,-151.4,,-163.8,-169.1,,-161.0,,,,,True,,False,,False,False,,False
31053,1143,644.0,,,,,321.0,,193.7,444.5,337.3,416.5,,291.0,-499.0,,,,,-822.0,,-949.3,-698.5,-805.7,-726.5,,-852.0,,,,,False,,False,False,False,False,,False
31055,14688,5201.0,,,,,4370.0,,2155.9,276.0,2812.4,4303.3,,2687.0,-9487.0,,,,,-10318.0,,-12532.1,-14412.0,-11875.6,-10384.7,,-12001.0,,,,,False,,False,False,False,False,,False
31057,36,0.0,,,,,25.0,,,,0.2,,,2.0,-36.0,,,,,-11.0,,,,-35.8,,,-34.0,,,,,True,,,,True,,,True
31059,200,28.0,,,,,21.0,,14.3,,3.2,37.6,,12.0,-172.0,,,,,-179.0,,-185.7,,-196.8,-162.4,,-188.0,,,,,False,,False,,False,True,,False
31061,112,42.0,,,,,22.0,,1.1,,6.1,,,71.0,-70.0,,,,,-90.0,,-110.9,,-106.0,,,-41.0,,,,,False,,False,,False,,,True
31063,70,0.0,,,,,14.0,,1.2,,2.1,,,2.0,-70.0,,,,,-56.0,,-68.8,,-67.9,,,-68.0,,,,,True,,True,,True,,,True
31065,148,42.0,,,,,33.0,,2.8,,12.8,,,45.0,-106.0,,,,,-115.0,,-145.2,,-135.2,,,-103.0,,,,,False,,False,,False,,,True
31067,731,315.0,,,,,85.0,,106.9,232.3,265.1,283.0,,324.0,-416.0,,,,,-646.0,,-624.1,-498.7,-465.9,-448.0,,-407.0,,,,,False,,False,False,False,False,,True
31069,56,7.0,,,,,27.0,,0.6,,0.2,,,14.0,-49.0,,,,,-29.0,,-55.4,,-55.8,,,-42.0,,,,,True,,False,,False,,,True
31071,56,28.0,,,,,17.0,,1.3,,22.7,,,56.0,-28.0,,,,,-39.0,,-54.7,,-33.3,,,0.0,,,,,False,,False,,False,,,True
31073,56,14.0,,,,,20.0,,3.3,,6.6,13.4,,5.0,-42.0,,,,,-36.0,,-52.7,,-49.4,-42.6,,-51.0,,,,,True,,False,,False,False,,False
31075,11,0.0,,,,,18.0,,,,0.0,,,1.0,-11.0,,,,,7.0,,,,-11.0,,,-10.0,,,,,True,,,,False,,,True
31077,60,35.0,,,,,15.0,,1.9,,15.8,,,22.0,-25.0,,,,,-45.0,,-58.1,,-44.2,,,-38.0,,,,,False,,False,,False,,,False
31079,1517,343.0,,,,,513.0,,87.9,70.2,304.8,309.5,,238.0,-1174.0,,,,,-1004.0,,-1429.1,-1446.8,-1212.2,-1207.5,,-1279.0,,,,,True,,False,False,False,False,,False
31081,247,63.0,,,,,29.0,,6.6,67.1,8.9,21.3,,122.0,-184.0,,,,,-218.0,,-240.4,-179.9,-238.1,-225.7,,-125.0,,,,,False,,False,True,False,False,,True
31083,82,56.0,,,,,28.0,,2.0,,37.4,,,58.0,-26.0,,,,,-54.0,,-80.0,,-44.6,,,-24.0,,,,,False,,False,,False,,,True
31085,32,0.0,,,,,15.0,,,,0.0,,,,-32.0,,,,,-17.0,,,,-32.0,,,,,,,,True,,,,False,,,
31087,76,0.0,,,,,21.0,,0.1,,0.0,,,1.0,-76.0,,,,,-55.0,,-75.9,,-76.0,,,-75.0,,,,,True,,True,,False,,,True
31089,380,168.0,,,,,95.0,,24.9,,34.6,,,157.0,-212.0,,,,,-285.0,,-355.1,,-345.4,,,-223.0,,,,,False,,False,,False,,,False
31091,32,0.0,,,,,19.0,,,,0.0,,,0.0,-32.0,,,,,-13.0,,,,-32.0,,,-32.0,,,,,True,,,,False,,,False
31093,151,49.0,,,,,26.0,,7.8,,12.5,32.6,,73.0,-102.0,,,,,-125.0,,-143.2,,-138.5,-118.4,,-78.0,,,,,False,,False,,False,False,,True
31095,203,0.0,,,,,37.0,,5.1,,49.5,,,3.0,-203.0,,,,,-166.0,,-197.9,,-153.5,,,-200.0,,,,,True,,True,,True,,,True
31097,190,63.0,,,,,36.0,,8.1,,79.0,,,64.0,-127.0,,,,,-154.0,,-181.9,,-111.0,,,-126.0,,,,,False,,False,,True,,,True
31099,238,21.0,,,,,27.0,,1.3,0.0,7.3,34.2,,17.0,-217.0,,,,,-211.0,,-236.7,-238.0,-230.7,-203.8,,-221.0,,,,,True,,False,False,False,True,,False
31101,151,28.0,,,,,48.0,,7.3,,0.0,,,79.0,-123.0,,,,,-103.0,,-143.7,,-151.0,,,-72.0,,,,,True,,False,,False,,,True
31103,12,7.0,,,,,22.0,,,,0.0,,,4.0,-5.0,,,,,10.0,,,,-12.0,,,-8.0,,,,,False,,,,False,,,False
31105,95,0.0,,,,,30.0,,0.5,,0.0,0.0,,0.0,-95.0,,,,,-65.0,,-94.5,,-95.0,-95.0,,-95.0,,,,,True,,True,,False,True,,False
31107,192,217.0,,,,,46.0,,95.1,1.2,13.6,209.6,,96.0,25.0,,,,,-146.0,,-96.9,-190.8,-178.4,17.6,,-96.0,,,,,False,,False,False,False,True,,False
31109,6327,3969.0,,,,,2516.0,,2679.4,4035.7,1764.0,4285.1,,2176.0,-2358.0,,,,,-3811.0,,-3647.6,-2291.3,-4562.9,-2041.9,,-4151.0,,,,,False,,False,True,False,True,,False
31111,1356,91.0,,,,,268.0,,11.5,352.2,13.9,44.5,,42.0,-1265.0,,,,,-1088.0,,-1344.5,-1003.8,-1342.1,-1311.5,,-1314.0,,,,,True,,False,True,False,False,,False
31113,20,0.0,,,,,14.0,,,,0.0,,,0.0,-20.0,,,,,-6.0,,,,-20.0,,,-20.0,,,,,True,,,,False,,,False
31115,12,0.0,,,,,14.0,,,,0.0,,,2.0,-12.0,,,,,2.0,,,,-12.0,,,-10.0,,,,,True,,,,False,,,True
31117,8,0.0,,,,,13.0,,,,0.0,,,0.0,-8.0,,,,,5.0,,,,-8.0,,,-8.0,,,,,True,,,,False,,,False
31119,1438,343.0,,,,,442.0,,73.7,10.3,69.1,427.8,,109.0,-1095.0,,,,,-996.0,,-1364.3,-1427.7,-1368.9,-1010.2,,-1329.0,,,,,True,,False,False,False,True,,False
31121,231,0.0,,,,,32.0,,6.1,,0.6,7.6,,2.0,-231.0,,,,,-199.0,,-224.9,,-230.4,-223.4,,-229.0,,,,,True,,True,,True,True,,True
31123,131,21.0,,,,,39.0,,29.8,,15.1,8.6,,16.0,-110.0,,,,,-92.0,,-101.2,,-115.9,-122.4,,-115.0,,,,,True,,True,,False,False,,False
31125,140,161.0,,,,,34.0,,5.3,,31.5,,,122.0,21.0,,,,,-106.0,,-134.7,,-108.5,,,-18.0,,,,,False,,False,,False,,,True
31127,124,56.0,,,,,27.0,,5.2,0.0,5.8,,,40.0,-68.0,,,,,-97.0,,-118.8,-124.0,-118.2,,,-84.0,,,,,False,,False,False,False,,,False
31129,139,21.0,,,,,20.0,,0.7,,3.2,,,75.0,-118.0,,,,,-119.0,,-138.3,,-135.8,,,-64.0,,,,,False,,False,,False,,,True
31131,407,105.0,,,,,80.0,,24.7,48.1,27.9,148.1,,137.0,-302.0,,,,,-327.0,,-382.3,-358.9,-379.1,-258.9,,-270.0,,,,,False,,False,False,False,True,,True
31133,35,28.0,,,,,21.0,,,,15.0,,,67.0,-7.0,,,,,-14.0,,,,-20.0,,,32.0,,,,,False,,,,False,,,False
31135,72,0.0,,,,,20.0,,,,3.4,,,0.0,-72.0,,,,,-52.0,,,,-68.6,,,-72.0,,,,,True,,,,True,,,False
31137,318,35.0,,,,,35.0,,1.3,49.2,8.6,32.0,,19.0,-283.0,,,,,-283.0,,-316.7,-268.8,-309.4,-286.0,,-299.0,,,,,False,,False,True,False,False,,False
31139,229,35.0,,,,,35.0,,4.2,0.2,8.7,,,17.0,-194.0,,,,,-194.0,,-224.8,-228.8,-220.3,,,-212.0,,,,,False,,False,False,False,,,False
31141,1399,462.0,,,,,275.0,,165.2,54.8,458.9,254.4,,318.0,-937.0,,,,,-1124.0,,-1233.8,-1344.2,-940.1,-1144.6,,-1081.0,,,,,False,,False,False,False,False,,False
31143,208,56.0,,,,,35.0,,6.7,,11.1,42.1,,39.0,-152.0,,,,,-173.0,,-201.3,,-196.9,-165.9,,-169.0,,,,,False,,False,,False,False,,False
31145,380,56.0,,,,,38.0,,2.7,,6.6,,,152.0,-324.0,,,,,-342.0,,-377.3,,-373.4,,,-228.0,,,,,False,,False,,False,,,True
31147,172,21.0,,,,,27.0,,17.0,,10.5,,,6.0,-151.0,,,,,-145.0,,-155.0,,-161.5,,,-166.0,,,,,True,,False,,False,,,False
31149,30,35.0,,,,,34.0,,,,4.3,,,6.0,5.0,,,,,4.0,,,,-25.7,,,-24.0,,,,,True,,,,False,,,False
31151,482,294.0,,,,,187.0,,53.3,8.0,84.8,157.2,,0.0,-188.0,,,,,-295.0,,-428.7,-474.0,-397.2,-324.8,,-482.0,,,,,False,,False,False,False,False,,False
31153,4964,1694.0,,,,,873.0,,1233.6,1826.1,772.2,1215.0,,965.0,-3270.0,,,,,-4091.0,,-3730.4,-3137.9,-4191.8,-3749.0,,-3999.0,,,,,False,,False,True,False,False,,False
31155,507,455.0,,,,,120.0,,290.0,306.3,46.4,578.0,,155.0,-52.0,,,,,-387.0,,-217.0,-200.7,-460.6,71.0,,-352.0,,,,,False,,False,False,False,False,,False
31157,1834,63.0,,,,,261.0,,7.9,192.7,43.4,46.7,,52.0,-1771.0,,,,,-1573.0,,-1826.1,-1641.3,-1790.6,-1787.3,,-1782.0,,,,,True,,False,True,False,False,,False
31159,411,203.0,,,,,116.0,,26.7,219.2,31.1,77.8,,125.0,-208.0,,,,,-295.0,,-384.3,-191.8,-379.9,-333.2,,-286.0,,,,,False,,False,True,False,False,,False
31161,161,7.0,,,,,29.0,,,,0.4,,,6.0,-154.0,,,,,-132.0,,,,-160.6,,,-155.0,,,,,True,,,,False,,,False
31163,71,7.0,,,,,21.0,,1.1,,4.7,,,24.0,-64.0,,,,,-50.0,,-69.9,,-66.3,,,-47.0,,,,,True,,False,,False,,,True
31165,7,0.0,,,,,29.0,,,,0.0,,,0.0,-7.0,,,,,22.0,,,,-7.0,,,-7.0,,,,,False,,,,False,,,False
31167,99,0.0,,,,,44.0,,2.5,,0.8,6.0,,1.0,-99.0,,,,,-55.0,,-96.5,,-98.2,-93.0,,-98.0,,,,,True,,True,,True,True,,True
31169,124,14.0,,,,,21.0,,1.7,,9.5,,,150.0,-110.0,,,,,-103.0,,-122.3,,-114.5,,,26.0,,,,,True,,False,,False,,,True
31171,24,0.0,,,,,25.0,,0.1,,0.0,,,0.0,-24.0,,,,,1.0,,-23.9,,-24.0,,,-24.0,,,,,True,,True,,False,,,False
31173,196,91.0,,,,,38.0,,7.9,0.0,32.8,37.6,,44.0,-105.0,,,,,-158.0,,-188.1,-196.0,-163.2,-158.4,,-152.0,,,,,False,,False,False,False,False,,False
31175,90,56.0,,,,,29.0,,8.2,,100.9,,,87.0,-34.0,,,,,-61.0,,-81.8,,10.9,,,-3.0,,,,,False,,False,,True,,,True
31177,594,147.0,,,,,119.0,,83.2,286.2,37.0,189.1,,146.0,-447.0,,,,,-475.0,,-510.8,-307.8,-557.0,-404.9,,-448.0,,,,,False,,False,True,False,True,,False
31179,449,189.0,,,,,94.0,,90.2,0.0,78.7,102.1,,123.0,-260.0,,,,,-355.0,,-358.8,-449.0,-370.3,-346.9,,-326.0,,,,,False,,False,False,False,False,,False
31181,138,7.0,,,,,30.0,,0.8,,3.7,,,10.0,-131.0,,,,,-108.0,,-137.2,,-134.3,,,-128.0,,,,,True,,False,,False,,,True
31183,6,0.0,,,,,13.0,,,,0.0,,,0.0,-6.0,,,,,7.0,,,,-6.0,,,-6.0,,,,,False,,,,False,,,False
31185,642,119.0,,,,,75.0,,22.6,145.0,24.8,90.6,,127.0,-523.0,,,,,-567.0,,-619.4,-497.0,-617.2,-551.4,,-515.0,,,,,False,,False,True,False,False,,True
32001,387,28.0,,,,,18.0,,9.2,89.6,18.2,31.2,,10.0,-359.0,,,,,-369.0,,-377.8,-297.4,-368.8,-355.8,,-377.0,,,,,False,,False,True,False,True,,False
32003,28631,14924.0,,,,,6143.0,,14308.3,2122.4,3731.5,8881.3,,12408.0,-13707.0,,,,,-22488.0,,-14322.7,-26508.6,-24899.5,-19749.7,,-16223.0,,,,,False,,False,False,False,False,,False
32005,175,84.0,,,,,28.0,,11.2,158.0,30.0,63.8,,167.0,-91.0,,,,,-147.0,,-163.8,-17.0,-145.0,-111.2,,-8.0,,,,,False,,False,True,False,False,,True
32007,1044,315.0,,,,,92.0,,124.6,288.5,116.1,274.7,,350.0,-729.0,,,,,-952.0,,-919.4,-755.5,-927.9,-769.3,,-694.0,,,,,False,,False,False,False,False,,True
32009,1,0.0,,,,,0.0,,,,0.0,,,,-1.0,,,,,-1.0,,,,-1.0,,,,,,,,False,,,,False,,,
32011,11,0.0,,,,,0.0,,,,2.1,,,0.0,-11.0,,,,,-11.0,,,,-8.9,,,-11.0,,,,,False,,,,True,,,False
32013,93,21.0,,,,,54.0,,5.6,33.9,17.0,14.0,,194.0,-72.0,,,,,-39.0,,-87.4,-59.1,-76.0,-79.0,,101.0,,,,,True,,False,True,False,False,,False
32015,66,0.0,,,,,1.0,,3.1,,1.3,4.6,,0.0,-66.0,,,,,-65.0,,-62.9,,-64.7,-61.4,,-66.0,,,,,True,,True,,True,True,,False
32017,106,0.0,,,,,0.0,,0.0,,0.0,,,0.0,-106.0,,,,,-106.0,,-106.0,,-106.0,,,-106.0,,,,,False,,True,,False,,,False
32019,276,189.0,,,,,57.0,,24.2,329.2,96.8,168.6,,133.0,-87.0,,,,,-219.0,,-251.8,53.2,-179.2,-107.4,,-143.0,,,,,False,,False,True,False,False,,False
32021,18,0.0,,,,,0.0,,0.1,,0.0,,,0.0,-18.0,,,,,-18.0,,-17.9,,-18.0,,,-18.0,,,,,False,,True,,True,,,False
32023,511,77.0,,,,,18.0,,17.1,174.8,23.1,38.3,,179.0,-434.0,,,,,-493.0,,-493.9,-336.2,-487.9,-472.7,,-332.0,,,,,False,,False,True,False,False,,True
32027,19,0.0,,,,,8.0,,0.5,,0.0,,,0.0,-19.0,,,,,-11.0,,-18.5,,-19.0,,,-19.0,,,,,True,,True,,True,,,False
32029,15,7.0,,,,,0.0,,0.1,,2.5,,,128.0,-8.0,,,,,-15.0,,-14.9,,-12.4,,,113.0,,,,,False,,False,,False,,,False
32031,8671,4753.0,,,,,1765.0,,4050.4,2779.9,4513.7,3565.5,,3333.0,-3918.0,,,,,-6906.0,,-4620.6,-5891.1,-4157.3,-5105.5,,-5338.0,,,,,False,,False,False,False,False,,False
32033,143,63.0,,,,,2.0,,1.6,,3.1,,,95.0,-80.0,,,,,-141.0,,-141.4,,-139.9,,,-48.0,,,,,False,,False,,False,,,True
32510,500,91.0,,,,,61.0,,17.7,513.6,58.6,61.9,,38.0,-409.0,,,,,-439.0,,-482.3,13.6,-441.4,-438.1,,-462.0,,,,,False,,False,True,False,False,,False
33001,228,28.0,,,,,98.0,,0.6,253.6,2.0,22.2,,58.0,-200.0,,,,,-130.0,,-227.4,25.6,-226.0,-205.8,,-170.0,,,,,True,,False,True,False,False,,True
33003,106,28.0,,,,,90.0,,2.5,238.8,2.0,20.8,,22.0,-78.0,,,,,-16.0,,-103.5,132.8,-104.0,-85.2,,-84.0,,,,,True,,False,False,False,False,,False
33005,176,7.0,,,,,0.0,,6.9,210.2,0.6,22.2,,6.0,-169.0,,,,,-176.0,,-169.1,34.2,-175.4,-153.8,,-170.0,,,,,False,,False,True,False,True,,False
33007,202,7.0,,,,,160.0,,0.3,,1.2,,,4.0,-195.0,,,,,-42.0,,-201.7,,-200.8,,,-198.0,,,,,True,,False,,False,,,False
33009,247,42.0,,,,,259.0,,5.3,248.3,15.5,32.2,,37.0,-205.0,,,,,12.0,,-241.7,1.3,-231.5,-214.8,,-210.0,,,,,True,,False,True,False,False,,False
33011,2203,539.0,,,,,225.0,,193.7,979.6,262.1,347.9,,255.0,-1664.0,,,,,-1978.0,,-2009.3,-1223.4,-1940.9,-1855.1,,-1948.0,,,,,False,,False,True,False,False,,False
33013,637,112.0,,,,,116.0,,29.5,444.2,175.6,65.4,,108.0,-525.0,,,,,-521.0,,-607.5,-192.8,-461.4,-571.6,,-529.0,,,,,True,,False,True,True,False,,False
33015,1426,273.0,,,,,237.0,,44.3,1018.0,62.9,157.2,,204.0,-1153.0,,,,,-1189.0,,-1381.7,-408.0,-1363.1,-1268.8,,-1222.0,,,,,False,,False,True,False,False,,False
33017,606,343.0,,,,,251.0,,70.1,706.7,189.4,335.9,,320.0,-263.0,,,,,-355.0,,-535.9,100.7,-416.6,-270.1,,-286.0,,,,,False,,False,True,False,False,,False
33019,109,28.0,,,,,0.0,,2.4,,5.7,15.4,,15.0,-81.0,,,,,-109.0,,-106.6,,-103.3,-93.6,,-94.0,,,,,False,,False,,False,False,,False
34001,2393,693.0,,,,,759.0,,444.9,753.3,319.7,488.0,,677.0,-1700.0,,,,,-1634.0,,-1948.1,-1639.7,-2073.3,-1905.0,,-1716.0,,,,,True,,False,True,False,False,,False
34003,6458,1526.0,,,,,1134.0,,783.6,4879.2,1061.2,1152.2,,1767.0,-4932.0,,,,,-5324.0,,-5674.4,-1578.8,-5396.8,-5305.8,,-4691.0,,,,,False,,False,True,False,False,,True
34005,3124,1379.0,,,,,873.0,,891.5,1576.7,694.6,1066.7,,1763.0,-1745.0,,,,,-2251.0,,-2232.5,-1547.3,-2429.4,-2057.3,,-1361.0,,,,,False,,False,True,False,False,,True
34007,4604,1351.0,,,,,1079.0,,419.9,1306.0,775.3,1027.1,,1110.0,-3253.0,,,,,-3525.0,,-4184.1,-3298.0,-3828.8,-3576.9,,-3494.0,,,,,False,,False,False,False,False,,False
34009,307,175.0,,,,,182.0,,40.7,421.5,50.1,53.9,,92.0,-132.0,,,,,-125.0,,-266.3,114.5,-256.9,-253.1,,-215.0,,,,,True,,False,True,False,False,,False
34011,650,350.0,,,,,610.0,,54.4,12.2,152.1,349.9,,256.0,-300.0,,,,,-40.0,,-595.6,-637.8,-497.9,-300.1,,-394.0,,,,,True,,False,False,False,False,,False
34013,8848,1547.0,,,,,1328.0,,611.5,1976.9,785.7,2000.3,,1255.0,-7301.0,,,,,-7520.0,,-8236.5,-6871.1,-8062.3,-6847.7,,-7593.0,,,,,False,,False,True,False,True,,False
34015,2435,1456.0,,,,,608.0,,638.0,1203.8,169.4,921.9,,741.0,-979.0,,,,,-1827.0,,-1797.0,-1231.2,-2265.6,-1513.1,,-1694.0,,,,,False,,False,False,False,False,,False
34017,5861,1071.0,,,,,968.0,,228.6,1969.3,712.5,1204.5,,1187.0,-4790.0,,,,,-4893.0,,-5632.4,-3891.7,-5148.5,-4656.5,,-4674.0,,,,,False,,False,True,False,True,,True
34019,621,203.0,,,,,103.0,,56.6,675.0,171.9,58.0,,160.0,-418.0,,,,,-518.0,,-564.4,54.0,-449.1,-563.0,,-461.0,,,,,False,,False,True,False,False,,False
34021,2204,455.0,,,,,944.0,,182.0,1002.0,0.0,287.8,,344.0,-1749.0,,,,,-1260.0,,-2022.0,-1202.0,-2204.0,-1916.2,,-1860.0,,,,,True,,False,True,False,False,,False
