,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01107,217,207.0,,215.4,,116.0,87.0,,,,,140.9,,112.0,,260.9,,39.4,,,112.3,179.7,51.1,301.0,,,,,,,,109.0,,-10.0,,-1.6,,-101.0,-130.0,,,,,-76.1,,-105.0,,43.9,,-177.6,,,-104.7,-37.3,-165.9,84.0,,,,,,,,-108.0,,,True,,False,False,,,,,False,,False,,False,,False,,,False,False,False,False,,,,,,,,False,
01109,154,108.0,,101.8,,95.0,83.0,,,,,100.9,,135.0,,119.7,,51.7,98.5,,48.2,128.9,0.0,111.0,,,,87.3,,,,106.0,,-46.0,,-52.2,,-59.0,-71.0,,,,,-53.1,,-19.0,,-34.3,,-102.3,-55.5,,-105.8,-25.1,-154.0,-43.0,,,,-66.7,,,,-48.0,,,False,,False,False,,,,,False,,True,,True,,False,False,,False,True,False,True,,,,False,,,,False,
01111,110,126.0,,127.5,,112.0,156.0,,,,,74.6,,106.0,,184.3,,55.6,,,49.0,108.5,0.3,156.0,,,,,,,,129.0,128.9,16.0,,17.5,,2.0,46.0,,,,,-35.4,,-4.0,,74.3,,-54.4,,,-61.0,-1.5,-109.7,46.0,,,,,,,,19.0,18.9,,False,,True,False,,,,,False,,True,,False,,False,,,False,True,False,False,,,,,,,,False,False
01113,119,138.0,,140.4,,129.0,175.0,,,,,184.9,,219.0,,122.4,,41.7,136.0,,75.7,149.1,0.2,262.0,,,,78.9,,,,152.0,,19.0,,21.4,,10.0,56.0,,,,,65.9,,100.0,,3.4,,-77.3,17.0,,-43.3,30.1,-118.8,143.0,,,,-40.1,,,,33.0,,,False,,True,False,,,,,False,,False,,True,,False,True,,False,False,False,False,,,,False,,,,False,
01115,762,570.0,,565.8,,504.0,678.0,,,,,397.5,,332.0,,635.8,,128.2,548.0,,423.3,672.8,15.7,665.0,,,,406.7,,,,342.0,527.5,-192.0,,-196.2,,-258.0,-84.0,,,,,-364.5,,-430.0,,-126.2,,-633.8,-214.0,,-338.7,-89.2,-746.3,-97.0,,,,-355.3,,,,-420.0,-234.5,,False,,False,True,,,,,False,,False,,True,,False,False,,False,True,False,True,,,,False,,,,False,False
01117,1512,1149.0,,1142.9,,1009.0,1602.0,,,,,739.0,,587.0,,1004.3,,436.1,1024.5,,990.6,1341.7,145.9,1155.0,,,,766.4,1023.0,,,934.0,,-363.0,,-369.1,,-503.0,90.0,,,,,-773.0,,-925.0,,-507.7,,-1075.9,-487.5,,-521.4,-170.3,-1366.1,-357.0,,,,-745.6,-489.0,,,-578.0,,,False,,False,True,,,,,False,,False,,False,,False,False,,False,True,False,True,,,,False,False,,,False,
01119,56,24.0,,9.9,,10.0,0.0,,,,,16.2,,55.0,,30.0,,16.4,,,3.2,26.1,0.0,30.0,,,,,,,,22.0,33.2,-32.0,,-46.1,,-46.0,-56.0,,,,,-39.8,,-1.0,,-26.0,,-39.6,,,-52.8,-29.9,-56.0,-26.0,,,,,,,,-34.0,-22.8,,False,,False,False,,,,,False,,True,,True,,False,,,False,True,False,True,,,,,,,,False,True
01121,464,372.0,,407.8,,321.0,284.0,,,,,268.1,,369.0,,428.0,,139.0,391.5,,186.4,395.8,0.3,483.0,,,,226.1,,,,346.0,,-92.0,,-56.2,,-143.0,-180.0,,,,,-195.9,,-95.0,,-36.0,,-325.0,-72.5,,-277.6,-68.2,-463.7,19.0,,,,-237.9,,,,-118.0,,,True,,False,False,,,,,False,,False,,True,,False,True,,False,True,False,True,,,,False,,,,False,
01123,269,150.0,,150.1,,131.0,38.0,,,,,106.3,,148.0,,209.7,,56.4,147.5,,102.3,200.8,0.3,213.0,,,,116.4,,,,272.0,138.3,-119.0,,-118.9,,-138.0,-231.0,,,,,-162.7,,-121.0,,-59.3,,-212.6,-121.5,,-166.7,-68.2,-268.7,-56.0,,,,-152.6,,,,3.0,-130.7,,True,,False,False,,,,,False,,False,,True,,False,False,,False,True,False,True,,,,False,,,,True,False
01125,1437,1542.0,,1361.7,1215.0,1157.0,2564.0,,,,,1096.5,,1025.0,,1137.9,,559.9,1026.0,,995.2,1425.4,4.1,1502.0,,,,1759.6,925.0,,,871.0,,105.0,,-75.3,-222.0,-280.0,1127.0,,,,,-340.5,,-412.0,,-299.1,,-877.1,-411.0,,-441.8,-11.6,-1432.9,65.0,,,,322.6,-512.0,,,-566.0,,,True,False,False,False,,,,,False,,False,,False,,False,False,,False,True,False,True,,,,False,False,,,False,
01127,489,435.0,,427.1,,370.0,457.0,,,,,320.9,,365.0,,361.1,,87.2,383.5,,209.7,445.9,0.5,465.0,,,,315.1,,,,286.0,349.7,-54.0,,-61.9,,-119.0,-32.0,,,,,-168.1,,-124.0,,-127.9,,-401.8,-105.5,,-279.3,-43.1,-488.5,-24.0,,,,-173.9,,,,-203.0,-139.3,,False,,False,True,,,,,False,,False,,False,,False,False,,False,True,False,True,,,,False,,,,False,False
01129,124,390.0,,382.3,,123.0,0.0,,,,,228.9,,141.0,,88.4,,18.6,,,173.7,133.8,42.1,480.0,,,,,,,,215.0,,266.0,,258.3,,-1.0,-124.0,,,,,104.9,,17.0,,-35.6,,-105.4,,,49.7,9.8,-81.9,356.0,,,,,,,,91.0,,,True,,True,True,,,,,True,,True,,True,,True,,,True,True,True,False,,,,,,,,True,
01131,39,39.0,,37.3,,20.0,0.0,,,,,34.2,,25.0,,21.0,,6.0,,,8.0,36.1,0.0,26.0,,,,,,,,13.0,21.9,0.0,,-1.7,,-19.0,-39.0,,,,,-4.8,,-14.0,,-18.0,,-33.0,,,-31.0,-2.9,-39.0,-13.0,,,,,,,,-26.0,-17.1,,False,,False,False,,,,,False,,False,,False,,False,,,False,False,False,False,,,,,,,,False,False
01133,208,120.0,,129.6,,125.0,135.0,,,,,86.3,,140.0,,203.0,,44.2,,,52.1,146.2,0.5,156.0,,,,,,,,83.0,,-88.0,,-78.4,,-83.0,-73.0,,,,,-121.7,,-68.0,,-5.0,,-163.8,,,-155.9,-61.8,-207.5,-52.0,,,,,,,,-125.0,,,True,,True,True,,,,,False,,True,,True,,False,,,False,True,False,True,,,,,,,,False,
02013,4,3.0,,3.5,,3.0,0.0,,,,,4.1,,,,144.2,,2.8,,,,0.6,,0.0,,,,,,,,0.0,,-1.0,,-0.5,,-1.0,-4.0,,,,,0.1,,,,140.2,,-1.2,,,,-3.4,,-4.0,,,,,,,,-4.0,,,True,,False,False,,,,,True,,,,False,,False,,,,False,,False,,,,,,,,False,
02016,8,0.0,,0.0,,0.0,0.0,,,,,1.0,,,,49.3,,0.5,,,,0.4,,0.0,,,,,,,,10.0,,-8.0,,-8.0,,-8.0,-8.0,,,,,-7.0,,,,41.3,,-7.5,,,,-7.6,,-8.0,,,,,,,,2.0,,,False,,False,False,,,,,True,,,,False,,True,,,,True,,False,,,,,,,,True,
02020,4890,2568.0,,2622.1,,2585.0,3172.0,,,,,2012.9,,,,2528.4,,1164.8,3051.5,,2639.8,3410.9,1233.2,3431.0,,,,1498.9,3940.0,,,805.0,2022.8,-2322.0,,-2267.9,,-2305.0,-1718.0,,,,,-2877.1,,,,-2361.6,,-3725.2,-1838.5,,-2250.2,-1479.1,-3656.8,-1459.0,,,,-3391.1,-950.0,,,-4085.0,-2867.2,,True,,True,True,,,,,False,,,,False,,False,True,,True,True,False,True,,,,False,True,,,False,False
02050,518,384.0,,368.5,,339.0,0.0,,,,,154.2,,,,698.7,,25.3,,,334.3,343.1,0.1,638.0,,,,,,,,255.0,152.2,-134.0,,-149.5,,-179.0,-518.0,,,,,-363.8,,,,180.7,,-492.7,,,-183.7,-174.9,-517.9,120.0,,,,,,,,-263.0,-365.8,,False,,False,False,,,,,False,,,,False,,False,,,False,False,False,True,,,,,,,,False,False
02060,0,0.0,,0.0,,0.0,0.0,,,,,0.6,,,,42.4,,0.0,,,,0.2,,0.0,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,0.6,,,,42.4,,0.0,,,,0.2,,0.0,,,,,,,,,,,True,,True,True,,,,,False,,,,False,,True,,,,False,,True,,,,,,,,,
02068,13,12.0,,12.0,,10.0,0.0,,,,,5.3,,,,174.2,,5.8,,,,9.5,,18.0,,,,,,,,28.0,,-1.0,,-1.0,,-3.0,-13.0,,,,,-7.7,,,,161.2,,-7.2,,,,-3.5,,5.0,,,,,,,,15.0,,,False,,False,False,,,,,False,,,,False,,False,,,,False,,False,,,,,,,,False,
02070,34,27.0,,26.5,,18.0,0.0,,,,,3.1,,,,876.2,,7.5,,,4.1,18.1,,27.0,,,,,,,,75.0,70.8,-7.0,,-7.5,,-16.0,-34.0,,,,,-30.9,,,,842.2,,-26.5,,,-29.9,-15.9,,-7.0,,,,,,,,41.0,36.8,,False,,False,False,,,,,False,,,,False,,False,,,False,False,,False,,,,,,,,False,False
02090,862,540.0,,529.6,,542.0,504.0,,,,,291.8,,,,749.7,,252.8,829.0,,550.8,653.3,387.6,652.0,,,,584.0,,,,306.0,677.9,-322.0,,-332.4,,-320.0,-358.0,,,,,-570.2,,,,-112.3,,-609.2,-33.0,,-311.2,-208.7,-474.4,-210.0,,,,-278.0,,,,-556.0,-184.1,,False,,True,False,,,,,False,,,,True,,False,True,,True,True,False,True,,,,True,,,,False,True
02100,4,0.0,,0.3,,0.0,0.0,,,,,3.7,,,,49.6,,0.3,,,,1.8,,2.0,,,,,,,,0.0,,-4.0,,-3.7,,-4.0,-4.0,,,,,-0.3,,,,45.6,,-3.7,,,,-2.2,,-2.0,,,,,,,,-4.0,,,True,,False,False,,,,,True,,,,False,,True,,,,True,,True,,,,,,,,False,
02105,0,0.0,,0.0,,0.0,0.0,,,,,1.4,,,,40.3,,1.3,,,,0.0,,0.0,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,1.4,,,,40.3,,1.3,,,,0.0,,0.0,,,,,,,,,,,True,,True,True,,,,,False,,,,False,,False,,,,False,,True,,,,,,,,,
02110,248,99.0,,98.2,,111.0,106.0,,,,,70.7,,,,191.4,,62.2,113.5,,144.8,199.4,85.5,215.0,,,,,,,,148.0,60.4,-149.0,,-149.8,,-137.0,-142.0,,,,,-177.3,,,,-56.6,,-185.8,-134.5,,-103.2,-48.6,-162.5,-33.0,,,,,,,,-100.0,-187.6,,False,,True,True,,,,,False,,,,True,,False,True,,True,True,False,True,,,,,,,,True,False
02122,856,309.0,,330.8,,275.0,185.0,,,,,159.0,,,,334.1,,51.2,,,238.1,413.6,91.6,506.0,,,,,,,,389.0,121.7,-547.0,,-525.2,,-581.0,-671.0,,,,,-697.0,,,,-521.9,,-804.8,,,-617.9,-442.4,-764.4,-350.0,,,,,,,,-467.0,-734.3,,True,,False,False,,,,,False,,,,True,,False,,,False,True,False,True,,,,,,,,True,False
02130,87,3.0,,2.6,,3.0,0.0,,,,,2.8,,,,26.9,,2.8,,,3.2,7.1,,11.0,,,,,,,,7.0,10.2,-84.0,,-84.4,,-84.0,-87.0,,,,,-84.2,,,,-60.1,,-84.2,,,-83.8,-79.9,,-76.0,,,,,,,,-80.0,-76.8,,False,,False,False,,,,,False,,,,True,,False,,,True,True,,True,,,,,,,,True,True
02150,64,9.0,,8.9,,8.0,0.0,,,,,4.5,,,,45.8,,10.7,,,3.8,17.2,,20.0,,,,,,,,59.0,66.3,-55.0,,-55.1,,-56.0,-64.0,,,,,-59.5,,,,-18.2,,-53.3,,,-60.2,-46.8,,-44.0,,,,,,,,-5.0,2.3,,False,,False,False,,,,,False,,,,True,,True,,,False,True,,True,,,,,,,,True,True
02158,187,414.0,,392.8,,245.0,224.0,,,,,223.8,,,,48.3,,,,,,205.0,,545.0,,,,,,,,347.0,,227.0,,205.8,,58.0,37.0,,,,,36.8,,,,-138.7,,,,,,18.0,,358.0,,,,,,,,160.0,,,True,,True,True,,,,,True,,,,True,,,,,,True,,False,,,,,,,,True,
02164,26,111.0,,110.3,,108.0,33.0,,,,,1.5,,,,136.9,,0.9,,,,,,103.0,,,,,,,,56.0,44.1,85.0,,84.3,,82.0,7.0,,,,,-24.5,,,,110.9,,-25.1,,,,,,77.0,,,,,,,,30.0,18.1,,True,,True,True,,,,,True,,,,False,,True,,,,,,True,,,,,,,,True,True
02170,1277,510.0,,508.6,,504.0,0.0,,,,,273.0,,,,566.6,,211.4,562.5,,872.6,760.5,157.7,808.0,,,,,,,,709.0,230.3,-767.0,,-768.4,,-773.0,-1277.0,,,,,-1004.0,,,,-710.4,,-1065.6,-714.5,,-404.4,-516.5,-1119.3,-469.0,,,,,,,,-568.0,-1046.7,,False,,False,False,,,,,False,,,,True,,False,True,,True,True,False,True,,,,,,,,True,False
02180,37,42.0,,38.1,,23.0,0.0,,,,,17.2,,,,33.7,,10.8,,,13.8,40.9,0.0,45.0,,,,,,,,41.0,58.9,5.0,,1.1,,-14.0,-37.0,,,,,-19.8,,,,-3.3,,-26.2,,,-23.2,3.9,-37.0,8.0,,,,,,,,4.0,21.9,,True,,False,False,,,,,False,,,,True,,False,,,False,True,False,False,,,,,,,,True,False
02185,133,90.0,,92.5,,59.0,0.0,,,,,28.4,,,,237.4,,22.4,,,29.8,95.0,0.0,139.0,,,,,,,,148.0,72.4,-43.0,,-40.5,,-74.0,-133.0,,,,,-104.6,,,,104.4,,-110.6,,,-103.2,-38.0,-133.0,6.0,,,,,,,,15.0,-60.6,,True,,False,False,,,,,False,,,,False,,False,,,False,True,False,True,,,,,,,,True,False
02188,81,57.0,,55.2,,40.0,0.0,,,,,28.0,,,,72.9,,10.1,,,24.8,78.2,0.0,85.0,,,,,,,,0.0,99.6,-24.0,,-25.8,,-41.0,-81.0,,,,,-53.0,,,,-8.1,,-70.9,,,-56.2,-2.8,-81.0,4.0,,,,,,,,-81.0,18.6,,False,,False,False,,,,,False,,,,True,,False,,,False,True,False,True,,,,,,,,False,True
02195,7,0.0,,0.0,,0.0,0.0,,,,,0.6,,,,45.4,,0.1,,,0.2,0.8,,7.0,,,,,,,,21.0,,-7.0,,-7.0,,-7.0,-7.0,,,,,-6.4,,,,38.4,,-6.9,,,-6.8,-6.2,,0.0,,,,,,,,14.0,,,False,,False,False,,,,,True,,,,False,,True,,,True,True,,True,,,,,,,,False,
02198,10,0.0,,0.0,,0.0,0.0,,,,,1.7,,,,19.6,,2.2,,,2.3,4.0,,,,,,,,,,13.0,,-10.0,,-10.0,,-10.0,-10.0,,,,,-8.3,,,,9.6,,-7.8,,,-7.7,-6.0,,,,,,,,,,3.0,,,False,,False,False,,,,,True,,,,True,,True,,,True,True,,,,,,,,,,True,
02220,47,3.0,,1.8,,3.0,0.0,,,,,2.3,,,,15.2,,4.1,,,5.2,6.6,,,,,,,,,,3.0,,-44.0,,-45.2,,-44.0,-47.0,,,,,-44.7,,,,-31.8,,-42.9,,,-41.8,-40.4,,,,,,,,,,-44.0,,,False,,False,False,,,,,False,,,,True,,True,,,True,True,,,,,,,,,,False,
02230,2,15.0,,15.1,,15.0,0.0,,,,,4.5,,,,22.0,,29.2,,,,10.6,,,,,,,,,,28.0,,13.0,,13.1,,13.0,-2.0,,,,,2.5,,,,20.0,,27.2,,,,8.6,,,,,,,,,,26.0,,,False,,False,True,,,,,True,,,,False,,False,,,,True,,,,,,,,,,False,
02240,86,21.0,,21.0,,20.0,0.0,,,,,4.4,,,,222.3,,2.6,,,6.7,26.2,,39.0,,,,,,,,76.0,21.1,-65.0,,-65.0,,-66.0,-86.0,,,,,-81.6,,,,136.3,,-83.4,,,-79.3,-59.8,,-47.0,,,,,,,,-10.0,-64.9,,True,,False,False,,,,,False,,,,False,,False,,,False,True,,True,,,,,,,,True,True
02261,58,27.0,,25.0,,28.0,,,,,,19.6,,,,87.6,,2.2,,,9.4,40.5,49.9,50.0,,,,,,,,40.0,,-31.0,,-33.0,,-30.0,,,,,,-38.4,,,,29.6,,-55.8,,,-48.6,-17.5,-8.1,-8.0,,,,,,,,-18.0,,,False,,True,,,,,,False,,,,True,,False,,,False,True,True,True,,,,,,,,True,
02275,0,0.0,,0.0,,0.0,0.0,,,,,0.8,,,,14.8,,0.3,,,,0.7,,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,0.0,,,,,0.8,,,,14.8,,0.3,,,,0.7,,0.0,,,,,,,,0.0,,,True,,True,True,,,,,False,,,,False,,False,,,,False,,True,,,,,,,,True,
02282,7,9.0,,8.6,,7.0,0.0,,,,,1.8,,,,72.7,,0.0,,,,6.4,,9.0,,,,,,,,6.0,,2.0,,1.6,,0.0,-7.0,,,,,-5.2,,,,65.7,,-7.0,,,,-0.6,,2.0,,,,,,,,-1.0,,,True,,True,False,,,,,False,,,,False,,False,,,,True,,False,,,,,,,,True,
02290,27,21.0,,20.5,,15.0,0.0,,,,,4.8,,,,82.6,,1.1,,,8.6,31.0,0.0,36.0,,,,,,,,26.0,19.3,-6.0,,-6.5,,-12.0,-27.0,,,,,-22.2,,,,55.6,,-25.9,,,-18.4,4.0,-27.0,9.0,,,,,,,,-1.0,-7.7,,False,,False,False,,,,,False,,,,False,,False,,,False,True,False,False,,,,,,,,True,False
04001,510,225.0,,257.9,,195.0,223.0,,,,,312.1,,597.0,,165.6,,143.2,232.0,,107.0,307.7,0.6,275.0,,,,146.4,,,,113.0,,-285.0,,-252.1,,-315.0,-287.0,,,,,-197.9,,87.0,,-344.4,,-366.8,-278.0,,-403.0,-202.3,-509.4,-235.0,,,,-363.6,,,,-397.0,,,True,,False,False,,,,,True,,True,,False,,False,True,,False,True,False,True,,,,False,,,,False,
04003,575,240.0,,235.4,,234.0,366.0,,,,,145.3,,396.0,,270.0,,231.0,198.0,,95.1,296.3,0.1,418.0,,,,140.0,,,,327.0,,-335.0,,-339.6,,-341.0,-209.0,,,,,-429.7,,-179.0,,-305.0,,-344.0,-377.0,,-479.9,-278.7,-574.9,-157.0,,,,-435.0,,,,-248.0,,,False,,False,True,,,,,False,,True,,True,,False,False,,False,True,False,True,,,,False,,,,True,
04005,1257,921.0,,940.0,,890.0,1136.0,,,,,872.7,,585.0,,524.7,,305.6,756.5,,934.0,1179.9,437.1,1162.0,,,,645.3,1431.0,,,751.0,,-336.0,,-317.0,,-367.0,-121.0,,,,,-384.3,,-672.0,,-732.3,,-951.4,-500.5,,-323.0,-77.1,-819.9,-95.0,,,,-611.7,174.0,,,-506.0,,,True,,False,True,,,,,False,,False,,False,,False,False,,True,True,False,True,,,,False,True,,,False,
04007,506,348.0,,289.0,,316.0,518.0,,,,,268.9,,267.0,,660.1,,201.1,485.5,,234.9,345.2,281.5,708.0,,,,190.6,,,,698.0,,-158.0,,-217.0,,-190.0,12.0,,,,,-237.1,,-239.0,,154.1,,-304.9,-20.5,,-271.1,-160.8,-224.5,202.0,,,,-315.4,,,,192.0,,,False,,False,True,,,,,False,,False,,True,,False,True,,False,False,False,False,,,,False,,,,False,
04009,538,264.0,,261.9,,222.0,328.0,,,,,127.2,,112.0,,369.6,,49.3,300.5,,163.2,263.7,95.7,460.0,,,,182.6,,,,405.0,208.8,-274.0,,-276.1,,-316.0,-210.0,,,,,-410.8,,-426.0,,-168.4,,-488.7,-237.5,,-374.8,-274.3,-442.3,-78.0,,,,-355.4,,,,-133.0,-329.2,,False,,False,True,,,,,False,,False,,True,,False,True,,False,False,False,True,,,,False,,,,True,False
04011,30,84.0,,89.0,,37.0,0.0,,,,,22.7,,37.0,,141.5,,11.1,,,28.4,58.9,0.0,,,,,,,,,210.0,,54.0,,59.0,,7.0,-30.0,,,,,-7.3,,7.0,,111.5,,-18.9,,,-1.6,28.9,-30.0,,,,,,,,,180.0,,,False,,True,True,,,,,True,,True,,False,,True,,,True,True,True,,,,,,,,,False,
04012,65,66.0,,68.4,,39.0,37.0,,,,,19.7,,27.0,,194.9,,36.2,,,4.9,61.5,0.0,115.0,,,,,,,,136.0,50.4,1.0,,3.4,,-26.0,-28.0,,,,,-45.3,,-38.0,,129.9,,-28.8,,,-60.1,-3.5,-65.0,50.0,,,,,,,,71.0,-14.6,,False,,False,False,,,,,False,,False,,False,,False,,,False,False,False,False,,,,,,,,False,False
04013,21780,11925.0,,11975.3,13738.5,11555.0,13479.0,,,,,8294.5,,10134.0,,9173.7,,3537.9,12552.5,,11746.6,18942.6,382.2,14424.0,,,,8779.5,17388.0,,,13664.0,,-9855.0,,-9804.7,-8041.5,-10225.0,-8301.0,,,,,-13485.5,,-11646.0,,-12606.3,,-18242.1,-9227.5,,-10033.4,-2837.4,-21397.8,-7356.0,,,,-13000.5,-4392.0,,,-8116.0,,,True,True,False,True,,,,,False,,False,,False,,False,True,,False,True,False,True,,,,False,True,,,True,
04015,796,264.0,,256.9,,262.0,259.0,,,,,248.9,,581.0,,286.5,,326.5,231.0,,113.7,321.6,24.3,340.0,,,,247.9,285.0,,,379.0,260.5,-532.0,,-539.1,,-534.0,-537.0,,,,,-547.1,,-215.0,,-509.5,,-469.5,-565.0,,-682.3,-474.4,-771.7,-456.0,,,,-548.1,-511.0,,,-417.0,-535.5,,False,,False,False,,,,,False,,True,,True,,True,False,,False,True,False,True,,,,False,True,,,True,False
04017,843,384.0,,416.6,,376.0,67.0,,,,,403.3,,1015.0,,432.0,,155.2,483.0,,390.7,715.3,2.9,621.0,,,,187.0,,,,435.0,387.9,-459.0,,-426.4,,-467.0,-776.0,,,,,-439.7,,172.0,,-411.0,,-687.8,-360.0,,-452.3,-127.7,-840.1,-222.0,,,,-656.0,,,,-408.0,-455.1,,True,,False,False,,,,,True,,True,,True,,False,True,,True,True,False,True,,,,False,,,,True,True
04019,4790,1722.0,,1679.7,2086.1,1484.0,5622.0,,,,,2237.2,,1376.0,,1238.4,,1975.2,1231.5,,1433.7,1995.8,33.1,1688.0,,,,1243.0,1466.0,,,1461.0,1862.3,-3068.0,,-3110.3,-2703.9,-3306.0,832.0,,,,,-2552.8,,-3414.0,,-3551.6,,-2814.8,-3558.5,,-3356.3,-2794.2,-4756.9,-3102.0,,,,-3547.0,-3324.0,,,-3329.0,-2927.7,,False,True,False,True,,,,,True,,False,,False,,True,False,,False,True,False,False,,,,False,False,,,False,True
04021,1876,1146.0,,1150.8,1453.8,1052.0,1180.0,,,,,945.8,,610.0,,1112.4,,710.5,1080.0,,702.5,1156.2,6.7,1321.0,,,,761.2,1002.0,,,1354.0,886.4,-730.0,,-725.2,-422.2,-824.0,-696.0,,,,,-930.2,,-1266.0,,-763.6,,-1165.5,-796.0,,-1173.5,-719.8,-1869.3,-555.0,,,,-1114.8,-874.0,,,-522.0,-989.6,,True,True,False,True,,,,,False,,False,,False,,False,False,,False,True,False,True,,,,False,False,,,True,False
04023,290,93.0,,108.0,,74.0,0.0,,,,,80.0,,152.0,,121.7,,46.9,111.0,,23.3,103.8,0.2,110.0,,,,55.0,,,,0.0,133.2,-197.0,,-182.0,,-216.0,-290.0,,,,,-210.0,,-138.0,,-168.3,,-243.1,-179.0,,-266.7,-186.2,-289.8,-180.0,,,,-235.0,,,,-290.0,-156.8,,True,,False,False,,,,,False,,True,,True,,False,True,,False,True,False,True,,,,False,,,,False,True
04025,696,324.0,,326.4,,321.0,324.0,,,,,239.9,,569.0,,273.4,,391.0,320.0,,294.6,383.2,231.8,364.0,,,,301.8,349.0,,,320.0,284.2,-372.0,,-369.6,,-375.0,-372.0,,,,,-456.1,,-127.0,,-422.6,,-305.0,-376.0,,-401.4,-312.8,-464.2,-332.0,,,,-394.2,-347.0,,,-376.0,-411.8,,True,,False,False,,,,,False,,True,,False,,True,False,,False,True,False,True,,,,False,True,,,False,False
04027,1736,930.0,,901.5,947.3,800.0,703.0,,,,,803.0,,266.0,,525.3,,375.9,719.0,,557.0,1342.8,1.3,1138.0,,,,853.4,1640.0,,,1391.0,675.0,-806.0,,-834.5,-788.7,-936.0,-1033.0,,,,,-933.0,,-1470.0,,-1210.7,,-1360.1,-1017.0,,-1179.0,-393.2,-1734.7,-598.0,,,,-882.6,-96.0,,,-345.0,-1061.0,,False,True,False,False,,,,,False,,False,,False,,False,False,,False,True,False,True,,,,False,True,,,True,False
05001,178,168.0,,199.9,,155.0,172.0,,,,,125.5,,129.0,,179.0,,63.0,,,103.2,159.9,0.0,222.0,,,,,,,,0.0,,-10.0,,21.9,,-23.0,-6.0,,,,,-52.5,,-49.0,,1.0,,-115.0,,,-74.8,-18.1,-178.0,44.0,,,,,,,,-178.0,,,False,,False,True,,,,,False,,False,,True,,False,,,False,False,False,False,,,,,,,,False,
05003,144,99.0,,99.5,,94.0,0.0,,,,,88.9,,110.0,,105.1,,24.2,,,79.6,121.5,0.4,157.0,,,,,,,,77.0,80.3,-45.0,,-44.5,,-50.0,-144.0,,,,,-55.1,,-34.0,,-38.9,,-119.8,,,-64.4,-22.5,-143.6,13.0,,,,,,,,-67.0,-63.7,,True,,False,False,,,,,False,,True,,True,,False,,,False,True,False,True,,,,,,,,False,False
05005,436,333.0,,334.9,,306.0,457.0,,,,,288.8,,306.0,,571.2,,121.0,350.0,,178.2,283.8,132.3,548.0,,,,,,,,298.0,,-103.0,,-101.1,,-130.0,21.0,,,,,-147.2,,-130.0,,135.2,,-315.0,-86.0,,-257.8,-152.2,-303.7,112.0,,,,,,,,-138.0,,,True,,False,True,,,,,False,,False,,False,,False,True,,False,False,False,False,,,,,,,,False,
