,count,mean,median,std,min,25%,75%,max
Karlen-pypm,51,12158.7,6968.2,14497.8,199.2,2736.8,14352.2,70362.6
DDS-NBDS,51,13098.3,5592.7,17024.7,338.2,1982.4,17968.1,78905.9
OliverWyman-Navigator,51,13360.8,5547.0,15776.6,109.0,2106.0,19782.5,66623.0
LNQ-ens1,51,14550.8,6485.1,17739.2,63.0,2741.4,24259.4,77685.0
UMich-RidgeTfReg,50,16309.6,9020.3,19253.6,96.2,2378.5,23839.9,85940.7
CU-select,51,16892.9,9926.0,17574.7,167.0,5476.0,23997.0,82540.0
USACE-ERDC_SEIR,51,17084.2,8249.6,18859.1,596.2,3581.7,25628.7,84009.7
JCB-PRM,51,17815.5,7417.2,21380.2,95.7,3494.3,29013.5,100385.6
JHU_CSSE-DECOM,51,18606.7,10089.0,22182.6,122.0,3275.0,30633.5,107064.0
BPagano-RtDriven,51,18970.9,12256.2,20822.2,372.5,4006.7,25649.0,102235.0
JHU_UNC_GAS-StatMechPool,51,19380.2,9810.0,23108.0,3.5,4551.8,31539.0,116853.5
USC-SI_kJalpha,51,19549.6,10364.0,20912.2,287.0,6281.0,28332.0,96153.0
Google_Harvard-CPF,51,19561.8,10393.8,22010.7,293.1,4117.6,31965.1,106349.4
COVIDhub-baseline,51,19735.5,9451.0,21248.3,189.0,5226.0,31985.5,93539.0
CEID-Walk,51,19882.6,9841.1,21265.5,210.2,5115.5,32095.9,94262.3
COVIDhub-ensemble,51,20336.8,9175.0,22230.0,218.0,5159.5,31670.5,97785.0
UCSB-ACTS,51,20524.9,9845.8,25401.0,472.4,3788.0,32229.2,113668.3
Covid19Sim-Simulator,51,20640.1,11223.7,21999.9,181.4,5078.5,32736.3,99110.1
JHUAPL-Bucky,51,20659.8,9852.9,23924.1,176.3,3529.9,35725.6,104841.5
IowaStateLW-STEM,49,21134.7,12107.0,22390.2,485.5,5754.5,35947.0,108695.0
RobertWalraven-ESG,51,23100.6,11726.7,25377.1,574.3,5826.3,34984.3,125710.4
LANL-GrowthRate,51,25314.3,13163.1,28200.1,360.5,7186.0,39954.4,135112.1
UCLA-SuEIR,51,28102.4,17551.8,27946.7,217.9,10218.3,43501.5,128422.9
JHU_IDD-CovidSP,51,29778.1,21334.2,30756.3,313.5,9400.5,43370.3,147351.8
CovidAnalytics-DELPHI,51,30494.5,19473.0,32324.8,598.0,10149.5,39583.0,162851.0
TTU-squider,51,33050.9,21391.9,33187.1,689.3,9234.3,51925.8,132325.4
