,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,MITCovAlliance-SIR,QJHong-Encounter,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
04021,2560,1440.0,2897.0,,,,,399.0,,1176.8,502.8,,911.9,147.6,,1115.4,,1543.0,-1120.0,337.0,,,,,-2161.0,,-1383.2,-2057.2,,-1648.1,-2412.4,,-1444.6,,-1017.0,True,,,,,False,,False,False,,False,False,,False,,True
04023,359,115.0,0.0,,,,,52.0,,97.0,48.1,,16.0,0.4,,43.2,,0.0,-244.0,-359.0,,,,,-307.0,,-262.0,-310.9,,-343.0,-358.6,,-315.8,,-359.0,False,,,,,False,,False,False,,False,False,,False,,False
04025,877,420.0,622.0,,,,,315.0,,389.2,251.2,,295.1,241.4,,311.3,,319.0,-457.0,-255.0,,,,,-562.0,,-487.8,-625.8,,-581.9,-635.6,,-565.7,,-558.0,True,,,,,False,,False,False,,False,False,,False,,False
04027,2251,855.0,602.0,,,,,158.0,,562.4,203.8,,248.4,2.3,,493.4,,1141.0,-1396.0,-1649.0,,,,,-2093.0,,-1688.6,-2047.2,,-2002.6,-2248.7,,-1757.6,,-1110.0,False,,,,,False,,False,False,,False,False,,False,,True
05001,282,485.0,758.0,,,,,189.0,,588.9,100.8,,220.2,156.4,,,,57.0,203.0,476.0,,,,,-93.0,,306.9,-181.2,,-61.8,-125.6,,,,-225.0,False,,,,,True,,False,True,,True,True,,,,False
05003,204,100.0,0.0,,,,,141.0,,78.2,52.3,,62.0,0.5,,,,147.0,-104.0,-204.0,,,,,-63.0,,-125.8,-151.7,,-142.0,-203.5,,,,-57.0,False,,,,,True,,False,False,,False,False,,,,True
05005,620,310.0,196.0,,,,,438.0,,351.3,151.2,,137.1,187.8,,,,214.0,-310.0,-424.0,,,,,-182.0,,-268.7,-468.8,,-482.9,-432.2,,,,-406.0,False,,,,,True,,True,False,,False,False,,,,False
05007,3115,1490.0,1516.0,,,,,2283.0,,1245.1,965.2,,645.6,84.4,,1243.5,,1217.0,-1625.0,-1599.0,,,,,-832.0,,-1869.9,-2149.8,,-2469.4,-3030.6,,-1871.5,,-1898.0,True,,,,,True,,False,False,,False,False,,False,,False
05009,479,375.0,226.0,,,,,585.0,,351.7,134.1,,209.1,0.2,,,,289.0,-104.0,-253.0,,,,,106.0,,-127.3,-344.9,,-269.9,-478.8,,,,-190.0,False,,,,,False,,False,False,,False,False,,,,False
05011,45,15.0,0.0,,,,,85.0,,15.7,14.4,,1.3,0.0,,,,10.0,-30.0,-45.0,,,,,40.0,,-29.3,-30.6,,-43.7,-45.0,,,,-35.0,False,,,,,False,,True,False,,False,False,,,,False
05013,67,10.0,0.0,,,,,27.0,,9.8,29.3,,,,,,,16.0,-57.0,-67.0,,,,,-40.0,,-57.2,-37.7,,,,,,,-51.0,False,,,,,True,,False,True,,,,,,,True
05015,324,500.0,450.0,,,,,318.0,,531.4,179.6,,303.3,247.3,,,,541.0,176.0,126.0,,,,,-6.0,,207.4,-144.4,,-20.7,-76.7,,,,217.0,True,,,,,True,,False,True,,True,True,,,,False
05017,70,25.0,0.0,,,,,103.0,,13.9,18.2,,1.6,0.3,,38.7,,49.0,-45.0,-70.0,,,,,33.0,,-56.1,-51.8,,-68.4,-69.7,,-31.3,,-21.0,False,,,,,True,,False,False,,False,False,,True,,True
05019,260,205.0,234.0,,,,,186.0,,208.2,56.8,,54.5,74.9,,,,137.0,-55.0,-26.0,,,,,-74.0,,-51.8,-203.2,,-205.5,-185.1,,,,-123.0,True,,,,,False,,True,False,,False,False,,,,False
05021,294,220.0,240.0,,,,,184.0,,232.9,87.3,,135.8,62.7,,,,190.0,-74.0,-54.0,,,,,-110.0,,-61.1,-206.7,,-158.2,-231.3,,,,-104.0,True,,,,,False,,True,False,,False,False,,,,False
05023,205,150.0,197.0,,,,,378.0,,155.3,48.8,,62.5,41.6,,,,200.0,-55.0,-8.0,,,,,173.0,,-49.7,-156.2,,-142.5,-163.4,,,,-5.0,True,,,,,False,,True,False,,False,False,,,,True
05025,102,30.0,6.0,,,,,50.0,,28.0,14.1,,1.0,0.0,,,,45.0,-72.0,-96.0,,,,,-52.0,,-74.0,-87.8,,-101.0,-102.0,,,,-57.0,False,,,,,True,,False,False,,False,False,,,,True
05027,255,325.0,619.0,,,,,146.0,,347.6,119.6,,112.4,141.4,,,,176.0,70.0,364.0,,,,,-109.0,,92.6,-135.4,,-142.6,-113.6,,,,-79.0,False,,,,,False,,False,False,,False,False,,,,False
05029,180,65.0,96.0,,,,,438.0,,86.5,56.3,,19.6,58.5,,,,107.0,-115.0,-84.0,,,,,258.0,,-93.5,-123.7,,-160.4,-121.5,,,,-73.0,True,,,,,False,,True,False,,False,False,,,,True
05031,2355,1855.0,2281.0,,,,,1421.0,,1752.4,1049.0,,804.5,1187.2,,1301.5,,2007.0,-500.0,-74.0,,,,,-934.0,,-602.6,-1306.0,,-1550.5,-1167.8,,-1053.5,,-348.0,True,,,,,False,,False,False,,False,False,,False,,True
05033,909,805.0,692.0,,,,,1008.0,,781.5,407.8,,556.1,563.7,,443.5,,716.0,-104.0,-217.0,,,,,99.0,,-127.5,-501.2,,-352.9,-345.3,,-465.5,,-193.0,False,,,,,True,,False,False,,False,False,,False,,False
05035,817,270.0,308.0,,,,,564.0,,230.3,243.7,,100.0,1.6,,159.3,,213.0,-547.0,-509.0,,,,,-253.0,,-586.7,-573.3,,-717.0,-815.4,,-657.7,,-604.0,True,,,,,True,,False,False,,False,False,,False,,False
05037,178,125.0,111.0,,,,,291.0,,130.6,66.9,,18.7,0.6,,,,41.0,-53.0,-67.0,,,,,113.0,,-47.4,-111.1,,-159.3,-177.4,,,,-137.0,False,,,,,False,,True,False,,False,False,,,,False
05039,57,25.0,2.0,,,,,56.0,,24.0,17.2,,1.7,0.0,,,,22.0,-32.0,-55.0,,,,,-1.0,,-33.0,-39.8,,-55.3,-57.0,,,,-35.0,False,,,,,True,,False,False,,False,False,,,,False
05041,132,140.0,35.0,,,,,97.0,,130.6,26.9,,42.1,0.1,,,,175.0,8.0,-97.0,,,,,-35.0,,-1.4,-105.1,,-89.9,-131.9,,,,43.0,False,,,,,False,,True,False,,False,False,,,,False
05043,137,55.0,4.0,,,,,158.0,,56.1,41.6,,27.0,0.0,,,,143.0,-82.0,-133.0,,,,,21.0,,-80.9,-95.4,,-110.0,-137.0,,,,6.0,False,,,,,True,,True,False,,False,False,,,,True
05045,1172,1105.0,1179.0,,,,,1334.0,,1059.9,632.4,,801.5,852.1,,403.9,,933.0,-67.0,7.0,,,,,162.0,,-112.1,-539.6,,-370.5,-319.9,,-768.1,,-239.0,True,,,,,False,,False,False,,False,False,,False,,False
05047,265,360.0,460.0,,,,,332.0,,386.7,109.5,,459.4,101.2,,,,18.0,95.0,195.0,,,,,67.0,,121.7,-155.5,,194.4,-163.8,,,,-247.0,False,,,,,True,,False,False,,False,False,,,,False
05049,210,120.0,165.0,,,,,106.0,,128.4,56.5,,56.2,0.9,,,,44.0,-90.0,-45.0,,,,,-104.0,,-81.6,-153.5,,-153.8,-209.1,,,,-166.0,True,,,,,False,,True,False,,False,False,,,,False
05051,1107,370.0,127.0,,,,,1030.0,,326.0,343.1,,229.3,30.1,,310.5,,177.0,-737.0,-980.0,,,,,-77.0,,-781.0,-764.0,,-877.7,-1076.9,,-796.5,,-930.0,False,,,,,True,,False,False,,False,False,,False,,False
05053,150,135.0,98.0,,,,,119.0,,111.1,52.2,,89.3,62.7,,,,97.0,-15.0,-52.0,,,,,-31.0,,-38.9,-97.8,,-60.7,-87.3,,,,-53.0,False,,,,,False,,False,False,,False,False,,,,False
05055,1112,635.0,739.0,,,,,534.0,,589.5,269.5,,681.9,264.1,,,,585.0,-477.0,-373.0,,,,,-578.0,,-522.5,-842.5,,-430.1,-847.9,,,,-527.0,True,,,,,False,,False,False,,True,False,,,,False
05057,269,230.0,264.0,,,,,126.0,,240.1,88.1,,157.6,92.2,,,,46.0,-39.0,-5.0,,,,,-143.0,,-28.9,-180.9,,-111.4,-176.8,,,,-223.0,True,,,,,False,,True,False,,False,False,,,,False
05059,531,485.0,563.0,,,,,341.0,,375.8,98.0,,292.3,4.1,,197.5,,13.0,-46.0,32.0,,,,,-190.0,,-155.2,-433.0,,-238.7,-526.9,,-333.5,,-518.0,True,,,,,False,,False,False,,False,False,,False,,False
05061,200,60.0,6.0,,,,,115.0,,63.9,29.9,,16.4,0.6,,,,40.0,-140.0,-194.0,,,,,-85.0,,-136.1,-170.1,,-183.6,-199.4,,,,-160.0,False,,,,,True,,True,False,,False,False,,,,False
05063,547,430.0,467.0,,,,,747.0,,459.4,135.3,,181.1,1.2,,331.8,,445.0,-117.0,-80.0,,,,,200.0,,-87.6,-411.7,,-365.9,-545.8,,-215.2,,-102.0,True,,,,,False,,True,False,,False,False,,False,,True
05065,538,395.0,365.0,,,,,170.0,,476.1,62.2,,223.5,32.6,,,,240.0,-143.0,-173.0,,,,,-368.0,,-61.9,-475.8,,-314.5,-505.4,,,,-298.0,False,,,,,False,,True,False,,False,False,,,,False
05067,758,405.0,599.0,,,,,359.0,,509.2,148.2,,683.0,217.0,,,,126.0,-353.0,-159.0,,,,,-399.0,,-248.8,-609.8,,-75.0,-541.0,,,,-632.0,True,,,,,False,,True,False,,True,False,,,,False
05069,1019,1085.0,678.0,,,,,630.0,,940.2,300.7,,683.8,0.7,,828.7,,248.0,66.0,-341.0,,,,,-389.0,,-78.8,-718.3,,-335.2,-1018.3,,-190.3,,-771.0,False,,,,,False,,False,False,,False,False,,False,,False
05071,226,165.0,179.0,,,,,566.0,,120.5,96.8,,31.2,1.7,,,,157.0,-61.0,-47.0,,,,,340.0,,-105.5,-129.2,,-194.8,-224.3,,,,-69.0,True,,,,,False,,False,False,,False,False,,,,False
05073,95,70.0,48.0,,,,,39.0,,74.0,24.2,,14.9,0.0,,,,40.0,-25.0,-47.0,,,,,-56.0,,-21.0,-70.8,,-80.1,-95.0,,,,-55.0,False,,,,,False,,True,False,,False,False,,,,False
05075,432,490.0,681.0,,,,,255.0,,475.8,113.0,,229.4,144.2,,,,172.0,58.0,249.0,,,,,-177.0,,43.8,-319.0,,-202.6,-287.8,,,,-260.0,False,,,,,False,,True,False,,False,False,,,,False
05077,46,60.0,0.0,,,,,108.0,,31.2,32.3,,7.2,0.3,,38.1,,94.0,14.0,-46.0,,,,,62.0,,-14.8,-13.7,,-38.8,-45.7,,-7.9,,48.0,False,,,,,False,,False,True,,False,False,,True,,False
05079,224,275.0,,,,,,124.0,,233.0,73.0,,70.5,0.5,,110.9,,1058.0,51.0,,,,,,-100.0,,9.0,-151.0,,-153.5,-223.5,,-113.1,,834.0,,,,,,False,,True,False,,False,False,,False,,False
05081,163,110.0,35.0,,,,,99.0,,89.1,73.2,,56.1,0.0,,,,138.0,-53.0,-128.0,,,,,-64.0,,-73.9,-89.8,,-106.9,-163.0,,,,-25.0,False,,,,,False,,False,False,,False,False,,,,True
05083,236,260.0,0.0,,,,,404.0,,262.6,99.0,,204.4,0.1,,,,537.0,24.0,-236.0,,,,,168.0,,26.6,-136.9,,-31.6,-235.9,,,,301.0,False,,,,,False,,False,False,,False,False,,,,False
05085,857,485.0,224.0,,,,,641.0,,462.4,271.1,,253.0,17.8,,260.2,,296.0,-372.0,-633.0,,,,,-216.0,,-394.6,-585.9,,-604.0,-839.2,,-596.8,,-561.0,False,,,,,True,,False,False,,False,False,,False,,False
05087,130,90.0,66.0,,,,,262.0,,93.6,114.2,,14.5,0.5,,,,27.0,-40.0,-64.0,,,,,132.0,,-36.4,-15.8,,-115.5,-129.5,,,,-103.0,False,,,,,False,,True,True,,False,False,,,,False
05089,161,40.0,70.0,,,,,128.0,,43.1,65.5,,11.9,49.1,,,,15.0,-121.0,-91.0,,,,,-33.0,,-117.9,-95.5,,-149.1,-111.9,,,,-146.0,True,,,,,True,,True,True,,False,True,,,,False
05091,861,650.0,876.0,,,,,294.0,,740.6,218.7,,362.8,265.9,,,,9.0,-211.0,15.0,,,,,-567.0,,-120.4,-642.3,,-498.2,-595.1,,,,-852.0,True,,,,,False,,True,False,,False,False,,,,False
05093,955,435.0,490.0,,,,,656.0,,324.6,123.2,,353.3,1.8,,284.1,,376.0,-520.0,-465.0,,,,,-299.0,,-630.4,-831.8,,-601.7,-953.2,,-670.9,,-579.0,True,,,,,True,,False,False,,False,False,,False,,False
05095,84,175.0,79.0,,,,,111.0,,194.1,16.5,,146.9,22.2,,,,119.0,91.0,-5.0,,,,,27.0,,110.1,-67.5,,62.9,-61.8,,,,35.0,True,,,,,True,,False,True,,True,True,,,,True
05097,43,30.0,27.0,,,,,92.0,,24.5,35.8,,1.5,0.0,,,,28.0,-13.0,-16.0,,,,,49.0,,-18.5,-7.2,,-41.5,-43.0,,,,-15.0,False,,,,,False,,False,True,,False,False,,,,False
05099,139,80.0,50.0,,,,,65.0,,68.5,39.0,,18.9,0.0,,,,74.0,-59.0,-89.0,,,,,-74.0,,-70.5,-100.0,,-120.1,-139.0,,,,-65.0,False,,,,,False,,False,False,,False,False,,,,False
05101,101,100.0,0.0,,,,,123.0,,72.2,34.4,,21.7,0.0,,,,25.0,-1.0,-101.0,,,,,22.0,,-28.8,-66.6,,-79.3,-101.0,,,,-76.0,False,,,,,False,,False,False,,False,False,,,,False
05103,197,90.0,45.0,,,,,158.0,,72.0,39.4,,25.0,0.0,,,,58.0,-107.0,-152.0,,,,,-39.0,,-125.0,-157.6,,-172.0,-197.0,,,,-139.0,False,,,,,True,,False,False,,False,False,,,,False
05105,82,105.0,77.0,,,,,87.0,,159.3,24.3,,30.2,44.2,,,,224.0,23.0,-5.0,,,,,5.0,,77.3,-57.7,,-51.8,-37.8,,,,142.0,True,,,,,True,,False,False,,False,False,,,,False
05107,221,325.0,35.0,,,,,235.0,,276.0,93.1,,229.3,100.3,,,,0.0,104.0,-186.0,,,,,14.0,,55.0,-127.9,,8.3,-120.7,,,,-221.0,False,,,,,True,,True,False,,True,False,,,,False
05109,69,50.0,21.0,,,,,94.0,,46.5,22.0,,6.9,0.0,,,,39.0,-19.0,-48.0,,,,,25.0,,-22.5,-47.0,,-62.1,-69.0,,,,-30.0,False,,,,,False,,False,False,,False,False,,,,False
05111,661,410.0,148.0,,,,,366.0,,402.7,91.4,,140.2,202.8,,,,267.0,-251.0,-513.0,,,,,-295.0,,-258.3,-569.6,,-520.8,-458.2,,,,-394.0,False,,,,,False,,False,False,,False,False,,,,False
05113,253,125.0,39.0,,,,,248.0,,154.6,35.4,,35.6,0.1,,,,183.0,-128.0,-214.0,,,,,-5.0,,-98.4,-217.6,,-217.4,-252.9,,,,-70.0,False,,,,,True,,True,False,,False,False,,,,True
05115,818,700.0,1308.0,,,,,952.0,,596.0,342.9,,315.1,2.5,,323.0,,501.0,-118.0,490.0,,,,,134.0,,-222.0,-475.1,,-502.9,-815.5,,-495.0,,-317.0,False,,,,,False,,False,False,,False,False,,False,,False
05117,135,90.0,24.0,,,,,101.0,,86.1,27.5,,36.5,0.0,,,,58.0,-45.0,-111.0,,,,,-34.0,,-48.9,-107.5,,-98.5,-135.0,,,,-77.0,False,,,,,True,,False,False,,False,False,,,,False
05119,3925,3055.0,4316.0,,,,,2761.0,,2402.4,2352.0,,2520.1,2330.2,,1526.2,,2041.0,-870.0,391.0,,,,,-1164.0,,-1522.6,-1573.0,,-1404.9,-1594.8,,-2398.8,,-1884.0,True,,,,,False,,False,False,,False,False,,False,,False
05121,304,260.0,133.0,,,,,297.0,,295.4,98.9,,117.9,79.6,,,,104.0,-44.0,-171.0,,,,,-7.0,,-8.6,-205.1,,-186.1,-224.4,,,,-200.0,False,,,,,True,,True,False,,False,False,,,,False
05123,296,240.0,312.0,,,,,424.0,,92.1,147.2,,59.2,1.4,,232.5,,0.0,-56.0,16.0,,,,,128.0,,-203.9,-148.8,,-236.8,-294.6,,-63.5,,-296.0,True,,,,,False,,False,False,,False,False,,False,,False
05125,1421,755.0,633.0,,,,,983.0,,702.6,596.8,,397.1,607.9,,360.3,,976.0,-666.0,-788.0,,,,,-438.0,,-718.4,-824.2,,-1023.9,-813.1,,-1060.7,,-445.0,False,,,,,True,,False,False,,False,False,,False,,True
05127,169,80.0,63.0,,,,,153.0,,105.8,55.1,,24.8,17.4,,,,66.0,-89.0,-106.0,,,,,-16.0,,-63.2,-113.9,,-144.2,-151.6,,,,-103.0,False,,,,,True,,True,False,,False,False,,,,False
05129,92,50.0,2.0,,,,,134.0,,51.4,5.2,,5.5,0.0,,,,110.0,-42.0,-90.0,,,,,42.0,,-40.6,-86.8,,-86.5,-92.0,,,,18.0,False,,,,,False,,True,False,,False,False,,,,True
05131,1813,1640.0,2086.0,,,,,1913.0,,1293.5,725.9,,1010.6,924.9,,853.0,,1437.0,-173.0,273.0,,,,,100.0,,-519.5,-1087.1,,-802.4,-888.1,,-960.0,,-376.0,False,,,,,True,,False,False,,False,False,,False,,False
05133,345,65.0,0.0,,,,,167.0,,41.5,36.0,,10.1,3.1,,43.8,,0.0,-280.0,-345.0,,,,,-178.0,,-303.5,-308.9,,-334.9,-341.9,,-301.2,,-345.0,False,,,,,True,,False,False,,False,False,,False,,False
05135,246,120.0,169.0,,,,,182.0,,124.9,88.5,,37.9,8.4,,,,99.0,-126.0,-77.0,,,,,-64.0,,-121.1,-157.5,,-208.1,-237.6,,,,-147.0,True,,,,,True,,True,False,,False,False,,,,False
05137,51,35.0,45.0,,,,,181.0,,37.0,21.9,,2.5,0.0,,,,8.0,-16.0,-6.0,,,,,130.0,,-14.0,-29.1,,-48.5,-51.0,,,,-43.0,True,,,,,False,,True,False,,False,False,,,,False
05139,326,325.0,536.0,,,,,245.0,,312.6,189.8,,151.4,227.4,,,,459.0,-1.0,210.0,,,,,-81.0,,-13.4,-136.2,,-174.6,-98.6,,,,133.0,False,,,,,False,,False,False,,False,False,,,,False
05141,82,30.0,0.0,,,,,258.0,,23.8,18.7,,9.4,23.7,,,,11.0,-52.0,-82.0,,,,,176.0,,-58.2,-63.3,,-72.6,-58.3,,,,-71.0,False,,,,,False,,False,False,,False,False,,,,False
05143,3072,2380.0,3183.0,,,,,2495.0,,1844.8,1212.0,,759.7,123.1,,2167.0,,1360.0,-692.0,111.0,,,,,-577.0,,-1227.2,-1860.0,,-2312.3,-2948.9,,-905.0,,-1712.0,True,,,,,True,,False,False,,False,False,,False,,False
05145,1188,675.0,620.0,,,,,1200.0,,751.3,284.1,,598.1,439.4,,,,616.0,-513.0,-568.0,,,,,12.0,,-436.7,-903.9,,-589.9,-748.6,,,,-572.0,False,,,,,True,,True,False,,False,False,,,,False
05147,96,55.0,0.0,,,,,41.0,,62.9,17.3,,13.5,,,,,59.0,-41.0,-96.0,,,,,-55.0,,-33.1,-78.7,,-82.5,,,,,-37.0,False,,,,,False,,True,False,,False,,,,,True
05149,204,130.0,3.0,,,,,276.0,,100.5,111.6,,16.3,0.6,,82.3,,4.0,-74.0,-201.0,,,,,72.0,,-103.5,-92.4,,-187.7,-203.4,,-121.7,,-200.0,False,,,,,True,,False,False,,False,False,,False,,False
06001,3688,2255.0,2268.0,,,,,2317.0,,1499.3,3590.4,,1344.5,161.8,,1856.6,,1459.0,-1433.0,-1420.0,,,,,-1371.0,,-2188.7,-97.6,,-2343.5,-3526.2,,-1831.4,,-2229.0,True,,,,,True,,False,True,,False,False,,False,,False
06003,27,5.0,0.0,,,,,0.0,,16.0,0.3,,0.0,,,,,20.0,-22.0,-27.0,,,,,-27.0,,-11.0,-26.7,,-27.0,,,,,-7.0,False,,,,,False,,True,False,,False,,,,,True
06005,94,35.0,36.0,,,,,41.0,,35.5,46.5,,5.4,43.5,,,,94.0,-59.0,-58.0,,,,,-53.0,,-58.5,-47.5,,-88.6,-50.5,,,,0.0,True,,,,,True,,True,True,,False,True,,,,True
06007,446,385.0,697.0,,,,,437.0,,254.1,473.0,,99.9,512.2,,317.2,,325.0,-61.0,251.0,,,,,-9.0,,-191.9,27.0,,-346.1,66.2,,-128.8,,-121.0,False,,,,,True,,False,True,,False,False,,False,,False
06009,60,30.0,0.0,,,,,46.0,,33.2,61.3,,0.5,76.9,,,,16.0,-30.0,-60.0,,,,,-14.0,,-26.8,1.3,,-59.5,16.9,,,,-44.0,False,,,,,True,,True,True,,False,True,,,,False
06011,56,25.0,1.0,,,,,42.0,,16.4,27.8,,5.0,0.2,,,,4.0,-31.0,-55.0,,,,,-14.0,,-39.6,-28.2,,-51.0,-55.8,,,,-52.0,False,,,,,True,,False,True,,False,False,,,,False
06013,3500,2385.0,1657.0,,,,,1741.0,,1878.7,2492.3,,1509.6,902.2,,1473.9,,1743.0,-1115.0,-1843.0,,,,,-1759.0,,-1621.3,-1007.7,,-1990.4,-2597.8,,-2026.1,,-1757.0,False,,,,,False,,False,True,,False,False,,False,,False
06015,51,115.0,154.0,,,,,99.0,,130.6,76.3,,18.5,33.9,,,,281.0,64.0,103.0,,,,,48.0,,79.6,25.3,,-32.5,-17.1,,,,230.0,False,,,,,True,,False,True,,True,True,,,,False
06017,398,295.0,351.0,,,,,202.0,,290.1,428.7,,55.5,346.4,,139.9,,287.0,-103.0,-47.0,,,,,-196.0,,-107.9,30.7,,-342.5,-51.6,,-258.1,,-111.0,True,,,,,False,,False,True,,False,True,,False,,False
06019,4485,1765.0,936.0,,,,,2170.0,,1263.7,1999.1,,865.7,29.8,,1945.0,,608.0,-2720.0,-3549.0,,,,,-2315.0,,-3221.3,-2485.9,,-3619.3,-4455.2,,-2540.0,,-3877.0,False,,,,,True,,False,True,,False,False,,True,,False
06021,144,115.0,126.0,,,,,73.0,,106.2,59.9,,20.7,0.0,,,,69.0,-29.0,-18.0,,,,,-71.0,,-37.8,-84.1,,-123.3,-144.0,,,,-75.0,True,,,,,False,,False,False,,False,False,,,,False
06023,129,55.0,12.0,,,,,62.0,,54.7,159.6,,3.7,210.9,,,,33.0,-74.0,-117.0,,,,,-67.0,,-74.3,30.6,,-125.3,81.9,,,,-96.0,False,,,,,True,,False,True,,False,False,,,,False
06025,1701,490.0,458.0,,,,,277.0,,452.9,403.8,,102.2,1.4,,287.2,,0.0,-1211.0,-1243.0,,,,,-1424.0,,-1248.1,-1297.2,,-1598.8,-1699.6,,-1413.8,,-1701.0,False,,,,,False,,False,False,,False,False,,False,,False
06027,60,55.0,,,,,,11.0,,75.5,17.8,,3.3,19.9,,,,181.0,-5.0,,,,,,-49.0,,15.5,-42.2,,-56.7,-40.1,,,,121.0,,,,,,False,,False,False,,False,False,,,,False
06029,3639,2440.0,3264.0,,,,,2467.0,,1835.2,1880.3,,1481.2,40.7,,4693.8,,2997.0,-1199.0,-375.0,,,,,-1172.0,,-1803.8,-1758.7,,-2157.8,-3598.3,,1054.8,,-642.0,True,,,,,True,,False,False,,False,False,,True,,True
06031,1441,1385.0,1959.0,,,,,593.0,,794.7,237.0,,274.6,2.4,,1209.5,,576.0,-56.0,518.0,,,,,-848.0,,-646.3,-1204.0,,-1166.4,-1438.6,,-231.5,,-865.0,False,,,,,False,,False,False,,False,False,,False,,False
06033,149,235.0,159.0,,,,,133.0,,128.1,84.3,,129.0,317.0,,,,87.0,86.0,10.0,,,,,-16.0,,-20.9,-64.7,,-20.0,168.0,,,,-62.0,True,,,,,True,,True,True,,True,False,,,,True
06035,385,45.0,0.0,,,,,48.0,,46.6,65.3,,6.1,0.0,,,,68.0,-340.0,-385.0,,,,,-337.0,,-338.4,-319.7,,-378.9,-385.0,,,,-317.0,False,,,,,True,,True,True,,False,False,,,,True
06037,55506,37635.0,60623.0,,,,,17564.0,,28970.2,14736.7,,34210.6,1489.8,,22144.2,,42448.0,-17871.0,5117.0,,,,,-37942.0,,-26535.8,-40769.3,,-21295.4,-54016.2,,-33361.8,,-13058.0,True,,,,,False,,False,False,,False,False,,False,,True
06039,678,530.0,387.0,,,,,398.0,,439.4,392.4,,33.5,1.6,,390.7,,354.0,-148.0,-291.0,,,,,-280.0,,-238.6,-285.6,,-644.5,-676.4,,-287.3,,-324.0,False,,,,,False,,False,False,,False,False,,False,,False
06041,487,535.0,471.0,,,,,376.0,,408.3,324.5,,329.0,140.3,,281.8,,592.0,48.0,-16.0,,,,,-111.0,,-78.7,-162.5,,-158.0,-346.7,,-205.2,,105.0,True,,,,,False,,False,False,,False,False,,False,,False
06043,15,5.0,0.0,,,,,19.0,,7.3,10.4,,4.3,,,,,2.0,-10.0,-15.0,,,,,4.0,,-7.7,-4.6,,-10.7,,,,,-13.0,False,,,,,True,,True,True,,False,,,,,False
06045,253,235.0,398.0,,,,,106.0,,245.3,289.9,,107.7,563.7,,,,183.0,-18.0,145.0,,,,,-147.0,,-7.7,36.9,,-145.3,310.7,,,,-70.0,False,,,,,False,,True,False,,False,False,,,,False
06047,1225,580.0,427.0,,,,,743.0,,464.7,830.6,,134.4,0.7,,758.4,,353.0,-645.0,-798.0,,,,,-482.0,,-760.3,-394.4,,-1090.6,-1224.3,,-466.6,,-872.0,False,,,,,True,,False,True,,False,False,,True,,False
06049,66,5.0,0.0,,,,,6.0,,11.6,14.9,,0.7,,,,,3.0,-61.0,-66.0,,,,,-60.0,,-54.4,-51.1,,-65.3,,,,,-63.0,False,,,,,True,,True,True,,False,,,,,False
06051,309,15.0,0.0,,,,,9.0,,13.6,10.0,,0.6,0.0,,,,17.0,-294.0,-309.0,,,,,-300.0,,-295.4,-299.0,,-308.4,-309.0,,,,-292.0,False,,,,,False,,False,False,,False,False,,,,True
06053,2182,1840.0,1818.0,,,,,986.0,,1523.2,1391.3,,675.9,12.5,,1196.8,,1842.0,-342.0,-364.0,,,,,-1196.0,,-658.8,-790.7,,-1506.1,-2169.5,,-985.2,,-340.0,False,,,,,False,,False,False,,False,False,,False,,True
06055,645,290.0,208.0,,,,,298.0,,181.0,293.6,,56.2,336.5,,167.8,,78.0,-355.0,-437.0,,,,,-347.0,,-464.0,-351.4,,-588.8,-308.5,,-477.2,,-567.0,False,,,,,True,,False,True,,False,True,,False,,False
06057,260,95.0,59.0,,,,,81.0,,70.3,121.6,,35.5,264.5,,,,44.0,-165.0,-201.0,,,,,-179.0,,-189.7,-138.4,,-224.5,4.5,,,,-216.0,False,,,,,False,,False,True,,False,True,,,,False
06059,11287,5870.0,3519.0,,,,,3467.0,,4539.5,3671.1,,4817.9,281.2,,3773.2,,6055.0,-5417.0,-7768.0,,,,,-7820.0,,-6747.5,-7615.9,,-6469.1,-11005.8,,-7513.8,,-5232.0,False,,,,,False,,False,False,,False,False,,False,,True
