,count,mean,median,std,min,25%,75%,max
OliverWyman-Navigator,3007,282.8,81.0,865.3,0.0,29.0,205.0,29671.0
LNQ-ens1,3140,299.2,83.9,841.2,0.0,28.9,245.9,27357.2
CU-select,3077,336.1,107.0,1103.1,0.0,45.0,255.0,34827.0
COVIDhub-baseline,3141,342.9,89.0,1069.5,0.0,31.0,260.0,37784.0
CEID-Walk,3141,343.9,89.6,1076.6,0.0,31.2,257.0,38224.7
COVIDhub-ensemble,3141,362.5,97.0,1130.9,0.0,33.0,284.0,40153.0
IowaStateLW-STEM,3103,367.1,85.0,1221.0,0.0,30.0,273.0,44476.0
Google_Harvard-CPF,3140,379.4,122.8,1281.8,0.0,42.8,335.6,46339.6
USC-SI_kJalpha,3112,417.9,115.0,1452.8,0.0,39.0,312.0,39724.0
JHUAPL-Bucky,3141,420.8,94.0,1440.0,0.0,31.7,302.9,49010.2
LANL-GrowthRate,2950,433.0,140.2,1226.2,0.0,59.2,366.6,42585.3
JHU_IDD-CovidSP,3139,482.3,150.9,1653.9,0.0,56.1,392.7,59835.8
MITCovAlliance-SIR,2700,550.1,162.5,1580.8,0.6,66.0,436.1,36393.7
