,count,mean,median,std,min,25%,75%,max
UChicagoCHATTOPADHYAY-UnIT,3093,71.4,20.5,228.2,0.0,7.6,59.3,8833.8
LNQ-ens1,3140,71.9,22.6,204.4,0.0,7.6,63.1,5740.0
OliverWyman-Navigator,3026,81.1,24.0,219.9,0.0,8.0,67.0,5163.0
LANL-GrowthRate,3093,83.7,27.0,223.2,0.0,10.0,70.0,5462.0
CU-select,3082,89.4,34.0,195.3,0.0,13.0,82.0,4311.0
COVIDhub-ensemble,3141,99.6,26.0,280.1,0.0,8.0,76.0,6267.0
CEID-Walk,3141,102.1,26.4,275.0,0.0,8.3,80.8,6329.5
COVIDhub-baseline,3141,102.3,27.0,275.0,0.0,8.0,80.0,6204.0
Google_Harvard-CPF,3140,121.3,46.1,292.0,0.0,14.3,128.8,10167.5
JHUAPL-Bucky,3141,121.5,30.1,411.1,0.0,9.2,83.2,11277.8
IowaStateLW-STEM,3103,122.1,30.0,354.2,0.0,10.0,93.0,9070.0
UVA-Ensemble,3076,127.4,29.0,588.8,0.0,9.1,88.9,24371.9
USC-SI_kJalpha,3112,132.5,34.0,405.8,0.0,10.0,100.0,11134.0
PandemicCentral-USCounty,2967,184.2,45.0,554.6,0.0,15.0,138.0,15512.0
