,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,MSRA-DeepST,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-MSRA-DeepST,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-MSRA-DeepST,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
10005,1456,1152.0,,1124.3,,854.0,1622.0,,,,,976.8,,751.0,,817.9,470.0,,811.3,1223.6,83.6,,,,,719.8,1392.0,,779.0,974.3,-304.0,,-331.7,,-602.0,166.0,,,,,-479.2,,-705.0,,-638.1,-986.0,,-644.7,-232.4,-1372.4,,,,,-736.2,-64.0,,-677.0,-481.7,,False,,False,True,,,,,False,,False,,False,False,,False,True,False,,,,,False,True,,False,False
12001,2239,2380.0,,2259.5,1467.5,1590.0,4909.0,,,,,3789.7,,648.0,,1626.2,1261.6,,1668.5,1990.0,0.1,,,,,1369.7,1450.0,,2604.0,1523.9,141.0,,20.5,-771.5,-649.0,2670.0,,,,,1550.7,,-1591.0,,-612.8,-977.4,,-570.5,-249.0,-2238.9,,,,,-869.3,-789.0,,365.0,-715.1,,True,False,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,False,False,,False,False
12003,212,308.0,,321.5,,174.0,0.0,,,,,256.1,,80.0,,258.9,108.2,,145.8,250.4,0.1,,,,,216.3,,,27.0,304.0,96.0,,109.5,,-38.0,-212.0,,,,,44.1,,-132.0,,46.9,-103.8,,-66.2,38.4,-211.9,,,,,4.3,,,-185.0,92.0,,False,,True,False,,,,,True,,False,,True,False,,True,True,False,,,,,True,,,False,True
12005,1068,672.0,,726.1,,468.0,1281.0,,,,,1385.4,,472.0,,434.8,620.5,,211.8,556.1,3.5,,,,,509.4,360.0,,656.0,518.8,-396.0,,-341.9,,-600.0,213.0,,,,,317.4,,-596.0,,-633.2,-447.5,,-856.2,-511.9,-1064.5,,,,,-558.6,-708.0,,-412.0,-549.2,,True,,False,True,,,,,True,,False,,False,False,,False,False,False,,,,,False,False,,False,False
12007,95,140.0,,146.3,,72.0,42.0,,,,,183.2,,52.0,,102.7,68.6,,24.6,105.6,0.1,,,,,106.6,,,94.0,70.8,45.0,,51.3,,-23.0,-53.0,,,,,88.2,,-43.0,,7.7,-26.4,,-70.4,10.6,-94.9,,,,,11.6,,,-1.0,-24.2,,False,,True,False,,,,,False,,True,,True,True,,False,True,False,,,,,True,,,True,True
12009,3103,2288.0,,2350.8,2019.6,1854.0,2559.0,,,,,3603.9,,1386.0,,2006.2,2549.6,,1676.7,1887.4,24.8,,,,,1200.8,1801.0,,1391.0,1712.9,-815.0,,-752.2,-1083.4,-1249.0,-544.0,,,,,500.9,,-1717.0,,-1096.8,-553.4,,-1426.3,-1215.6,-3078.2,,,,,-1902.2,-1302.0,,-1712.0,-1390.1,,True,False,False,True,,,,,True,,False,,False,True,,False,False,False,,,,,False,False,,False,False
12011,13048,8100.0,,8612.4,6457.8,6505.0,13271.0,,,,,695.5,,2926.0,,4477.7,6241.7,,6433.2,9235.2,368.8,,,,,4441.1,10213.0,,7710.0,4048.9,-4948.0,,-4435.6,-6590.2,-6543.0,223.0,,,,,-12352.5,,-10122.0,,-8570.3,-6806.3,,-6614.8,-3812.8,-12679.2,,,,,-8606.9,-2835.0,,-5338.0,-8999.1,,True,False,False,True,,,,,False,,False,,False,False,,False,True,False,,,,,False,True,,False,False
12013,124,120.0,,119.3,,47.0,0.0,,,,,116.5,,47.0,,60.7,32.7,,14.8,89.8,0.0,,,,,,,,74.0,48.1,-4.0,,-4.7,,-77.0,-124.0,,,,,-7.5,,-77.0,,-63.3,-91.3,,-109.2,-34.2,-124.0,,,,,,,,-50.0,-75.9,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,,,,False,False
12015,897,588.0,,603.5,,412.0,808.0,,,,,794.9,,343.0,,394.1,630.1,,335.5,489.3,58.9,,,,,354.7,528.0,,648.0,215.8,-309.0,,-293.5,,-485.0,-89.0,,,,,-102.1,,-554.0,,-502.9,-266.9,,-561.5,-407.7,-838.1,,,,,-542.3,-369.0,,-249.0,-681.2,,True,,False,True,,,,,True,,False,,False,True,,False,False,False,,,,,False,False,,True,False
12017,826,464.0,,479.7,,353.0,786.0,,,,,977.7,,262.0,,354.2,337.9,,293.0,384.1,0.4,,,,,292.1,365.0,,241.0,259.8,-362.0,,-346.3,,-473.0,-40.0,,,,,151.7,,-564.0,,-471.8,-488.1,,-533.0,-441.9,-825.6,,,,,-533.9,-461.0,,-585.0,-566.2,,True,,False,True,,,,,True,,False,,False,False,,False,False,False,,,,,False,False,,False,False
12019,1149,1108.0,,1168.1,,836.0,2405.0,,,,,1583.2,,417.0,,712.2,825.4,,824.1,1044.1,55.7,,,,,743.7,951.0,,618.0,413.8,-41.0,,19.1,,-313.0,1256.0,,,,,434.2,,-732.0,,-436.8,-323.6,,-324.9,-104.9,-1093.3,,,,,-405.3,-198.0,,-531.0,-735.2,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,False,False,,False,False
12021,2248,1796.0,,1762.0,1475.9,1347.0,3178.0,,,,,1393.0,,909.0,,1135.3,1110.2,,649.6,1749.9,30.7,,,,,1175.5,1724.0,,1550.0,617.5,-452.0,,-486.0,-772.1,-901.0,930.0,,,,,-855.0,,-1339.0,,-1112.7,-1137.8,,-1598.4,-498.1,-2217.3,,,,,-1072.5,-524.0,,-698.0,-1630.5,,False,False,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,False,False,,False,False
12023,402,536.0,,543.5,,376.0,636.0,,,,,891.5,,187.0,,311.9,252.6,,152.2,440.1,0.8,,,,,527.8,,,43.0,237.5,134.0,,141.5,,-26.0,234.0,,,,,489.5,,-215.0,,-90.1,-149.4,,-249.8,38.1,-401.2,,,,,125.8,,,-359.0,-164.5,,False,,True,False,,,,,False,,False,,True,False,,False,True,False,,,,,True,,,False,False
12027,152,92.0,,94.7,,66.0,52.0,,,,,174.6,,117.0,,68.3,79.9,,18.0,107.0,0.6,,,,,60.2,,,43.0,60.7,-60.0,,-57.3,,-86.0,-100.0,,,,,22.6,,-35.0,,-83.7,-72.1,,-134.0,-45.0,-151.4,,,,,-91.8,,,-109.0,-91.3,,True,,False,False,,,,,True,,True,,False,False,,False,True,False,,,,,False,,,False,False
12029,66,88.0,,103.8,,30.0,0.0,,,,,131.1,,30.0,,57.7,64.5,,12.7,73.7,0.0,,,,,,,,49.0,29.7,22.0,,37.8,,-36.0,-66.0,,,,,65.1,,-36.0,,-8.3,-1.5,,-53.3,7.7,-66.0,,,,,,,,-17.0,-36.3,,False,,False,False,,,,,False,,False,,True,True,,False,True,False,,,,,,,,True,False
12031,5226,4412.0,,4486.1,3761.3,3298.0,5243.0,,,,,4091.6,,2702.0,,3035.6,2396.3,,3374.3,4318.5,320.6,,,,,2452.2,2850.0,,3475.0,2254.5,-814.0,,-739.9,-1464.7,-1928.0,17.0,,,,,-1134.4,,-2524.0,,-2190.4,-2829.7,,-1851.7,-907.5,-4905.4,,,,,-2773.8,-2376.0,,-1751.0,-2971.5,,True,False,False,True,,,,,False,,False,,False,False,,False,False,False,,,,,False,False,,False,False
12033,2020,1392.0,,1399.0,1033.9,1145.0,3461.0,,,,,1502.9,,1266.0,,552.4,873.1,,1118.0,1397.4,6.3,,,,,1097.4,1231.0,,37.0,736.8,-628.0,,-621.0,-986.1,-875.0,1441.0,,,,,-517.1,,-754.0,,-1467.6,-1146.9,,-902.0,-622.6,-2013.7,,,,,-922.6,-789.0,,-1983.0,-1283.2,,True,False,False,False,,,,,True,,False,,False,False,,False,True,False,,,,,False,False,,False,False
12035,434,428.0,,390.8,,303.0,1121.0,,,,,545.4,,131.0,,279.6,328.2,,270.2,403.2,4.8,,,,,337.0,,,160.0,175.3,-6.0,,-43.2,,-131.0,687.0,,,,,111.4,,-303.0,,-154.4,-105.8,,-163.8,-30.8,-429.2,,,,,-97.0,,,-274.0,-258.7,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,False,,,False,False
12037,119,116.0,,112.9,,54.0,0.0,,,,,85.9,,23.0,,71.5,46.5,,54.3,119.2,0.0,,,,,,,,10.0,55.6,-3.0,,-6.1,,-65.0,-119.0,,,,,-33.1,,-96.0,,-47.5,-72.5,,-64.7,0.2,-119.0,,,,,,,,-109.0,-63.4,,False,,False,False,,,,,False,,False,,False,False,,False,True,False,,,,,,,,False,False
12039,106,264.0,,255.8,,201.0,221.0,,,,,347.5,,139.0,,196.0,137.5,,96.3,206.9,0.0,,,,,339.8,,,0.0,123.8,158.0,,149.8,,95.0,115.0,,,,,241.5,,33.0,,90.0,31.5,,-9.7,100.9,-106.0,,,,,233.8,,,-106.0,17.8,,True,,True,True,,,,,False,,True,,True,True,,True,True,True,,,,,False,,,True,True
12041,112,68.0,,61.3,,28.0,0.0,,,,,115.6,,28.0,,45.2,33.8,,10.7,51.5,0.0,,,,,,,,105.0,45.0,-44.0,,-50.7,,-84.0,-112.0,,,,,3.6,,-84.0,,-66.8,-78.2,,-101.3,-60.5,-112.0,,,,,,,,-7.0,-67.0,,False,,False,False,,,,,True,,False,,False,False,,False,False,False,,,,,,,,True,False
12043,46,40.0,,38.3,,25.0,22.0,,,,,81.5,,28.0,,47.1,27.9,,3.6,38.7,0.0,,,,,,,,19.0,63.7,-6.0,,-7.7,,-21.0,-24.0,,,,,35.5,,-18.0,,1.1,-18.1,,-42.4,-7.3,-46.0,,,,,,,,-27.0,17.7,,False,,False,False,,,,,False,,False,,True,False,,False,False,False,,,,,,,,False,False
12045,93,108.0,,114.5,,48.0,,,,,,85.5,,28.0,,69.6,46.5,,22.4,81.7,0.0,,,,,,,,0.0,36.1,15.0,,21.5,,-45.0,,,,,,-7.5,,-65.0,,-23.4,-46.5,,-70.6,-11.3,-93.0,,,,,,,,-93.0,-56.9,,False,,False,,,,,,True,,False,,False,False,,False,True,False,,,,,,,,False,False
12047,48,44.0,,50.5,,40.0,47.0,,,,,109.0,,33.0,,48.6,23.8,,1.6,37.2,0.0,,,,,,,,0.0,46.4,-4.0,,2.5,,-8.0,-1.0,,,,,61.0,,-15.0,,0.6,-24.2,,-46.4,-10.8,-48.0,,,,,,,,-48.0,-1.6,,True,,False,True,,,,,False,,False,,True,False,,False,False,False,,,,,,,,False,True
12049,161,340.0,,321.7,,209.0,315.0,,,,,168.5,,67.0,,213.0,192.7,,108.8,247.2,0.2,,,,,221.0,,,353.0,202.2,179.0,,160.7,,48.0,154.0,,,,,7.5,,-94.0,,52.0,31.7,,-52.2,86.2,-160.8,,,,,60.0,,,192.0,41.2,,True,,True,True,,,,,True,,True,,True,True,,True,True,True,,,,,True,,,False,True
12051,196,176.0,,165.4,,105.0,66.0,,,,,161.6,,73.0,,128.0,99.6,,50.6,173.9,0.0,,,,,138.2,,,286.0,87.9,-20.0,,-30.6,,-91.0,-130.0,,,,,-34.4,,-123.0,,-68.0,-96.4,,-145.4,-22.1,-196.0,,,,,-57.8,,,90.0,-108.1,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,False,,,False,False
12053,790,456.0,,443.8,,344.0,1126.0,,,,,1275.2,,314.0,,279.5,295.1,,330.3,614.5,1.6,,,,,269.7,450.0,,260.0,252.4,-334.0,,-346.2,,-446.0,336.0,,,,,485.2,,-476.0,,-510.5,-494.9,,-459.7,-175.5,-788.4,,,,,-520.3,-340.0,,-530.0,-537.6,,False,,False,False,,,,,False,,False,,False,False,,False,True,False,,,,,False,False,,False,False
12055,733,472.0,,467.9,,372.0,617.0,,,,,795.3,,322.0,,450.4,280.7,,150.0,417.4,0.7,,,,,276.7,,,298.0,407.9,-261.0,,-265.1,,-361.0,-116.0,,,,,62.3,,-411.0,,-282.6,-452.3,,-583.0,-315.6,-732.3,,,,,-456.3,,,-435.0,-325.1,,False,,False,True,,,,,True,,False,,False,False,,False,False,False,,,,,False,,,False,False
12057,7206,5868.0,,5958.7,5029.2,4880.0,10534.0,,,,,1930.8,,3028.0,,4127.1,5158.3,,4730.9,6192.9,427.8,,,,,3110.3,5878.0,,4437.0,2890.4,-1338.0,,-1247.3,-2176.8,-2326.0,3328.0,,,,,-5275.2,,-4178.0,,-3078.9,-2047.7,,-2475.1,-1013.1,-6778.2,,,,,-4095.7,-1328.0,,-2769.0,-4315.6,,True,False,False,False,,,,,False,,False,,False,False,,False,True,False,,,,,False,True,,False,False
12059,195,208.0,,215.1,,79.0,28.0,,,,,152.1,,79.0,,96.9,60.6,,57.3,154.4,0.1,,,,,,,,91.0,80.4,13.0,,20.1,,-116.0,-167.0,,,,,-42.9,,-116.0,,-98.1,-134.4,,-137.7,-40.6,-194.9,,,,,,,,-104.0,-114.6,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,,,,False,False
12061,879,416.0,,424.1,,351.0,348.0,,,,,705.6,,328.0,,273.8,250.5,,350.8,497.8,4.3,,,,,204.4,416.0,,264.0,413.2,-463.0,,-454.9,,-528.0,-531.0,,,,,-173.4,,-551.0,,-605.2,-628.5,,-528.2,-381.2,-874.7,,,,,-674.6,-463.0,,-615.0,-465.8,,True,,False,False,,,,,True,,False,,False,False,,False,True,False,,,,,False,False,,False,False
12063,473,412.0,,416.3,,219.0,344.0,,,,,347.7,,160.0,,242.7,110.4,,77.0,339.6,0.1,,,,,203.3,,,43.0,245.5,-61.0,,-56.7,,-254.0,-129.0,,,,,-125.3,,-313.0,,-230.3,-362.6,,-396.0,-133.4,-472.9,,,,,-269.7,,,-430.0,-227.5,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,False,,,False,False
12065,97,136.0,,122.3,,30.0,0.0,,,,,86.0,,22.0,,98.2,41.5,,27.7,106.5,0.0,,,,,,,,101.0,131.8,39.0,,25.3,,-67.0,-97.0,,,,,-11.0,,-75.0,,1.2,-55.5,,-69.3,9.5,-97.0,,,,,,,,4.0,34.8,,True,,False,False,,,,,True,,False,,True,False,,False,True,False,,,,,,,,True,True
12067,34,48.0,,50.4,,22.0,0.0,,,,,109.6,,19.0,,24.0,20.4,,9.0,45.8,0.1,,,,,226.8,,,42.0,32.1,14.0,,16.4,,-12.0,-34.0,,,,,75.6,,-15.0,,-10.0,-13.6,,-25.0,11.8,-33.9,,,,,192.8,,,8.0,-1.9,,False,,True,False,,,,,False,,False,,True,True,,False,True,False,,,,,False,,,True,True
12069,1397,1072.0,,1043.7,,896.0,1295.0,,,,,1402.3,,916.0,,799.5,1194.7,,808.9,1216.5,12.9,,,,,664.8,1132.0,,623.0,666.4,-325.0,,-353.3,,-501.0,-102.0,,,,,5.3,,-481.0,,-597.5,-202.3,,-588.1,-180.5,-1384.1,,,,,-732.2,-265.0,,-774.0,-730.6,,False,,False,True,,,,,True,,False,,False,True,,False,True,False,,,,,False,True,,False,False
12071,4002,2832.0,,2789.6,2420.4,2243.0,4183.0,,,,,2098.4,,1781.0,,1559.9,2623.6,,2012.4,3007.8,79.5,,,,,1728.7,3672.0,,2102.0,1465.3,-1170.0,,-1212.4,-1581.6,-1759.0,181.0,,,,,-1903.6,,-2221.0,,-2442.1,-1378.4,,-1989.6,-994.2,-3922.5,,,,,-2273.3,-330.0,,-1900.0,-2536.7,,False,False,False,True,,,,,False,,False,,False,False,,False,True,False,,,,,False,True,,False,False
12073,1841,1936.0,,2151.4,1212.6,1320.0,2801.0,,,,,3293.7,,649.0,,1370.2,1184.0,,1236.9,1474.0,0.1,,,,,1782.3,692.0,,1630.0,651.4,95.0,,310.4,-628.4,-521.0,960.0,,,,,1452.7,,-1192.0,,-470.8,-657.0,,-604.1,-367.0,-1840.9,,,,,-58.7,-1149.0,,-211.0,-1189.6,,False,False,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,True,False,,False,False
12075,143,100.0,,102.1,,81.0,99.0,,,,,137.4,,64.0,,91.2,118.1,,17.4,97.4,0.0,,,,,73.0,,,62.0,41.5,-43.0,,-40.9,,-62.0,-44.0,,,,,-5.6,,-79.0,,-51.8,-24.9,,-125.6,-45.6,-143.0,,,,,-70.0,,,-81.0,-101.5,,True,,False,False,,,,,True,,False,,False,True,,False,False,False,,,,,False,,,False,False
12077,31,12.0,,12.6,,6.0,0.0,,,,,100.1,,23.0,,5.6,12.5,,1.6,15.6,0.0,,,,,,,,0.0,7.7,-19.0,,-18.4,,-25.0,-31.0,,,,,69.1,,-8.0,,-25.4,-18.5,,-29.4,-15.4,-31.0,,,,,,,,-31.0,-23.3,,True,,False,False,,,,,False,,True,,False,True,,False,True,False,,,,,,,,False,False
12079,119,72.0,,76.3,,45.0,14.0,,,,,134.2,,32.0,,57.0,47.2,,31.5,77.1,0.0,,,,,80.4,,,9.0,40.7,-47.0,,-42.7,,-74.0,-105.0,,,,,15.2,,-87.0,,-62.0,-71.8,,-87.5,-41.9,-119.0,,,,,-38.6,,,-110.0,-78.3,,True,,False,False,,,,,True,,False,,False,False,,False,True,False,,,,,True,,,False,False
12081,2065,1956.0,,1989.3,1559.2,1436.0,3023.0,,,,,1977.2,,734.0,,1244.0,1508.7,,1159.8,1729.2,27.6,,,,,1088.9,2482.0,,1321.0,1612.0,-109.0,,-75.7,-505.8,-629.0,958.0,,,,,-87.8,,-1331.0,,-821.0,-556.3,,-905.2,-335.8,-2037.4,,,,,-976.1,417.0,,-744.0,-453.0,,True,False,False,False,,,,,True,,False,,False,False,,False,False,False,,,,,False,False,,False,False
12083,1274,1256.0,,1278.1,1329.9,1007.0,2612.0,,,,,2135.3,,885.0,,716.2,1159.0,,969.8,1310.6,7.7,,,,,904.0,949.0,,725.0,544.4,-18.0,,4.1,55.9,-267.0,1338.0,,,,,861.3,,-389.0,,-557.8,-115.0,,-304.2,36.6,-1266.3,,,,,-370.0,-325.0,,-549.0,-729.6,,True,False,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,False,False,,False,False
12085,522,476.0,,484.7,,289.0,554.0,,,,,749.3,,115.0,,265.2,302.7,,198.3,394.0,6.4,,,,,275.2,359.0,,395.0,255.4,-46.0,,-37.3,,-233.0,32.0,,,,,227.3,,-407.0,,-256.8,-219.3,,-323.7,-128.0,-515.6,,,,,-246.8,-163.0,,-127.0,-266.6,,True,,False,True,,,,,False,,False,,False,False,,False,False,False,,,,,False,False,,False,False
12086,22366,15124.0,,15319.8,10732.4,11242.0,26885.0,,,,,2465.3,,8403.0,,8464.5,7836.5,,10291.0,15217.2,,,,,,9037.4,14623.0,,0.0,,-7242.0,,-7046.2,-11633.6,-11124.0,4519.0,,,,,-19900.7,,-13963.0,,-13901.5,-14529.5,,-12075.0,-7148.8,,,,,,-13328.6,-7743.0,,-22366.0,,,True,False,False,True,,,,,False,,False,,False,False,,False,True,,,,,,False,False,,False,
12087,714,444.0,,449.1,,317.0,1043.0,,,,,183.6,,312.0,,302.2,167.1,,302.2,423.3,0.5,,,,,224.5,,,228.0,216.5,-270.0,,-264.9,,-397.0,329.0,,,,,-530.4,,-402.0,,-411.8,-546.9,,-411.8,-290.7,-713.5,,,,,-489.5,,,-486.0,-497.5,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,False,,,False,False
12089,389,444.0,,447.0,,313.0,670.0,,,,,590.4,,140.0,,329.2,243.7,,175.6,356.0,1.4,,,,,322.3,,,160.0,193.4,55.0,,58.0,,-76.0,281.0,,,,,201.4,,-249.0,,-59.8,-145.3,,-213.4,-33.0,-387.6,,,,,-66.7,,,-229.0,-195.6,,False,,False,False,,,,,False,,False,,False,False,,False,True,False,,,,,False,,,False,False
12091,1753,1732.0,,1821.2,,1432.0,4507.0,,,,,1485.3,,575.0,,897.4,653.6,,1690.1,1400.7,30.5,,,,,892.2,2456.0,,1549.0,1461.3,-21.0,,68.2,,-321.0,2754.0,,,,,-267.7,,-1178.0,,-855.6,-1099.4,,-62.9,-352.3,-1722.5,,,,,-860.8,703.0,,-204.0,-291.7,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,False,False,,False,False
12093,196,128.0,,126.2,,111.0,97.0,,,,,603.6,,130.0,,128.3,136.1,,21.2,110.3,0.0,,,,,113.1,,,79.0,159.7,-68.0,,-69.8,,-85.0,-99.0,,,,,407.6,,-66.0,,-67.7,-59.9,,-174.8,-85.7,-196.0,,,,,-82.9,,,-117.0,-36.3,,False,,False,False,,,,,False,,True,,True,True,,False,False,False,,,,,False,,,False,True
12095,7528,5920.0,,5948.4,5118.9,4355.0,7474.0,,,,,2697.4,,3534.0,,3720.6,6368.6,,4538.2,6585.8,366.4,,,,,3267.1,4027.0,,5420.0,,-1608.0,,-1579.6,-2409.1,-3173.0,-54.0,,,,,-4830.6,,-3994.0,,-3807.4,-1159.4,,-2989.8,-942.2,-7161.6,,,,,-4260.9,-3501.0,,-2108.0,,,True,False,False,True,,,,,False,,False,,False,True,,False,True,False,,,,,False,False,,False,
12097,2306,1652.0,,1636.0,1293.9,1165.0,2157.0,,,,,2374.6,,1014.0,,1114.3,1236.8,,1161.5,1604.3,217.5,,,,,946.1,1068.0,,1194.0,694.1,-654.0,,-670.0,-1012.1,-1141.0,-149.0,,,,,68.6,,-1292.0,,-1191.7,-1069.2,,-1144.5,-701.7,-2088.5,,,,,-1359.9,-1238.0,,-1112.0,-1611.9,,False,False,False,True,,,,,True,,False,,False,False,,False,False,False,,,,,False,False,,False,False
12099,8791,4888.0,,5063.8,4305.2,3905.0,10009.0,,,,,2031.0,,1772.0,,2918.6,4233.7,,3631.7,4744.6,195.5,,,,,3031.1,4155.0,,4908.0,2033.7,-3903.0,,-3727.2,-4485.8,-4886.0,1218.0,,,,,-6760.0,,-7019.0,,-5872.4,-4557.3,,-5159.3,-4046.4,-8595.5,,,,,-5759.9,-4636.0,,-3883.0,-6757.3,,True,False,False,True,,,,,False,,False,,False,False,,False,False,False,,,,,False,False,,True,False
12101,2234,1796.0,,1816.2,1655.0,1514.0,3138.0,,,,,2084.5,,1084.0,,1389.0,1717.9,,1332.3,1630.8,54.8,,,,,885.1,1957.0,,1887.0,659.6,-438.0,,-417.8,-579.0,-720.0,904.0,,,,,-149.5,,-1150.0,,-845.0,-516.1,,-901.7,-603.2,-2179.2,,,,,-1348.9,-277.0,,-347.0,-1574.4,,True,False,False,False,,,,,True,,False,,False,False,,False,False,False,,,,,False,True,,True,False
12103,4883,4288.0,,4187.8,3495.1,3483.0,7746.0,,,,,2889.8,,1938.0,,2700.1,2456.6,,3435.1,4436.2,158.0,,,,,2234.8,7437.0,,3906.0,3509.3,-595.0,,-695.2,-1387.9,-1400.0,2863.0,,,,,-1993.2,,-2945.0,,-2182.9,-2426.4,,-1447.9,-446.8,-4725.0,,,,,-2648.2,2554.0,,-977.0,-1373.7,,False,False,False,False,,,,,False,,False,,False,False,,False,True,False,,,,,False,False,,False,False
12105,3307,3136.0,,3184.3,2257.3,2361.0,4395.0,,,,,3795.6,,2193.0,,2160.1,2507.4,,2295.0,2641.6,73.3,,,,,1917.0,3086.0,,1999.0,1749.8,-171.0,,-122.7,-1049.7,-946.0,1088.0,,,,,488.6,,-1114.0,,-1146.9,-799.6,,-1012.0,-665.4,-3233.7,,,,,-1390.0,-221.0,,-1308.0,-1557.2,,True,False,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,False,False,,False,False
12107,263,288.0,,329.2,,214.0,215.0,,,,,305.7,,153.0,,200.4,240.4,,135.4,243.6,0.2,,,,,265.3,,,528.0,161.9,25.0,,66.2,,-49.0,-48.0,,,,,42.7,,-110.0,,-62.6,-22.6,,-127.6,-19.4,-262.8,,,,,2.3,,,265.0,-101.1,,False,,False,False,,,,,False,,False,,False,True,,False,True,False,,,,,True,,,False,False
12109,1472,1216.0,,1248.0,,1007.0,2514.0,,,,,1301.9,,408.0,,802.7,808.0,,1005.5,1206.4,60.9,,,,,668.2,1251.0,,797.0,469.2,-256.0,,-224.0,,-465.0,1042.0,,,,,-170.1,,-1064.0,,-669.3,-664.0,,-466.5,-265.6,-1411.1,,,,,-803.8,-221.0,,-675.0,-1002.8,,True,,False,False,,,,,True,,False,,False,False,,False,False,False,,,,,False,True,,False,False
12111,1219,944.0,,973.4,896.8,744.0,1730.0,,,,,1636.2,,411.0,,538.1,654.2,,622.1,1012.7,11.7,,,,,592.0,866.0,,836.0,548.6,-275.0,,-245.6,-322.2,-475.0,511.0,,,,,417.2,,-808.0,,-680.9,-564.8,,-596.9,-206.3,-1207.3,,,,,-627.0,-353.0,,-383.0,-670.4,,True,False,False,False,,,,,False,,False,,False,False,,False,True,False,,,,,False,False,,False,False
12113,816,764.0,,731.1,,588.0,1318.0,,,,,701.7,,574.0,,451.7,521.4,,529.7,750.1,10.8,,,,,593.0,666.0,,635.0,484.9,-52.0,,-84.9,,-228.0,502.0,,,,,-114.3,,-242.0,,-364.3,-294.6,,-286.3,-65.9,-805.2,,,,,-223.0,-150.0,,-181.0,-331.1,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,False,False,,False,False
12115,2044,1620.0,,1601.7,1376.9,1330.0,2380.0,,,,,2309.3,,698.0,,1104.8,1592.6,,1282.8,1694.5,582.1,,,,,847.7,2355.0,,934.0,997.1,-424.0,,-442.3,-667.1,-714.0,336.0,,,,,265.3,,-1346.0,,-939.2,-451.4,,-761.2,-349.5,-1461.9,,,,,-1196.3,311.0,,-1110.0,-1046.9,,False,False,False,True,,,,,True,,False,,False,False,,False,True,False,,,,,False,True,,False,False
