,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,MSRA-DeepST,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-MSRA-DeepST,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-MSRA-DeepST,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
47133,304,548.0,,559.5,,439.0,453.0,,,,,492.3,,156.0,,885.1,120.2,,320.9,435.1,269.1,,,,,,,,2.0,808.9,244.0,,255.5,,135.0,149.0,,,,,188.3,,-148.0,,581.1,-183.8,,16.9,131.1,-34.9,,,,,,,,-302.0,504.9,,False,,True,True,,,,,True,,True,,False,True,,True,True,True,,,,,,,,False,False
47135,237,96.0,,99.3,,59.0,50.0,,,,,63.2,,58.0,,63.6,18.9,,46.3,85.7,21.8,,,,,,,,19.0,30.6,-141.0,,-137.7,,-178.0,-187.0,,,,,-173.8,,-179.0,,-173.4,-218.1,,-190.7,-151.3,-215.2,,,,,,,,-218.0,-206.4,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,,,,False,False
47137,105,112.0,,95.6,,100.0,123.0,,,,,45.3,,28.0,,607.1,18.9,,74.5,135.8,39.0,,,,,,,,32.0,80.0,7.0,,-9.4,,-5.0,18.0,,,,,-59.7,,-77.0,,502.1,-86.1,,-30.5,30.8,-66.0,,,,,,,,-73.0,-25.0,,False,,True,False,,,,,False,,False,,False,False,,False,False,False,,,,,,,,False,False
47139,140,64.0,,62.6,,61.0,0.0,,,,,106.9,,91.0,,107.5,31.8,,19.2,75.9,0.0,,,,,,,,8.0,103.3,-76.0,,-77.4,,-79.0,-140.0,,,,,-33.1,,-49.0,,-32.5,-108.2,,-120.8,-64.1,-140.0,,,,,,,,-132.0,-36.7,,False,,False,False,,,,,True,,True,,True,False,,False,True,False,,,,,,,,False,True
47141,1262,1136.0,,1075.7,,1091.0,1851.0,,,,,1598.9,,701.0,,1089.5,357.3,,880.8,1251.8,976.3,,,,,1026.7,,,703.0,717.3,-126.0,,-186.3,,-171.0,589.0,,,,,336.9,,-561.0,,-172.5,-904.7,,-381.2,-10.2,-285.7,,,,,-235.3,,,-559.0,-544.7,,False,,False,False,,,,,False,,False,,False,False,,False,True,False,,,,,False,,,False,False
47143,356,192.0,,182.1,,187.0,,,,,,392.2,,242.0,,303.8,204.2,,110.8,211.6,0.9,,,,,,,,0.0,164.2,-164.0,,-173.9,,-169.0,,,,,,36.2,,-114.0,,-52.2,-151.8,,-245.2,-144.4,-355.1,,,,,,,,-356.0,-191.8,,False,,False,,,,,,True,,True,,True,True,,False,True,False,,,,,,,,False,False
47145,755,440.0,,433.6,,416.0,704.0,,,,,426.2,,360.0,,653.5,146.1,,388.8,455.9,185.8,,,,,429.9,,,0.0,242.7,-315.0,,-321.4,,-339.0,-51.0,,,,,-328.8,,-395.0,,-101.5,-608.9,,-366.2,-299.1,-569.2,,,,,-325.1,,,-755.0,-512.3,,False,,False,True,,,,,False,,False,,True,False,,False,True,False,,,,,False,,,False,False
47147,628,392.0,,400.1,,339.0,711.0,,,,,509.2,,343.0,,313.7,152.9,,152.5,437.0,8.1,,,,,311.5,,,205.0,250.5,-236.0,,-227.9,,-289.0,83.0,,,,,-118.8,,-285.0,,-314.3,-475.1,,-475.5,-191.0,-619.9,,,,,-316.5,,,-423.0,-377.5,,True,,False,True,,,,,True,,False,,False,False,,False,True,False,,,,,False,,,False,False
47149,4113,2112.0,,2161.1,1890.0,1785.0,1489.0,,,,,2192.6,,1643.0,,2321.3,1493.3,,1203.3,2533.9,148.6,,,,,956.5,1902.0,,1838.0,968.1,-2001.0,,-1951.9,-2223.0,-2328.0,-2624.0,,,,,-1920.4,,-2470.0,,-1791.7,-2619.7,,-2909.7,-1579.1,-3964.4,,,,,-3156.5,-2211.0,,-2275.0,-3144.9,,True,False,False,False,,,,,True,,False,,True,False,,False,True,False,,,,,False,False,,False,False
47151,381,160.0,,163.0,,141.0,240.0,,,,,115.8,,108.0,,331.7,41.9,,63.6,140.6,57.0,,,,,,,,93.0,59.4,-221.0,,-218.0,,-240.0,-141.0,,,,,-265.2,,-273.0,,-49.3,-339.1,,-317.4,-240.4,-324.0,,,,,,,,-288.0,-321.6,,True,,False,True,,,,,False,,False,,True,False,,False,False,False,,,,,,,,False,False
47153,132,196.0,,210.2,,140.0,152.0,,,,,71.3,,79.0,,201.8,45.9,,79.9,145.0,71.9,,,,,,,,133.0,129.1,64.0,,78.2,,8.0,20.0,,,,,-60.7,,-53.0,,69.8,-86.1,,-52.1,13.0,-60.1,,,,,,,,1.0,-2.9,,False,,True,True,,,,,True,,True,,False,False,,True,True,True,,,,,,,,True,True
47155,973,892.0,,921.6,,700.0,1361.0,,,,,916.9,,522.0,,817.6,316.5,,313.9,886.2,14.0,,,,,497.4,,,504.0,249.7,-81.0,,-51.4,,-273.0,388.0,,,,,-56.1,,-451.0,,-155.4,-656.5,,-659.1,-86.8,-959.0,,,,,-475.6,,,-469.0,-723.3,,True,,False,False,,,,,True,,False,,False,False,,False,False,False,,,,,False,,,False,False
47157,8251,4896.0,,5048.1,4167.3,4072.0,5731.0,,,,,3000.8,,5630.0,,3965.7,2960.8,,3344.3,6014.5,257.2,,,,,3045.2,2910.0,,3139.0,3210.6,-3355.0,,-3202.9,-4083.7,-4179.0,-2520.0,,,,,-5250.2,,-2621.0,,-4285.3,-5290.2,,-4906.7,-2236.5,-7993.8,,,,,-5205.8,-5341.0,,-5112.0,-5040.4,,True,False,False,True,,,,,False,,True,,False,False,,False,True,False,,,,,False,False,,False,False
47159,305,304.0,,300.4,,237.0,163.0,,,,,217.0,,125.0,,394.2,101.6,,115.4,240.1,185.7,,,,,,,,100.0,131.6,-1.0,,-4.6,,-68.0,-142.0,,,,,-88.0,,-180.0,,89.2,-203.4,,-189.6,-64.9,-119.3,,,,,,,,-205.0,-173.4,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,,,,False,False
47161,173,132.0,,129.3,,86.0,155.0,,,,,111.9,,66.0,,252.6,40.8,,16.7,86.8,0.0,,,,,,,,17.0,190.2,-41.0,,-43.7,,-87.0,-18.0,,,,,-61.1,,-107.0,,79.6,-132.2,,-156.3,-86.2,-173.0,,,,,,,,-156.0,17.2,,False,,False,True,,,,,False,,False,,False,False,,False,False,False,,,,,,,,False,True
47163,1987,1796.0,,1792.9,,1684.0,2545.0,,,,,1734.7,,923.0,,1997.0,435.1,,1684.4,1545.9,605.9,,,,,1042.1,4128.0,,1374.0,476.0,-191.0,,-194.1,,-303.0,558.0,,,,,-252.3,,-1064.0,,10.0,-1551.9,,-302.6,-441.1,-1381.1,,,,,-944.9,2141.0,,-613.0,-1511.0,,False,,False,False,,,,,False,,False,,True,False,,False,False,False,,,,,False,False,,False,False
47165,2290,1056.0,,1033.1,,939.0,1437.0,,,,,1065.9,,895.0,,851.8,503.1,,940.2,1348.6,54.2,,,,,612.1,1329.0,,811.0,776.3,-1234.0,,-1256.9,,-1351.0,-853.0,,,,,-1224.1,,-1395.0,,-1438.2,-1786.9,,-1349.8,-941.4,-2235.8,,,,,-1677.9,-961.0,,-1479.0,-1513.7,,False,,False,True,,,,,True,,False,,False,False,,False,True,False,,,,,False,True,,False,False
47167,843,548.0,,529.7,,516.0,756.0,,,,,679.2,,506.0,,689.6,201.2,,244.0,539.7,5.8,,,,,406.5,,,305.0,300.1,-295.0,,-313.3,,-327.0,-87.0,,,,,-163.8,,-337.0,,-153.4,-641.8,,-599.0,-303.3,-837.2,,,,,-436.5,,,-538.0,-542.9,,False,,False,True,,,,,True,,False,,True,False,,False,False,False,,,,,False,,,False,False
47169,139,44.0,,43.0,,40.0,,,,,,123.2,,72.0,,45.0,42.1,,16.8,82.3,0.8,,,,,15.5,,,21.0,107.5,-95.0,,-96.0,,-99.0,,,,,,-15.8,,-67.0,,-94.0,-96.9,,-122.2,-56.7,-138.2,,,,,-123.5,,,-118.0,-31.5,,False,,False,,,,,,True,,True,,True,False,,False,True,False,,,,,False,,,False,True
47171,305,152.0,,128.5,,104.0,72.0,,,,,102.7,,112.0,,94.6,12.7,,60.7,139.3,41.7,,,,,,,,189.0,511.8,-153.0,,-176.5,,-201.0,-233.0,,,,,-202.3,,-193.0,,-210.4,-292.3,,-244.3,-165.7,-263.3,,,,,,,,-116.0,206.8,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,,,,True,False
47173,141,156.0,,140.7,,144.0,149.0,,,,,121.0,,144.0,,289.3,46.3,,62.8,149.5,0.1,,,,,,,,0.0,106.8,15.0,,-0.3,,3.0,8.0,,,,,-20.0,,3.0,,148.3,-94.7,,-78.2,8.5,-140.9,,,,,,,,-141.0,-34.2,,True,,True,True,,,,,False,,True,,False,False,,False,True,False,,,,,,,,False,False
47175,84,48.0,,46.7,,40.0,0.0,,,,,43.8,,54.0,,48.7,13.5,,11.8,42.6,0.0,,,,,,,,37.0,26.6,-36.0,,-37.3,,-44.0,-84.0,,,,,-40.2,,-30.0,,-35.3,-70.5,,-72.2,-41.4,-84.0,,,,,,,,-47.0,-57.4,,False,,False,False,,,,,False,,True,,True,False,,False,False,False,,,,,,,,False,False
47177,685,432.0,,448.3,,411.0,688.0,,,,,358.5,,409.0,,462.3,174.0,,240.6,426.0,194.6,,,,,330.9,,,363.0,174.3,-253.0,,-236.7,,-274.0,3.0,,,,,-326.5,,-276.0,,-222.7,-511.0,,-444.4,-259.0,-490.4,,,,,-354.1,,,-322.0,-510.7,,True,,False,True,,,,,False,,False,,True,False,,False,False,False,,,,,False,,,False,False
47179,1878,1044.0,,1039.2,,1035.0,1483.0,,,,,1391.0,,744.0,,1130.2,347.2,,500.7,1183.9,625.1,,,,,671.2,1108.0,,1.0,436.7,-834.0,,-838.8,,-843.0,-395.0,,,,,-487.0,,-1134.0,,-747.8,-1530.8,,-1377.3,-694.1,-1252.9,,,,,-1206.8,-770.0,,-1877.0,-1441.3,,False,,False,True,,,,,True,,False,,True,False,,False,True,False,,,,,False,True,,False,False
47181,135,44.0,,41.9,,37.0,0.0,,,,,207.2,,111.0,,35.0,6.4,,4.6,97.0,0.2,,,,,219.1,,,0.0,44.7,-91.0,,-93.1,,-98.0,-135.0,,,,,72.2,,-24.0,,-100.0,-128.6,,-130.4,-38.0,-134.8,,,,,84.1,,,-135.0,-90.3,,False,,False,False,,,,,True,,True,,False,False,,False,True,False,,,,,True,,,False,True
47183,435,304.0,,298.8,,221.0,173.0,,,,,523.5,,253.0,,382.8,92.4,,123.2,288.3,0.0,,,,,167.9,,,118.0,211.9,-131.0,,-136.2,,-214.0,-262.0,,,,,88.5,,-182.0,,-52.2,-342.6,,-311.8,-146.7,-435.0,,,,,-267.1,,,-317.0,-223.1,,False,,False,False,,,,,True,,False,,True,False,,False,False,False,,,,,False,,,False,False
47185,452,276.0,,293.8,,260.0,250.0,,,,,302.8,,212.0,,333.8,123.7,,270.4,332.4,0.2,,,,,,,,90.0,254.5,-176.0,,-158.2,,-192.0,-202.0,,,,,-149.2,,-240.0,,-118.2,-328.3,,-181.6,-119.6,-451.8,,,,,,,,-362.0,-197.5,,True,,False,False,,,,,True,,False,,True,False,,False,True,False,,,,,,,,False,False
47187,2844,1620.0,,1530.7,,1407.0,1344.0,,,,,1770.5,,733.0,,1768.8,742.3,,1443.5,2080.7,146.1,,,,,679.0,1794.0,,757.0,1156.5,-1224.0,,-1313.3,,-1437.0,-1500.0,,,,,-1073.5,,-2111.0,,-1075.2,-2101.7,,-1400.5,-763.3,-2697.9,,,,,-2165.0,-1050.0,,-2087.0,-1687.5,,False,,False,False,,,,,True,,False,,True,False,,False,True,False,,,,,False,True,,False,False
47189,1803,1132.0,,1109.8,,1109.0,1032.0,,,,,1306.5,,701.0,,1324.4,620.2,,867.8,1317.3,1073.3,,,,,502.4,1129.0,,545.0,990.3,-671.0,,-693.2,,-694.0,-771.0,,,,,-496.5,,-1102.0,,-478.6,-1182.8,,-935.2,-485.7,-729.7,,,,,-1300.6,-674.0,,-1258.0,-812.7,,False,,False,False,,,,,True,,False,,True,False,,False,True,False,,,,,False,False,,False,False
48001,575,164.0,,115.6,,99.0,,,,,,180.6,,500.0,,159.8,216.8,,10.8,141.6,2.4,,,,,76.2,,,165.0,82.7,-411.0,,-459.4,,-476.0,,,,,,-394.4,,-75.0,,-415.2,-358.2,,-564.2,-433.4,-572.6,,,,,-498.8,,,-410.0,-492.3,,False,,False,,,,,,True,,True,,False,True,,False,False,False,,,,,False,,,True,False
48003,312,148.0,,156.3,,139.0,96.0,,,,,62.1,,227.0,,251.1,47.2,,96.7,98.9,95.9,,,,,,,,229.0,305.2,-164.0,,-155.7,,-173.0,-216.0,,,,,-249.9,,-85.0,,-60.9,-264.8,,-215.3,-213.1,-216.1,,,,,,,,-83.0,-6.8,,True,,False,False,,,,,False,,True,,True,False,,False,False,False,,,,,,,,True,True
48005,919,148.0,,148.8,,87.0,88.0,,,,,67.9,,452.0,,90.3,272.8,,20.2,79.2,0.6,,,,,107.1,,,245.0,91.3,-771.0,,-770.2,,-832.0,-831.0,,,,,-851.1,,-467.0,,-828.7,-646.2,,-898.8,-839.8,-918.4,,,,,-811.9,,,-674.0,-827.7,,True,,False,False,,,,,False,,True,,False,True,,False,False,False,,,,,False,,,True,False
48007,112,24.0,,30.5,,10.0,4.0,,,,,43.6,,11.0,,62.6,37.9,,0.0,9.3,1.3,,,,,,,,8.0,14.1,-88.0,,-81.5,,-102.0,-108.0,,,,,-68.4,,-101.0,,-49.4,-74.1,,-112.0,-102.7,-110.7,,,,,,,,-104.0,-97.9,,True,,False,False,,,,,True,,False,,True,True,,False,False,False,,,,,,,,False,False
48009,115,64.0,,71.4,,42.0,28.0,,,,,34.2,,24.0,,59.9,30.9,,28.1,42.8,34.6,,,,,,,,124.0,30.5,-51.0,,-43.6,,-73.0,-87.0,,,,,-80.8,,-91.0,,-55.1,-84.1,,-86.9,-72.2,-80.4,,,,,,,,9.0,-84.5,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,,,,True,False
48011,23,4.0,,6.8,,4.0,0.0,,,,,17.8,,8.0,,63.9,1.5,,0.3,2.7,,,,,,,,,12.0,5.6,-19.0,,-16.2,,-19.0,-23.0,,,,,-5.2,,-15.0,,40.9,-21.5,,-22.7,-20.3,,,,,,,,,-11.0,-17.4,,True,,False,False,,,,,True,,True,,False,False,,False,False,,,,,,,,,True,True
48013,446,68.0,,37.5,,62.0,123.0,,,,,41.2,,85.0,,120.7,120.8,,0.1,56.8,0.0,,,,,67.2,,,15.0,324.6,-378.0,,-408.5,,-384.0,-323.0,,,,,-404.8,,-361.0,,-325.3,-325.2,,-445.9,-389.2,-446.0,,,,,-378.8,,,-431.0,-121.4,,False,,False,True,,,,,False,,True,,True,True,,False,False,False,,,,,False,,,False,True
48015,85,16.0,,18.3,,14.0,0.0,,,,,118.1,,84.0,,54.2,39.7,,0.9,20.4,0.2,,,,,,,,11.0,27.8,-69.0,,-66.7,,-71.0,-85.0,,,,,33.1,,-1.0,,-30.8,-45.3,,-84.1,-64.6,-84.8,,,,,,,,-74.0,-57.2,,True,,False,False,,,,,True,,True,,True,True,,False,True,False,,,,,,,,False,True
48017,242,76.0,,75.3,,33.0,1.0,,,,,55.4,,30.0,,50.4,32.0,,25.5,93.0,0.0,,,,,,,,84.0,49.8,-166.0,,-166.7,,-209.0,-241.0,,,,,-186.6,,-212.0,,-191.6,-210.0,,-216.5,-149.0,-242.0,,,,,,,,-158.0,-192.2,,False,,False,False,,,,,False,,False,,False,False,,False,True,False,,,,,,,,True,False
48019,76,4.0,,13.8,,16.0,28.0,,,,,50.6,,44.0,,66.7,47.7,,0.0,9.6,107.4,,,,,,,,2.0,30.7,-72.0,,-62.2,,-60.0,-48.0,,,,,-25.4,,-32.0,,-9.3,-28.3,,-76.0,-66.4,31.4,,,,,,,,-74.0,-45.3,,True,,True,True,,,,,True,,True,,True,True,,False,True,True,,,,,,,,False,True
48021,578,180.0,,191.8,,151.0,135.0,,,,,67.2,,264.0,,155.7,214.6,,62.0,181.2,0.4,,,,,134.5,,,216.0,103.1,-398.0,,-386.2,,-427.0,-443.0,,,,,-510.8,,-314.0,,-422.3,-363.4,,-516.0,-396.8,-577.6,,,,,-443.5,,,-362.0,-474.9,,True,,False,False,,,,,False,,True,,False,True,,False,True,False,,,,,False,,,True,False
48023,72,24.0,,28.9,,23.0,3.0,,,,,21.2,,16.0,,76.8,11.3,,,26.2,,,,,,,,,4.0,30.9,-48.0,,-43.1,,-49.0,-69.0,,,,,-50.8,,-56.0,,4.8,-60.7,,,-45.8,,,,,,,,,-68.0,-41.1,,True,,False,False,,,,,False,,False,,True,False,,,True,,,,,,,,,False,True
48025,223,32.0,,15.5,,25.0,,,,,,472.2,,68.0,,75.2,33.2,,0.2,26.0,0.0,,,,,157.1,,,9.0,9.0,-191.0,,-207.5,,-198.0,,,,,,249.2,,-155.0,,-147.8,-189.8,,-222.8,-197.0,-223.0,,,,,-65.9,,,-214.0,-214.0,,False,,False,,,,,,False,,True,,True,True,,False,False,False,,,,,True,,,False,False
48027,1260,1052.0,,1026.0,,866.0,2283.0,,,,,1328.6,,1918.0,,722.2,1126.1,,625.1,827.9,1050.3,,,,,653.1,692.0,,1401.0,474.7,-208.0,,-234.0,,-394.0,1023.0,,,,,68.6,,658.0,,-537.8,-133.9,,-634.9,-432.1,-209.7,,,,,-606.9,-568.0,,141.0,-785.3,,False,,False,False,,,,,True,,False,,False,True,,False,False,False,,,,,False,False,,True,False
48029,8775,4140.0,,3900.4,5013.7,4140.0,9473.0,,,,,6799.3,,3942.0,,2535.7,7891.7,,16958.3,9213.0,1117.2,,,,,1963.2,11311.0,,1789.0,,-4635.0,,-4874.6,-3761.3,-4635.0,698.0,,,,,-1975.7,,-4833.0,,-6239.3,-883.3,,8183.3,438.0,-7657.8,,,,,-6811.8,2536.0,,-6986.0,,,False,True,False,True,,,,,True,,False,,False,True,,False,True,False,,,,,False,True,,False,
48031,35,12.0,,13.3,,12.0,0.0,,,,,33.6,,36.0,,20.0,21.1,,1.6,11.1,23.2,,,,,,,,10.0,9.3,-23.0,,-21.7,,-23.0,-35.0,,,,,-1.4,,1.0,,-15.0,-13.9,,-33.4,-23.9,-11.8,,,,,,,,-25.0,-25.7,,True,,False,False,,,,,True,,True,,True,True,,False,False,True,,,,,,,,False,False
48033,6,0.0,,0.7,,0.0,0.0,,,,,9.5,,0.0,,3.2,3.5,,,1.7,,,,,,,,,0.0,4.0,-6.0,,-5.3,,-6.0,-6.0,,,,,3.5,,-6.0,,-2.8,-2.5,,,-4.3,,,,,,,,,-6.0,-2.0,,True,,False,False,,,,,True,,False,,True,True,,,True,,,,,,,,,False,True
48035,140,56.0,,59.8,,56.0,83.0,,,,,85.9,,68.0,,126.4,52.3,,7.5,48.6,11.6,,,,,,,,20.0,66.4,-84.0,,-80.2,,-84.0,-57.0,,,,,-54.1,,-72.0,,-13.6,-87.7,,-132.5,-91.4,-128.4,,,,,,,,-120.0,-73.6,,True,,False,True,,,,,True,,True,,True,False,,False,False,False,,,,,,,,False,True
48037,1194,616.0,,593.7,,515.0,1213.0,,,,,1050.6,,592.0,,525.9,532.8,,222.2,436.5,235.8,,,,,500.0,,,743.0,336.9,-578.0,,-600.3,,-679.0,19.0,,,,,-143.4,,-602.0,,-668.1,-661.2,,-971.8,-757.5,-958.2,,,,,-694.0,,,-451.0,-857.1,,False,,False,True,,,,,True,,False,,False,False,,False,False,False,,,,,False,,,True,False
48039,1477,872.0,,996.3,851.2,792.0,2539.0,,,,,1857.9,,658.0,,1051.7,688.0,,224.9,736.2,17.1,,,,,871.8,360.0,,624.0,352.2,-605.0,,-480.7,-625.8,-685.0,1062.0,,,,,380.9,,-819.0,,-425.3,-789.0,,-1252.1,-740.8,-1459.9,,,,,-605.2,-1117.0,,-853.0,-1124.8,,True,False,False,False,,,,,True,,False,,True,False,,False,False,False,,,,,False,False,,False,False
48041,1606,1252.0,,1269.4,,937.0,1087.0,,,,,2189.8,,1620.0,,852.7,786.0,,884.5,1336.9,11.8,,,,,553.5,916.0,,971.0,701.2,-354.0,,-336.6,,-669.0,-519.0,,,,,583.8,,14.0,,-753.3,-820.0,,-721.5,-269.1,-1594.2,,,,,-1052.5,-690.0,,-635.0,-904.8,,True,,False,False,,,,,False,,True,,False,False,,False,True,False,,,,,False,False,,False,False
48043,76,80.0,,72.5,,44.0,0.0,,,,,25.0,,448.0,,74.5,23.7,,13.3,45.0,0.0,,,,,,,,211.0,27.8,4.0,,-3.5,,-32.0,-76.0,,,,,-51.0,,372.0,,-1.5,-52.3,,-62.7,-31.0,-76.0,,,,,,,,135.0,-48.2,,True,,False,False,,,,,False,,False,,True,False,,False,False,False,,,,,,,,False,False
48045,37,8.0,,9.5,,4.0,0.0,,,,,9.4,,8.0,,3.7,0.4,,0.6,2.9,,,,,,,,,20.0,9.7,-29.0,,-27.5,,-33.0,-37.0,,,,,-27.6,,-29.0,,-33.3,-36.6,,-36.4,-34.1,,,,,,,,,-17.0,-27.3,,True,,False,False,,,,,True,,False,,False,False,,False,False,,,,,,,,,True,True
48047,105,48.0,,55.9,,20.0,23.0,,,,,59.1,,12.0,,60.9,26.8,,3.5,26.2,0.0,,,,,,,,37.0,33.3,-57.0,,-49.1,,-85.0,-82.0,,,,,-45.9,,-93.0,,-44.1,-78.2,,-101.5,-78.8,-105.0,,,,,,,,-68.0,-71.7,,True,,False,False,,,,,True,,False,,True,False,,False,False,False,,,,,,,,False,False
48049,703,112.0,,112.6,,97.0,95.0,,,,,26.8,,225.0,,88.9,104.1,,28.2,82.4,92.0,,,,,,,,220.0,213.8,-591.0,,-590.4,,-606.0,-608.0,,,,,-676.2,,-478.0,,-614.1,-598.9,,-674.8,-620.6,-611.0,,,,,,,,-483.0,-489.2,,True,,False,False,,,,,False,,True,,False,False,,False,False,False,,,,,,,,True,True
48051,180,152.0,,158.4,,136.0,161.0,,,,,34.1,,78.0,,196.3,58.2,,86.6,138.1,2.4,,,,,,,,285.0,146.8,-28.0,,-21.6,,-44.0,-19.0,,,,,-145.9,,-102.0,,16.3,-121.8,,-93.4,-41.9,-177.6,,,,,,,,105.0,-33.2,,True,,False,True,,,,,False,,False,,True,False,,False,False,False,,,,,,,,False,False
48053,404,208.0,,219.8,,159.0,94.0,,,,,41.1,,195.0,,265.2,173.6,,47.8,141.3,126.0,,,,,,,,181.0,133.7,-196.0,,-184.2,,-245.0,-310.0,,,,,-362.9,,-209.0,,-138.8,-230.4,,-356.2,-262.7,-278.0,,,,,,,,-223.0,-270.3,,True,,False,False,,,,,False,,False,,True,False,,False,False,False,,,,,,,,False,False
48055,185,100.0,,71.5,,90.0,137.0,,,,,30.6,,138.0,,132.9,117.6,,26.6,97.2,0.1,,,,,82.9,,,47.0,73.9,-85.0,,-113.5,,-95.0,-48.0,,,,,-154.4,,-47.0,,-52.1,-67.4,,-158.4,-87.8,-184.9,,,,,-102.1,,,-138.0,-111.1,,False,,False,True,,,,,False,,True,,True,True,,False,False,False,,,,,False,,,False,False
48057,99,72.0,,193.3,,15.0,0.0,,,,,114.7,,15.0,,106.7,50.3,,7.0,50.1,0.0,,,,,,,,43.0,220.7,-27.0,,94.3,,-84.0,-99.0,,,,,15.7,,-84.0,,7.7,-48.7,,-92.0,-48.9,-99.0,,,,,,,,-56.0,121.7,,False,,False,False,,,,,True,,False,,True,False,,False,False,False,,,,,,,,False,False
48059,190,40.0,,46.0,,31.0,0.0,,,,,31.1,,35.0,,21.2,27.1,,8.5,33.7,27.4,,,,,,,,105.0,21.9,-150.0,,-144.0,,-159.0,-190.0,,,,,-158.9,,-155.0,,-168.8,-162.9,,-181.5,-156.3,-162.6,,,,,,,,-85.0,-168.1,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,,,,,,,True,False
48061,1330,1400.0,,1332.3,1127.1,1306.0,2074.0,,,,,3363.8,,1495.0,,1362.5,1145.0,,708.5,1473.2,7.9,,,,,3195.2,441.0,,1355.0,1374.9,70.0,,2.3,-202.9,-24.0,744.0,,,,,2033.8,,165.0,,32.5,-185.0,,-621.5,143.2,-1322.1,,,,,1865.2,-889.0,,25.0,44.9,,True,False,True,False,,,,,False,,False,,True,False,,False,False,False,,,,,False,False,,True,True
48063,123,56.0,,59.0,,28.0,0.0,,,,,94.3,,71.0,,27.5,27.0,,4.2,43.6,0.0,,,,,,,,44.0,23.9,-67.0,,-64.0,,-95.0,-123.0,,,,,-28.7,,-52.0,,-95.5,-96.0,,-118.8,-79.4,-123.0,,,,,,,,-79.0,-99.1,,True,,False,False,,,,,True,,True,,False,False,,False,False,False,,,,,,,,False,False
48065,49,40.0,,40.4,,36.0,0.0,,,,,32.3,,38.0,,128.0,5.8,,1.5,32.7,,,,,,,,,61.0,17.3,-9.0,,-8.6,,-13.0,-49.0,,,,,-16.7,,-11.0,,79.0,-43.2,,-47.5,-16.3,,,,,,,,,12.0,-31.7,,True,,False,False,,,,,False,,False,,False,False,,False,False,,,,,,,,,False,False
48067,485,200.0,,186.0,,153.0,235.0,,,,,219.5,,153.0,,180.9,101.4,,49.7,142.0,98.1,,,,,,,,232.0,102.0,-285.0,,-299.0,,-332.0,-250.0,,,,,-265.5,,-332.0,,-304.1,-383.6,,-435.3,-343.0,-386.9,,,,,,,,-253.0,-383.0,,False,,False,True,,,,,True,,False,,False,False,,False,False,False,,,,,,,,True,False
