,mean_rank
COVIDhub-baseline,3.5
JHUAPL-Bucky,3.7
IowaStateLW-STEM,4.1
JHU_IDD-CovidSP,4.7
USC-SI_kJalpha,5.0
UCLA-SuEIR,5.1
CU-select,5.1
RobertWalraven-ESG,6.8
LANL-GrowthRate,7.1
