,predicted_cases,actual_cases,error,perc_error
Columbia_UNC-SurvCon,3002038.0,3926333,-924295.0,-23.5%
COVIDhub-baseline,2169790.0,3926333,-1756543.0,-44.7%
JCB-PRM,2072032.4,3926333,-1854300.6,-47.2%
IBF-TimeSeries,1982504.0,3926333,-1943829.0,-49.5%
USACE-ERDC_SEIR,1948669.9,3926333,-1977663.1,-50.4%
IowaStateLW-STEM,1883573.0,3926333,-2042760.0,-52.0%
USC-SI_kJalpha,1535486.0,3926333,-2390847.0,-60.9%
UCLA-SuEIR,1414649.7,3926333,-2511683.3,-64.0%
Covid19Sim-Simulator,1157575.8,3926333,-2768757.2,-70.5%
LANL-GrowthRate,993822.9,3926333,-2932510.1,-74.7%
CovidAnalytics-DELPHI,781912.0,3926333,-3144421.0,-80.1%
RobertWalraven-ESG,,3926333,,
