,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,RobertWalraven-ESG,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
46127,560,360.0,435.0,,,,286.0,,476.5,43.5,97.4,55.1,340.9,272.0,-200.0,-125.0,,,,-274.0,,-83.5,-516.5,-462.6,-504.9,-219.1,-288.0,True,,,,False,,True,False,False,False,False,False
46129,231,138.0,95.0,,,,157.0,,231.3,1.7,46.9,46.5,118.3,58.0,-93.0,-136.0,,,,-74.0,,0.3,-229.3,-184.1,-184.5,-112.7,-173.0,False,,,,True,,True,False,False,False,False,False
46135,827,372.0,405.0,,,,570.0,,585.0,17.2,130.1,416.9,316.1,380.0,-455.0,-422.0,,,,-257.0,,-242.0,-809.8,-696.9,-410.1,-510.9,-447.0,True,,,,True,,True,False,False,True,False,True
46137,85,30.0,0.0,,,,42.0,,16.3,4.7,10.7,4.3,,76.0,-55.0,-85.0,,,,-43.0,,-68.7,-80.2,-74.3,-80.7,,-9.0,False,,,,True,,False,False,False,False,,True
47001,1045,522.0,444.0,,,,603.0,,501.4,376.2,215.7,218.5,243.9,113.0,-523.0,-601.0,,,,-442.0,,-543.6,-668.8,-829.3,-826.5,-801.1,-932.0,False,,,,True,,False,False,False,False,False,False
47003,804,312.0,203.0,,,,544.0,,332.8,262.8,62.0,224.0,203.8,242.0,-492.0,-601.0,,,,-260.0,,-471.2,-541.2,-742.0,-580.0,-600.2,-562.0,False,,,,True,,True,False,False,False,False,False
47005,291,42.0,27.0,,,,142.0,,104.3,37.0,1.3,3.9,55.6,0.0,-249.0,-264.0,,,,-149.0,,-186.7,-254.0,-289.7,-287.1,-235.4,-291.0,False,,,,True,,True,False,False,False,True,False
47007,230,90.0,,,,,142.0,,57.0,56.2,7.9,309.1,70.3,25.0,-140.0,,,,,-88.0,,-173.0,-173.8,-222.1,79.1,-159.7,-205.0,,,,,True,,False,False,False,True,False,False
47009,1581,852.0,1802.0,,,,930.0,,729.2,569.1,730.7,277.1,500.5,352.0,-729.0,221.0,,,,-651.0,,-851.8,-1011.9,-850.3,-1303.9,-1080.5,-1229.0,True,,,,True,,False,False,False,False,False,False
47011,1282,528.0,291.0,,,,909.0,,474.5,328.7,183.4,261.7,353.5,354.0,-754.0,-991.0,,,,-373.0,,-807.5,-953.3,-1098.6,-1020.3,-928.5,-928.0,False,,,,True,,False,False,False,False,False,False
47013,826,282.0,341.0,,,,344.0,,343.8,159.6,239.6,336.3,139.7,119.0,-544.0,-485.0,,,,-482.0,,-482.2,-666.4,-586.4,-489.7,-686.3,-707.0,True,,,,True,,True,False,False,True,False,False
47015,276,156.0,143.0,,,,154.0,,243.5,51.8,26.4,125.3,115.7,75.0,-120.0,-133.0,,,,-122.0,,-32.5,-224.2,-249.6,-150.7,-160.3,-201.0,False,,,,False,,True,False,False,False,False,False
47017,462,438.0,391.0,,,,217.0,,434.2,136.2,233.5,108.4,388.6,406.0,-24.0,-71.0,,,,-245.0,,-27.8,-325.8,-228.5,-353.6,-73.4,-56.0,False,,,,False,,False,False,False,False,False,False
47019,992,252.0,218.0,,,,381.0,,315.1,198.5,139.7,184.1,136.8,169.0,-740.0,-774.0,,,,-611.0,,-676.9,-793.5,-852.3,-807.9,-855.2,-823.0,False,,,,True,,True,False,False,False,False,False
47021,483,174.0,199.0,,,,192.0,,226.5,81.1,44.1,34.4,170.9,100.0,-309.0,-284.0,,,,-291.0,,-256.5,-401.9,-438.9,-448.6,-312.1,-383.0,True,,,,True,,True,False,False,False,False,False
47023,198,168.0,193.0,,,,137.0,,253.4,53.0,17.8,100.6,69.8,70.0,-30.0,-5.0,,,,-61.0,,55.4,-145.0,-180.2,-97.4,-128.2,-128.0,True,,,,False,,False,False,False,False,False,False
47025,181,72.0,54.0,,,,264.0,,143.8,67.9,20.9,36.7,39.8,23.0,-109.0,-127.0,,,,83.0,,-37.2,-113.1,-160.1,-144.3,-141.2,-158.0,False,,,,True,,True,False,False,False,False,False
47027,220,144.0,141.0,,,,49.0,,136.7,32.6,100.8,36.0,79.1,48.0,-76.0,-79.0,,,,-171.0,,-83.3,-187.4,-119.2,-184.0,-140.9,-172.0,False,,,,False,,False,False,False,False,False,False
47029,630,180.0,151.0,,,,300.0,,214.9,113.4,85.1,178.4,97.6,224.0,-450.0,-479.0,,,,-330.0,,-415.1,-516.6,-544.9,-451.6,-532.4,-406.0,False,,,,True,,True,False,False,False,False,True
47031,1001,654.0,284.0,,,,547.0,,847.4,474.6,193.3,342.4,429.8,411.0,-347.0,-717.0,,,,-454.0,,-153.6,-526.4,-807.7,-658.6,-571.2,-590.0,False,,,,False,,True,False,False,False,False,False
47033,477,192.0,140.0,,,,94.0,,256.2,75.3,94.2,88.9,165.8,77.0,-285.0,-337.0,,,,-383.0,,-220.8,-401.7,-382.8,-388.1,-311.2,-400.0,False,,,,False,,True,False,False,False,False,False
47035,871,348.0,220.0,,,,403.0,,334.0,329.9,238.5,831.7,553.3,239.0,-523.0,-651.0,,,,-468.0,,-537.0,-541.1,-632.5,-39.3,-317.7,-632.0,False,,,,True,,False,False,False,True,True,False
47037,10335,3330.0,3101.0,,,,3036.0,,2376.7,2164.3,1946.9,1143.1,1537.0,2012.0,-7005.0,-7234.0,,,,-7299.0,,-7958.3,-8170.7,-8388.1,-9191.9,-8798.0,-8323.0,False,,,,False,,False,False,False,False,False,False
47039,248,222.0,106.0,,,,126.0,,177.3,63.9,61.2,23.8,172.7,113.0,-26.0,-142.0,,,,-122.0,,-70.7,-184.1,-186.8,-224.2,-75.3,-135.0,False,,,,False,,False,False,False,False,False,False
47041,402,138.0,109.0,,,,243.0,,164.5,70.3,35.4,50.3,76.4,54.0,-264.0,-293.0,,,,-159.0,,-237.5,-331.7,-366.6,-351.7,-325.6,-348.0,False,,,,True,,True,False,False,False,False,False
47043,954,384.0,292.0,,,,414.0,,411.4,248.9,150.2,378.8,281.7,243.0,-570.0,-662.0,,,,-540.0,,-542.6,-705.1,-803.8,-575.2,-672.3,-711.0,False,,,,True,,True,False,False,False,False,False
47045,1302,786.0,920.0,,,,415.0,,766.1,231.6,407.2,693.3,270.1,863.0,-516.0,-382.0,,,,-887.0,,-535.9,-1070.4,-894.8,-608.7,-1031.9,-439.0,True,,,,False,,False,False,False,False,False,True
47047,719,396.0,285.0,,,,246.0,,362.0,179.5,110.8,336.9,310.7,204.0,-323.0,-434.0,,,,-473.0,,-357.0,-539.5,-608.2,-382.1,-408.3,-515.0,False,,,,False,,False,False,False,False,False,False
47049,421,822.0,528.0,,,,135.0,,975.4,132.3,403.2,228.9,635.0,311.0,401.0,107.0,,,,-286.0,,554.4,-288.6,-17.8,-192.1,214.0,-110.0,True,,,,True,,False,True,True,True,True,True
47051,618,360.0,93.0,,,,372.0,,407.5,216.7,101.4,70.3,302.7,110.0,-258.0,-525.0,,,,-246.0,,-210.5,-401.3,-516.6,-547.7,-315.3,-508.0,False,,,,True,,True,False,False,False,False,False
47053,812,852.0,736.0,,,,400.0,,877.2,386.8,549.2,381.9,546.2,596.0,40.0,-76.0,,,,-412.0,,65.2,-425.2,-262.8,-430.1,-265.8,-216.0,False,,,,False,,False,False,False,False,False,False
47055,563,426.0,1158.0,,,,283.0,,532.2,106.4,202.8,111.6,263.2,109.0,-137.0,595.0,,,,-280.0,,-30.8,-456.6,-360.2,-451.4,-299.8,-454.0,False,,,,False,,True,False,False,False,False,False
47057,381,246.0,307.0,,,,143.0,,345.0,87.1,175.2,212.8,154.3,234.0,-135.0,-74.0,,,,-238.0,,-36.0,-293.9,-205.8,-168.2,-226.7,-147.0,True,,,,False,,True,False,False,False,False,False
47059,1251,264.0,155.0,,,,451.0,,355.3,220.3,189.1,70.3,176.8,147.0,-987.0,-1096.0,,,,-800.0,,-895.7,-1030.7,-1061.9,-1180.7,-1074.2,-1104.0,False,,,,True,,True,False,False,False,False,False
47061,323,408.0,689.0,,,,119.0,,582.6,55.0,528.4,266.6,253.0,361.0,85.0,366.0,,,,-204.0,,259.6,-268.0,205.4,-56.4,-70.0,38.0,False,,,,False,,False,False,False,True,True,True
47063,954,576.0,905.0,,,,509.0,,547.9,200.8,185.9,708.8,548.6,638.0,-378.0,-49.0,,,,-445.0,,-406.1,-753.2,-768.1,-245.2,-405.4,-316.0,True,,,,False,,False,False,False,True,False,True
47065,4367,2352.0,1776.0,,,,2244.0,,2002.1,1125.3,921.1,787.1,1449.1,3129.0,-2015.0,-2591.0,,,,-2123.0,,-2364.9,-3241.7,-3445.9,-3579.9,-2917.9,-1238.0,False,,,,False,,False,False,False,False,False,True
47067,25,24.0,0.0,,,,31.0,,20.6,19.1,1.3,11.3,,40.0,-1.0,-25.0,,,,6.0,,-4.4,-5.9,-23.7,-13.7,,15.0,False,,,,False,,False,False,False,False,,False
47069,489,246.0,223.0,,,,276.0,,242.0,95.7,125.3,53.5,214.8,129.0,-243.0,-266.0,,,,-213.0,,-247.0,-393.3,-363.7,-435.5,-274.2,-360.0,False,,,,True,,False,False,False,False,False,False
47071,489,414.0,311.0,,,,240.0,,474.1,164.3,90.5,378.6,280.8,283.0,-75.0,-178.0,,,,-249.0,,-14.9,-324.7,-398.5,-110.4,-208.2,-206.0,False,,,,False,,True,False,False,False,False,False
47073,714,294.0,916.0,,,,357.0,,432.6,208.5,108.9,106.7,86.7,234.0,-420.0,202.0,,,,-357.0,,-281.4,-505.5,-605.1,-607.3,-627.3,-480.0,True,,,,True,,True,False,False,False,False,False
47075,422,498.0,339.0,,,,119.0,,373.1,99.8,215.3,248.5,346.9,375.0,76.0,-83.0,,,,-303.0,,-48.9,-322.2,-206.7,-173.5,-75.1,-47.0,False,,,,False,,True,False,False,False,True,True
47077,383,252.0,276.0,,,,168.0,,247.4,116.2,159.3,113.3,165.2,111.0,-131.0,-107.0,,,,-215.0,,-135.6,-266.8,-223.7,-269.7,-217.8,-272.0,True,,,,False,,False,False,False,False,False,False
47079,514,150.0,92.0,,,,197.0,,216.7,111.5,46.4,72.6,155.0,89.0,-364.0,-422.0,,,,-317.0,,-297.3,-402.5,-467.6,-441.4,-359.0,-425.0,False,,,,True,,True,False,False,False,True,False
47081,335,300.0,324.0,,,,180.0,,434.1,114.4,63.5,68.1,202.9,197.0,-35.0,-11.0,,,,-155.0,,99.1,-220.6,-271.5,-266.9,-132.1,-138.0,True,,,,False,,False,False,False,False,False,False
47083,247,390.0,293.0,,,,87.0,,572.1,34.3,215.0,80.9,351.5,9.0,143.0,46.0,,,,-160.0,,325.1,-212.7,-32.0,-166.1,104.5,-238.0,True,,,,False,,False,False,True,False,True,False
47085,290,234.0,335.0,,,,126.0,,360.2,70.9,37.7,114.9,127.1,62.0,-56.0,45.0,,,,-164.0,,70.2,-219.1,-252.3,-175.1,-162.9,-228.0,True,,,,False,,False,False,False,False,False,False
47087,247,156.0,91.0,,,,81.0,,135.5,42.5,61.7,323.2,149.0,107.0,-91.0,-156.0,,,,-166.0,,-111.5,-204.5,-185.3,76.2,-98.0,-140.0,False,,,,False,,False,False,False,True,False,False
47089,681,552.0,720.0,,,,341.0,,510.0,222.6,345.5,91.0,284.1,410.0,-129.0,39.0,,,,-340.0,,-171.0,-458.4,-335.5,-590.0,-396.9,-271.0,True,,,,False,,False,False,False,False,False,False
47091,546,324.0,579.0,,,,60.0,,459.2,55.7,133.9,50.9,435.4,133.0,-222.0,33.0,,,,-486.0,,-86.8,-490.3,-412.1,-495.1,-110.6,-413.0,True,,,,False,,True,False,False,False,True,False
47093,5775,3006.0,3403.0,,,,3364.0,,2554.2,3943.0,2254.6,962.4,1396.9,1628.0,-2769.0,-2372.0,,,,-2411.0,,-3220.8,-1832.0,-3520.4,-4812.6,-4378.1,-4147.0,True,,,,True,,False,True,False,False,False,False
47095,162,78.0,0.0,,,,51.0,,30.9,12.9,6.3,22.5,36.2,21.0,-84.0,-162.0,,,,-111.0,,-131.1,-149.1,-155.7,-139.5,-125.8,-141.0,False,,,,False,,False,False,False,False,False,False
47097,800,330.0,243.0,,,,276.0,,369.8,115.7,150.4,90.7,169.9,314.0,-470.0,-557.0,,,,-524.0,,-430.2,-684.3,-649.6,-709.3,-630.1,-486.0,False,,,,False,,True,False,False,False,False,False
47099,1078,576.0,848.0,,,,395.0,,669.9,154.8,148.5,43.7,497.9,397.0,-502.0,-230.0,,,,-683.0,,-408.1,-923.2,-929.5,-1034.3,-580.1,-681.0,True,,,,False,,True,False,False,False,False,False
47101,421,120.0,120.0,,,,107.0,,176.9,44.2,66.6,29.1,,99.0,-301.0,-301.0,,,,-314.0,,-244.1,-376.8,-354.4,-391.9,,-322.0,False,,,,False,,True,False,False,False,,False
47103,600,228.0,184.0,,,,351.0,,342.9,174.9,64.4,31.7,174.8,127.0,-372.0,-416.0,,,,-249.0,,-257.1,-425.1,-535.6,-568.3,-425.2,-473.0,False,,,,True,,True,False,False,False,False,False
47105,713,504.0,661.0,,,,345.0,,583.0,167.7,437.0,501.0,383.7,544.0,-209.0,-52.0,,,,-368.0,,-130.0,-545.3,-276.0,-212.0,-329.3,-169.0,True,,,,False,,True,False,False,False,False,True
47107,889,402.0,272.0,,,,523.0,,440.6,322.5,77.9,131.3,311.0,204.0,-487.0,-617.0,,,,-366.0,,-448.4,-566.5,-811.1,-757.7,-578.0,-685.0,False,,,,True,,True,False,False,False,False,False
47109,350,420.0,401.0,,,,245.0,,490.5,128.1,130.2,148.9,265.2,199.0,70.0,51.0,,,,-105.0,,140.5,-221.9,-219.8,-201.1,-84.8,-151.0,True,,,,False,,False,False,False,False,False,False
47111,514,264.0,220.0,,,,209.0,,230.7,65.2,97.7,257.1,78.2,170.0,-250.0,-294.0,,,,-305.0,,-283.3,-448.8,-416.3,-256.9,-435.8,-344.0,False,,,,False,,False,False,False,False,False,False
47113,1394,1554.0,1049.0,,,,1032.0,,1574.1,1023.6,913.5,238.8,1508.5,758.0,160.0,-345.0,,,,-362.0,,180.1,-370.4,-480.5,-1155.2,114.5,-636.0,False,,,,False,,False,False,False,False,True,False
47115,391,234.0,153.0,,,,291.0,,294.6,112.9,50.6,80.8,167.3,115.0,-157.0,-238.0,,,,-100.0,,-96.4,-278.1,-340.4,-310.2,-223.7,-276.0,False,,,,True,,True,False,False,False,False,False
47117,645,354.0,441.0,,,,244.0,,391.0,158.5,187.6,178.8,207.4,222.0,-291.0,-204.0,,,,-401.0,,-254.0,-486.5,-457.4,-466.2,-437.6,-423.0,True,,,,False,,True,False,False,False,False,False
47119,2241,834.0,517.0,,,,645.0,,804.8,332.6,530.9,468.4,459.3,508.0,-1407.0,-1724.0,,,,-1596.0,,-1436.2,-1908.4,-1710.1,-1772.6,-1781.7,-1733.0,False,,,,False,,False,False,False,False,False,False
47121,171,48.0,44.0,,,,95.0,,137.0,46.7,12.3,19.1,53.9,17.0,-123.0,-127.0,,,,-76.0,,-34.0,-124.3,-158.7,-151.9,-117.1,-154.0,False,,,,True,,True,False,False,False,True,False
47123,643,444.0,380.0,,,,352.0,,444.6,253.7,147.6,256.3,431.8,533.0,-199.0,-263.0,,,,-291.0,,-198.4,-389.3,-495.4,-386.7,-211.2,-110.0,False,,,,False,,True,False,False,False,False,True
47125,2162,852.0,946.0,,,,1078.0,,846.8,842.9,449.3,659.3,752.1,475.0,-1310.0,-1216.0,,,,-1084.0,,-1315.2,-1319.1,-1712.7,-1502.7,-1409.9,-1687.0,True,,,,True,,False,False,False,False,False,False
47127,142,84.0,83.0,,,,91.0,,118.8,28.4,12.4,41.7,80.8,51.0,-58.0,-59.0,,,,-51.0,,-23.2,-113.6,-129.6,-100.3,-61.2,-91.0,False,,,,True,,True,False,False,False,False,False
47129,224,96.0,43.0,,,,213.0,,175.4,66.4,15.0,23.1,176.7,66.0,-128.0,-181.0,,,,-11.0,,-48.6,-157.6,-209.0,-200.9,-47.3,-158.0,False,,,,True,,True,False,False,False,True,False
47131,923,744.0,935.0,,,,259.0,,653.6,200.2,230.2,796.2,607.1,307.0,-179.0,12.0,,,,-664.0,,-269.4,-722.8,-692.8,-126.8,-315.9,-616.0,True,,,,False,,False,False,False,True,False,False
47133,582,426.0,298.0,,,,143.0,,471.1,151.8,278.0,1242.6,419.1,146.0,-156.0,-284.0,,,,-439.0,,-110.9,-430.2,-304.0,660.6,-162.9,-436.0,False,,,,False,,True,False,False,False,False,False
47135,272,30.0,39.0,,,,83.0,,20.2,25.6,3.7,2.8,10.6,7.0,-242.0,-233.0,,,,-189.0,,-251.8,-246.4,-268.3,-269.2,-261.4,-265.0,True,,,,True,,False,False,False,False,False,False
47137,194,144.0,158.0,,,,30.0,,136.2,16.1,63.6,58.8,,90.0,-50.0,-36.0,,,,-164.0,,-57.8,-177.9,-130.4,-135.2,,-104.0,True,,,,False,,False,False,False,False,,False
47139,185,156.0,0.0,,,,117.0,,213.3,56.3,54.3,64.3,159.9,101.0,-29.0,-185.0,,,,-68.0,,28.3,-128.7,-130.7,-120.7,-25.1,-84.0,False,,,,False,,True,False,False,False,True,False
47141,1786,1020.0,325.0,,,,841.0,,894.9,371.4,585.4,178.5,770.0,645.0,-766.0,-1461.0,,,,-945.0,,-891.1,-1414.6,-1200.6,-1607.5,-1016.0,-1141.0,False,,,,False,,False,False,False,False,False,False
47143,484,312.0,,,,,256.0,,393.2,173.7,201.1,356.2,576.4,5.0,-172.0,,,,,-228.0,,-90.8,-310.3,-282.9,-127.8,92.4,-479.0,,,,,False,,True,False,False,True,True,False
47145,957,294.0,139.0,,,,403.0,,359.4,187.2,207.6,142.7,417.7,57.0,-663.0,-818.0,,,,-554.0,,-597.6,-769.8,-749.4,-814.3,-539.3,-900.0,False,,,,True,,True,False,False,False,True,False
47147,799,414.0,274.0,,,,408.0,,391.7,224.1,113.5,84.1,347.7,262.0,-385.0,-525.0,,,,-391.0,,-407.3,-574.9,-685.5,-714.9,-451.3,-537.0,False,,,,False,,False,False,False,False,False,False
47149,5215,2250.0,2221.0,,,,1803.0,,1907.4,1436.1,1006.7,352.4,1253.5,1936.0,-2965.0,-2994.0,,,,-3412.0,,-3307.6,-3778.9,-4208.3,-4862.6,-3961.5,-3279.0,False,,,,False,,False,False,False,False,False,False
47151,453,162.0,206.0,,,,86.0,,257.3,67.6,48.4,20.6,74.5,220.0,-291.0,-247.0,,,,-367.0,,-195.7,-385.4,-404.6,-432.4,-378.5,-233.0,True,,,,False,,True,False,False,False,False,True
47153,196,102.0,90.0,,,,98.0,,195.0,51.2,10.8,31.1,118.7,53.0,-94.0,-106.0,,,,-98.0,,-1.0,-144.8,-185.2,-164.9,-77.3,-143.0,False,,,,False,,True,False,False,False,True,False
47155,1343,696.0,743.0,,,,586.0,,651.4,358.9,162.5,343.7,370.3,757.0,-647.0,-600.0,,,,-757.0,,-691.6,-984.1,-1180.5,-999.3,-972.7,-586.0,True,,,,False,,False,False,False,False,False,True
47157,10523,4362.0,3038.0,,,,6139.0,,3250.3,2875.4,2661.5,1931.1,2336.2,2366.0,-6161.0,-7485.0,,,,-4384.0,,-7272.7,-7647.6,-7861.5,-8591.9,-8186.8,-8157.0,False,,,,True,,False,False,False,False,False,False
47159,447,330.0,234.0,,,,169.0,,333.5,96.2,240.8,189.0,112.1,189.0,-117.0,-213.0,,,,-278.0,,-113.5,-350.8,-206.2,-258.0,-334.9,-258.0,False,,,,False,,True,False,False,False,False,False
47161,246,144.0,248.0,,,,83.0,,193.7,53.6,47.2,91.0,139.7,43.0,-102.0,2.0,,,,-163.0,,-52.3,-192.4,-198.8,-155.0,-106.3,-203.0,True,,,,False,,True,False,False,False,False,False
47163,2706,1134.0,2255.0,,,,1101.0,,1078.9,969.5,783.2,414.1,860.0,1658.0,-1572.0,-451.0,,,,-1605.0,,-1627.1,-1736.5,-1922.8,-2291.9,-1846.0,-1048.0,True,,,,False,,False,False,False,False,False,True
47165,2760,1182.0,1479.0,,,,974.0,,989.7,705.5,826.2,909.0,557.4,978.0,-1578.0,-1281.0,,,,-1786.0,,-1770.3,-2054.5,-1933.8,-1851.0,-2202.6,-1782.0,True,,,,False,,False,False,False,False,False,False
47167,1109,402.0,305.0,,,,477.0,,455.6,263.6,145.3,281.0,255.6,245.0,-707.0,-804.0,,,,-632.0,,-653.4,-845.4,-963.7,-828.0,-853.4,-864.0,False,,,,True,,True,False,False,False,False,False
47169,176,156.0,,,,,107.0,,85.3,30.3,29.1,590.2,54.5,732.0,-20.0,,,,,-69.0,,-90.7,-145.7,-146.9,414.2,-121.5,556.0,,,,,False,,False,False,False,False,False,False
47171,352,42.0,60.0,,,,161.0,,125.6,17.7,4.0,6.2,75.5,13.0,-310.0,-292.0,,,,-191.0,,-226.4,-334.3,-348.0,-345.8,-276.5,-339.0,True,,,,True,,True,False,False,False,True,False
47173,225,264.0,308.0,,,,137.0,,352.2,107.4,181.2,137.5,168.4,0.0,39.0,83.0,,,,-88.0,,127.2,-117.6,-43.8,-87.5,-56.6,-225.0,False,,,,False,,False,False,False,False,False,False
47175,104,24.0,9.0,,,,81.0,,21.3,17.0,4.0,3.7,,11.0,-80.0,-95.0,,,,-23.0,,-82.7,-87.0,-100.0,-100.3,,-93.0,False,,,,True,,False,False,False,False,,False
47177,865,312.0,427.0,,,,527.0,,286.4,198.1,115.3,130.8,228.7,495.0,-553.0,-438.0,,,,-338.0,,-578.6,-666.9,-749.7,-734.2,-636.3,-370.0,True,,,,True,,False,False,False,False,False,True
47179,2351,978.0,718.0,,,,1005.0,,961.9,579.9,281.8,641.6,509.0,260.0,-1373.0,-1633.0,,,,-1346.0,,-1389.1,-1771.1,-2069.2,-1709.4,-1842.0,-2091.0,False,,,,True,,False,False,False,False,False,False
47181,171,114.0,0.0,,,,144.0,,73.7,12.8,13.4,38.5,279.4,0.0,-57.0,-171.0,,,,-27.0,,-97.3,-158.2,-157.6,-132.5,108.4,-171.0,False,,,,True,,False,False,False,False,False,False
47183,592,420.0,285.0,,,,260.0,,474.3,157.3,173.6,128.4,200.0,220.0,-172.0,-307.0,,,,-332.0,,-117.7,-434.7,-418.4,-463.6,-392.0,-372.0,False,,,,False,,True,False,False,False,False,False
47185,605,354.0,318.0,,,,189.0,,333.9,199.0,254.7,57.5,266.3,158.0,-251.0,-287.0,,,,-416.0,,-271.1,-406.0,-350.3,-547.5,-338.7,-447.0,False,,,,False,,False,False,False,False,False,False
47187,3713,1518.0,2108.0,,,,961.0,,1358.7,933.1,1133.1,1112.8,725.9,1093.0,-2195.0,-1605.0,,,,-2752.0,,-2354.3,-2779.9,-2579.9,-2600.2,-2987.1,-2620.0,True,,,,False,,False,False,False,False,False,False
47189,2382,1194.0,1799.0,,,,811.0,,1068.2,825.3,904.7,726.6,628.5,1104.0,-1188.0,-583.0,,,,-1571.0,,-1313.8,-1556.7,-1477.3,-1655.4,-1753.5,-1278.0,True,,,,False,,False,False,False,False,False,False
48001,271,0.0,,,,,720.0,,79.1,183.6,0.0,43.6,18.4,0.0,-271.0,,,,,449.0,,-191.9,-87.4,-271.0,-227.4,-252.6,-271.0,,,,,False,,True,True,False,True,True,False
48003,402,192.0,42.0,,,,264.0,,242.9,46.9,23.5,145.7,90.5,404.0,-210.0,-360.0,,,,-138.0,,-159.1,-355.1,-378.5,-256.3,-311.5,2.0,False,,,,True,,True,False,False,False,False,True
48005,216,270.0,288.0,,,,542.0,,327.3,405.2,50.0,648.7,366.3,320.0,54.0,72.0,,,,326.0,,111.3,189.2,-166.0,432.7,150.3,104.0,False,,,,False,,False,False,False,False,False,False
48007,39,72.0,42.0,,,,17.0,,87.8,100.2,9.4,4.7,46.0,59.0,33.0,3.0,,,,-22.0,,48.8,61.2,-29.6,-34.3,7.0,20.0,True,,,,True,,False,False,True,False,True,True
48009,109,6.0,3.0,,,,39.0,,8.9,54.0,3.6,3.7,12.9,3.0,-103.0,-106.0,,,,-70.0,,-100.1,-55.0,-105.4,-105.3,-96.1,-106.0,False,,,,True,,True,True,False,False,True,False
48011,24,0.0,0.0,,,,19.0,,26.2,1.7,0.1,2.9,,0.0,-24.0,-24.0,,,,-5.0,,2.2,-22.3,-23.9,-21.1,,-24.0,False,,,,True,,True,True,True,True,,False
48013,228,132.0,65.0,,,,105.0,,230.1,283.2,9.4,12.4,102.7,2.0,-96.0,-163.0,,,,-123.0,,2.1,55.2,-218.6,-215.6,-125.3,-226.0,False,,,,False,,True,True,False,False,False,False
48015,45,0.0,17.0,,,,95.0,,94.3,73.9,4.9,0.1,42.9,3.0,-45.0,-28.0,,,,50.0,,49.3,28.9,-40.1,-44.9,-2.1,-42.0,True,,,,False,,False,True,True,True,True,True
48017,182,54.0,1.0,,,,30.0,,57.0,19.6,2.4,7.8,20.2,22.0,-128.0,-181.0,,,,-152.0,,-125.0,-162.4,-179.6,-174.2,-161.8,-160.0,False,,,,False,,True,False,False,False,False,False
48019,51,18.0,42.0,,,,25.0,,137.3,51.3,0.1,1.7,15.1,0.0,-33.0,-9.0,,,,-26.0,,86.3,0.3,-50.9,-49.3,-35.9,-51.0,True,,,,True,,False,True,False,False,False,False
48021,263,276.0,123.0,,,,281.0,,285.3,495.4,37.9,23.4,186.4,90.0,13.0,-140.0,,,,18.0,,22.3,232.4,-225.1,-239.6,-76.6,-173.0,False,,,,False,,False,False,False,False,False,False
48023,29,6.0,0.0,,,,37.0,,25.0,7.3,,1.3,,15.0,-23.0,-29.0,,,,8.0,,-4.0,-21.7,,-27.7,,-14.0,False,,,,True,,True,True,,False,,True
48025,150,144.0,0.0,,,,121.0,,88.9,103.2,22.0,4.5,187.5,65.0,-6.0,-150.0,,,,-29.0,,-61.1,-46.8,-128.0,-145.5,37.5,-85.0,False,,,,False,,False,False,False,False,False,False
48027,1701,900.0,507.0,,,,2488.0,,916.3,1786.2,410.9,21.6,475.5,949.0,-801.0,-1194.0,,,,787.0,,-784.7,85.2,-1290.1,-1679.4,-1225.5,-752.0,False,,,,True,,True,True,False,False,False,True
48029,11220,23334.0,38093.0,,,,17061.0,,13938.9,15322.8,4507.4,1695.1,13990.3,14796.0,12114.0,26873.0,,,,5841.0,,2718.9,4102.8,-6712.6,-9524.9,2770.3,3576.0,False,,,,True,,True,True,True,True,True,True
48031,25,6.0,0.0,,,,32.0,,17.9,27.6,0.0,0.7,5.1,1.0,-19.0,-25.0,,,,7.0,,-7.1,2.6,-25.0,-24.3,-19.9,-24.0,False,,,,True,,True,True,False,False,False,False
48033,3,0.0,0.0,,,,6.0,,7.1,13.3,,0.0,,0.0,-3.0,-3.0,,,,3.0,,4.1,10.3,,-3.0,,-3.0,False,,,,False,,False,False,,False,,False
48035,125,168.0,207.0,,,,49.0,,263.6,91.9,23.0,15.3,71.7,47.0,43.0,82.0,,,,-76.0,,138.6,-33.1,-102.0,-109.7,-53.3,-78.0,False,,,,False,,False,True,False,False,False,False
