,count,mean,median,std,min,25%,75%,max
DDS-NBDS,51,8803.7,4844.5,11738.6,31.7,1376.4,11673.0,58800.7
Karlen-pypm,51,9280.4,4390.9,11900.6,107.5,1510.0,12106.7,56268.3
LANL-GrowthRate,51,9892.6,4937.5,12144.4,382.0,1560.2,14039.0,65145.0
LNQ-ens1,51,9953.9,5352.5,12851.6,17.7,1750.7,14669.8,72655.6
MSRA-DeepST,47,11831.0,5051.4,15311.7,32.4,968.1,18448.8,76102.7
OliverWyman-Navigator,51,11833.2,5739.0,15191.1,103.0,1725.5,17755.0,70897.0
CU-select,51,11916.3,6312.0,14055.0,146.0,2418.0,17217.0,64496.0
UMich-RidgeTfReg,50,12351.8,6164.4,16332.0,81.4,3054.3,14534.8,77941.1
USC-SI_kJalpha_RF,51,12895.6,6190.3,18766.3,30.1,1293.9,18947.0,97749.8
JHU_CSSE-DECOM,48,13423.7,6111.0,16057.7,193.0,2061.2,20244.0,71551.0
UCSB-ACTS,51,13515.6,5572.2,16715.5,346.7,2608.5,21018.4,72241.5
JCB-PRM,51,13574.2,6000.2,16681.8,179.9,1930.1,22967.5,72701.4
USC-SI_kJalpha,51,13801.7,7316.0,16348.2,115.0,2942.5,19638.0,85001.0
JHU_UNC_GAS-StatMechPool,51,13897.2,6382.5,17000.3,336.5,2654.8,22005.8,86471.5
COVIDhub-ensemble,51,14145.1,7679.0,16371.2,381.0,2727.5,21059.0,74495.0
JHUAPL-Bucky,51,14147.6,7303.3,16340.1,22.7,1843.4,24028.2,73372.5
RobertWalraven-ESG,51,14411.4,7704.0,17979.2,16.3,3015.8,18455.6,95352.8
IQVIA_ACOE-STAN,49,14540.7,8604.0,17313.1,445.0,2403.0,23006.5,82822.0
COVIDhub-baseline,51,14645.9,7221.0,17240.7,392.0,2948.0,23361.0,78944.0
IowaStateLW-STEM,49,14716.1,8617.0,15944.9,306.0,3094.0,24964.5,73506.0
CEID-Walk,51,14729.0,7525.4,17360.3,381.9,2859.5,22959.5,79281.4
Covid19Sim-Simulator,51,14955.0,7668.0,16692.0,267.5,3494.3,22763.2,76281.9
Google_Harvard-CPF,51,15248.1,6810.0,20121.8,15.7,2638.0,21233.3,98271.2
BPagano-RtDriven,51,15652.0,8533.7,17603.7,553.1,3040.4,24354.0,88221.6
UCLA-SuEIR,51,18525.3,11117.2,21140.2,14.7,5093.7,25715.9,102465.2
TTU-squider,51,21241.7,11102.7,25129.4,440.0,5026.4,31939.1,110377.3
CovidAnalytics-DELPHI,51,22904.9,14124.0,25990.0,557.0,6665.5,30344.5,131000.0
JHU_IDD-CovidSP,51,24170.6,16616.6,25368.8,197.5,8355.1,34029.7,124586.0
