,actual_cases,COVIDhub-baseline,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
06029,4966,5584.0,,,3876.0,,130.7,3514.7,2315.2,,,618.0,,,-1090.0,,-4835.3,-1451.3,-2650.8,,,,,False,,False,False,False,,
06031,2222,1832.0,,,498.0,,10.8,819.9,1304.8,,,-390.0,,,-1724.0,,-2211.2,-1402.1,-917.2,,,,,False,,False,False,False,,
06033,318,552.0,,,55.0,,523.4,160.7,,,,234.0,,,-263.0,,205.4,-157.3,,,,,,False,,True,True,,,
06035,331,32.0,,,72.0,,0.0,1.4,,,,-299.0,,,-259.0,,-331.0,-329.6,,,,,,True,,False,False,,,
06037,76732,53128.0,,,27549.0,,1974.2,12682.0,32571.6,,,-23604.0,,,-49183.0,,-74757.8,-64050.0,-44160.4,,,,,False,,False,False,False,,
06039,1130,1168.0,,,463.0,,3.3,84.4,632.1,,,38.0,,,-667.0,,-1126.7,-1045.6,-497.9,,,,,False,,False,False,False,,
06041,790,1024.0,,,1482.0,,277.6,114.3,391.6,,,234.0,,,692.0,,-512.4,-675.7,-398.4,,,,,False,,False,False,False,,
06043,17,0.0,,,5.0,,,1.1,,,,-17.0,,,-12.0,,,-15.9,,,,,,True,,,True,,,
06045,436,440.0,,,188.0,,701.5,246.7,,,,4.0,,,-248.0,,265.5,-189.3,,,,,,False,,False,False,,,
06047,1580,1672.0,,,1015.0,,2.3,142.3,1046.0,,,92.0,,,-565.0,,-1577.7,-1437.7,-534.0,,,,,False,,False,False,False,,
06049,70,8.0,,,1.0,,,0.3,,,,-62.0,,,-69.0,,,-69.7,,,,,,False,,,False,,,
06051,308,8.0,,,10.0,,0.0,25.7,,,,-300.0,,,-298.0,,-308.0,-282.3,,,,,,True,,False,True,,,
06053,3341,4792.0,,,5587.0,,41.2,3018.1,6605.2,,,1451.0,,,2246.0,,-3299.8,-322.9,3264.2,,,,,False,,False,True,False,,
06055,836,488.0,,,378.0,,508.2,137.6,293.6,,,-348.0,,,-458.0,,-327.8,-698.4,-542.4,,,,,False,,True,False,False,,
06057,317,184.0,,,58.0,,314.8,0.0,,,,-133.0,,,-259.0,,-2.2,-317.0,,,,,,False,,True,False,,,
06059,12713,8904.0,,,9740.0,,1000.7,314.3,3477.5,,,-3809.0,,,-2973.0,,-11712.3,-12398.7,-9235.5,,,,,True,,False,False,False,,
06061,1706,1016.0,,,736.0,,701.1,474.9,839.6,,,-690.0,,,-970.0,,-1004.9,-1231.1,-866.4,,,,,False,,False,False,False,,
06063,87,8.0,,,3.0,,,0.7,,,,-79.0,,,-84.0,,,-86.3,,,,,,False,,,False,,,
06065,17499,12864.0,,,7954.0,,2284.9,103.6,9734.4,,,-4635.0,,,-9545.0,,-15214.1,-17395.4,-7764.6,,,,,False,,False,False,False,,
06067,8666,8864.0,,,3991.0,,5219.9,4165.2,7358.4,,,198.0,,,-4675.0,,-3446.1,-4500.8,-1307.6,,,,,False,,False,False,False,,
06069,303,536.0,,,255.0,,29.9,425.6,356.7,,,233.0,,,-48.0,,-273.1,122.6,53.7,,,,,True,,False,True,True,,
06071,21628,13952.0,,,6166.0,,2768.4,4140.9,13029.4,,,-7676.0,,,-15462.0,,-18859.6,-17487.1,-8598.6,,,,,False,,False,False,False,,
06073,19388,15032.0,,,15435.0,,2407.6,5550.4,7816.6,,,-4356.0,,,-3953.0,,-16980.4,-13837.6,-11571.4,,,,,True,,False,False,False,,
06075,2820,3464.0,,,41575.0,,0.7,1720.9,2244.9,,,644.0,,,38755.0,,-2819.3,-1099.1,-575.1,,,,,False,,False,False,True,,
06077,3724,6192.0,,,2425.0,,2596.7,83.6,4774.3,,,2468.0,,,-1299.0,,-1127.3,-3640.4,1050.3,,,,,True,,True,False,True,,
06079,1678,1104.0,,,1930.0,,1392.1,620.4,1048.8,,,-574.0,,,252.0,,-285.9,-1057.6,-629.2,,,,,True,,True,False,False,,
06081,2943,3560.0,,,6016.0,,1571.0,116.5,2470.7,,,617.0,,,3073.0,,-1372.0,-2826.5,-472.3,,,,,False,,False,False,True,,
06083,1569,1904.0,,,4510.0,,1062.8,799.6,1589.2,,,335.0,,,2941.0,,-506.2,-769.4,20.2,,,,,False,,False,False,True,,
06085,7725,6680.0,,,5528.0,,536.5,5347.7,3977.4,,,-1045.0,,,-2197.0,,-7188.5,-2377.3,-3747.6,,,,,False,,False,False,False,,
06087,1167,1344.0,,,2329.0,,1477.3,290.5,1338.6,,,177.0,,,1162.0,,310.3,-876.5,171.6,,,,,False,,False,False,True,,
06089,2315,448.0,,,214.0,,559.3,384.2,,,,-1867.0,,,-2101.0,,-1755.7,-1930.8,,,,,,False,,True,False,,,
06091,5,0.0,,,0.0,,,0.0,,,,-5.0,,,-5.0,,,-5.0,,,,,,False,,,False,,,
06093,211,48.0,,,20.0,,201.4,31.3,,,,-163.0,,,-191.0,,-9.6,-179.7,,,,,,False,,True,False,,,
06095,2644,2120.0,,,948.0,,1138.3,159.0,1937.8,,,-524.0,,,-1696.0,,-1505.7,-2485.0,-706.2,,,,,False,,False,False,False,,
06097,3749,2656.0,,,1900.0,,3940.3,953.8,1216.3,,,-1093.0,,,-1849.0,,191.3,-2795.2,-2532.7,,,,,False,,True,False,False,,
06099,2855,2904.0,,,1906.0,,1323.9,182.5,4880.3,,,49.0,,,-949.0,,-1531.1,-2672.5,2025.3,,,,,False,,False,False,False,,
06101,492,624.0,,,185.0,,480.2,330.7,288.7,,,132.0,,,-307.0,,-11.8,-161.3,-203.3,,,,,False,,True,False,False,,
06103,677,192.0,,,86.0,,277.7,151.0,,,,-485.0,,,-591.0,,-399.3,-526.0,,,,,,False,,True,False,,,
06105,61,0.0,,,0.0,,,1.0,,,,-61.0,,,-61.0,,,-60.0,,,,,,False,,,True,,,
06107,3297,3880.0,,,1598.0,,52.7,133.8,3618.4,,,583.0,,,-1699.0,,-3244.3,-3163.2,321.4,,,,,False,,False,False,True,,
06109,246,64.0,,,40.0,,224.8,80.0,,,,-182.0,,,-206.0,,-21.2,-166.0,,,,,,False,,True,True,,,
06111,3936,4288.0,,,2267.0,,1773.4,931.9,2475.0,,,352.0,,,-1669.0,,-2162.6,-3004.1,-1461.0,,,,,False,,False,False,False,,
06113,1021,720.0,,,591.0,,1415.9,440.2,286.3,,,-301.0,,,-430.0,,394.9,-580.8,-734.7,,,,,False,,False,False,False,,
06115,411,488.0,,,117.0,,379.8,62.2,834.7,,,77.0,,,-294.0,,-31.2,-348.8,423.7,,,,,False,,True,False,False,,
08001,13379,3312.0,,,1826.0,,1967.2,752.8,2229.9,,,-10067.0,,,-11553.0,,-11411.8,-12626.2,-11149.1,,,,,False,,False,False,False,,
08003,208,8.0,,,47.0,,0.0,0.0,,,,-200.0,,,-161.0,,-208.0,-208.0,,,,,,True,,False,False,,,
08005,10628,2656.0,,,2244.0,,834.1,585.2,1584.5,,,-7972.0,,,-8384.0,,-9793.9,-10042.8,-9043.5,,,,,False,,False,False,False,,
08007,49,0.0,,,35.0,,,0.0,,,,-49.0,,,-14.0,,,-49.0,,,,,,True,,,True,,,
08009,26,0.0,,,61.0,,,1.8,,,,-26.0,,,35.0,,,-24.1,,,,,,False,,,True,,,
08011,23,0.0,,,40.0,,,2.6,,,,-23.0,,,17.0,,,-20.4,,,,,,True,,,True,,,
08013,4942,5096.0,,,1231.0,,3223.3,5037.7,3777.1,,,154.0,,,-3711.0,,-1718.7,95.7,-1164.9,,,,,False,,False,True,False,,
08014,894,232.0,,,165.0,,,98.3,,,,-662.0,,,-729.0,,,-795.7,,,,,,False,,,False,,,
08015,166,24.0,,,47.0,,56.6,0.3,,,,-142.0,,,-119.0,,-109.4,-165.7,,,,,,True,,True,False,,,
08017,14,32.0,,,32.0,,,2.7,,,,18.0,,,18.0,,,-11.3,,,,,,False,,,True,,,
08019,103,8.0,,,18.0,,,0.6,,,,-95.0,,,-85.0,,,-102.4,,,,,,True,,,False,,,
08021,92,0.0,,,16.0,,,0.2,,,,-92.0,,,-76.0,,,-91.8,,,,,,True,,,True,,,
08023,28,0.0,,,11.0,,,11.5,,,,-28.0,,,-17.0,,,-16.5,,,,,,True,,,True,,,
08025,541,0.0,,,35.0,,,0.0,,,,-541.0,,,-506.0,,,-541.0,,,,,,True,,,False,,,
08027,33,0.0,,,14.0,,,0.1,,,,-33.0,,,-19.0,,,-32.9,,,,,,True,,,True,,,
08029,157,88.0,,,25.0,,181.2,4.7,,,,-69.0,,,-132.0,,24.2,-152.3,,,,,,False,,True,False,,,
08031,14675,4424.0,,,2369.0,,735.5,657.6,2470.8,,,-10251.0,,,-12306.0,,-13939.5,-14017.4,-12204.2,,,,,False,,False,False,False,,
08033,0,0.0,,,7.0,,,0.0,,,,0.0,,,7.0,,,0.0,,,,,,False,,,True,,,
08035,4533,1352.0,,,783.0,,1501.7,232.3,865.7,,,-3181.0,,,-3750.0,,-3031.3,-4300.7,-3667.3,,,,,False,,True,False,False,,
08037,624,184.0,,,247.0,,157.3,80.2,209.3,,,-440.0,,,-377.0,,-466.7,-543.8,-414.7,,,,,True,,False,False,True,,
08039,226,80.0,,,43.0,,150.8,8.7,,,,-146.0,,,-183.0,,-75.2,-217.3,,,,,,False,,True,False,,,
08041,11137,2368.0,,,2659.0,,644.6,691.2,1350.8,,,-8769.0,,,-8478.0,,-10492.4,-10445.9,-9786.2,,,,,True,,False,False,False,,
08043,1347,8.0,,,146.0,,152.6,1.6,,,,-1339.0,,,-1201.0,,-1194.4,-1345.4,,,,,,True,,True,False,,,
08045,624,272.0,,,156.0,,118.3,46.7,,,,-352.0,,,-468.0,,-505.7,-577.3,,,,,,False,,False,False,,,
08047,46,0.0,,,17.0,,,0.5,,,,-46.0,,,-29.0,,,-45.5,,,,,,True,,,True,,,
08049,136,16.0,,,20.0,,,5.9,,,,-120.0,,,-116.0,,,-130.1,,,,,,True,,,False,,,
08051,112,0.0,,,74.0,,150.3,0.0,,,,-112.0,,,-38.0,,38.3,-112.0,,,,,,True,,True,False,,,
08053,2,0.0,,,7.0,,,0.0,,,,-2.0,,,5.0,,,-2.0,,,,,,False,,,False,,,
08055,72,24.0,,,16.0,,,2.6,,,,-48.0,,,-56.0,,,-69.4,,,,,,False,,,False,,,
08057,3,0.0,,,8.0,,,0.0,,,,-3.0,,,5.0,,,-3.0,,,,,,False,,,False,,,
08059,8842,1848.0,,,1423.0,,770.0,224.8,959.8,,,-6994.0,,,-7419.0,,-8072.0,-8617.2,-7882.2,,,,,False,,False,False,False,,
08061,14,0.0,,,17.0,,,0.0,,,,-14.0,,,3.0,,,-14.0,,,,,,True,,,False,,,
08063,156,8.0,,,73.0,,,0.1,,,,-148.0,,,-83.0,,,-155.9,,,,,,True,,,False,,,
08065,94,32.0,,,18.0,,,20.6,,,,-62.0,,,-76.0,,,-73.4,,,,,,False,,,False,,,
08067,354,16.0,,,79.0,,99.7,1.0,,,,-338.0,,,-275.0,,-254.3,-353.0,,,,,,True,,True,False,,,
08069,4379,1280.0,,,1443.0,,1776.6,1039.2,687.1,,,-3099.0,,,-2936.0,,-2602.4,-3339.8,-3691.9,,,,,True,,True,False,False,,
08071,93,0.0,,,43.0,,,0.5,,,,-93.0,,,-50.0,,,-92.5,,,,,,True,,,True,,,
08073,78,8.0,,,92.0,,,0.4,,,,-70.0,,,14.0,,,-77.6,,,,,,True,,,False,,,
08075,878,680.0,,,277.0,,2.6,187.8,,,,-198.0,,,-601.0,,-875.4,-690.1,,,,,,False,,False,False,,,
08077,2935,360.0,,,293.0,,1126.1,188.4,,,,-2575.0,,,-2642.0,,-1808.9,-2746.6,,,,,,False,,True,False,,,
08079,2,0.0,,,10.0,,,3.6,,,,-2.0,,,8.0,,,1.6,,,,,,False,,,True,,,
08081,90,24.0,,,42.0,,,2.8,,,,-66.0,,,-48.0,,,-87.2,,,,,,True,,,False,,,
08083,257,16.0,,,58.0,,38.8,53.4,,,,-241.0,,,-199.0,,-218.2,-203.7,,,,,,True,,True,True,,,
08085,248,120.0,,,36.0,,121.5,212.6,,,,-128.0,,,-212.0,,-126.5,-35.4,,,,,,False,,True,True,,,
08087,480,40.0,,,182.0,,2.9,50.5,,,,-440.0,,,-298.0,,-477.1,-429.5,,,,,,True,,False,True,,,
08089,197,64.0,,,44.0,,,25.3,,,,-133.0,,,-153.0,,,-171.7,,,,,,False,,,False,,,
08091,69,0.0,,,8.0,,,2.4,,,,-69.0,,,-61.0,,,-66.6,,,,,,True,,,True,,,
08093,113,32.0,,,25.0,,,30.3,,,,-81.0,,,-88.0,,,-82.7,,,,,,False,,,False,,,
08095,92,120.0,,,46.0,,,3.4,,,,28.0,,,-46.0,,,-88.6,,,,,,False,,,False,,,
08097,163,120.0,,,31.0,,343.2,18.8,,,,-43.0,,,-132.0,,180.2,-144.2,,,,,,False,,False,False,,,
08099,249,24.0,,,80.0,,,16.8,,,,-225.0,,,-169.0,,,-232.2,,,,,,True,,,False,,,
08101,3566,440.0,,,408.0,,650.7,349.7,,,,-3126.0,,,-3158.0,,-2915.3,-3216.3,,,,,,False,,True,False,,,
08103,39,0.0,,,16.0,,,0.0,,,,-39.0,,,-23.0,,,-39.0,,,,,,True,,,False,,,
08105,72,0.0,,,21.0,,,1.3,,,,-72.0,,,-51.0,,,-70.7,,,,,,True,,,True,,,
08107,237,40.0,,,22.0,,152.7,6.3,,,,-197.0,,,-215.0,,-84.3,-230.7,,,,,,False,,True,False,,,
08109,82,0.0,,,15.0,,0.4,2.9,,,,-82.0,,,-67.0,,-81.6,-79.1,,,,,,True,,True,True,,,
08111,13,0.0,,,3.0,,,0.0,,,,-13.0,,,-10.0,,,-13.0,,,,,,True,,,False,,,
08113,64,16.0,,,14.0,,,0.0,,,,-48.0,,,-50.0,,,-64.0,,,,,,False,,,False,,,
08115,61,0.0,,,32.0,,,0.0,,,,-61.0,,,-29.0,,,-61.0,,,,,,True,,,False,,,
08117,700,376.0,,,56.0,,210.0,583.2,,,,-324.0,,,-644.0,,-490.0,-116.8,,,,,,False,,False,True,,,
08119,219,48.0,,,37.0,,232.4,1.5,,,,-171.0,,,-182.0,,13.4,-217.5,,,,,,False,,True,False,,,
08121,95,16.0,,,80.0,,,11.8,,,,-79.0,,,-15.0,,,-83.2,,,,,,True,,,False,,,
08123,5019,1656.0,,,1444.0,,416.7,431.7,1158.4,,,-3363.0,,,-3575.0,,-4602.3,-4587.3,-3860.6,,,,,False,,False,False,False,,
08125,180,112.0,,,84.0,,,111.0,,,,-68.0,,,-96.0,,,-69.0,,,,,,False,,,False,,,
09001,10126,2848.0,,,1741.0,,2504.2,67.3,1798.4,,,-7278.0,,,-8385.0,,-7621.8,-10058.7,-8327.6,,,,,False,,False,False,False,,
09003,7830,2936.0,,,1571.0,,720.2,40.6,2289.1,,,-4894.0,,,-6259.0,,-7109.8,-7789.4,-5540.9,,,,,False,,False,False,False,,
09005,1198,392.0,,,152.0,,566.2,26.5,256.8,,,-806.0,,,-1046.0,,-631.8,-1171.5,-941.2,,,,,False,,True,False,False,,
09007,1060,240.0,,,171.0,,263.5,23.6,117.9,,,-820.0,,,-889.0,,-796.5,-1036.4,-942.1,,,,,False,,True,False,False,,
09009,7851,1624.0,,,1125.0,,478.0,44.5,1139.8,,,-6227.0,,,-6726.0,,-7373.0,-7806.5,-6711.2,,,,,False,,False,False,False,,
09011,2951,528.0,,,383.0,,1001.7,208.6,387.5,,,-2423.0,,,-2568.0,,-1949.3,-2742.4,-2563.5,,,,,False,,True,False,False,,
09013,916,488.0,,,94.0,,722.9,41.7,526.8,,,-428.0,,,-822.0,,-193.1,-874.3,-389.2,,,,,False,,True,False,True,,
09015,938,440.0,,,301.0,,418.8,168.4,,,,-498.0,,,-637.0,,-519.2,-769.6,,,,,,False,,False,False,,,
10001,1175,560.0,,,881.0,,522.6,348.1,359.2,,409.0,-615.0,,,-294.0,,-652.4,-826.9,-815.8,,-766.0,,,True,,False,False,False,,False
10003,5820,4256.0,,,2351.0,,2032.1,1021.9,2641.0,,2933.0,-1564.0,,,-3469.0,,-3787.9,-4798.1,-3179.0,,-2887.0,,,False,,False,False,False,,False
10005,2332,872.0,,,710.0,,354.4,41.4,850.6,,821.0,-1460.0,,,-1622.0,,-1977.6,-2290.6,-1481.4,,-1511.0,,,False,,False,False,False,,False
12001,4269,9128.0,,,3478.0,,2929.7,1029.7,3371.9,,2649.0,4859.0,,,-791.0,,-1339.3,-3239.3,-897.1,,-1620.0,,,True,,True,True,True,,True
12003,492,752.0,,,257.0,,0.3,25.2,952.3,,17.0,260.0,,,-235.0,,-491.7,-466.9,460.3,,-475.0,,,True,,False,False,False,,False
12005,1702,1144.0,,,1008.0,,11.6,379.5,493.1,,574.0,-558.0,,,-694.0,,-1690.4,-1322.5,-1208.9,,-1128.0,,,False,,False,False,False,,False
12007,279,848.0,,,198.0,,0.7,486.1,,,179.0,569.0,,,-81.0,,-278.3,207.1,,,-100.0,,,True,,True,True,,,True
12009,5100,3408.0,,,2388.0,,1787.6,653.2,1936.6,,2800.0,-1692.0,,,-2712.0,,-3312.4,-4446.8,-3163.4,,-2300.0,,,False,,False,False,False,,False
12011,18369,9808.0,,,5900.0,,769.3,1878.8,16721.5,,4915.0,-8561.0,,,-12469.0,,-17599.7,-16490.2,-1647.5,,-13454.0,,,False,,False,False,True,,False
12013,185,88.0,,,104.0,,0.0,26.9,,,23.0,-97.0,,,-81.0,,-185.0,-158.1,,,-162.0,,,True,,False,False,,,False
12015,1303,680.0,,,195.0,,485.7,281.4,369.4,,589.0,-623.0,,,-1108.0,,-817.3,-1021.6,-933.6,,-714.0,,,False,,False,False,False,,False
12017,1252,1304.0,,,664.0,,948.4,386.9,616.8,,708.0,52.0,,,-588.0,,-303.6,-865.0,-635.2,,-544.0,,,False,,False,False,False,,False
12019,2068,1848.0,,,1403.0,,919.8,788.3,1091.3,,946.0,-220.0,,,-665.0,,-1148.2,-1279.7,-976.7,,-1122.0,,,False,,False,False,False,,False
12021,3413,2032.0,,,322.0,,63.5,1784.5,1237.6,,1490.0,-1381.0,,,-3091.0,,-3349.5,-1628.5,-2175.4,,-1923.0,,,False,,False,False,False,,False
12023,875,992.0,,,363.0,,2.6,234.0,1685.1,,9.0,117.0,,,-512.0,,-872.4,-641.0,810.1,,-866.0,,,False,,False,False,False,,False
12027,227,96.0,,,242.0,,2.2,31.9,79.3,,67.0,-131.0,,,15.0,,-224.8,-195.1,-147.7,,-160.0,,,True,,False,False,False,,False
12029,112,272.0,,,40.0,,0.0,27.4,,,2.0,160.0,,,-72.0,,-112.0,-84.7,,,-110.0,,,True,,True,True,,,True
12031,8757,6968.0,,,5915.0,,422.1,2967.6,4513.0,,3662.0,-1789.0,,,-2842.0,,-8334.9,-5789.4,-4244.0,,-5095.0,,,False,,False,False,False,,False
12033,2964,1576.0,,,2352.0,,16.3,577.9,1451.5,,383.0,-1388.0,,,-612.0,,-2947.7,-2386.1,-1512.5,,-2581.0,,,True,,False,False,False,,False
12035,737,872.0,,,842.0,,616.7,135.6,559.8,,412.0,135.0,,,105.0,,-120.3,-601.5,-177.2,,-325.0,,,True,,True,False,False,,False
12037,219,112.0,,,12.0,,0.0,92.9,,,3.0,-107.0,,,-207.0,,-219.0,-126.1,,,-216.0,,,False,,False,False,,,False
12039,432,880.0,,,370.0,,0.0,193.5,1221.5,,2.0,448.0,,,-62.0,,-432.0,-238.5,789.5,,-430.0,,,True,,True,True,False,,True
12041,151,136.0,,,70.0,,0.1,229.2,,,117.0,-15.0,,,-81.0,,-150.9,78.2,,,-34.0,,,False,,False,False,,,False
12043,136,184.0,,,24.0,,0.0,32.2,,,77.0,48.0,,,-112.0,,-136.0,-103.8,,,-59.0,,,False,,False,False,,,False
12045,149,56.0,,,20.0,,0.1,50.2,,,1.0,-93.0,,,-129.0,,-148.9,-98.8,,,-148.0,,,False,,False,False,,,False
12047,113,616.0,,,55.0,,0.9,63.9,,,0.0,503.0,,,-58.0,,-112.1,-49.1,,,-113.0,,,True,,True,True,,,True
12049,411,504.0,,,159.0,,0.9,596.2,176.9,,30.0,93.0,,,-252.0,,-410.1,185.2,-234.1,,-381.0,,,False,,False,False,False,,False
12051,300,232.0,,,178.0,,0.1,53.1,201.8,,5.0,-68.0,,,-122.0,,-299.9,-246.9,-98.2,,-295.0,,,False,,False,False,False,,False
12053,1254,1144.0,,,1141.0,,1052.2,243.0,701.1,,1273.0,-110.0,,,-113.0,,-201.8,-1011.0,-552.9,,19.0,,,False,,False,False,False,,True
12055,1096,656.0,,,198.0,,1.5,5.3,249.9,,339.0,-440.0,,,-898.0,,-1094.5,-1090.7,-846.1,,-757.0,,,False,,False,False,False,,False
12057,11894,10312.0,,,8496.0,,522.1,552.5,4754.5,,6863.0,-1582.0,,,-3398.0,,-11371.9,-11341.5,-7139.5,,-5031.0,,,False,,False,False,False,,False
12059,304,224.0,,,209.0,,0.2,214.7,,,81.0,-80.0,,,-95.0,,-303.8,-89.3,,,-223.0,,,False,,False,False,,,False
12061,1327,808.0,,,709.0,,359.5,223.9,413.3,,762.0,-519.0,,,-618.0,,-967.5,-1103.1,-913.7,,-565.0,,,False,,False,False,False,,False
12063,802,904.0,,,426.0,,0.8,436.7,465.9,,7.0,102.0,,,-376.0,,-801.2,-365.3,-336.1,,-795.0,,,False,,False,False,False,,False
12065,176,112.0,,,12.0,,0.0,27.3,,,35.0,-64.0,,,-164.0,,-176.0,-148.7,,,-141.0,,,False,,False,False,,,False
12067,65,88.0,,,32.0,,0.2,455.8,741.3,,71.0,23.0,,,-33.0,,-64.8,390.8,676.3,,6.0,,,False,,False,False,False,,True
12069,2265,1928.0,,,3956.0,,1394.1,825.8,830.2,,1013.0,-337.0,,,1691.0,,-870.9,-1439.2,-1434.8,,-1252.0,,,False,,False,False,False,,False
12071,6001,3464.0,,,1009.0,,484.6,784.1,1740.5,,3085.0,-2537.0,,,-4992.0,,-5516.4,-5216.9,-4260.5,,-2916.0,,,False,,False,False,False,,False
12073,3619,8008.0,,,2191.0,,4579.1,3469.2,3230.9,,1536.0,4389.0,,,-1428.0,,960.1,-149.8,-388.1,,-2083.0,,,True,,True,True,True,,True
12075,243,312.0,,,192.0,,17.9,71.1,,,247.0,69.0,,,-51.0,,-225.1,-171.9,,,4.0,,,True,,False,False,,,True
12077,65,120.0,,,38.0,,0.2,7.3,,,1.0,55.0,,,-27.0,,-64.8,-57.7,,,-64.0,,,True,,False,False,,,False
12079,176,160.0,,,38.0,,0.2,84.8,,,4.0,-16.0,,,-138.0,,-175.8,-91.2,,,-172.0,,,False,,False,False,,,False
12081,3395,2320.0,,,1483.0,,331.9,427.0,1372.3,,1824.0,-1075.0,,,-1912.0,,-3063.1,-2968.0,-2022.7,,-1571.0,,,False,,False,False,False,,False
12083,2289,2344.0,,,2152.0,,1389.1,205.5,4108.2,,1145.0,55.0,,,-137.0,,-899.9,-2083.5,1819.2,,-1144.0,,,False,,False,False,False,,False
12085,969,1384.0,,,1399.0,,19.3,332.5,621.4,,1985.0,415.0,,,430.0,,-949.7,-636.5,-347.6,,1016.0,,,False,,False,False,True,,False
12086,33743,21808.0,,,4680.0,,,4545.2,19831.3,,110.0,-11935.0,,,-29063.0,,,-29197.8,-13911.7,,-33633.0,,,False,,,False,False,,False
12087,949,192.0,,,2.0,,0.1,0.0,126.8,,157.0,-757.0,,,-947.0,,-948.9,-949.0,-822.2,,-792.0,,,False,,False,False,False,,False
12089,714,768.0,,,304.0,,537.9,105.6,539.2,,366.0,54.0,,,-410.0,,-176.1,-608.4,-174.8,,-348.0,,,False,,False,False,False,,False
12091,2776,1232.0,,,1879.0,,317.6,396.6,515.7,,392.0,-1544.0,,,-897.0,,-2458.4,-2379.4,-2260.3,,-2384.0,,,True,,False,False,False,,False
12093,416,944.0,,,302.0,,0.5,154.4,500.7,,319.0,528.0,,,-114.0,,-415.5,-261.6,84.7,,-97.0,,,True,,True,True,True,,True
12095,12012,7776.0,,,14792.0,,431.5,2752.2,4337.5,,5083.0,-4236.0,,,2780.0,,-11580.5,-9259.8,-7674.5,,-6929.0,,,True,,False,False,False,,False
12097,3693,2472.0,,,2440.0,,212.0,578.9,3487.6,,1574.0,-1221.0,,,-1253.0,,-3481.0,-3114.1,-205.4,,-2119.0,,,False,,False,False,True,,False
12099,12505,10264.0,,,6547.0,,712.6,1576.9,5468.0,,7309.0,-2241.0,,,-5958.0,,-11792.4,-10928.1,-7037.0,,-5196.0,,,False,,False,False,False,,False
12101,3587,2472.0,,,3322.0,,710.6,322.7,1381.1,,2789.0,-1115.0,,,-265.0,,-2876.4,-3264.3,-2205.9,,-798.0,,,True,,False,False,False,,True
12103,7425,4544.0,,,2808.0,,849.7,2210.5,2951.0,,2949.0,-2881.0,,,-4617.0,,-6575.3,-5214.5,-4474.0,,-4476.0,,,False,,False,False,False,,False
12105,5985,5584.0,,,5060.0,,1667.2,1020.0,3446.5,,3210.0,-401.0,,,-925.0,,-4317.8,-4965.0,-2538.5,,-2775.0,,,False,,False,False,False,,False
12107,488,856.0,,,828.0,,1.3,23.0,555.0,,388.0,368.0,,,340.0,,-486.7,-465.0,67.0,,-100.0,,,True,,False,False,True,,True
12109,2346,1696.0,,,2220.0,,644.5,90.9,724.7,,814.0,-650.0,,,-126.0,,-1701.5,-2255.1,-1621.3,,-1532.0,,,True,,False,False,False,,False
12111,1994,2128.0,,,1585.0,,216.5,691.0,1237.7,,1198.0,134.0,,,-409.0,,-1777.5,-1303.0,-756.3,,-796.0,,,False,,False,False,False,,False
12113,1323,776.0,,,1425.0,,251.5,356.3,470.8,,183.0,-547.0,,,102.0,,-1071.5,-966.7,-852.2,,-1140.0,,,True,,False,False,False,,False
12115,3165,2104.0,,,814.0,,508.4,4.5,1132.8,,1986.0,-1061.0,,,-2351.0,,-2656.6,-3160.4,-2032.2,,-1179.0,,,False,,False,False,False,,False
12117,2608,2096.0,,,5470.0,,506.5,170.1,973.4,,2274.0,-512.0,,,2862.0,,-2101.5,-2437.9,-1634.6,,-334.0,,,False,,False,False,False,,True
12119,996,424.0,,,1289.0,,515.2,328.8,655.7,,181.0,-572.0,,,293.0,,-480.8,-667.2,-340.3,,-815.0,,,True,,True,False,True,,False
12121,522,488.0,,,198.0,,1.2,38.8,358.5,,4.0,-34.0,,,-324.0,,-520.8,-483.2,-163.5,,-518.0,,,False,,False,False,False,,False
12123,279,344.0,,,100.0,,0.1,74.0,804.3,,0.0,65.0,,,-179.0,,-278.9,-204.9,525.3,,-279.0,,,False,,False,False,False,,False
12125,317,672.0,,,141.0,,0.8,212.7,,,3.0,355.0,,,-176.0,,-316.2,-104.3,,,-314.0,,,True,,True,True,,,True
12127,3663,3136.0,,,6720.0,,1336.9,501.8,1920.3,,1722.0,-527.0,,,3057.0,,-2326.1,-3161.2,-1742.7,,-1941.0,,,False,,False,False,False,,False
12129,369,624.0,,,58.0,,0.1,2.9,612.8,,224.0,255.0,,,-311.0,,-368.9,-366.1,243.8,,-145.0,,,False,,False,False,True,,True
