,count,mean,median,std,min,25%,75%,max
CU-select,3080,406.2,129.0,1205.6,0.0,55.0,324.0,40701.0
LNQ-ens1,3141,423.4,114.9,1274.7,0.0,37.8,337.9,34555.4
CEID-Walk,3141,434.8,114.4,1433.7,0.0,39.2,317.5,50562.3
COVIDhub-baseline,3141,435.1,112.0,1423.6,0.0,39.0,319.0,49348.0
COVIDhub-ensemble,3141,484.9,128.0,1570.4,0.0,46.0,367.0,53007.0
USC-SI_kJalpha,3112,491.8,139.0,1587.6,0.0,46.0,375.0,51216.0
Google_Harvard-CPF,3140,509.0,131.8,1969.4,0.0,42.8,347.4,70516.8
IowaStateLW-STEM,3103,527.9,123.0,1820.1,0.0,43.0,393.0,64579.0
JHUAPL-Bucky,3141,531.0,130.5,1788.4,0.0,43.4,404.0,63985.6
JHU_IDD-CovidSP,3139,541.8,169.6,1912.4,0.0,65.8,440.3,69737.3
LANL-GrowthRate,2951,581.3,186.1,1697.2,0.1,76.9,480.7,54926.1
UVA-Ensemble,2755,595.5,166.1,1733.2,0.0,55.7,471.2,52606.2
MITCovAlliance-SIR,2644,667.4,193.9,1916.0,0.3,77.0,534.1,47179.3
