,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Argentina,1207,1178.0,1174.0,888.8,-29.0,-33.0,-318.2,False,False
Austria,700,698.6,693.0,689.7,-1.4,-7.0,-10.3,False,False
Belgium,9732,9721.0,9725.0,9910.1,-11.0,-7.0,178.1,True,False
Bolivia,970,954.3,956.0,1197.0,-15.7,-14.0,227.0,True,False
Brazil,57070,56493.9,56131.0,59714.9,-576.1,-939.0,2644.9,False,False
Bulgaria,216,229.1,222.0,170.7,13.1,6.0,-45.3,True,False
Canada,8576,8684.0,8672.0,8001.3,108.0,96.0,-574.7,True,False
Chile,5347,5316.3,5255.0,2675.6,-30.7,-92.0,-2671.4,False,False
Colombia,2946,2867.4,2816.0,2966.5,-78.6,-130.0,20.5,False,True
Croatia,107,107.0,108.0,105.0,0.0,1.0,-2.0,False,False
Cuba,86,85.7,86.0,85.2,-0.3,0.0,-0.8,True,False
Cyprus,19,19.7,19.0,17.8,0.7,0.0,-1.2,True,False
Czechia,349,340.3,338.0,356.7,-8.7,-11.0,7.7,False,True
Denmark,604,604.9,606.0,612.2,0.9,2.0,8.2,False,False
Dominican Republic,718,714.7,698.0,612.0,-3.3,-20.0,-106.0,False,False
Ecuador,4424,4433.0,4390.0,5541.1,9.0,-34.0,1117.1,False,False
Egypt,2708,2710.9,2604.0,1883.5,2.9,-104.0,-824.5,False,False
Estonia,69,69.0,70.0,80.3,0.0,1.0,11.3,False,False
Finland,328,327.7,329.0,354.5,-0.3,1.0,26.5,False,False
France,29781,29828.1,29763.0,32623.3,47.1,-18.0,2842.3,True,False
Germany,8968,8964.7,8969.0,9055.3,-3.3,1.0,87.3,True,False
Greece,191,194.3,191.0,190.7,3.3,0.0,-0.3,True,True
Honduras,479,447.1,444.0,437.3,-31.9,-35.0,-41.7,False,False
Hungary,578,578.4,580.0,590.1,0.4,2.0,12.1,False,False
Iceland,10,10.0,10.0,10.3,0.0,0.0,0.3,True,False
Ireland,1734,1724.9,1724.0,1684.9,-9.1,-10.0,-49.1,False,False
Israel,317,310.6,311.0,322.5,-6.4,-6.0,5.5,True,True
Italy,34716,34861.3,34862.0,34338.1,145.3,146.0,-377.9,False,False
Japan,971,973.6,969.0,1087.8,2.6,-2.0,116.8,True,False
Latvia,30,31.4,31.0,26.7,1.4,1.0,-3.3,True,False
Lithuania,78,76.0,77.0,92.2,-2.0,-1.0,14.2,True,False
Luxembourg,110,110.0,110.0,114.6,0.0,0.0,4.6,True,False
Malaysia,121,121.0,123.0,114.0,0.0,2.0,-7.0,False,False
Mexico,26381,26158.3,26077.0,22878.1,-222.7,-304.0,-3502.9,False,False
Moldova,521,529.3,525.0,478.5,8.3,4.0,-42.5,True,False
Netherlands,6124,6126.9,6134.0,6176.8,2.9,10.0,52.8,False,False
Norway,249,252.3,249.0,232.4,3.3,0.0,-16.6,True,False
Panama,592,573.1,565.0,606.2,-18.9,-27.0,14.2,False,True
Peru,9135,9196.6,9191.0,12571.1,61.6,56.0,3436.1,True,False
Philippines,1236,1233.4,1223.0,1235.0,-2.6,-13.0,-1.0,False,True
Poland,1435,1432.6,1415.0,1244.6,-2.4,-20.0,-190.4,False,False
Portugal,1561,1544.0,1553.0,1853.1,-17.0,-8.0,292.1,True,False
Romania,1589,1591.6,1566.0,1446.3,2.6,-23.0,-142.7,False,False
Russia,8958,8992.4,8956.0,10979.9,34.4,-2.0,2021.9,True,False
Serbia,267,267.0,265.0,292.1,0.0,-2.0,25.1,False,False
Slovakia,28,28.0,28.0,28.3,0.0,0.0,0.3,True,False
Slovenia,109,109.0,109.0,113.4,0.0,0.0,4.4,True,False
South Korea,282,283.1,283.0,308.0,1.1,1.0,26.0,True,False
Spain,28341,29172.6,28416.0,26976.3,831.6,75.0,-1364.7,True,False
Sweden,5280,5287.0,5265.0,6304.6,7.0,-15.0,1024.6,False,False
Switzerland,1962,1968.1,1962.0,1986.2,6.1,0.0,24.2,True,False
Turkey,5082,5080.4,5042.0,5015.9,-1.6,-40.0,-66.1,False,False
Ukraine,1121,1101.3,1100.0,1136.3,-19.7,-21.0,15.3,False,True
United Kingdom,43598,43381.0,43216.0,42629.5,-217.0,-382.0,-968.5,False,False
