,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Argentina,1207,886.6,947.0,1313.7,-320.4,-260.0,106.7,True,True
Austria,700,768.3,697.0,642.3,68.3,-3.0,-57.7,True,True
Belgium,9732,10132.3,9840.0,9666.1,400.3,108.0,-65.9,True,True
Bolivia,970,647.6,730.0,389.0,-322.4,-240.0,-581.0,True,False
Brazil,57070,53946.1,57181.0,69244.0,-3123.9,111.0,12174.0,True,False
Bulgaria,216,177.1,199.0,216.4,-38.9,-17.0,0.4,True,True
Canada,8576,10186.0,9014.0,8001.3,1610.0,438.0,-574.7,True,True
Chile,5347,2420.4,2694.0,3771.3,-2926.6,-2653.0,-1575.7,True,True
Colombia,2946,1754.1,2002.0,1819.6,-1191.9,-944.0,-1126.4,True,True
Croatia,107,114.1,115.0,100.4,7.1,8.0,-6.6,False,True
Cuba,86,86.7,89.0,81.5,0.7,3.0,-4.5,False,False
Cyprus,19,17.0,18.0,12.0,-2.0,-1.0,-7.0,True,False
Czechia,349,335.9,346.0,362.7,-13.1,-3.0,13.7,True,False
Denmark,604,624.3,612.0,621.8,20.3,8.0,17.8,True,True
Dominican Republic,718,658.0,591.0,559.5,-60.0,-127.0,-158.5,False,False
Ecuador,4424,3933.7,4226.0,5631.6,-490.3,-198.0,1207.6,True,False
Egypt,2708,1829.6,1768.0,1281.4,-878.4,-940.0,-1426.6,False,False
Estonia,69,79.1,74.0,61.0,10.1,5.0,-8.0,True,True
Finland,328,355.1,343.0,316.7,27.1,15.0,-11.3,True,True
France,29781,30232.6,29796.0,31004.1,451.6,15.0,1223.1,True,False
Germany,8968,9468.7,9150.0,9025.6,500.7,182.0,57.6,True,True
Greece,191,205.0,192.0,190.0,14.0,1.0,-1.0,True,True
Honduras,479,347.0,362.0,401.2,-132.0,-117.0,-77.8,True,True
Hungary,578,660.7,614.0,536.3,82.7,36.0,-41.7,True,True
Iceland,10,10.0,10.0,19.0,0.0,0.0,9.0,True,False
Ireland,1734,1813.4,1719.0,1688.0,79.4,-15.0,-46.0,True,True
Israel,317,299.9,306.0,322.5,-17.1,-11.0,5.5,True,True
Italy,34716,35696.1,35298.0,35913.8,980.1,582.0,1197.8,True,False
Japan,971,1155.3,1068.0,1110.6,184.3,97.0,139.6,True,True
Latvia,30,31.4,28.0,26.3,1.4,-2.0,-3.7,False,False
Lithuania,78,96.0,85.0,76.5,18.0,7.0,-1.5,True,True
Luxembourg,110,110.0,115.0,109.3,0.0,5.0,-0.7,False,False
Malaysia,121,115.0,126.0,115.3,-6.0,5.0,-5.7,True,True
Mexico,26381,19579.0,22868.0,6001.1,-6802.0,-3513.0,-20379.9,True,False
Moldova,521,468.4,513.0,333.2,-52.6,-8.0,-187.8,True,False
Netherlands,6124,6471.3,6349.0,6099.5,347.3,225.0,-24.5,True,True
Norway,249,239.7,246.0,242.9,-9.3,-3.0,-6.1,True,True
Panama,592,470.3,468.0,411.2,-121.7,-124.0,-180.8,False,False
Peru,9135,8366.9,9294.0,12571.1,-768.1,159.0,3436.1,True,False
Philippines,1236,1283.1,1175.0,963.6,47.1,-61.0,-272.4,False,False
Poland,1435,1322.9,1299.0,1189.5,-112.1,-136.0,-245.5,False,False
Portugal,1561,1773.1,1618.0,1568.8,212.1,57.0,7.8,True,True
Romania,1589,1539.7,1522.0,1324.8,-49.3,-67.0,-264.2,False,False
Russia,8958,9365.6,9235.0,6596.8,407.6,277.0,-2361.2,True,False
Serbia,267,262.6,271.0,266.6,-4.4,4.0,-0.4,True,True
Slovakia,28,28.0,30.0,22.0,0.0,2.0,-6.0,False,False
Slovenia,109,116.4,114.0,105.6,7.4,5.0,-3.4,True,True
South Korea,282,283.1,292.0,262.8,1.1,10.0,-19.2,False,False
Spain,28341,28215.3,27879.0,30027.0,-125.7,-462.0,1686.0,False,False
Sweden,5280,5792.1,5688.0,5085.3,512.1,408.0,-194.7,True,True
Switzerland,1962,1946.0,1975.0,1930.9,-16.0,13.0,-31.1,True,False
Turkey,5082,5283.6,4984.0,4717.9,201.6,-98.0,-364.1,True,False
Ukraine,1121,1099.1,1177.0,869.8,-21.9,56.0,-251.2,False,False
United Kingdom,43598,47042.1,42969.0,43143.4,3444.1,-629.0,-454.6,True,True
