,mean_abs_error_2020-11-09_2021-01-02,mean_abs_error_2020-11-16_2021-01-02,mean_abs_error_2020-11-23_2021-01-02,mean_abs_error_2020-11-30_2021-01-02,mean_abs_error_2020-12-07_2021-01-02,mean_abs_error_2020-12-14_2021-01-02,mean_abs_error_2020-12-21_2021-01-02,mean_abs_error_2020-12-28_2021-01-02,mean_sq_abs_error_2020-11-09_2021-01-02,mean_sq_abs_error_2020-11-16_2021-01-02,mean_sq_abs_error_2020-11-23_2021-01-02,mean_sq_abs_error_2020-11-30_2021-01-02,mean_sq_abs_error_2020-12-07_2021-01-02,mean_sq_abs_error_2020-12-14_2021-01-02,mean_sq_abs_error_2020-12-21_2021-01-02,mean_sq_abs_error_2020-12-28_2021-01-02
OneQuietNight-ML,,,1057.0,777.2,497.1,296.3,142.8,78.2,,,42492259.0,23278898.3,13543041.9,4177036.2,181545.8,122952.9
COVIDhub-baseline,1731.5,1437.1,1132.2,906.1,592.2,370.6,163.6,88.5,81304618.9,64232015.4,41839397.6,33400375.7,14557454.2,3246168.0,345092.2,172012.9
COVIDhub-ensemble,,,,,471.3,279.1,129.7,87.3,,,,,7267885.7,1449645.6,286366.2,142011.0
LNQ-ens1,,,,,439.7,261.4,137.4,111.2,,,,,3347213.8,693057.2,385252.0,201361.4
JHU_IDD-CovidSP,,,1006.4,812.5,644.2,454.7,228.0,139.9,,,39094843.4,30596166.7,17425625.9,11909555.9,2083219.2,507906.0
LANL-GrowthRate,,,1165.6,831.6,494.4,385.6,259.7,136.6,,,30064661.8,17588289.8,2909244.0,6153119.5,4971959.6,693394.3
CU-select,,,1013.9,916.5,708.7,429.5,215.7,120.0,,,30289370.2,40851554.5,11762066.8,3695827.7,1354782.8,400522.8
CEID-Walk,,,,,598.1,371.2,164.6,88.8,,,,,14478041.9,3320060.8,329081.5,162604.5
IowaStateLW-STEM,1967.3,1603.1,1312.8,957.8,732.7,466.0,228.6,111.2,104051887.9,82519593.5,62415202.0,39321605.3,27156470.0,6269109.1,700527.2,307731.8
PandemicCentral-USCounty,,,,,1585.5,365.1,216.8,112.7,,,,,65697722.7,2648728.6,921275.3,244846.8
OliverWyman-Navigator,,,,,,393.9,266.4,99.4,,,,,,1184065.4,816203.0,260772.7
Microsoft-DeepSTIA,,,,,,367.2,,,,,,,,8263833.9,,
JHUAPL-Bucky,2372.1,3770.8,3085.7,1222.7,755.1,696.0,418.4,151.5,111149503.0,210566892.1,166714342.7,24193606.4,11772823.7,18607672.8,7318939.0,1044218.8
FAIR-NRAR,,,,,,,169.7,171.0,,,,,,,473937.5,708240.0
UChicagoCHATTOPADHYAY-UnIT,,,,,,,182.6,,,,,,,,738755.1,
Google_Harvard-CPF,,,,,797.6,504.7,838.4,155.1,,,,,18202411.1,6898075.5,497633671.3,813714.3
UVA-Ensemble,,,,,751.8,688.7,498.9,427.2,,,,,7520482.8,13004961.0,14263030.2,29013038.6
MITCovAlliance-SIR,,,,,,,,326.2,,,,,,,,1956282.1
USC-SI_kJalpha,2341.2,,,,,,,,92844064.2,,,,,,,
