,mean_abs_error_2020-07-13_2020-09-05,mean_abs_error_2020-07-20_2020-09-05,mean_abs_error_2020-07-27_2020-09-05,mean_abs_error_2020-08-03_2020-09-05,mean_abs_error_2020-08-10_2020-09-05,mean_abs_error_2020-08-17_2020-09-05,mean_abs_error_2020-08-24_2020-09-05,mean_abs_error_2020-08-31_2020-09-05,mean_sq_abs_error_2020-07-13_2020-09-05,mean_sq_abs_error_2020-07-20_2020-09-05,mean_sq_abs_error_2020-07-27_2020-09-05,mean_sq_abs_error_2020-08-03_2020-09-05,mean_sq_abs_error_2020-08-10_2020-09-05,mean_sq_abs_error_2020-08-17_2020-09-05,mean_sq_abs_error_2020-08-24_2020-09-05,mean_sq_abs_error_2020-08-31_2020-09-05
USC-SI_kJalpha,26683.1,24798.6,8524.7,7517.3,5045.3,3230.0,2367.7,892.0,3032168437.4,2488636819.9,383055806.2,213419863.6,97908365.0,26772878.3,12652563.7,2649724.2
USACE-ERDC_SEIR,21795.4,20563.0,14192.8,7510.9,5434.9,4069.8,2129.2,987.9,977554888.0,1715081826.7,715581181.3,257543921.4,90281677.9,91546956.6,13548419.4,3718864.7
UCLA-SuEIR,27238.3,29159.2,15354.0,10593.5,5087.6,4904.8,2436.5,772.2,4887023800.2,3962567719.8,764806249.9,492180877.6,71603910.1,134317376.3,22390570.7,1800481.3
COVIDhub-ensemble,,,,,4536.3,3650.0,1667.1,687.1,,,,,72763548.5,72161563.9,6092506.6,1355455.3
LNQ-ens1,,,,,3402.6,4101.1,2020.0,703.1,,,,,35929966.9,83560070.5,7973998.2,1790748.4
LANL-GrowthRate,,17931.1,15152.1,10647.7,6119.9,4199.0,2508.2,1070.0,,1384646224.1,1085626604.3,558758573.9,175924377.0,61699410.4,14395616.0,3737207.1
COVIDhub-baseline,15288.5,19508.2,16800.5,13063.5,6785.3,5440.8,2173.7,884.0,1090113396.7,2532111507.3,1754833711.7,872243990.0,206282583.2,218345543.8,23151324.4,2764962.8
OliverWyman-Navigator,,,,,,4057.4,1821.5,919.3,,,,,,135517855.0,9340902.5,2651779.0
CU-select,,,,,6981.9,9129.1,1643.6,875.0,,,,,208743375.4,945242848.3,6297438.0,2652735.5
DDS-NBDS,,,,,5694.7,6441.3,2008.1,969.5,,,,,93603722.3,142881588.8,10469240.0,2391568.0
CEID-Walk,,,,,6881.2,5297.0,2250.8,968.4,,,,,250058282.3,194087843.5,23382929.5,3508319.3
Karlen-pypm,,,,32267.2,10744.8,4315.9,2688.8,979.9,,,,3232216795.5,368295299.2,61159901.3,22991630.4,2397306.6
JHU_IDD-CovidSP,,,,17580.5,10050.5,5555.8,2315.0,1007.7,,,,949490755.0,269340236.8,92915771.1,16388024.6,2114392.3
IowaStateLW-STEM,48812.2,29061.1,17918.0,12927.4,,5412.1,4281.7,1166.6,16527015270.9,7798694793.8,2465155590.6,930154540.6,,194739448.8,125462006.6,7449098.6
Covid19Sim-Simulator,48849.5,40810.9,34817.3,17549.6,,,3161.1,731.9,20155981595.1,11841017235.6,8004220953.8,1383520544.0,,,23710568.7,1436143.0
CovidAnalytics-DELPHI,24601.8,26146.9,25172.7,21520.8,14137.4,8108.7,4328.5,2028.2,1478331141.4,1884342431.1,2437282347.7,1927421879.5,988567901.1,278650084.6,47200894.9,11019265.0
RobertWalraven-ESG,,,,,16077.4,4440.2,2824.2,2037.3,,,,,1514718046.7,52003046.5,14103936.1,10217629.6
IQVIA_ACOE-STAN,,,,,,,2681.1,1038.2,,,,,,,22173968.4,2887700.1
Geneva-DetGrowth,,,,,,,,943.3,,,,,,,,2936974.2
IHME-CurveFit,,60140.9,49361.6,44546.3,42294.1,,,,,26840492499.1,21367034132.2,14954956718.1,10870603223.0,,,
TTU-squider,,,,,,5445.5,7491.6,,,,,,,69831116.6,473686947.5,
JHUAPL-Bucky,,,,,,,,998.9,,,,,,,,2681831.1
UMich-RidgeTfReg,,,,,18531.8,,,1284.3,,,,,1579392304.8,,,4431336.3
