,mean_abs_error_2020-11-02_2020-12-26,mean_abs_error_2020-11-09_2020-12-26,mean_abs_error_2020-11-16_2020-12-26,mean_abs_error_2020-11-23_2020-12-26,mean_abs_error_2020-11-30_2020-12-26,mean_abs_error_2020-12-07_2020-12-26,mean_abs_error_2020-12-14_2020-12-26,mean_abs_error_2020-12-21_2020-12-26,mean_sq_abs_error_2020-11-02_2020-12-26,mean_sq_abs_error_2020-11-09_2020-12-26,mean_sq_abs_error_2020-11-16_2020-12-26,mean_sq_abs_error_2020-11-23_2020-12-26,mean_sq_abs_error_2020-11-30_2020-12-26,mean_sq_abs_error_2020-12-07_2020-12-26,mean_sq_abs_error_2020-12-14_2020-12-26,mean_sq_abs_error_2020-12-21_2020-12-26
CU-select,,,45986.7,35271.4,36019.9,20162.7,7659.0,3613.3,,,10134904268.0,5439719697.9,7230986309.7,1738410354.9,141204627.0,59800385.6
LANL-GrowthRate,,,73304.8,39550.7,30007.1,12587.5,7943.9,4865.1,,,19794009066.5,4836695614.7,4648188108.4,561280881.3,200828302.2,250968686.4
COVIDhub-baseline,109552.4,83247.6,63367.5,47192.0,36536.7,21296.6,11592.0,4004.5,34999244105.2,25277801995.1,16986455661.7,10053055559.5,7479772973.6,3227423045.6,616831273.7,40019867.4
USC-SI_kJalpha,123551.0,110596.1,95780.3,44011.0,37017.7,15186.8,10384.0,4295.5,37252310846.8,30326898086.1,24044499282.4,8607904663.6,8293192223.3,1127703351.5,237818527.0,64750028.2
OneQuietNight-ML,,,,58062.5,30319.6,19529.6,8487.6,4499.5,,,,9356492389.4,4669441923.0,2028743075.2,380325514.1,79795847.0
LNQ-ens1,,,,,33643.4,13607.7,7581.6,4292.4,,,,,5881152468.8,637326141.2,145654184.5,102985038.6
JHU_IDD-CovidSP,,,49974.3,38742.4,34873.1,27132.9,16463.2,6073.9,,,13499365804.2,9399473176.4,7036132310.8,4270094539.0,2139076956.8,269126991.1
COVIDhub-ensemble,,,,,31310.1,16333.7,9817.7,4486.2,,,,,5525544239.1,1615438039.6,264797836.1,72939826.3
IowaStateLW-STEM,114825.3,94083.8,66555.7,53940.7,35529.0,22266.6,14787.6,5034.2,38235547174.7,31238497777.2,17815778563.6,12490268360.7,7186956360.7,3325724550.4,689414989.5,57943635.4
Covid19Sim-Simulator,99196.1,78012.9,,44689.7,37483.4,22725.9,11581.8,4727.4,30101905670.0,23735440029.0,,8915478681.2,7326076242.4,2766337215.9,422961806.5,52912752.9
UCLA-SuEIR,149690.4,120405.0,93013.9,52990.8,40900.4,24843.3,12634.8,4339.8,55938728162.9,41935171089.2,30900604170.4,10531649232.7,6478239642.3,2884364911.4,618307849.7,50633606.6
USACE-ERDC_SEIR,,,59234.7,56856.5,57009.8,,,,,,8536295527.7,10032657186.7,10151027813.9,,,
CEID-Walk,,,,,37346.5,21400.5,11642.6,4222.9,,,,,7391445088.8,3166886321.3,606460406.1,47901878.7
MSRA-DeepST,,,,,31351.3,19954.4,,,,,,,7024842440.0,4016905163.4,,
JHU_CSSE-DECOM,,,,,34010.9,24928.7,12093.9,5687.4,,,,,5637411479.8,6467216447.0,468874390.2,157141210.2
