,mean_abs_error_2020-08-31_2020-10-24,mean_abs_error_2020-09-07_2020-10-24,mean_abs_error_2020-09-14_2020-10-24,mean_abs_error_2020-09-21_2020-10-24,mean_abs_error_2020-09-28_2020-10-24,mean_abs_error_2020-10-05_2020-10-24,mean_abs_error_2020-10-12_2020-10-24,mean_abs_error_2020-10-19_2020-10-24,mean_sq_abs_error_2020-08-31_2020-10-24,mean_sq_abs_error_2020-09-07_2020-10-24,mean_sq_abs_error_2020-09-14_2020-10-24,mean_sq_abs_error_2020-09-21_2020-10-24,mean_sq_abs_error_2020-09-28_2020-10-24,mean_sq_abs_error_2020-10-05_2020-10-24,mean_sq_abs_error_2020-10-12_2020-10-24,mean_sq_abs_error_2020-10-19_2020-10-24
COVIDhub-baseline,367.8,318.3,287.9,236.5,199.1,136.4,84.7,40.8,1176854.7,802058.6,842576.5,475580.8,1193230.7,202922.9,85941.5,27178.9
LNQ-ens1,,,,,177.1,141.6,75.1,39.8,,,,,308294.6,200926.5,57582.5,30210.1
IowaStateLW-STEM,405.2,369.8,311.3,276.9,234.0,163.1,113.5,59.5,3907824.6,5469934.6,976446.0,986558.6,867552.4,311569.2,162684.8,50579.0
USC-SI_kJalpha,495.1,401.2,407.6,294.9,235.9,154.7,103.4,50.7,2299021.5,1473446.5,1805720.9,896077.3,641663.2,247446.1,121982.8,33164.1
CEID-Walk,,,,,200.2,139.9,85.2,41.5,,,,,1231604.4,215967.2,85837.8,28790.4
JHUAPL-Bucky,,,371.8,299.9,240.1,155.8,101.2,56.7,,,1651081.2,865962.5,1177487.1,269408.6,131367.6,46726.5
JHU_IDD-CovidSP,,,339.8,300.8,225.9,184.2,138.6,77.3,,,1593922.8,1161638.6,623125.4,419704.2,260869.6,91436.2
COVIDhub-ensemble,,,,,205.8,155.2,96.0,44.3,,,,,489953.2,247335.6,109511.7,32941.2
OliverWyman-Navigator,,,,,,139.3,84.2,41.8,,,,,,204631.1,64546.7,24598.2
LANL-GrowthRate,,475.3,425.0,334.3,258.4,199.0,116.1,55.2,,1642575.9,1437947.2,846333.5,510494.2,303743.2,108317.5,39171.8
CU-select,,,702.8,504.8,382.2,190.8,99.6,45.1,,,11812445.6,6208062.0,2739030.6,1887303.8,88351.9,24812.9
UCLA-SuEIR,455.9,388.7,,,235.7,174.8,,,3294187.8,1434471.4,,,580617.3,288542.5,,
UVA-Ensemble,,,,,228.9,199.5,151.1,80.7,,,,,619627.6,319100.3,226904.7,82648.1
RobertWalraven-ESG,616.6,526.9,480.4,393.9,304.2,239.4,,,3194238.9,2435221.6,2156413.5,1520973.8,883430.4,548438.9,,
MITCovAlliance-SIR,611.8,504.4,454.1,391.1,317.6,,178.0,95.0,4698746.7,3521986.6,3071366.9,2253470.0,1436346.5,,504475.4,148679.3
Google_Harvard-CPF,,,,,260.8,,167.0,66.5,,,,,839328.4,,475106.8,65356.1
PandemicCentral-USCounty,,,,,,,144.0,67.8,,,,,,,187200.6,46725.1
