,mean_abs_error_2020-11-30_2021-01-23,mean_abs_error_2020-12-07_2021-01-23,mean_abs_error_2020-12-14_2021-01-23,mean_abs_error_2020-12-21_2021-01-23,mean_abs_error_2020-12-28_2021-01-23,mean_abs_error_2021-01-04_2021-01-23,mean_abs_error_2021-01-11_2021-01-23,mean_abs_error_2021-01-18_2021-01-23,mean_sq_abs_error_2020-11-30_2021-01-23,mean_sq_abs_error_2020-12-07_2021-01-23,mean_sq_abs_error_2020-12-14_2021-01-23,mean_sq_abs_error_2020-12-21_2021-01-23,mean_sq_abs_error_2020-12-28_2021-01-23,mean_sq_abs_error_2021-01-04_2021-01-23,mean_sq_abs_error_2021-01-11_2021-01-23,mean_sq_abs_error_2021-01-18_2021-01-23
COVIDhub-baseline,94622.5,65182.8,45536.5,26896.0,22672.2,10465.9,12218.4,6635.5,40475437169.7,19560400229.6,6235939431.8,1947594694.4,2021362955.5,317495151.1,424392354.6,246710548.0
Covid19Sim-Simulator,93504.8,63704.6,38133.1,30449.9,24254.1,13959.6,9467.6,8389.7,38241101473.2,12372399880.6,4006578659.1,5550202893.2,3232510037.2,902033129.8,380388585.1,311124912.7
IowaStateLW-STEM,94491.5,69509.4,49427.8,26820.5,18663.6,12901.2,10994.8,9241.8,41412135190.6,24981430421.3,7048311369.7,1876658803.6,1004347911.6,662787287.7,264926964.7,349511585.9
USC-SI_kJalpha,146463.0,88021.1,44915.1,36756.2,28888.3,15318.5,10286.8,7754.8,83484704331.0,30014220178.6,8202562247.0,4198050587.3,4179704504.8,796130774.7,501901077.9,276948732.3
OneQuietNight-ML,82871.7,,,,15874.3,11156.0,9305.2,2904.4,25078468590.0,,,,683343473.2,325025210.2,190841059.2,68387457.8
UCLA-SuEIR,108098.0,77172.1,53070.8,35781.3,29698.2,15571.2,13098.2,2268.3,35884791744.2,19873800821.7,9632996656.7,3736418790.9,2980624669.1,594797548.0,453313172.1,43761939.4
LANL-GrowthRate,,,45934.0,44935.4,36215.1,14178.3,12208.5,3890.2,,,9087808230.7,23747810348.3,12187196884.4,617767466.2,377980700.2,64277437.7
JHU_IDD-CovidSP,,,46371.2,29755.6,29964.3,29828.9,14620.3,3176.0,,,9773632241.6,2926002163.4,2898106315.2,2523681500.8,613739577.8,24677487.0
Microsoft-DeepSTIA,,,,,18516.7,8183.5,10989.2,8007.7,,,,,1282557762.3,209521878.0,277810851.9,259943917.1
CEID-Walk,,,,,23062.1,10572.3,12486.0,6785.4,,,,,1967484877.1,316583910.5,431427668.9,260404465.5
CU-select,,,30990.6,24412.9,32869.9,40497.0,34422.3,8070.7,,,2695483939.2,1795608013.4,2171757711.5,5885806505.7,4559277778.9,457222775.3
COVIDhub-ensemble,,,,,23554.8,11277.4,11782.1,7126.5,,,,,2060526781.4,403653392.4,404426148.9,260022147.5
LNQ-ens1,,,,,35172.7,11534.3,16683.6,3243.1,,,,,3016595290.6,481820730.5,778895952.3,60273217.5
JHUAPL-Bucky,95877.7,67613.7,94284.2,72125.7,54466.2,12112.1,13512.5,7476.9,24398061989.8,20146870717.4,71545986776.2,60437073737.7,19399867194.9,571621146.4,617663010.6,170192459.7
Karlen-pypm,,,,82384.9,73300.3,16886.4,11482.3,6903.5,,,,93733515607.5,104424759707.6,652577233.1,502060615.4,210402746.5
BPagano-RtDriven,,,,,36301.8,16219.4,12489.2,7166.8,,,,,16189579666.1,941412311.0,435880745.7,315353261.2
JHU_CSSE-DECOM,,,,,23322.2,14020.6,17783.6,8754.2,,,,,1640896450.6,703306086.6,918150918.9,413578366.8
RobertWalraven-ESG,,,,,40685.0,15733.9,15089.0,6759.5,,,,,4843005273.9,752396347.3,673622576.5,206559994.3
JHU_UNC_GAS-StatMechPool,,,,,41184.8,22426.9,9884.6,,,,,,4495122858.9,1332431683.5,733341571.8,
MOBS-GLEAM_COVID,,,,,,,7467.1,6158.1,,,,,,,178762670.2,329091043.5
Google_Harvard-CPF,,,,,41517.4,18270.7,16456.1,5997.5,,,,,17412813357.9,1186492081.3,575571411.3,125652788.0
UChicagoCHATTOPADHYAY-UnIT,,,,,,,12190.8,2987.0,,,,,,,258025822.6,50397336.1
CovidAnalytics-DELPHI,,,70251.8,56097.9,37173.5,26963.6,29740.5,14956.3,,,13832269646.8,29390493126.2,4598740291.1,1917795342.9,7711988273.9,2291337719.3
JCB-PRM,140356.5,101697.1,92884.9,77230.6,38424.6,,,,47192719244.8,20647265085.6,26198548037.5,38811621335.7,17190193340.3,,,
UMich-RidgeTfReg,,,,,33577.0,22223.8,19069.9,7736.2,,,,,5029424669.7,2204636852.3,1491980503.2,407188136.0
TTU-squider,,,,,33496.8,27741.9,17799.2,7690.9,,,,,2308482455.2,2471378037.2,1226235269.1,394217130.5
OliverWyman-Navigator,,,,,,15211.7,15665.0,10247.0,,,,,,1200651710.9,794999884.5,443638788.7
IEM_MED-CovidProject,,,,,43513.8,17805.4,25308.9,8216.7,,,,,23245646973.5,1387022974.3,2006368855.2,263031305.6
UCSB-ACTS,,,,,68253.2,35288.8,12918.9,13364.9,,,,,33137772334.7,10830920555.1,1042082788.2,669420932.9
Wadhwani_AI-BayesOpt,,129947.7,72763.4,95668.6,,27017.3,,,,39265988274.9,14015995804.3,31026902525.7,,2204640101.0,,
Geneva-DetGrowth,,,,,,,,6581.2,,,,,,,,381271940.1
UVA-Ensemble,,,,,46421.5,30773.6,27006.3,21078.2,,,,,14233737350.6,15800376253.4,4813599602.4,4848961893.7
MIT_ISOLAT-Mixtures,,,,,,,,7583.9,,,,,,,,185486964.8
DDS-NBDS,,,,,596715.5,40297.3,41840.7,27608.6,,,,,4838670376670.0,11367581503.7,8473560309.2,14270855419.9
USACE-ERDC_SEIR,155524.1,,,,,,,,73528481475.7,,,,,,,
